beb63a2bbd181c6a43629b8d112d1933fb217e4d3e0533912fb6a698a64d5880,5381ac9ffaa8bedc240a82531ae131bce081350569d8b1f6d5653c8e6b62e417,03aa837777a2a602b5bea11af87756cf8d87756bed43f436d0e7bd6736049593,16df7cd9ba9d77cce934713c37664bb3c0663898b9049db129460ca5bd2ccc86,577c92fdebc60b11be9c16f1c673de49c08c2c3c5e2c88618db6e1e011bfe1b2,005dee344a2d9617d1c093d9dbb922f8b759ec34143474ce0b9983e243c275b8,602693e184a2de00fed17650f7eb668249512208c584d064e44bd44ba9b94f28,400c77157aaca8a12d4b2e86c5bd3186661047cd36d032d107ae23a6f3e1e429,b10f6ac229b62f39108093c140527ac236ea6fd68bfa0dbe1f20a722c354f48d
"40","1","313","0","502007401","-74","2","0.7","320070406"
"67","2","314","0","502007403","43","3","0.7","320070406"
"11","3","315","0","0","43.5","1","0.65","320070406"
"50","1","316","0","502007406","59","2","0.7","320070407"
"62","2","317","0","502007408","30","3","0.9","320070407"
"13","3","318","0","0","-49","1","0.65","320070407"
"20","1","319","0","0","5","1","0.9","320070408"
"20","1","320","0","0","0","1","0.9","320070409"
"-20","1","321","0","0","-20","1","1","320070410"
"40","1","322","0","502007501","-74","2","0.7","320070506"
"67","2","323","0","502007503","43","3","0.7","320070506"
"11","3","324","0","0","43.5","1","0.65","320070506"
"50","1","325","0","502007506","59","2","0.7","320070507"
"62","2","326","0","502007508","30","3","0.9","320070507"
"13","3","327","0","0","-49","1","0.65","320070507"
"20","1","328","0","0","5","1","0.9","320070508"
"20","1","329","0","0","0","1","0.9","320070509"
"-20","1","330","0","0","-20","1","1","320070510"
"40","1","331","0","502008101","-74","2","0.7","320080106"
"67","2","332","0","502008103","43","3","0.9","320080106"
"11","3","333","0","0","43.5","1","0.65","320080106"
"50","1","334","0","502008106","59","2","0.7","320080107"
"62","2","335","0","502008108","30","3","0.9","320080107"
"13","3","336","0","0","-49","1","0.65","320080107"
"20","1","337","0","0","5","1","0.8","320080108"
"20","1","338","0","0","0","1","1.1","320080109"
"-20","1","339","0","0","-20","1","1","320080110"
"40","1","340","0","502008201","-74","2","0.7","320080206"
"67","2","341","0","502008203","43","3","0.9","320080206"
"11","3","342","0","0","43.5","1","0.65","320080206"
"50","1","343","0","502008206","59","2","0.7","320080207"
"62","2","344","0","502008208","30","3","0.9","320080207"
"13","3","345","0","0","-49","1","0.65","320080207"
"20","1","346","0","0","5","1","0.8","320080208"
"20","1","347","0","0","0","1","1.1","320080209"
"-20","1","348","0","0","-20","1","1","320080210"
"40","1","349","0","502008301","-74","2","0.7","320080306"
"67","2","350","0","502008303","43","3","0.9","320080306"
"11","3","351","0","0","43.5","1","0.65","320080306"
"50","1","352","0","502008306","59","2","0.7","320080307"
"62","2","353","0","502008308","30","3","0.9","320080307"
"13","3","354","0","0","-49","1","0.65","320080307"
"20","1","355","0","0","5","1","0.8","320080308"
"20","1","356","0","0","0","1","1.1","320080309"
"-20","1","357","0","0","-20","1","1","320080310"
"40","1","358","0","502008401","-74","2","0.7","320080406"
"67","2","359","0","502008403","43","3","0.9","320080406"
"11","3","360","0","0","43.5","1","0.65","320080406"
"50","1","361","0","502008406","59","2","0.7","320080407"
"62","2","362","0","502008408","30","3","0.9","320080407"
"13","3","363","0","0","-49","1","0.65","320080407"
"20","1","364","0","0","5","1","0.8","320080408"
"20","1","365","0","0","0","1","1.1","320080409"
"-20","1","366","0","0","-20","1","1","320080410"
"40","1","367","0","502008501","-74","2","0.7","320080506"
"67","2","368","0","502008503","43","3","0.9","320080506"
"11","3","369","0","0","43.5","1","0.65","320080506"
"50","1","370","0","502008506","59","2","0.7","320080507"
"62","2","371","0","502008508","30","3","0.9","320080507"
"13","3","372","0","0","-49","1","0.65","320080507"
"20","1","373","0","0","5","1","0.8","320080508"
"20","1","374","0","0","0","1","1.1","320080509"
"-20","1","375","0","0","-20","1","1","320080510"
"40","1","376","0","502009101","-74","2","0.7","320090106"
"67","2","377","0","502009103","13","3","1","320090106"
"11","3","378","0","0","43.5","1","0.65","320090106"
"50","1","379","0","502009106","-68","2","0.7","320090107"
"62","2","380","0","502009108","30","3","0.9","320090107"
"13","3","381","0","0","29","1","0.65","320090107"
"10","1","382","0","0","5","1","0.75","320090108"
"10","1","383","0","0","0","1","1","320090109"
"-20","1","384","0","0","-20","1","1","320090110"
"40","1","385","0","502009201","-74","2","0.7","320090206"
"67","2","386","0","502009203","13","3","1","320090206"
"11","3","387","0","0","43.5","1","0.65","320090206"
"50","1","388","0","502009206","-68","2","0.7","320090207"
"62","2","389","0","502009208","30","3","0.9","320090207"
"13","3","390","0","0","29","1","0.65","320090207"
"10","1","391","0","0","5","1","0.75","320090208"
"10","1","392","0","0","0","1","1","320090209"
"-20","1","393","0","0","-20","1","1","320090210"
"40","1","394","0","502009301","-74","2","0.7","320090306"
"67","2","395","0","502009303","13","3","1","320090306"
"11","3","396","0","0","43.5","1","0.65","320090306"
"50","1","397","0","502009306","-68","2","0.7","320090307"
"62","2","398","0","502009308","30","3","0.9","320090307"
"13","3","399","0","0","29","1","0.65","320090307"
"10","1","400","0","0","5","1","0.75","320090308"
"10","1","401","0","0","0","1","1","320090309"
"-20","1","402","0","0","-20","1","1","320090310"
"40","1","403","0","502009401","-74","2","0.7","320090406"
"67","2","404","0","502009403","13","3","1","320090406"
"11","3","405","0","0","43.5","1","0.65","320090406"
"50","1","406","0","502009406","-68","2","0.7","320090407"
"62","2","407","0","502009408","30","3","0.9","320090407"
"13","3","408","0","0","29","1","0.65","320090407"
"10","1","409","0","0","5","1","0.75","320090408"
"10","1","410","0","0","0","1","1","320090409"
"-20","1","411","0","0","-20","1","1","320090410"
"40","1","412","0","502009501","-74","2","0.7","320090506"
"67","2","413","0","502009503","13","3","1","320090506"
"11","3","414","0","0","43.5","1","0.65","320090506"
"50","1","415","0","502009506","-68","2","0.7","320090507"
"62","2","416","0","502009508","30","3","0.9","320090507"
"13","3","417","0","0","29","1","0.65","320090507"
"10","1","418","0","0","5","1","0.75","320090508"
"10","1","419","0","0","0","1","1","320090509"
"-20","1","420","0","0","-20","1","1","320090510"
"40","1","421","0","502010101","-74","2","0.7","320100106"
"67","2","422","0","502010103","13","3","1","320100106"
"11","3","423","0","0","43.5","1","0.65","320100106"
"50","1","424","0","502010106","-68","2","0.7","320100107"
"62","2","425","0","502010108","30","3","0.9","320100107"
"13","3","426","0","0","29","1","0.65","320100107"
"60","1","427","0","0","40","1","0.9","320100108"
"10","1","428","0","0","0","1","1","320100109"
"-35","1","429","0","0","-20","1","1","320100110"
"40","1","430","0","502010201","-74","2","0.7","320100206"
"67","2","431","0","502010203","13","3","1","320100206"
"11","3","432","0","0","43.5","1","0.65","320100206"
"50","1","433","0","502010206","-68","2","0.7","320100207"
"62","2","434","0","502010208","30","3","0.9","320100207"
"13","3","435","0","0","29","1","0.65","320100207"
"60","1","436","0","0","40","1","0.9","320100208"
"10","1","437","0","0","0","1","1","320100209"
"-35","1","438","0","0","-20","1","1","320100210"
"40","1","439","0","502010301","-74","2","0.7","320100306"
"67","2","440","0","502010303","13","3","1","320100306"
"11","3","441","0","0","43.5","1","0.65","320100306"
"50","1","442","0","502010306","-68","2","0.7","320100307"
"62","2","443","0","502010308","30","3","0.9","320100307"
"13","3","444","0","0","29","1","0.65","320100307"
"60","1","445","0","0","40","1","0.9","320100308"
"10","1","446","0","0","0","1","1","320100309"
"-35","1","447","0","0","-20","1","1","320100310"
"40","1","448","0","502010401","-74","2","0.7","320100406"
"67","2","449","0","502010403","13","3","1","320100406"
"11","3","450","0","0","43.5","1","0.65","320100406"
"50","1","451","0","502010406","-68","2","0.7","320100407"
"62","2","452","0","502010408","30","3","0.9","320100407"
"13","3","453","0","0","29","1","0.65","320100407"
"60","1","454","0","0","40","1","0.9","320100408"
"10","1","455","0","0","0","1","1","320100409"
"-35","1","456","0","0","-20","1","1","320100410"
"40","1","457","0","502010501","-74","2","0.7","320100506"
"67","2","458","0","502010503","13","3","1","320100506"
"11","3","459","0","0","43.5","1","0.65","320100506"
"50","1","460","0","502010506","-68","2","0.7","320100507"
"62","2","461","0","502010508","30","3","0.9","320100507"
"13","3","462","0","0","29","1","0.65","320100507"
"60","1","463","0","0","40","1","0.9","320100508"
"10","1","464","0","0","0","1","1","320100509"
"-35","1","465","0","0","-20","1","1","320100510"
"40","1","466","0","502011101","-74","2","0.7","320110106"
"67","2","467","0","502011103","13","3","1","320110106"
"11","3","468","0","0","43.5","1","0.65","320110106"
"50","1","469","0","502011106","-98","2","0.7","320110107"
"72","2","470","0","502011108","0","3","1.1","320110107"
"13","3","471","0","0","49","1","0.65","320110107"
"30","1","472","0","0","-40","1","0.75","320110108"
"50","1","473","0","0","20","1","1.2","320110109"
"-35","1","474","0","0","-20","1","1.1","320110110"
"40","1","475","0","502011201","-74","2","0.7","320110206"
"67","2","476","0","502011203","13","3","1","320110206"
"11","3","477","0","0","43.5","1","0.65","320110206"
"50","1","478","0","502011206","-98","2","0.7","320110207"
"72","2","479","0","502011208","0","3","1.1","320110207"
"13","3","480","0","0","49","1","0.65","320110207"
"30","1","481","0","0","-40","1","0.75","320110208"
"50","1","482","0","0","20","1","1.2","320110209"
"-35","1","483","0","0","-20","1","1.1","320110210"
"40","1","484","0","502011301","-74","2","0.7","320110306"
"67","2","485","0","502011303","13","3","1","320110306"
"11","3","486","0","0","43.5","1","0.65","320110306"
"50","1","487","0","502011306","-98","2","0.7","320110307"
"72","2","488","0","502011308","0","3","1.1","320110307"
"13","3","489","0","0","49","1","0.65","320110307"
"30","1","490","0","0","-40","1","0.75","320110308"
"50","1","491","0","0","20","1","1.2","320110309"
"-35","1","492","0","0","-20","1","1.1","320110310"
"40","1","493","0","502011401","-74","2","0.7","320110406"
"67","2","494","0","502011403","13","3","1","320110406"
"11","3","495","0","0","43.5","1","0.65","320110406"
"50","1","496","0","502011406","-98","2","0.7","320110407"
"72","2","497","0","502011408","0","3","1.1","320110407"
"13","3","498","0","0","49","1","0.65","320110407"
"30","1","499","0","0","-40","1","0.75","320110408"
"50","1","500","0","0","20","1","1.2","320110409"
"-35","1","501","0","0","-20","1","1.1","320110410"
"40","1","502","0","502011501","-74","2","0.7","320110506"
"67","2","503","0","502011503","13","3","1","320110506"
"11","3","504","0","0","43.5","1","0.65","320110506"
"50","1","505","0","502011506","-98","2","0.7","320110507"
"72","2","506","0","502011508","0","3","1.1","320110507"
"13","3","507","0","0","49","1","0.65","320110507"
"30","1","508","0","0","-40","1","0.75","320110508"
"50","1","509","0","0","20","1","1.2","320110509"
"-35","1","510","0","0","-20","1","1.1","320110510"
"40","1","511","0","502012101","-74","2","0.7","320120106"
"67","2","512","0","502012103","10","3","1","320120106"
"11","3","513","0","0","43.5","1","0.65","320120106"
"50","1","514","0","502012106","-98","2","0.7","320120107"
"72","2","515","0","502012108","0","3","1","320120107"
"13","3","516","0","0","49","1","0.65","320120107"
"30","1","517","0","0","10","1","1.2","320120108"
"40","1","518","0","0","40","1","0.9","320120109"
"-35","1","519","0","0","-20","1","1.1","320120110"
"40","1","520","0","502012201","-74","2","0.7","320120206"
"67","2","521","0","502012203","10","3","1","320120206"
