1bbfaac4a17d8d28ea0921f9d86be9b345d9be4ae70624e77e94b52e16037779,9cee26dbd45b07cf51bc75d0aca6de9d1f6cae625c8e26317320b4604336a4ed,81639b7993112c32103fd0c2dd3ff77b004e1e1a7914ae53324feb9240fd8ead,adecdc7e885680830983ea6dd29eeb23e6aab187baf725b74fb1e4be92dd168c,8381ef297d5967616b2bd363d66f56aa0fec453c800d88f55d5b2fc58d73b411,edd2f44b37446a5d2f336206c6ba5eeed851be467e42d6093783b5eca6abddd3,f9d6d64d21b13815f2e1fd8432185a9fdcd262ae74a439367c9e2320aec63e9a,8c901e38d8671c7f6eba513abc76f2d67538232edd4c4a49f1550b905db84d89,98e27c4519e8fc3d4698c2b2046b53ba075050de808d1a6d8cd9791da4f627ee,94117bfbdf2c788a981a89d7a6d90ba890159545f978224b2485b51503654d12,b379dbbc1aed02065931884cfafe3f3fa22b76d9c003dd22f03d8f24dbdb103a,432410ebb6a09490d92a079fea13006862b403d8d0bfe47e7ba67d024de659df,9b8c8659f034c14a992af02167f0cd00123b79ad3b1f5c4da71aa79b51ccfb58,2ccc3c01425495143dfc343d727b02404df7da35770a4279118b12cf33aae315,d7f229442b5a4edf05262ee18c2f6f7e49d6d0551998189665fb33b76060a323,9538299ddc2c7707c9fb99f98e18d81b4e905f98e698a630623f5268c339439b,534d33ff69f4b48e8df4b3de525305e6ff4169418b57d73ef002a2003c2000a8,594335ce13dfb1d09b54510b5409df193f0a87e3c56fe209eb28921a40d17a1b,094eed318a53f3551d9b6f5bc09df749d726292c3fcdf14326620008db8a923c,79016e9e12e2b4a922f77550df521dc59c1daa27068f248362bf117e6c84e8e9,588822f76eb2e5f7f49c6c89129daa3e38fb71dd2f042c32ae1bd80c11dfbe40,4c9810458641976507a6dcb759c89d363b1faf0cf852e49a14e024c84581d08a
"0.9","3","100","-20","55","1","bgm_M64","-15","1","3","200","101161","-10","0","1.4","1004","-30","-30","1","1","101161","10040103"
"0.9","4","0","180","-30","1","bgm_M64","0","1","4","200","101161","0","0","1.3","1004","-30","-30","1","1","101161","10040104"
"0.9","5","200","470","-60","0.9","bgm_M55","-40","1","5","250","101162","-30","0","1.2","1004","-50","-30","1","1","101162","10040105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101171","-30","10","0.8","1005","0","-30","1","1","101161","10050101"
"0.75","2","0","-260","-120","1","bgm_M64","0","1","2","200","101171","0","10","1.2","1005","0","-30","1","1","101161","10050102"
"0.9","3","100","-20","45","1","bgm_M64","-15","1","3","200","101171","-10","0","1.4","1005","-30","-30","1","1","101161","10050103"
"0.7","4","0","190","-70","1","bgm_M64","0","1","4","200","101171","0","0","1","1005","0","-30","1","1","101161","10050104"
"1","5","200","445","-25","1","bgm_M55","-40","1","5","240","101172","0","0","1.3","1005","-30","-30","1","1","101162","10050105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101191","-30","10","0.8","1006","0","-30","1","1","101161","10060101"
"0.75","2","0","-260","-100","1","bgm_M64","0","1","2","200","101191","0","10","1.2","1006","0","-30","1","1","101161","10060102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101191","-10","0","1.1","1006","0","-30","1","1","101161","10060103"
"0.8","4","0","190","-110","1","bgm_M64","0","1","4","200","101191","0","0","1.2","1006","0","-30","1","1","101161","10060104"
"0.9","5","270","485","-70","1","bgm_M55","0","1","5","280","101192","-45","-10","1.15","1006","-50","-30","1","1","101162","10060105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101201","-30","10","0.8","1007","0","-30","1","1","101161","10070101"
"0.9","2","120","-260","-120","1","bgm_M64","0","1","2","240","101201","0","10","1.2","1007","0","-30","1","1","101161","10070102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101201","-10","0","1.1","1007","0","-30","1","1","101161","10070103"
"0.9","4","100","190","-110","1","bgm_M64","0","1","4","200","101201","0","0","1.2","1007","0","-30","1","1","101161","10070104"
"1","5","270","475","-30","1","bgm_M55","-20","1","5","250","101202","-45","10","1.45","1007","-50","-30","1","1","101162","10070105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101291","-30","10","0.8","1008","0","-30","1","1","101161","10080101"
"0.9","2","120","-260","-120","1","bgm_M64","0","1","2","240","101291","0","10","1.2","1008","0","-30","1","1","101161","10080102"
"0.8","3","100","-40","65","1","bgm_M64","-15","1","3","200","101291","-10","0","1.1","1008","0","-30","1","1","101161","10080103"
"0.9","4","100","150","-110","1.3","bgm_M64","0","1","4","200","101291","0","0","1.3","1008","0","-30","1","1","101161","10080104"
"1.1","5","45","490","-15","1.3","bgm_M55","-20","1","5","230","101292","30","30","1.45","1008","15","-30","1","1","101162","10080105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101301","-30","10","0.8","1009","0","-30","1","1","101161","10090101"
"0.75","2","120","-260","-120","1","bgm_M64","0","1","2","200","101301","0","10","1.2","1009","0","-30","1","1","101161","10090102"
"1.55","3","100","-50","100","2.2","bgm_M64","-15","1","3","200","101301","-10","0","2.3","1009","0","-30","1","1","101161","10090103"
"1","4","100","180","-100","1.3","bgm_M64","0","1","4","200","101301","0","0","1.3","1009","15","-30","1","1","101161","10090104"
"1","5","200","470","-55","1.1","bgm_M55","-20","1","5","270","101302","-30","10","1.2","1009","-15","-30","1","1","101162","10090105"
"0.575","1","170","-450","-130","0.9","bgm_M64","0","1","1","210","101441","-30","10","1","1010","-25","-30","1","1","101161","10100101"
"0.75","2","120","-250","-120","1","bgm_M64","0","1","2","200","101441","0","10","1.2","1010","0","-30","1","1","101161","10100102"
"0.8","3","100","-10","50","1","bgm_M64","-15","1","3","200","101441","-10","0","1.1","1010","0","-30","1","1","101161","10100103"
"0.9","4","0","180","-100","1","bgm_M64","0","1","4","200","101441","0","0","1.3","1010","-30","-30","1","1","101161","10100104"
"0.95","5","200","470","-70","1.1","bgm_M55","-20","1","5","270","101442","-30","10","1.2","1010","-35","-30","1","1","101162","10100105"
"0.575","1","170","-450","-130","0.9","bgm_M64","0","1","1","210","101451","-30","10","1","1011","-25","-30","1","1","101451","10110101"
"0.75","2","120","-250","-120","1","bgm_M64","0","1","2","200","101451","0","10","1.2","1011","0","-30","1","1","101451","10110102"
"0.9","3","100","-20","50","1","bgm_M64","-15","1","3","200","101451","-10","0","1.4","1011","-30","-30","1","1","101451","10110103"
"0.65","4","100","200","-100","0.8","bgm_M64","0","1","4","220","101451","0","0","0.9","1011","20","-30","1","1","101451","10110104"
"1.25","5","200","510","-70","1.4","bgm_M55","0","1","5","290","101452","-50","0","1.55","1011","-35","-30","1","1","101452","10110105"
"0.575","1","170","-450","-130","0.9","bgm_M64","0","1","1","210","101561","-30","10","1","1012","-25","-30","1","1","101451","10120101"
"0.9","2","120","-240","-120","1","bgm_M64","0","1","2","240","101561","0","0","1.2","1012","0","-30","1","1","101451","10120102"
"0.6","3","100","-30","60","0.8","bgm_M64","-5","1","3","200","101561","-10","5","0.9","1012","0","-30","1","1","101451","10120103"
"0.9","4","100","180","-100","1.2","bgm_M64","0","1","4","200","101561","0","0","1.5","1012","-30","-30","1","1","101451","10120104"
"1.25","5","400","460","-70","1.35","bgm_M55","0","1","5","290","101562","-50","0","1.55","1012","-60","-30","1","1","101452","10120105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101001","-30","10","0.8","1013","0","-30","1","1","101001","10130101"
"0.75","2","0","-260","-120","1","bgm_M64","0","1","2","200","101001","0","10","1.2","1013","0","-30","1","1","101001","10130102"
"0.7","3","100","-40","0","1","bgm_M64","-13","1","3","200","101001","-10","0","1.1","1013","0","-30","1","1","101001","10130103"
"0.7","4","0","240","-50","1","bgm_M64","0","1","4","200","101001","0","0","1.2","1013","0","-30","1","1","101001","10130104"
"1.2","5","200","480","-40","1","bgm_M55","0","1","5","250","101011","0","0","1.3","1013","0","-30","1","1","101011","10130105"
"0.575","1","170","-450","-130","0.9","bgm_M64","0","1","1","210","101041","-30","10","1","1014","-25","-30","1","1","101041","10140101"
"0.75","2","120","-250","-120","1","bgm_M64","0","1","2","200","101041","0","10","1.2","1014","0","-30","1","1","101041","10140102"
"1.55","3","100","-50","100","2.2","bgm_M64","-15","1","3","200","101041","-10","0","2.3","1014","0","-30","1","1","101041","10140103"
"0.7","4","0","190","-70","1","bgm_M64","0","1","4","200","101041","0","0","1","1014","0","-30","1","1","101041","10140104"
"1.4","5","200","440","0","1.6","bgm_M55","0","1","5","250","101042","0","0","1.8","1014","0","-30","1","1","101042","10140105"
"0.6","1","250","-470","-125","0.7","bgm_M64","0","1","1","210","101041","-30","10","0.8","1015","0","-30","1","1","101161","10150101"
"0.75","2","120","-210","-95","1","bgm_M64","0","1","2","200","101041","0","10","1.2","1015","0","-30","1","1","101161","10150102"
"0.9","3","100","50","-120","1","bgm_M64","-15","1","3","200","101041","-10","0","1.4","1015","-30","-30","1","1","101161","10150103"
"0.7","4","150","195","35","1","bgm_M64","0","1","4","200","101041","0","0","1","1015","43","-30","1","1","101162","10150104"
"1.1","5","150","450","-55","1.35","bgm_M55","0","1","5","210","101042","0","0","1.8","1015","-50","-30","1","1","101161","10150105"
"0.6","1","250","-480","-120","0.85","bgm_M64","0","1","1","210","101161","0","10","0.8","1016","0","-30","1","1","101451","10160101"
"0.75","2","0","-260","-100","1.1","bgm_M64","0","1","2","200","101161","0","10","1.2","1016","0","-30","1","1","101451","10160102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101161","-10","0","1.1","1016","0","-30","1","1","101451","10160103"
"0.8","4","0","190","-110","0.85","bgm_M64","0","1","4","200","101161","0","0","1","1016","0","-30","1","1","101451","10160104"
"0.9","5","270","485","-70","1","bgm_M55","0","1","5","280","101162","-45","-10","1.15","1016","-50","-30","1","1","101452","10160105"
"0.6","1","200","-480","-120","0.7","bgm_M64","0","1","1","210","101171","-30","10","0.8","1017","0","-30","1","1","101171","10170101"
"0.6","2","200","-260","-120","0.7","bgm_M64","0","1","2","240","101171","0","10","1","1017","0","-30","1","1","101171","10170102"
"0.9","3","200","-10","65","1","bgm_M64","-15","1","3","200","101171","-10","0","1.4","1017","-30","-30","1","1","101171","10170103"
"0.9","4","200","190","-110","1","bgm_M64","0","1","4","200","101171","0","0","1.3","1017","-30","-30","1","1","101171","10170104"
"1","5","200","475","-30","1","bgm_M55","-20","1","5","250","101172","0","10","1.45","1017","-50","-30","1","1","101172","10170105"
"0.6","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101191","-30","10","0.8","1018","0","-30","1","1","101171","10180101"
"0.8","2","100","-260","-100","1","bgm_M64","0","1","2","200","101191","0","10","1.2","1018","0","-30","1","1","101171","10180102"
"0.6","3","100","-10","65","0.8","bgm_M64","-5","1","3","200","101191","-10","5","0.9","1018","0","-30","1","1","101171","10180103"
"0.9","4","100","190","-110","1","bgm_M64","-30","1","4","200","101191","0","0","1.2","1018","0","-30","1","1","101171","10180104"
"1.1","5","100","485","-70","1","bgm_M55","0","1","5","280","101192","-45","-10","1.3","1018","-50","-30","1","1","101172","10180105"
"0.6","1","100","-480","-120","0.85","bgm_M64","0","1","1","210","101201","0","10","0.8","1019","0","-30","1","1","101161","10190101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","240","101201","0","10","1.2","1019","0","-30","1","1","101161","10190102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101201","-10","0","1.1","1019","0","-30","1","1","101161","10190103"
"0.7","4","100","190","-110","1","bgm_M64","0","1","4","200","101201","0","0","1","1019","43","-30","1","1","101161","10190104"
"1","5","100","475","-30","1","bgm_M55","-20","1","5","250","101202","-45","10","1.45","1019","-50","-30","1","1","101162","10190105"
"0.6","1","100","-480","-120","0.85","bgm_M64","0","1","1","210","101291","0","10","0.8","1020","0","-30","1","1","101161","10200101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","240","101291","0","10","1.2","1020","0","-30","1","1","101161","10200102"
"0.8","3","100","-40","65","1","bgm_M64","-15","1","3","200","101291","-10","0","1.1","1020","0","-30","1","1","101161","10200103"
"0.8","4","100","150","-110","1","bgm_M64","0","1","4","200","101291","0","0","1.5","1020","-30","-30","1","1","101161","10200104"
"1.1","5","100","490","-15","1","bgm_M55","-20","1","5","230","101292","30","30","1.45","1020","15","-30","1","1","101162","10200105"
"0.58","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101301","-30","10","0.8","1021","0","-30","1","1","101161","10210101"
"0.9","2","100","-260","-120","1","bgm_M64","0","1","2","200","101301","0","10","1.2","1021","0","-30","1","1","101161","10210102"
"0.93","3","200","-50","100","1","bgm_M64","0","1","3","200","101301","-10","-10","1.4","1021","-30","-30","1","1","101161","10210103"
"0.9","4","100","180","-100","1.3","bgm_M64","0","1","4","200","101301","0","0","1.3","1021","15","-30","1","1","101161","10210104"
"1","5","100","470","-55","1.1","bgm_M55","-20","1","5","270","101302","-30","10","1.2","1021","-15","-30","1","1","101162","10210105"
"0.575","1","100","-450","-130","0.85","bgm_M64","0","1","1","210","101441","0","10","0.8","1022","0","-30","1","1","101161","10220101"
"0.75","2","100","-250","-120","1.1","bgm_M64","0","1","2","200","101441","0","10","1.2","1022","0","-30","1","1","101161","10220102"
"0.8","3","100","-10","50","1.1","bgm_M64","-15","1","3","200","101441","-10","0","1.2","1022","0","-30","1","1","101161","10220103"
"0.9","4","100","180","-100","1.3","bgm_M64","0","1","4","200","101441","0","0","1.3","1022","15","-30","1","1","101161","10220104"
"0.95","5","100","470","-70","1.1","bgm_M55","-20","1","5","230","101442","-30","10","1.2","1022","-35","-30","1","1","101162","10220105"
"0.58","1","100","-450","-130","0.7","bgm_M64","0","1","1","210","101451","-30","10","0.8","1023","0","-30","1","1","101451","10230101"
"0.9","2","100","-250","-120","1","bgm_M64","0","1","2","200","101451","0","10","1.2","1023","0","-30","1","1","101451","10230102"
"0.9","3","100","-20","50","1","bgm_M64","-15","1","3","200","101451","-10","0","1.4","1023","-30","-30","1","1","101451","10230103"
"0.8","4","100","200","-100","0.85","bgm_M64","0","1","4","200","101451","0","0","1","1023","0","-30","1","1","101451","10230104"
"1.25","5","100","510","-70","1.4","bgm_M55","0","1","5","290","101452","-50","0","1.55","1023","-35","-30","1","1","101452","10230105"
"0.58","1","100","-450","-130","0.7","bgm_M64","0","1","1","210","101561","-30","10","0.8","1024","0","-30","1","1","101451","10240101"
"0.75","2","100","-240","-120","1.1","bgm_M64","0","1","2","240","101561","0","0","1.2","1024","0","-30","1","1","101451","10240102"
"0.65","3","100","-30","60","1","bgm_M64","-5","1","3","200","101561","-10","5","1.1","1024","0","-30","1","1","101451","10240103"
"0.7","4","100","180","-100","1","bgm_M64","0","1","4","200","101561","0","0","1.2","1024","0","-30","1","1","101451","10240104"
"1.25","5","400","460","-70","1.35","bgm_M55","0","1","5","290","101562","-50","0","1.55","1024","-60","-30","1","1","101452","10240105"
"0.58","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101001","-30","10","0.8","1025","0","-30","1","1","101451","10250101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","200","101001","0","10","1.2","1025","0","-30","1","1","101451","10250102"
"0.6","3","100","-40","0","0.8","bgm_M64","-13","1","3","200","101001","-10","0","0.9","1025","0","-30","1","1","101451","10250103"
"0.8","4","100","240","-50","1","bgm_M64","0","1","4","200","101001","0","0","1.5","1025","-30","-30","1","1","101451","10250104"
"1.2","5","100","480","-40","1","bgm_M55","0","1","5","250","101011","0","0","1.3","1025","0","-30","1","1","101452","10250105"
"0.575","1","170","-450","-130","0.9","bgm_M64","0","1","1","210","101021","-30","10","1","1026","-25","-30","1","1","101021","10260101"
"0.75","2","120","-250","-120","1","bgm_M64","0","1","2","200","101021","0","10","1.2","1026","0","-30","1","1","101021","10260102"
"1.55","3","100","-50","100","2.2","bgm_M64","-15","1","3","200","101021","-10","0","2.3","1026","0","-30","1","1","101021","10260103"
"0.7","4","150","190","-70","1","bgm_M64","0","1","4","200","101021","0","0","1","1026","43","-30","1","1","101021","10260104"
"1.4","5","200","440","0","1.6","bgm_M55","0","1","5","220","101031","0","0","1.8","1026","0","-30","1","1","101031","10260105"
"0.6","1","250","-470","-125","0.7","bgm_M64","0","1","1","210","101041","-30","10","0.8","1027","0","-30","1","1","101161","10270101"
"0.75","2","120","-210","-95","1","bgm_M64","0","1","2","200","101041","0","10","1.2","1027","0","-30","1","1","101161","10270102"
"0.75","3","100","50","-120","1","bgm_M64","-15","1","3","200","101041","-10","10","1.2","1027","-10","-30","1","1","101161","10270103"
"0.7","4","100","195","35","1","bgm_M64","0","1","4","200","101041","0","0","1.1","1027","20","-30","1","1","101162","10270104"
"1.1","5","150","450","-55","1.35","bgm_M55","0","1","5","210","101042","0","0","1.8","1027","-50","-30","1.3","1","101161","10270105"
"0.6","1","250","-480","-120","0.85","bgm_M64","0","1","1","210","101161","0","10","0.8","1028","0","-30","1","1","101161","10280101"
"0.75","2","0","-260","-100","1.1","bgm_M64","0","1","2","200","101161","0","10","1.2","1028","0","-30","1","1","101161","10280102"
"0.65","3","100","-10","65","1","bgm_M64","-5","1","3","200","101161","-10","5","1.1","1028","0","-30","1","1","101161","10280103"
"0.9","4","100","190","-110","1.3","bgm_M64","0","1","4","200","101161","0","0","1.35","1028","0","-30","1","1","101161","10280104"
"0.9","5","270","485","-70","1","bgm_M55","-40","1","5","280","101162","-45","-10","1.15","1028","-50","-30","1.3","1","101162","10280105"
"0.6","1","200","-480","-120","0.7","bgm_M64","0","1","1","210","101171","-30","10","0.8","1029","0","-30","1","1","101171","10290101"
"0.6","2","200","-260","-120","0.7","bgm_M64","0","1","2","240","101171","0","10","1","1029","0","-30","1","1","101171","10290102"
"0.9","3","200","-10","65","1","bgm_M64","-15","1","3","200","101171","-10","0","1.4","1029","-30","-30","1","1","101171","10290103"
"0.9","4","200","190","-110","1","bgm_M64","0","1","4","200","101171","0","0","1.3","1029","-30","-30","1","1","101171","10290104"
"1","5","200","475","-30","1","bgm_M55","-20","1","5","250","101172","0","10","1.45","1029","-50","-30","1","1","101172","10290105"
"0.6","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101191","-30","10","0.8","1030","0","-30","1","1","101171","10300101"
"0.8","2","100","-260","-100","1","bgm_M64","0","1","2","200","101191","0","10","1.2","1030","0","-30","1","1","101171","10300102"
"0.6","3","100","-10","65","0.8","bgm_M64","-5","1","3","200","101191","-10","5","0.9","1030","0","-30","1","1","101171","10300103"
"0.9","4","100","190","-110","1","bgm_M64","0","1","4","200","101191","0","0","1.2","1030","0","-30","1","1","101171","10300104"
"1.1","5","200","485","-70","1","bgm_M55","0","1.2","5","280","101192","-45","-10","1.3","1030","-50","-30","1","1","101172","10300105"
"0.6","1","100","-480","-120","0.85","bgm_M64","0","1","1","210","101201","0","10","0.8","1031","0","-30","1","1","101161","10310101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","240","101201","0","10","1.2","1031","0","-30","1","1","101161","10310102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101201","-10","0","1.1","1031","0","-30","1","1","101161","10310103"
"0.7","4","100","190","-110","1","bgm_M64","0","1","4","200","101201","0","0","1","1031","43","-30","1","1","101161","10310104"
"1","5","100","475","-30","1","bgm_M55","-20","1","5","250","101202","-45","10","1.45","1031","-50","-30","1","1","101162","10310105"
"0.6","1","100","-480","-120","0.85","bgm_M64","0","1","1","210","101291","0","10","0.8","1032","0","-30","1","1","101291","10320101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","240","101291","0","10","1.2","1032","0","-30","1","1","101291","10320102"
"0.9","3","100","-40","65","1","bgm_M64","-15","1","3","200","101291","-10","0","1.3","1032","0","-30","1","1","101291","10320103"
"0.8","4","100","150","-110","1","bgm_M64","0","1","4","200","101291","0","0","1.3","1032","-30","-30","1","1","101291","10320104"
"1.1","5","100","490","-15","1","bgm_M55","-20","1","5","230","101292","30","30","1.45","1032","15","-30","1","1","101292","10320105"
"0.58","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101301","-30","10","0.8","1033","0","-30","1","1","101301","10330101"
"0.9","2","100","-260","-120","1","bgm_M64","0","1","2","200","101301","0","10","1.2","1033","0","-30","1","1","101301","10330102"
"0.93","3","200","-50","100","1","bgm_M64","0","1","3","200","101301","-10","-10","1.4","1033","-30","-30","1","1","101301","10330103"
"0.9","4","100","100","-100","1","bgm_M64","0","1","4","200","101301","0","0","1.3","1033","15","-30","1","1","101301","10330104"
"1","5","100","470","-55","1.1","bgm_M55","-20","1","5","270","101302","-30","10","1.2","1033","-15","-30","1","1","101302","10330105"
"0.575","1","100","-450","-130","0.85","bgm_M64","0","1","1","210","101441","0","10","0.8","1034","0","-30","1","1","101161","10340101"
"0.75","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101441","0","10","1","1034","0","-30","1","1","101161","10340102"
"0.8","3","100","-10","50","1.1","bgm_M64","-15","1","3","200","101441","-10","0","1.2","1034","0","-30","1","1","101161","10340103"
"0.9","4","150","180","-100","1","bgm_M64","0","1","4","200","101441","0","0","1","1034","43","-30","1","1","101161","10340104"
"0.95","5","100","470","-70","1.1","bgm_M55","-20","1","5","230","101442","-30","10","1.2","1034","-35","-30","1","1","101162","10340105"
"0.58","1","100","-450","-130","0.7","bgm_M64","0","1","1","210","101451","-30","10","0.8","1035","0","-30","1","1","101451","10350101"
"0.9","2","100","-250","-120","1","bgm_M64","0","1","2","200","101451","0","10","1.2","1035","0","-30","1","1","101451","10350102"
"0.9","3","100","-20","50","1","bgm_M64","-15","1","3","200","101451","-10","0","1.4","1035","-30","-30","1","1","101451","10350103"
"0.8","4","100","200","-100","0.85","bgm_M64","0","1","4","200","101451","0","0","1","1035","0","-30","1","1","101451","10350104"
"1.25","5","100","510","-70","1.4","bgm_M55","0","1.2","5","290","101452","-50","0","1.55","1035","-35","-30","1","1","101452","10350105"
"0.58","1","100","-450","-130","0.7","bgm_M64","0","1","1","210","101561","-30","10","0.8","1036","0","-30","1","1","101451","10360101"
"0.75","2","100","-240","-120","1.1","bgm_M64","0","1","2","240","101561","0","0","1.2","1036","0","-30","1","1","101451","10360102"
"0.65","3","100","-30","60","1","bgm_M64","-5","1","3","200","101561","-10","5","1.1","1036","0","-30","1","1","101451","10360103"
"1.1","4","100","180","-100","1","bgm_M64","0","1","4","200","101561","0","0","1.2","1036","0","-30","1","1","101451","10360104"
"1.25","5","400","460","-70","1.35","bgm_M55","0","1.4","5","290","101562","-50","0","1.55","1036","-60","-30","1","1","101452","10360105"
"0.58","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101001","-30","10","0.8","1037","0","-30","1","1","101451","10370101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","200","101001","0","10","1.2","1037","0","-30","1","1","101451","10370102"
"0.6","3","150","-40","0","0.55","bgm_M64","-13","1.4","3","200","101001","-60","0","0.9","1037","-50","-30","1","1","101451","10370103"
"0.8","4","100","240","-50","1","bgm_M64","0","1","4","200","101001","0","0","1.3","1037","-30","-30","1","1","101451","10370104"
"1.2","5","100","480","-40","1","bgm_M55","0","1.2","5","250","101011","0","0","1.3","1037","0","-30","1","1","101452","10370105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101021","-30","10","1","1038","-25","-30","1","1","101021","10380101"
"0.75","2","120","-250","-120","1","bgm_M64","0","1","2","200","101021","0","10","1.2","1038","0","-30","1","1","101021","10380102"
"0.8","3","100","-50","100","1.1","bgm_M64","-15","1","3","200","101021","-10","0","1.2","1038","0","-30","1","1","101021","10380103"
"0.9","4","200","190","-70","1","bgm_M64","0","1","4","200","101021","0","0","1.3","1038","-30","-30","1","1","101021","10380104"
