1b04b1674eede584b243508674b16668eda474ddef3d1541d2adcb09f4b2c1be,b2eedf7eca956cf7d840cdb69f9a3f08f8e43909730fcd779ebd42028e3f67e0,0a1c19f4eb590ab1bfbefdbcf6e9743d8fffe6593c0510d87e9fba532867b936,673eaaa42aaab5e3fde986cc06f1d00b11b0f08853d0c1d5d85c5401971c9401,ea60b49e690ae74d0b062d0a85988877bcd3c9457e1fbe95f817dc295e8d07c8,30455d3445f7e00274d48d596029908a4378ad2639e5677e42c6fea94770ab27
"10201085","56011085","1","15","1001","116"
"10201086","56011086","1","15","1002","117"
"10201087","56011087","1","15","1003","118"
"91002","56011087","50","8","0","119"
"10201088","56011088","1","15","1001","120"
"10201089","56011089","1","15","1002","121"
"10201090","56011090","1","15","1003","122"
"91002","56011090","50","8","0","123"
"10201091","56011091","1","15","1001","124"
"10201092","56011092","1","15","1002","125"
"10201093","56011093","1","15","1003","126"
"91002","56011093","50","8","0","127"
"10201094","56011094","1","15","1001","128"
"10201095","56011095","1","15","1002","129"
"10201096","56011096","1","15","1003","130"
"91002","56011096","50","8","0","131"
"10201097","56011097","1","15","1001","132"
"10201098","56011098","1","15","1002","133"
"10201099","56011099","1","15","1003","134"
"91002","56011099","50","8","0","135"
"10201100","56011100","1","15","1001","136"
"10201101","56011101","1","15","1002","137"
"10201102","56011102","1","15","1003","138"
"91002","56011102","50","8","0","139"
"10201103","56011103","1","15","1001","140"
"10201104","56011104","1","15","1002","141"
"10201105","56011105","1","15","1003","142"
"91002","56011105","50","8","0","143"
"10201106","56011106","1","15","1001","144"
"10201107","56011107","1","15","1002","145"
"10201108","56011108","1","15","1003","146"
"91002","56011108","50","8","0","147"
"10201109","56011109","1","15","1001","148"
"10201110","56011110","1","15","1002","149"
"10201111","56011111","1","15","1003","150"
"91002","56011111","50","8","0","151"
"10201112","56011112","1","15","1001","152"
"10201113","56011113","1","15","1002","153"
"10201114","56011114","1","15","1003","154"
"91002","56011114","50","8","0","155"
"10201115","56011115","1","15","1001","156"
"10201116","56011116","1","15","1002","157"
"10201117","56011117","1","15","1003","158"
"91002","56011117","50","8","0","159"
"10201118","56011118","1","15","1001","160"
"10201119","56011119","1","15","1002","161"
"10201120","56011120","1","15","1003","162"
"91002","56011120","50","8","0","163"
"10201121","56011121","1","15","1001","164"
"10201122","56011122","1","15","1002","165"
"10201123","56011123","1","15","1003","166"
"91002","56011123","50","8","0","167"
"10201124","56011124","1","15","1001","168"
"10201125","56011125","1","15","1002","169"
"10201126","56011126","1","15","1003","170"
"91002","56011126","50","8","0","171"
"10201127","56011127","1","15","1001","172"
"10201128","56011128","1","15","1002","173"
"10201129","56011129","1","15","1003","174"
"91002","56011129","50","8","0","175"
"10201130","56011130","1","15","1001","176"
"10201131","56011131","1","15","1002","177"
"10201132","56011132","1","15","1003","178"
"91002","56011132","50","8","0","179"
"10201133","56011133","1","15","1001","180"
"10201134","56011134","1","15","1002","181"
"10201135","56011135","1","15","1003","182"
"91002","56011135","50","8","0","183"
"10201136","56011136","1","15","1001","184"
"10201137","56011137","1","15","1002","185"
"10201138","56011138","1","15","1003","186"
"91002","56011138","50","8","0","187"
"10201139","56011139","1","15","1001","188"
"10201140","56011140","1","15","1002","189"
"10201141","56011141","1","15","1003","190"
"91002","56011141","50","8","0","191"
"10201142","56011142","1","15","1001","192"
"10201143","56011143","1","15","1002","193"
"10201144","56011144","1","15","1003","194"
"91002","56011144","50","8","0","195"
"10201145","56011145","1","15","1001","196"
"10201146","56011146","1","15","1002","197"
"10201147","56011147","1","15","1003","198"
"91002","56011147","50","8","0","199"
"10201148","56011148","1","15","1001","200"
"10201149","56011149","1","15","1002","201"
"10201150","56011150","1","15","1003","202"
"91002","56011150","50","8","0","203"
"10201151","56011151","1","15","1001","204"
"10201152","56011152","1","15","1002","205"
"10201153","56011153","1","15","1003","206"
"91002","56011153","50","8","0","207"
"10201154","56011154","1","15","1001","208"
"10201155","56011155","1","15","1002","209"
"10201156","56011156","1","15","1003","210"
"91002","56011156","50","8","0","211"
"10201157","56011157","1","15","1001","212"
"10201158","56011158","1","15","1002","213"
"10201159","56011159","1","15","1003","214"
"91002","56011159","50","8","0","215"
"10201160","56011160","1","15","1001","216"
"10201161","56011161","1","15","1002","217"
"10201162","56011162","1","15","1003","218"
"91002","56011162","50","8","0","219"
"10201163","56011163","1","15","1001","220"
"10201164","56011164","1","15","1002","221"
"10201165","56011165","1","15","1003","222"
"91002","56011165","50","8","0","223"
"10201166","56011166","1","15","1001","224"
"10201167","56011167","1","15","1002","225"
"10201168","56011168","1","15","1003","226"
"91002","56011168","50","8","0","227"
"10201169","56011169","1","15","1001","228"
"10201170","56011170","1","15","1002","229"
"10201171","56011171","1","15","1003","230"
"91002","56011171","50","8","0","231"
"10201172","56011172","1","15","1001","232"
"10201173","56011173","1","15","1002","233"
"10201174","56011174","1","15","1003","234"
"91002","56011174","50","8","0","235"
"10201175","56011175","1","15","1001","236"
"10201176","56011176","1","15","1002","237"
"10201177","56011177","1","15","1003","238"
"91002","56011177","50","8","0","239"
"10201178","56011178","1","15","1001","240"
"10201179","56011179","1","15","1002","241"
"10201180","56011180","1","15","1003","242"
"91002","56011180","50","8","0","243"
"10201181","56011181","1","15","1001","244"
"10201182","56011182","1","15","1002","245"
"10201183","56011183","1","15","1003","246"
"91002","56011183","50","8","0","247"
"10201184","56011184","1","15","1001","248"
"10201185","56011185","1","15","1002","249"
"10201186","56011186","1","15","1003","250"
"91002","56011186","50","8","0","251"
"10201187","56011187","1","15","1001","252"
"10201188","56011188","1","15","1002","253"
"10201189","56011189","1","15","1003","254"
"91002","56011189","50","8","0","255"
"10201190","56011190","1","15","1001","256"
"10201191","56011191","1","15","1002","257"
"10201192","56011192","1","15","1003","258"
"91002","56011192","50","8","0","259"
"10201193","56011193","1","15","1001","260"
"10201194","56011194","1","15","1002","261"
"10201195","56011195","1","15","1003","262"
"91002","56011195","50","8","0","263"
"10201196","56011196","1","15","1001","264"
"10201197","56011197","1","15","1002","265"
"10201198","56011198","1","15","1003","266"
"91002","56011198","50","8","0","267"
"10201199","56011199","1","15","1001","268"
"10201200","56011200","1","15","1002","269"
"10201201","56011201","1","15","1003","270"
"91002","56011201","50","8","0","271"
"10201202","56011202","1","15","1001","272"
"10201203","56011203","1","15","1002","273"
"10201204","56011204","1","15","1003","274"
"91002","56011204","50","8","0","275"
"10201205","56011205","1","15","1001","276"
"10201206","56011206","1","15","1002","277"
"10201207","56011207","1","15","1003","278"
"91002","56011207","50","8","0","279"
"10201208","56011208","1","15","1001","280"
"10201209","56011209","1","15","1002","281"
"10201210","56011210","1","15","1003","282"
"91002","56011210","50","8","0","283"
"10201211","56011211","1","15","1001","284"
"10201212","56011212","1","15","1002","285"
"10201213","56011213","1","15","1003","286"
"91002","56011213","50","8","0","287"
"10201214","56011214","1","15","1001","288"
"10201215","56011215","1","15","1002","289"
"10201216","56011216","1","15","1003","290"
"91002","56011216","50","8","0","291"
"10201217","56011217","1","15","1001","292"
"10201218","56011218","1","15","1002","293"
"10201219","56011219","1","15","1003","294"
"91002","56011219","50","8","0","295"
"10201220","56011220","1","15","1001","296"
"10201221","56011221","1","15","1002","297"
"10201222","56011222","1","15","1003","298"
"91002","56011222","50","8","0","299"
"10201223","56011223","1","15","1001","300"
"10201224","56011224","1","15","1002","301"
"10201225","56011225","1","15","1003","302"
"91002","56011225","50","8","0","303"
"10201226","56011226","1","15","1001","304"
"10201227","56011227","1","15","1002","305"
"10201228","56011228","1","15","1003","306"
"91002","56011228","50","8","0","307"
"10201229","56011229","1","15","1001","308"
"10201230","56011230","1","15","1002","309"
"10201231","56011231","1","15","1003","310"
"91002","56011231","50","8","0","311"
"10201232","56011232","1","15","1001","312"
"10201233","56011233","1","15","1002","313"
"10201234","56011234","1","15","1003","314"
"91002","56011234","50","8","0","315"
"10202001","56012001","1","15","1003","316"
"10202002","56012002","1","15","1003","317"
"10202003","56012003","1","15","1003","318"
"10202004","56012004","1","15","1003","319"
"10202005","56012005","1","15","1003","320"
"10202006","56012006","1","15","1003","321"
"10202007","56012007","1","15","1003","322"
"10202008","56012008","1","15","1003","323"
"10202009","56012009","1","15","1003","324"
"10202010","56012010","1","15","1003","325"
"10202011","56012011","1","15","1003","326"
"10202012","56012012","1","15","1003","327"
"10202013","56012013","1","15","1003","328"
"10202014","56012014","1","15","1003","329"
"10202015","56012015","1","15","1003","330"
"10501001","54002001","1","15","1001","447"
"91002","54002001","50","8","0","448"
"10501002","54002002","1","15","1002","449"
"91002","54002002","50","8","0","450"
"10501003","54002003","1","15","1003","451"
"91002","54002003","50","8","0","452"
"10502001","54004001","1","15","1001","453"
"91002","54004001","50","8","0","454"
"10502002","54004002","1","15","1002","455"
"91002","54004002","50","8","0","456"
"10502003","54004003","1","15","1003","457"
"91002","54004003","50","8","0","458"
"10601001","55006001","1","15","1001","459"
"91002","55006001","10","8","0","460"
"10601002","55006002","1","15","1002","461"
"91002","55006002","30","8","0","462"
"10601003","55006003","1","15","1003","463"
"91002","55006003","50","8","0","464"
"10201235","56011235","1","15","1001","465"
"10201236","56011236","1","15","1002","466"
"10201237","56011237","1","15","1003","467"
"91002","56011237","50","8","0","468"
"10201238","56011238","1","15","1001","469"
"10201239","56011239","1","15","1002","470"
"10201240","56011240","1","15","1003","471"
"91002","56011240","50","8","0","472"
"10201241","56011241","1","15","1001","473"
"10201242","56011242","1","15","1002","474"
"10201243","56011243","1","15","1003","475"
"91002","56011243","50","8","0","476"
"10201244","56011244","1","15","1001","477"
"10201245","56011245","1","15","1002","478"
"10201246","56011246","1","15","1003","479"
"91002","56011246","50","8","0","480"
"10201247","56011247","1","15","1001","481"
"10201248","56011248","1","15","1002","482"
"10201249","56011249","1","15","1003","483"
"91002","56011249","50","8","0","484"
"10201250","56011250","1","15","1001","485"
"10201251","56011251","1","15","1002","486"
"10201252","56011252","1","15","1003","487"
"91002","56011252","50","8","0","488"
"10201253","56011253","1","15","1001","489"
"10201254","56011254","1","15","1002","490"
"10201255","56011255","1","15","1003","491"
"91002","56011255","50","8","0","492"
"10201256","56011256","1","15","1001","493"
"10201257","56011257","1","15","1002","494"
"10201258","56011258","1","15","1003","495"
"91002","56011258","50","8","0","496"
"10201259","56011259","1","15","1001","497"
"10201260","56011260","1","15","1002","498"
"10201261","56011261","1","15","1003","499"
"91002","56011261","50","8","0","500"
"10201262","56011262","1","15","1001","501"
"10201263","56011263","1","15","1002","502"
"10201264","56011264","1","15","1003","503"
"91002","56011264","50","8","0","504"
"10201265","56011265","1","15","1001","505"
"10201266","56011266","1","15","1002","506"
"10201267","56011267","1","15","1003","507"
"91002","56011267","50","8","0","508"
"10201268","56011268","1","15","1001","509"
"10201269","56011269","1","15","1002","510"
"10201270","56011270","1","15","1003","511"
"91002","56011270","50","8","0","512"
"10201271","56011271","1","15","1003","513"
"91002","56011271","100","8","0","514"
"10201272","56011272","1","15","1003","515"
"91002","56011272","100","8","0","516"
"10201273","56011273","1","15","1003","517"
"91002","56011273","100","8","0","518"
"10201274","56011274","1","15","1001","519"
"10201275","56011275","1","15","1002","520"
"10201276","56011276","1","15","1003","521"
"91002","56011276","50","8","0","522"
"10201277","56011277","1","15","1001","523"
"10201278","56011278","1","15","1002","524"
"10201279","56011279","1","15","1003","525"
"91002","56011279","50","8","0","526"
"10201280","56011280","1","15","1001","527"
"10201281","56011281","1","15","1002","528"
"10201282","56011282","1","15","1003","529"
"91002","56011282","50","8","0","530"
"10201283","56011283","1","15","1001","531"
"10201284","56011284","1","15","1002","532"
"10201285","56011285","1","15","1003","533"
"91002","56011285","50","8","0","534"
"10201286","56011286","1","15","1003","535"
"91002","56011286","100","8","0","536"
"11101001","56014001","1","15","1001","537"
"91002","56014001","10","8","0","538"
"11101002","56014002","1","15","1002","539"
"91002","56014002","20","8","0","540"
"11101003","56014003","1","15","1003","541"
"91002","56014003","50","8","0","542"
"11201001","56015001","1","15","1001","543"
"91002","56015001","50","8","0","544"
"11201002","56015002","1","15","1002","545"
"91002","56015002","50","8","0","546"
"11201003","56015003","1","15","1003","547"
"91002","56015003","50","8","0","548"
"10201287","56011287","1","15","1001","549"
"10201288","56011288","1","15","1002","550"
"10201289","56011289","1","15","1003","551"
"91002","56011289","50","8","0","552"
"10201290","56011290","1","15","1001","553"
"10201291","56011291","1","15","1002","554"
"10201292","56011292","1","15","1003","555"
"91002","56011292","50","8","0","556"
"10201293","56011293","1","15","1003","557"
"91002","56011293","100","8","0","558"
"10201294","56011294","1","15","1001","559"
"10201295","56011295","1","15","1002","560"
"10201296","56011296","1","15","1003","561"
"91002","56011296","50","8","0","562"
"10201297","56011297","1","15","1001","563"
"10201298","56011298","1","15","1002","564"
"10201299","56011299","1","15","1003","565"
"91002","56011299","50","8","0","566"
"10201300","56011300","1","15","1001","567"
"10201301","56011301","1","15","1002","568"
"10201302","56011302","1","15","1003","569"
"91002","56011302","50","8","0","570"
"10201303","56011303","1","15","1003","571"
"91002","56011303","100","8","0","572"
"10201304","56011304","1","15","1001","573"
"10201305","56011305","1","15","1002","574"
"10201306","56011306","1","15","1003","575"
"91002","56011306","50","8","0","576"
"10301015","58008015","1","15","1003","577"
"91002","58008015","50","8","0","578"
"10201307","56011307","1","15","1001","579"
"10201308","56011308","1","15","1002","580"
"10201309","56011309","1","15","1003","581"
"91002","56011309","50","8","0","582"
"10201310","56011310","1","15","1001","583"
"10201311","56011311","1","15","1002","584"
"10201312","56011312","1","15","1003","585"
"91002","56011312","50","8","0","586"
"10201313","56011313","1","15","1003","587"
"91002","56011313","100","8","0","588"
"10201314","56011314","1","15","1001","589"
"10201315","56011315","1","15","1002","590"
"10201316","56011316","1","15","1003","591"
"91002","56011316","50","8","0","592"
"10201317","56011317","1","15","1001","593"
"10201318","56011318","1","15","1002","594"
"10201319","56011319","1","15","1003","595"
"91002","56011319","50","8","0","596"
"10201320","56011320","1","15","1001","597"
"10201321","56011321","1","15","1002","598"
"10201322","56011322","1","15","1003","599"
"91002","56011322","50","8","0","600"
"10201323","56011323","1","15","1003","601"
"91002","56011323","100","8","0","602"
"10201324","56011324","1","15","1001","603"
"10201325","56011325","1","15","1002","604"
"10201326","56011326","1","15","1003","605"
"91002","56011326","50","8","0","606"
"10201327","56011327","1","15","1001","607"
"10201328","56011328","1","15","1002","608"
"10201329","56011329","1","15","1003","609"
"91002","56011329","50","8","0","610"
"10201330","56011330","1","15","1001","611"
"10201331","56011331","1","15","1002","612"
"10201332","56011332","1","15","1003","613"
"91002","56011332","50","8","0","614"
"10201333","56011333","1","15","1003","615"
"91002","56011333","100","8","0","616"
"10201334","56011334","1","15","1003","617"
"91002","56011334","100","8","0","618"
"10201335","56011335","1","15","1003","619"
"91002","56011335","100","8","0","620"
"10202100","56012100","1","15","1003","621"
"10201336","56011336","1","15","1001","622"
"10201337","56011337","1","15","1002","623"
"10201338","56011338","1","15","1003","624"
"91002","56011338","50","8","0","625"
"10201339","56011339","1","15","1001","626"
"10201340","56011340","1","15","1002","627"
"10201341","56011341","1","15","1003","628"
"91002","56011341","50","8","0","629"
"10202016","56012016","1","15","1003","630"
"10201342","56011342","1","15","1003","631"
"91002","56011342","100","8","0","632"
"10201343","56011343","1","15","1001","633"
"10201344","56011344","1","15","1002","634"
"10201345","56011345","1","15","1003","635"
"91002","56011345","50","8","0","636"
"10201346","56011346","1","15","1001","637"
"10201347","56011347","1","15","1002","638"
"10201348","56011348","1","15","1003","639"
"91002","56011348","50","8","0","640"
"10201349","56011349","1","15","1003","641"
"91002","56011349","100","8","0","642"
"10603001","55008001","1","15","1001","643"
"91002","55008001","50","8","0","644"
"10603002","55008002","1","15","1001","645"
"91002","55008002","50","8","0","646"
"10603003","55008003","1","15","1002","647"
"91002","55008003","50","8","0","648"
"10603004","55008004","1","15","1002","649"
"91002","55008004","50","8","0","650"
"10603005","55008005","1","15","1003","651"
"91002","55008005","50","8","0","652"
"10603006","55008006","1","15","1003","653"
"91002","55008006","50","8","0","654"
"10201350","56011350","1","15","1001","655"
"10201351","56011351","1","15","1002","656"
"10201352","56011352","1","15","1003","657"
"91002","56011352","50","8","0","658"
"10201353","56011353","1","15","1001","659"
"10201354","56011354","1","15","1002","660"
"10201355","56011355","1","15","1003","661"
"91002","56011355","50","8","0","662"
"10201356","56011356","1","15","1001","663"
"10201357","56011357","1","15","1002","664"
"10201358","56011358","1","15","1003","665"
"91002","56011358","50","8","0","666"
"10201359","56011359","1","15","1003","667"
"91002","56011359","100","8","0","668"
"10201360","56011360","1","15","1001","669"
"10201361","56011361","1","15","1002","670"
"10201362","56011362","1","15","1003","671"
"91002","56011362","50","8","0","672"
"10201363","56011363","1","15","1001","673"
"10201364","56011364","1","15","1002","674"
"10201365","56011365","1","15","1003","675"
"91002","56011365","50","8","0","676"
"10202017","56012017","1","15","1003","677"
"10201366","56011366","1","15","1001","678"
"10201367","56011367","1","15","1002","679"
"10201368","56011368","1","15","1003","680"
"91002","56011368","50","8","0","681"
"10201369","56011369","1","15","1001","682"
"10201370","56011370","1","15","1002","683"
"10201371","56011371","1","15","1003","684"
"91002","56011371","50","8","0","685"
"10201372","56011372","1","15","1003","686"
"91002","56011372","100","8","0","687"
"10201373","56011373","1","15","1001","688"
"10201374","56011374","1","15","1002","689"
"10201375","56011375","1","15","1003","690"
"91002","56011375","50","8","0","691"
"10201376","56011376","1","15","1001","692"
"10201377","56011377","1","15","1002","693"
"10201378","56011378","1","15","1003","694"
"91002","56011378","50","8","0","695"
"10201379","56011379","1","15","1001","696"
"10201380","56011380","1","15","1002","697"
"10201381","56011381","1","15","1003","698"
"91002","56011381","50","8","0","699"
"10201382","56011382","1","15","1001","700"
"10201383","56011383","1","15","1002","701"
"10201384","56011384","1","15","1003","702"
"91002","56011384","50","8","0","703"
"10201385","56011385","1","15","1003","704"
"91002","56011385","100","8","0","705"
"10201386","56011386","1","15","1001","706"
"10201387","56011387","1","15","1002","707"
"10201388","56011388","1","15","1003","708"
"91002","56011388","50","8","0","709"
"10201389","56011389","1","15","1001","710"
"10201390","56011390","1","15","1002","711"
"10201391","56011391","1","15","1003","712"
"91002","56011391","50","8","0","713"
"10201392","56011392","1","15","1001","714"
"10201393","56011393","1","15","1002","715"
"10201394","56011394","1","15","1003","716"
"91002","56011394","50","8","0","717"
"10201395","56011395","1","15","1003","718"
"91002","56011395","100","8","0","719"
"10201396","56011396","1","15","1003","720"
"91002","56011396","100","8","0","721"
"10201397","56011397","1","15","1001","722"
"10201398","56011398","1","15","1002","723"
"10201399","56011399","1","15","1003","724"
"91002","56011399","50","8","0","725"
"10201400","56011400","1","15","1001","726"
"10201401","56011401","1","15","1002","727"
"10201402","56011402","1","15","1003","728"
"91002","56011402","50","8","0","729"
"10201403","56011403","1","15","1001","730"
"10201404","56011404","1","15","1002","731"
"10201405","56011405","1","15","1003","732"
"91002","56011405","50","8","0","733"
"10201406","56011406","1","15","1003","734"
"91002","56011406","100","8","0","735"
"10201407","56011407","1","15","1001","736"
"10201408","56011408","1","15","1002","737"
"10201409","56011409","1","15","1003","738"
"91002","56011409","50","8","0","739"
"10201410","56011410","1","15","1001","740"
"10201411","56011411","1","15","1002","741"
"10201412","56011412","1","15","1003","742"
"91002","56011412","50","8","0","743"
"10201413","56011413","1","15","1003","744"
"91002","56011413","100","8","0","745"
"10201414","56011414","1","15","1001","746"
"10201415","56011415","1","15","1002","747"
"10201416","56011416","1","15","1003","748"
"91002","56011416","50","8","0","749"
"10201417","56011417","1","15","1001","750"
"10201418","56011418","1","15","1002","751"
"10201419","56011419","1","15","1003","752"
"91002","56011419","50","8","0","753"
"10201420","56011420","1","15","1001","754"
"10201421","56011421","1","15","1002","755"
"10201422","56011422","1","15","1003","756"
"91002","56011422","50","8","0","757"
"10201423","56011423","1","15","1003","758"
"91002","56011423","100","8","0","759"
"10201424","56011424","1","15","1001","760"
"10201425","56011425","1","15","1002","761"
"10201426","56011426","1","15","1003","762"
"91002","56011426","50","8","0","763"
"10201427","56011427","1","15","1001","764"
"10201428","56011428","1","15","1002","765"
"10201429","56011429","1","15","1003","766"
"91002","56011429","50","8","0","767"
"10201430","56011430","1","15","1001","768"
"10201431","56011431","1","15","1002","769"
"10201432","56011432","1","15","1003","770"
"91002","56011432","50","8","0","771"
"10201433","56011433","1","15","1001","772"
"10201434","56011434","1","15","1002","773"
"10201435","56011435","1","15","1003","774"
"91002","56011435","50","8","0","775"
"10201436","56011436","1","15","1003","776"
"91002","56011436","100","8","0","777"
"10201437","56011437","1","15","1001","778"
"10201438","56011438","1","15","1002","779"
"10201439","56011439","1","15","1003","780"
"91002","56011439","50","8","0","781"
"10201440","56011440","1","15","1001","782"
"10201441","56011441","1","15","1002","783"
"10201442","56011442","1","15","1003","784"
"91002","56011442","50","8","0","785"
"10201443","56011443","1","15","1001","786"
"10201444","56011444","1","15","1002","787"
"10201445","56011445","1","15","1003","788"
"91002","56011445","50","8","0","789"
"10201446","56011446","1","15","1003","790"
"91002","56011446","100","8","0","791"
"10201447","56011447","1","15","1001","792"
"10201448","56011448","1","15","1002","793"
"10201449","56011449","1","15","1003","794"
"91002","56011449","50","8","0","795"
"10201450","56011450","1","15","1001","796"
"10201451","56011451","1","15","1002","797"
"10201452","56011452","1","15","1003","798"
"91002","56011452","50","8","0","799"
"10201453","56011453","1","15","1001","800"
"10201454","56011454","1","15","1002","801"
"10201455","56011455","1","15","1003","802"
"91002","56011455","50","8","0","803"
"10201456","56011456","1","15","1001","804"
"10201457","56011457","1","15","1002","805"
"10201458","56011458","1","15","1003","806"
"91002","56011458","50","8","0","807"
"10201459","56011459","1","15","1001","808"
"10201460","56011460","1","15","1002","809"
"10201461","56011461","1","15","1003","810"
"91002","56011461","50","8","0","811"
"10201462","56011462","1","15","1003","812"
"91002","56011462","100","8","0","813"
"10201463","56011463","1","15","1003","814"
"91002","56011463","100","8","0","815"
"10201464","56011464","1","15","1003","816"
"91002","56011464","100","8","0","817"
"10201465","56011465","1","15","1001","818"
"10201466","56011466","1","15","1002","819"
"10201467","56011467","1","15","1003","820"
"91002","56011467","50","8","0","821"
"10201468","56011468","1","15","1001","822"
"10201469","56011469","1","15","1002","823"
"10201470","56011470","1","15","1003","824"
"91002","56011470","50","8","0","825"
"10201471","56011471","1","15","1003","826"
"91002","56011471","100","8","0","827"
"10201472","56011472","1","15","1001","828"
"10201473","56011473","1","15","1002","829"
"10201474","56011474","1","15","1003","830"
"91002","56011474","50","8","0","831"
"10201475","56011475","1","15","1001","832"
"10201476","56011476","1","15","1002","833"
"10201477","56011477","1","15","1003","834"
"91002","56011477","50","8","0","835"
"10201484","56011484","1","15","1003","836"
"91002","56011484","100","8","0","837"
"10201485","56011485","1","15","1001","838"
"10201486","56011486","1","15","1002","839"
"10201487","56011487","1","15","1003","840"
"91002","56011487","50","8","0","841"
"10201488","56011488","1","15","1001","842"
"10201489","56011489","1","15","1002","843"
"10201490","56011490","1","15","1003","844"
"91002","56011490","50","8","0","845"
"10201491","56011491","1","15","1001","846"
