59eca8df1474c71cb77150b73f16c838ee96be8dd089c3032bc132f50caa93b5,ca1e55060ab8ac8b182acb251616c1c17562c19ef872a2af9fae9b3762646c51,9f35bde421f2bd813f8118d35f79ddb1ea98e9a2b78f4f1c5c396e83d8f44cdd,86e3136aad5792fddf2afc00c0540a02bc44ab1197b8e7e783566b9e01fcba54,7774025341c67628b1b6848b64adc2fb6bb05e9dfce54a437ab608553372a788,f1be606831243682e8503ee69d46db763320d7be5be6e215bc584a034f0a052b,83e013849cfa4972faff20839fc012a89c637469dd957395857790730ccc79aa,fe5bc6d9d069dac94d9959db98deaa2648e38cf28c05870db8d119644c09b358,72b2accc96e4d0a3cf7ce90fe306da25e0997d0a538bb09d5080f21a90abed97,d99e36e1d2a06a53597cdf465d6d42a379e2f7bb015b6b791a7380dd5e8eb611,2aaaba0d0fb410029bb00be19dc495f847ec51e596cdc590c2b0f001881e977c
"-130","0","210","-5","1","nop_idle_joy_normal","104611","210005","102","1","1.2"
"-60","0","211","0","1","nop_11_anna_idle_arm_crossed","100911","211001","100","1","1.2"
"60","1","211","0","1","nop_idle_joy_normal","101311","211002","101","1","1.2"
"-130","0","211","-5","1","nop_11_eriko_idle_wish","102711","211003","102","1","1.2"
"130","1","211","-5","1","nop_idle_normal","105111","211004","103","1","1.2"
"60","1","212","0","1","nop_idle_joy1","101831","212001","100","1","1.2"
"-60","0","212","0","1","nop_idle_joy_normal","101611","212002","101","1","1.2"
"-130","0","212","-5","1","nop_idle_joy_normal","105011","212003","102","1","1.2"
"60","1","213","0","1","nop_idle_normal_joy","105331","213001","100","1","1.2"
"-60","0","213","0","1","nop_13_kuka_idle_memory2","104511","213002","101","1","1.2"
"-130","0","213","-5","1","nop_idle_joy1","103031","213003","102","1","1.2"
"-200","0","213","-20","1","nop_idle_thinking","100811","213004","103","1","1.2"
"130","1","213","-20","1","nop_idle_sad","105511","213005","104","1","1.2"
"60","1","214","0","1","nop_idle_normal","106831","214001","100","1","1.2"
"-60","0","214","0","1","nop_idle_normal","101131","214002","101","1","1.2"
"-130","0","214","-5","1","nop_idle_normal","104931","214003","103","1","1.2"
"60","1","215","0","1","nop_idle_joy1","102931","215001","100","1","1.2"
"-60","0","215","0","1","nop_idle_wish","104211","215002","101","1","1.2"
"-130","0","215","-5","1","nop_idle_normal","105411","215003","102","1","1.2"
"60","1","216","0","1","nop_idle_normal","106731","216001","100","1","1.2"
"-60","0","216","0","1","nop_idle_joy1","106631","216002","101","1","1.2"
"-130","0","216","-5","1","nop_16_kaya_idle_normal2","106531","216003","103","1","1.2"
"140","1","216","0","1","nop_rago_idle","2","216004","101","5","1.2"
"60","1","217","0","1","nop_idle_normal","111031","217001","100","1","1.2"
"-60","0","217","0","1","nop_idle_joy2","110931","217002","101","1","1.2"
"-130","0","217","-5","1","nop_17_chloe_idle_normal2","110831","217003","103","1","1.2"
"-60","0","217","0","1","NoItem_idle","1","217004","102","5","1.2"
"-40","1","218","0","1","nop_18_muimi_idle_joy_normal","114711","218001","100","1","1.2"
"40","0","218","0","1","nop_18_karin_idle_normal","118511","218002","101","1","1.2"
"-130","0","218","-5","1","nop_idle_normal","115031","218003","102","1","1.2"
"130","1","218","-5","1","nop_idle_joy1","118031","218004","103","1","1.2"
"","","301","","111831","","nop_talk_joy1","301001","1","3","0.2"
"0","0","301","0","111831","0.5","次は何を食べましょうか。\nキャルちゃんは何がいいです？","301002","8","11","0"
"","","301","","301002","","","301003","","91",""
"","","301","","111831","","nop_idle_joy_normal","301004","1","3","0.2"
"nop_idle_doya","0.3","301","1","112031","","nop_18_neneka_humu","301005","0","3","0.2"
"0","0","301","0","112031","0.5","そうねー\n普段は食べられない珍しい物とかどう？","301006","8","11","0"
"","","301","","301006","","","301007","","91",""
"nop_talk_arm_crossed_loop","0","301","1","120831","","nop_talk_arm_crossed","301008","0","3","0.2"
"0","0","301","0","120831","0.5","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","301009","8","11","0"
"","","301","","301009","","","301010","","91",""
"","","301","","120831","","nop_idle_arm_crossed","301011","1","3","0.2"
"nop_11_anna_huhuStand_loop","0","301","1","120931","","nop_11_anna_huhuStand_in","301012","0","3","0.2"
"0","0","301","0","120931","0.5","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","301013","8","11","0"
"","","301","","1","","0","301014","","93",""
"nop_11_anna_ahahaStand_loop","0","301","1","120931","","nop_11_anna_ahahaStand_in","301015","0","3","0.2"
"","","301","","301013","","","301016","","91",""
"","","301","1","120931","","nop_11_anna_ahahaStand_loop","301017","1","3","0.2"
"nop_01_coccoro_an_loop","0","301","1","111931","","nop_01_coccoro_an_in","301018","0","3","0.2"
"0","0","301","0","111931","0.5","シェフィさま。こちらをどうぞ。\nはい、あーん。","301019","8","11","0"
"","","301","","0.2","","0","301020","","93",""
"","","301","","120731","","0","301021","","4",""
"","","301","","0.8","","0","301022","","93",""
"nop_idle_shy","0.2","301","1","120731","","nop_surprise","301023","0","3","0.2"
"","","301","","301019","","","301024","","91",""
"","","301","","120731","","nop_talk_shy","301025","1","3","0.2"
"0","0","301","0","120731","0.5","コ、コッコロさん……\n恥ずかしいわ……","301026","8","11","0"
"","","301","","301026","","","301027","","91",""
"","","301","","120731","","nop_idle_shy","301028","1","3","0.2"
"","","301","","0.5","","0","301029","","93",""
"nop_idle_normal","0","301","1","111931","","nop_01_coccoro_an_out","301030","0","3","0.2"
"","","301","","1","","0","301031","","93",""
"","","301","","120731","","1","301032","","4",""
"","","301","","120731","","nop_idle_joy1","301033","1","3","0.2"
"0","0","302","0","108831","0.5","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","302001","8","11","0"
"","","302","","108831","","nop_talk_joy3_blink","302002","1","3","0.2"
"","","302","","2.75","","1","302003","","93",""
"","","302","","108831","","nop_talk_joy1_normal","302004","1","3","0.2"
"","","302","","302001","","","302005","","91",""
"","","302","1","108831","","nop_idle_joy_normal","302006","1","3","0.2"
"0","0","302","0","108931","0.5","今年もいい年にしないとね。","302007","8","11","0"
"","","302","","108931","","nop_talk_joy1_normal","302008","1","3","0.2"
"","","302","","302007","","","302009","","91",""
"","","302","","108931","","nop_idle_normal","302010","1","3","0.2"
"0","0","302","0","108731","0.5","みんながいればきっと大丈夫だよ！","302011","8","11","0"
"","","302","","108731","","nop_talk_joy2","302012","1","3","0.2"
"","","302","","302011","","","302013","","91",""
"","","302","1","108731","","nop_idle_joy1","302014","1","3","0.2"
"","","302","","0","","","302015","","91",""
"0","0","303","0","102011","0.5","わあ！　おっきい会場だね！\nお料理もたくさん！","303001","8","11","0"
"","","303","","102011","","nop_talk_joy2","303002","1","3","0.2"
"","","303","","303001","","","303003","","91",""
"","","303","1","102011","","nop_idle_joy1","303004","1","3","0.2"
"0","0","303","0","100411","0.5","えっへっへ、これは\nイタズラしがいがあるねー","303005","8","11","0"
"","","303","","100411","","nop_talk_joy2","303006","1","3","0.2"
"","","303","","303005","","","303007","","91",""
"","","303","1","100411","","nop_idle_normal","303008","1","3","0.2"
"0","0","303","0","103631","0.5","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","303009","8","11","0"
"","","303","","103631","","nop_talk_wish","303010","1","3","0.2"
"","","303","","303009","","","303011","","91",""
"","","303","","103631","","nop_idle_wish","303012","1","3","0.2"
"0","0","304","0","101511","0.5","立派な新年会ね。\nみんな笑顔で素敵だわ。","304001","8","11","0"
"","","304","","101511","","nop_talk_normal","304002","1","3","0.2"
"","","304","","1.5","","0","304003","","93",""
"","","304","","101511","","nop_talk_joy3","304004","1","3","0.2"
"","","304","","304001","","","304005","","91",""
"","","304","","101511","","nop_idle_joy1","304006","1","3","0.2"
"0","0","304","0","101231","0.5","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","304007","8","11","0"
"","","304","","101231","","nop_idle_surprise_kira","304008","1","3","0.2"
"","","304","","1.5","","0","304009","","93",""
"","","304","","101231","","nop_talk_joy2","304010","1","3","0.2"
"","","304","","304007","","","304011","","91",""
"","","304","","101231","","nop_idle_joy_normal","304012","1","3","0.2"
"0","0","304","0","104011","0.5","はわわ……キラキラした人が\nいっぱいいます～！","304013","8","11","0"
"","","304","","104011","","nop_idle_surprise2","304014","1","3","0.2"
"","","304","","304013","","","304015","","91",""
"","","304","1","104011","","nop_idle_normal","304016","1","3","0.2"
"","","304","","101511","","nop_idle_normal","304017","1","3","0.2"
"","","304","","101231","","nop_idle_normal","304018","1","3","0.2"
"0","0","305","0","100711","0.5","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","305001","8","11","0"
"","","305","","100711","","nop_05_miyako_talk_anger","305002","1","3","0.2"
"","","305","","305001","","","305003","","91",""
"","","305","1","100711","","nop_05_miyako_idle_anger","305004","1","3","0.2"
"0","0","305","0","103111","0.5","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","305005","8","11","0"
"","","305","","103111","","nop_talk_worry","305006","1","3","0.2"
"","","305","","305005","","","305007","","91",""
"","","305","1","103111","","nop_idle_worry","305008","1","3","0.2"
"0","0","305","0","100611","0.5","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","305009","8","11","0"
"","","305","","100611","","nop_talk_surprise_kira","305010","1","3","0.2"
"","","305","","2","","0","305011","","93",""
"","","305","","100611","","nop_talk_memory","305012","1","3","0.2"
"","","305","","305009","","","305013","","91",""
"","","305","","100611","","nop_idle_memory2","305014","1","3","0.2"
"0","0","305","0","102211","0.5","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","305015","8","11","0"
"","","305","","102211","","nop_talk_sad","305016","1","3","0.2"
"","","305","","2.8","","0","305017","","93",""
"","","305","","102211","","nop_talk_anger2","305018","1","3","0.2"
"","","305","","305015","","","305019","","91",""
"","","305","1","102211","","nop_idle_anger2","305020","1","3","0.2"
"0","0","306","0","107131","0.5","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","306001","8","11","0"
"nop_06_cris_ahaha_loop","0","306","1","107131","","nop_06_cris_ahaha_in","306002","0","3","0.2"
"","","306","","1.5","","0","306003","","93",""
"nop_talk_arm_crossed_loop","0.2","306","1","107131","","nop_talk_arm_crossed","306004","0","3","0.2"
"","","306","","306001","","","306005","","91",""
"","","306","1","107131","","nop_idle_arm_crossed","306006","1","3","0.2"
"0","0","306","0","100511","0.5","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","306007","8","11","0"
"","","306","","100511","","nop_talk_surprise_kira","306008","1","3","0.2"
"","","306","","4.5","","0","306009","","93",""
"","","306","","100511","","nop_talk_joy2","306010","1","3","0.2"
"","","306","","306007","","","306011","","91",""
"","","306","","100511","","nop_idle_normal","306012","1","3","0.2"
"0","0","306","0","103731","0.5","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","306013","8","11","0"
"","","306","","103731","","nop_talk_worry","306014","1","3","0.2"
"","","306","","306013","","","306015","","91",""
"","","306","1","103731","","nop_idle_worry","306016","1","3","0.2"
"0","0","306","0","104731","0.5","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","306017","8","11","0"
"","","306","","104731","","nop_talk_arm_crossed_loop","306018","1","3","0.2"
"","","306","","306017","","","306019","","91",""
"","","306","1","104731","","nop_idle_arm_crossed","306020","1","3","0.2"
"0","0","307","0","102831","0.5","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","307001","8","11","0"
"","","307","","102831","","nop_talk_surprise1","307002","1","3","0.2"
"","","307","","1.2","","0","307003","","93",""
"","","307","","102831","","nop_talk_joy1_normal","307004","1","3","0.2"
"","","307","","307001","","","307005","","91",""
"","","307","1","102831","","nop_idle_normal","307006","1","3","0.2"
"0","0","307","0","102111","0.5","はーい、ママ・サレン！\nみんないい子にしてるよ。","307007","8","11","0"
"","","307","","102111","","nop_talk_joy3_dere","307008","1","3","0.2"
"","","307","","1.7","","0","307009","","93",""
"","","307","","102111","","nop_talk_wish","307010","1","3","0.2"
"","","307","","307007","","","307011","","91",""
"0","0","307","0","102511","0.5","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","307012","8","11","0"
"nop_talk_guts3_loop","0","307","1","102511","","nop_talk_guts3_NoBlink","307013","0","3","0.2"
"","","307","","307012","","","307014","","91",""
"0","0","307","0","102311","0.5","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","307015","8","11","0"
"","","307","","102311","","nop_talk_worry","307016","1","3","0.2"
"","","307","","307015","","","307017","","91",""
"","","307","","102311","","nop_idle_normal","307018","1","3","0.2"
"","","307","1","102111","","nop_idle_normal","307019","1","3","0.2"
"","","307","1","102511","","nop_idle_normal","307020","1","3","0.2"
"0","0","308","0","101011","0.5","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","308001","8","11","0"
"","","308","","101011","","nop_talk_joy3_blink2","308002","1","3","0.2"
"","","308","","1.5","","1","308003","1","93",""
"","","308","","101011","","nop_talk_joy1","308004","1","3","0.2"
"","","308","","308001","","","308005","","91",""
"","","308","1","101011","","nop_idle_joy_normal","308006","1","3","0.2"
"0","0","308","0","104331","0.5","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","308007","8","11","0"
"nop_talk_arm_crossed_loop2","0.2","308","1","104331","","nop_talk_arm_crossed2","308008","0","3","0.2"
"","","308","","3","","1","308009","1","93",""
"","","308","","104331","","nop_talk_thinking","308010","1","3","0.2"
"","","308","","308007","","","308011","","91",""
"","","308","1","104331","","nop_idle_thinking","308012","1","3","0.2"
"0","0","308","0","101711","0.5","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","308013","8","11","0"
"","","308","","101711","","nop_talk_joy1_wink","308014","1","3","0.2"
"","","308","","2.5","","1","308015","1","93",""
"","","308","","101711","","nop_talk_joy2","308016","1","3","0.2"
"","","308","","308013","","","308017","","91",""
"","","308","1","101711","","nop_idle_joy1","308018","1","3","0.2"
"0","0","308","0","101431","0.5","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","308019","8","11","0"
"","","308","","101431","","nop_talk_joy3_blink2","308020","1","3","0.2"
"","","308","","3","","1","308021","1","93",""
"nop_talk_arm_crossed_loop","0.2","308","1","101431","","nop_talk_arm_crossed","308022","0","3","0.2"
"","","308","","308019","","","308023","","91",""
"","","308","","101431","","nop_idle_arm_crossed","308024","1","3","0.2"
"","","308","","0","","","308025","1","91",""
"0","0","309","0","103311","0.5","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","309001","8","11","0"
"nop_talk_guts2_loop","0.2","309","1","103311","","nop_talk_guts2","309002","0","3","0.2"
"","","309","","2.5","","1","309003","","93",""
"","","309","","103311","","nop_talk_joy2","309004","1","3","0.2"
"","","309","","309001","","","309005","","91",""
"","","309","1","103311","","nop_idle_joy1","309006","1","3","0.2"
"0","0","309","0","105211","0.5","舞踏会が開けそうな会場ね。\n素敵だわ。","309007","8","11","0"
"","","309","","105211","","nop_talk_joy1_normal","309008","1","3","0.2"
"","","309","","2","","1","309009","","93",""
"","","309","","105211","","nop_talk_memory","309010","1","3","0.2"
"","","309","","309007","","","309011","","91",""
"","","309","1","105211","","nop_idle_memory","309012","1","3","0.2"
"0","0","309","0","102611","0.5","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","309013","8","11","0"
"","","309","","102611","","nop_talk_sad2","309014","1","3","0.2"
"","","309","","1.5","","1","309015","","93",""
"","","309","","102611","","nop_talk_worry","309016","1","3","0.2"
"","","309","","309013","","","309017","","91",""
"","","309","1","102611","","nop_idle_worry","309018","1","3","0.2"
"0","0","309","0","103811","0.5","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","309019","8","11","0"
"","","309","","103811","","nop_talk_joy3_blink","309020","1","3","0.2"
"","","309","","309019","","","309021","","91",""
"","","309","","103811","","nop_idle_normal_joy","309022","1","3","0.2"
"","","309","","0","","","309023","","91",""
"0","0","310","0","103231","0.5","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","310001","8","11","0"
"","","310","","103231","","nop_talk_joy1","310002","1","3","0.2"
"","","310","","310001","","","310003","","91",""
"","","310","1","103231","","nop_idle_joy1","310004","1","3","0.2"
"0","0","310","0","104611","0.5","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","310005","8","11","0"
"","","310","","104611","","nop_talk_joy2","310006","1","3","0.2"
"","","310","","2.5","","1","310007","","93",""
"","","310","","104611","","nop_talk_thinking","310008","1","3","0.2"
"","","310","","310005","","","310009","","91",""
"","","310","","104611","","nop_idle_thinking","310010","1","3","0.2"
"0","0","310","0","103411","0.5","みんな～、あけおめ～！\nなんちゃって。ヒック。","310011","8","11","0"
"","","310","","103411","","nop_10_yukari_04","310012","1","3","0.2"
"","","310","","11","","nop_10_yukari_04","310013","1","3","0.2"
"","","310","","2.5","","1","310014","","93",""
"nop_10_yukari_02","0.5","310","1","103411","","nop_10_yukari_06","310015","0","3","0.2"
"nop_10_yukari_02","0.5","310","1","11","","nop_10_yukari_06","310016","0","3","0.2"
"","","310","","310011","","","310017","","91",""
"0","0","310","0","104811","0.5","え？　ユカリさん？\nもう酔っぱらっちゃってる……","310018","8","11","0"
"","","310","","104811","","nop_talk_surprise1","310019","1","3","0.2"
"","","310","","104811","","0","310020","","4",""
"","","310","","1","","1","310021","","93",""
"","","310","","104811","","nop_talk_worry","310022","1","3","0.2"
"","","310","","310018","","","310023","","91",""
"","","310","1","104811","","nop_idle_worry","310024","1","3","0.2"
"","","310","","0","","","310025","","91",""
"","","311","","102711","","nop_talk_wish","311001","1","3","0.2"
"0","0","311","0","102711","0.5","この広い会場のどこかに\nあのおかたの存在を感じますわ……","311002","8","11","0"
"","","311","","311002","","","311003","","91",""
"","","311","","102711","","nop_idle_wish","311004","1","3","0.2"
"nop_11_anna_huhuStand_loop","0","311","1","100911","","nop_11_anna_huhuStand_in","311005","0","3","0.2"
"0","0","311","0","100911","0.5","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","311006","8","11","0"
"","","311","","311006","","","311007","","91",""
"","","311","","100911","","nop_11_anna_huhuStand_loop","311008","1","3","0.2"
"","","311","","101311","","nop_talk_joy2","311009","1","3","0.2"
"0","0","311","0","101311","0.5","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","311010","8","11","0"
"","","311","","311010","","","311011","","91",""
