6d7820d0ac17e73ef34879f93ce598f7bea909a752e97ee3b815901a07c3abf3,8718de0167979241a882280f1fdb17a10c00a949f40c55aa4ac68eb8618008c9,8a198cf50763617789dc2047de436cb77515e869452add1fddc9ba95dbe30288,77f1358beb7ed0dadf3f3c565ed4ae6f06c74da3b458e12c0f2fce08d68ec47d,2c526c737c2056d25c1735a6311cf1498d5c3310d4a98c170d4f74f617f5b59a,09dcfc28f7cd29a490c8ce6e1750a04f1a9cf0027fc7ee4b7ff7a563599bf23c,50c5c07840637ebbc8972e1cb242505f32714fab6200e475bac2e85bc791dbcc,4b10587038fbd2355e2ed47aede5f27f7f94865ea0b76da63fa7bfebc253d3c0,d03f3109d824083f2683b066bf6f3586c425dcf81a17643e7bac77c419ac9069,7d1358895c66b3a6edd5b19ec1dc4946129ffc262d6b654aba89f6ccdb04cfb7,568f45e63d26170fd68b95b9cb16ca316144ccc2669dd6b15ffc407990f33fe0,6b8d21ef85c2ac0a1c7722c86b99c53a2e2ea401493e89d25993026d17a87626
"1001","7500000","ファントムバロンに累積750万ダメージ与えよう","2022/12/16 12:00:00","31001302","3003","0","3","7004","2022/12/23 11:59:59","30","31001302"
"1001","10000000","ファントムバロンに累積1000万ダメージ与えよう","2022/12/16 12:00:00","31001303","3003","0","3","7004","2022/12/23 11:59:59","30","31001303"
"1001","1","ファントムバロンに1度のバトルで250万ダメージ与えよう","2022/12/16 12:00:00","31001311","3003","2500000","3","7005","2022/12/23 11:59:59","31","31001311"
"1001","1","ファントムバロンに1度のバトルで500万ダメージ与えよう","2022/12/16 12:00:00","31001312","3003","5000000","3","7005","2022/12/23 11:59:59","31","31001312"
"1001","5000000","テンタパスに累積500万ダメージ与えよう","2022/12/16 12:00:00","31001401","3004","0","3","7004","2022/12/23 11:59:59","40","31001401"
"1001","7500000","テンタパスに累積750万ダメージ与えよう","2022/12/16 12:00:00","31001402","3004","0","3","7004","2022/12/23 11:59:59","40","31001402"
"1001","10000000","テンタパスに累積1000万ダメージ与えよう","2022/12/16 12:00:00","31001403","3004","0","3","7004","2022/12/23 11:59:59","40","31001403"
"1001","1","テンタパスに1度のバトルで250万ダメージ与えよう","2022/12/16 12:00:00","31001411","3004","2500000","3","7005","2022/12/23 11:59:59","41","31001411"
"1001","1","テンタパスに1度のバトルで500万ダメージ与えよう","2022/12/16 12:00:00","31001412","3004","5000000","3","7005","2022/12/23 11:59:59","41","31001412"
"1002","5000000","ゴウシンに累積500万ダメージ与えよう","2022/12/16 12:00:00","31002101","3005","0","3","7004","2022/12/23 11:59:59","10","31002101"
"1002","7500000","ゴウシンに累積750万ダメージ与えよう","2022/12/16 12:00:00","31002102","3005","0","3","7004","2022/12/23 11:59:59","10","31002102"
"1002","10000000","ゴウシンに累積1000万ダメージ与えよう","2022/12/16 12:00:00","31002103","3005","0","3","7004","2022/12/23 11:59:59","10","31002103"
"1002","110000000","ゴウシンに累積1億1000万ダメージ与えよう","2022/12/16 12:00:00","31002104","3005","0","3","7004","2022/12/23 11:59:59","10","31002104"
"1002","1","ゴウシンに1度のバトルで250万ダメージ与えよう","2022/12/16 12:00:00","31002111","3005","2500000","3","7005","2022/12/23 11:59:59","11","31002111"
"1002","1","ゴウシンに1度のバトルで500万ダメージ与えよう","2022/12/16 12:00:00","31002112","3005","5000000","3","7005","2022/12/23 11:59:59","11","31002112"
"1002","1","ゴウシンに1度のバトルで2200万ダメージ与えよう","2022/12/16 12:00:00","31002113","3005","22000000","3","7005","2022/12/23 11:59:59","11","31002113"
"1003","5000000","アルマ＆オラムに累積500万ダメージ与えよう","2022/12/16 12:00:00","31003101","3006","0","3","7004","2022/12/23 11:59:59","10","31003101"
"1003","7500000","アルマ＆オラムに累積750万ダメージ与えよう","2022/12/16 12:00:00","31003102","3006","0","3","7004","2022/12/23 11:59:59","10","31003102"
"1003","10000000","アルマ＆オラムに累積1000万ダメージ与えよう","2022/12/16 12:00:00","31003103","3006","0","3","7004","2022/12/23 11:59:59","10","31003103"
"1003","100000000","アルマ＆オラムに累積1億ダメージ与えよう","2022/12/16 12:00:00","31003104","3006","0","3","7004","2022/12/23 11:59:59","10","31003104"
"1003","1","アルマ＆オラムに1度のバトルで250万ダメージ与えよう","2022/12/16 12:00:00","31003111","3006","2500000","3","7005","2022/12/23 11:59:59","11","31003111"
"1003","1","アルマ＆オラムに1度のバトルで500万ダメージ与えよう","2022/12/16 12:00:00","31003112","3006","5000000","3","7005","2022/12/23 11:59:59","11","31003112"
"1003","1","アルマ＆オラムに1度のバトルで2000万ダメージ与えよう","2022/12/16 12:00:00","31003113","3006","20000000","3","7005","2022/12/23 11:59:59","11","31003113"
"1003","5000000","なかよしX＆名もなき芸術に累積500万ダメージ与えよう","2022/12/16 12:00:00","31003201","3007","0","3","7004","2022/12/23 11:59:59","20","31003201"
"1003","7500000","なかよしX＆名もなき芸術に累積750万ダメージ与えよう","2022/12/16 12:00:00","31003202","3007","0","3","7004","2022/12/23 11:59:59","20","31003202"
"1003","10000000","なかよしX＆名もなき芸術に累積1000万ダメージ与えよう","2022/12/16 12:00:00","31003203","3007","0","3","7004","2022/12/23 11:59:59","20","31003203"
"1003","120000000","なかよしX＆名もなき芸術に累積1億2000万ダメージ与えよう","2022/12/16 12:00:00","31003204","3007","0","3","7004","2022/12/23 11:59:59","20","31003204"
"1003","1","なかよしX＆名もなき芸術に1度のバトルで250万ダメージ与えよう","2022/12/16 12:00:00","31003211","3007","2500000","3","7005","2022/12/23 11:59:59","21","31003211"
"1003","1","なかよしX＆名もなき芸術に1度のバトルで500万ダメージ与えよう","2022/12/16 12:00:00","31003212","3007","5000000","3","7005","2022/12/23 11:59:59","21","31003212"
"1003","1","なかよしX＆名もなき芸術に1度のバトルで2400万ダメージ与えよう","2022/12/16 12:00:00","31003213","3007","24000000","3","7005","2022/12/23 11:59:59","21","31003213"
