3985afeaf89c788982ebe034450f5e5384477dc9b97650f48b268afbae4c2b45,3a1b5c484dde7cf7151ac9a2666d9b12b5583b427181e843da1a67851fddda2b,6d1a9a3bc563e3dacef1aead078644caf9410b6f8686711f103699e426c1f7a0,7610dd6b3bd351013d4fe3a291c1e8122e7cd87ba59f116d7b5722719ca19ff1,0df3aef9786634c0637fb4ffe75cb9eebcab38cfc765bd3c05361812b55af102,f6d538bba62f8de20b2c1719a163e52d0436486fbf46e5610e703a148e9ede99,5ce318569e814a5f267cb15b5f3ea87e0cb09d772520799daa0ff2c78855128e,15c3534b766f9a4777b5cc4f497e2286af2de0fb966f901cc8190975a2940b21,4d9bd31add83fc9de9e772cc2ed6969bb08fb2fb0067036809b8d1738655a5a9,2688a17f7334f8a2bcb99ff57fe75c46fc38012ea03d530cccec8ef99660bc63,5cadad2f201f426292217f82568c568d084ff84e5c02837903c8664b022fc4c4
"110931","nop_idle_joy2","1","1","117","0","1.5","117002","114","-100","-150"
"110831","nop_17_chloe_idle_normal2","1","1","117","0","1.5","117003","110","-215","-127"
"1","NoItem_idle","5","1","117","0","1.5","117004","115","-100","-150"
"114711","nop_18_muimi_idle_joy_normal","1","1","118","1","1.5","118001","115","-100","-150"
"118511","nop_18_karin_idle_normal","1","1","118","0","1.5","118002","114","100","-150"
"115031","nop_idle_normal","1","1","118","0","1.5","118003","111","-215","-127"
"118031","nop_idle_joy1","1","1","118","1","1.5","118004","110","215","-127"
"111831","nop_idle_joy1","1","1","201","0","1.2","201001","100","-60","0"
"120731","nop_idle_normal_joy","1","1","201","1","1.2","201002","101","60","0"
"120831","nop_idle_arm_crossed","1","1","201","0","1.2","201003","102","-130","-5"
"111931","nop_idle_normal","1","1","201","1","1.2","201004","103","130","-5"
"120931","nop_idle_thinking","1","1","201","0","1.2","201005","104","-200","-20"
"112031","nop_idle_normal","1","1","201","1","1.2","201006","105","200","-20"
"108731","nop_idle_joy1","1","1","202","0","1.2","202001","100","-60","0"
"108831","nop_idle_joy_normal","1","1","202","1","1.2","202002","101","60","0"
"108931","nop_idle_normal","1","1","202","0","1.2","202003","102","-130","-5"
"102011","nop_idle_joy1","1","1","203","0","1.2","203001","100","-60","0"
"100411","nop_idle_normal","1","1","203","0","1.2","203002","101","-130","-5"
"103631","nop_idle_wish","1","1","203","1","1.2","203003","102","60","-5"
"101231","nop_idle_normal","1","1","204","0","1.2","204001","100","-60","0"
"104011","nop_idle_normal","1","1","204","1","1.2","204002","101","60","0"
"101511","nop_idle_normal","1","1","204","0","1.2","204003","102","-130","-5"
"103111","nop_idle_normal","1","1","205","0","1.2","205001","100","-80","0"
"102211","nop_idle_sad","1","1","205","1","1.2","205002","101","60","0"
"100711","nop_05_miyako_idle_normal","1","1","205","0","1.2","205003","104","-150","-5"
"100611","nop_idle_joy1","1","1","205","1","1.2","205004","103","130","-5"
"2051","nop_skull_idle","5","1","205","1","1.2","205005","102","-20","0"
"104731","nop_idle_arm_crossed","1","1","206","0","1.2","206001","102","-130","-5"
"107131","nop_idle_arm_crossed","1","1","206","1","1.2","206002","103","130","-5"
"103731","nop_idle_normal","1","1","206","0","1.2","206003","100","-60","0"
"100511","nop_idle_joy1","1","1","206","1","1.2","206004","101","60","0"
"102831","nop_idle_normal","1","1","207","0","1.2","207001","100","-60","0"
"102111","nop_idle_normal","1","1","207","1","1.2","207002","101","60","0"
"102511","nop_idle_normal","1","1","207","0","1.2","207003","102","-130","-5"
"102311","nop_idle_normal","1","1","207","1","1.2","207004","103","130","-5"
"101011","nop_idle_joy_normal","1","1","208","0","1.2","208001","100","-60","0"
"104331","nop_idle_arm_crossed","1","1","208","1","1.2","208002","101","60","0"
"101711","nop_idle_joy1","1","1","208","0","1.2","208003","102","-130","-5"
"101431","nop_idle_normal","1","1","208","1","1.2","208004","103","130","-5"
"103311","nop_idle_joy1","1","1","209","0","1.2","209001","100","-60","0"
"105211","nop_idle_joy_normal","1","1","209","0","1.2","209002","102","-130","-5"
"102611","nop_idle_sad2","1","1","209","1","1.2","209003","101","60","0"
"103811","nop_idle_normal","1","1","209","1","1.2","209004","103","130","-5"
"103231","nop_idle_joy1","1","1","210","0","1.2","210001","100","-60","0"
"103411","nop_10_yukari_02","1","1","210","1","1.2","210002","103","130","-5"
"11","nop_10_yukari_02","5","1","210","1","1.2","210003","104","130","-5"
"104811","nop_idle_doya","1","1","210","1","1.2","210004","101","60","0"
"104611","nop_idle_joy_normal","1","1","210","0","1.2","210005","102","-130","-5"
"100911","nop_11_anna_idle_arm_crossed","1","1","211","0","1.2","211001","100","-60","0"
"101311","nop_idle_joy_normal","1","1","211","1","1.2","211002","101","60","0"
"102711","nop_11_eriko_idle_wish","1","1","211","0","1.2","211003","102","-130","-5"
"105111","nop_idle_normal","1","1","211","1","1.2","211004","103","130","-5"
"101831","nop_idle_joy1","1","1","212","1","1.2","212001","100","60","0"
"101611","nop_idle_joy_normal","1","1","212","0","1.2","212002","101","-60","0"
"105011","nop_idle_joy_normal","1","1","212","0","1.2","212003","102","-130","-5"
"105331","nop_idle_normal_joy","1","1","213","1","1.2","213001","100","60","0"
"104511","nop_13_kuka_idle_memory2","1","1","213","0","1.2","213002","101","-60","0"
"103031","nop_idle_joy1","1","1","213","0","1.2","213003","102","-130","-5"
"100811","nop_idle_thinking","1","1","213","0","1.2","213004","103","-200","-20"
"105511","nop_idle_sad","1","1","213","1","1.2","213005","104","130","-20"
"106831","nop_idle_normal","1","1","214","1","1.2","214001","100","60","0"
"101131","nop_idle_normal","1","1","214","0","1.2","214002","101","-60","0"
"104931","nop_idle_normal","1","1","214","0","1.2","214003","103","-130","-5"
"102931","nop_idle_joy1","1","1","215","1","1.2","215001","100","60","0"
"104211","nop_idle_wish","1","1","215","0","1.2","215002","101","-60","0"
"105411","nop_idle_normal","1","1","215","0","1.2","215003","102","-130","-5"
"106731","nop_idle_normal","1","1","216","1","1.2","216001","100","60","0"
"106631","nop_idle_joy1","1","1","216","0","1.2","216002","101","-60","0"
"106531","nop_16_kaya_idle_normal2","1","1","216","0","1.2","216003","103","-130","-5"
"2","nop_rago_idle","5","1","216","1","1.2","216004","101","140","0"
"111031","nop_idle_normal","1","1","217","1","1.2","217001","100","60","0"
"110931","nop_idle_joy2","1","1","217","0","1.2","217002","101","-60","0"
"110831","nop_17_chloe_idle_normal2","1","1","217","0","1.2","217003","103","-130","-5"
"1","NoItem_idle","5","1","217","0","1.2","217004","102","-60","0"
"114711","nop_18_muimi_idle_joy_normal","1","1","218","1","1.2","218001","100","-40","0"
"118511","nop_18_karin_idle_normal","1","1","218","0","1.2","218002","101","40","0"
"115031","nop_idle_normal","1","1","218","0","1.2","218003","102","-130","-5"
"118031","nop_idle_joy1","1","1","218","1","1.2","218004","103","130","-5"
"nop_talk_joy1","","3","111831","301","","0.2","301001","1","",""
"次は何を食べましょうか。\nキャルちゃんは何がいいです？","0.5","11","111831","301","0","0","301002","8","0","0"
"","","91","301002","301","","","301003","","",""
"nop_idle_joy_normal","","3","111831","301","","0.2","301004","1","",""
"nop_18_neneka_humu","","3","112031","301","0.3","0.2","301005","0","nop_idle_doya","1"
"そうねー\n普段は食べられない珍しい物とかどう？","0.5","11","112031","301","0","0","301006","8","0","0"
"","","91","301006","301","","","301007","","",""
"nop_talk_arm_crossed","","3","120831","301","0","0.2","301008","0","nop_talk_arm_crossed_loop","1"
"ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","0.5","11","120831","301","0","0","301009","8","0","0"
"","","91","301009","301","","","301010","","",""
"nop_idle_arm_crossed","","3","120831","301","","0.2","301011","1","",""
"nop_11_anna_huhuStand_in","","3","120931","301","0","0.2","301012","0","nop_11_anna_huhuStand_loop","1"
"ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","0.5","11","120931","301","0","0","301013","8","0","0"
"0","","93","1","301","","","301014","","",""
"nop_11_anna_ahahaStand_in","","3","120931","301","0","0.2","301015","0","nop_11_anna_ahahaStand_loop","1"
"","","91","301013","301","","","301016","","",""
"nop_11_anna_ahahaStand_loop","","3","120931","301","","0.2","301017","1","","1"
"nop_01_coccoro_an_in","","3","111931","301","0","0.2","301018","0","nop_01_coccoro_an_loop","1"
"シェフィさま。こちらをどうぞ。\nはい、あーん。","0.5","11","111931","301","0","0","301019","8","0","0"
"0","","93","0.2","301","","","301020","","",""
"0","","4","120731","301","","","301021","","",""
"0","","93","0.8","301","","","301022","","",""
"nop_surprise","","3","120731","301","0.2","0.2","301023","0","nop_idle_shy","1"
"","","91","301019","301","","","301024","","",""
"nop_talk_shy","","3","120731","301","","0.2","301025","1","",""
"コ、コッコロさん……\n恥ずかしいわ……","0.5","11","120731","301","0","0","301026","8","0","0"
"","","91","301026","301","","","301027","","",""
"nop_idle_shy","","3","120731","301","","0.2","301028","1","",""
"0","","93","0.5","301","","","301029","","",""
"nop_01_coccoro_an_out","","3","111931","301","0","0.2","301030","0","nop_idle_normal","1"
"0","","93","1","301","","","301031","","",""
"1","","4","120731","301","","","301032","","",""
"nop_idle_joy1","","3","120731","301","","0.2","301033","1","",""
"せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","0.5","11","108831","302","0","0","302001","8","0","0"
"nop_talk_joy3_blink","","3","108831","302","","0.2","302002","1","",""
"1","","93","2.75","302","","","302003","","",""
"nop_talk_joy1_normal","","3","108831","302","","0.2","302004","1","",""
"","","91","302001","302","","","302005","","",""
"nop_idle_joy_normal","","3","108831","302","","0.2","302006","1","","1"
"今年もいい年にしないとね。","0.5","11","108931","302","0","0","302007","8","0","0"
"nop_talk_joy1_normal","","3","108931","302","","0.2","302008","1","",""
"","","91","302007","302","","","302009","","",""
"nop_idle_normal","","3","108931","302","","0.2","302010","1","",""
"みんながいればきっと大丈夫だよ！","0.5","11","108731","302","0","0","302011","8","0","0"
"nop_talk_joy2","","3","108731","302","","0.2","302012","1","",""
"","","91","302011","302","","","302013","","",""
"nop_idle_joy1","","3","108731","302","","0.2","302014","1","","1"
"","","91","0","302","","","302015","","",""
"わあ！　おっきい会場だね！\nお料理もたくさん！","0.5","11","102011","303","0","0","303001","8","0","0"
"nop_talk_joy2","","3","102011","303","","0.2","303002","1","",""
"","","91","303001","303","","","303003","","",""
"nop_idle_joy1","","3","102011","303","","0.2","303004","1","","1"
"えっへっへ、これは\nイタズラしがいがあるねー","0.5","11","100411","303","0","0","303005","8","0","0"
"nop_talk_joy2","","3","100411","303","","0.2","303006","1","",""
"","","91","303005","303","","","303007","","",""
"nop_idle_normal","","3","100411","303","","0.2","303008","1","","1"
"へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","0.5","11","103631","303","0","0","303009","8","0","0"
"nop_talk_wish","","3","103631","303","","0.2","303010","1","",""
"","","91","303009","303","","","303011","","",""
"nop_idle_wish","","3","103631","303","","0.2","303012","1","",""
"立派な新年会ね。\nみんな笑顔で素敵だわ。","0.5","11","101511","304","0","0","304001","8","0","0"
"nop_talk_normal","","3","101511","304","","0.2","304002","1","",""
"0","","93","1.5","304","","","304003","","",""
"nop_talk_joy3","","3","101511","304","","0.2","304004","1","",""
"","","91","304001","304","","","304005","","",""
"nop_idle_joy1","","3","101511","304","","0.2","304006","1","",""
"あのお料理美味しそう！\nシオリンにも教えてあげよっと。","0.5","11","101231","304","0","0","304007","8","0","0"
"nop_idle_surprise_kira","","3","101231","304","","0.2","304008","1","",""
"0","","93","1.5","304","","","304009","","",""
"nop_talk_joy2","","3","101231","304","","0.2","304010","1","",""
"","","91","304007","304","","","304011","","",""
"nop_idle_joy_normal","","3","101231","304","","0.2","304012","1","",""
"はわわ……キラキラした人が\nいっぱいいます～！","0.5","11","104011","304","0","0","304013","8","0","0"
"nop_idle_surprise2","","3","104011","304","","0.2","304014","1","",""
"","","91","304013","304","","","304015","","",""
"nop_idle_normal","","3","104011","304","","0.2","304016","1","","1"
"nop_idle_normal","","3","101511","304","","0.2","304017","1","",""
"nop_idle_normal","","3","101231","304","","0.2","304018","1","",""
"プリンプリン……プリンはどこなの？\nプリンをよこすのー！","0.5","11","100711","305","0","0","305001","8","0","0"
"nop_05_miyako_talk_anger","","3","100711","305","","0.2","305002","1","",""
"","","91","305001","305","","","305003","","",""
"nop_05_miyako_idle_anger","","3","100711","305","","0.2","305004","1","","1"
"お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","0.5","11","103111","305","0","0","305005","8","0","0"
"nop_talk_worry","","3","103111","305","","0.2","305006","1","",""
"","","91","305005","305","","","305007","","",""
"nop_idle_worry","","3","103111","305","","0.2","305008","1","","1"
"わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","0.5","11","100611","305","0","0","305009","8","0","0"
"nop_talk_surprise_kira","","3","100611","305","","0.2","305010","1","",""
"0","","93","2","305","","","305011","","",""
"nop_talk_memory","","3","100611","305","","0.2","305012","1","",""
"","","91","305009","305","","","305013","","",""
"nop_idle_memory2","","3","100611","305","","0.2","305014","1","",""
"アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","0.5","11","102211","305","0","0","305015","8","0","0"
"nop_talk_sad","","3","102211","305","","0.2","305016","1","",""
"0","","93","2.8","305","","","305017","","",""
"nop_talk_anger2","","3","102211","305","","0.2","305018","1","",""
"","","91","305015","305","","","305019","","",""
"nop_idle_anger2","","3","102211","305","","0.2","305020","1","","1"
"はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","0.5","11","107131","306","0","0","306001","8","0","0"
"nop_06_cris_ahaha_in","","3","107131","306","0","0.2","306002","0","nop_06_cris_ahaha_loop","1"
"0","","93","1.5","306","","","306003","","",""
"nop_talk_arm_crossed","","3","107131","306","0.2","0.2","306004","0","nop_talk_arm_crossed_loop","1"
"","","91","306001","306","","","306005","","",""
"nop_idle_arm_crossed","","3","107131","306","","0.2","306006","1","","1"
"美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","0.5","11","100511","306","0","0","306007","8","0","0"
"nop_talk_surprise_kira","","3","100511","306","","0.2","306008","1","",""
"0","","93","4.5","306","","","306009","","",""
"nop_talk_joy2","","3","100511","306","","0.2","306010","1","",""
"","","91","306007","306","","","306011","","",""
"nop_idle_normal","","3","100511","306","","0.2","306012","1","",""
"マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","0.5","11","103731","306","0","0","306013","8","0","0"
"nop_talk_worry","","3","103731","306","","0.2","306014","1","",""
"","","91","306013","306","","","306015","","",""
"nop_idle_worry","","3","103731","306","","0.2","306016","1","","1"
"みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","0.5","11","104731","306","0","0","306017","8","0","0"
"nop_talk_arm_crossed_loop","","3","104731","306","","0.2","306018","1","",""
"","","91","306017","306","","","306019","","",""
"nop_idle_arm_crossed","","3","104731","306","","0.2","306020","1","","1"
"すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","0.5","11","102831","307","0","0","307001","8","0","0"
"nop_talk_surprise1","","3","102831","307","","0.2","307002","1","",""
"0","","93","1.2","307","","","307003","","",""
"nop_talk_joy1_normal","","3","102831","307","","0.2","307004","1","",""
"","","91","307001","307","","","307005","","",""
"nop_idle_normal","","3","102831","307","","0.2","307006","1","","1"
"はーい、ママ・サレン！\nみんないい子にしてるよ。","0.5","11","102111","307","0","0","307007","8","0","0"
"nop_talk_joy3_dere","","3","102111","307","","0.2","307008","1","",""
"0","","93","1.7","307","","","307009","","",""
"nop_talk_wish","","3","102111","307","","0.2","307010","1","",""
"","","91","307007","307","","","307011","","",""
"お嬢様！\nわ、私も一緒ですから\n大丈夫です！","0.5","11","102511","307","0","0","307012","8","0","0"
"nop_talk_guts3_NoBlink","","3","102511","307","0","0.2","307013","0","nop_talk_guts3_loop","1"
"","","91","307012","307","","","307014","","",""
"そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","0.5","11","102311","307","0","0","307015","8","0","0"
"nop_talk_worry","","3","102311","307","","0.2","307016","1","",""
"","","91","307015","307","","","307017","","",""
"nop_idle_normal","","3","102311","307","","0.2","307018","1","",""
"nop_idle_normal","","3","102111","307","","0.2","307019","1","","1"
"nop_idle_normal","","3","102511","307","","0.2","307020","1","","1"
"立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","0.5","11","101011","308","0","0","308001","8","0","0"
"nop_talk_joy3_blink2","","3","101011","308","","0.2","308002","1","",""
"1","","93","1.5","308","","","308003","1","",""
"nop_talk_joy1","","3","101011","308","","0.2","308004","1","",""
"","","91","308001","308","","","308005","","",""
"nop_idle_joy_normal","","3","101011","308","","0.2","308006","1","","1"
"お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","0.5","11","104331","308","0","0","308007","8","0","0"
"nop_talk_arm_crossed2","","3","104331","308","0.2","0.2","308008","0","nop_talk_arm_crossed_loop2","1"
"1","","93","3","308","","","308009","1","",""
"nop_talk_thinking","","3","104331","308","","0.2","308010","1","",""
"","","91","308007","308","","","308011","","",""
"nop_idle_thinking","","3","104331","308","","0.2","308012","1","","1"
"賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","0.5","11","101711","308","0","0","308013","8","0","0"
"nop_talk_joy1_wink","","3","101711","308","","0.2","308014","1","",""
"1","","93","2.5","308","","","308015","1","",""
"nop_talk_joy2","","3","101711","308","","0.2","308016","1","",""
"","","91","308013","308","","","308017","","",""
"nop_idle_joy1","","3","101711","308","","0.2","308018","1","","1"
"事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","0.5","11","101431","308","0","0","308019","8","0","0"
"nop_talk_joy3_blink2","","3","101431","308","","0.2","308020","1","",""
"1","","93","3","308","","","308021","1","",""
"nop_talk_arm_crossed","","3","101431","308","0.2","0.2","308022","0","nop_talk_arm_crossed_loop","1"
"","","91","308019","308","","","308023","","",""
"nop_idle_arm_crossed","","3","101431","308","","0.2","308024","1","",""
"","","91","0","308","","","308025","1","",""
"新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","0.5","11","103311","309","0","0","309001","8","0","0"
"nop_talk_guts2","","3","103311","309","0.2","0.2","309002","0","nop_talk_guts2_loop","1"
"1","","93","2.5","309","","","309003","","",""
"nop_talk_joy2","","3","103311","309","","0.2","309004","1","",""
"","","91","309001","309","","","309005","","",""
"nop_idle_joy1","","3","103311","309","","0.2","309006","1","","1"
"舞踏会が開けそうな会場ね。\n素敵だわ。","0.5","11","105211","309","0","0","309007","8","0","0"
"nop_talk_joy1_normal","","3","105211","309","","0.2","309008","1","",""
"1","","93","2","309","","","309009","","",""
"nop_talk_memory","","3","105211","309","","0.2","309010","1","",""
"","","91","309007","309","","","309011","","",""
"nop_idle_memory","","3","105211","309","","0.2","309012","1","","1"
"人が多くて疲れたよ～\nリマ～、おんぶしてよ～","0.5","11","102611","309","0","0","309013","8","0","0"
"nop_talk_sad2","","3","102611","309","","0.2","309014","1","",""
"1","","93","1.5","309","","","309015","","",""
"nop_talk_worry","","3","102611","309","","0.2","309016","1","",""
"","","91","309013","309","","","309017","","",""
"nop_idle_worry","","3","102611","309","","0.2","309018","1","","1"
"あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","0.5","11","103811","309","0","0","309019","8","0","0"
"nop_talk_joy3_blink","","3","103811","309","","0.2","309020","1","",""
"","","91","309019","309","","","309021","","",""
"nop_idle_normal_joy","","3","103811","309","","0.2","309022","1","",""
"","","91","0","309","","","309023","","",""
"こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","0.5","11","103231","310","0","0","310001","8","0","0"
"nop_talk_joy1","","3","103231","310","","0.2","310002","1","",""
"","","91","310001","310","","","310003","","",""
"nop_idle_joy1","","3","103231","310","","0.2","310004","1","","1"
"珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","0.5","11","104611","310","0","0","310005","8","0","0"
"nop_talk_joy2","","3","104611","310","","0.2","310006","1","",""
"1","","93","2.5","310","","","310007","","",""
"nop_talk_thinking","","3","104611","310","","0.2","310008","1","",""
"","","91","310005","310","","","310009","","",""
"nop_idle_thinking","","3","104611","310","","0.2","310010","1","",""
"みんな～、あけおめ～！\nなんちゃって。ヒック。","0.5","11","103411","310","0","0","310011","8","0","0"
"nop_10_yukari_04","","3","103411","310","","0.2","310012","1","",""
"nop_10_yukari_04","","3","11","310","","0.2","310013","1","",""
"1","","93","2.5","310","","","310014","","",""
"nop_10_yukari_06","","3","103411","310","0.5","0.2","310015","0","nop_10_yukari_02","1"
"nop_10_yukari_06","","3","11","310","0.5","0.2","310016","0","nop_10_yukari_02","1"
"","","91","310011","310","","","310017","","",""
"え？　ユカリさん？\nもう酔っぱらっちゃってる……","0.5","11","104811","310","0","0","310018","8","0","0"
"nop_talk_surprise1","","3","104811","310","","0.2","310019","1","",""
"0","","4","104811","310","","","310020","","",""
"1","","93","1","310","","","310021","","",""
"nop_talk_worry","","3","104811","310","","0.2","310022","1","",""
"","","91","310018","310","","","310023","","",""
"nop_idle_worry","","3","104811","310","","0.2","310024","1","","1"
"","","91","0","310","","","310025","","",""
"nop_talk_wish","","3","102711","311","","0.2","311001","1","",""
"この広い会場のどこかに\nあのおかたの存在を感じますわ……","0.5","11","102711","311","0","0","311002","8","0","0"
"","","91","311002","311","","","311003","","",""
"nop_idle_wish","","3","102711","311","","0.2","311004","1","",""
"nop_11_anna_huhuStand_in","","3","100911","311","0","0.2","311005","0","nop_11_anna_huhuStand_loop","1"
"疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","0.5","11","100911","311","0","0","311006","8","0","0"
"","","91","311006","311","","","311007","","",""
"nop_11_anna_huhuStand_loop","","3","100911","311","","0.2","311008","1","",""
"nop_talk_joy2","","3","101311","311","","0.2","311009","1","",""
"アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","0.5","11","101311","311","0","0","311010","8","0","0"
"","","91","311010","311","","","311011","","",""
