5431f19ac80551676468666fcfbffe7de31b45f8d20936d19b2fd673a36f19d8,3bc612a958562edf95fb1cfdd81763844c6c6e98a0435103a5d11e47a5697ee6,02edfd93bce6dcb23b8d441b0812914d4aafb38e891adf09faa3afda66883a00,fa0f7849910fe57763b982543439c20aceddfa40b0494262d473ba9545b5976e,26b02c2f8fc958097a054eb3cfb7631cc1141b956dafeaba5c18996d0b9a6f54,2e5162e99b5d623f68bb2b0ab11dfeeeb16925429d35e771b675d592d2696ae1,4309a3b62aa9863173f46edc8fa2eed113f43f85f7519f0321ca470748f192cc,29fb432f4b0c86b79ed3fbb4d21af7628694800b534cb908f93f40c0b82f193c,0a7ee22f4733b5b3a18ba253ffab36221ec1fac659ae740035c4f9e3173710b4,ea404bac81cae22d2233a57cf0603cce0d79762a82ce9b96773558e18f3ede0a,0068d51f192754f6113aeee47f61543c06c7899e3dbed99ed96cc42f3341fa7d,619d49912c1c2c4e4965fc822c65455f875db9ef988ba2856529444bd5d52cea
"610205106","0","66","1","0","5","10205501","0","1.5","0","0","2"
"610205107","0","0","1","0","5","10205501","0","1.5","0","0","3"
"610206102","5206322","0","2","3","5","10206201","5206321","5.5","600","0","1"
"610206103","5206323","0","2","3","5","10206201","0","1.5","600","0","2"
"610206104","0","0","1","0","5","10206201","0","1.5","0","0","3"
"610206105","0","0","2","3","5","10206501","0","5.5","600","0","1"
"610206106","0","0","2","3","5","10206501","0","1.5","600","0","2"
"610206107","0","0","1","0","5","10206501","0","1.5","0","0","3"
"610207102","5207322","0","2","3","5","10207201","5207321","5.5","600","0","1"
"610207103","5207323","66","1","0","5","10207201","0","1.5","0","0","2"
"610207104","0","0","1","0","5","10207201","0","1.5","0","0","3"
"610207105","0","0","2","3","5","10207501","0","5.5","600","0","1"
"610207106","0","66","1","0","5","10207501","0","1.5","0","0","2"
"610207107","0","0","1","0","5","10207501","0","1.5","0","0","3"
"610208102","5208322","0","2","3","5","10208201","5208321","5.5","600","0","1"
"610208103","5208323","70","1","0","5","10208201","0","1.5","0","0","2"
"610208104","0","0","1","0","5","10208201","0","1.5","0","0","3"
"610208105","0","0","2","3","5","10208501","0","5.5","600","0","1"
"610208106","0","70","1","0","5","10208501","0","1.5","0","0","2"
"610208107","0","0","1","0","5","10208501","0","1.5","0","0","3"
"610209102","5209322","0","2","3","5","10209201","5209321","5.5","600","0","1"
"610209103","5209323","55","1","0","5","10209201","0","1.5","0","0","2"
"610209104","0","0","1","0","5","10209201","0","1.5","0","0","3"
"610209105","0","0","2","3","5","10209501","0","5.5","600","0","1"
"610209106","0","60","1","0","5","10209501","0","1.5","0","0","2"
"610209107","0","0","1","0","5","10209501","0","1.5","0","0","3"
"610210102","5210322","0","2","3","5","10210201","5210321","5.5","600","0","1"
"610210103","5210323","65","1","0","5","10210201","0","1.5","0","0","2"
"610210104","0","0","1","0","5","10210201","0","1.5","0","0","3"
"610210105","0","0","2","3","5","10210501","0","5.5","600","0","1"
"610210106","0","60","1","0","5","10210501","0","1.5","0","0","2"
"610210107","0","0","1","0","5","10210501","0","1.5","0","0","3"
"610211102","5211322","0","2","3","5","10211201","5211321","5.5","600","0","1"
"610211103","5211323","40","1","0","5","10211201","0","1.5","0","0","2"
"610211104","0","0","1","0","5","10211201","0","1.5","0","0","3"
"610211105","0","0","2","3","5","10211501","0","5.5","600","0","1"
"610211106","0","45","1","0","5","10211501","0","1.5","0","0","2"
"610211107","0","0","1","0","5","10211501","0","1.5","0","0","3"
"610212102","5212322","0","2","3","5","10212201","5212321","5.5","600","0","1"
"610212103","5212323","60","1","0","5","10212201","0","1.5","0","0","2"
"610212104","0","0","1","0","5","10212201","0","1.5","0","0","3"
"610212105","0","0","2","3","5","10212501","0","5.5","600","0","1"
"610212106","0","60","1","0","5","10212501","0","1.5","0","0","2"
"610212107","0","0","1","0","5","10212501","0","1.5","0","0","3"
"610213102","5213322","0","2","3","5","10213201","5213321","5.5","600","0","1"
"610213103","5213323","60","1","0","5","10213201","0","1.5","0","0","2"
"610213104","0","0","1","0","5","10213201","0","1.5","0","0","3"
"610213105","0","0","2","3","5","10213501","0","5.5","600","0","1"
"610213106","0","60","1","0","5","10213501","0","1.5","0","0","2"
"610213107","0","0","1","0","5","10213501","0","1.5","0","0","3"
"610213152","5213332","0","2","5.5","5","10213251","5213331","5.5","600","0","1"
"610213153","5213333","70","1","0","5","10213251","0","1.5","0","0","2"
"610213154","0","0","1","0","5","10213251","0","1.5","0","0","3"
"610213155","0","0","2","5.5","5","10213551","0","5.5","600","0","1"
"610213156","0","70","1","0","5","10213551","0","1.5","0","0","2"
"610213157","0","0","1","0","5","10213551","0","1.5","0","0","3"
"610214102","5214322","0","2","3","5","10214201","5214321","5.5","600","0","1"
"610214103","5214323","0","2","3","5","10214201","0","1.5","600","0","2"
"610214104","0","0","1","0","5","10214201","0","1.5","0","0","3"
"610214105","0","0","2","3","5","10214501","0","5.5","600","0","1"
"610214106","0","0","2","3","5","10214501","0","1.5","600","0","2"
"610214107","0","0","1","0","5","10214501","0","1.5","0","0","3"
"610215102","5215322","0","2","3","5","10215201","5215321","5.5","600","0","1"
"610215103","5215323","0","2","3","5","10215201","0","1.5","600","0","2"
"610215104","0","0","1","0","5","10215201","0","1.5","0","0","3"
"610215105","0","0","2","3","5","10215501","0","5.5","600","0","1"
"610215106","0","0","2","3","5","10215501","0","1.5","600","0","2"
"610215107","0","0","1","0","5","10215501","0","1.5","0","0","3"
"610216102","5216322","0","2","3","5","10216201","5216321","5.5","600","0","1"
"610216103","5216323","55","1","0","5","10216201","0","1.5","0","0","2"
"610216104","0","0","1","0","5","10216201","0","1.5","0","0","3"
"610216105","0","0","2","3","5","10216501","0","5.5","600","0","1"
"610216106","0","55","1","0","5","10216501","0","1.5","0","0","2"
"610216107","0","0","1","0","5","10216501","0","1.5","0","0","3"
