ea6b8139cef23396442e37253a7c6716564a040cfd937ae4a1ee55c2c8a3e0c8,d0f3cde7ba226f59cb543ab238f5fcd13160d5003d61da516fa7ec6d7f44cc06,143faaff22086af43413fd33592ec32633f17cc20ae43e69eb77b58a7166e189,a1977ce6097297ad95b1d7a65259464a5919d494b04ed5d2f0a60c3c250a4161,b9fccb3f2f5237917fa7ab0811c07d851eaddef844f63b8faf7178c4bf741ccc
"235","23002","11001005","2","0"
"236","4101101","11002001","18","500000"
"237","4101201","11002001","18","80000"
"238","4101202","11002001","18","80000"
"239","4101203","11002001","18","80000"
"240","4101251","11002001","18","80000"
"241","4101301","11002001","18","44250"
"242","4101302","11002001","18","44250"
"243","4101303","11002001","18","44250"
"244","4101351","11002001","18","44250"
"245","4101401","11002001","18","3000"
"246","4104101","11002001","18","500000"
"247","4104201","11002001","18","80000"
"248","4104202","11002001","18","80000"
"249","4104203","11002001","18","80000"
"250","4104251","11002001","18","80000"
"251","4104301","11002001","18","44250"
"252","4104302","11002001","18","44250"
"253","4104303","11002001","18","44250"
"254","4104351","11002001","18","44250"
"255","4104401","11002001","18","3000"
"256","4201101","11002001","18","300000"
"257","4201201","11002001","18","63945"
"258","4201202","11002001","18","63945"
"259","4201203","11002001","18","63945"
"260","4201301","11002001","18","35376"
"261","4201302","11002001","18","35379"
"262","4201303","11002001","18","35379"
"263","4201401","11002001","18","1800"
"264","4202101","11002001","18","300000"
"265","4202201","11002001","18","63948"
"266","4202202","11002001","18","63948"
"267","4202203","11002001","18","63948"
"268","4202301","11002001","18","35379"
"269","4202302","11002001","18","35379"
"270","4202303","11002001","18","35379"
"271","4202401","11002001","18","1800"
"272","4301101","11002001","18","899999"
"273","4301201","11002001","18","215999"
"274","4301202","11002001","18","215999"
"275","4301251","11002001","18","144000"
"276","4301301","11002001","18","119700"
"277","4301302","11002001","18","119700"
"278","4301351","11002001","18","79650"
"279","4301401","11002001","18","5400"
"280","99006","11002001","2","0"
"281","94002","11002001","12","0"
"282","90008","11002001","2","0"
"283","26201","11002001","2","0"
"284","23002","11002001","2","0"
"285","4106101","11002002","18","500000"
"286","4106201","11002002","18","80000"
"287","4106202","11002002","18","80000"
"288","4106203","11002002","18","80000"
"289","4106251","11002002","18","80000"
"290","4106301","11002002","18","44250"
"291","4106302","11002002","18","44250"
"292","4106303","11002002","18","44250"
"293","4106351","11002002","18","44250"
"294","4106401","11002002","18","3000"
"295","4110101","11002002","18","500000"
"296","4110201","11002002","18","80000"
"297","4110202","11002002","18","80000"
"298","4110203","11002002","18","80000"
"299","4110251","11002002","18","80000"
"300","4110301","11002002","18","44250"
"301","4110302","11002002","18","44250"
"302","4110303","11002002","18","44250"
"303","4110351","11002002","18","44250"
"304","4110401","11002002","18","3000"
"305","4203101","11002002","18","300000"
"306","4203201","11002002","18","63945"
"307","4203202","11002002","18","63945"
"308","4203203","11002002","18","63945"
"309","4203301","11002002","18","35376"
"310","4203302","11002002","18","35379"
"311","4203303","11002002","18","35379"
"312","4203401","11002002","18","1800"
"313","4204101","11002002","18","300000"
"314","4204201","11002002","18","63948"
"315","4204202","11002002","18","63948"
"316","4204203","11002002","18","63948"
"317","4204301","11002002","18","35379"
"318","4204302","11002002","18","35379"
"319","4204303","11002002","18","35379"
"320","4204401","11002002","18","1800"
"321","4305101","11002002","18","899999"
"322","4305201","11002002","18","215999"
"323","4305202","11002002","18","215999"
"324","4305251","11002002","18","144000"
"325","4305301","11002002","18","119700"
"326","4305302","11002002","18","119700"
"327","4305351","11002002","18","79650"
"328","4305401","11002002","18","5400"
"329","99006","11002002","2","0"
"330","94002","11002002","12","0"
"331","90008","11002002","2","0"
"332","26201","11002002","2","0"
"333","23002","11002002","2","0"
"334","4102101","11002003","18","500000"
"335","4102201","11002003","18","80000"
"336","4102202","11002003","18","80000"
"337","4102203","11002003","18","80000"
"338","4102251","11002003","18","80000"
"339","4102301","11002003","18","44250"
"340","4102302","11002003","18","44250"
"341","4102303","11002003","18","44250"
"342","4102351","11002003","18","44250"
"343","4102401","11002003","18","3000"
"344","4105101","11002003","18","500000"
"345","4105201","11002003","18","80000"
"346","4105202","11002003","18","80000"
"347","4105203","11002003","18","80000"
"348","4105251","11002003","18","80000"
"349","4105301","11002003","18","44250"
"350","4105302","11002003","18","44250"
"351","4105303","11002003","18","44250"
"352","4105351","11002003","18","44250"
"353","4105401","11002003","18","3000"
"354","4201101","11002003","18","300000"
"355","4201201","11002003","18","63945"
"356","4201202","11002003","18","63945"
"357","4201203","11002003","18","63945"
"358","4201301","11002003","18","35376"
"359","4201302","11002003","18","35379"
"360","4201303","11002003","18","35379"
"361","4201401","11002003","18","1800"
"362","4202101","11002003","18","300000"
"363","4202201","11002003","18","63948"
"364","4202202","11002003","18","63948"
"365","4202203","11002003","18","63948"
"366","4202301","11002003","18","35379"
"367","4202302","11002003","18","35379"
"368","4202303","11002003","18","35379"
"369","4202401","11002003","18","1800"
"370","4302101","11002003","18","899999"
"371","4302201","11002003","18","215999"
"372","4302202","11002003","18","215999"
"373","4302251","11002003","18","144000"
"374","4302301","11002003","18","119700"
"375","4302302","11002003","18","119700"
"376","4302351","11002003","18","79650"
"377","4302401","11002003","18","5400"
"378","99006","11002003","2","0"
"379","94002","11002003","12","0"
"380","90008","11002003","2","0"
"381","26201","11002003","2","0"
"382","23002","11002003","2","0"
"383","4108101","11002004","18","500000"
"384","4108201","11002004","18","80000"
"385","4108202","11002004","18","80000"
"386","4108203","11002004","18","80000"
"387","4108251","11002004","18","80000"
"388","4108301","11002004","18","44250"
"389","4108302","11002004","18","44250"
"390","4108303","11002004","18","44250"
"391","4108351","11002004","18","44250"
"392","4108401","11002004","18","3000"
"393","4109101","11002004","18","500000"
"394","4109201","11002004","18","80000"
"395","4109202","11002004","18","80000"
"396","4109203","11002004","18","80000"
"397","4109251","11002004","18","80000"
"398","4109301","11002004","18","44250"
"399","4109302","11002004","18","44250"
"400","4109303","11002004","18","44250"
"401","4109351","11002004","18","44250"
"402","4109401","11002004","18","3000"
"403","4203101","11002004","18","300000"
"404","4203201","11002004","18","63945"
"405","4203202","11002004","18","63945"
"406","4203203","11002004","18","63945"
"407","4203301","11002004","18","35376"
"408","4203302","11002004","18","35379"
"409","4203303","11002004","18","35379"
"410","4203401","11002004","18","1800"
"411","4204101","11002004","18","300000"
"412","4204201","11002004","18","63948"
"413","4204202","11002004","18","63948"
"414","4204203","11002004","18","63948"
"415","4204301","11002004","18","35379"
"416","4204302","11002004","18","35379"
"417","4204303","11002004","18","35379"
"418","4204401","11002004","18","1800"
"419","4304101","11002004","18","899999"
"420","4304201","11002004","18","215999"
"421","4304202","11002004","18","215999"
"422","4304251","11002004","18","144000"
"423","4304301","11002004","18","119700"
"424","4304302","11002004","18","119700"
"425","4304351","11002004","18","79650"
"426","4304401","11002004","18","5400"
"427","99006","11002004","2","0"
"428","94002","11002004","12","0"
"429","90008","11002004","2","0"
"430","26201","11002004","2","0"
"431","23002","11002004","2","0"
"432","4103101","11002005","18","500000"
"433","4103201","11002005","18","80000"
"434","4103202","11002005","18","80000"
"435","4103203","11002005","18","80000"
"436","4103251","11002005","18","80000"
"437","4103301","11002005","18","44250"
"438","4103302","11002005","18","44250"
"439","4103303","11002005","18","44250"
"440","4103351","11002005","18","44250"
"441","4103401","11002005","18","3000"
"442","4107101","11002005","18","500000"
"443","4107201","11002005","18","80000"
"444","4107202","11002005","18","80000"
"445","4107203","11002005","18","80000"
"446","4107251","11002005","18","80000"
"447","4107301","11002005","18","44250"
"448","4107302","11002005","18","44250"
"449","4107303","11002005","18","44250"
"450","4107351","11002005","18","44250"
"451","4107401","11002005","18","3000"
"452","4201101","11002005","18","300000"
"453","4201201","11002005","18","63945"
"454","4201202","11002005","18","63945"
"455","4201203","11002005","18","63945"
"456","4201301","11002005","18","35376"
"457","4201302","11002005","18","35379"
"458","4201303","11002005","18","35379"
"459","4201401","11002005","18","1800"
"460","4202101","11002005","18","300000"
"461","4202201","11002005","18","63948"
"462","4202202","11002005","18","63948"
"463","4202203","11002005","18","63948"
"464","4202301","11002005","18","35379"
"465","4202302","11002005","18","35379"
"466","4202303","11002005","18","35379"
"467","4202401","11002005","18","1800"
"468","4303101","11002005","18","899999"
"469","4303201","11002005","18","215999"
"470","4303202","11002005","18","215999"
"471","4303251","11002005","18","144000"
"472","4303301","11002005","18","119700"
"473","4303302","11002005","18","119700"
"474","4303351","11002005","18","79650"
"475","4303401","11002005","18","5400"
"476","99006","11002005","2","0"
"477","94002","11002005","12","0"
"478","90008","11002005","2","0"
"479","26201","11002005","2","0"
"480","23002","11002005","2","0"
"481","4101101","11003001","18","167000"
"482","4101201","11003001","18","26500"
"483","4101202","11003001","18","26500"
"484","4101203","11003001","18","26500"
"485","4101251","11003001","18","27000"
"486","4101301","11003001","18","14700"
"487","4101302","11003001","18","14700"
"488","4101303","11003001","18","14700"
"489","4101351","11003001","18","14700"
"490","4101401","11003001","18","1000"
"491","4104101","11003001","18","167000"
"492","4104201","11003001","18","26500"
"493","4104202","11003001","18","26500"
"494","4104203","11003001","18","26500"
"495","4104251","11003001","18","27000"
"496","4104301","11003001","18","14700"
"497","4104302","11003001","18","14700"
"498","4104303","11003001","18","14700"
"499","4104351","11003001","18","14700"
"500","4104401","11003001","18","1000"
"501","4109101","11003001","18","167000"
"502","4109201","11003001","18","26500"
"503","4109202","11003001","18","26500"
"504","4109203","11003001","18","26500"
"505","4109251","11003001","18","27000"
"506","4109301","11003001","18","14700"
"507","4109302","11003001","18","14700"
"508","4109303","11003001","18","14700"
"509","4109351","11003001","18","14800"
"510","4109401","11003001","18","1000"
"511","4201101","11003001","18","800000"
"512","4201201","11003001","18","128000"
"513","4201202","11003001","18","128000"
"514","4201203","11003001","18","128000"
"515","4201251","11003001","18","128000"
"516","4201301","11003001","18","70800"
"517","4201302","11003001","18","70800"
"518","4201303","11003001","18","70800"
"519","4201351","11003001","18","70800"
"520","4201401","11003001","18","4800"
"521","4301101","11003001","18","600000"
"522","4301201","11003001","18","144000"
"523","4301202","11003001","18","144000"
"524","4301251","11003001","18","96000"
"525","4301301","11003001","18","79800"
"526","4301302","11003001","18","79800"
"527","4301351","11003001","18","52800"
"528","4301401","11003001","18","3600"
"529","4303101","11003001","18","600000"
"530","4303201","11003001","18","144000"
"531","4303202","11003001","18","144000"
"532","4303251","11003001","18","96000"
"533","4303301","11003001","18","79800"
"534","4303302","11003001","18","79800"
"535","4303351","11003001","18","52800"
"536","4303401","11003001","18","3600"
"537","99006","11003001","2","0"
"538","94002","11003001","12","0"
"539","90008","11003001","2","0"
"540","26201","11003001","2","0"
"541","23002","11003001","2","0"
"542","4102101","11003002","18","167000"
"543","4102201","11003002","18","26500"
"544","4102202","11003002","18","26500"
"545","4102203","11003002","18","26500"
"546","4102251","11003002","18","27000"
"547","4102301","11003002","18","14700"
"548","4102302","11003002","18","14700"
"549","4102303","11003002","18","14700"
"550","4102351","11003002","18","14700"
"551","4102401","11003002","18","1000"
"552","4108101","11003002","18","167000"
"553","4108201","11003002","18","26500"
"554","4108202","11003002","18","26500"
"555","4108203","11003002","18","26500"
"556","4108251","11003002","18","27000"
"557","4108301","11003002","18","14700"
"558","4108302","11003002","18","14700"
"559","4108303","11003002","18","14700"
"560","4108351","11003002","18","14700"
"561","4108401","11003002","18","1000"
"562","4110101","11003002","18","167000"
"563","4110201","11003002","18","26500"
"564","4110202","11003002","18","26500"
"565","4110203","11003002","18","26500"
"566","4110251","11003002","18","27000"
"567","4110301","11003002","18","14700"
"568","4110302","11003002","18","14700"
"569","4110303","11003002","18","14700"
"570","4110351","11003002","18","14800"
"571","4110401","11003002","18","1000"
"572","4202101","11003002","18","800000"
"573","4202201","11003002","18","128000"
"574","4202202","11003002","18","128000"
"575","4202203","11003002","18","128000"
"576","4202251","11003002","18","128000"
"577","4202301","11003002","18","70800"
"578","4202302","11003002","18","70800"
"579","4202303","11003002","18","70800"
"580","4202351","11003002","18","70800"
"581","4202401","11003002","18","4800"
"582","4301101","11003002","18","600000"
"583","4301201","11003002","18","144000"
"584","4301202","11003002","18","144000"
"585","4301251","11003002","18","96000"
"586","4301301","11003002","18","79800"
"587","4301302","11003002","18","79800"
"588","4301351","11003002","18","52800"
"589","4301401","11003002","18","3600"
"590","4302101","11003002","18","600000"
"591","4302201","11003002","18","144000"
"592","4302202","11003002","18","144000"
"593","4302251","11003002","18","96000"
"594","4302301","11003002","18","79800"
"595","4302302","11003002","18","79800"
"596","4302351","11003002","18","52800"
"597","4302401","11003002","18","3600"
"598","99006","11003002","2","0"
"599","94002","11003002","12","0"
"600","90008","11003002","2","0"
"601","26201","11003002","2","0"
"602","23002","11003002","2","0"
"603","4103101","11003003","18","167000"
"604","4103201","11003003","18","26500"
"605","4103202","11003003","18","26500"
"606","4103203","11003003","18","26500"
"607","4103251","11003003","18","27000"
"608","4103301","11003003","18","14700"
"609","4103302","11003003","18","14700"
"610","4103303","11003003","18","14700"
"611","4103351","11003003","18","14700"
"612","4103401","11003003","18","1000"
"613","4105101","11003003","18","167000"
"614","4105201","11003003","18","26500"
"615","4105202","11003003","18","26500"
"616","4105203","11003003","18","26500"
"617","4105251","11003003","18","27000"
"618","4105301","11003003","18","14700"
"619","4105302","11003003","18","14700"
"620","4105303","11003003","18","14700"
"621","4105351","11003003","18","14700"
"622","4105401","11003003","18","1000"
"623","4109101","11003003","18","167000"
"624","4109201","11003003","18","26500"
"625","4109202","11003003","18","26500"
"626","4109203","11003003","18","26500"
"627","4109251","11003003","18","27000"
"628","4109301","11003003","18","14700"
"629","4109302","11003003","18","14700"
"630","4109303","11003003","18","14700"
"631","4109351","11003003","18","14800"
"632","4109401","11003003","18","1000"
"633","4203101","11003003","18","800000"
"634","4203201","11003003","18","128000"
"635","4203202","11003003","18","128000"
"636","4203203","11003003","18","128000"
"637","4203251","11003003","18","128000"
"638","4203301","11003003","18","70800"
"639","4203302","11003003","18","70800"
"640","4203303","11003003","18","70800"
"641","4203351","11003003","18","70800"
"642","4203401","11003003","18","4800"
"643","4304101","11003003","18","600000"
"644","4304201","11003003","18","144000"
"645","4304202","11003003","18","144000"
"646","4304251","11003003","18","96000"
"647","4304301","11003003","18","79800"
"648","4304302","11003003","18","79800"
"649","4304351","11003003","18","52800"
"650","4304401","11003003","18","3600"
"651","4305101","11003003","18","600000"
"652","4305201","11003003","18","144000"
"653","4305202","11003003","18","144000"
"654","4305251","11003003","18","96000"
"655","4305301","11003003","18","79800"
"656","4305302","11003003","18","79800"
"657","4305351","11003003","18","52800"
"658","4305401","11003003","18","3600"
"659","99006","11003003","2","0"
"660","94002","11003003","12","0"
"661","90008","11003003","2","0"
"662","26201","11003003","2","0"
"663","23002","11003003","2","0"
"664","4106101","11003004","18","167000"
"665","4106201","11003004","18","26500"
"666","4106202","11003004","18","26500"
"667","4106203","11003004","18","26500"
"668","4106251","11003004","18","27000"
"669","4106301","11003004","18","14700"
"670","4106302","11003004","18","14700"
"671","4106303","11003004","18","14700"
"672","4106351","11003004","18","14700"
"673","4106401","11003004","18","1000"
"674","4107101","11003004","18","167000"
"675","4107201","11003004","18","26500"
"676","4107202","11003004","18","26500"
"677","4107203","11003004","18","26500"
"678","4107251","11003004","18","27000"
"679","4107301","11003004","18","14700"
"680","4107302","11003004","18","14700"
"681","4107303","11003004","18","14700"
"682","4107351","11003004","18","14700"
"683","4107401","11003004","18","1000"
"684","4110101","11003004","18","167000"
"685","4110201","11003004","18","26500"
"686","4110202","11003004","18","26500"
"687","4110203","11003004","18","26500"
"688","4110251","11003004","18","27000"
"689","4110301","11003004","18","14700"
"690","4110302","11003004","18","14700"
"691","4110303","11003004","18","14700"
"692","4110351","11003004","18","14800"
"693","4110401","11003004","18","1000"
"694","4204101","11003004","18","800000"
"695","4204201","11003004","18","128000"
"696","4204202","11003004","18","128000"
"697","4204203","11003004","18","128000"
"698","4204251","11003004","18","128000"
"699","4204301","11003004","18","70800"
"700","4204302","11003004","18","70800"
"701","4204303","11003004","18","70800"
"702","4204351","11003004","18","70800"
"703","4204401","11003004","18","4800"
"704","4304101","11003004","18","600000"
"705","4304201","11003004","18","144000"
"706","4304202","11003004","18","144000"
"707","4304251","11003004","18","96000"
"708","4304301","11003004","18","79800"
"709","4304302","11003004","18","79800"
"710","4304351","11003004","18","52800"
"711","4304401","11003004","18","3600"
"712","4305101","11003004","18","600000"
"713","4305201","11003004","18","144000"
"714","4305202","11003004","18","144000"
"715","4305251","11003004","18","96000"
"716","4305301","11003004","18","79800"
"717","4305302","11003004","18","79800"
"718","4305351","11003004","18","52800"
"719","4305401","11003004","18","3600"
"720","99006","11003004","2","0"
"721","94002","11003004","12","0"
"722","90008","11003004","2","0"
"723","26201","11003004","2","0"
"724","23002","11003004","2","0"
