b3cbbaaab32f0a3401eaa31dc58e03c871b12b1096006ca7b6909c6fe521889e,64061c6bf798bb58649428f2970295fae26f4538d9997f1f259a103a0dd8b3e1,92257961b38cf2fec51c8a6ae3dea32505a22be83cbf06e77dcde144bc03246a,40a1e79ead6c0fdfbb1185d5a6ace4afa55685a17a0cde7454999b957d824110,16b3493ee1e83446bc1d5e2b7949543a5e06ccb419ee0740f9c138235f63f768,1adb16234648767ddec2b0a425c65a397634e282110fe404ab66d8a7c3c8c96d,fe92741ef716fcf216d18f96308a6f02141ceec319a4068b2d9f780530003917,20996fb405080bc0b92b92db6e04b14ae16ed75809e3eeb3ca82e14a8059b558,8ef7c7d35b295692daccd949a8041fdf20eebe56156324cd900d6fa852a0e7e8
"1","0","2","2","0","常夏を駆ける","2","3","80"
"1","0","2","2","0","マッスル","0","3","81"
"1","0","2","2","0","金波銀波の","0","3","82"
"1","0","2","2","0","生まれながらの","2","3","83"
"1","0","2","2","0","お騒がせの","0","3","84"
"1","0","2","2","0","未知数の","0","3","85"
"1","0","2","2","0","激ヤバ","0","3","86"
"1","0","2","2","0","負けるな","0","3","87"
"1","1","2","3","1","ライトスピード","2","3","88"
"1","1","2","3","1","プロフェッショナル","1","3","89"
"1","1","2","3","1","トップオブ","0","3","90"
"1","1","2","3","1","ゴールドメダル","2","3","91"
"1","1","2","3","1","アルティメット","2","3","92"
"1","1","2","3","1","ザ・ベスト","0","3","93"
"1","1","2","3","1","パーフェクト","2","3","94"
"1","1","2","3","1","100年に1人の","1","3","95"
"1","1","2","3","1","レジェンダリー","2","3","96"
"1","1","2","3","1","超一流の","0","3","97"
"1","1","2","3","1","世界の","0","3","98"
"1","1","2","3","1","選ばれし","0","3","99"
"1","0","2","3","1","アスレチック","2","3","100"
"1","0","2","3","1","偉大なる","0","3","101"
"1","0","2","3","1","スーパーソニック","1","3","102"
"1","0","2","3","1","ウルトラ","0","3","103"
"1","0","2","3","1","MVPの","0","3","104"
"1","0","2","3","1","ジェネラル","0","3","105"
"1","0","2","3","1","オールラウンド","2","3","106"
"1","0","2","3","1","シルバーメダル","2","3","107"
"1","0","2","3","1","聖なる","0","3","108"
"1","0","2","3","1","エクセレント","2","3","109"
"1","0","2","3","1","一流の","0","3","110"
"1","0","2","3","1","マーベラス","0","3","111"
"1","1","2","3","0","スーパー","0","3","112"
"1","1","2","3","0","フライング","0","3","113"
"1","1","2","3","0","グレート","0","3","114"
"1","1","2","3","0","アンストッパブル","1","3","115"
"1","1","2","3","0","カリスマ","0","3","116"
"1","1","2","3","0","万能","0","3","117"
"1","1","2","3","0","新世代の","0","3","118"
"1","1","2","3","0","栄えある","0","3","119"
"1","1","2","3","0","異彩を放つ","0","3","120"
"1","1","2","3","0","いぶし銀の","0","3","121"
"1","1","2","3","0","天下の","0","3","122"
"1","0","2","3","0","レッツゴー","0","3","123"
"1","0","2","3","0","グッド","0","3","124"
"1","0","2","3","0","ホップ・ステップ・","1","3","125"
"1","0","2","3","0","伸びしろのある","2","3","126"
"1","0","2","3","0","ブロンズメダル","2","3","127"
"1","0","2","3","0","期待の","0","3","128"
"1","0","2","3","0","ジャンピング","2","3","129"
"1","0","2","3","0","新時代の","0","3","130"
"1","0","2","3","0","知る人ぞ知る","2","3","131"
