b8e9815d5686b5b44ded741c5c5965aa72f120f771dbe9dcf84b45f03f58ca46,98da5b840041b4919b4abcd8bb88af0fff69952d38ab30bb42b7f6b00cd88654,44d6ef9e4d607ef7090d3df015057e90817f1e1ef667bf5344cbad415f85f640,aa1c7a43abd653026882652167a36165eccba82b6a7351840fb80743b16b0e0f,207b4b2e18f6ad4a0fe8d7e45aa3e866515c74da0990454fbf87ef44427c67fc,57c4d56b4bb86f444e5ab6bef8f8068ebf7ed5a954fef01187c8a0daba4ea673,984afafc988fb9fcb86b31df731431763fa46b7addd1c688f8a34c6fa2174a9c,8402293ef73fa0f461a363fedd890d2dfa179d9f9780577e49b496b6e520584e,18dba9366d2b5bf6de8fcd0a79747a0ffb993cd1619e2e7ef6be5f8d166eecc2,3fa3158b589155fb08c52642d88cf3b2edcec74a60b8c4168dacaf9310a8abdf,b777e04f7385d4e330feb662b9d63129b4f1bb9bfbcf359d5f37ab04b5f8d3a4,d20c5809719cff4311bb073ce0bc51c336d2837c665fda8fe2ebb6533dc850ab
"100700223","0","1007002","0","4","0","23","0","0","1.654","0","1"
"100700224","0","1007002","0","1","0","24","364","1.773","0","7","0"
"100700225","0","1007002","0","4","0","25","0","0","2.5","0","1"
"100700301","0","1007003","0","4","0","1","0","0","0.8","0","1"
"100700302","0","1007003","vo_svd_0301","2","vo_svd","2","0","0","0","0","0"
"100700303","0","1007003","0","1","0","3","185","1.205","0","1","0"
"100700304","0","1007003","0","4","0","4","0","0","1.739","0","1"
"100700305","185","1007003","0","1","0","5","355","1.278","0","1","0"
"100700306","0","1007003","0","4","0","6","0","0","0.687","0","1"
"100700307","0","1007003","0","1","0","7","132","0.735","0","2","0"
"100700308","0","1007003","0","4","0","8","0","0","2.357","0","1"
"100700309","0","1007003","vo_svd_0302","2","vo_svd","9","0","0","0","0","0"
"100700310","132","1007003","0","1","0","10","364","1.542","0","2","0"
"100700311","0","1007003","0","4","0","11","0","0","1.9","0","1"
"100700312","0","1007003","0","1","0","12","336","1.82","0","3","0"
"100700313","0","1007003","0","4","0","13","0","0","1.754","0","1"
"100700314","0","1007003","0","1","0","14","255","1.133","0","4","0"
"100700315","0","1007003","0","4","0","15","0","0","2.697","0","1"
"100700316","0","1007003","vo_svd_0303","2","vo_svd","16","0","0","0","0","0"
"100700317","0","1007003","0","1","0","17","336","1.827","0","5","0"
"100700318","0","1007003","0","4","0","18","0","0","2.182","0","1"
"100700319","0","1007003","0","1","0","19","275","1.186","0","6","0"
"100700320","0","1007003","0","4","0","20","0","0","2.842","0","1"
"100700321","0","1007003","vo_svd_0304","2","vo_svd","21","0","0","0","0","0"
"100700322","0","1007003","0","1","0","22","336","2.067","0","7","0"
"100700323","0","1007003","0","4","0","23","0","0","1.844","0","1"
"100700324","0","1007003","0","1","0","24","364","2.068","0","8","0"
"100700325","0","1007003","0","4","0","25","0","0","2.5","0","1"
"100700401","0","1007004","0","4","0","1","0","0","0.8","0","1"
"100700402","0","1007004","vo_svd_0401","2","vo_svd","2","0","0","0","0","0"
"100700403","0","1007004","0","1","0","3","201","1.105","0","1","0"
"100700404","0","1007004","0","4","0","4","0","0","1.504","0","1"
"100700405","201","1007004","0","1","0","5","313","0.62","0","1","0"
"100700406","0","1007004","0","4","0","6","0","0","0.554","0","1"
"100700407","0","1007004","0","1","0","7","165","0.728","0","2","0"
"100700408","0","1007004","0","4","0","8","0","0","2.154","0","1"
"100700409","0","1007004","vo_svd_0402","2","vo_svd","9","0","0","0","0","0"
"100700410","165","1007004","0","1","0","10","334","1.051","0","2","0"
"100700411","0","1007004","0","4","0","11","0","0","0.915","0","1"
"100700412","0","1007004","0","1","0","12","161","0.927","0","3","0"
"100700413","0","1007004","0","4","0","13","0","0","1.701","0","1"
"100700414","161","1007004","0","1","0","14","311","0.905","0","3","0"
"100700415","0","1007004","0","4","0","15","0","0","0.816","0","1"
"100700416","0","1007004","0","1","0","16","329","1.249","0","4","0"
"100700417","0","1007004","0","4","0","17","0","0","1.252","0","1"
"100700418","0","1007004","0","1","0","18","268","0.987","0","5","0"
"100700419","0","1007004","0","4","0","19","0","0","2.864","0","1"
"100700420","0","1007004","vo_svd_0403","2","vo_svd","20","0","0","0","0","0"
"100700421","0","1007004","0","1","0","21","336","2.056","0","6","0"
"100700422","0","1007004","0","4","0","22","0","0","1.844","0","1"
"100700423","0","1007004","0","1","0","23","364","1.963","0","7","0"
"100700424","0","1007004","0","4","0","24","0","0","2.5","0","1"
"100700501","0","1007005","0","4","0","1","0","0","0.8","0","1"
"100700502","0","1007005","vo_svd_0501","2","vo_svd","2","0","0","0","0","0"
"100700503","0","1007005","0","1","0","3","329","1.741","0","1","0"
"100700504","0","1007005","0","4","0","4","0","0","2.972","0","1"
"100700505","0","1007005","vo_svd_0502","2","vo_svd","5","0","0","0","0","0"
"100700506","0","1007005","0","1","0","6","320","1.539","0","2","0"
"100700507","0","1007005","0","4","0","7","0","0","1.258","0","1"
"100700508","0","1007005","0","1","0","8","175","0.762","0","3","0"
"100700509","0","1007005","0","4","0","9","0","0","2.583","0","1"
"100700510","0","1007005","vo_svd_0503","2","vo_svd","10","0","0","0","0","0"
"100700511","0","1007005","0","1","0","11","336","2.131","0","4","0"
"100700512","0","1007005","0","4","0","12","0","0","2.924","0","1"
"100700513","0","1007005","0","1","0","13","329","1.868","0","5","0"
"100700514","0","1007005","0","4","0","14","0","0","3.266","0","1"
"100700515","0","1007005","vo_svd_0504","2","vo_svd","15","0","0","0","0","0"
"100700516","0","1007005","0","1","0","16","275","1.269","0","6","0"
"100700517","0","1007005","0","4","0","17","0","0","2.653","0","1"
"100700518","0","1007005","vo_svd_0505","2","vo_svd","18","0","0","0","0","0"
"100700519","0","1007005","0","1","0","19","336","2.056","0","7","0"
"100700520","0","1007005","0","4","0","20","0","0","1.844","0","1"
"100700521","0","1007005","0","1","0","21","364","1.965","0","8","0"
"100700522","0","1007005","0","4","0","22","0","0","2.5","0","1"
"100700601","0","1007006","0","4","0","1","0","0","0.8","0","1"
"100700602","0","1007006","vo_svd_0601","2","vo_svd","2","0","0","0","0","0"
"100700603","0","1007006","0","1","0","3","336","1.875","0","1","0"
"100700604","0","1007006","0","4","0","4","0","0","3.353","0","1"
"100700605","0","1007006","vo_svd_0602","2","vo_svd","5","0","0","0","0","0"
"100700606","0","1007006","0","1","0","6","336","1.734","0","2","0"
"100700607","0","1007006","0","4","0","7","0","0","1.665","0","1"
"100700608","0","1007006","0","1","0","8","219","1.035","0","3","0"
"100700609","0","1007006","0","4","0","9","0","0","1.893","0","1"
"100700610","248","1007006","0","1","0","10","354","0.821","0","3","0"
"100700611","0","1007006","0","4","0","11","0","0","0.664","0","1"
"100700612","0","1007006","0","1","0","12","275","1.361","0","4","0"
"100700613","0","1007006","0","4","0","13","0","0","1.108","0","1"
"100700614","0","1007006","0","1","0","14","259","1.269","0","5","0"
"100700615","0","1007006","0","4","0","15","0","0","3.112","0","1"
"100700616","0","1007006","vo_svd_0603","2","vo_svd","16","0","0","0","0","0"
"100700617","0","1007006","0","1","0","17","336","2.056","0","6","0"
"100700618","0","1007006","0","4","0","18","0","0","1.844","0","1"
"100700619","0","1007006","0","1","0","19","364","1.965","0","7","0"
"100700620","0","1007006","0","4","0","20","0","0","2.5","0","1"
"100700701","0","1007007","0","4","0","1","0","0","0.8","0","1"
"100700702","0","1007007","vo_svd_0701","2","vo_svd","2","0","0","0","0","0"
"100700703","0","1007007","0","1","0","3","132","0.926","0","1","0"
"100700704","0","1007007","0","4","0","4","0","0","1.549","0","1"
"100700705","132","1007007","0","1","0","5","345","1.457","0","1","0"
"100700706","0","1007007","0","4","0","6","0","0","1.228","0","1"
"100700707","0","1007007","0","1","0","7","168","0.762","0","2","0"
"100700708","0","1007007","0","4","0","8","0","0","2.221","0","1"
"100700709","0","1007007","vo_svd_0702","2","vo_svd","9","0","0","0","0","0"
"100700710","168","1007007","0","1","0","10","347","0.969","0","2","0"
"100700711","0","1007007","0","4","0","11","0","0","0.747","0","1"
"100700712","0","1007007","0","1","0","12","336","2.085","0","3","0"
"100700713","0","1007007","0","4","0","13","0","0","2.932","0","1"
"100700714","0","1007007","0","1","0","14","275","1.436","0","4","0"
"100700715","0","1007007","0","4","0","15","0","0","2.164","0","1"
"100700716","0","1007007","0","1","0","16","356","1.928","0","5","0"
"100700717","0","1007007","0","4","0","17","0","0","1.673","0","1"
"100700718","0","1007007","0","1","0","18","259","1.269","0","6","0"
"100700719","0","1007007","0","4","0","19","0","0","3.156","0","1"
"100700720","0","1007007","vo_svd_0703","2","vo_svd","20","0","0","0","0","0"
"100700721","0","1007007","0","1","0","21","336","2.077","0","7","0"
"100700722","0","1007007","0","4","0","22","0","0","1.841","0","1"
"100700723","0","1007007","0","1","0","23","364","1.965","0","8","0"
"100700724","0","1007007","0","4","0","24","0","0","2.5","0","0"
"100700801","0","1007008","0","4","0","1","0","0","0.8","0","1"
"100700802","0","1007008","vo_svd_0801","2","vo_svd","2","0","0","0","0","0"
"100700803","0","1007008","0","1","0","3","356","2.027","0","1","0"
"100700804","0","1007008","0","4","0","4","0","0","3.309","0","1"
"100700805","0","1007008","vo_svd_0802","2","vo_svd","5","0","0","0","0","0"
"100700806","0","1007008","0","1","0","6","336","1.879","0","2","0"
"100700807","0","1007008","0","4","0","7","0","0","3.041","0","1"
"100700808","0","1007008","vo_svd_0803","2","vo_svd","8","0","0","0","0","0"
"100700809","0","1007008","0","1","0","9","336","1.848","0","3","0"
"100700810","0","1007008","0","4","0","10","0","0","1.437","0","1"
"100700811","0","1007008","0","1","0","11","168","0.796","0","4","0"
"100700812","0","1007008","","4","","12","0","0","2.532","0","1"
"100700813","0","1007008","vo_svd_0804","2","vo_svd","13","0","0","0","0","0"
"100700814","0","1007008","0","1","0","14","101","1.002","0","5","0"
"100700815","0","1007008","0","4","0","15","0","0","2.164","0","1"
"100700816","101","1007008","0","1","0","16","299","1.574","0","5","0"
"100700817","0","1007008","0","4","0","17","0","0","2.164","0","1"
"100700818","0","1007008","0","1","0","18","259","1.269","0","6","0"
"100700819","0","1007008","0","4","0","19","0","0","2.5","0","1"
"100700901","0","1007009","0","4","0","1","0","0","0.8","0","1"
"100700902","0","1007009","vo_svd_0901","2","vo_svd","2","0","0","0","0","0"
"100700903","0","1007009","0","1","0","3","356","2.285","0","1","0"
"100700904","0","1007009","0","4","0","4","0","0","2.031","0","1"
"100700905","0","1007009","0","1","0","5","215","1.362","0","2","0"
"100700906","0","1007009","0","4","0","6","0","0","2.479","0","1"
"100700907","0","1007009","vo_svd_0902","2","vo_svd","7","0","0","0","0","0"
"100700908","0","1007009","0","1","0","8","356","2.004","0","3","0"
"100700909","0","1007009","0","4","0","9","0","0","1.804","0","1"
"100700910","0","1007009","0","1","0","10","266","2.026","0","4","0"
"100700911","0","1007009","0","4","0","11","0","0","2.473","0","1"
"100700912","266","1007009","0","1","0","12","338","0.518","0","4","0"
"100700913","0","1007009","0","4","0","13","0","0","0.556","0","1"
"100700914","0","1007009","0","1","0","14","336","2.021","0","5","0"
"100700915","0","1007009","0","4","0","15","0","0","1.713","0","1"
"100700916","0","1007009","0","1","0","16","250","1.513","0","6","0"
"100700917","0","1007009","0","4","0","17","0","0","1.981","0","1"
"100700918","0","1007009","vo_svd_0903","2","vo_svd","18","0","0","0","0","0"
"100700919","0","1007009","0","1","0","19","279","1.672","0","7","0"
"100700920","0","1007009","0","4","0","20","0","0","1.924","0","1"
"100700921","279","1007009","0","1","0","21","338","0.796","0","7","0"
"100700922","0","1007009","","4","","22","0","0","1.832","0","1"
"100700923","0","1007009","vo_svd_0904","2","vo_svd","23","0","0","0","0","0"
"100700924","0","1007009","0","1","0","24","96","0.703","0","8","0"
"100700925","0","1007009","0","4","0","25","0","0","1.523","0","1"
"100700926","0","1007009","vo_svd_0905","2","vo_svd","26","0","0","0","0","0"
"100700927","96","1007009","0","1","0","27","218","1.198","0","8","0"
"100700928","0","1007009","0","4","0","28","0","0","1.764","0","1"
"100700929","0","1007009","vo_svd_0906","2","vo_svd","29","0","0","0","0","0"
"100700930","0","1007009","0","1","0","30","336","2.335","0","9","0"
"100700931","0","1007009","0","4","0","31","0","0","3.423","0","1"
"100700932","0","1007009","vo_svd_0907","2","vo_svd","32","0","0","0","0","0"
"100700933","0","1007009","0","1","0","33","69","0.682","0","10","0"
"100700934","0","1007009","0","4","0","34","0","0","1.357","0","1"
"100700935","69","1007009","0","1","0","35","336","2.106","0","10","0"
"100700936","0","1007009","0","4","0","36","0","0","1.43","0","1"
"100700937","0","1007009","0","1","0","37","336","2.283","0","11","0"
"100700938","0","1007009","0","4","0","38","0","0","2.989","0","1"
"100700939","0","1007009","vo_svd_0908","2","vo_svd","39","0","0","0","0","0"
"100700940","0","1007009","0","1","0","40","322","1.978","0","12","0"
"100700941","0","1007009","0","4","0","41","0","0","1","0","1"
"100701001","0","1007010","0","4","0","1","0","0","0.8","0","1"
"100701002","0","1007010","vo_svd_1001","2","vo_svd","2","0","0","0","0","0"
"100701003","0","1007010","0","1","0","3","356","2.705","0","1","0"
"100701004","0","1007010","0","4","0","4","0","0","3.154","0","1"
"100701005","0","1007010","0","1","0","5","96","0.918","0","2","0"
"100701006","0","1007010","0","4","0","6","0","0","1.231","0","1"
"100701007","96","1007010","0","1","0","7","356","1.672","0","2","0"
"100701008","0","1007010","0","4","0","8","0","0","3.307","0","1"
"100701009","0","1007010","vo_svd_1002","2","vo_svd","9","0","0","0","0","0"
"100701010","0","1007010","0","1","0","10","131","0.835","0","3","0"
"100701011","0","1007010","0","4","0","11","0","0","1.164","0","1"
"100701012","131","1007010","0","1","0","12","336","1.623","0","3","0"
"100701013","0","1007010","0","4","0","13","0","0","1.712","0","1"
"100701014","0","1007010","0","1","0","14","356","2.294","0","4","0"
"100701015","0","1007010","0","4","0","15","0","0","2.186","0","1"
"100701016","0","1007010","0","1","0","16","322","2.184","0","5","0"
"100701017","0","1007010","0","4","0","17","0","0","3.034","0","1"
"100701018","0","1007010","vo_svd_1003","2","vo_svd","18","0","0","0","0","0"
"100701019","0","1007010","0","1","0","19","356","2.704","0","6","0"
"100701020","0","1007010","0","4","0","20","0","0","2.522","0","1"
"100701021","0","1007010","0","1","0","21","162","1.005","0","7","0"
"100701022","0","1007010","0","4","0","22","0","0","2.617","0","1"
"100701023","0","1007010","vo_svd_1004","2","vo_svd","23","0","0","0","0","0"
"100701024","0","1007010","0","1","0","24","131","0.975","0","8","0"
"100701025","0","1007010","0","4","0","25","0","0","1.202","0","1"
"100701026","131","1007010","0","1","0","26","291","1.214","0","8","0"
"100701027","0","1007010","0","4","0","27","0","0","1.187","0","1"
"100701028","0","1007010","0","1","0","28","345","2.043","0","9","0"
"100701029","0","1007010","0","4","0","29","0","0","3.356","0","1"
"100701030","0","1007010","vo_svd_1005","2","vo_svd","30","0","0","0","0","0"
"100701031","0","1007010","0","1","0","31","155","1.862","0","10","0"
"100701032","0","1007010","0","4","0","32","0","0","2.285","0","1"
"100701033","0","1007010","vo_svd_1006","2","vo_svd","33","0","0","0","0","0"
"100701034","0","1007010","0","1","0","34","85","0.682","0","11","0"
"100701035","0","1007010","0","4","0","35","0","0","1.529","0","1"
"100701036","85","1007010","0","1","0","36","220","1.042","0","11","0"
"100701037","0","1007010","0","4","0","37","0","0","2.384","0","1"
"100701038","0","1007010","vo_svd_1007","2","vo_svd","38","0","0","0","0","0"
"100701039","0","1007010","0","1","0","39","100","1.106","0","12","0"
"100701040","0","1007010","0","4","0","40","0","0","1.891","0","1"
"100701041","100","1007010","0","1","0","41","289","1.322","0","12","0"
"100701042","0","1007010","0","4","0","42","0","0","1","0","1"
