8e46b9b594921cf3826217458aa2bd732c375b203282692f54cc581b37b26b3f,37eb75f101f97fdc7ae7d9a2adae263794f26a76f73a56010430553f0e4f4475,4729b85f8827d3de4fe3634f6f733950325a8a6d6c7e97ee222f7b7b29bc776d,30b698b390bc68f2221002aa7148eb2b2a0ee86fa76fa6651d05aae147081475,4c27fb976000271881825550627666801006b4c9cddebd2b9f91b4f895951006,1c3d7d3b68279a79fa003aa38b40d444fa055d2fd86968cfa51c50af1b513a21,28d0f64976eba6c265ef200681a62eb9167dadf27b4f272f8322bdd59aa07286,cb9489357aff69fefb3561ef5d13372d60ad199a5d3831160468a466d93ca6a3,08dedf76ff06e1918b506502b60cde4d5f60060cf973437199eaf24e4e0ccd23,94965db38663beec83b28dca9216cdfd0e0f53bb679545c444665b3856c9f9fb,58773588aa1e0e096cfaf741e25469a8cb87f4655847c50f044f445395d2f8f8
"25021","25012","29","19","10","8","2","91002","282001029","2","86"
"25021","25012","30","20","30","8","2","91002","282001030","2","89"
"25021","25012","31","20","10","8","2","91002","282001031","2","94"
"25021","25012","32","21","10","8","2","91002","282001032","2","96"
"25021","25012","33","21","10","8","2","91002","282001033","2","99"
"25021","25012","34","22","10","8","2","91002","282001034","2","101"
"25021","25012","35","22","10","8","2","91002","282001035","2","103"
"25021","25012","36","23","10","8","2","91002","282001036","2","106"
"25021","25012","37","23","10","8","2","91002","282001037","2","108"
"25021","25012","38","24","10","8","2","91002","282001038","2","111"
"25021","25012","39","25","10","8","2","91002","282001039","2","113"
"25021","25012","40","25","30","8","2","91002","282001040","2","115"
"25021","25012","41","26","10","8","2","91002","282001041","2","121"
"25021","25012","42","27","10","8","2","91002","282001042","2","123"
"25021","25012","43","28","10","8","2","91002","282001043","2","125"
"25021","25012","44","28","10","8","2","91002","282001044","2","128"
"25021","25012","45","29","10","8","2","91002","282001045","2","130"
"25021","25012","46","30","10","8","2","91002","282001046","2","132"
"25021","25012","47","30","10","8","2","91002","282001047","2","135"
"25021","25012","48","31","10","8","2","91002","282001048","2","137"
"25021","25012","49","31","10","8","2","91002","282001049","2","139"
"25021","25012","50","31","30","8","2","91002","282001050","2","142"
"25021","25012","51","32","10","8","2","91002","282001051","2","144"
"25021","25012","52","32","10","8","2","91002","282001052","2","146"
"25021","25012","53","32","10","8","2","91002","282001053","2","149"
"25021","25012","54","33","10","8","2","91002","282001054","2","152"
"25021","25012","55","33","10","8","2","91002","282001055","2","155"
"25021","25012","56","33","10","8","2","91002","282001056","2","157"
"25021","25012","57","34","10","8","2","91002","282001057","2","160"
"25021","25012","58","34","10","8","2","91002","282001058","2","163"
"25021","25012","59","34","10","8","2","91002","282001059","2","166"
"25021","25012","60","35","30","8","2","91002","282001060","2","169"
"25021","25012","61","35","10","8","2","91002","282001061","2","171"
"25021","25012","62","35","10","8","2","91002","282001062","2","174"
"25021","25012","63","36","10","8","2","91002","282001063","2","177"
"25021","25012","64","36","10","8","2","91002","282001064","2","180"
"25021","25012","65","36","10","8","2","91002","282001065","2","182"
"25021","25012","66","37","10","8","2","91002","282001066","2","185"
"25021","25012","67","37","10","8","2","91002","282001067","2","187"
"25021","25012","68","37","10","8","2","91002","282001068","2","190"
"25021","25012","69","38","10","8","2","91002","282001069","2","193"
"25021","25012","70","38","30","8","2","91002","282001070","2","196"
"25021","25012","71","39","10","8","2","91002","282001071","2","200"
"25021","25012","72","39","10","8","2","91002","282001072","2","204"
"25021","25012","73","40","10","8","2","91002","282001073","2","208"
"25021","25012","74","40","10","8","2","91002","282001074","2","212"
"25021","25012","75","41","10","8","2","91002","282001075","2","216"
"25021","25012","76","41","10","8","2","91002","282001076","2","220"
"25021","25012","77","42","10","8","2","91002","282001077","2","224"
"25021","25012","78","42","10","8","2","91002","282001078","2","228"
"25021","25012","79","43","10","8","2","91002","282001079","2","232"
"25021","25012","80","43","30","8","2","91002","282001080","2","236"
"25021","25012","81","44","10","8","2","91002","282001081","2","240"
"25021","25012","82","44","10","8","2","91002","282001082","2","244"
"25021","25012","83","45","10","8","2","91002","282001083","2","248"
"25021","25012","84","45","10","8","2","91002","282001084","2","252"
"25021","25012","85","46","10","8","2","91002","282001085","2","256"
"25021","25012","86","46","10","8","2","91002","282001086","2","260"
"25021","25012","87","47","10","8","2","91002","282001087","2","264"
"25021","25012","88","47","10","8","2","91002","282001088","2","268"
"25021","25012","89","48","10","8","2","91002","282001089","2","272"
"25021","25012","90","48","30","8","2","91002","282001090","2","276"
"25021","25012","91","49","10","8","2","91002","282001091","2","280"
"25021","25012","92","49","10","8","2","91002","282001092","2","284"
"25021","25012","93","50","10","8","2","91002","282001093","2","288"
"25021","25012","94","50","10","8","2","91002","282001094","2","292"
"25021","25012","95","51","10","8","2","91002","282001095","2","296"
"25021","25012","96","51","10","8","2","91002","282001096","2","300"
"25021","25012","97","52","10","8","2","91002","282001097","2","304"
"25021","25012","98","52","10","8","2","91002","282001098","2","308"
"25021","25012","99","53","10","8","2","91002","282001099","2","312"
"25021","25012","100","53","30","8","2","91002","282001100","2","316"
