b0c9d87a23cb89acb79011335489447d4e600949d5badfe2d45f671b50ce8b4e,3990d9eafaa85c82ef26efb5542d1e22eed6524f61ab1a7fa8c5bf638e1958e6,1b4b6606cd2674f17bfa70ab3c5615fbcaad487844f879fdc4973f343cbafe14,e98ca55c3fc4beacf1fbbcae3b6d7e113f2764f9167434f9b457b2fd5b5f81e2,1f676c7751e8c9edba4ede215af2720dfa337f1b859c491de3cca646c493eae4,5d45ebab4e2bb4b72100ba806b84392fe241f3546121f61b000e3fc07d130249,4329d48c4d920d5f6026c160df86cd2d24671d8b7b974a8d3930bba197c2bb61,975cc20404dd9a0ac4d904f595c4c50e1094b82fcb587bef4900dc3da282020f,2729e1ad75de6b4fde52cc4a1b67f3db1ff639ac30311cfd0c90eb77121dbe57,ed45b4c0a0ca7f5721125b5952a3407f797e982a74b65f03b9987f6c53c44bfd,7e63cc77d99f1d9f088e35514710b7b95eb93524694fdca4bb710e1ee7cac35f,9cbe09ac429342df7bd6a6db4f9021163e100ae8096f3e9f838a60bb337dda61,1f05a8c90076dd3091fcf85484cbf148de8f11d625f4e2ff7f205c2e42e37d63,2f7cb60832c0f1add8b644ada24f4368410a59a72601eb2c4bc866892e8e4196,2e508459dbdc678c0bdf1c4b67cefe5879aed127db81a66abd38e4598d64a843,8deae55a3649eb602845c37fd36284edf327cefb947640c30c14b1304bc974fc
"101101","156","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","お裁縫","人懐っこくてマシンガントークな妹系少女","A","44","リノ","15","ラビリンス","3","ヒューマン","0","8","25","阿澄佳奈"
"101201","156","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","妹と遊ぶこと、二度寝、昼寝、早寝","みんなのために超能力を使う眠り姫","A","46","ハツネ","17","フォレスティエ","6","エルフ","0","12","24","大橋彩香"
"101301","166","","読書、魔法","オタク全開な魔法少女","O","55","ナナカ","18","トワイライトキャラバン","13","魔族","0","8","21","佳村はるか"
"101401","152","test","読書、推理","頭脳明晰な美少女名探偵","AB","41","カスミ","15","自警団（カォン）","10","獣人族","0","11","3","水瀬いのり"
"101501","165","test","絵本作り","母性溢れる優しいみんなの「ミサト先生」","O","54","ミサト","21","フォレスティエ","6","エルフ","0","9","5","國府田マリ子"
"101601","167","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","ファッション","天真爛漫で人気者のカリスマモデル","O","48","スズナ","17","ルーセント学院","14","魔族","0","4","10","上坂すみれ"
"101701","158","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","踊り、空手","いつでも「なんくるないさ～」な天然娘","A","53","カオリ","17","自警団（カォン）","10","獣人族","0","7","7","高森奈津美"
"101801","162","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","多くの男性を魅了する無垢な女教師","B","52","イオ","23","ルーセント学院","14","魔族","0","8","14","伊藤静"
"102001","117","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","かわいいもの集め","お歌もにんじんも、ウサギさんも大好き♪","O","21","ミミ","10","リトルリリカル","5","獣人族","0","4","3","日高里菜"
"102101","150","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","観劇、おままごと","泣き虫で臆病な守ってあげたい女の子","B","40","クルミ","12","サレンディア救護院","9","ヒューマン","0","6","9","植田佳奈"
"102201","150","え、えっと…こ、こういうときって、\nどういうことを言えばいいんだっけ…\nうう、どうしてちゃんと喋れないの…","ゲーム全般","人見知りであまのじゃくな女の子","O","40","ヨリ","13","悪魔偽王国軍（ディアボロス）","7","魔族","0","11","22","原紗友里"
"102301","148","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","屋内でできる遊び","ぷうきちといつも一緒！","B","38","アヤネ","14","サレンディア救護院","9","ヒューマン","0","5","10","芹澤優"
"102501","154","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","ご奉仕","お嬢さまのためにがんばるドジっ娘メイド","O","43","スズメ","15","サレンディア救護院","9","ヒューマン","0","12","12","悠木碧"
"102601","144","test","あんパン","遊びと睡眠が何より大事なぐうたら娘","B","42","リン","17","牧場（エリザベスパーク）","11","獣人族","0","1","1","小岩井ことり"
"102701","154","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","実験、裁縫、料理","運命の相手に一途すぎる乙女","B","43","エリコ","16","トワイライトキャラバン","13","魔族","0","7","30","橋本ちなみ"
"102801","156","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","経営、お茶会","救護院を経営する優しい庶民派お嬢様","A","43","サレン","17","サレンディア救護院","9","エルフ","0","10","4","堀江由衣"
"102901","157","いつか世界中の人達をファンにしてみせる！\nトップアイドルになるその日まで、\n応援よろしくね♪","舞台鑑賞、ダンス","歌って踊れる大人気アイドル","B","40","ノゾミ","17","カルミナ","4","ヒューマン","0","1","24","日笠陽子"
"103001","163","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","忍法開発","トーゴクの神秘、オシエテクダサイ！","O","51","ニノン","16","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","8","31","佐藤聡美"
"103101","157","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","占い","占いが得意な霊能少女","AB","42","シノブ","18","悪魔偽王国軍（ディアボロス）","7","魔族","0","12","22","大坪由佳"
"103201","157","この私とともにいる限り、\nお金に不自由はさせませんわ！","慈善事業","一人前の商人を目指すパワフルお嬢様","AB","45","アキノ","18","メルクリウス財団","12","ヒューマン","0","3","12","松嵜麗"
"103301","142","オラはどんな時でもみんなに笑顔を届ける\n最高の芸人目指してる！\n一緒に頑張るべ！","漫才","みんなを笑顔にするお笑い牧場主","B","35","マヒル","20","牧場（エリザベスパーク）","11","ヒューマン","0","3","3","新田恵海"
"103401","164","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","ウインドーショッピング","純情でほっとけない大人の女性","A","55","ユカリ","22","メルクリウス財団","12","エルフ","0","3","16","今井麻美"
"103601","118","test","お勉強","礼儀正しくしっかり者のちびっ子優等生","A","21","キョウカ","8","リトルリリカル","5","エルフ","0","2","2","小倉唯"
"103701","149","test","剣術、年長者をからかう","義理堅くてからかい好きな剣術少女","A","43","トモ","13","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","8","11","茅原実里"
"103801","153","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","読書、お散歩","読書が趣味の病弱少女","A","40","シオリ","14","牧場（エリザベスパーク）","11","獣人族","0","11","3","小清水亜美"
"104001","158","友達ができるその日まで…\nBB団で\nトレーニングですっ！","友達作りのイメトレ","「友達」に憧れる、エルフの森の女の子","AB","44","アオイ","13","フォレスティエ","6","エルフ","0","6","6","花澤香菜"
"104201","163","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","各種楽器","人々を守るために歌う、唱喚士の少女","O","46","チカ","17","カルミナ","4","ヒューマン","0","6","3","福原綾香"
"104301","168","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","お菓子作り","男勝りで情に厚いワイルド娘","O","54","マコト","17","自警団（カォン）","10","獣人族","0","8","9","小松未可子"
"104401","172","test","世界征服","かつては夜を支配した最強の吸血鬼","A","50","イリヤ","??","悪魔偽王国軍（ディアボロス）","7","魔族","0","5","5","丹下桜"
"104501","157","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","小説を読むこと","妄想大好き！　ほんとは照れ屋な女の子","AB","49","クウカ","18","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","11","19","長妻樹里"
"104601","158","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","猫とたわむれること","弱きを助け強きをくじく猫娘","AB","48","タマキ","19","メルクリウス財団","12","獣人族","0","3","1","沼倉愛美"
"104701","171","？？？","格闘技、湯浴み","素顔を見せない冷静沈着な女性騎士","A","50","ジュン","25","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","10","25","川澄綾子"
"104801","163","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","傭兵などのアルバイト","仕事も私事も効率優先な傭兵少女","O","49","ミフユ","20","メルクリウス財団","12","ヒューマン","0","11","11","田所あずさ"
"104901","168","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","家事全般","お姉ちゃんがお世話してあげるからねっ！","O","54","シズル","18","ラビリンス","3","ヒューマン","0","10","24","生天目仁美"
"105001","120","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","ファッション誌鑑賞、コスメ集め","ちょっとおませな恋に恋する女の子","A","22","ミサキ","11","ルーセント学院","14","魔族","0","1","3","久野美咲"
"105101","166","私は科学者だけど、\n医者の真似事もしてるの\n病気になったら診てあげるわ","研究、実験","実験が趣味の危険な科学者","A","53","ミツキ","27","トワイライトキャラバン","13","ヒューマン","0","3","7","三石琴乃"
"105201","150","私、ごく普通の、どこにでもいる女の子よ！\nみ、見た目以外はね…","毛繕い、お喋り","乙女チックなもふもふアニマル","A","100","リマ","17","牧場（エリザベスパーク）","11","獣人族","0","3","14","徳井青空"
"105301","140","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","お菓子屋通い","見た目も中身もお子ちゃまな異国の軍人","A","33","モニカ","17","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","7","28","辻あゆみ"
"105401","153","test","裁縫","ファッション大好きなキュートガール","AB","45","ツムギ","14","カルミナ","4","ヒューマン","0","9","7","木戸衣吹"
"105501","155","test","観察","どこまでも一途に慕う、純情乙女","O","43","アユミ","16","ヴァイスフリューゲル　ランドソル支部","15","エルフ","0","4","7","大関英里"
"105601","167","test","釣り","人情味溢れる粋でいなせな「姉御」","B","54","ルカ","25","トワイライトキャラバン","13","ヒューマン","0","7","11","佐藤利奈"
"105701","156","私ね、一人前の騎空士になりたいんだ\nいつか父さんみたいな騎空士になって、\n空の果てまで旅する。それが私の夢だよ！","冒険、おしゃべり","空への冒険を夢見る騎空士の少女","O","45","ジータ","17","？？？","","ヒューマン","0","3","10","金元寿子"
"105801","156","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","食べ歩き、料理","いつも元気な腹ペコ少女","O","46","ペコリーヌ","17","美食殿","1","ヒューマン","0","3","31","M・A・O"
"105901","140","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","瞑想、動植物の飼育","主を慕う、小さなガイド役","B","35","コッコロ","11","美食殿","1","エルフ","0","5","11","伊藤美来"
"106001","152","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","猫と遊ぶ","行き倒れの謎のネコミミ魔法使い","A","39","キャル","14","美食殿","1","獣人族","0","9","2","立花理香"
"106101","148","いいんだ、アタシは……独りでも。大丈夫だから、もう慣れたからさぁ","冒険、思い出話","さまよえる謎の少女","O","40","ムイミ","16","？？？","","ヒューマン","0","8","11","潘めぐみ"
"106301","155","","キレイな葉っぱを集めること","森番を目指すエルフの少女","O","42","アリサ","15","？？？","","エルフ","0","6","17","優木かな"
"106401","147","","読書、ストレッチ","記憶喪失のドラゴン娘","B","???","シェフィ","14","美食殿","1","ドラゴン族","0","12","14","近藤玲奈"
"106501","156","","格闘技","拳で語る喧嘩屋ドラゴン少女","B","???","カヤ","16","ドラゴンズネスト","17","ドラゴン族","0","6","25","小市眞琴"
"106601","145","","ゲーム","口が達者なヘタレドラゴン","AB","???","イノリ","13","ドラゴンズネスト","17","ドラゴン族","0","9","29","藤田茜"
"106701","168","","絵画、読書","妖しい微笑で全てを見透かす臥竜の頭領","O","???","ホマレ","25","ドラゴンズネスト","17","ドラゴン族","0","4","17","大西沙織"
"106801","160","","人間観察","秘密結社ラビリンスの『迷宮女王』","AB","??","ラビリスタ","25","ラビリンス","3","ヒューマン","0","7","25","沢城みゆき"
"106901","166","","占い、支配","謎に包まれたランドソルの主","AB","??","カイザーインサイト","29","？？？","","獣人族","0","7","1","蒼井翔太"
"107001","149","","物真似、芸術鑑賞","研究所に隠れ住む物静かなお姉さん","O","??","ネネカ","24","？？？","","エルフ","0","3","24","井口裕香"
"107101","165","","強敵との闘争","傍若無人な王宮騎士団副団長","O","??","クリスティーナ","27","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","2","7","たかはし智秋"
"107501","156","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","食べ歩き、料理","いつも元気な腹ペコ少女","O","46","ペコリーヌ（サマー）","17","美食殿","1","ヒューマン","0","3","31","M・A・O"
"107601","140","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","瞑想、動植物の飼育","主を慕う、小さなガイド役","B","35","コッコロ（サマー）","11","美食殿","1","エルフ","0","5","11","伊藤美来"
"107701","154","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","ご奉仕","お嬢さまのためにがんばるドジっ娘メイド","O","43","スズメ（サマー）","15","サレンディア救護院","9","ヒューマン","0","12","12","悠木碧"
"107801","152","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","猫と遊ぶ","行き倒れの謎のネコミミ魔法使い","A","39","キャル（サマー）","14","美食殿","1","獣人族","0","9","2","立花理香"
"107901","158","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","猫とたわむれること","弱きを助け強きをくじく猫娘","AB","48","タマキ（サマー）","19","メルクリウス財団","12","獣人族","0","3","1","沼倉愛美"
"108001","163","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","傭兵などのアルバイト","仕事も私事も効率優先な傭兵少女","O","49","ミフユ（サマー）","20","メルクリウス財団","12","ヒューマン","0","11","11","田所あずさ"
"108101","157","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","占い","占いが得意な霊能少女","AB","42","シノブ（ハロウィン）","18","悪魔偽王国軍（ディアボロス）","7","魔族","0","12","22","大坪由佳"
"108201","130","難しいことはわからないの～\nただ毎日プリンを食べられるなら、\n幽霊のままでいいの～","プリンを食べること","プリン大好きゴースト娘","B","32","ミヤコ（ハロウィン）","14","悪魔偽王国軍（ディアボロス）","7","魔族","0","1","23","雨宮天"
"108301","120","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","ファッション誌鑑賞、コスメ集め","ちょっとおませな恋に恋する女の子","A","22","ミサキ（ハロウィン）","11","ルーセント学院","14","魔族","0","1","3","久野美咲"
"108401","163","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","各種楽器","人々を守るために歌う、唱喚士の少女","O","46","チカ（クリスマス）","17","カルミナ","4","ヒューマン","0","6","3","福原綾香"
"108501","150","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","観劇、おままごと","泣き虫で臆病な守ってあげたい女の子","B","40","クルミ（クリスマス）","12","サレンディア救護院","9","ヒューマン","0","6","9","植田佳奈"
"108601","148","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","屋内でできる遊び","ぷうきちといつも一緒！","B","38","アヤネ（クリスマス）","14","サレンディア救護院","9","ヒューマン","0","5","10","芹澤優"
"108701","155","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","人助け、応援","人助けが大好き！　前向き格闘娘","A","44","ヒヨリ（ニューイヤー）","16","トゥインクルウィッシュ","2","獣人族","0","8","27","東山奈央"
"108801","158","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","料理、人間観察","戦闘のサポートが得意な、心優しい少女","O","47","ユイ（ニューイヤー）","17","トゥインクルウィッシュ","2","ヒューマン","0","4","5","種田梨沙"
"108901","163","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","読書、乗馬、お茶","クールで何事にも真っ直ぐな剣士","B","46","レイ（ニューイヤー）","18","トゥインクルウィッシュ","2","魔族","0","1","12","早見沙織"
"109001","154","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","実験、裁縫、料理","運命の相手に一途すぎる乙女","B","43","エリコ（バレンタイン）","16","トワイライトキャラバン","13","魔族","0","7","30","橋本ちなみ"
"109101","168","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","家事全般","お姉ちゃんがお世話してあげるからねっ！","O","54","シズル（バレンタイン）","18","ラビリンス","3","ヒューマン","0","10","24","生天目仁美"
"109201","156","私はアン！一応、マナリア王国の\n第一王女だけど…あまりかしこまらないで、\n気軽に仲良くしてくれたら嬉しいな！","読書","英霊と契約を結んだマナリアの天才王女","AB","55","アン","17","？？？","","ヒューマン","0","12","1","日笠陽子"
"109301","144","ルゥはルゥですぅ！マナリア魔法学院に\n通ってるですぅ。あなたもルゥの\nお友だちになってくれるですか？","食べること、眠ること","マナリア魔法学院の新入生","O","45","ルゥ","16","？？？","","ヒューマン","0","2","4","こやまきみこ"
"109401","167","私はグレア。竜と人、両方の血を\n受け継いでいるの…\nえっと…よ、よろしくね","ピアノ","人を超越した力を有す心優しい竜姫","B","67","グレア","17","？？？","","半人半竜","0","11","3","福原綾香"
"109501","157","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","小説を読むこと","妄想大好き！　ほんとは照れ屋な女の子","AB","49","クウカ（オーエド）","18","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","11","19","長妻樹里"
"109601","163","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","忍法開発","トーゴクの神秘、オシエテクダサイ！","O","51","ニノン（オーエド）","16","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","8","31","佐藤聡美"
"109701","154","","演劇鑑賞、詩文","鬼がかりの万能妹メイド","?","??","レム","17","？？？","","鬼族","0","2","2","水瀬いのり"
"109801","154","","読書","毒舌系鬼姉メイド","?","??","ラム","17","？？？","","鬼族","0","2","2","村川梨衣"
"109901","164","","パックの毛繕い、勉強","銀髪のおっとりハーフエルフ","?","??","エミリア","??","？？？","","ハーフエルフ","0","9","23","高橋李依"
"110001","167","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","ファッション","天真爛漫で人気者のカリスマモデル","O","48","スズナ（サマー）","17","ルーセント学院","14","魔族","0","4","10","上坂すみれ"
"110101","162","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","多くの男性を魅了する無垢な女教師","B","52","イオ（サマー）","23","ルーセント学院","14","魔族","0","8","14","伊藤静"
"110201","120","","ファッション誌鑑賞、コスメ集め","ちょっとおませな恋に恋する女の子","A","22","ミサキ（サマー）","11","ルーセント学院","14","魔族","0","1","3","久野美咲"
"110301","156","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","経営、お茶会","救護院を経営する優しい庶民派お嬢様","A","43","サレン（サマー）","17","サレンディア救護院","9","エルフ","0","10","4","堀江由衣"
"110401","168","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","お菓子作り","男勝りで情に厚いワイルド娘","O","54","マコト（サマー）","17","自警団（カォン）","10","獣人族","0","8","9","小松未可子"
"110501","158","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","踊り、空手","いつでも「なんくるないさ～」な天然娘","A","53","カオリ（サマー）","17","自警団（カォン）","10","獣人族","0","7","7","高森奈津美"
"110601","155","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","空想、ぬいぐるみ集め","マホマホ王国のプリンセス","O","42","マホ（サマー）","16","自警団（カォン）","10","獣人族","0","9","22","内田真礼"
"110701","158","","友達作りのイメトレ","「友達」に憧れる、エルフの森の女の子","AB","44","アオイ（編入生）","13","フォレスティエ","6","エルフ","0","6","6","花澤香菜"
"110801","154","","ダーツ","ダウンタウン育ちのダウナー系エルフ","O","42","クロエ","17","聖テレサ女学院（なかよし部）","16","エルフ","0","8","7","種﨑敦美"
"110901","156","","ダンス、カラオケ","自由奔放ナチュラル無礼な現代っ子","O","46","チエル","16","聖テレサ女学院（なかよし部）","16","ヒューマン","0","9","15","佐倉綾音"
"111001","142","","読書","書庫に眠れる小さな賢人","O","36","ユニ","18","聖テレサ女学院（なかよし部）","16","ヒューマン","0","2","28","小原好美"
"111101","118","","お勉強","礼儀正しくしっかり者のちびっ子優等生","A","21","キョウカ（ハロウィン）","8","リトルリリカル","5","エルフ","0","2","2","小倉唯"
"111201","128","イタズラなら任せて！\nにいちゃん、引っかからないように気を付けなよー♪","いたずら、探検","探検好きのイタズラっ子","O","27","ミソギ（ハロウィン）","9","リトルリリカル","5","ヒューマン","0","8","10","諸星すみれ"
"111301","117","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","かわいいもの集め","お歌もにんじんも、ウサギさんも大好き♪","O","21","ミミ（ハロウィン）","10","リトルリリカル","5","獣人族","0","4","3","日高里菜"
"111401","142","","「おともだち」を探すこと","おともだちを探す死霊術師の少女","?","28","ルナ","??","？？？","","ヒューマン","0","1","8","小倉唯"
"111501","165","","強敵との闘争","傍若無人な王宮騎士団副団長","O","??","クリスティーナ（クリスマス）","27","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","2","7","たかはし智秋"
"111601","157","","舞台鑑賞、ダンス","歌って踊れる大人気アイドル","B","40","ノゾミ（クリスマス）","17","カルミナ","4","ヒューマン","0","1","24","日笠陽子"
"111701","172","","世界征服","かつては夜を支配した最強の吸血鬼","A","50","イリヤ（クリスマス）","??","悪魔偽王国軍（ディアボロス）","7","魔族","0","5","5","丹下桜"
"111801","156","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","食べ歩き、料理","いつも元気な腹ペコ少女","O","46","ぺコリーヌ（ニューイヤー）","17","美食殿","1","ヒューマン","0","3","31","M・A・O"
"111901","140","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","瞑想、動植物の飼育","主を慕う、小さなガイド役","B","35","コッコロ（ニューイヤー）","11","美食殿","1","エルフ","0","5","11","伊藤美来"
