c7959de53e8345f239a4910ac81155741972dba9992f6c5eceb74ce83512865f,901ca49cc723ac46e4e255c0685d34a73ae71fe90d4c11687de4c1825c9d9e92,bf5956116eb0ca063abba2680b46cd03e56287027f91a181e0f5ba313595254d,0879b8419fa959790d0a74c28f268a2028f773ae908790c381a265b49a08b077,596030aa460abc26b38729598ebf435aefb0008501dc899e94e211765176088a,07f9bf27f74fec26d28389b1e8cf80d14b2518fec5775643e800ae36514a6851,bcb618cccd42068a6522219214f6da5b8d4cc7c5e3963af13499f746b2cc8a70,804e98d80f07d15b823b29513749f11104962a2213b0ebb59ee9e6aba1f56e18,8932594d9365895349bbb0085fb61d4574c06ebff25fce852d7066e5bfb9ddbd,2567b0bbee13300e1fd705949dbf532e52ef5e17394d5e659832183269562ac8,81402571c24e7b0d91d6371f153a56dc9691078442e4d05d974e7ffe11f3f4b7
"3","105931","01_uek_cmn_idol_def_N","","1030010","","3","1","0","","01_uek_03_kokkoro"
"3","105931","0","","1030011","","11","","10","","ふふ、この先も\nきっと素敵な景色が\n待っているはずです"
"4","1","-120","0","1040001","1.3","1","-30","100","02_uek_cmn_idol_def_N","101131"
"4","1","20","1","1040002","1.3","1","-5","100","02_uek_cmn_idol_def_N","104931"
"4","101131","","","1040003","","3","","1","","02_uek_talk_joy2"
"4","101131","0","","1040004","","11","","10","","マスターセンリも\n一発からです！\n頑張りますよ！"
"4","0","","","1040005","","91","","","",""
"4","101131","","","1040006","0.2","3","","1","","02_uek_cmn_idol_def_N"
"4","104931","","","1040007","0.2","3","","1","","02_uek_04_shizuru"
"4","104931","0","","1040008","","11","","10","","それを言うなら\n千里の道も一歩から\nだよ、リノちゃん"
"4","0","","","1040009","","91","","","",""
"4","104931","","","1040010","0.2","3","","1","","02_uek_cmn_idol_def_N"
"5","1","-70","0","1050001","1.3","1","0","100","02_uek_cmn_idol_def_N","105031"
"5","1","70","1","1050002","1.3","1","1","100","02_uek_cmn_idol_def_N","101631"
"5","105031","02_uek_05_misaki_loop","","1050003","","3","-15","0","","02_uek_05_misaki"
"5","101631","02_uek_05_suzuna_loop","","1050004","","3","0","0","","02_uek_05_suzuna"
"5","105031","0","","1050005","","11","","10","","大人の階段を\n登るわよー！"
"5","0","","","1050006","","91","0","","",""
"5","101631","0","","1050007","","11","","10","","うちもモデルの\nてっぺん目指すし！"
"6","1","120","1","1060001","1.3","1","25","100","02_uek_cmn_idol_def_N","100531"
"6","1","-20","0","1060002","1.3","1","5","100","02_uek_cmn_idol_def_N","103731"
"6","100531","","","1060003","","3","","1","","02_uek_cmn_pose04"
"6","100531","0","","1060004","","11","","10","","これくらいの高さで\nへこたれてたら\nヒーロー失格ッス！"
"6","0","","","1060005","","91","","","",""
"6","103731","","","1060006","0.2","3","","1","","02_uek_talk_normal"
"6","103731","0","","1060007","","11","","10","","うん、いい鍛錬に\nなりそうだね\n楽しくなってきたよ"
"6","0","","","1060008","","91","","","",""
"6","103731","","","1060009","0.2","3","","1","","02_uek_cmn_idol_def_N"
"7","1","-60","0","1070001","1.3","1","-20","100","02_uek_cmn_idol_def_N","103831"
"7","103831","","","1070002","0.2","3","","1","","02_uek_07_shiori"
"7","103831","","","1070003","","11","","10","","あれ…お姉ちゃん\nどこに行ったのかな\n…お姉ちゃーん？"
"8","1","90","0","1080001","1.3","1","40","100","02_uek_08_kuka_loop","104531"
"8","2","60","","1080002","1","31","1","90","","2"
"8","104531","0","","1080003","","11","0","10","","あ、足に絡みつく\nツタの感触が\nたまりません～～！"
"8","0","","","1080004","","91","","","",""
"9","2","-195","0","1090001","0.9","1","-35","100","05_idle","105831"
"9","2","150","0","1090002","1.2","1","-30","1000","302102_idle","302102"
"9","102","50","","1090003","1","31","1","150","","15"
"9","103","400","","1090004","1","31","1","150","","16"
"10","1","-160","0","1100001","1.3","1","-25","100","01_uek_cmn_idol_def_N","112531"
"10","1","-40","1","1100002","1.3","1","-5","100","01_uek_cmn_idol_def_N","112431"
"10","1","125","1","1100003","1.3","1","20","100","01_uek_cmn_idol_def_N","112631"
"10","112631","","","1100004","","3","0","1","","01_uek_talk_surprise2"
"10","112631","0","","1100005","","11","0","10","","うっひゃ～…！\n足場が雲になるって\nどういうこと！？"
"10","0","","","1100006","","91","","","",""
"10","112631","","","1100007","0.2","3","0","1","","01_uek_cmn_idol_def_N"
"10","112431","","","1100008","","3","","1","","01_uek_talk_joy1"
"10","112431","0","","1100009","","11","0","10","","なんだか不思議な\n感触してますね～\nふわふわですよ♪"
"10","0","","","1100010","","91","","","",""
"10","112431","","","1100011","0.2","3","","1","","01_uek_cmn_idol_def_N"
"10","112531","","","1100012","","3","","1","","01_uek_talk_normal"
"10","112531","0","","1100013","","11","0","10","","落ちたりはしなそう\nだけど…足元には\n気をつけて進もう"
"10","0","","","1100014","","91","","","",""
"10","112531","","","1100015","0.2","3","","1","","01_uek_cmn_idol_def_N"
"10","0","","","1100016","","91","","","",""
"11","1","-135","0","1110001","1.3","1","-20","100","03_uek_cmn_idol_def_N","104731"
"11","1","100","1","1110002","1.3","1","5","100","03_uek_cmn_idol_def_N","107131"
"11","104731","03_uek_11_jun_loop","","1110003","0","3","1","0","","03_uek_11_jun"
"11","107131","03_uek_cmn_idol_def_N","0.2","1110004","0","3","1","0","","03_uek_11_chris"
"11","104731","","","1110005","","11","0","10","","むむ、視界が白く…\nクリスちゃん、\n気を付けるんだ！"
"11","0","","","1110006","","91","","","",""
"11","107131","0","","1110007","","11","0","10","","ははは、鎧の重さで\n沈んでいるぞ団長☆\nそぉれ一本釣りだ！"
"11","1.5","","","1110008","","93","","","",""
"11","104731","1.5","","1110009","","2","1","0","","-135"
"11","1110007","","","1110010","","91","","","",""
"12","1","-120","0","1120001","1.3","1","-20","100","03_uek_cmn_idol_def_N","101031"
"12","1","10","1","1120002","1.3","1","-5","100","03_uek_cmn_idol_def_N","101431"
"12","101031","","","1120003","","3","0","1","","03_uek_talk_joy1"
"12","101031","0","","1120004","","11","0","10","","かわいい雲さんやね\n一緒に連れて\n帰りたいわぁ♪"
"12","0","","","1120005","","91","","","",""
"12","101031","","","1120006","0.2","3","0","1","","03_uek_cmn_idol_def_N"
"12","101431","","","1120007","","3","0","1","","03_uek_talk_normal"
"12","101431","0","","1120008","","11","0","10","","いくらなんでも\nそれは難しいんじゃ\nないかな…？"
"12","0","","","1120009","","91","","","",""
"12","101431","","","1120010","0.2","3","0","1","","03_uek_cmn_idol_def_N"
"13","1","-165","0","1130001","1.3","1","-45","100","01_uek_cmn_idol_def_N","105831"
"13","1","-45","0","1130002","1.3","1","-20","100","01_uek_cmn_idol_def_N","105931"
"13","1","120","1","1130003","1.3","1","-5","100","01_uek_cmn_idol_def_N","106031"
"13","105931","","","1130004","","3","1","1","","01_uek_talk_normal"
"13","105931","0","","1130005","","11","0","10","","かなり高くまで\n登ってまいりました\nですが…"
"13","0","","","1130006","","91","","","",""
"13","105931","01_uek_cmn_idol_def_N","","1130007","0.2","3","1","0","","01_uek_13_kokkoro"
"13","106031","01_uek_13_kyaru_loop","","1130008","","3","1","0","","01_uek_13_kyaru"
"13","106031","0","","1130009","","11","0","10","","全然頂上が\n見えないじゃない！\nどんだけ高いのよ！"
"13","0","","","1130010","","91","","","",""
"13","105831","","","1130011","","3","0","1","","01_uek_13_peco_loop"
"13","105831","0","","1130012","","11","0","10","","いいじゃないですか\n運動のあとの食事は\nまた格別ですよ☆"
"13","0","","","1130013","","91","","","",""
"14","1","-86","0","1140001","1.3","1","-25","100","03_uek_cmn_idol_def_N","104031"
"14","1","250","","1140002","1","31","1","0","","1"
"14","104031","03_uek_14_aoi_loop","","1140003","","3","1","0","","03_uek_14_aoi"
"14","104031","0","","1140004","","11","0","10","","うう、ぼっちへの\n風当たりが\n強すぎませんか！？"
"15","1","-75","0","1150001","1.3","1","-20","100","03_uek_cmn_idol_def_N","100731"
"15","1","65","1","1150002","1.3","1","10","100","03_uek_15_father","103131"
"15","100731","","","1150003","","3","0","1","","03_uek_15_miyako"
"15","100731","0","","1150004","","11","0","10","","空は気持ちいいの～\nこれが天にも昇る\n気持ちってやつなの"
"15","0","","","1150005","","91","","","",""
"15","103131","","","1150006","","3","0","1","","03_uek_15_father"
"15","103131","0","","1150007","","11","0","10","","ガキんちょもか？\nオレも身体が\n軽くなってきたぞ！"
"15","0","","","1150008","","91","","","",""
"15","103131","","","1150009","","3","0","1","","03_uek_talk_normal"
"15","103131","0","","1150010","","11","0","10","","ミヤコさんは\n本当に昇天しちゃ\nだめですよ…？"
"15","0","","","1150011","","91","","","",""
"15","103131","","","1150012","0.2","3","0","1","","03_uek_cmn_idol_def_N"
"16","1","-110","0","1160001","1.3","1","-45","100","01_uek_cmn_idol_def_N","112431"
"16","1","40","1","1160002","1.3","1","-15","100","01_uek_cmn_idol_def_N","105831"
"16","1","140","1","1160003","1.3","1","10","100","01_uek_cmn_idol_def_N","105931"
"16","105931","01_uek_cmn_idol_def_N","","1160004","","3","0","0","","01_uek_01_kokkoro"
"16","112431","01_uek_cmn_idol_def_N","","1160005","","3","1","0","","01_uek_01_uduki"
"16","105831","01_uek_cmn_idol_def_N","","1160006","","3","1","0","","01_uek_01_peko"
"16","0","","","1160007","","91","","","",""
"16","105931","","","1160008","","3","1","1","","01_uek_talk_normal"
"16","105931","0","","1160009","","11","0","10","","ウヅキさま。先は長\nそうですが、休まな\nくて大丈夫ですか？"
"16","0","","","1160010","","91","","","",""
"16","105931","","","1160011","","3","1","1","","01_uek_cmn_idol_def_N"
"16","112431","","","1160012","","3","","1","","01_uek_talk_joy1"
"16","112431","0","","1160013","","11","0","10","","はい、平気です！\nとっても楽しくって\nやばいです☆"
"16","1.5","","","1160014","","93","","","",""
"16","112431","01_uek_16_uduki_loop","","1160015","0.2","3","1","0","","01_uek_16_uduki"
"16","1160013","","","1160016","","91","","","",""
"16","105831","","","1160017","","3","","1","","01_uek_talk_joy1"
"16","105831","0","","1160018","","11","0","10","","元気いっぱいですね\nウヅキさん、一緒に\n頑張りましょう～☆"
"16","2.2","","","1160019","","93","","","",""
"16","105831","01_uek_16_uduki_loop","","1160020","0.2","3","1","0","","01_uek_16_peco"
"16","1160018","","","1160021","","91","","","",""
"17","1","150","1","1170001","1.3","1","10","300","03_uek_cmn_idol_def_N","102331"
"17","1","-100","0","1170002","1.3","1","-15","100","03_uek_cmn_idol_def_N","102131"
"17","3","10","","1170003","0","31","1.3","20","","3"
"17","102331","03_uek_17_ayane_loop","0.2","1170004","0.2","3","1","0","","03_uek_17_ayane"
"17","102131","03_uek_cmn_idol_def_N","","1170005","0.2","3","1","0","","03_uek_cmn_pose05"
"17","3","","","1170006","","32","","","","1"
"17","102331","0","","1170007","","11","0","10","","見て見て！\n雲でぷうきちを\n作ったよー！"
"17","0","","","1170008","","91","","","",""
"17","102131","","","1170009","0.2","3","","1","","03_uek_talk_joy1"
"17","102131","0","","1170010","","11","0","10","","わぁ、すご～い…！\n私も何か\n作りたいなぁ…♪"
"17","0","","","1170011","","91","","","",""
"17","102131","","","1170012","0.2","3","","1","","03_uek_cmn_idol_def_N"
"18","1","229","0","1180001","1.3","1","45","100","01_uek_cmn_idol_def_N","112631"
"18","1","170","0","1180002","1.3","1","20","110","01_uek_cmn_idol_def_N","105831"
"18","1","-85","0","1180003","1.3","1","-10","100","01_uek_cmn_idol_def_N","105931"
"18","112631","01_uek_18_mio_loop","","1180004","","3","1","0","","01_uek_18_mio"
"18","112631","0","","1180005","","11","0","10","","だいぶ登ったね～\nちょっと下のほう\n見てみようよ！"
"18","0","","","1180006","","91","","","",""
"18","105831","01_uek_18_mio_loop","","1180007","","3","1","0","","01_uek_18_mio"
"18","105831","0","","1180008","","11","0","10","","そうですね！\nえーと、どれどれ…\nって、わわわわ！"
"18","3","","","1180009","","93","","","",""
"18","105831","2","","1180010","","2","1","5","","170"
"18","1180008","","","1180011","","91","","","",""
"18","105931","01_uek_cmn_idol_def_N","","1180012","","3","1","0","","01_uek_18_kokkoro"
"18","105931","0","","1180013","","11","0","10","","ふふ、お二人とも\nはしゃがれて、楽し\nそうでございますね"
"19","1","402","0","1190001","1.3","1","110","100","02_uek_19_hatsune","101231"
"19","1","166","0","1190002","1.3","1","30","100","02_uek_talk_surprise2","103831"
"19","103831","","","1190003","0.2","3","0","1","","02_uek_talk_surprise2"
"19","103831","0","","1190004","","11","0","10","","あ！　お姉ちゃん！\nこんなところで\n寝ちゃ危ないよー！"
"19","0","","","1190005","","91","","","",""
"19","101231","0","","1190006","","11","0","10","","しおりんの声が\n聞こえたような…\nすやぁ…☆"
"20","2","-195","0","1200001","0.9","1","-35","100","05_idle","105831"
"20","2","150","0","1200002","1.4","1","30","1000","304602_idle","304602"
"20","102","50","","1200003","1","31","1","150","","17"
"20","103","400","","1200004","1","31","1","150","","18"
"21","1","185","0","1210001","1.3","1","25","110","01_uek_21_kokkoro_loop","105931"
"21","1","65","0","1210002","1.3","1","-5","120","01_uek_21_rin_loop","112531"
"21","1","-140","0","1210003","1.3","1","-35","100","01_uek_cmn_idol_def_N","106031"
"21","105931","0","","1210004","","11","0","10","","風が心地よいですね\n優しく、囁きかけて\nいるように感じます"
"21","0","","","1210005","","91","","","",""
"21","112531","0","","1210006","","11","0","10","","上に向かう私たちに\n蒼い風が語りかけて\nきてるのかもね…"
"21","0","","","1210007","","91","","","",""
"21","106031","01_uek_cmn_idol_def_N","","1210008","","3","1","0","","01_uek_21_kyaru"
"21","106031","0","","1210009","","11","0","10","","…あんたたち\nなんか妙なところで\nシンクロしてるわね"
"21","0","","","1210010","","91","","","",""
"22","1","180","0","1220001","1.3","1","40","100","01_uek_cmn_idol_def_N","105831"
"22","4","250","","1220002","1","31","1.3","420","","4"
"22","105831","","","1220003","0.2","3","","1","","01_uek_cmn_pose03"
"22","105831","0","","1220004","","11","0","10","","おにぎり型の雲って\nどんな味がするんで\nしょう…じゅるり☆"
"22","0","","","1220005","","91","","","",""
"23","1","33","0","1230001","1.3","1","5","100","03_uek_cmn_idol_def_N","105231"
"23","1","200","0","1230002","1.3","1","40","1010","03_uek_23_rin","102631"
"23","1","-110","0","1230003","1.3","1","-25","100","03_uek_cmn_idol_def_N","103331"
"23","5","32","","1230004","1","31","1","220","","5"
"23","102631","","","1230005","0.2","3","","1","","03_uek_23_rin"
"23","102631","0","","1230006","","11","0","10","","この雲、ふかふかで\n気持ちいい～\nぐっすり眠れそう～"
"23","0","","","1230007","","91","","","",""
"23","102631","45","","1230008","","2","0","40","","1100"
"23","5","45","","1230009","","33","0","32","","1120"
"23","105231","","","1230010","0.2","3","","1","","03_uek_cmn_pose04"
"23","103331","","","1230011","0.2","3","","1","","03_uek_talk_surprise2"
"23","105231","0","","1230012","","11","0","10","","リンちゃんの寝てる\n雲が流されてるわ！\nど、どうしよう！"
"23","0","","","1230013","","91","","","",""
"23","103331","0","","1230014","","11","0","10","","干し草のほうが\nふかふかだべー！\n戻ってくるべさー！"
"23","0","","","1230015","","91","","","",""
"24","1","-240","0","1240001","1.3","1","-45","10","03_uek_24_ayumi","105531"
"24","105531","","","1240002","","3","0","1","","03_uek_24_ayumi"
"24","105531","0","","1240003","","11","0","10","","あっ、あそこに\n先輩がいる\nじーーーー…"
"25","1","175","1","1250001","1.3","1","15","100","03_uek_cmn_idol_def_N","103631"
"25","1","-36","0","1250002","1.3","1","-10","100","03_uek_cmn_idol_def_N","100431"
"25","1","-158","0","1250003","1.3","1","-45","100","03_uek_cmn_idol_def_N","102031"
"25","102031","","","1250004","","3","0","1","","03_uek_cmn_pose06"
"25","102031","0","","1250005","","11","0","10","","お空で遊ぶのって\nすごく気持ちいいね\nるんたった～♪"
"25","0","","","1250006","","91","","","",""
"25","100431","03_uek_25_misogi_loop","","1250007","","3","1","0","","03_uek_25_misogi"
"25","100431","0","","1250008","","11","0","10","","うん！　キョウカも\nそう思うでしょー？\n…わぁっ！"
"25","103631","03_uek_25_kyouka_loop","","1250009","","3","0","1","","03_uek_25_kyouka"
"25","0","","","1250010","","91","","","",""
"25","103631","0","","1250011","","11","0","10","","ちょっとミソギ！\n落ちたら危ないから\nおどかさないでよ！"
"25","0","","","1250012","","91","","","",""
"27","1","-179","0","1270001","1.3","1","-43","100","01_uek_cmn_idol_def_N","104831"
"27","1","0","0","1270002","1.3","1","-14","100","01_uek_27_tamaki_loop","104631"
"27","1","200","1","1270003","1.3","1","24","100","01_uek_cmn_idol_def_N","103231"
"27","104631","0","","1270004","","11","0","10","","はぁはぁ…\nも、もう限界にゃ…\n帰りたいにゃ…"
"27","0","","","1270005","","91","","","",""
"27","104831","01_uek_talk_normal","","1270006","","3","1","0","","01_uek_cmn_pose02"
"27","104831","0","","1270007","","11","0","10","","効率的な体力配分で\n登れば、これくらい\n楽勝のはずよ"
"27","0","","","1270008","","91","","","",""
"27","104831","","","1270009","0.3","3","0","1","","01_uek_cmn_idol_def_N"
"27","103231","","","1270010","","3","0","1","","01_uek_27_akino_loop"
"27","103231","0","","1270011","","11","0","10","","おーっほっほっほ！\nいい眺めですわ！\n先が楽しみですわね"
"28","1","0","0","1280001","1.3","1","-10","110","04_uek_cmn_idol_def_N","102931"
"28","1","-120","0","1280002","1.3","1","-30","120","04_uek_cmn_idol_def_N","104231"
"28","1","120","0","1280003","1.3","1","10","100","04_uek_cmn_idol_def_N","105431"
"28","6","10","","1280004","0","31","1.3","35","","6"
"28","6","-10","","1280005","0","31","1.3","-85","","9"
"28","6","30","","1280006","0","31","1.3","155","","10"
"28","102931","","","1280007","0.2","3","","1","","04_uek_28_nozomi"
"28","104231","","","1280008","0.2","3","","1","","04_uek_28_chika"
"28","105431","","","1280009","0.2","3","","1","","04_uek_28_tsumugi"
"28","6","","","1280010","","32","","","","1"
"28","9","","","1280011","","32","","","","1"
"28","10","","","1280012","","32","","","","1"
"28","102931","0","","1280013","","11","0","10","","空の上でも\nカルミナ…\nオンステージ！"
"28","0","","","1280014","","91","","","",""
"28","104231","0","","1280015","","11","0","10","","風が気持ちいい…！\n精霊たちも\n楽しそうです！"
"28","0","","","1280016","","91","","","",""
"28","105431","0","","1280017","","11","0","10","","最っ高ですね！\nアンコールまで\n駆け抜けましょう！"
"28","0","","","1280018","","91","","","",""
"29","1","-40","0","1290001","1.3","1","-10","100","03_uek_cmn_idol_def_N","101531"
"29","1","95","1","1290002","1.3","1","10","100","03_uek_cmn_idol_def_N","101831"
"29","101831","","","1290003","","3","0","1","","03_uek_talk_joy1"
"29","101831","0","","1290004","","11","0","10","","気持ちいいところね\n遠足で生徒たちも\n連れてこようかしら"
"29","0","","","1290005","","91","","","",""
"29","101831","","","1290006","0.3","3","0","1","","03_uek_cmn_idol_def_N"
"29","101531","","","1290007","0.3","3","0","1","","03_uek_talk_joy1"
"29","101531","0","","1290008","","11","0","10","","あらあら～、じゃあ\n里の子どもたちも\nご一緒したいです～"
"29","0","","","1290009","","91","","","",""
"29","101531","","","1290010","0.3","3","0","1","","03_uek_cmn_idol_def_N"
"30","2","-195","0","1300001","0.9","1","-35","100","05_idle","105831"
"30","2","150","0","1300002","1.5","1","-50","1000","307505_idle","307505"
"30","102","50","","1300003","1","31","1","150","","19"
"30","103","400","","1300004","1","31","1","150","","20"
"30","307505","307505_idle","","1300005","0","3","1","0","","307505_awake"
"31","1","140","0","1310001","1.3","1","10","110","01_uek_cmn_idol_def_N","105831"
"31","1","20","0","1310002","1.3","1","0","110","01_uek_cmn_idol_def_N","105931"
"31","1","-200","0","1310003","1.3","1","-55","110","01_uek_26_kyaru_loop","106031"
"31","1","","","1310004","","93","","","",""
"31","105831","","","1310005","","4","","","","1"
"31","105831","","","1310006","0","3","","1","","01_uek_cmn_pose04"
"31","105831","","","1310007","","11","","10","","見てください！\nお星様の世界です！\nすごい景色ですね☆"
"31","2.3","","","1310008","","93","","","",""
"31","105831","","","1310009","0.2","3","0","0","","01_uek_cmn_idol_def_N"
"31","1310007","","","1310010","","91","","","",""
"31","105831","","","1310011","0.2","3","0","1","","01_uek_cmn_idol_def_N"
"31","105931","","","1310012","","3","","1","","01_uek_talk_normal"
"31","105931","","","1310013","","11","","10","","本当に素晴らしい\n場所でございます\n堪能いたしましょう"
"31","0","","","1310014","","91","","","",""
"31","105931","","","1310015","0.2","3","","1","","01_uek_cmn_idol_def_N"
"31","106031","","","1310016","","11","","10","","何落ち着いてるのよ\nおかしいでしょ\nなんか色々と…！"
"32","1","255","1","1320001","1.3","1","91","100","02_uek_32_kuka_loop","104531"
"32","1","-97","0","1320002","1.3","1","-29","100","02_uek_cmn_idol_def_N","105331"
"32","1","50","0","1320003","1.3","1","0","100","02_uek_cmn_idol_def_N","103031"
"32","104531","","","1320004","0.5","3","0","0","","02_uek_32_kuka"
"32","105331","02_uek_talk_surprise2","","1320005","0.5","3","1","0","","02_uek_cmn_shock_def_N"
"32","103031","02_uek_talk_surprise2","","1320006","0.5","3","1","0","","02_uek_cmn_shock_def_N"
"32","0","","","1320007","","91","","","",""
"32","103031","","","1320008","0.5","3","0","1","","02_uek_talk_surprise2"
"32","103031","0","","1320009","","11","0","10","","せっかく見つけた\nクウカがまた\n飛んでマス！"
"32","0","","","1320010","","91","","","",""
"32","105331","","","1320011","0.5","3","0","1","","02_uek_talk_surprise2"
"32","105331","0","","1320012","","11","0","10","","やっぱりよろこんで\nなかったか！？"
"33","1","0","1","1330001","1.3","1","0","100","02_uek_cmn_idol_def_N","100831"
"33","7","130","","1330002","1","31","1.3","-120","","7"
"33","100831","02_uek_33_yuki_loop","","1330003","0.2","3","1","0","","02_uek_33_yuki"
"33","100831","0","","1330004","","11","0","10","","星の輝きを浴びた\nボクはまた一段と\n美しいね…"
"33","0","","","1330005","","91","","","",""
"34","1","10","1","1340001","1.3","1","0","110","02_uek_cmn_idol_def_N","100931"
"34","1","180","1","1340002","1.3","1","10","110","02_uek_cmn_idol_def_N","101331"
"34","1","","","1340003","","93","","","",""
"34","101331","02_uek_cmn_idol_def_N","0.2","1340004","0.2","3","1","1","","02_uek_cmn_pose01"
"34","101331","0","","1340005","","11","0","10","","ウチュウキター！\nテンション爆上がり\nですしおすし！"
"34","0","","","1340006","","91","","","",""
"34","100931","02_uek_34_anna_loop","0","1340007","0.2","3","1","0","","02_uek_34_anna"
"34","100931","0","","1340008","","11","0","10","","くくく…星の力を\n強く感じるぞ！\n覚醒の時は近い…！"
"35","1","-200","1","1350001","1.3","1","-60","100","01_uek_cmn_idol_def_N","100231"
"35","1","0","1","1350002","1.3","1","10","100","01_uek_cmn_idol_def_N","100331"
"35","1","200","1","1350003","1.3","1","20","100","01_uek_cmn_idol_def_N","100131"
"35","8","270","","1350004","1","31","1","0","","8"
"35","100231","01_uek_35_yui_loop","0.2","1350005","0.2","3","1","0","","01_uek_35_yui"
"35","100331","01_uek_35_rei_loop","0.2","1350006","0.2","3","1","0","","01_uek_35_rei"
"35","100131","","","1350007","0.2","3","","1","","01_uek_cmn_pose03"
"35","100231","0","","1350008","","11","0","10","","見て、流れ星…！\nみんなで願い事を\nしようよ"
"35","0","","","1350009","","91","","","",""
"35","100331","0","","1350010","","11","0","10","","ああ、そうだね\n私たちにぴったりな\nシチュエーションだ"
"35","0","","","1350011","","91","","","",""
"35","100131","0","","1350012","","11","0","10","","さんせーい！\nじゃあ、あたしは…\nうーん、うーん…！"
"35","0","","","1350013","","91","","","",""
"36","1","105","0","1360001","1.3","1","5","110","03_uek_cmn_idol_def_N","102531"
