5b29cf839baafb2603a9e93dbc1d6b859fa10dc9258f4afecde442a8d9860ac1,40789d594de32ca72bc860e80b2229c363c8a499e12cd4cc3316216893241b84,5db711b6630594537bf474e047bd903e1ec9af63d2391d8cd1f993027d685a3c,fe74105f26060472b16a59fd58509fd070e1348336e678dc036ce1c93c0991f7,18f1e81bdfe6aa072a765b488330158b449f590191d6ffe6db8d98ad257b84f7,8940d01d8af697001ad9a523cd0821f9c770966cf1d066e47d80774f3f5ef61a
"15","1003","11001066","99001066","1","125"
"8","0","91002","99001066","30","126"
"15","1001","11001067","99001067","1","127"
"8","0","91002","99001067","30","128"
"15","1001","11001068","99001068","1","129"
"8","0","91002","99001068","30","130"
"15","1002","11001069","99001069","1","131"
"8","0","91002","99001069","30","132"
"15","1003","11001070","99001070","1","133"
"8","0","91002","99001070","30","134"
"15","1001","11001071","99001071","0","135"
"15","1002","11001072","99001072","0","136"
"15","1003","11001073","99001073","0","137"
"15","1001","11001074","99001074","1","138"
"8","0","91002","99001074","30","139"
"15","1001","11001075","99001075","1","140"
"8","0","91002","99001075","30","141"
"15","1002","11001076","99001076","1","142"
"8","0","91002","99001076","30","143"
"15","1003","11001077","99001077","1","144"
"8","0","91002","99001077","30","145"
"15","1001","11001078","99001078","1","146"
"8","0","91002","99001078","30","147"
"15","1001","11001079","99001079","1","148"
"8","0","91002","99001079","30","149"
"15","1002","11001080","99001080","1","150"
"8","0","91002","99001080","30","151"
"15","1003","11001081","99001081","1","152"
"8","0","91002","99001081","30","153"
"15","1001","11001082","99001082","1","154"
"8","0","91002","99001082","30","155"
"15","1001","11001083","99001083","1","156"
"8","0","91002","99001083","30","157"
"15","1002","11001084","99001084","1","158"
"8","0","91002","99001084","30","159"
"15","1003","11001085","99001085","1","160"
"8","0","91002","99001085","30","161"
"15","1001","11001086","99001086","0","162"
"15","1002","11001087","99001087","0","163"
"15","1002","11001088","99001088","0","164"
"15","1002","11001089","99001089","0","165"
"15","1003","11001090","99001090","0","166"
"15","1001","11001091","99001091","1","167"
"8","0","91002","99001091","30","168"
"15","1001","11001092","99001092","1","169"
"8","0","91002","99001092","30","170"
"15","1002","11001093","99001093","1","171"
"8","0","91002","99001093","30","172"
"15","1003","11001094","99001094","1","173"
"8","0","91002","99001094","30","174"
"15","1001","11001095","99001095","1","175"
"8","0","91002","99001095","30","176"
"15","1001","11001096","99001096","1","177"
"8","0","91002","99001096","30","178"
"15","1002","11001097","99001097","1","179"
"8","0","91002","99001097","30","180"
"15","1003","11001098","99001098","1","181"
"8","0","91002","99001098","30","182"
"15","1001","11001099","99001099","1","183"
"8","0","91002","99001099","30","184"
"15","1001","11001100","99001100","1","185"
"8","0","91002","99001100","30","186"
"15","1002","11001101","99001101","1","187"
"8","0","91002","99001101","30","188"
"15","1003","11001102","99001102","1","189"
"8","0","91002","99001102","30","190"
"15","1001","11001103","99001103","1","191"
"8","0","91002","99001103","30","192"
"15","1001","11001104","99001104","1","193"
"8","0","91002","99001104","30","194"
"15","1002","11001105","99001105","1","195"
"8","0","91002","99001105","30","196"
"15","1003","11001106","99001106","1","197"
"8","0","91002","99001106","30","198"
"15","1001","11001107","99001107","1","199"
"8","0","91002","99001107","30","200"
"15","1001","11001108","99001108","1","201"
"8","0","91002","99001108","30","202"
"15","1002","11001109","99001109","1","203"
"8","0","91002","99001109","30","204"
"15","1003","11001110","99001110","1","205"
"8","0","91002","99001110","30","206"
"15","1001","11001111","99001111","1","207"
"8","0","91002","99001111","30","208"
"15","1001","11001112","99001112","1","209"
"8","0","91002","99001112","30","210"
"15","1002","11001113","99001113","1","211"
"8","0","91002","99001113","30","212"
"15","1003","11001114","99001114","1","213"
"8","0","91002","99001114","30","214"
"15","1001","11001115","99001115","1","215"
"8","0","91002","99001115","30","216"
"15","1001","11001116","99001116","1","217"
"8","0","91002","99001116","30","218"
"15","1002","11001117","99001117","1","219"
"8","0","91002","99001117","30","220"
"15","1003","11001118","99001118","1","221"
"8","0","91002","99001118","30","222"
"15","1001","11001119","99001119","1","223"
"8","0","91002","99001119","30","224"
"15","1001","11001120","99001120","1","225"
"8","0","91002","99001120","30","226"
"15","1002","11001121","99001121","1","227"
"8","0","91002","99001121","30","228"
"15","1003","11001122","99001122","1","229"
"8","0","91002","99001122","30","230"
"15","1001","11001123","99001123","1","231"
"8","0","91002","99001123","30","232"
"15","1001","11001124","99001124","1","233"
"8","0","91002","99001124","30","234"
"15","1002","11001125","99001125","1","235"
"8","0","91002","99001125","30","236"
"15","1003","11001126","99001126","1","237"
"8","0","91002","99001126","30","238"
"15","1001","11001127","99001127","1","239"
"8","0","91002","99001127","30","240"
"15","1001","11001128","99001128","1","241"
"8","0","91002","99001128","30","242"
"15","1002","11001129","99001129","1","243"
"8","0","91002","99001129","30","244"
"15","1003","11001130","99001130","1","245"
"8","0","91002","99001130","30","246"
"15","1003","11001131","99001131","1","247"
"15","1001","11001132","99001132","1","248"
"8","0","91002","99001132","30","249"
"15","1001","11001133","99001133","1","250"
"8","0","91002","99001133","30","251"
"15","1002","11001134","99001134","1","252"
"8","0","91002","99001134","30","253"
"15","1003","11001135","99001135","1","254"
"8","0","91002","99001135","30","255"
"15","1001","11001136","99001136","1","256"
"8","0","91002","99001136","30","257"
"15","1001","11001137","99001137","1","258"
"8","0","91002","99001137","30","259"
"15","1002","11001138","99001138","1","260"
"8","0","91002","99001138","30","261"
"15","1003","11001139","99001139","1","262"
"8","0","91002","99001139","30","263"
"15","1003","11001140","99001140","1","264"
"15","1001","11001142","99001142","1","265"
"8","0","91002","99001142","30","266"
"15","1001","11001143","99001143","1","267"
"8","0","91002","99001143","30","268"
"15","1002","11001144","99001144","1","269"
"8","0","91002","99001144","30","270"
"15","1003","11001145","99001145","1","271"
"8","0","91002","99001145","30","272"
"15","1001","11001146","99001146","0","273"
"15","1002","11001147","99001147","0","274"
"15","1001","11001148","99001148","1","275"
"8","0","91002","99001148","30","276"
"15","1001","11001149","99001149","1","277"
"8","0","91002","99001149","30","278"
"15","1002","11001150","99001150","1","279"
"8","0","91002","99001150","30","280"
"15","1003","11001151","99001151","1","281"
"8","0","91002","99001151","30","282"
"15","1001","11001152","99001152","1","283"
"8","0","91002","99001152","30","284"
"15","1001","11001153","99001153","1","285"
"8","0","91002","99001153","30","286"
"15","1002","11001154","99001154","1","287"
"8","0","91002","99001154","30","288"
"15","1003","11001155","99001155","1","289"
"8","0","91002","99001155","30","290"
"15","1001","11001156","99001156","1","291"
"8","0","91002","99001156","30","292"
"15","1001","11001157","99001157","1","293"
"8","0","91002","99001157","30","294"
"15","1002","11001158","99001158","1","295"
"8","0","91002","99001158","30","296"
"15","1003","11001159","99001159","1","297"
"8","0","91002","99001159","30","298"
"15","1001","11001160","99001160","1","299"
"8","0","91002","99001160","30","300"
"15","1001","11001161","99001161","1","301"
"8","0","91002","99001161","30","302"
"15","1002","11001162","99001162","1","303"
"8","0","91002","99001162","30","304"
"15","1003","11001163","99001163","1","305"
"8","0","91002","99001163","30","306"
"15","1002","11001164","99001164","1","307"
"15","1003","11001165","99001165","1","308"
"15","1001","11001166","99001166","1","309"
"8","0","91002","99001166","30","310"
"15","1001","11001167","99001167","1","311"
"8","0","91002","99001167","30","312"
"15","1002","11001168","99001168","1","313"
"8","0","91002","99001168","30","314"
"15","1003","11001169","99001169","1","315"
"8","0","91002","99001169","30","316"
"15","1001","11001170","99001170","1","317"
"8","0","91002","99001170","30","318"
"15","1001","11001171","99001171","1","319"
"8","0","91002","99001171","30","320"
"15","1002","11001172","99001172","1","321"
"8","0","91002","99001172","30","322"
"15","1003","11001173","99001173","1","323"
"8","0","91002","99001173","30","324"
"15","1001","11001174","99001174","1","325"
"8","0","91002","99001174","30","326"
"15","1001","11001175","99001175","1","327"
"8","0","91002","99001175","30","328"
"15","1002","11001176","99001176","1","329"
"8","0","91002","99001176","30","330"
"15","1003","11001177","99001177","1","331"
"8","0","91002","99001177","30","332"
"15","1001","11001178","99001178","1","333"
"8","0","91002","99001178","30","334"
"15","1001","11001179","99001179","1","335"
"8","0","91002","99001179","30","336"
"15","1002","11001180","99001180","1","337"
"8","0","91002","99001180","30","338"
"15","1003","11001181","99001181","1","339"
"8","0","91002","99001181","30","340"
"15","1001","11001182","99001182","1","341"
"8","0","91002","99001182","30","342"
"15","1001","11001183","99001183","1","343"
"8","0","91002","99001183","30","344"
"15","1002","11001184","99001184","1","345"
"8","0","91002","99001184","30","346"
"15","1003","11001185","99001185","1","347"
"8","0","91002","99001185","30","348"
"15","1001","11001186","99001186","1","349"
"8","0","91002","99001186","30","350"
"15","1001","11001187","99001187","1","351"
"8","0","91002","99001187","30","352"
"15","1002","11001188","99001188","1","353"
"8","0","91002","99001188","30","354"
"15","1003","11001189","99001189","1","355"
"8","0","91002","99001189","30","356"
"15","1001","11001190","99001190","1","357"
"8","0","91002","99001190","30","358"
"15","1001","11001191","99001191","1","359"
"8","0","91002","99001191","30","360"
"15","1002","11001192","99001192","1","361"
"8","0","91002","99001192","30","362"
"15","1003","11001193","99001193","1","363"
"8","0","91002","99001193","30","364"
"15","1001","11001194","99001194","1","365"
"8","0","91002","99001194","30","366"
"15","1001","11001195","99001195","1","367"
"8","0","91002","99001195","30","368"
"15","1002","11001196","99001196","1","369"
"8","0","91002","99001196","30","370"
"15","1003","11001197","99001197","1","371"
"8","0","91002","99001197","30","372"
"15","1002","11001198","99001198","1","373"
"15","1003","11001199","99001199","1","374"
"15","1001","11001200","99001200","1","375"
"8","0","91002","99001200","30","376"
"15","1001","11001201","99001201","1","377"
"8","0","91002","99001201","30","378"
"15","1002","11001202","99001202","1","379"
"8","0","91002","99001202","30","380"
"15","1003","11001203","99001203","1","381"
"8","0","91002","99001203","30","382"
"15","1003","11001204","99001204","1","383"
"15","1001","11001205","99001205","1","384"
"8","0","91002","99001205","30","385"
"15","1001","11001206","99001206","1","386"
"8","0","91002","99001206","30","387"
"15","1002","11001207","99001207","1","388"
"8","0","91002","99001207","30","389"
"15","1003","11001208","99001208","1","390"
"8","0","91002","99001208","30","391"
"15","1001","11001209","99001209","1","392"
"8","0","91002","99001209","30","393"
"15","1001","11001210","99001210","1","394"
"8","0","91002","99001210","30","395"
"15","1002","11001211","99001211","1","396"
"8","0","91002","99001211","30","397"
"15","1003","11001212","99001212","1","398"
"8","0","91002","99001212","30","399"
"15","1001","11001213","99001213","1","400"
"8","0","91002","99001213","30","401"
"15","1001","11001214","99001214","1","402"
"8","0","91002","99001214","30","403"
"15","1002","11001215","99001215","1","404"
"8","0","91002","99001215","30","405"
"15","1003","11001216","99001216","1","406"
"8","0","91002","99001216","30","407"
"15","1001","11001217","99001217","1","408"
"8","0","91002","99001217","30","409"
"15","1001","11001218","99001218","1","410"
"8","0","91002","99001218","30","411"
"15","1002","11001219","99001219","1","412"
"8","0","91002","99001219","30","413"
"15","1003","11001220","99001220","1","414"
"8","0","91002","99001220","30","415"
"15","1001","11001221","99001221","1","416"
"8","0","91002","99001221","30","417"
"15","1001","11001222","99001222","1","418"
"8","0","91002","99001222","30","419"
"15","1002","11001223","99001223","1","420"
"8","0","91002","99001223","30","421"
"15","1003","11001224","99001224","1","422"
"8","0","91002","99001224","30","423"
"15","1001","11001225","99001225","1","424"
"8","0","91002","99001225","30","425"
"15","1001","11001226","99001226","1","426"
"8","0","91002","99001226","30","427"
"15","1002","11001227","99001227","1","428"
"8","0","91002","99001227","30","429"
"15","1003","11001228","99001228","1","430"
"8","0","91002","99001228","30","431"
"15","1001","11001229","99001229","1","432"
"8","0","91002","99001229","30","433"
"15","1001","11001230","99001230","1","434"
"8","0","91002","99001230","30","435"
"15","1002","11001231","99001231","1","436"
"8","0","91002","99001231","30","437"
"15","1003","11001232","99001232","1","438"
"8","0","91002","99001232","30","439"
"15","1001","11001233","99001233","1","440"
"8","0","91002","99001233","30","441"
"15","1001","11001234","99001234","1","442"
"8","0","91002","99001234","30","443"
"15","1002","11001235","99001235","1","444"
"8","0","91002","99001235","30","445"
"15","1003","11001236","99001236","1","446"
"8","0","91002","99001236","30","447"
"15","1001","11001237","99001237","1","448"
"8","0","91002","99001237","30","449"
"15","1001","11001238","99001238","1","450"
"8","0","91002","99001238","30","451"
"15","1002","11001239","99001239","1","452"
"8","0","91002","99001239","30","453"
"15","1003","11001240","99001240","1","454"
"8","0","91002","99001240","30","455"
"15","1001","11001241","99001241","1","456"
"8","0","91002","99001241","30","457"
"15","1001","11001242","99001242","1","458"
"8","0","91002","99001242","30","459"
"15","1002","11001243","99001243","1","460"
"8","0","91002","99001243","30","461"
"15","1003","11001244","99001244","1","462"
"8","0","91002","99001244","30","463"
"15","1001","11001245","99001245","1","464"
"8","0","91002","99001245","30","465"
"15","1001","11001246","99001246","1","466"
"8","0","91002","99001246","30","467"
"15","1002","11001247","99001247","1","468"
"8","0","91002","99001247","30","469"
"15","1003","11001248","99001248","1","470"
"8","0","91002","99001248","30","471"
"15","1003","11001249","99001249","1","472"
"15","1001","11001250","99001250","1","473"
"8","0","91002","99001250","30","474"
"15","1001","11001251","99001251","1","475"
"8","0","91002","99001251","30","476"
"15","1002","11001252","99001252","1","477"
"8","0","91002","99001252","30","478"
"15","1003","11001253","99001253","1","479"
"8","0","91002","99001253","30","480"
"15","1001","11001254","99001254","1","481"
"8","0","91002","99001254","30","482"
"15","1001","11001255","99001255","1","483"
"8","0","91002","99001255","30","484"
"15","1002","11001256","99001256","1","485"
"8","0","91002","99001256","30","486"
"15","1003","11001257","99001257","1","487"
"8","0","91002","99001257","30","488"
"15","1001","11001258","99001258","1","489"
"8","0","91002","99001258","30","490"
"15","1001","11001259","99001259","1","491"
"8","0","91002","99001259","30","492"
"15","1002","11001260","99001260","1","493"
"8","0","91002","99001260","30","494"
"15","1003","11001261","99001261","1","495"
"8","0","91002","99001261","30","496"
"15","1001","11001262","99001262","1","497"
"15","1001","11001263","99001263","1","498"
"15","1001","11001264","99001264","1","499"
"15","1002","11001265","99001265","1","500"
"15","1003","11001266","99001266","1","501"
"15","1001","11001267","99001267","1","502"
"8","0","91002","99001267","30","503"
"15","1001","11001268","99001268","1","504"
"8","0","91002","99001268","30","505"
"15","1002","11001269","99001269","1","506"
"8","0","91002","99001269","30","507"
"15","1003","11001270","99001270","1","508"
"8","0","91002","99001270","30","509"
"15","1003","11001271","99001271","1","510"
"15","1001","11001272","99001272","1","511"
"8","0","91002","99001272","30","512"
"15","1001","11001273","99001273","1","513"
"8","0","91002","99001273","30","514"
"15","1002","11001274","99001274","1","515"
"8","0","91002","99001274","30","516"
"15","1003","11001275","99001275","1","517"
"8","0","91002","99001275","30","518"
"15","1003","11001276","99001276","1","519"
"15","1001","11001277","99001277","1","520"
"8","0","91002","99001277","30","521"
"15","1001","11001278","99001278","1","522"
"8","0","91002","99001278","30","523"
"15","1002","11001279","99001279","1","524"
"8","0","91002","99001279","30","525"
"15","1003","11001280","99001280","1","526"
"8","0","91002","99001280","30","527"
"15","1001","11001281","99001281","1","528"
"8","0","91002","99001281","30","529"
"15","1001","11001282","99001282","1","530"
"8","0","91002","99001282","30","531"
"15","1002","11001283","99001283","1","532"
"8","0","91002","99001283","30","533"
"15","1003","11001284","99001284","1","534"
"8","0","91002","99001284","30","535"
"15","1003","11001285","99001285","1","536"
"15","1001","11001286","99001286","1","537"
"8","0","91002","99001286","30","538"
"15","1001","11001287","99001287","1","539"
"8","0","91002","99001287","30","540"
"15","1002","11001288","99001288","1","541"
"8","0","91002","99001288","30","542"
"15","1003","11001289","99001289","1","543"
"8","0","91002","99001289","30","544"
"15","1001","11001290","99001290","1","545"
"8","0","91002","99001290","30","546"
"15","1001","11001291","99001291","1","547"
"8","0","91002","99001291","30","548"
"15","1002","11001292","99001292","1","549"
"8","0","91002","99001292","30","550"
"15","1003","11001293","99001293","1","551"
"8","0","91002","99001293","30","552"
"15","1001","11001294","99001294","1","553"
"8","0","91002","99001294","30","554"
"15","1001","11001295","99001295","1","555"
"8","0","91002","99001295","30","556"
"15","1002","11001296","99001296","1","557"
"8","0","91002","99001296","30","558"
"15","1003","11001297","99001297","1","559"
"8","0","91002","99001297","30","560"
"15","1001","11001298","99001298","1","561"
"8","0","91002","99001298","30","562"
"15","1001","11001299","99001299","1","563"
"8","0","91002","99001299","30","564"
"15","1002","11001300","99001300","1","565"
"8","0","91002","99001300","30","566"
"15","1003","11001301","99001301","1","567"
"8","0","91002","99001301","30","568"
"15","1003","11001302","99001302","1","569"
"15","1003","11001303","99001303","1","570"
"15","1003","11001304","99001304","1","571"
"15","1001","11001305","99001305","1","572"
"8","0","91002","99001305","30","573"
"15","1001","11001306","99001306","1","574"
"8","0","91002","99001306","30","575"
"15","1002","11001307","99001307","1","576"
"8","0","91002","99001307","30","577"
"15","1003","11001308","99001308","1","578"
"8","0","91002","99001308","30","579"
"15","1001","11001309","99001309","1","580"
"8","0","91002","99001309","30","581"
"15","1001","11001310","99001310","1","582"
"8","0","91002","99001310","30","583"
"15","1002","11001311","99001311","1","584"
"8","0","91002","99001311","30","585"
"15","1003","11001312","99001312","1","586"
"8","0","91002","99001312","30","587"
"15","1003","11001313","99001313","1","588"
"15","1001","11001314","99001314","1","589"
"8","0","91002","99001314","30","590"
"15","1001","11001315","99001315","1","591"
"8","0","91002","99001315","30","592"
"15","1002","11001316","99001316","1","593"
"8","0","91002","99001316","30","594"
"15","1003","11001317","99001317","1","595"
"8","0","91002","99001317","30","596"
"15","1003","11001318","99001318","1","597"
"15","1001","11001319","99001319","1","598"
"8","0","91002","99001319","30","599"
"15","1001","11001320","99001320","1","600"
"8","0","91002","99001320","30","601"
"15","1002","11001321","99001321","1","602"
"8","0","91002","99001321","30","603"
"15","1003","11001322","99001322","1","604"
"8","0","91002","99001322","30","605"
"15","1003","11001323","99001323","1","606"
"15","1001","11001324","99001324","1","607"
"8","0","91002","99001324","30","608"
"15","1001","11001325","99001325","1","609"
"8","0","91002","99001325","30","610"
"15","1002","11001326","99001326","1","611"
"8","0","91002","99001326","30","612"
"15","1003","11001327","99001327","1","613"
"8","0","91002","99001327","30","614"
"15","1003","11001328","99001328","1","615"
"15","1001","11001329","99001329","1","616"
"8","0","91002","99001329","30","617"
"15","1001","11001330","99001330","1","618"
"8","0","91002","99001330","30","619"
"15","1002","11001331","99001331","1","620"
"8","0","91002","99001331","30","621"
"15","1003","11001332","99001332","1","622"
"8","0","91002","99001332","30","623"
"15","1001","11001333","99001333","1","624"
"8","0","91002","99001333","30","625"
"15","1001","11001334","99001334","1","626"
"8","0","91002","99001334","30","627"
"15","1002","11001335","99001335","1","628"
"8","0","91002","99001335","30","629"
"15","1003","11001336","99001336","1","630"
"8","0","91002","99001336","30","631"
"15","1002","11001337","99001337","1","632"
"15","1002","11001338","99001338","1","633"
"15","1003","11001339","99001339","1","634"
"15","1001","11001340","99001340","1","635"
"8","0","91002","99001340","30","636"
"15","1001","11001341","99001341","1","637"
"8","0","91002","99001341","30","638"
"15","1002","11001342","99001342","1","639"
"8","0","91002","99001342","30","640"
"15","1003","11001343","99001343","1","641"
"8","0","91002","99001343","30","642"
"15","1003","19901001","99900001","1","643"
"15","1003","19901002","99900002","1","644"
"15","1003","19901003","99900003","1","645"
