5031acaad414316ca351d8014364218933b9083c5933b1d71fc741fe5a5960db,15aefc4acb9d47b3b2a649c36b3aefca8bf0dcf49899fd04ebb87bcab73b7fdd,5e58acd4ce6a1ff0fc815972274e7470ee755c8a4f6421976e81d7036ae4b011,c077dc92206eae1f4b6abf237a5d1acbe183387822a62d8d0d85212c0e48acde,d12091af20a1d34007ffc402490de44233a614b1cabde79579220012e006ae72,7a6723edd2135eae2a23174d178db106b4aab62c45253097b04b10e8fedae907,e62a3a093f42e95fc62e57c7de8caad75f5160665e6a27841e253787a0ef1847,c3870fb093c89012589402a88f50e85fcfe912d0cce43b4dcfca986d47ea3bc6,b294ea172b2b92347f610e891169c9f72d9fe12d9ec7bd32fad88bc1d73988d2,2261739e8170add5ca8da267f8b16109f0819b471df1496c2dfba22ea536bec2,dc4c7f647a05abf98f4043d593f9f14bc7a2b702a1c399573bb6f20c20b5b0b5,ca98fabd2d9cfbaae04904836a3c59de23cbd0c7fe0caeff0a37a36943bd9df6,5d7046e7e4f477a57e203da3e86069ae23dbd2dcb3f69ee64939e8f11ef33d4d,e2105e8ed3a8019c6d9fb2f52ee36fb658b6e5481a1b1be39cfae0c6cd94dd6d,da5880fe49bb077bbb74dee4b39bd23d32fb3900f64421207534861bd0fc8a22,9a258c38e3753b36a656ab8d7b3cdb658bc8f23bb0de710d268c4bfae0fb0da5,2bd5f1cca1b5eaca57ecd3e2f0780a6d231a07343d63fec44e1a713386caf88b,f38566e3e78f1b491b1f017d5c07644efc5bd9b17d0ccc0cf1bb6dc187667ce9,e2cdc46b819844e9ca81215c925a19ccb3e1835c6bd9938d5f94188f44aa6a66,64a92632325e8813385043b67c3b980d356a136caf729a4d8a711eca583b229c
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1002206","0","63"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1002206","0","64"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1002207","0","65"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1002207","0","66"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1002207","0","67"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1002207","0","68"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1002208","0","69"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1002208","0","70"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1002208","0","71"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1002208","0","72"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1002209","0","73"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1002209","0","74"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1002209","0","75"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1002209","0","76"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1002210","0","77"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1002210","0","78"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1002210","0","79"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1002210","0","80"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1003201","0","81"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1003201","0","82"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1003201","0","83"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1003201","0","84"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1003202","0","85"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1003202","0","86"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1003202","0","87"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1003202","0","88"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1003203","0","89"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1003203","0","90"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1003203","0","91"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1003203","0","92"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1003204","0","93"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1003204","0","94"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1003204","0","95"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1003204","0","96"
"1","0","10","2","90006","1","0","0","0","2","0","20003","3100104","0","0","40","0","1003205","0","97"
"3","0","8","2","90006","2","0","0","0","2","0","20003","3100103","0","0","30","0","1003205","0","98"
"10","0","6","2","90006","4","0","0","0","2","0","20003","3100102","0","0","20","0","1003205","0","99"
"30","0","2","2","90006","11","0","0","0","2","0","20003","3100101","0","0","10","0","1003205","0","100"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1003206","0","101"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1003206","0","102"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1003206","0","103"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1003206","0","104"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1003207","0","105"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1003207","0","106"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1003207","0","107"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1003207","0","108"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1003208","0","109"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1003208","0","110"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1003208","0","111"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1003208","0","112"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1003209","0","113"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1003209","0","114"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1003209","0","115"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1003209","0","116"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1003210","0","117"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1003210","0","118"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1003210","0","119"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1003210","0","120"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1004201","0","121"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1004201","0","122"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1004201","0","123"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1004201","0","124"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1004202","0","125"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1004202","0","126"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1004202","0","127"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1004202","0","128"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1004203","0","129"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1004203","0","130"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1004203","0","131"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1004203","0","132"
"1","0","5","2","90006","1","0","0","0","2","0","20003","3100104","0","0","20","0","1004204","0","133"
"3","0","4","2","90006","2","0","0","0","2","0","20003","3100103","0","0","15","0","1004204","0","134"
"10","0","3","2","90006","4","0","0","0","2","0","20003","3100102","0","0","10","0","1004204","0","135"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","5","0","1004204","0","136"
"1","0","10","2","90006","1","0","0","0","2","0","20003","3100104","0","0","40","0","1004205","0","137"
"3","0","8","2","90006","2","0","0","0","2","0","20003","3100103","0","0","30","0","1004205","0","138"
"10","0","6","2","90006","4","0","0","0","2","0","20003","3100102","0","0","20","0","1004205","0","139"
"30","0","2","2","90006","11","0","0","0","2","0","20003","3100101","0","0","10","0","1004205","0","140"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1004206","0","141"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1004206","0","142"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1004206","0","143"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1004206","0","144"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1004207","0","145"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1004207","0","146"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1004207","0","147"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1004207","0","148"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1004208","0","149"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1004208","0","150"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1004208","0","151"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1004208","0","152"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1004209","0","153"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1004209","0","154"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1004209","0","155"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1004209","0","156"
"1","0","4","2","90006","1","0","0","0","2","0","20003","3100104","0","0","10","0","1004210","0","157"
"3","0","3","2","90006","2","0","0","0","2","0","20003","3100103","0","0","8","0","1004210","0","158"
"10","0","2","2","90006","4","0","0","0","2","0","20003","3100102","0","0","6","0","1004210","0","159"
"30","0","1","2","90006","11","0","0","0","2","0","20003","3100101","0","0","4","0","1004210","0","160"
