e1affa411b524b70948af1c155deeb2c3eb74bf01fa36b7ce4710dd9aec7ab8c,621cd92cfeeb029ea23ebc82a544841179c6315ba236e19190e8018e13438614,5ea772941eab8937947bc15f13088938067b7216315fd41ebc0c96b7a5027947,029f6fa95cdd316b95886d0105ec7acda8d4b605f7f16d8b82124a5f64413242,aae48c67f46b8c8a2fb7afa400816358f9179b8a15f0e4aa0774cb799e6f584f
"13","3","1","103701","トモ"
"13","4","1","110701","アオイ（編入生）"
"13","5","1","110901","チエル"
"13","6","1","112701","リン（レンジャー）"
"13","7","1","112801","マヒル（レンジャー）"
"13","8","1","112901","リノ（ワンダー）"
"13","9","1","116301","チエル（聖学祭）"
"13","10","1","116201","クロエ（聖学祭）"
"13","11","1","116601","カヤ（タイムトラベル）"
"13","12","1","116401","ユニ（聖学祭）"
"13","13","1","122201","ユカリ（キャンプ）"
"13","14","1","123101","マホ（エクスプローラー）"
"13","15","1","123201","アヤネ（エクスプローラー）"
"13","16","1","125101","タマキ（カフェ）"
"13","17","1","125201","モニカ（カフェ）"
"13","18","1","125401","シオリ（レンジャー）"
"13","19","1","126301","ユキ（儀装束）"
"13","20","1","115001","ネネカ（ニューイヤー）"
"13","21","1","115501","コッコロ（儀装束）"
"13","22","1","123801","クリスティーナ（ワイルド）"
"13","23","1","124001","アカリ（クリスマス）"
"13","24","1","125301","コッコロ（レンジャー）"
"13","25","1","126201","イリヤ（儀装束）"
"14","1","1","100901","アンナ"
"14","2","1","101801","イオ"
"14","3","1","104301","マコト"
"14","4","1","104401","イリヤ"
"14","5","1","110801","クロエ"
"14","6","1","111401","ルナ"
"14","7","1","114001","レイ（ハロウィン）"
"14","8","1","117501","ミツキ（オーエド）"
"14","9","1","117901","スズナ（ハロウィン）"
"14","10","1","119001","イオ（ノワール）"
"14","11","1","119101","クウカ（ノワール）"
"14","12","1","121401","ミサキ（ステージ）"
"14","13","1","121601","イノリ（怪盗）"
"14","14","1","122301","ヴァンピィ"
"14","15","1","125801","リリ（フォールン）"
"14","16","1","126001","クリア（フォールン）"
"14","17","1","126101","プレシア（フォールン）"
"14","18","1","108301","ミサキ（ハロウィン）"
"14","19","1","112001","キャル（ニューイヤー）"
"14","20","1","113901","ツムギ（ハロウィン）"
"14","21","1","120901","イリヤ（ニューイヤー）"
"14","22","1","121501","アユミ（怪盗）"
"14","23","1","120001","シズル（ノワール）"
"14","24","1","125501","ジータ（ウォーロック）"
"14","25","1","125601","ビカラ"
"14","26","1","127101","シノブ（サマー）"
"15","1","1","101201","ハツネ"
"15","2","1","102901","ノゾミ"
"15","3","1","104901","シズル"
"15","4","1","105701","ジータ"
"15","5","1","101401","カスミ"
"15","6","1","109201","アン"
"15","7","1","112201","カスミ（マジカル）"
"15","8","1","111001","ユニ"
"15","9","1","113701","アカリ（エンジェル）"
"15","10","1","113801","ヨリ（エンジェル）"
"15","11","1","114201","モニカ（マジカル）"
"15","12","1","114301","トモ（マジカル）"
"15","13","1","114501","サレン（クリスマス）"
"15","14","1","115901","マコト（シンデレラ）"
"15","15","1","116001","マホ（シンデレラ）"
"15","16","1","117601","ユキ（オーエド）"
"15","17","1","119301","リノ（クリスマス）"
"15","18","1","121301","クルミ（ステージ）"
"15","19","1","124201","ジュン（クリスマス）"
"15","20","1","127301","スズナ（編入生）"
"15","21","1","128001","クレジッタ（クリスマス）"
"15","22","1","108701","ヒヨリ（ニューイヤー）"
"15","23","1","108801","ユイ（ニューイヤー）"
"15","24","1","111901","コッコロ（ニューイヤー）"
"15","25","1","114401","アキノ（クリスマス）"
"15","26","1","111801","ペコリーヌ（ニューイヤー）"
"15","27","1","118001","クレジッタ"
"15","28","1","120701","シェフィ（ニューイヤー）"
"15","29","1","121001","ペコリーヌ（オーバーロード）"
"15","30","1","121101","キャル（オーバーロード）"
"15","31","1","124601","ミサト（ニューイヤー）"
"15","32","1","124801","ノゾミ（リベレイター）"
"15","33","1","125001","ムイミ（リベレイター）"
"16","1","1","108801","ユイ（ニューイヤー）"
"16","2","1","108701","ヒヨリ（ニューイヤー）"
"16","3","1","112001","キャル（ニューイヤー）"
"16","4","1","111901","コッコロ（ニューイヤー）"
