27268dc69c6efb85d6acae3537b971d7200846127bfe1b68da0699ec4cb8f6af,cb153e2d587daf25756910c571519b00e1b2be905b5b6b54078d1c0020086ba7,501e7b4272691b7d6de76634a0ce6c350d71e76fdfc2c01d5be1bd7d2ae34be0,6b06829b5c06ace8e2e49b8a768f7ca60a70cc76c4c45ba3913d68860878601c,bae7a6aee3228b43514218b5330c4f23862329838ab025c703f86d28cb28d9c9
"4302302","11001003","44250","18","135"
"4302401","11001003","2000","18","136"
"99006","11001003","0","2","137"
"94002","11001003","0","12","138"
"90008","11001003","0","2","139"
"26201","11001003","0","2","140"
"23002","11001003","0","2","141"
"4108101","11001004","750000","18","142"
"4108201","11001004","120000","18","143"
"4108202","11001004","120000","18","144"
"4108203","11001004","120000","18","145"
"4108251","11001004","120000","18","146"
"4108301","11001004","66374","18","147"
"4108302","11001004","66374","18","148"
"4108303","11001004","66374","18","149"
"4108351","11001004","66374","18","150"
"4108401","11001004","4500","18","151"
"4109101","11001004","750000","18","152"
"4109201","11001004","120000","18","153"
"4109202","11001004","120000","18","154"
"4109203","11001004","120000","18","155"
"4109251","11001004","120000","18","156"
"4109301","11001004","66374","18","157"
"4109302","11001004","66374","18","158"
"4109303","11001004","66374","18","159"
"4109351","11001004","66374","18","160"
"4109401","11001004","4500","18","161"
"4203101","11001004","333334","18","162"
"4203201","11001004","80000","18","163"
"4203202","11001004","80000","18","164"
"4203203","11001004","80000","18","165"
"4203301","11001004","44250","18","166"
"4203302","11001004","44250","18","167"
"4203303","11001004","44250","18","168"
"4203401","11001004","2000","18","169"
"4204101","11001004","333334","18","170"
"4204201","11001004","80000","18","171"
"4204202","11001004","80000","18","172"
"4204203","11001004","80000","18","173"
"4204301","11001004","44250","18","174"
"4204302","11001004","44250","18","175"
"4204303","11001004","44250","18","176"
"4204401","11001004","2000","18","177"
"4304101","11001004","333332","18","178"
"4304201","11001004","80000","18","179"
"4304202","11001004","80000","18","180"
"4304301","11001004","44250","18","181"
"4304302","11001004","44250","18","182"
"4304401","11001004","2000","18","183"
"99006","11001004","0","2","184"
"94002","11001004","0","12","185"
"90008","11001004","0","2","186"
"26201","11001004","0","2","187"
"23002","11001004","0","2","188"
"4103101","11001005","750000","18","189"
"4103201","11001005","120000","18","190"
"4103202","11001005","120000","18","191"
"4103203","11001005","120000","18","192"
"4103251","11001005","120000","18","193"
"4103301","11001005","66374","18","194"
"4103302","11001005","66374","18","195"
"4103303","11001005","66374","18","196"
"4103351","11001005","66374","18","197"
"4103401","11001005","4500","18","198"
"4107101","11001005","750000","18","199"
"4107201","11001005","120000","18","200"
"4107202","11001005","120000","18","201"
"4107203","11001005","120000","18","202"
"4107251","11001005","120000","18","203"
"4107301","11001005","66374","18","204"
"4107302","11001005","66374","18","205"
"4107303","11001005","66374","18","206"
"4107351","11001005","66374","18","207"
"4107401","11001005","4500","18","208"
"4201101","11001005","333334","18","209"
"4201201","11001005","80000","18","210"
"4201202","11001005","80000","18","211"
"4201203","11001005","80000","18","212"
"4201301","11001005","44250","18","213"
"4201302","11001005","44250","18","214"
"4201303","11001005","44250","18","215"
"4201401","11001005","2000","18","216"
"4202101","11001005","333334","18","217"
"4202201","11001005","80000","18","218"
"4202202","11001005","80000","18","219"
"4202203","11001005","80000","18","220"
"4202301","11001005","44250","18","221"
"4202302","11001005","44250","18","222"
"4202303","11001005","44250","18","223"
"4202401","11001005","2000","18","224"
"4303101","11001005","333332","18","225"
"4303201","11001005","80000","18","226"
"4303202","11001005","80000","18","227"
"4303301","11001005","44250","18","228"
"4303302","11001005","44250","18","229"
"4303401","11001005","2000","18","230"
"99006","11001005","0","2","231"
"94002","11001005","0","12","232"
"90008","11001005","0","2","233"
"26201","11001005","0","2","234"
"23002","11001005","0","2","235"
"4101101","11002001","500000","18","236"
"4101201","11002001","80000","18","237"
"4101202","11002001","80000","18","238"
"4101203","11002001","80000","18","239"
"4101251","11002001","80000","18","240"
"4101301","11002001","44250","18","241"
"4101302","11002001","44250","18","242"
"4101303","11002001","44250","18","243"
"4101351","11002001","44250","18","244"
"4101401","11002001","3000","18","245"
"4104101","11002001","500000","18","246"
"4104201","11002001","80000","18","247"
"4104202","11002001","80000","18","248"
"4104203","11002001","80000","18","249"
"4104251","11002001","80000","18","250"
"4104301","11002001","44250","18","251"
"4104302","11002001","44250","18","252"
"4104303","11002001","44250","18","253"
"4104351","11002001","44250","18","254"
"4104401","11002001","3000","18","255"
"4201101","11002001","300000","18","256"
"4201201","11002001","63945","18","257"
"4201202","11002001","63945","18","258"
"4201203","11002001","63945","18","259"
"4201301","11002001","35376","18","260"
"4201302","11002001","35379","18","261"
"4201303","11002001","35379","18","262"
"4201401","11002001","1800","18","263"
"4202101","11002001","300000","18","264"
"4202201","11002001","63948","18","265"
"4202202","11002001","63948","18","266"
"4202203","11002001","63948","18","267"
"4202301","11002001","35379","18","268"
"4202302","11002001","35379","18","269"
"4202303","11002001","35379","18","270"
"4202401","11002001","1800","18","271"
"4301101","11002001","899999","18","272"
"4301201","11002001","215999","18","273"
"4301202","11002001","215999","18","274"
"4301251","11002001","144000","18","275"
"4301301","11002001","119700","18","276"
"4301302","11002001","119700","18","277"
"4301351","11002001","79650","18","278"
"4301401","11002001","5400","18","279"
"99006","11002001","0","2","280"
"94002","11002001","0","12","281"
"90008","11002001","0","2","282"
"26201","11002001","0","2","283"
"23002","11002001","0","2","284"
"4106101","11002002","500000","18","285"
"4106201","11002002","80000","18","286"
"4106202","11002002","80000","18","287"
"4106203","11002002","80000","18","288"
"4106251","11002002","80000","18","289"
"4106301","11002002","44250","18","290"
"4106302","11002002","44250","18","291"
"4106303","11002002","44250","18","292"
"4106351","11002002","44250","18","293"
"4106401","11002002","3000","18","294"
"4110101","11002002","500000","18","295"
"4110201","11002002","80000","18","296"
"4110202","11002002","80000","18","297"
"4110203","11002002","80000","18","298"
"4110251","11002002","80000","18","299"
"4110301","11002002","44250","18","300"
"4110302","11002002","44250","18","301"
"4110303","11002002","44250","18","302"
"4110351","11002002","44250","18","303"
"4110401","11002002","3000","18","304"
"4203101","11002002","300000","18","305"
"4203201","11002002","63945","18","306"
"4203202","11002002","63945","18","307"
"4203203","11002002","63945","18","308"
"4203301","11002002","35376","18","309"
"4203302","11002002","35379","18","310"
"4203303","11002002","35379","18","311"
"4203401","11002002","1800","18","312"
"4204101","11002002","300000","18","313"
"4204201","11002002","63948","18","314"
"4204202","11002002","63948","18","315"
"4204203","11002002","63948","18","316"
"4204301","11002002","35379","18","317"
"4204302","11002002","35379","18","318"
"4204303","11002002","35379","18","319"
"4204401","11002002","1800","18","320"
"4305101","11002002","899999","18","321"
"4305201","11002002","215999","18","322"
"4305202","11002002","215999","18","323"
"4305251","11002002","144000","18","324"
"4305301","11002002","119700","18","325"
"4305302","11002002","119700","18","326"
"4305351","11002002","79650","18","327"
"4305401","11002002","5400","18","328"
"99006","11002002","0","2","329"
"94002","11002002","0","12","330"
"90008","11002002","0","2","331"
"26201","11002002","0","2","332"
"23002","11002002","0","2","333"
"4102101","11002003","500000","18","334"
"4102201","11002003","80000","18","335"
"4102202","11002003","80000","18","336"
"4102203","11002003","80000","18","337"
"4102251","11002003","80000","18","338"
"4102301","11002003","44250","18","339"
"4102302","11002003","44250","18","340"
"4102303","11002003","44250","18","341"
"4102351","11002003","44250","18","342"
"4102401","11002003","3000","18","343"
"4105101","11002003","500000","18","344"
"4105201","11002003","80000","18","345"
"4105202","11002003","80000","18","346"
"4105203","11002003","80000","18","347"
"4105251","11002003","80000","18","348"
"4105301","11002003","44250","18","349"
"4105302","11002003","44250","18","350"
"4105303","11002003","44250","18","351"
"4105351","11002003","44250","18","352"
"4105401","11002003","3000","18","353"
"4201101","11002003","300000","18","354"
"4201201","11002003","63945","18","355"
"4201202","11002003","63945","18","356"
"4201203","11002003","63945","18","357"
"4201301","11002003","35376","18","358"
"4201302","11002003","35379","18","359"
"4201303","11002003","35379","18","360"
"4201401","11002003","1800","18","361"
"4202101","11002003","300000","18","362"
"4202201","11002003","63948","18","363"
"4202202","11002003","63948","18","364"
"4202203","11002003","63948","18","365"
"4202301","11002003","35379","18","366"
"4202302","11002003","35379","18","367"
"4202303","11002003","35379","18","368"
"4202401","11002003","1800","18","369"
"4302101","11002003","899999","18","370"
"4302201","11002003","215999","18","371"
"4302202","11002003","215999","18","372"
"4302251","11002003","144000","18","373"
"4302301","11002003","119700","18","374"
"4302302","11002003","119700","18","375"
"4302351","11002003","79650","18","376"
"4302401","11002003","5400","18","377"
"99006","11002003","0","2","378"
"94002","11002003","0","12","379"
"90008","11002003","0","2","380"
"26201","11002003","0","2","381"
"23002","11002003","0","2","382"
"4108101","11002004","500000","18","383"
"4108201","11002004","80000","18","384"
"4108202","11002004","80000","18","385"
"4108203","11002004","80000","18","386"
"4108251","11002004","80000","18","387"
"4108301","11002004","44250","18","388"
"4108302","11002004","44250","18","389"
"4108303","11002004","44250","18","390"
"4108351","11002004","44250","18","391"
"4108401","11002004","3000","18","392"
"4109101","11002004","500000","18","393"
"4109201","11002004","80000","18","394"
"4109202","11002004","80000","18","395"
"4109203","11002004","80000","18","396"
"4109251","11002004","80000","18","397"
"4109301","11002004","44250","18","398"
"4109302","11002004","44250","18","399"
"4109303","11002004","44250","18","400"
"4109351","11002004","44250","18","401"
"4109401","11002004","3000","18","402"
"4203101","11002004","300000","18","403"
"4203201","11002004","63945","18","404"
"4203202","11002004","63945","18","405"
"4203203","11002004","63945","18","406"
"4203301","11002004","35376","18","407"
"4203302","11002004","35379","18","408"
"4203303","11002004","35379","18","409"
"4203401","11002004","1800","18","410"
"4204101","11002004","300000","18","411"
"4204201","11002004","63948","18","412"
"4204202","11002004","63948","18","413"
"4204203","11002004","63948","18","414"
"4204301","11002004","35379","18","415"
"4204302","11002004","35379","18","416"
"4204303","11002004","35379","18","417"
"4204401","11002004","1800","18","418"
"4304101","11002004","899999","18","419"
"4304201","11002004","215999","18","420"
"4304202","11002004","215999","18","421"
"4304251","11002004","144000","18","422"
"4304301","11002004","119700","18","423"
"4304302","11002004","119700","18","424"
"4304351","11002004","79650","18","425"
"4304401","11002004","5400","18","426"
"99006","11002004","0","2","427"
"94002","11002004","0","12","428"
"90008","11002004","0","2","429"
"26201","11002004","0","2","430"
"23002","11002004","0","2","431"
"4103101","11002005","500000","18","432"
"4103201","11002005","80000","18","433"
"4103202","11002005","80000","18","434"
"4103203","11002005","80000","18","435"
"4103251","11002005","80000","18","436"
"4103301","11002005","44250","18","437"
"4103302","11002005","44250","18","438"
"4103303","11002005","44250","18","439"
"4103351","11002005","44250","18","440"
"4103401","11002005","3000","18","441"
"4107101","11002005","500000","18","442"
"4107201","11002005","80000","18","443"
"4107202","11002005","80000","18","444"
"4107203","11002005","80000","18","445"
"4107251","11002005","80000","18","446"
"4107301","11002005","44250","18","447"
"4107302","11002005","44250","18","448"
"4107303","11002005","44250","18","449"
"4107351","11002005","44250","18","450"
"4107401","11002005","3000","18","451"
"4201101","11002005","300000","18","452"
"4201201","11002005","63945","18","453"
"4201202","11002005","63945","18","454"
"4201203","11002005","63945","18","455"
"4201301","11002005","35376","18","456"
"4201302","11002005","35379","18","457"
"4201303","11002005","35379","18","458"
"4201401","11002005","1800","18","459"
"4202101","11002005","300000","18","460"
"4202201","11002005","63948","18","461"
"4202202","11002005","63948","18","462"
"4202203","11002005","63948","18","463"
"4202301","11002005","35379","18","464"
"4202302","11002005","35379","18","465"
"4202303","11002005","35379","18","466"
"4202401","11002005","1800","18","467"
"4303101","11002005","899999","18","468"
"4303201","11002005","215999","18","469"
"4303202","11002005","215999","18","470"
"4303251","11002005","144000","18","471"
"4303301","11002005","119700","18","472"
"4303302","11002005","119700","18","473"
"4303351","11002005","79650","18","474"
"4303401","11002005","5400","18","475"
"99006","11002005","0","2","476"
"94002","11002005","0","12","477"
"90008","11002005","0","2","478"
"26201","11002005","0","2","479"
"23002","11002005","0","2","480"
"4101101","11003001","167000","18","481"
"4101201","11003001","26500","18","482"
"4101202","11003001","26500","18","483"
"4101203","11003001","26500","18","484"
"4101251","11003001","27000","18","485"
"4101301","11003001","14700","18","486"
"4101302","11003001","14700","18","487"
"4101303","11003001","14700","18","488"
"4101351","11003001","14700","18","489"
"4101401","11003001","1000","18","490"
"4104101","11003001","167000","18","491"
"4104201","11003001","26500","18","492"
"4104202","11003001","26500","18","493"
"4104203","11003001","26500","18","494"
"4104251","11003001","27000","18","495"
"4104301","11003001","14700","18","496"
"4104302","11003001","14700","18","497"
"4104303","11003001","14700","18","498"
"4104351","11003001","14700","18","499"
"4104401","11003001","1000","18","500"
"4109101","11003001","167000","18","501"
"4109201","11003001","26500","18","502"
"4109202","11003001","26500","18","503"
"4109203","11003001","26500","18","504"
"4109251","11003001","27000","18","505"
"4109301","11003001","14700","18","506"
"4109302","11003001","14700","18","507"
"4109303","11003001","14700","18","508"
"4109351","11003001","14800","18","509"
"4109401","11003001","1000","18","510"
"4201101","11003001","800000","18","511"
"4201201","11003001","128000","18","512"
"4201202","11003001","128000","18","513"
"4201203","11003001","128000","18","514"
"4201251","11003001","128000","18","515"
"4201301","11003001","70800","18","516"
"4201302","11003001","70800","18","517"
"4201303","11003001","70800","18","518"
"4201351","11003001","70800","18","519"
"4201401","11003001","4800","18","520"
"4301101","11003001","600000","18","521"
"4301201","11003001","144000","18","522"
"4301202","11003001","144000","18","523"
"4301251","11003001","96000","18","524"
"4301301","11003001","79800","18","525"
"4301302","11003001","79800","18","526"
"4301351","11003001","52800","18","527"
"4301401","11003001","3600","18","528"
"4303101","11003001","600000","18","529"
"4303201","11003001","144000","18","530"
"4303202","11003001","144000","18","531"
"4303251","11003001","96000","18","532"
"4303301","11003001","79800","18","533"
"4303302","11003001","79800","18","534"
"4303351","11003001","52800","18","535"
"4303401","11003001","3600","18","536"
"99006","11003001","0","2","537"
"94002","11003001","0","12","538"
"90008","11003001","0","2","539"
"26201","11003001","0","2","540"
"23002","11003001","0","2","541"
"4102101","11003002","167000","18","542"
"4102201","11003002","26500","18","543"
"4102202","11003002","26500","18","544"
"4102203","11003002","26500","18","545"
"4102251","11003002","27000","18","546"
"4102301","11003002","14700","18","547"
"4102302","11003002","14700","18","548"
"4102303","11003002","14700","18","549"
"4102351","11003002","14700","18","550"
"4102401","11003002","1000","18","551"
"4108101","11003002","167000","18","552"
"4108201","11003002","26500","18","553"
"4108202","11003002","26500","18","554"
"4108203","11003002","26500","18","555"
"4108251","11003002","27000","18","556"
"4108301","11003002","14700","18","557"
"4108302","11003002","14700","18","558"
"4108303","11003002","14700","18","559"
"4108351","11003002","14700","18","560"
"4108401","11003002","1000","18","561"
"4110101","11003002","167000","18","562"
"4110201","11003002","26500","18","563"
"4110202","11003002","26500","18","564"
"4110203","11003002","26500","18","565"
"4110251","11003002","27000","18","566"
"4110301","11003002","14700","18","567"
"4110302","11003002","14700","18","568"
"4110303","11003002","14700","18","569"
"4110351","11003002","14800","18","570"
"4110401","11003002","1000","18","571"
"4202101","11003002","800000","18","572"
"4202201","11003002","128000","18","573"
"4202202","11003002","128000","18","574"
"4202203","11003002","128000","18","575"
"4202251","11003002","128000","18","576"
"4202301","11003002","70800","18","577"
"4202302","11003002","70800","18","578"
"4202303","11003002","70800","18","579"
"4202351","11003002","70800","18","580"
"4202401","11003002","4800","18","581"
"4301101","11003002","600000","18","582"
"4301201","11003002","144000","18","583"
"4301202","11003002","144000","18","584"
"4301251","11003002","96000","18","585"
"4301301","11003002","79800","18","586"
"4301302","11003002","79800","18","587"
"4301351","11003002","52800","18","588"
"4301401","11003002","3600","18","589"
"4302101","11003002","600000","18","590"
"4302201","11003002","144000","18","591"
"4302202","11003002","144000","18","592"
"4302251","11003002","96000","18","593"
"4302301","11003002","79800","18","594"
"4302302","11003002","79800","18","595"
"4302351","11003002","52800","18","596"
"4302401","11003002","3600","18","597"
"99006","11003002","0","2","598"
"94002","11003002","0","12","599"
"90008","11003002","0","2","600"
"26201","11003002","0","2","601"
"23002","11003002","0","2","602"
"4103101","11003003","167000","18","603"
"4103201","11003003","26500","18","604"
"4103202","11003003","26500","18","605"
"4103203","11003003","26500","18","606"
"4103251","11003003","27000","18","607"
"4103301","11003003","14700","18","608"
"4103302","11003003","14700","18","609"
"4103303","11003003","14700","18","610"
"4103351","11003003","14700","18","611"
"4103401","11003003","1000","18","612"
"4105101","11003003","167000","18","613"
"4105201","11003003","26500","18","614"
"4105202","11003003","26500","18","615"
"4105203","11003003","26500","18","616"
"4105251","11003003","27000","18","617"
"4105301","11003003","14700","18","618"
"4105302","11003003","14700","18","619"
"4105303","11003003","14700","18","620"
"4105351","11003003","14700","18","621"
"4105401","11003003","1000","18","622"
"4109101","11003003","167000","18","623"
"4109201","11003003","26500","18","624"
"4109202","11003003","26500","18","625"
"4109203","11003003","26500","18","626"
"4109251","11003003","27000","18","627"
"4109301","11003003","14700","18","628"
"4109302","11003003","14700","18","629"
"4109303","11003003","14700","18","630"
"4109351","11003003","14800","18","631"
"4109401","11003003","1000","18","632"
"4203101","11003003","800000","18","633"
"4203201","11003003","128000","18","634"
"4203202","11003003","128000","18","635"
"4203203","11003003","128000","18","636"
"4203251","11003003","128000","18","637"
"4203301","11003003","70800","18","638"
"4203302","11003003","70800","18","639"
"4203303","11003003","70800","18","640"
"4203351","11003003","70800","18","641"
"4203401","11003003","4800","18","642"
"4304101","11003003","600000","18","643"
"4304201","11003003","144000","18","644"
"4304202","11003003","144000","18","645"
"4304251","11003003","96000","18","646"
"4304301","11003003","79800","18","647"
"4304302","11003003","79800","18","648"
"4304351","11003003","52800","18","649"
"4304401","11003003","3600","18","650"
"4305101","11003003","600000","18","651"
"4305201","11003003","144000","18","652"
"4305202","11003003","144000","18","653"
"4305251","11003003","96000","18","654"
"4305301","11003003","79800","18","655"
"4305302","11003003","79800","18","656"
"4305351","11003003","52800","18","657"
"4305401","11003003","3600","18","658"
"99006","11003003","0","2","659"
"94002","11003003","0","12","660"
"90008","11003003","0","2","661"
"26201","11003003","0","2","662"
"23002","11003003","0","2","663"
"4106101","11003004","167000","18","664"
"4106201","11003004","26500","18","665"
"4106202","11003004","26500","18","666"
"4106203","11003004","26500","18","667"
"4106251","11003004","27000","18","668"
"4106301","11003004","14700","18","669"
"4106302","11003004","14700","18","670"
"4106303","11003004","14700","18","671"
"4106351","11003004","14700","18","672"
"4106401","11003004","1000","18","673"
"4107101","11003004","167000","18","674"
"4107201","11003004","26500","18","675"
"4107202","11003004","26500","18","676"
"4107203","11003004","26500","18","677"
"4107251","11003004","27000","18","678"
"4107301","11003004","14700","18","679"
"4107302","11003004","14700","18","680"
"4107303","11003004","14700","18","681"
"4107351","11003004","14700","18","682"
"4107401","11003004","1000","18","683"
"4110101","11003004","167000","18","684"
"4110201","11003004","26500","18","685"
"4110202","11003004","26500","18","686"
"4110203","11003004","26500","18","687"
"4110251","11003004","27000","18","688"
"4110301","11003004","14700","18","689"
"4110302","11003004","14700","18","690"
"4110303","11003004","14700","18","691"
"4110351","11003004","14800","18","692"
"4110401","11003004","1000","18","693"
"4204101","11003004","800000","18","694"
"4204201","11003004","128000","18","695"
"4204202","11003004","128000","18","696"
"4204203","11003004","128000","18","697"
"4204251","11003004","128000","18","698"
"4204301","11003004","70800","18","699"
"4204302","11003004","70800","18","700"
"4204303","11003004","70800","18","701"
"4204351","11003004","70800","18","702"
"4204401","11003004","4800","18","703"
"4304101","11003004","600000","18","704"
"4304201","11003004","144000","18","705"
"4304202","11003004","144000","18","706"
"4304251","11003004","96000","18","707"
"4304301","11003004","79800","18","708"
"4304302","11003004","79800","18","709"
"4304351","11003004","52800","18","710"
"4304401","11003004","3600","18","711"
"4305101","11003004","600000","18","712"
"4305201","11003004","144000","18","713"
"4305202","11003004","144000","18","714"
"4305251","11003004","96000","18","715"
"4305301","11003004","79800","18","716"
"4305302","11003004","79800","18","717"
"4305351","11003004","52800","18","718"
"4305401","11003004","3600","18","719"
"99006","11003004","0","2","720"
"94002","11003004","0","12","721"
"90008","11003004","0","2","722"
"26201","11003004","0","2","723"
"23002","11003004","0","2","724"
