807aaa9e26482df1c5f84b6bee84b1ca0269d790e7fc7311a3d2f486ab2798a6,39946ddc8180a753a0a9df07fed6d1fc918dfb4ff4c0f898d2138f97df0f7bf4,133f8c561b2d1adc0bcbe37fd2fe498669513e7a814a2866c760b41155489468,eb6be558cb2d9f0ee6e80ff4f62bb97e2fdfe9f0af0dae349c85ffeaf1ccfd1a,ca84e0a8f9030edce9611f3404d9cc4e592eb3c06d257d370dbe4ba99b18cdff,d9ad09831d981cd3c3207b154a364ba6f9e83a1e54d9b5dc5778d33ff034c2bc,4345b40cfbb640af2eb64ceb6d32456c726e392ebd108797679b679b8dc38c3a,ac543d50f291d0c6a2e7f5d1dfc4fbf093179ab13b7f699ccac3c702f6d000b9,2041721b3ec6bc4549bcfc783a734980a1f0566b68350b9db989a875d2ca52c6,1d3f0e125bb8f513b531f373f1e4a32e729153a15f4ebdb2bd91538210a31e3d
"1","5","28","0","0","4","0","2","1050028",""
"0","5","29","0","0","1","8","0","1050029","ぷー……"
"1","5","30","0","0","4","0","1.5","1050030",""
"0","5","31","0","0","1","8","0","1050031","っていうため息（？）、"
"1","5","32","0","0","4","0","2.375","1050032",""
"0","5","33","vo_10011600","vo_10011600_0505","2","0","0","1050033",""
"0","5","34","0","0","1","8","0","1050034","とても言えないけど……\n"
"1","5","35","0","0","4","0","2.375","1050035",""
"0","5","36","0","0","1","8","0","1050036","なんかかわいいな、"
"1","5","37","0","0","4","0","1.375","1050037",""
"0","5","38","0","0","1","8","0","1050038","と思っちゃった。"
"1","5","39","0","0","4","0","1","1050039",""
"0","6","1","vo_10011600","vo_10011600_0601","2","0","0","1060001",""
"0","6","2","0","0","1","8","0","1060002","　チエルさんはリア充。"
"1","6","3","0","0","4","0","2.375","1060003",""
"0","6","4","0","0","1","8","0","1060004","間違いない。\n"
"1","6","5","0","0","4","0","2.5","1060005",""
"0","6","6","vo_10011600","vo_10011600_0602","2","0","0","1060006",""
"0","6","7","0","0","1","8","0","1060007","かわいらしくて友達いっぱい、"
"1","6","8","0","0","4","0","2.5","1060008",""
"0","6","9","0","0","1","8","0","1060009","私のようなぼっちとは対極の人。"
"1","6","10","0","0","4","0","2.875","1060010",""
"0","6","11","vo_10011600","vo_10011600_0603","2","0","0","1060011",""
"0","6","12","0","0","1","8","0","1060012","見つめるだけで目が焼かれちゃいそう。\n"
"1","6","13","0","0","4","0","3.25","1060013",""
"0","6","14","vo_10011600","vo_10011600_0604","2","0","0","1060014",""
"0","6","15","0","0","1","8","0","1060015","面と向かい合ってお話しなんてしようものなら、"
"1","6","16","0","0","4","0","3.5","1060016",""
"0","6","17","0","0","1","8","0","1060017","私のぼっちハートはひび割れ、"
"1","6","18","0","0","4","0","2.5","1060018",""
"0","6","19","0","0","1","8","0","1060019","粉々に砕け散ること間違いなし。\n"
"1","6","20","0","0","4","0","3.875","1060020",""
"0","6","21","vo_10011600","vo_10011600_0605","2","0","0","1060021",""
"0","6","22","0","0","1","8","0","1060022","あのちぇるーん、"
"1","6","23","0","0","4","0","1.75","1060023",""
"0","6","24","0","0","1","8","0","1060024","っていう挨拶、"
"1","6","25","0","0","4","0","1.625","1060025",""
"0","6","26","0","0","1","8","0","1060026","私が口にするとその場で気絶して、"
"1","6","27","0","0","4","0","2.75","1060027",""
"0","6","28","0","0","1","8","0","1060028","天に召されちゃうんじゃないかな……"
"1","6","29","0","0","4","0","3.125","1060029",""
"0","7","1","vo_10011600","vo_10011600_0701","2","0","0","1070001",""
"0","7","2","0","0","1","8","0","1070002","　今日は何から何まで、"
"1","7","3","0","0","4","0","2.375","1070003",""
"0","7","4","0","0","1","7","0","1070004","ユニさんのお世話になっちゃった。\n"
"1","7","5","0","0","4","0","3.28571428571429","1070005",""
"0","7","6","vo_10011600","vo_10011600_0702","2","0","0","1070006",""
"0","7","7","0","0","1","8","0","1070007","クロエさんやチエルさんにからかわれているときとは全然違う、"
"1","7","8","0","0","4","0","4.625","1070008",""
"0","7","9","0","0","1","8","0","1070009","知的で、"
"1","7","10","0","0","4","0","1.5","1070010",""
"0","7","11","0","0","1","10","0","1070011","頼りになる姿をたくさん見た。"
"1","7","12","0","0","4","0","2.4","1070012",""
"0","7","13","vo_10011600","vo_10011600_0703","2","0","0","1070013",""
"0","7","14","0","0","1","8","0","1070014","てきぱきと指示する姿は"
"1","7","15","0","0","4","0","2.375","1070015",""
"0","7","16","0","0","1","8","0","1070016","ギルドマスターであるという貫禄たっぷり。"
"1","7","17","0","0","4","0","3.5","1070017",""
"0","7","18","vo_10011600","vo_10011600_0704","2","0","0","1070018",""
"0","7","19","0","0","1","8","0","1070019","ユニさんだったらきっと、"
"1","7","20","0","0","4","0","2.25","1070020",""
"0","7","21","0","0","1","8","0","1070021","ユニちゃんズの名前を世界中に広めることができると思う。\n\n"
"1","7","22","0","0","4","0","6.625","1070022",""
"0","7","23","vo_10011600","vo_10011600_0705","2","0","0","1070023",""
"0","7","24","0","0","1","8","0","1070024","あれ？"
"1","7","25","0","0","4","0","1.125","1070025",""
"0","7","26","0","0","1","8","0","1070026","　こんなギルド名だったっけ？"
"1","7","27","0","0","4","0","2.75","1070027",""
"0","8","1","vo_10011600","vo_10011600_0801","2","0","0","1080001",""
"0","8","2","0","0","1","8","0","1080002","　初めて会ったときは"
"1","8","3","0","0","4","0","1.75","1080003",""
"0","8","4","0","0","1","8","0","1080004","怖くて話しかけることさえも出来なかったクロエさん。"
"1","8","5","0","0","4","0","4.125","1080005",""
"0","8","6","vo_10011600","vo_10011600_0802","2","0","0","1080006",""
"0","8","7","0","0","1","8","0","1080007","だけど本当はとても優しくて、"
"1","8","8","0","0","4","0","2.75","1080008",""
"0","8","9","0","0","1","8","0","1080009","こんな私のことを気にかけてくれてることが伝わってきた。\n"
"1","8","10","0","0","4","0","5.875","1080010",""
"0","8","11","vo_10011600","vo_10011600_0803","2","0","0","1080011",""
"0","8","12","0","0","1","8","0","1080012","クロエさんのおかげで少しだけだけど、"
"1","8","13","0","0","4","0","3.25","1080013",""
"0","8","14","0","0","1","8","0","1080014","ク\nラスに受け入れてもらえた。\n"
"1","8","15","0","0","4","0","4.25","1080015",""
"0","8","16","vo_10011600","vo_10011600_0804","2","0","0","1080016",""
"0","8","17","0","0","1","8","0","1080017","クロエさんにはご家族がたくさんいるみたい。"
"1","8","18","0","0","4","0","4.125","1080018",""
"0","8","19","vo_10011600","vo_10011600_0805","2","0","0","1080019",""
"0","8","20","0","0","1","8","0","1080020","　確かに、"
"1","8","21","0","0","4","0","1.625","1080021",""
"0","8","22","0","0","1","8","0","1080022","今日のクロエさんは思わずお姉ちゃんと呼んじゃいそうだった！"
"1","8","23","0","0","4","0","4.625","1080023",""
"0","9","1","vo_10011600","vo_10011600_0901","2","0","0","1090001",""
"0","9","2","0","0","1","8","0","1090002","　ちぇるーん。"
"1","9","3","0","0","4","0","3.875","1090003",""
"0","9","4","vo_10011600","vo_10011600_0902","2","0","0","1090004",""
"0","9","5","0","0","1","8","0","1090005","この挨拶を言えるようになれば"
"1","9","6","0","0","4","0","2.75","1090006",""
"0","9","7","0","0","1","8","0","1090007","私もチエルさんみたいな"
"1","9","8","0","0","4","0","2.375","1090008",""
"0","9","9","0","0","1","8","0","1090009","明るくて友達もたくさんいる、"
"1","9","10","0","0","4","0","2.75","1090010",""
"0","9","11","0","0","1","8","0","1090011","私の理想の女性になれるのかな。\n"
"1","9","12","0","0","4","0","4.375","1090012",""
"0","9","13","vo_10011600","vo_10011600_0903","2","0","0","1090013",""
"0","9","14","0","0","1","8","0","1090014","でも"
"1","9","15","0","0","4","0","1.25","1090015",""
"0","9","16","0","0","1","8","0","1090016","この挨拶はまだ私には早いので、"
"1","9","17","0","0","4","0","2.875","1090017",""
"0","9","18","0","0","1","8","0","1090018","今日は書き取りだけしておこう。\n"
"1","9","19","0","0","4","0","4.125","1090019",""
"0","9","20","vo_10011600","vo_10011600_0904","2","0","0","1090020",""
"0","9","21","0","0","1","8","0","1090021","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん"
"1","9","22","0","0","4","0","4.125","1090022",""
"0","9","23","vo_10011600","vo_10011600_0905","2","0","0","1090023",""
"0","9","24","0","0","1","8","0","1090024","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん"
"1","9","25","0","0","4","0","4.125","1090025",""
"0","9","26","vo_10011600","vo_10011600_0906","2","0","0","1090026",""
"0","9","27","0","0","1","8","0","1090027","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん\n"
"1","9","28","0","0","4","0","4.125","1090028",""
"0","9","29","vo_10011600","vo_10011600_0907","2","0","0","1090029",""
"0","9","30","0","0","1","8","0","1090030","ちぇるーんちぇるーんちぇるーん"
"1","9","31","0","0","4","0","2.875","1090031",""
"0","10","1","vo_10011600","vo_10011600_1001","2","0","0","1100001",""
"0","10","2","0","0","1","8","0","1100002","　忘れてた忘れてた忘れてた！\n"
"1","10","3","0","0","4","0","2.75","1100003",""
"0","10","4","0","0","1","8","0","1100004","どうしよう特別講座！"
"1","10","5","0","0","4","0","2.25","1100005",""
"0","10","6","vo_10011600","vo_10011600_1002","2","0","0","1100006",""
"0","10","7","0","0","1","8","0","1100007","エルフの森から持ってきたマンドラゴラも逃げちゃったし、"
"1","10","8","0","0","4","0","3.625","1100008",""
"0","10","9","0","0","1","8","0","1100009","何の準備もしてないよ！\n"
"1","10","10","0","0","4","0","2.375","1100010",""
"0","10","11","vo_10011600","vo_10011600_1003","2","0","0","1100011",""
"0","10","12","0","0","1","8","0","1100012","……エルフの森が"
"1","10","13","0","0","4","0","2","1100013",""
"0","10","14","0","0","1","8","0","1100014","私を呼んでる気が……"
"1","10","15","0","0","4","0","2.25","1100015",""
"0","10","16","vo_10011600","vo_10011600_1004","2","0","0","1100016",""
"0","10","17","0","0","1","8","0","1100017","いやダメダメ、"
"1","10","18","0","0","4","0","1.875","1100018",""
"0","10","19","0","0","1","8","0","1100019","ミサト先生の期待を裏切るわけには！\n"
"1","10","20","0","0","4","0","4.125","1100020",""
"0","10","21","vo_10011600","vo_10011600_1005","2","0","0","1100021",""
"0","10","22","0","0","1","8","0","1100022","でも本当にどうしよう、"
"1","10","23","0","0","4","0","3.125","1100023",""
"0","10","24","vo_10011600","vo_10011600_1006","2","0","0","1100024",""
"0","10","25","0","0","1","8","0","1100025","こうなったら"
"1","10","26","0","0","4","0","1.75","1100026",""
"0","10","27","0","0","1","8","0","1100027","ぼっちライフをどう生き抜くかをまとめて"
"1","10","28","0","0","4","0","3.375","1100028",""
"0","10","29","0","0","1","8","0","1100029","発表してみようかな……？"
"1","10","30","0","0","4","0","2.5","1100030",""
"0","11","1","vo_10011600","vo_10011600_1101","2","0","0","1110001",""
"0","11","2","0","0","1","8","0","1110002","　特別講座、"
"1","11","3","0","0","4","0","1.75","1110003",""
"0","11","4","0","0","1","8","0","1110004","終了！\n"
"1","11","5","0","0","4","0","2.625","1110005",""
"0","11","6","vo_10011600","vo_10011600_1102","2","0","0","1110006",""
"0","11","7","0","0","1","8","0","1110007","結果は……"
"1","11","8","0","0","4","0","1.625","1110008",""
"0","11","9","0","0","1","8","0","1110009","成功、"
"1","11","10","0","0","4","0","1.375","1110010",""
"0","11","11","0","0","1","8","0","1110011","だと思う。"
"1","11","12","0","0","4","0","3.125","1110012",""
"0","11","13","vo_10011600","vo_10011600_1103","2","0","0","1110013",""
"0","11","14","0","0","1","8","0","1110014","　それもこれもすべては、"
"1","11","15","0","0","4","0","2.5","1110015",""
"0","11","16","0","0","1","8","0","1110016","手伝ってくれたあの人、"
"1","11","17","0","0","4","0","1.875","1110017",""
"0","11","18","0","0","1","8","0","1110018","そして"
"1","11","19","0","0","4","0","0.875","1110019",""
"0","11","20","0","0","1","8","0","1110020","なかよし部のみなさんのおかげだ。\n"
"1","11","21","0","0","4","0","3","1110021",""
"0","11","22","vo_10011600","vo_10011600_1104","2","0","0","1110022",""
"0","11","23","0","0","1","8","0","1110023","講座が終わった後、"
"1","11","24","0","0","4","0","2.125","1110024",""
"0","11","25","0","0","1","8","0","1110025","たくさんの人に囲まれて怖かったけど、"
"1","11","26","0","0","4","0","3","1110026",""
"0","11","27","vo_10011600","vo_10011600_1105","2","0","0","1110027",""
"0","11","28","0","0","1","8","0","1110028","でも私、"
"1","11","29","0","0","4","0","1.5","1110029",""
"0","11","30","0","0","1","8","0","1110030","いつもみたいに逃げたりしなかった！\n"
"1","11","31","0","0","4","0","3.125","1110031",""
"0","11","32","vo_10011600","vo_10011600_1106","2","0","0","1110032",""
"0","11","33","0","0","1","8","0","1110033","私も少しだけ……"
"1","11","34","0","0","4","0","2","1110034",""
"0","11","35","0","0","1","8","0","1110035","ほんのちょっとだけだけど、"
"1","11","36","0","0","4","0","2.625","1110036",""
"0","11","37","0","0","1","8","0","1110037","成長……"
"1","11","38","0","0","4","0","1.5","1110038",""
"0","11","39","0","0","1","8","0","1110039","できたのかな。"
"1","11","40","0","0","4","0","1.875","1110040",""
"0","12","1","vo_10011600","vo_10011600_1201","2","0","0","1120001",""
"0","12","2","0","0","1","8","0","1120002","　聖テレサ女学院に何の違和感もなく溶け込めるなんて、"
"1","12","3","0","0","4","0","4.25","1120003",""
"0","12","4","0","0","1","8","0","1120004","あの人はやっぱりすごい！\n"
"1","12","5","0","0","4","0","3.5","1120005",""
"0","12","6","vo_10011600","vo_10011600_1202","2","0","0","1120006",""
"0","12","7","0","0","1","8","0","1120007","　廊下を歩いてるとき、"
"1","12","8","0","0","4","0","2.125","1120008",""
"0","12","9","0","0","1","8","0","1120009","他の生徒はあの人を見て驚いた顔をするんだけど、"
"1","12","10","0","0","4","0","3.375","1120010",""
"0","12","11","0","0","1","8","0","1120011","あの人はにこやかに挨拶するんです！\n"
"1","12","12","0","0","4","0","3.125","1120012",""
"0","12","13","vo_10011600","vo_10011600_1203","2","0","0","1120013",""
"0","12","14","0","0","1","8","0","1120014","そこできゃあ、"
"1","12","15","0","0","4","0","1.375","1120015",""
"0","12","16","0","0","1","8","0","1120016","と言われても"
"1","12","17","0","0","4","0","1.25","1120017",""
"0","12","18","0","0","1","8","0","1120018","涼しい顔で手を振り返す！"
"1","12","19","0","0","4","0","2.5","1120019",""
"0","12","20","vo_10011600","vo_10011600_1204","2","0","0","1120020",""
"0","12","21","0","0","1","8","0","1120021","　挨拶さえもできない私とは大違い！\n\n"
"1","12","22","0","0","4","0","4.625","1120022",""
"0","12","23","vo_10011600","vo_10011600_1205","2","0","0","1120023",""
"0","12","24","0","0","1","8","0","1120024","早く私も"
"1","12","25","0","0","4","0","1.25","1120025",""
"0","12","26","0","0","1","8","0","1120026","あんなふうになりたいなぁ……"
"1","12","27","0","0","4","0","2.5","1120027",""
"0","13","1","vo_10011600","vo_10011600_1301","2","0","0","1130001",""
"0","13","2","0","0","1","8","0","1130002","　私が持ってきたマンドラゴラが大変なことに……\n"
"1","13","3","0","0","4","0","4.875","1130003",""
"0","13","4","vo_10011600","vo_10011600_1302","2","0","0","1130004",""
"0","13","5","0","0","1","8","0","1130005","だけど、"
"1","13","6","0","0","4","0","1.25","1130006",""
"0","13","7","0","0","1","8","0","1130007","あの人となかよし部のみなさんが力を貸してくれたおかげで、"
"1","13","8","0","0","4","0","4","1130008",""
"0","13","9","0","0","1","8","0","1130009","大きな\n被害が出る前に食い止めることができた。"
"1","13","10","0","0","4","0","5","1130010",""
"0","13","11","vo_10011600","vo_10011600_1303","2","0","0","1130011",""
"0","13","12","0","0","1","8","0","1130012","　みなさんは"
"1","13","13","0","0","4","0","1.45","1130013",""
"0","13","14","0","0","1","8","0","1130014","下心があったなんて言ってたけど、"
"1","13","15","0","0","4","0","2.75","1130015",""
"0","13","16","0","0","1","8","0","1130016","そんなことは関係ないと思う。\n"
"1","13","17","0","0","4","0","3.25","1130017",""
"0","13","18","vo_10011600","vo_10011600_1304","2","0","0","1130018",""
"0","13","19","0","0","1","8","0","1130019","こうして一緒に戦うことができて、"
"1","13","20","0","0","4","0","2.75","1130020",""
"0","13","21","0","0","1","8","0","1130021","私は嬉しかった。\n"
"1","13","22","0","0","4","0","2.5","1130022",""
"0","13","23","vo_10011600","vo_10011600_1305","2","0","0","1130023",""
"0","13","24","0","0","1","8","0","1130024","なんだか……"
"1","13","25","0","0","4","0","1.75","1130025",""
"0","13","26","0","0","1","8","0","1130026","仲間、"
"1","13","27","0","0","4","0","1.375","1130027",""
"0","13","28","0","0","1","8","0","1130028","になれたみたいで。"
"1","13","29","0","0","4","0","2.125","1130029",""
"0","14","1","vo_10011600","vo_10011600_1401","2","0","0","1140001",""
"0","14","2","0","0","1","8","0","1140002","　今日は"
"1","14","3","0","0","4","0","1.5","1140003",""
"0","14","4","0","0","1","7","0","1140004","聖テレサ女学院に通う最終日"
"1","14","5","0","0","4","0","3.60714285714286","1140005",""
"0","14","6","0","0","1","8","0","1140006","……だった。\n"
"1","14","7","0","0","4","0","3.25","1140007",""
"0","14","8","vo_10011600","vo_10011600_1402","2","0","0","1140008",""
"0","14","9","0","0","1","8","0","1140009","最初にミサト先生からお願いされたときは"
"1","14","10","0","0","4","0","3.375","1140010",""
"0","14","11","0","0","1","8","0","1140011","絶対ムリだと思ってた。"
"1","14","12","0","0","4","0","3.125","1140012",""
"0","14","13","vo_10011600","vo_10011600_1403","2","0","0","1140013",""
"0","14","14","0","0","1","8","0","1140014","　だけど今は名残惜しくて、"
"1","14","15","0","0","4","0","2.625","1140015",""
"0","14","16","0","0","1","8","0","1140016","こうして日記を書いている。\n"
"1","14","17","0","0","4","0","3.375","1140017",""
"0","14","18","vo_10011600","vo_10011600_1404","2","0","0","1140018",""
"0","14","19","0","0","1","8","0","1140019","　目を閉じると、"
"1","14","20","0","0","4","0","2","1140020",""
"0","14","21","0","0","1","8","0","1140021","あの人や"
"1","14","22","0","0","4","0","1.5","1140022",""
