b7748691b23229e03a9ee7c3f94abacf67c3cb7125484e506677e472e9d36966,a0c1a2c3927e64c9caa23fb13dd5d2b50be5f490261a958c4cd1efede99144a9,350dee3810480250dd188ea7da025453a17b085e50db3416a1a4dd19332bbd59,be272f364a42429b84a048b4985d012c869993a9ae0dad15e473a293f0d256ee,85c1ec570a5f37da13b01834ce19d5e80cf2f7d5dcfa5ff1d2b04925f1669ee7
"58","74002105","boss_atk_up","すべてのシャドウの物理攻撃力が大幅に上昇する。","シャドウ物理攻撃力アップ"
"59","74002105","star6_shadow","ミヤコ、ユカリ、アユミのシャドウが★6になる。","シャドウ強化"
"60","74002105","add_shadow","カリンのシャドウが追加される。","シャドウ1体追加"
"61","74002202","add_shadow","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加"
"62","74002203","star6_shadow","ツムギ（ハロウィン）、マヒル（クリスマス）、ミツキ、カスミ（マジカル）のシャドウに専用装備が追加される。","シャドウ強化"
"63","74002203","add_shadow","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加"
"64","74002204","star6_shadow","ミツキのシャドウが★6になる。ツムギ（ハロウィン）、マヒル（クリスマス）、カスミ（マジカル）のシャドウに専用装備が追加される。","シャドウ強化"
"65","74002204","add_shadow","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加"
"66","74002205","boss_magic_def_up","すべてのシャドウの魔法防御力が大幅に上昇する。","シャドウ魔法防御力アップ"
"67","74002205","star6_shadow","ツムギ（ハロウィン）、マヒル（クリスマス）、カスミ（マジカル）のシャドウに専用装備が追加され、ミツキのシャドウが★6になる。","シャドウ強化"
"68","74002205","add_shadow","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加"
"69","74002302","add_shadow","ノゾミのシャドウが追加される。","シャドウ1体追加"
"70","74002303","add_shadow","ノゾミとキャル（プリンセス）のシャドウが追加される。","シャドウ2体追加"
"71","74002304","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"72","74002304","star6_shadow","ノゾミのシャドウが★6になる。キャル（プリンセス）のシャドウに専用装備が追加される。","シャドウ強化"
"73","74002304","add_shadow","ノゾミとキャル（プリンセス）のシャドウが追加される。","シャドウ2体追加"
"74","74002305","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"75","74002305","boss_def_up","バトル開始時、ボスモンスターが敵全員の物理防御力を特大アップさせる。","開始時物理防御力アップ"
"76","74002305","boss_magic_def_up","バトル開始時、ボスモンスターが敵全員の魔法防御力を特大アップさせる。","開始時魔法防御力アップ"
"77","74002305","star6_shadow","ノゾミのシャドウが★6になる。キャル（プリンセス）のシャドウに専用装備が追加される。","シャドウ強化"
"78","74002305","add_shadow","ノゾミとキャル（プリンセス）のシャドウが追加される。","シャドウ2体追加"
"79","74002402","add_shadow","アヤネのシャドウが追加される。","シャドウ1体追加"
"80","74002403","add_shadow","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","シャドウ2体追加"
"81","74002404","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"82","74002404","star6_shadow","アヤネとぺコリーヌ（サマー）のシャドウが★6になる。","シャドウ強化"
"83","74002404","add_shadow","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","シャドウ2体追加"
"84","74002405","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"85","74002405","boss_def_up","バトル開始時、ボスモンスターが敵全員の物理防御力を特大アップさせる。","開始時物理防御力アップ"
"86","74002405","boss_magic_def_up","バトル開始時、ボスモンスターが敵全員の魔法防御力を特大アップさせる。","開始時魔法防御力アップ"
"87","74002405","star6_shadow","アヤネとぺコリーヌ（サマー）のシャドウが★6になる。","シャドウ強化"
"88","74002405","add_shadow","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","シャドウ2体追加"
"89","74002502","limit_time","バトル時間が70秒になる。","バトル時間制限"
"90","74002503","limit_time","バトル時間が60秒になる。","バトル時間制限"
"91","74002504","limit_time","バトル時間が60秒になる。","バトル時間制限"
"92","74002504","boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","ボスUB強化"
"93","74002505","limit_time","バトル時間が45秒になる。","バトル時間制限"
"94","74002505","boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","ボスUB強化"
"95","74003102","star6_shadow","カスミ、ハツネ、ユイ（プリンセス）のシャドウに専用装備が追加される。","シャドウ強化"
"96","74003103","add_shadow","ユキのシャドウが追加される。","シャドウ1体追加"
"97","74003103","star6_shadow","ハツネ、ユキのシャドウが★6になる。","シャドウ強化"
"98","74003104","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"99","74003105","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"100","74003105","max_hp_up","すべてのシャドウの最大ＨＰが大幅に上昇する。","シャドウ最大ＨＰアップ"
"101","74003202","add_shadow","カーズ・レリックが追加される。","モンスター1体追加"
"102","74003203","star6_shadow","アオイのシャドウが★6になる。","シャドウ強化"
"103","74003204","boss_magic_cut","バトル開始時、カーズ・レリックが味方全体を魔法ダメージ50%カット状態にさせる。","開始時魔法ダメージカット"
"104","74003204","boss_ub_enhance","カーズ・レリックのスキルが強化される。","モンスター強化"
"105","74003205","boss_magic_cut","バトル開始時、カーズ・レリックが味方全体を魔法ダメージ75%カット状態にさせる。","開始時魔法ダメージカット"
"106","74003205","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"107","74003302","add_shadow","ヒール・レリックが追加される。","モンスター1体追加"
"108","74003303","star6_shadow","キャル（ニューイヤー）のシャドウに専用装備が追加される。","シャドウ強化"
"109","74003304","boss_physics_cut","バトル開始時、ヒール・レリックが味方全体を物理ダメージ50%カット状態にさせる。","開始時物理ダメージカット"
"110","74003304","boss_ub_enhance","ヒール・レリックのスキルが強化される。","モンスター強化"
"111","74003305","boss_physics_cut","バトル開始時、ヒール・レリックが味方全体を物理ダメージ75%カット状態にさせる。","開始時物理ダメージカット"
"112","74003305","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"113","74003402","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"114","74003402","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"115","74003403","limit_time","バトル時間が70秒になる。","バトル時間制限"
"116","74003403","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"117","74003403","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"118","74003404","limit_time","バトル時間が70秒になる。","バトル時間制限"
"119","74003404","boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","ボスUB強化"
"120","74003404","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン100％カット状態になる。","ボスＴＰダウンカット"
"121","74003404","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"122","74003404","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"123","74003405","limit_time","バトル時間が50秒になる。","バトル時間制限"
"124","74003405","boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","ボスUB強化"
"125","74003405","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン100％カット状態になる。","ボスＴＰダウンカット"
"126","74003405","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"127","74003405","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"128","74003502","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"129","74003502","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"130","74003503","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"131","74003503","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"132","74003504","add_shadow","ルナポッドが追加される。","モンスター1体追加"
"133","74003504","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"134","74003504","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"135","74003505","add_shadow","カイザーインサイトのシャドウが追加される。","シャドウ1体追加"
"136","74003505","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ"
"137","74003505","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ"
"138","74004102","star6_shadow","イノリ、サレン、ヨリ、ユニのシャドウに専用装備が追加される。","シャドウ強化"
"139","74004103","add_shadow","サレン（サマー）のシャドウが追加される。","シャドウ1体追加"
"140","74004103","star6_shadow","サレン、ヨリのシャドウが★6になる。","シャドウ強化"
"141","74004104","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"142","74004105","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"143","74004105","max_hp_up","すべてのシャドウの最大ＨＰが大幅に上昇する。","シャドウ最大ＨＰアップ"
"144","74004202","add_shadow","シールド・レリックが追加される。","モンスター1体追加"
"145","74004203","star6_shadow","ネネカ（ニューイヤー）のシャドウに専用装備が追加される。","シャドウ強化"
"146","74004204","boss_ub_enhance","シールド・レリックのスキルが強化される。","モンスター強化"
"147","74004204","hp_recover","バトル開始時、シールド・レリックのが味方全体のＨＰを特大回復させる。","開始時ＨＰ回復"
"148","74004205","hp_recover","バトル開始時、シールド・レリックのが味方全体のＨＰを特大回復させる。","開始時ＨＰ回復"
"149","74004205","energy_recover","バトル開始時、シールド・レリックのが味方全体に継続ＴＰ回復状態を付与する。","開始時ＴＰ継続回復付与"
"150","74004302","add_shadow","アタック・レリックが追加される。","モンスター1体追加"
"151","74004303","star6_shadow","リマのシャドウが★6になる。","シャドウ強化"
"152","74004304","boss_ub_enhance","アタック・レリックのスキルが強化される。","モンスター強化"
"153","74004305","boss_haste","バトル開始時、アタック・レリックが味方全体の行動速度を特大アップさせるフィールドを展開する。","開始時行動速度アップフィールド"
"154","74004402","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"155","74004403","limit_time","バトル時間が75秒になる。","バトル時間制限"
"156","74004403","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"157","74004404","limit_time","バトル時間が75秒になる。","バトル時間制限"
"158","74004404","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"159","74004404","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"160","74004405","limit_time","バトル時間が60秒になる。","バトル時間制限"
"161","74004405","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"162","74004405","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"163","74004502","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"164","74004503","boss_ub_enhance","ボスモンスターのユニオンバーストとスキルが強化される。","ボスUB・スキル強化"
"165","74004503","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ボスＴＰダウンカット"
"166","74004503","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"167","74004504","add_shadow","ルナポッドが追加される。","モンスター1体追加"
"168","74004504","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ボスＴＰダウンカット"
"169","74004504","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"170","74004505","add_shadow","アヤネのシャドウが追加される。","シャドウ1体追加"
"171","74004505","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ボスＴＰダウンカット"
"172","74004505","max_hp_down","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン"
"173","74005102","star6_shadow","リマ、カヤ、イノリ、サレン（サマー）のシャドウに専用装備が追加される。","シャドウ強化"
"174","74005103","star6_shadow","リマ、カヤ、イノリのシャドウが★6になる。","シャドウ強化"
"175","74005103","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ50％カット状態になる。","物理ダメージカット"
"176","74005104","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"177","74005104","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ50％カット状態になる。","物理ダメージカット"
"178","74005105","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"179","74005105","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","物理ダメージカット"
"180","74005202","star6_shadow","ミヤコ、レイ（ニューイヤー）、ユカリ、ハツネ、ミサキ（ハロウィン）のシャドウに専用装備が追加される。","シャドウ強化"
"181","74005203","star6_shadow","ミヤコ、レイ（ニューイヤー）、ユカリ、ハツネのシャドウが★6になる。","シャドウ強化"
"182","74005203","boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ50％カット状態になる。","魔法ダメージカット"
"183","74005204","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"184","74005204","boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ50％カット状態になる。","魔法ダメージカット"
"185","74005205","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"186","74005205","boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ100％カット状態になる。","魔法ダメージカット"
"187","74005301","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"188","74005301","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"189","74005301","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"190","74005301","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"191","74005301","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"192","74005302","add_shadow","ゼラチナ、エルダークラウドが追加される。","モンスター追加"
"193","74005302","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"194","74005302","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"195","74005302","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"196","74005302","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"197","74005302","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"198","74005303","add_shadow","ユカリ、ホマレ（ニューイヤー）が追加される。","モンスター追加"
"199","74005303","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"200","74005303","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"201","74005303","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"202","74005303","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"203","74005303","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"204","74005304","add_shadow","ルナポッドが追加される。","モンスター追加"
"205","74005304","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"206","74005304","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"207","74005304","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"208","74005304","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"209","74005304","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"210","74005305","limit_time","バトル時間が60秒になる。","バトル時間制限"
"211","74005305","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"212","74005305","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"213","74005305","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"214","74005305","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"215","74005305","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"216","74005401","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"217","74005401","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"218","74005401","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"219","74005401","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"220","74005401","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"221","74005402","add_shadow","タートルタイラント、ホオズキムシが追加される。","モンスター追加"
"222","74005402","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"223","74005402","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"224","74005402","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"225","74005402","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"226","74005402","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"227","74005403","add_shadow","シズル（ノワール）、コッコロ（サマー）が追加される。","モンスター追加"
"228","74005403","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"229","74005403","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"230","74005403","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"231","74005403","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"232","74005403","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"233","74005404","add_shadow","ルナポッドが追加される。","モンスター追加"
"234","74005404","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"235","74005404","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"236","74005404","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
