eb6313ab5cd30dbb094200b8d42f8dbefdeff0357c2cc46bfdc10959c11774fc,cb315a27af780f11d4234d5a2a31674ca26fe3832f7450d683fb6652ad3e5b7c,3b18192645a14e2c8fe72562082a53db307751b79eab54dee201f9499ae15121,86f28b4b89b42a8bc62ee0be0e5d7a218c3f7a0ecad0fb06a7092571a9c9742e,90dd786c4e7f5f795a2654584b9ba8f3d358bf4eb3e2abe3434a456541119d4f,fcc599351562aae30424cff721e471ca374a7f2053c8da9265f1886816705706,e04f21617b6a66b2b0a9283a5da0e8deb11c159eb64b4cf56f04ea9e2353077f,316bab890a892f7464b4f9ac0b73c5d8113b10e3475df4a7936b6e3a0f16c67e,d52ea472e7bd8fd9fad8e9738c01fdb68f9e6cf9daea1488ac0e16e1ef9c35ef,11908b444a80f193109d50d98a54fce24bee769a3edac5071bed145793f7671e,730c019dc9c27c89a0ff794e14cb43e3dc1e691fdc86e72891893193dd701750,98a8e31504da4b3e74dbb49f0be323aac01a9f2e19a21fa4edca357be4ed68e9,955e17213feacbc28182bcbf8329bf3c3d37ea3b5e899d0494c7a5740b0f7d11,bd0caf6e8ffaeb40707681d4f9784ceb77705c591b9dc31a4042f152224e2738,e6d2840af79c068f59c16e70fba1e9a9229d30bd59d931a7d2b16743be0d497a,49cfb5d630705c5af18631cf07299cca4b3a9beda4b85e7119d64af6949bf4c8,f6990886d9635ff53e57957d3e360f076bb8d43b786cb0f7e0baa28672278d6a,bb2eb17732cb58d2649b7216255faa2937933a5fe56eb66494a7738beaab7580,05a63001229e34194bcb6e49b186e7b4ee0a29a5080f43605d9228a16f0a2417,a1651f42ac6507ab3f338908f620ac5f399abc3405abae6bcae5099847df1603
"1076","12459","5","12540","1","12464","5","12522","カーリング","5","12531","5","戦略性の高さから「氷上のチェス」とも呼ばれるウィンタースポーツ","","0","1","これ、何と言う？","5","2","カーリング"
"1077","12487","5","12459","1","12531","5","12473","デカスロン","5","12525","5","「10種」の種目を行い、その合計点を競う陸上競技。「10」を意味する言葉が含まれる","","0","1","これ、何と言う？","5","2","デカスロン"
"1078","12392","4","12418","1","12370","4","12360","ともえなげ","4","12394","4","柔道で、相手の下にもぐりこみ、後方にけり投げる技。その姿勢が、「とある漢字」に似ている","","0","1","これ、何と言う？","4","2","ともえなげ"
"1079","12473","5","12488","1","12463","5","12521","ストライク","5","12452","5","野球の判定の一つ。これが3回宣言されると三振となる","","0","1","これ、何と言う？","5","2","ストライク"
"1080","12458","5","12501","1","12489","5","12469","オフサイド","5","12452","5","サッカーで相手陣内での待ち伏せを禁止するために設けられたルール","","0","1","これ、何と言う？","5","2","オフサイド"
"1081","12450","5","12522","1","12503","5","12454","アリウープ","5","12540","5","バスケットボールで空中でパスを受けてそのまま着地せずシュートするプレー","","0","1","これ、何と言う？","5","2","アリウープ"
"1082","12454","5","12451","1","12464","5","12491","ウィニングショット","5","12531","5","球技において、勝利を決定づける一打のこと","","0","1","これ、何と言う？","5","2","ウィニング"
"1083","12469","5","12454","1","12540","5","12473","サウスポー","5","12509","5","スポーツ選手や楽器の演奏者などで、「左利き」のこと","","0","1","これ、何と言う？","5","2","サウスポー"
"1085","12463","5","12521","1","12531","5","12454","クラウチングスタート","5","12481","5","陸上競技や水泳で、スタートする際に上体を深くかがませた姿勢からスタートすること","","0","1","これ、何と言う？","5","2","クラウチン"
"1086","12525","5","12452","3","26495","5","12479","ロイター板","5","12540","6","跳び箱などで使う踏切板の正式な名前","","0","1","これ、何と言う？","5","2","ロイター板"
"1095","12489","5","12523","2","12531","5","12501","ドルフィンキック","5","12451","5","水泳で足をバラバラに動かさず、左右揃えて力強く水を蹴ること。とある動物の泳ぎ方に似ている","","0","1","これ、何と言う？","5","2","ドルフィン"
"1096","12496","5","12540","3","12464","5","12491","ヒヨリバーニングラッシュ","5","12531","5","『ヒヨリ（★6）』のユニオンバースト。燃えさかる拳の連撃","","1096","1","これ、何と言う？","5","1","バーニング"
"1099","12496","5","12491","2","12517","5","12483","ハツネ☆バニッシュ","5","12471","5","ミニゲーム『ミサトのホームランドリル』にて投手『ハツネ』が使用する、球が消える魔球","","1099","1","これ、何と言う？","5","1","バニッシュ"
"1100","12489","5","12521","2","12474","5","12468","ドラゴンズエンドボール","5","12531","5","ミニゲーム『ミサトのホームランドリル』にて投手『カヤ』が使用する、球が燃える魔球","","1102","1","これ、何と言う？","5","1","ドラゴンズ"
"1101","25171","6","25731","3","12481","6","12467","打撃コーチ","5","12540","5","ミニゲーム『ミサトのホームランドリル』にて、助っ人『アヤネ』に与えられた役職","","1101","1","これ、何と言う？","5","1","打撃コーチ"
"1102","25237","6","29699","3","12481","6","12467","投球コーチ","5","12540","5","ミニゲーム『ミサトのホームランドリル』にて、助っ人『カヤ』に与えられた役職","","1102","1","これ、何と言う？","5","1","投球コーチ"
"1104","12508","5","12463","3","12464","5","12471","チェスボクシング","5","12531","5","精神と肉体の強さを同時に競い合う競技。チェスと、とあるスポーツとを交互にプレーする","","0","1","これ、何と言う？","5","2","ボクシング"
"1105","12521","5","12502","2","12512","5","12466","ラブゲーム","5","12540","5","テニスや卓球などで、どちらかが得点を全く取らないまま勝負のついた試合のこと。完封試合","","0","1","これ、何と言う？","5","2","ラブゲーム"
"1106","12450","5","12452","3","12489","5","12471","アイシールド","5","12523","5","アメフトで目を保護するためにヘルメットのフェイスマスクにつける、プラスチック製のシート","アイシールド","0","1","これ、何と言う？","5","2","アイシルド"
"1107","12463","5","12457","3","12540","5","12540","クォーター","5","12479","5","バスケットボールやアメフトで、一試合を4つの時間帯に区切ったうちの一つ。ピリオドとも","","0","1","これ、何と言う？","5","2","クォーター"
"1115","12501","5","12522","3","12523","5","12501","フリーフォール","5","12457","5","「絶叫マシーン」の種類のひとつ。高所から一気に垂直落下するスリルを楽しむ","フリーフォール","0","1","これ、何と言う？","5","2","フリフォル"
"1116","12512","5","12531","3","12488","5","12469","ムーンサルトプレス","5","12523","5","コーナー上からバック転でボディプレスをするプロレス技。軌道が月のような弧を描くことから","ムーンサルトプレス","0","1","これ、何と言う？","5","2","ムンサルト"
"1117","12502","5","12523","3","12452","5","12474","ブルズアイ","5","12450","5","ダーツの的の真ん中にある二重丸のうち、内側の方。「インナーブル」や「ダブルブル」とも","","0","1","これ、何と言う？","5","2","ブルズアイ"
"1120","12489","5","12521","2","12540","5","12452","ドライバー","5","12496","5","ゴルフの第1打目に使われるクラブの一つ。大きな飛距離を出す際に、もっともよく選ばれる","","0","1","これ、何と言う？","5","2","ドライバー"
"1121","12467","5","12523","2","12512","5","12489","コールドゲーム","5","12466","5","野球の試合が、悪天候や、大きな点差がついたなどの事情により途中で打ち切り終了となること","コールドゲーム","0","1","これ、何と言う？","5","2","コルドゲム"
"1122","12488","5","12523","1","12489","5","12493","トルネード投法","5","12540","5","野球の投球方法の一つ。大きく身体をひねって投げる動きが、まるで竜巻を思わせる","","0","1","これ、何と言う？","5","2","トルネード"
"1123","12512","5","12531","1","12463","5","12454","ムーンウォーク","5","12457","5","ダンスのステップの一つ。前に歩いているように見せながら後ろに下がっていく不思議な動き","ムーンウォーク","0","1","これ、何と言う？","5","2","ムンウォク"
"1127","12471","5","12540","3","25126","5","12523","シールド戦","5","12489","6","対戦カードゲームで人気のルールの一つ。その場で開封したパックで即興デッキを作り勝負する","","0","1","これ、何と言う？","5","2","シールド戦"
"1130","12495","5","12488","1","12463","5","12488","ハットトリック","5","12522","5","サッカーなどで、ひとりの選手が１試合中に３得点以上とること","ハットトリック","0","1","これ、何と言う？","5","2","ハトトリク"
"1131","12358","4","12387","3","12426","4","12385","うっちゃり","4","12419","4","漢字では「打っ棄り」「打っ遣り」と書く、相撲の技・決まり手","","0","1","これ、何と言う？","4","2","うっちゃり"
"1132","12390","4","12356","2","12358","4","12365","ていきゅう","4","12421","4","「ベースボール」は「やきゅう」。では「テニス」は？","","0","1","これ、何と言う？","4","2","ていきゅう"
"1134","12506","5","12531","3","12480","5","12507","ペンホルダー","5","12523","5","卓球のラケットの種類。「シェークハンド」と、あと一つは？","","0","1","これ、何と言う？","5","2","ペンホルダー"
"1136","12385","4","12421","2","12435","4","12358","先鋒⇒次鋒⇒ちゅうけん⇒副将⇒大将","4","12369","4","スポーツの団体戦での構成","","0","1","これ、何と言う？","4","2","ちゅうけん"
"1138","12473","5","12459","3","12517","5","12483","スカッシュ","5","12471","5","ラケットを使った球技。対戦者が同じ方向を向き、壁を使って相手にボールを打ち返すのが特徴","","0","1","これ、何と言う？","5","2","スカッシュ"
"1140","23476","6","12398","3","12426","4","22987","宴の始まり","4","12414","4","『クリスティーナ』のUBのセリフ「□□□□□だ、ナンバーズアヴァロン！」","","1140","1","これ、どんなセリフ？","6","1","宴の始まり"
"1141","12522","5","12496","1","12489","5","12454","リバウンド","5","12531","5","バスケットボールで、シュートが失敗してリングに弾かれたボールをとること","","0","1","これ、何と言う？","5","2","リバウンド"
"1142","12480","5","12483","2","12464","5","12461","ダッキング","5","12531","5","ボクシングでかがむことで相手のパンチをよけること","","0","1","これ、何と言う？","5","2","ダッキング"
"1146","12473","5","12463","2","12488","5","12527","スクワット","5","12483","5","筋力トレーニングの基本的な種目で膝関節の曲げ、伸ばしを繰り返す動作の名前は？","","0","1","これ、何と言う？","5","2","スクワット"
"1151","19977","6","26085","2","36817","6","26376","三日月宗近","6","23447","6","「天下五剣」に数えられる刀。名前の由来となった、特徴的な三日月形の刃文を持つ","","0","1","これ、何と言う？","6","2","三日月宗近"
"1153","12429","4","12358","2","12358","4","12365","籠球＝ろうきゅう","4","12421","4","バスケットボールの和訳","","0","1","これ、何と言う？","4","2","ろうきゅう"
"1157","12510","5","12454","2","12531","5","12531","マウンテンバイク","5","12486","5","略して「MTB」とも書かれる、山野を走るのに向いた自転車","","0","1","これ、何と言う？","5","2","マウンテン"
"1164","12503","5","12522","1","12473","5","12531","チェンジ・プリンセスフォーム！","5","12475","5","","","1164","1","このセリフ、何と言う？","5","1","プリンセス"
"1166","12475","5","12540","3","12451","5","12501","セーフティ","5","12486","5","ビリヤードのテクニック。手球を相手がプレイしにくい位置に移動させること","","0","1","これ、何と言う？","5","2","セーフティ"
"1168","12393","4","12358","3","12383","4","12384","どうだ、見たか！","6","35211","4","このキャラが野球でホームランを打ったときのキメ台詞","どうだ、見たか！","1168","1","これ、何と言う？","4","1","どうだ見た"
"1170","12510","5","12471","1","12531","5","12531","機関銃＝マシンガン","5","12460","5","「機関銃」の、英語での呼び方","","0","1","これ、何と言う？","5","2","マシンガン"
"1171","12518","5","12491","1","12488","5","12496","ユニオンバースト","5","12473","5","プリコネRのバトル用語で『UB』とは何の略？","ユニオンバースト","0","1","これ、何と言う？","5","1","ユニバスト"
"1172","12385","4","12423","2","12388","4","12358","ちょうはつ","4","12399","4","プリコネRのバトルで、このアイコンが表す状態異常の名前","","1172","1","これ、何と言う？","4","1","ちょうはつ"
"1173","21560","6","21454","2","12450","6","12496","物理吸収バリア","5","12522","5","プリコネRのバトルで、このアイコンが表す状態異常の名前","","1173","1","これ、何と言う？","5","1","吸収バリア"
"1174","12362","4","12392","3","12385","4","12418","おともだち","4","12384","4","プリコネRのバトルで、このアイコンが表す状態異常の名前","","1174","1","これ、何と言う？","4","1","おともだち"
"1175","12385","4","12421","1","12356","4","12358","ちゅうえい","4","12360","4","プリコネRのバトルでの、キャラの立ち位置。\n「前衛」と「後衛」とあと一つは何？","","0","1","これ、何と言う？","4","1","ちゅうえい"
"1176","12479","5","12540","1","12488","5","12466","マルチターゲット","5","12483","5","プリコネRのバトル用語\nの一つ（カタカナで）","","1176","1","これ、何と言う？","5","1","ターゲット"
"1178","12473","5","12461","1","12496","5","12517","スキューバダイビング","5","12540","5","空気の詰まったタンクを背負い、海などで潜って楽しむアクティビティ","","0","1","これ、何と言う？","5","2","スキューバ"
"1179","12508","5","12523","1","12531","5","12480","ボルダリング","5","12522","5","クライミングの一種に分類されるスポーツ。ロープなどを持たずほぼ身体一つで岩や壁面を登る","","0","1","これ、何と言う？","5","2","ボルダリン"
"1180","12464","5","12531","2","12523","5","12464","グングニル","5","12491","5","オーディンが所有する、必殺必中の槍。投げた後、自動的に手元に戻ってくると言われる","","0","1","これ、何と言う？","5","2","グングニル"
"1181","12456","5","12463","1","12522","5","12473","エクスカリバー","5","12459","5","「聖剣」と言えばこれ。と言っていいほど有名な架空の武器。選ばれた者のみ抜くことができる","","0","1","これ、何と言う？","5","2","エクスカリ"
"1182","27700","6","27891","3","36554","6","33258","水泳⇒自転車⇒長距離走","6","36578","6","3種のスポーツを続けて行う「トライアスロン」、種目の順番の通りに並べると？（漢字で）","水泳⇒自転車⇒長距離走","0","1","これ、何？","6","2","水泳自転車"
"1183","12473","5","12503","2","12488","5","12522","スプリット","5","12483","5","ボウリング用語で、概略するとピンとピンの間が離れて残っている状態。倒すのが難しいとされる","","0","1","これ、何と言う？","5","2","スプリット"
"1184","12461","5","12531","3","12531","5","12464","キングピン","5","12500","5","ボウリング用語で最も中央にあるピンのこと。他のピンに守られた「王様」のようにたとえられる","","0","1","これ、何と言う？","5","2","キングピン"
"1185","12479","5","12452","2","12463","5","12502","タイブレーク","5","12524","5","テニスなどのスポーツで同点のままもつれ込んだ際、決着をつけるために適用される特別なルール","タイブレーク","0","1","これ、何と言う？","5","2","タイブレク"
"1186","12356","4","12369","1","12515","4","12509","いけポチャ","5","12481","5","ゴルフでボールがコース内の池に落ちてしまうことの通称","","0","1","これ、何と言う？","5","2","いけポチャ"
"1187","12501","5","12525","3","12531","5","12540","フローズン","5","12474","5","ビリヤードで、球が他の球やクッションなどと隙間なくくっついてしまっている状態","","0","1","これ、何と言う？","5","2","フローズン"
"1188","12480","5","12502","2","12462","5","12523","ダブルボギー","5","12508","5","ゴルフで、基準となる回数より1回多くかかってしまうのは「ボギー」。では2回多いのは？","","0","1","これ、何と言う？","5","2","ダブルボギ"
"1189","12459","5","12483","2","12531","5","12503","カップイン","5","12452","5","ゴルフで、打った球がグリーン上の穴に入ること。通常、より少ない回数でこれを目指す","","0","1","これ、何と言う？","5","2","カップイン"
"1190","12469","5","12531","1","12464","5","12489","サンドバッグ","5","12496","5","ボクシングなどでパンチのトレーニングに使う、砂の詰まった大きな袋","サンドバッグ","0","1","これ、何と言う？","5","2","サンドバグ"
"1191","12501","5","12521","1","12464","5","12452","フライングスタート","5","12531","5","陸上競技でスタートの際に、動いても良いとされるタイミングよりも先に動いてしまうルール違反","","0","1","これ、何と言う？","5","2","フライング"
"1192","12488","5","12454","3","12503","5","12523","トウループ","5","12540","5","フィギュアスケートの技である「ループ」に関連して、これをつま先で踏み切った場合の呼び方","","0","1","これ、何と言う？","5","2","トウループ"
"1193","12473","5","12465","3","12531","5","12523","スケルトン","5","12488","5","ボブスレーと同じコースを使って行う2つの競技。1つは「リュージュ」で、もう1つは何？","","0","1","これ、何と言う？","5","2","スケルトン"
"1194","12522","5","12517","3","12517","5","12540","リュージュ","5","12472","5","ボブスレーと同じコースを使って行う2つの競技。1つは「スケルトン」で、もう1つは何？","","0","1","これ、何と言う？","5","2","リュージュ"
"1195","12499","5","12483","3","12522","5","12464","ビッグスリー","5","12473","5","筋トレメニューのベンチプレス・スクワット・デッドリフト、3つを合わせて通称なんと呼ぶ？","","0","1","これ、何と言う？","5","2","ビッグスリ"
"1196","12464","5","12540","3","12540","5","12501","グーフィースタンス","5","12451","5","スノーボードで、左足を前にして滑るのをレギュラースタンスと呼ぶが、その逆は？","","0","1","これ、何と言う？","5","2","グーフィー"
"1197","12463","5","12524","3","12450","5","12452","アイスクレイモア","5","12514","5","斬撃と共に氷の魔法が放たれる、冷気を帯びた魔法剣","","1197","1","これ、何と言う？","5","1","クレイモア"
"1198","12375","4","12375","3","12398","4","12362","ししおうの","4","12358","4","「□□□□□ガントレット」\n「□□□□□守護」これらの装備の名前に共通して入る言葉は？","","1198","1","これ、何と言う？","4","1","ししおうの"
"1199","12510","5","12471","2","12531","5","12531","SMG＝サブマシンガン","5","12460","5","とある武器の名前の略","","0","1","これ、略さずに言うと？","5","2","マシンガン"
"1200","12469","5","12452","3","12512","5","12489","サイドアーム","5","12450","5","近年はサバゲーでも浸透した言葉で、メイン武器の他に、ハンドガンなど副装備として持つ武器","サイドアーム","0","1","これ、何と言う？","5","2","サイドアム"
"1201","12472","5","12519","1","12464","5","12462","ジョギング","5","12531","5","「ランニング」が高負荷の本格的な運動なのに対し、健康のためにゆったり走る運動は何と言う？","","0","1","これ、何と言う？","5","2","ジョギング"
"1202","12479","5","12503","1","12473","5","12480","タップダンス","5","12531","5","ダンスのジャンルの一つ。専用の靴を使い、つま先とかかとで床を打ち鳴らしながら踊る","タップダンス","0","1","これ、何と言う？","5","2","タプダンス"
"1203","12513","5","12487","2","12463","5","12451","メディック","5","12483","5","軍隊における「衛生兵」、英語での呼び方は？","","0","1","これ、何と言う？","5","2","メディック"
"1204","12402","4","12423","2","12358","4","12358","ひょうろう攻め","4","12429","4","戦において、敵の城を包囲し、食料が尽きて降参するのを待つ戦法","","0","1","これ、何と言う？","4","2","ひょうろう"
"1205","12488","5","12522","3","12500","5","12460","トリガーハッピー","5","12495","5","ライフルなどを撃っているときに、過度にのめり込んでしまっている精神状態を指す言葉","トリガーハッピー","0","1","これ、何と言う？","5","2","トリガハピ"
"1206","12521","5","12531","2","12474","5","12490","ランナーズ・ハイ","5","12540","5","ランニングで、ある程度の時間を継続して走っていると一時的に起こる高揚感のこと","","0","1","これ、何と言う？","5","2","ランナーズ"
"1207","12510","5","12540","2","12523","5","12471","東洋の格闘技＝マーシャルアーツ","5","12515","5","","","0","1","これ、何と言う？","5","2","マーシャル"
"1208","12473","5","12488","2","12463","5","12521","ストラックアウト","5","12483","5","野球のピッチングの精度を競うゲーム。1から9の数字が書かれたパネルを狙って当てる","","0","1","これ、何と言う？","5","2","ストラック"
"1209","12369","4","12373","2","12417","4","12364","けさがため","4","12383","4","柔道の固め技の一つ。お坊さんが身につける、とある衣装から名付けられた","","0","1","これ、何と言う？","4","2","けさがため"
"1210","25499","6","12363","3","21476","4","12426","掛かり稽古","6","31293","6","剣道の練習法。ふた手に分かれて、一方がもう一方に対し、休憩をせずに繰り返しかかっていく","","0","1","これ、何と言う？","4","2","掛かり稽古"
"1211","12463","5","12524","3","25731","5","12540","クレー射撃","6","23556","6","射撃競技の一つ。高速で空中に射出された皿を、ショットガンで撃ち壊す精度を競う","","0","1","これ、何と言う？","5","2","クレー射撃"
"1212","12452","5","12456","1","12489","5","12525","イエローカード","5","12459","5","サッカーで悪質な反則に対して示される警告。これが2回出ると、さらに重いレッドカードとなる","イエローカード","0","1","これ、何と言う？","5","2","イエロカド"
"1213","12501","5","12483","1","12523","5","12488","フットサル","5","12469","5","サッカーから派生したスポーツで、5人対5人形式のサッカー。室内でプレイされることも。","","0","1","これ、何と言う？","5","2","フットサル"
"1214","12379","4","12362","1","12370","4","12356","せおいなげ","4","12394","4","柔道の花形の技としてよく知られる投げ技。相手を背負うような形で、肩越しに投げる","","0","1","これ、何と言う？","4","2","せおいなげ"
"1215","12454","5","12523","3","67","5","12488","ウルトラC","5","12521","2","最近では「秘密兵器」という意味でも使われるが、元々は体操競技で非常に難しい技を指す言葉","","0","1","これ、何と言う？","5","2","ウルトラC"
"1216","12459","5","12479","2","12488","5","12497","カタパルト","5","12523","5","かつて使われた攻城兵器。てこの原理を利用して、遠くまで石を射出する","","0","1","これ、何と言う？","5","2","カタパルト"
"1217","12452","5","12540","2","33382","5","12472","イージス艦","5","12473","6","高度な対空射撃設備を搭載した軍艦。神話の中でゼウスが娘に与えた盾の名前が由来","","0","1","これ、何と言う？","5","2","イージス艦"
"1218","12484","5","12510","3","12523","5","12531","ツーマンセル","5","12475","5","軍隊や警察において使われる言葉で、「二人一組」のこと","ツーマンセル","0","1","これ、何と言う？","5","2","ツマンセル"
"1219","12507","5","12525","2","12488","5","12469","ホロサイト","5","12452","5","銃で狙いを定めるための「照準器」の種類の一つ。いわゆる「ホログラム」の技術を使っている","","0","1","これ、何と言う？","5","2","ホロサイト"
"1220","12469","5","12452","2","12469","5","12524","サイレンサー","5","12531","5","スパイ映画でもよく見る、銃の発砲音を抑えるために銃口につける装置。「サプレッサー」とも","","0","1","これ、何と言う？","5","2","サイレンサ"
"1221","28857","6","12496","3","12488","5","12540","3点バースト","5","12473","5","ライフルなどの仕組みで、一度引き金を引くたびに、銃弾が3発ずつ発射されるもの","","0","1","これ、何と言う？","5","2","点バースト"
"1222","12507","5","12523","2","12540","5","12473","ホルスター","5","12479","5","拳銃を収めるために、主に腰に装備するケース。西部劇での決闘シーンなどでもよく目立つ","","0","1","これ、何と言う？","5","2","ホルスター"
"1223","12495","5","12525","3","12358","5","12531","ハロンぼう","4","12412","4","競馬で、ゴールから一定距離ごとに目印として置かれる棒。赤と白のシマシマ柄をしている","","0","1","これ、何と言う？","5","2","ハロンぼう"
"1224","12473","5","12486","3","12540","5","12452","ステイヤー","5","12516","5","競馬で、スタミナが多く長距離レースを得意とする馬のこと","","0","1","これ、何と言う？","5","2","ステイヤー"
"1225","12486","5","12531","2","12488","5","12506","テンペストブレード","5","12473","5","『ジータ』のユニオンバーストの名前","","1225","1","これ、何と言う？","5","1","テンペスト"
"1226","12501","5","12451","3","12463","5","12472","フィジーク","5","12540","5","肉体美を競うコンテスト。よくボディビルと比較されるが、評価の観点や、対象の部位が異なる","","0","1","これ、何と言う？","5","2","フィジーク"
"1227","12524","5","12473","1","12464","5","12522","レスリング","5","12531","5","「プロレス」の「レス」、何という言葉の略？","","0","1","これ、何と言う？","5","2","レスリング"
"1228","12473","5","12488","1","12488","5","12524","ストレート","5","12540","5","格闘技のパンチの種類の一つ。「ジャブ」と並んで重要となる、最も威力の出やすいもの","","0","1","これ、何と言う？","5","2","ストレート"
