8a71d748829710bb48dd43f00d23330bbf4121ea6d770b01170e1e214a349692,e3a45f5b476183dac64b3a6a43794174a66adaac27cc247dd25044bf50fd9447,58fa188c9734cebcdabefa6638ccdadcb02f520d69d600afb359c125c358bb4b,920c1194004a1791469e3cb791dd9286c51f4a0c3a2d3145f50aa23f6c5bec2c,4e90e0a88fa0c50b81ce21af01f37c48db47a2009ff5d88d825d4774dac351de
"2","2","22002","72002016","20002032"
"60","8","91002","72002017","20002033"
"2","2","22002","72002017","20002034"
"60","8","91002","72002018","20002035"
"2","2","22002","72002018","20002036"
"60","8","91002","72002019","20002037"
"2","2","22002","72002019","20002038"
"300","8","91002","72002020","20002039"
"2","2","22002","72002020","20002040"
"5","2","31020","72002021","20002041"
"5","2","31004","72002021","20002042"
"5","2","31020","72002022","20002043"
"5","2","31004","72002022","20002044"
"10","2","31020","72002023","20002045"
"10","2","31004","72002023","20002046"
"30","8","91002","72003001","20003001"
"1","2","22002","72003001","20003002"
"30","8","91002","72003002","20003003"
"1","2","22002","72003002","20003004"
"30","8","91002","72003003","20003005"
"1","2","22002","72003003","20003006"
"30","8","91002","72003004","20003007"
"1","2","22002","72003004","20003008"
"30","8","91002","72003005","20003009"
"1","2","22002","72003005","20003010"
"30","8","91002","72003006","20003011"
"1","2","22002","72003006","20003012"
"30","8","91002","72003007","20003013"
"1","2","22002","72003007","20003014"
"30","8","91002","72003008","20003015"
"1","2","22002","72003008","20003016"
"30","8","91002","72003009","20003017"
"1","2","22002","72003009","20003018"
"30","8","91002","72003010","20003019"
"1","2","22002","72003010","20003020"
"30","8","91002","72003011","20003021"
"1","2","22002","72003011","20003022"
"30","8","91002","72003012","20003023"
"1","2","22002","72003012","20003024"
"30","8","91002","72003013","20003025"
"1","2","22002","72003013","20003026"
"30","8","91002","72003014","20003027"
"1","2","22002","72003014","20003028"
"200","8","91002","72003015","20003029"
"1","2","22002","72003015","20003030"
"60","8","91002","72003016","20003031"
"2","2","22002","72003016","20003032"
"60","8","91002","72003017","20003033"
"2","2","22002","72003017","20003034"
"60","8","91002","72003018","20003035"
"2","2","22002","72003018","20003036"
"60","8","91002","72003019","20003037"
"2","2","22002","72003019","20003038"
"300","8","91002","72003020","20003039"
"2","2","22002","72003020","20003040"
"5","2","31010","72003021","20003041"
"5","2","31017","72003021","20003042"
"5","2","31010","72003022","20003043"
"5","2","31017","72003022","20003044"
"10","2","31010","72003023","20003045"
"10","2","31017","72003023","20003046"
"30","8","91002","72004001","20004001"
"1","2","22002","72004001","20004002"
"30","8","91002","72004002","20004003"
"1","2","22002","72004002","20004004"
"30","8","91002","72004003","20004005"
"1","2","22002","72004003","20004006"
"30","8","91002","72004004","20004007"
"1","2","22002","72004004","20004008"
"30","8","91002","72004005","20004009"
"1","2","22002","72004005","20004010"
"30","8","91002","72004006","20004011"
"1","2","22002","72004006","20004012"
"30","8","91002","72004007","20004013"
"1","2","22002","72004007","20004014"
"30","8","91002","72004008","20004015"
"1","2","22002","72004008","20004016"
"30","8","91002","72004009","20004017"
"1","2","22002","72004009","20004018"
"30","8","91002","72004010","20004019"
"1","2","22002","72004010","20004020"
"30","8","91002","72004011","20004021"
"1","2","22002","72004011","20004022"
"30","8","91002","72004012","20004023"
"1","2","22002","72004012","20004024"
"30","8","91002","72004013","20004025"
"1","2","22002","72004013","20004026"
"30","8","91002","72004014","20004027"
"1","2","22002","72004014","20004028"
"200","8","91002","72004015","20004029"
"1","2","22002","72004015","20004030"
"60","8","91002","72004016","20004031"
"2","2","22002","72004016","20004032"
"60","8","91002","72004017","20004033"
"2","2","22002","72004017","20004034"
"60","8","91002","72004018","20004035"
"2","2","22002","72004018","20004036"
"60","8","91002","72004019","20004037"
"2","2","22002","72004019","20004038"
"300","8","91002","72004020","20004039"
"2","2","22002","72004020","20004040"
"1","1","107601","72004021","20004041"
"10","2","31076","72004022","20004042"
"10","2","31028","72004022","20004043"
"10","2","31076","72004023","20004044"
"10","2","31028","72004023","20004045"
"30","8","91002","72005001","20005001"
"1","2","22002","72005001","20005002"
"30","8","91002","72005002","20005003"
"1","2","22002","72005002","20005004"
"30","8","91002","72005003","20005005"
"1","2","22002","72005003","20005006"
"30","8","91002","72005004","20005007"
"1","2","22002","72005004","20005008"
"30","8","91002","72005005","20005009"
"1","2","22002","72005005","20005010"
"30","8","91002","72005006","20005011"
"1","2","22002","72005006","20005012"
"30","8","91002","72005007","20005013"
"1","2","22002","72005007","20005014"
"30","8","91002","72005008","20005015"
"1","2","22002","72005008","20005016"
"30","8","91002","72005009","20005017"
"1","2","22002","72005009","20005018"
"30","8","91002","72005010","20005019"
"1","2","22002","72005010","20005020"
"30","8","91002","72005011","20005021"
"1","2","22002","72005011","20005022"
"30","8","91002","72005012","20005023"
"1","2","22002","72005012","20005024"
"30","8","91002","72005013","20005025"
"1","2","22002","72005013","20005026"
"30","8","91002","72005014","20005027"
"1","2","22002","72005014","20005028"
"200","8","91002","72005015","20005029"
"1","2","22002","72005015","20005030"
"60","8","91002","72005016","20005031"
"2","2","22002","72005016","20005032"
"60","8","91002","72005017","20005033"
"2","2","22002","72005017","20005034"
"60","8","91002","72005018","20005035"
"2","2","22002","72005018","20005036"
"60","8","91002","72005019","20005037"
"2","2","22002","72005019","20005038"
"300","8","91002","72005020","20005039"
"2","2","22002","72005020","20005040"
"1","1","108001","72005021","20005041"
"10","2","31080","72005022","20005042"
"10","2","31032","72005022","20005043"
"10","2","31080","72005023","20005044"
"10","2","31032","72005023","20005045"
"30","8","91002","72006001","20006001"
"1","2","22002","72006001","20006002"
"30","8","91002","72006002","20006003"
"1","2","22002","72006002","20006004"
"30","8","91002","72006003","20006005"
"1","2","22002","72006003","20006006"
"30","8","91002","72006004","20006007"
"1","2","22002","72006004","20006008"
"30","8","91002","72006005","20006009"
"1","2","22002","72006005","20006010"
"30","8","91002","72006006","20006011"
"1","2","22002","72006006","20006012"
"30","8","91002","72006007","20006013"
"1","2","22002","72006007","20006014"
"30","8","91002","72006008","20006015"
"1","2","22002","72006008","20006016"
"30","8","91002","72006009","20006017"
"1","2","22002","72006009","20006018"
"30","8","91002","72006010","20006019"
"1","2","22002","72006010","20006020"
"30","8","91002","72006011","20006021"
"1","2","22002","72006011","20006022"
"30","8","91002","72006012","20006023"
"1","2","22002","72006012","20006024"
"30","8","91002","72006013","20006025"
"1","2","22002","72006013","20006026"
"30","8","91002","72006014","20006027"
"1","2","22002","72006014","20006028"
"200","8","91002","72006015","20006029"
"1","2","22002","72006015","20006030"
"60","8","91002","72006016","20006031"
"2","2","22002","72006016","20006032"
"60","8","91002","72006017","20006033"
"2","2","22002","72006017","20006034"
"60","8","91002","72006018","20006035"
"2","2","22002","72006018","20006036"
"60","8","91002","72006019","20006037"
"2","2","22002","72006019","20006038"
"300","8","91002","72006020","20006039"
"2","2","22002","72006020","20006040"
"5","2","31047","72006021","20006041"
"5","2","31034","72006021","20006042"
"5","2","31047","72006022","20006043"
"5","2","31034","72006022","20006044"
"10","2","31047","72006023","20006045"
"10","2","31034","72006023","20006046"
"30","8","91002","72007001","20007001"
"1","2","22002","72007001","20007002"
"30","8","91002","72007002","20007003"
"1","2","22002","72007002","20007004"
"30","8","91002","72007003","20007005"
"1","2","22002","72007003","20007006"
"30","8","91002","72007004","20007007"
"1","2","22002","72007004","20007008"
"30","8","91002","72007005","20007009"
"1","2","22002","72007005","20007010"
"30","8","91002","72007006","20007011"
"1","2","22002","72007006","20007012"
"30","8","91002","72007007","20007013"
"1","2","22002","72007007","20007014"
"30","8","91002","72007008","20007015"
"1","2","22002","72007008","20007016"
"30","8","91002","72007009","20007017"
"1","2","22002","72007009","20007018"
"30","8","91002","72007010","20007019"
"1","2","22002","72007010","20007020"
"30","8","91002","72007011","20007021"
"1","2","22002","72007011","20007022"
"30","8","91002","72007012","20007023"
"1","2","22002","72007012","20007024"
"30","8","91002","72007013","20007025"
"1","2","22002","72007013","20007026"
"30","8","91002","72007014","20007027"
"1","2","22002","72007014","20007028"
"200","8","91002","72007015","20007029"
"1","2","22002","72007015","20007030"
"60","8","91002","72007016","20007031"
"2","2","22002","72007016","20007032"
"60","8","91002","72007017","20007033"
"2","2","22002","72007017","20007034"
"60","8","91002","72007018","20007035"
"2","2","22002","72007018","20007036"
"60","8","91002","72007019","20007037"
"2","2","22002","72007019","20007038"
"300","8","91002","72007020","20007039"
"2","2","22002","72007020","20007040"
"1","1","108201","72007021","20007041"
"10","2","31082","72007022","20007042"
"10","2","31022","72007022","20007043"
"10","2","31082","72007023","20007044"
"10","2","31022","72007023","20007045"
"30","8","91002","72008001","20008001"
"1","2","22002","72008001","20008002"
"30","8","91002","72008002","20008003"
"1","2","22002","72008002","20008004"
"30","8","91002","72008003","20008005"
"1","2","22002","72008003","20008006"
"30","8","91002","72008004","20008007"
"1","2","22002","72008004","20008008"
"30","8","91002","72008005","20008009"
"1","2","22002","72008005","20008010"
"30","8","91002","72008006","20008011"
"1","2","22002","72008006","20008012"
"30","8","91002","72008007","20008013"
"1","2","22002","72008007","20008014"
"30","8","91002","72008008","20008015"
"1","2","22002","72008008","20008016"
"30","8","91002","72008009","20008017"
"1","2","22002","72008009","20008018"
"30","8","91002","72008010","20008019"
"1","2","22002","72008010","20008020"
"30","8","91002","72008011","20008021"
"1","2","22002","72008011","20008022"
"30","8","91002","72008012","20008023"
"1","2","22002","72008012","20008024"
"30","8","91002","72008013","20008025"
"1","2","22002","72008013","20008026"
"30","8","91002","72008014","20008027"
"1","2","22002","72008014","20008028"
"200","8","91002","72008015","20008029"
"1","2","22002","72008015","20008030"
"60","8","91002","72008016","20008031"
"2","2","22002","72008016","20008032"
"60","8","91002","72008017","20008033"
"2","2","22002","72008017","20008034"
"60","8","91002","72008018","20008035"
"2","2","22002","72008018","20008036"
"60","8","91002","72008019","20008037"
"2","2","22002","72008019","20008038"
"300","8","91002","72008020","20008039"
"2","2","22002","72008020","20008040"
"5","2","31009","72008021","20008041"
"5","2","31051","72008021","20008042"
"5","2","31009","72008022","20008043"
"5","2","31051","72008022","20008044"
"10","2","31009","72008023","20008045"
"10","2","31051","72008023","20008046"
"30","8","91002","72009001","20009001"
"1","2","22002","72009001","20009002"
"30","8","91002","72009002","20009003"
"1","2","22002","72009002","20009004"
"30","8","91002","72009003","20009005"
"1","2","22002","72009003","20009006"
"30","8","91002","72009004","20009007"
"1","2","22002","72009004","20009008"
"30","8","91002","72009005","20009009"
"1","2","22002","72009005","20009010"
"30","8","91002","72009006","20009011"
"1","2","22002","72009006","20009012"
"30","8","91002","72009007","20009013"
"1","2","22002","72009007","20009014"
"30","8","91002","72009008","20009015"
"1","2","22002","72009008","20009016"
"30","8","91002","72009009","20009017"
"1","2","22002","72009009","20009018"
"30","8","91002","72009010","20009019"
"1","2","22002","72009010","20009020"
"30","8","91002","72009011","20009021"
"1","2","22002","72009011","20009022"
"30","8","91002","72009012","20009023"
"1","2","22002","72009012","20009024"
"30","8","91002","72009013","20009025"
"1","2","22002","72009013","20009026"
"30","8","91002","72009014","20009027"
"1","2","22002","72009014","20009028"
"200","8","91002","72009015","20009029"
"1","2","22002","72009015","20009030"
"60","8","91002","72009016","20009031"
"2","2","22002","72009016","20009032"
"60","8","91002","72009017","20009033"
"2","2","22002","72009017","20009034"
"60","8","91002","72009018","20009035"
"2","2","22002","72009018","20009036"
"60","8","91002","72009019","20009037"
"2","2","22002","72009019","20009038"
"300","8","91002","72009020","20009039"
"2","2","22002","72009020","20009040"
"1","1","108501","72009021","20009041"
"10","2","31085","72009022","20009042"
"10","2","31029","72009022","20009043"
"10","2","31085","72009023","20009044"
"10","2","31029","72009023","20009045"
"30","8","91002","72010001","20010001"
"1","2","22002","72010001","20010002"
"30","8","91002","72010002","20010003"
"1","2","22002","72010002","20010004"
"30","8","91002","72010003","20010005"
"1","2","22002","72010003","20010006"
"30","8","91002","72010004","20010007"
"1","2","22002","72010004","20010008"
"30","8","91002","72010005","20010009"
"1","2","22002","72010005","20010010"
"30","8","91002","72010006","20010011"
"1","2","22002","72010006","20010012"
"30","8","91002","72010007","20010013"
"1","2","22002","72010007","20010014"
"30","8","91002","72010008","20010015"
"1","2","22002","72010008","20010016"
"30","8","91002","72010009","20010017"
"1","2","22002","72010009","20010018"
"30","8","91002","72010010","20010019"
"1","2","22002","72010010","20010020"
"30","8","91002","72010011","20010021"
"1","2","22002","72010011","20010022"
"30","8","91002","72010012","20010023"
"1","2","22002","72010012","20010024"
"30","8","91002","72010013","20010025"
"1","2","22002","72010013","20010026"
"30","8","91002","72010014","20010027"
"1","2","22002","72010014","20010028"
"200","8","91002","72010015","20010029"
"1","2","22002","72010015","20010030"
"60","8","91002","72010016","20010031"
"2","2","22002","72010016","20010032"
"60","8","91002","72010017","20010033"
"2","2","22002","72010017","20010034"
"60","8","91002","72010018","20010035"
"2","2","22002","72010018","20010036"
"60","8","91002","72010019","20010037"
"2","2","22002","72010019","20010038"
"300","8","91002","72010020","20010039"
"2","2","22002","72010020","20010040"
"1","1","108901","72010021","20010041"
"10","2","31089","72010022","20010042"
"10","2","31002","72010022","20010043"
"10","2","31089","72010023","20010044"
"10","2","31002","72010023","20010045"
"30","8","91002","72011001","20011001"
"1","2","22002","72011001","20011002"
"30","8","91002","72011002","20011003"
"1","2","22002","72011002","20011004"
"30","8","91002","72011003","20011005"
"1","2","22002","72011003","20011006"
"30","8","91002","72011004","20011007"
"1","2","22002","72011004","20011008"
"30","8","91002","72011005","20011009"
"1","2","22002","72011005","20011010"
"30","8","91002","72011006","20011011"
"1","2","22002","72011006","20011012"
"30","8","91002","72011007","20011013"
"1","2","22002","72011007","20011014"
"30","8","91002","72011008","20011015"
"1","2","22002","72011008","20011016"
"30","8","91002","72011009","20011017"
"1","2","22002","72011009","20011018"
"30","8","91002","72011010","20011019"
"1","2","22002","72011010","20011020"
"30","8","91002","72011011","20011021"
"1","2","22002","72011011","20011022"
"30","8","91002","72011012","20011023"
"1","2","22002","72011012","20011024"
"30","8","91002","72011013","20011025"
"1","2","22002","72011013","20011026"
"30","8","91002","72011014","20011027"
"1","2","22002","72011014","20011028"
"200","8","91002","72011015","20011029"
"1","2","22002","72011015","20011030"
"60","8","91002","72011016","20011031"
"2","2","22002","72011016","20011032"
"60","8","91002","72011017","20011033"
"2","2","22002","72011017","20011034"
"60","8","91002","72011018","20011035"
"2","2","22002","72011018","20011036"
"60","8","91002","72011019","20011037"
"2","2","22002","72011019","20011038"
"300","8","91002","72011020","20011039"
"2","2","22002","72011020","20011040"
"1","1","109001","72011021","20011041"
"10","2","31090","72011022","20011042"
"10","2","31011","72011022","20011043"
"10","2","31090","72011023","20011044"
"10","2","31011","72011023","20011045"
"30","8","91002","72012001","20012001"
"1","2","22002","72012001","20012002"
"30","8","91002","72012002","20012003"
"1","2","22002","72012002","20012004"
"30","8","91002","72012003","20012005"
"1","2","22002","72012003","20012006"
"30","8","91002","72012004","20012007"
"1","2","22002","72012004","20012008"
"30","8","91002","72012005","20012009"
"1","2","22002","72012005","20012010"
"30","8","91002","72012006","20012011"
"1","2","22002","72012006","20012012"
"30","8","91002","72012007","20012013"
"1","2","22002","72012007","20012014"
"30","8","91002","72012008","20012015"
"1","2","22002","72012008","20012016"
"30","8","91002","72012009","20012017"
"1","2","22002","72012009","20012018"
"30","8","91002","72012010","20012019"
"1","2","22002","72012010","20012020"
"30","8","91002","72012011","20012021"
"1","2","22002","72012011","20012022"
"30","8","91002","72012012","20012023"
"1","2","22002","72012012","20012024"
"30","8","91002","72012013","20012025"
"1","2","22002","72012013","20012026"
"30","8","91002","72012014","20012027"
"1","2","22002","72012014","20012028"
"200","8","91002","72012015","20012029"
"1","2","22002","72012015","20012030"
"60","8","91002","72012016","20012031"
"2","2","22002","72012016","20012032"
"60","8","91002","72012017","20012033"
"2","2","22002","72012017","20012034"
"60","8","91002","72012018","20012035"
"2","2","22002","72012018","20012036"
"60","8","91002","72012019","20012037"
"2","2","22002","72012019","20012038"
"300","8","91002","72012020","20012039"
"2","2","22002","72012020","20012040"
"5","2","31043","72012021","20012041"
"5","2","31008","72012021","20012042"
"5","2","31043","72012022","20012043"
"5","2","31008","72012022","20012044"
"10","2","31043","72012023","20012045"
"10","2","31008","72012023","20012046"
"30","8","91002","72013001","20013001"
"1","2","22002","72013001","20013002"
"30","8","91002","72013002","20013003"
"1","2","22002","72013002","20013004"
"30","8","91002","72013003","20013005"
"1","2","22002","72013003","20013006"
"30","8","91002","72013004","20013007"
"1","2","22002","72013004","20013008"
"30","8","91002","72013005","20013009"
"1","2","22002","72013005","20013010"
"30","8","91002","72013006","20013011"
"1","2","22002","72013006","20013012"
"30","8","91002","72013007","20013013"
"1","2","22002","72013007","20013014"
"30","8","91002","72013008","20013015"
"1","2","22002","72013008","20013016"
"30","8","91002","72013009","20013017"
"1","2","22002","72013009","20013018"
"30","8","91002","72013010","20013019"
"1","2","22002","72013010","20013020"
"30","8","91002","72013011","20013021"
"1","2","22002","72013011","20013022"
"30","8","91002","72013012","20013023"
"1","2","22002","72013012","20013024"
"30","8","91002","72013013","20013025"
"1","2","22002","72013013","20013026"
"30","8","91002","72013014","20013027"
"1","2","22002","72013014","20013028"
"200","8","91002","72013015","20013029"
"1","2","22002","72013015","20013030"
"60","8","91002","72013016","20013031"
"2","2","22002","72013016","20013032"
"60","8","91002","72013017","20013033"
"2","2","22002","72013017","20013034"
"60","8","91002","72013018","20013035"
"2","2","22002","72013018","20013036"
"60","8","91002","72013019","20013037"
"2","2","22002","72013019","20013038"
"300","8","91002","72013020","20013039"
"2","2","22002","72013020","20013040"
"1","1","109301","72013021","20013041"
"10","2","31093","72013022","20013042"
"10","2","31018","72013022","20013043"
"10","2","31093","72013023","20013044"
"10","2","31018","72013023","20013045"
"30","8","91002","72014001","20014001"
"1","2","22002","72014001","20014002"
"30","8","91002","72014002","20014003"
"1","2","22002","72014002","20014004"
"30","8","91002","72014003","20014005"
"1","2","22002","72014003","20014006"
"30","8","91002","72014004","20014007"
"1","2","22002","72014004","20014008"
"30","8","91002","72014005","20014009"
"1","2","22002","72014005","20014010"
"30","8","91002","72014006","20014011"
"1","2","22002","72014006","20014012"
"30","8","91002","72014007","20014013"
"1","2","22002","72014007","20014014"
"30","8","91002","72014008","20014015"
"1","2","22002","72014008","20014016"
"30","8","91002","72014009","20014017"
"1","2","22002","72014009","20014018"
"30","8","91002","72014010","20014019"
"1","2","22002","72014010","20014020"
"30","8","91002","72014011","20014021"
"1","2","22002","72014011","20014022"
"30","8","91002","72014012","20014023"
"1","2","22002","72014012","20014024"
"30","8","91002","72014013","20014025"
"1","2","22002","72014013","20014026"
"30","8","91002","72014014","20014027"
"1","2","22002","72014014","20014028"
"200","8","91002","72014015","20014029"
"1","2","22002","72014015","20014030"
"60","8","91002","72014016","20014031"
"2","2","22002","72014016","20014032"
"60","8","91002","72014017","20014033"
"2","2","22002","72014017","20014034"
"60","8","91002","72014018","20014035"
"2","2","22002","72014018","20014036"
"60","8","91002","72014019","20014037"
"2","2","22002","72014019","20014038"
"300","8","91002","72014020","20014039"
"2","2","22002","72014020","20014040"
"5","2","31053","72014021","20014041"
"5","2","31045","72014021","20014042"
"5","2","31053","72014022","20014043"
"5","2","31045","72014022","20014044"
"10","2","31053","72014023","20014045"
"10","2","31045","72014023","20014046"
"30","8","91002","72015001","20015001"
"1","2","22002","72015001","20015002"
"30","8","91002","72015002","20015003"
"1","2","22002","72015002","20015004"
"30","8","91002","72015003","20015005"
"1","2","22002","72015003","20015006"
"30","8","91002","72015004","20015007"
"1","2","22002","72015004","20015008"
"30","8","91002","72015005","20015009"
"1","2","22002","72015005","20015010"
"30","8","91002","72015006","20015011"
"1","2","22002","72015006","20015012"
"30","8","91002","72015007","20015013"
"1","2","22002","72015007","20015014"
"30","8","91002","72015008","20015015"
"1","2","22002","72015008","20015016"
"30","8","91002","72015009","20015017"
"1","2","22002","72015009","20015018"
"30","8","91002","72015010","20015019"
"1","2","22002","72015010","20015020"
"30","8","91002","72015011","20015021"
"1","2","22002","72015011","20015022"
"30","8","91002","72015012","20015023"
"1","2","22002","72015012","20015024"
"30","8","91002","72015013","20015025"
"1","2","22002","72015013","20015026"
"30","8","91002","72015014","20015027"
"1","2","22002","72015014","20015028"
"200","8","91002","72015015","20015029"
"1","2","22002","72015015","20015030"
"60","8","91002","72015016","20015031"
"2","2","22002","72015016","20015032"
"60","8","91002","72015017","20015033"
"2","2","22002","72015017","20015034"
"60","8","91002","72015018","20015035"
"2","2","22002","72015018","20015036"
"60","8","91002","72015019","20015037"
"2","2","22002","72015019","20015038"
"300","8","91002","72015020","20015039"
"2","2","22002","72015020","20015040"
"1","1","110101","72015021","20015041"
"10","2","31101","72015022","20015042"
"10","2","31050","72015022","20015043"
"10","2","31101","72015023","20015044"
"10","2","31050","72015023","20015045"
"30","8","91002","72016001","20016001"
"1","2","22002","72016001","20016002"
"30","8","91002","72016002","20016003"
"1","2","22002","72016002","20016004"
"30","8","91002","72016003","20016005"
"1","2","22002","72016003","20016006"
"30","8","91002","72016004","20016007"
"1","2","22002","72016004","20016008"
"30","8","91002","72016005","20016009"
"1","2","22002","72016005","20016010"
"30","8","91002","72016006","20016011"
"1","2","22002","72016006","20016012"
"30","8","91002","72016007","20016013"
"1","2","22002","72016007","20016014"
"30","8","91002","72016008","20016015"
"1","2","22002","72016008","20016016"
"30","8","91002","72016009","20016017"
"1","2","22002","72016009","20016018"
"30","8","91002","72016010","20016019"
"1","2","22002","72016010","20016020"
"30","8","91002","72016011","20016021"
"1","2","22002","72016011","20016022"
"30","8","91002","72016012","20016023"
"1","2","22002","72016012","20016024"
"30","8","91002","72016013","20016025"
"1","2","22002","72016013","20016026"
"30","8","91002","72016014","20016027"
"1","2","22002","72016014","20016028"
"200","8","91002","72016015","20016029"
"1","2","22002","72016015","20016030"
"60","8","91002","72016016","20016031"
"2","2","22002","72016016","20016032"
"60","8","91002","72016017","20016033"
"2","2","22002","72016017","20016034"
"60","8","91002","72016018","20016035"
"2","2","22002","72016018","20016036"
"60","8","91002","72016019","20016037"
"2","2","22002","72016019","20016038"
"300","8","91002","72016020","20016039"
"2","2","22002","72016020","20016040"
"1","1","110501","72016021","20016041"
"10","2","31105","72016022","20016042"
"10","2","31014","72016022","20016043"
"10","2","31105","72016023","20016044"
"10","2","31014","72016023","20016045"
"1","7","1704","72016024","20016046"
"1","7","1705","72016025","20016047"
"1","7","1706","72016026","20016048"
"1","7","1707","72016027","20016049"
"30","8","91002","72017001","20017001"
"1","2","22002","72017001","20017002"
"30","8","91002","72017002","20017003"
"1","2","22002","72017002","20017004"
"30","8","91002","72017003","20017005"
"1","2","22002","72017003","20017006"
"30","8","91002","72017004","20017007"
"1","2","22002","72017004","20017008"
"30","8","91002","72017005","20017009"
"1","2","22002","72017005","20017010"
"30","8","91002","72017006","20017011"
"1","2","22002","72017006","20017012"
"30","8","91002","72017007","20017013"
"1","2","22002","72017007","20017014"
"30","8","91002","72017008","20017015"
"1","2","22002","72017008","20017016"
"30","8","91002","72017009","20017017"
"1","2","22002","72017009","20017018"
"30","8","91002","72017010","20017019"
"1","2","22002","72017010","20017020"
"30","8","91002","72017011","20017021"
"1","2","22002","72017011","20017022"
"30","8","91002","72017012","20017023"
"1","2","22002","72017012","20017024"
"30","8","91002","72017013","20017025"
"1","2","22002","72017013","20017026"
"30","8","91002","72017014","20017027"
"1","2","22002","72017014","20017028"
"200","8","91002","72017015","20017029"
"1","2","22002","72017015","20017030"
"60","8","91002","72017016","20017031"
"2","2","22002","72017016","20017032"
"60","8","91002","72017017","20017033"
"2","2","22002","72017017","20017034"
"60","8","91002","72017018","20017035"
"2","2","22002","72017018","20017036"
"60","8","91002","72017019","20017037"
"2","2","22002","72017019","20017038"
"300","8","91002","72017020","20017039"
"2","2","22002","72017020","20017040"
"5","2","31056","72017021","20017041"
"5","2","31040","72017021","20017042"
"5","2","31056","72017022","20017043"
"5","2","31040","72017022","20017044"
"10","2","31056","72017023","20017045"
"10","2","31040","72017023","20017046"
"30","8","91002","72018001","20018001"
"1","2","22002","72018001","20018002"
"30","8","91002","72018002","20018003"
"1","2","22002","72018002","20018004"
"30","8","91002","72018003","20018005"
"1","2","22002","72018003","20018006"
"30","8","91002","72018004","20018007"
"1","2","22002","72018004","20018008"
"30","8","91002","72018005","20018009"
"1","2","22002","72018005","20018010"
"30","8","91002","72018006","20018011"
"1","2","22002","72018006","20018012"
"30","8","91002","72018007","20018013"
"1","2","22002","72018007","20018014"
"30","8","91002","72018008","20018015"
"1","2","22002","72018008","20018016"
"30","8","91002","72018009","20018017"
"1","2","22002","72018009","20018018"
"30","8","91002","72018010","20018019"
"1","2","22002","72018010","20018020"
"30","8","91002","72018011","20018021"
