c64702d61a6037c86859db88c9edf2860e23970c3b96edf3cfe0a1c08b1d53d2,7634d7a0e1ac9090038b609311bd63cc60b7f2da04b920848e5f1ca47a00a7a4,e8976ed95efea0119f3b302f9dc31d6ac1bf5154c5db739d75ae7caca20cf353,fa524edbc2a7159e0a0e7f28c4bdf79d5cbe4c510c4d382cff670b3622a1da54,133c450b0208e3cb161061661cbfc5f1b5bf6da31abea7c974d2bf97e114c822,3ac00da4a4208a194d22e2e9b07e49f9c744f066f19ce0356e4c25d8b0e44cc4,db8bc0ad1f0930770f3ead2082fda310d6fd6e28e86a09a1d4d09ffcbfee7422,7878f63398436764ce52946d477c71e6b60c24ee7805779ba5f48bcd98370747,234b2f38093b3c75c56a3b6f3013d249b2f82cd936bd64b5e816476c1c0924fd,7013bac43a8c4a91e9d5d44fd56f676271ea7d250cb84460f36bb6083c70b76c,d03fbad28417d65d163aaf029d671567c92b45204ed3e62f51b5f1ce346b38d2
"0","0","13030","13","10","11","0","だって、楽しい思い出と同じくらい、\nヘマしたり、力及ばずなこともあって。\nそれを改めてお兄さんに見てもらうのは\n勇気がいるっていうか……","1","1","2"
"","","13031","13","0","91","","","","0","0"
"0.3","","13032","13","1","3","","clear_idle_look_shy","","","2"
"0.2","","13033","13","1","3","","sad_talk_look_precia","","","3"
"","","13034","13","0","21","","vo_asb_1523","","0","vo_asb"
"0","0","13035","13","10","11","0","せきらら\nぼうけんき。","1","1","3"
"","","13036","13","0","91","","","","0","0"
"0.2","","13037","13","1","3","","idle_look_precia","","","3"
"0.3","","13038","13","1","3","","talk_look_shy_riri","","","1"
"","","13039","13","0","21","","vo_asb_1524","","0","vo_asb"
"0","0","13040","13","10","11","0","でも……これも学びです。\n兄様。ぜひご覧になった感想を、\nお聞かせ願えませんでしょうか？","1","1","1"
"","","13041","13","0","91","","","","0","0"
"0.2","","13042","13","1","3","","wish_talk_look_shy_riri","","","1"
"","","13043","13","0","21","","vo_asb_1525","","0","vo_asb"
"0","0","13044","13","10","11","0","どんなに厳しい叱咤もご指導も、\n謹んでお受けいたしますので──\nって、…………え？","1","1","1"
"","","13045","13","0","91","","","","0","0"
"0.2","","13046","13","1","3","","idle_look_shy","","","2"
"0.3","","13047","13","1","3","","joy_idle_look_shy_precia","","","3"
"0.2","","13048","13","1","3","","wish_talk_Ex4","","","1"
"","","13049","13","0","21","","vo_asb_1526","","0","vo_asb"
"0","0","13050","13","10","11","0","…………\nま、まさか……\nそのようにお褒めいただけるなんて……","1","1","1"
"","","13051","13","0","91","","","","0","0"
"0.2","","13052","13","1","3","","idle_look_shy_riri","","","1"
"0.4","","13053","13","1","3","","surprise_idle_lookR_precia","","","3"
"","","13054","13","0","21","","vo_asb_1527","","0","vo_asb"
"0","0","13055","13","10","11","0","お兄……","1","1","3"
"","","13056","13","0","91","","","","0","0"
"0.4","","13057","13","1","3","","joy_idle_look_shy_precia2","","","3"
"0.2","","13058","13","1","3","","clear_talk2_look","","","2"
"","","13059","13","0","21","","vo_asb_1528","","0","vo_asb"
"0","0","13060","13","10","11","0","お兄さんは、\n結果云々ではなく、\nわたしたちががんばったこと、\nそれ自体を褒めてくれるんですね……","1","1","2"
"","","13061","13","0","91","","","","0","0"
"0.2","","13062","13","1","3","","wish_talk_Ex3","","","1"
"0.3","","13063","13","1","3","","joy_idle_look_shy_precia","","","3"
"0.2","","13064","13","0","3","0","talk2ToWish_look","1","clear_wish_talk_joy_look","2"
"","","13065","13","0","21","","vo_asb_1529","","0","vo_asb"
"0","0","13066","13","10","11","0","……ありがとうございます！","1","1","1"
"","","13067","13","0","91","","","","0","0"
"0.2","","13068","13","1","3","","idle_look_shy_riri","","","1"
"0.2","","13069","13","1","3","","idle_look_shy","","","2"
"0.2","","13070","13","0","3","0","doya_in_precia","1","doya_talk_precia","3"
"","","13071","13","0","21","","vo_asb_1530","","0","vo_asb"
"0","0","13072","13","10","11","0","むねはり。\nぼうけんき。","1","1","3"
"","","13073","13","0","91","","","","0","0"
"0.4","","13074","13","1","3","","idle_look_normal_precia","","","3"
"0.2","","13075","13","1","3","","riri_talk_look_shy","","","1"
"","","13076","13","0","21","","vo_asb_1531","","0","vo_asb"
"0","0","13077","13","10","11","0","ご覧の通り何事も拙く、\n未熟なわたくしたちですが……","1","1","1"
"","","13078","13","0","91","","","","0","0"
"0.2","","13079","13","1","3","","riri_idle_look_normal_shy","","","1"
"0.2","","13080","13","1","3","","clear_talk3_look","","","2"
"","","13081","13","0","21","","vo_asb_1532","","0","vo_asb"
"0","0","13082","13","10","11","0","こうしてお兄さんが\n温かく見守ってくれるおかげで、\n立派な冒険者になるという夢を、\n追い続けることができています。","1","1","2"
"","","13083","13","0","91","","","","0","0"
"0.2","","13084","13","1","3","","clear_wish_talk_joy_look","","","2"
"","","13085","13","0","21","","vo_asb_1533","","0","vo_asb"
"0","0","13086","13","10","11","0","お兄さん。\nこれからも、【アルターメイデン】の\n側にいてくださいね。","1","1","2"
"","","13087","13","0","91","","","","0","0"
"0.2","","13088","13","1","3","","clear_wish_idle_look","","","2"
"0.1","","13089","13","0","3","0.2","agree","1","joy_idle_look_shy_precia2","3"
"","","13090","13","0","21","","vo_asb_1534","","0","vo_asb"
"0","0","13091","13","10","11","0","よろしく。","1","1","3"
"","","13092","13","0","91","","","","0","0"
"0.2","","13093","13","0","3","0.2","bow_riri","1","idle_look_shy_riri","1"
"","","13094","13","0","21","","vo_asb_1535","","0","vo_asb"
"0","0","13095","13","10","11","0","お願いいたします……！","1","1","1"
"","","13096","13","0","91","","","","0","0"
"","","13097","13","","101","","","","","13098"
"0.3","","13098","13","1","6","0","1","0","1","1"
"0.3","","13099","13","1","6","0","1","0","1","2"
"0.3","","13100","13","1","6","0","1","0","1","3"
"0.3","","13101","13","1","6","0","1","0","1","0"
"","","13102","13","-230","2","","-130","1","0.3","1"
"","","13103","13","-255","2","","-290","1","0.3","2"
"","","13104","13","-245","2","","120","1","0.3","3"
"","","13105","13","0","2","","-100","1","0.3","0"
"","","13106","13","","22","","0","","","0"
"","","13107","13","","35","","1","","","100"
"","","13108","13","0","33","","-100","1","0.3","100"
"","","13109","13","","93","","0","","","0.4"
"","","13110","13","","32","","0","","","100"
"2.2","surprise_idle_normal2_precia","22001","22","52","5","0","1","-250","30","3"
"0","","22002","22","1","6","0","1","0","1","1"
"1","black","22003","22","29","5","0","0","0","50","0"
"0","","22004","22","1","6","0","1","0","1","0"
"","","22005","22","","91","","","","","0"
"0.2","","22006","22","1","6","0","1","1","1","1"
"0.2","","22007","22","1","6","0","1","1","1","0"
"","","22008","22","-250","2","","-20","2","0.3","1"
"","","22009","22","0","2","","0","2","0.3","0"
"","","22010","22","","93","","0","","","0.6"
"","","22011","22","0","21","","vo_asb_0221","","0","vo_asb"
"0","0","22012","22","10","11","0","ざぶとん。\nくっきー。\nいっぱいたべた。","1","1","1"
"","","22013","22","0","91","","","","0","0"
"0.3","","22014","22","1","3","","talk_surprise_precia","","","1"
"","","22015","22","0","21","","vo_asb_0222","","0","vo_asb"
"0","0","22016","22","10","11","0","スズメ。\nいろいろつくってる。\nらしい。","1","1","1"
"","","22017","22","0","91","","","","0","0"
"0.3","","22018","22","1","3","","think_idle_precia","","","1"
"","","22019","22","0","21","","vo_asb_0223","","0","vo_asb"
"0","0","22020","22","10","11","0","ざぶとん、ほっとけーき。\nとか？","1","1","1"
"","","22021","22","0","91","","","","0","0"
"0.3","","22022","22","1","3","","think_idle_dere_precia","","","1"
"","","22023","22","0","21","","vo_asb_0224","","0","vo_asb"
"0","0","22024","22","10","11","0","ざぶとん、まふぃん。\nとか？","1","1","1"
"","","22025","22","0","91","","","","0","0"
"0.3","","22026","22","1","3","","think_idle_angerR","","","1"
"","","22027","22","0","21","","vo_asb_0225","","0","vo_asb"
"0","0","22028","22","10","11","0","ざぶとん、にくまん……\nとか……（ごくり）","1","1","1"
"","","22029","22","0","91","","","","0","0"
"0.1","","22030","22","0","3","0","thinkToSpeak_precia","1","speak1_light_precia","1"
"","","22031","22","0","21","","vo_asb_0226","","0","vo_asb"
"0","0","22032","22","10","11","0","スズメ。\nすかうとする。\n【あるたーめいでん】に。","1","1","1"
"","","22033","22","0","91","","","","0","0"
"","","22034","22","","101","","","","","22035"
"0.3","","22035","22","1","6","0","1","0","1","1"
"0.3","","22036","22","1","6","0","1","0","1","0"
"","","22037","22","-250","2","","-120","1","0.3","1"
"","","22038","22","0","2","","-100","1","0.3","0"
"","","22039","22","","22","","0","","","0"
"","","22040","22","","93","","0","","","0.4"
"2.2","riri_idle_look","32001","32","52","5","0","1","-230","20","1"
"2.2","clear_book_read","32002","32","58","5","0","2","-255","-140","2"
"2.2","joy_idle_precia","32003","32","55","5","1","3","-245","270","3"
"0","","32004","32","1","6","0","1","0","1","1"
"0","","32005","32","1","6","0","1","0","1","2"
"0","","32006","32","1","6","0","1","0","1","3"
"1","black","32007","32","29","5","0","0","0","50","0"
"0","","32008","32","1","6","0","1","0","1","0"
"","","32009","32","","91","","","","","0"
"0.2","","32010","32","1","6","0","1","1","1","1"
"0.2","","32011","32","1","6","0","1","1","1","2"
"0.2","","32012","32","1","6","0","1","1","1","3"
"0.2","","32013","32","1","6","0","1","1","1","0"
"","","32014","32","-230","2","","-30","2","0.3","1"
"","","32015","32","-255","2","","-190","2","0.3","2"
"","","32016","32","-245","2","","220","2","0.3","3"
"","","32017","32","0","2","","0","2","0.3","0"
"","","32018","32","","93","","0","","","0.6"
"0.2","","32019","32","1","3","","clear_book_talk","","","2"
"","","32020","32","0","21","","vo_asb_0321","","0","vo_asb"
"0","0","32021","32","10","11","0","この牛さんの絵、\n上手すぎませんか！？","1","1","2"
"","","32022","32","0","91","","","","0","0"
"0.4","","32023","32","1","3","","clear_book_idle","","","2"
"0.2","","32024","32","1","3","","riri_talk_look","","","1"
"","","32025","32","0","21","","vo_asb_0322","","0","vo_asb"
"0","0","32026","32","10","11","0","プレシアさん作です。\n彼女は天才タイプなので。","1","1","1"
"","","32027","32","0","91","","","","0","0"
"0.2","","32028","32","1","3","","riri_idle_look","","","1"
"0.1","","32029","32","0","3","0","clear_bookToTalk2","1","clear_talk2_noShy","2"
"","","32030","32","0","21","","vo_asb_0323","","0","vo_asb"
"0","0","32031","32","10","11","0","そういえば、わたしとリリちゃんが、\n『腰に手』が上手くできなくて、\nマヒルさんに教わりながら、\n悪戦苦闘してた時も……","1","1","2"
"","","32032","32","0","91","","","","0","0"
"0.1","","32033","32","0","3","0","talk2ToIdle_talkjoy2","1","idle_talkjoy2","2"
"0.2","","32034","32","1","3","","sad_talk_joy2R","","","1"
"","","32035","32","0","21","","vo_asb_0324","","0","vo_asb"
"0","0","32036","32","10","11","0","はい。プレシアさんだけが、\n一発合格でしたね。\n素人のわたくしたちの目から見ても、\n実に完璧な『腰に手』でございました。","1","1","1"
"","","32037","32","0","91","","","","0","0"
"0.2","","32038","32","1","3","","sad_idle_normal_riri","","","1"
"0.2","","32039","32","1","3","","idle","","","2"
"0.3","","32040","32","1","3","","talk_precia","","","3"
"","","32041","32","0","21","","vo_asb_0325","","0","vo_asb"
"0","0","32042","32","10","11","0","みたい？","1","1","3"
"","","32043","32","0","91","","","","0","0"
"0.3","","32044","32","1","3","","joy_idle_precia","","","3"
"0.2","","32045","32","1","3","","guts2_talk_riri","","","1"
"0.2","","32046","32","1","3","","clear_hope_talk","","","2"
"","","32047","32","0","21","","vo_asb_0326","","0","vo_asb"
"0","0","32048","32","10","11","0","ぜひっ。","1","1","1"
"","","32049","32","0","91","","","","0","0"
"0.2","","32050","32","1","3","","guts2_idle_riri","","","1"
"0.2","","32051","32","1","3","","clear_hope_idle","","","2"
"0.2","","32052","32","0","3","0","cool_in","1","cool_idle","3"
"","","32053","32","0","21","","vo_asb_0327","","0","vo_asb"
"0","0","32054","32","10","11","0","びしっ。","1","1","3"
"","","32055","32","0","91","","","","0","0"
"0.2","","32056","32","0","3","0.1","cool_idle_doya_in","1","cool_idle_doya","3"
"0.2","","32057","32","1","3","","guts2_idle_joy_riri","","","1"
"0.2","","32058","32","1","3","","clear_hope_joy","","","2"
"","","32059","32","0","21","","vo_asb_0328","","0","vo_asb"
"-85","0","32060","32","10","11","-22","わぁ～♪","1","1","1"
"","","32061","32","0","91","","","","0","0"
"","","32062","32","","101","","","","","32063"
"0.3","","32063","32","1","6","0","1","0","1","1"
"0.3","","32064","32","1","6","0","1","0","1","2"
"0.3","","32065","32","1","6","0","1","0","1","3"
"0.3","","32066","32","1","6","0","1","0","1","0"
"","","32067","32","-230","2","","-130","1","0.3","1"
"","","32068","32","-255","2","","-290","1","0.3","2"
"","","32069","32","-245","2","","120","1","0.3","3"
"","","32070","32","0","2","","-100","1","0.3","0"
"","","32071","32","","22","","0","","","0"
"","","32072","32","","93","","0","","","0.4"
"2.2","clear_wish_talk_joy_noShy","42001","42","52","5","0","1","-250","30","2"
"0","","42002","42","1","6","0","1","0","1","1"
"1","black","42003","42","29","5","0","0","0","50","0"
"0","","42004","42","1","6","0","1","0","1","0"
"","","42005","42","","91","","","","","0"
"0.2","","42006","42","1","6","0","1","1","1","1"
"0.2","","42007","42","1","6","0","1","1","1","0"
"","","42008","42","-250","2","","-20","2","0.3","1"
"","","42009","42","0","2","","0","2","0.3","0"
"","","42010","42","","93","","0","","","0.6"
"","","42011","42","0","21","","vo_asb_0421","","0","vo_asb"
"0","0","42012","42","10","11","0","リンさんによるマヒルさんのモノマネ、\nとっても上手でした。","1","1","1"
"","","42013","42","0","91","","","","0","0"
"0.1","","42014","42","1","3","","clear_talk_normal","","","1"
"","","42015","42","0","21","","vo_asb_0422","","0","vo_asb"
"0","0","42016","42","10","11","0","ギルドも長くなると、\n絆を深めたメンバー同士、\nああして互いのモノマネも、\n難なくできるようになるんですね……","1","1","1"
"","","42017","42","0","91","","","","0","0"
"0.2","","42018","42","0","3","0","clear_kohon_in","1","clear_kohon_loop","1"
"","","42019","42","0","21","","vo_asb_0423","","0","vo_asb"
"0","0","42020","42","10","11","0","…………\n……こほん。","1","1","1"
"","","42021","42","0","91","","","","0","0"
"0.2","","42022","42","0","3","0","clear_imitation_in","1","clear_speak2_talk","1"
"","","42023","42","0","21","","vo_asb_0424","","0","vo_asb"
"0","0","42024","42","10","11","0","に、兄様。兄様……？　\nお、おに、お兄……お兄。\n…………","1","1","1"
"","","42025","42","0","91","","","","0","0"
"0.3","","42026","42","0","3","0","clear_surprise_in_red","1","clear_surprise_talk_red","1"
"","","42027","42","0","21","","vo_asb_0425","","0","vo_asb"
"0","0","42028","42","10","11","0","……はっ！\nギルドメンバーのモノマネを\nしていただけなのに、\nわたしってば、どうして赤く……！","1","1","1"
"","","42029","42","0","91","","","","0","0"
"0.2","","42030","42","1","3","","clear_wish_talk_pain_red","","","1"
"","","42031","42","0","21","","vo_asb_0426","","0","vo_asb"
"0","0","42032","42","10","11","0","色んな意味で、まだまだです……っ！","1","1","1"
"","","42033","42","0","91","","","","0","0"
"","","42034","42","","101","","","","","42035"
"0.3","","42035","42","1","6","0","1","0","1","1"
"0.3","","42036","42","1","6","0","1","0","1","0"
"","","42037","42","-250","2","","-120","1","0.3","1"
"","","42038","42","0","2","","-100","1","0.3","0"
"","","42039","42","","22","","0","","","0"
"","","42040","42","","93","","0","","","0.4"
"2.2","dance_riri","52001","52","55","5","0","1","-243","70","1"
"2.2","dance_clear","52002","52","52","5","1","2","-245","320","2"
"2.2","dance_precia","52003","52","58","5","0","3","-255","-90","3"
"0","","52004","52","1","6","0","1","0","1","1"
"0","","52005","52","1","6","0","1","0","1","2"
"0","","52006","52","1","6","0","1","0","1","3"
"1","black","52007","52","29","5","0","0","0","50","0"
"0","","52008","52","1","6","0","1","0","1","0"
"","","52009","52","","91","","","","","0"
"0.1","","52010","52","0","3","","dance_riri","","","1"
"0.1","","52011","52","0","3","0","dance_clear","1","idle","2"
"0.1","","52012","52","0","3","0","dance_precia","1","idle_precia","3"
"0.2","","52013","52","1","6","0","1","1","1","1"
"0.2","","52014","52","1","6","0","1","1","1","2"
"0.2","","52015","52","1","6","0","1","1","1","3"
"0.2","","52016","52","1","6","0","1","1","1","0"
"","","52017","52","-243","2","","-30","2","0.3","1"
"","","52018","52","-245","2","","220","2","0.3","2"
"","","52019","52","-255","2","","-190","2","0.3","3"
"","","52020","52","0","2","","0","2","0.3","0"
"","","52021","52","","93","","0","","","0.6"
"","","52022","52","0","21","","vo_asb_0521","","0","vo_asb"
"0","0.15","52023","52","26","11","0","くいっく、くいっく、すろー。","0","0","3"
"","","52024","52","0","91","","","","0","0"
"","","52025","52","0","21","","vo_asb_0522","","0","vo_asb"
"0","0.75","52026","52","10","11","0","ターンエン、ターンエン、\nクイッククイックスロー！","0","0","1"
"","","52027","52","","91","","","","","52010"
"0.1","","52028","52","1","3","","idle","","","1"
"","","52029","52","","93","","0","","","0.2"
"0.1","","52030","52","0","3","0.2","smile_riri","1","talk_joy","1"
"","","52031","52","0","21","","vo_asb_0523","","0","vo_asb"
"0","0","52032","52","10","11","0","……ふふふ。この掛け声があると、\n不思議と３人の息が、\nぴったり合うのですよね。","1","1","1"
"","","52033","52","","91","","","","","0"
"0.2","","52034","52","1","3","","riri_idle","","","1"
"0.2","","52035","52","1","3","","clear_talk2_noShy","","","2"
"","","52036","52","0","21","","vo_asb_0524","","0","vo_asb"
"0","0","52037","52","10","11","0","はい。だからその後も、\nけっこう使ってますよね。\n重い物を持ち上げる時とか。\n３人で体操をする時とか。","1","1","2"
"","","52038","52","0","91","","","","0","0"
"0.2","","52039","52","0","3","0","talk2ToIdle","1","idle","2"
"0.2","","52040","52","1","3","","riri_talk","","","1"
"","","52041","52","0","21","","vo_asb_0525","","0","vo_asb"
"0","0","52042","52","10","11","0","他にも、戦闘訓練で息を合わせる際や、\nあとは夜道を歩く時の、魔物避けにも！","1","1","1"
"","","52043","52","0","91","","","","0","0"
"0.2","","52044","52","1","3","","riri_idle_look","","","1"
"0.2","","52045","52","1","3","","idle_talkjoy2","","","2"
"0.3","","52046","52","1","3","","talk_precia","","","3"
"","","52047","52","0","21","","vo_asb_0526","","0","vo_asb"
"0","0","52048","52","10","11","0","はんようせい。\nありすぎ。","1","1","3"
"","","52049","52","0","91","","","","0","0"
"","","52050","52","","101","","","","","52051"
"0.3","","52051","52","1","6","0","1","0","1","1"
"0.3","","52052","52","1","6","0","1","0","1","2"
"0.3","","52053","52","1","6","0","1","0","1","3"
"0.3","","52054","52","1","6","0","1","0","1","0"
"","","52055","52","-230","2","","-130","1","0.3","1"
"","","52056","52","-245","2","","120","1","0.3","2"
"","","52057","52","-255","2","","-290","1","0.3","3"
"","","52058","52","0","2","","-100","1","0.3","0"
"","","52059","52","","22","","0","","","0"
"","","52060","52","","93","","0","","","0.4"
"2.2","talk_joy","62001","62","52","5","0","1","-250","30","1"
"0","","62002","62","1","6","0","1","0","1","1"
"1","black","62003","62","29","5","0","0","0","50","0"
"0","","62004","62","1","6","0","1","0","1","0"
"","","62005","62","","91","","","","","0"
"0.2","","62006","62","1","6","0","1","1","1","1"
"0.2","","62007","62","1","6","0","1","1","1","0"
"","","62008","62","-250","2","","-20","2","0.3","1"
"","","62009","62","0","2","","0","2","0.3","0"
"","","62010","62","","93","","0","","","0.6"
"","","62011","62","0","21","","vo_asb_0621","","0","vo_asb"
"0","0","62012","62","10","11","0","ライブ後、【カルミナ】の皆様が\n来てくださったのです。","1","1","1"
"","","62013","62","0","91","","","","0","0"
"0.2","","62014","62","1","3","","wish_talk_joyR_riri","","","1"
"","","62015","62","0","21","","vo_asb_0622","","0","vo_asb"
"0","0","62016","62","10","11","0","「また絶対一緒に踊ろうね」って、\n手まで、重ねさせていただいて……","1","1","1"
"","","62017","62","0","91","","","","0","0"
"0.3","","62018","62","1","3","","memoly_talk_joy","","","1"
"","","62019","62","0","21","","vo_asb_0623","","0","vo_asb"
"0","0","62020","62","10","11","0","お三方のあまりの可憐さと華やかさに、\nわたくし、もう、\nクラクラしてしまって……","1","1","1"
"","","62021","62","0","91","","","","0","0"
"0.2","","62022","62","1","3","","sad_talk2_dere","","","1"
"","","62023","62","0","21","","vo_asb_0624","","0","vo_asb"
"0","0","62024","62","10","11","0","実は、重ねさせていただいたこの手、\nあれ以来まだ一度も洗っておりません。","1","1","1"
"","","62025","62","0","91","","","","0","0"
"0.3","","62026","62","1","3","","wish_talk_nervous_riri","","","1"
"","","62027","62","0","21","","vo_asb_0625","","0","vo_asb"
"0","0","62028","62","10","11","0","リアさんには、やや呆れた目で\n見られている気が、\nしないでもありませんが……\nせめて、あと半日は……！","1","1","1"
"","","62029","62","0","91","","","","0","0"
"","","62030","62","","101","","","","","62031"
"0.3","","62031","62","1","6","0","1","0","1","1"
"0.3","","62032","62","1","6","0","1","0","1","0"
"","","62033","62","-250","2","","-120","1","0.3","1"
"","","62034","62","0","2","","-100","1","0.3","0"
"","","62035","62","","22","","0","","","0"
"","","62036","62","","93","","0","","","0.4"
"2.2","idle","72001","72","52","5","0","1","-250","30","2"
"0","","72002","72","1","6","0","1","0","1","1"
"1","black","72003","72","29","5","0","0","0","50","0"
"0","","72004","72","1","6","0","1","0","1","0"
"","","72005","72","","91","","","","","0"
"0.2","","72006","72","1","6","0","1","1","1","1"
"0.2","","72007","72","1","6","0","1","1","1","0"
"","","72008","72","-250","2","","-20","2","0.3","1"
"","","72009","72","0","2","","0","2","0.3","0"
"","","72010","72","","93","","0","","","0.6"
"0.2","","72011","72","1","3","","clear_talk_normal","","","1"
"","","72012","72","0","21","","vo_asb_0721","","0","vo_asb"
"0","0","72013","72","10","11","0","アオイさんて、すごくシャイみたいで。\nだけど、言うじゃないですか。\n共通の話題がある相手とは、\n打ち解けやすい、って。","1","1","1"
"","","72014","72","0","91","","","","0","0"
"0.2","","72015","72","1","3","","clear_kohon_talk_surprise","","","1"
"","","72016","72","0","21","","vo_asb_0722","","0","vo_asb"
"0","0","72017","72","10","11","0","直感、あったんですよね。\nアオイさんほど詳しくはないですが、\nわたしも草花が好きなので。\nこの人とは仲良くなれそう、みたいな。","1","1","1"
"","","72018","72","0","91","","","","0","0"
"0.2","","72019","72","1","3","","clear_talk2_noShy","","","1"
"","","72020","72","0","21","","vo_asb_0723","","0","vo_asb"
"0","0","72021","72","10","11","0","だからわたし、\n勇気を出して言ってみたんです！\nお友だちになりませんか、って。","1","1","1"
"","","72022","72","0","91","","","","0","0"
"0.2","","72023","72","0","3","0","talk2ToWish","1","clear_wish_talk_joy","1"
"","","72024","72","0","21","","vo_asb_0724","","0","vo_asb"
"0","0","72025","72","10","11","0","そしたらアオイさん、\n顔を真っ赤にして、ブンブン！　って、\n首を縦に振ってくれて。\nやった！　って思ったんですよね。","1","1","1"
"","","72026","72","0","91","","","","0","0"
"0.2","","72027","72","1","3","","clear_talk2_nervous","","","1"
"","","72028","72","0","21","","vo_asb_0725","","0","vo_asb"
"0","0","72029","72","10","11","0","……でもその後、\n心の準備が欲しいって言われちゃって。\n心の準備、300年くらいかかるかも\nしれないんだそうです……","1","1","1"
