be113c6d063ec637d8b76b1b30df6544ae73f991e4d90a9657d90edd4009d5f9,9d60a6aa0cdf021f49e485cf584ab08e9dd314a6f202436c7679ec275ea25a7e,7308d44d2aa025e866dad6829bfe366b317ba794b85c4429219a71ca2841d5e5,9e2711b653f770a64e6005b77e213d65a25d2e0f137b309a77e61b384d5f23b3,d0fdad1ed2bc77438d7bde8243e842053122569cc618380fcd126c1f30200149,474c846e137c28ede850d5c506591aa74e3ede32b46ac25a80f6d7bc3a8c954b,f13d4917c144e9879e8612e057aaec170acb64fc43c3a5a6cd4ebab8b36aba60,9438027e7e18168ad9e2ff20a007736d80fce3acf74a4b1415f5adce3a53c8ab
"100509","19600000000000","100509","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100510","18760000000000","100510","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100511","17920000000000","100511","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100512","16800000000000","100512","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100513","15960000000000","100513","1005","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100514","15120000000000","100514","1005","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100515","14280000000000","100515","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100516","13160000000000","100516","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100517","12320000000000","100517","1005","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100518","11480000000000","100518","1005","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100519","10360000000000","100519","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100520","9520000000000","100520","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100521","8680000000000","100521","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100522","7560000000000","100522","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100523","6720000000000","100523","1005","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100524","5880000000000","100524","1005","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100525","5040000000000","100525","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100526","3920000000000","100526","1005","36000","バトル開始時、味方のＴＰが150アップ","1","ＴＰ150アップ"
"100527","3080000000000","100527","1005","36000","バトル開始から10秒間、味方が無敵状態になる","1","無敵10秒"
"100528","2240000000000","100528","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100529","1120000000000","100529","1005","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100530","280000000000","100530","1005","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100601","43650000000000","100601","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100602","41850000000000","100602","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100603","40500000000000","100603","1006","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100604","39150000000000","100604","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100605","37800000000000","100605","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100606","36000000000000","100606","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100607","34650000000000","100607","1006","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","1","毎秒ＨＰ回復90秒"
"100608","33300000000000","100608","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100609","31500000000000","100609","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100610","30150000000000","100610","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100611","28800000000000","100611","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100612","27000000000000","100612","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100613","25650000000000","100613","1006","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100614","24300000000000","100614","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100615","22950000000000","100615","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100616","21150000000000","100616","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100617","19800000000000","100617","1006","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","1","毎秒ＨＰ回復90秒"
"100618","18450000000000","100618","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100619","16650000000000","100619","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100620","15300000000000","100620","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100621","13950000000000","100621","1006","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100622","12150000000000","100622","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100623","10800000000000","100623","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100624","9450000000000","100624","1006","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","1","毎秒ＨＰ回復90秒"
"100625","8100000000000","100625","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100626","6300000000000","100626","1006","36000","バトル開始時、味方のＴＰが150アップ","1","ＴＰ150アップ"
"100627","4950000000000","100627","1006","36000","バトル開始から10秒間、味方が無敵状態になる","1","無敵10秒"
"100628","3600000000000","100628","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100629","1800000000000","100629","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100630","450000000000","100630","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100701","27160000000000","100701","1007","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","毎秒ＴＰアップ90秒"
"100702","26040000000000","100702","1007","36000","バトル開始時、味方のＴＰが50アップ","1","ＴＰ50アップ"
"100703","25200000000000","100703","1007","36000","バトル開始から10秒間、敵が火傷状態になる","1","火傷ダメージ10秒"
"100704","24360000000000","100704","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100705","23520000000000","100705","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100706","22400000000000","100706","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100707","21560000000000","100707","1007","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100708","20720000000000","100708","1007","36000","バトル開始から10秒間、敵が火傷状態になる","1","火傷ダメージ10秒"
"100709","19600000000000","100709","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100710","18760000000000","100710","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100711","17920000000000","100711","1007","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","毎秒ＴＰアップ90秒"
"100712","16800000000000","100712","1007","36000","バトル開始から10秒間、敵が火傷状態になる","1","火傷ダメージ10秒"
"100713","15960000000000","100713","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100714","15120000000000","100714","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100715","14280000000000","100715","1007","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","魔法攻撃アップ90秒"
"100716","13160000000000","100716","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100717","12320000000000","100717","1007","36000","バトル開始時、味方のＴＰが100アップ","1","ＴＰ100アップ"
"100718","11480000000000","100718","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100719","10360000000000","100719","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100720","9520000000000","100720","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1","物理攻撃アップ90秒"
"100721","8680000000000","100721","1007","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","毎秒ＴＰアップ90秒"
"100722","7560000000000","100722","1007","36000","バトル開始時、味方のＴＰが150アップ","1","ＴＰ150アップ"
"100723","6720000000000","100723","1007","36000","バトル開始から10秒間、敵が火傷状態になる","1","火傷ダメージ10秒"
"100724","5880000000000","100724","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100725","5040000000000","100725","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100726","3920000000000","100726","1007","36000","バトル開始時、味方のＴＰが150アップ","1","ＴＰ150アップ"
"100727","3080000000000","100727","1007","36000","バトル開始から10秒間、味方が無敵状態になる","1","無敵10秒"
"100728","2240000000000","100728","1007","36000","バトル開始から10秒間、敵が火傷状態になる","1","火傷ダメージ10秒"
"100729","1120000000000","100729","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100730","280000000000","100730","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100801","43650000000000","100801","1008","36000","バトル開始から10秒間、敵が毒状態になる","1","毒ダメージ10秒"
"100802","41850000000000","100802","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100803","40500000000000","100803","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100804","39150000000000","100804","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100805","37800000000000","100805","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100806","36000000000000","100806","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100807","34650000000000","100807","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100808","33300000000000","100808","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100809","31500000000000","100809","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100810","30150000000000","100810","1008","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","魔法攻撃ダウン90秒"
"100811","28800000000000","100811","1008","36000","バトル開始から10秒間、敵が毒状態になる","1","毒ダメージ10秒"
"100812","27000000000000","100812","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100813","25650000000000","100813","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100814","24300000000000","100814","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100815","22950000000000","100815","1008","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100816","21150000000000","100816","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100817","19800000000000","100817","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100818","18450000000000","100818","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100819","16650000000000","100819","1008","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100820","15300000000000","100820","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100821","13950000000000","100821","1008","36000","バトル開始から10秒間、敵が毒状態になる","1","毒ダメージ10秒"
"100822","12150000000000","100822","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100823","10800000000000","100823","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1","物理攻撃ダウン90秒"
"100824","9450000000000","100824","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100825","8100000000000","100825","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100826","6300000000000","100826","1008","36000","バトル開始時、味方のＴＰが150アップ","1","ＴＰ150アップ"
"100827","4950000000000","100827","1008","36000","バトル開始から10秒間、味方が無敵状態になる","1","無敵10秒"
"100828","3600000000000","100828","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","1","物理防御ダウン90秒"
"100829","1800000000000","100829","1008","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1","魔法防御ダウン90秒"
"100830","450000000000","100830","1008","36000","バトル開始から10秒間、敵が毒状態になる","1","毒ダメージ10秒"
