09a11528222639179fb43b9706012821dd417052126ba2eae4a8bfdbbd07c35b,665338159ccd63318e2f79c86f4bf4282cc53f45dfb0c0b613b9e168abe5da02,6abf07217b3946c9425baf4b2ca80e9618317af01042c6a1b1d8b9946a14029e,09a373c096dddbc769c64b7e7e9aed720e8499c94182555bc48f8fc8962666d7,ee3cbd0df30a0622af4e7a0f9628eaa7f47fe56db39c7998471ab17b8dab6916,6d0b7398d733e05cb85ab713559201d78bba255267b8d3b8a2f0db1acd4683d6,c5d988dfeeca1d85ea90d36006fa99eb5b2b32bdd52be196161273e6869e1758,0c4ddf61472a39a80c5a43d6be3329e436340f264feed0c6ddfe344b9cc85636,162d1f873bea23f37958b41d6c2e1494e1afb2991fa4c717e120d4b712c92288,dd9a3b956b393b4d64affefe80083c411e9975197e411f304dedac4dcb15edd3,b32f43e543964c4ea5336250fe43efb6b3725b24bd5f24a491e5ebacbb09c78b,8240a0fd9993e820a8624c225d5eb490d1d545eb33b55d309920cddddcb10ebb,1c05e2f38243431f56046ffa42e210c97995ba1a872d6555ac3e2ab06680b66e,e44d9294e0eb86a5c7e58f3631dbe78f434e5284cef74545656721c6b2ea2057,6dc979d1fa1a8a3b731d58549eec1790c579cdf851f140278e7349127488238c,d818b2b6e53b981f156a6077b04c553bee1d8a78e38279bd1d5a87074962719e,c78ada34389ea9231b86b11cae633ccc06dd2dfefa27b01e3308b3a173b0d9f1,5138d0c94678f9efa4541766441693de558978999c5422914b89ac89b08d1d20,1bf39f12f7c480749a39ab3bebfe4d679df5056356d935a3143ef50cbf0477b2,f85a5cce5bd7e6664b276bebb13b9d24713786bc29d4ca7b4f6113c6f794becc,14f0527ac2b7fafe284077b5ecebfbf3effd0c38c59a64e3903fa9f80f021e7b,d442364e9485351eb3a29bcc6189f94c282ad0333b129816ccc63c494fb1f7b7,39cf7826e0986db54392e138d8ea958e48c460174c1b9d4444315093a5274d1f,48be942dceb75ac58581428ae5773031fa6bfb72a5c83e5ce88c5bf0aaa157f8,f28b216bc5fa7b781cdda72c6ef4947029074ac64cbdc7d97e7fd5413a6cb6cd,942bf26230d38ca45f62c2bcca6be2d070cff81072e8b509f55be29ddb8cf2a4,2badc201122720132e1d54baf92b83d884e7c53027d3a84bb5f57a35810348ca,1e23172f87b0ebbce0d1ccb0ace8f2991f28d324e7707c1e5d4b94ac174f0f80,86dde55864d7e1b096404f419a3ee7250cf72075e154cabb0bcc7b3b3e9896d0,cdb7031c15522cfc9840edeed5f1fb9c755b4f0aad81177e32a501899500a9df,fa0132ae49fb96a3d69c37b8ea07a85e0777239e5b82e37e4b398ec2933a4a03,46785605c3a47cada4cfcbec3ace9b0adf382ff5be0fe41cfe7558b96e40fe98,3d189c150149e1d0d9af2dbafe4594837459c835d03b1b9c87381199b14385a1,5af2dcb6e394502f4e635ad20a1c7224a7823e6ef03b3037253e63f896890858,ad6ada292fd2ff20bb23656008f7218eb9cee18ffa0d62fe08b5e436a94ee86d,005002bc59dc0443c79bfe7590baf74ec491dfaf4fbedf66368319bad3d5d817,8041855a24c26dcb5dce2345345ec373193efff3400fc83c71174dc2b0b1e9fd,f5ec93b7e915ba0a1426cc71547ac818a897531fa0d1d11ad4b31b3526498ec7,f2f40f4242a8b2b8ad0c7dbf4808026e99a1b5363cf938274c35d53701710d99,d3007a7c5e7b5fabebf885e33f46147f1a99c5a2c103e7c790e080dc2fcb4a17,9dc011103f405954275291ec6970e35b0f517f602c9f3eefdd229db8d0094a02,e29a6d51b6c9d26c912a3adbada6adc4a0a1dca4575441c7f40f52c552aaee51,4c80aef89e2ad34c59c83a456ebc19a122c0784c206d64ea6eec919a534c0457,8887e797b2b34d6451488e3b018417b9eaa22213e52a52030656c63d858fb055
"150","bgm_M41","0","bgm_M41","0","20","650250012","10","0","0","100041","0","20001113","470","0","100042","100040","1","bgm_M41","1","0","20001","0","650250011","0","bgm_M41","650250013","0","タルグム地方 1-13","100043","10","20001101","650001113","0","13","0","90","100041","bgm_M41","0","10","bgm_M41","650001126","0"
"150","bgm_M41","0","bgm_M41","0","-100","650260012","10","0","0","100091","0","20001114","570","0","100092","100030","1","bgm_M41","1","0","20001","0","650260011","0","bgm_M41","650260013","0","タルグム地方 1-14","100093","10","20001101","650001114","0","14","0","90","100091","bgm_M41","0","10","bgm_M41","650001127","0"
"150","bgm_M41","0","bgm_M41","0","74","650280012","10","0","0","100091","0","20001115","649","0","100092","100030","1","bgm_M41","1","0","20001","0","650280011","0","bgm_M41","650280013","0","タルグム地方 1-15","100093","10","20001101","650001115","0","15","0","90","100091","bgm_M41","0","10","bgm_M41","650001123","0"
"240","bgm_M41","0","bgm_M41","54","-12","650280022","10","0","31012","100367","0","20001201","-571","0","100368","100020","1","bgm_M41","2","0","20001","0","650280021","5","bgm_M41","650280023","0","タルグム地方 1-1","100369","16","20001201","650001116","2","16","1","90","100367","bgm_M41","0","16","bgm_M41","650001121","0"
"240","bgm_M41","0","bgm_M41","54","-148","650300012","10","0","31038","100771","0","20001202","-319","0","100772","100060","1","bgm_M41","2","0","20001","0","650300011","5","bgm_M41","650300013","0","タルグム地方 1-2","100773","16","20001201","650001117","2","17","1","90","100771","bgm_M41","0","16","bgm_M41","650001121","0"
"270","bgm_M41","0","bgm_M41","54","34","650330012","10","0","31012","100451","0","20001203","-107","0","100452","100090","1","bgm_M41","2","0","20001","0","650330011","5","bgm_M41","650330013","0","タルグム地方 1-3","100453","18","20001201","650001118","2","18","1","90","100451","bgm_M41","0","18","bgm_M41","650001121","0"
"270","bgm_M41","0","bgm_M41","54","110","650350012","10","0","31038","100731","0","20001204","140","0","100732","100070","1","bgm_M41","2","0","20001","0","650350011","5","bgm_M41","650350013","0","タルグム地方 1-4","100733","18","20001201","650001119","2","19","1","90","100731","bgm_M41","0","18","bgm_M41","650001121","0"
"300","bgm_M41","0","bgm_M41","54","-90","650380012","10","0","31012","100381","0","20001205","310","0","100382","100030","1","bgm_M41","2","0","20001","0","650380011","5","bgm_M41","650380013","0","タルグム地方 1-5","100383","20","20001201","650001120","2","20","1","90","100381","bgm_M41","0","20","bgm_M41","650001121","0"
"120","bgm_M41","0","bgm_M41","0","-120","650002012","8","0","0","100061","0","20002101","-820","0","100062","100010","1","bgm_M41","1","0","20002","0","650002011","0","bgm_M41","650002013","0","マシーナ地方 1-1","100063","8","20002101","650002101","0","1","0","90","100061","bgm_M41","0","8","bgm_M41","650002124","0"
"120","bgm_M41","0","bgm_M41","0","20","650002022","8","0","0","100014","0","20002102","-710","0","100015","100020","1","bgm_M41","1","0","20002","0","650002021","0","bgm_M41","650002023","0","マシーナ地方 1-2","100016","8","20002101","650002102","0","2","0","90","100014","bgm_M41","0","8","bgm_M41","650002125","0"
"120","bgm_M41","0","bgm_M41","0","-120","650002032","8","0","0","100061","0","20002103","-580","0","100062","100010","1","bgm_M41","1","0","20002","0","650002031","0","bgm_M41","650002033","0","マシーナ地方 1-3","100063","8","20002101","650002103","0","3","0","90","100061","bgm_M41","0","8","bgm_M41","650002126","0"
"120","bgm_M41","0","bgm_M41","0","50","650002042","8","0","0","100014","0","20002104","-510","0","100015","100020","1","bgm_M41","1","0","20002","0","650002041","0","bgm_M41","650002043","0","マシーナ地方 1-4","100016","8","20002101","650002104","0","4","0","90","100014","bgm_M41","0","8","bgm_M41","650002127","0"
"120","bgm_M41","0","bgm_M41","0","-60","650002052","8","0","0","100041","0","20002105","-430","0","100042","100040","1","bgm_M41","1","0","20002","0","650002051","0","bgm_M41","650002053","0","マシーナ地方 1-5","100043","8","20002101","650002105","0","5","0","90","100041","bgm_M41","0","8","bgm_M41","650002123","0"
"135","bgm_M41","0","bgm_M41","0","-150","650002062","9","0","0","100021","0","20002106","-340","0","100022","100050","1","bgm_M41","1","0","20002","0","650002061","0","bgm_M41","650002063","0","マシーナ地方 1-6","100023","9","20002101","650002106","0","6","0","90","100021","bgm_M41","0","9","bgm_M41","650002124","0"
"135","bgm_M41","0","bgm_M41","0","-80","650002072","9","0","0","100201","0","20002107","-215","0","100202","100110","1","bgm_M41","1","0","20002","0","650002071","0","bgm_M41","650002073","0","マシーナ地方 1-7","100203","9","20002101","650002107","0","7","0","90","100201","bgm_M41","0","9","bgm_M41","650002125","0"
"135","bgm_M41","0","bgm_M41","0","-110","650002082","9","0","0","100201","0","20002108","-75","0","100202","100110","1","bgm_M41","1","0","20002","0","650002081","0","bgm_M41","650002083","0","マシーナ地方 1-8","100203","9","20002101","650002108","0","8","0","90","100201","bgm_M41","0","9","bgm_M41","650002126","0"
"135","bgm_M41","0","bgm_M41","0","-50","650002092","9","0","0","100201","0","20002109","45","0","100202","100110","1","bgm_M41","1","0","20002","0","650002091","0","bgm_M41","650002093","0","マシーナ地方 1-9","100203","9","20002101","650002109","0","9","0","90","100201","bgm_M41","0","9","bgm_M41","650002127","0"
"135","bgm_M41","0","bgm_M41","0","40","650002102","9","0","0","100061","0","20002110","150","0","100062","100010","1","bgm_M41","1","0","20002","0","650002101","0","bgm_M41","650002103","0","マシーナ地方 1-10","100063","9","20002101","650002110","0","10","0","90","100061","bgm_M41","0","9","bgm_M41","650002122","0"
"150","bgm_M41","0","bgm_M41","0","-70","650002112","10","0","0","100171","0","20002111","260","0","100172","100070","1","bgm_M41","1","0","20002","0","650002111","0","bgm_M41","650002113","0","マシーナ地方 1-11","100173","10","20002101","650002111","0","11","0","90","100171","bgm_M41","0","10","bgm_M41","650002124","0"
"150","bgm_M41","0","bgm_M41","0","30","650002122","10","0","0","100151","0","20002112","380","0","100152","100120","1","bgm_M41","1","0","20002","0","650002121","0","bgm_M41","650002123","0","マシーナ地方 1-12","100153","10","20002101","650002112","0","12","0","90","100151","bgm_M41","0","10","bgm_M41","650002125","0"
"150","bgm_M41","0","bgm_M41","0","-100","650002132","10","0","0","101141","0","20002113","470","0","101142","100080","1","bgm_M41","1","0","20002","0","650002131","0","bgm_M41","650002133","0","マシーナ地方 1-13","101143","10","20002101","650002113","0","13","0","90","101141","bgm_M41","0","10","bgm_M41","650002126","0"
"150","bgm_M41","0","bgm_M41","0","40","650002142","10","0","0","101141","0","20002114","570","0","101142","100080","1","bgm_M41","1","0","20002","0","650002141","0","bgm_M41","650002143","0","マシーナ地方 1-14","101143","10","20002101","650002114","0","14","0","90","101141","bgm_M41","0","10","bgm_M41","650002127","0"
"150","bgm_M41","0","bgm_M41","0","-70","650002152","10","0","0","101141","0","20002115","680","0","101142","100080","1","bgm_M41","1","0","20002","0","650002151","0","bgm_M41","650002153","0","マシーナ地方 1-15","101143","10","20002101","650002115","0","15","0","90","101141","bgm_M41","0","10","bgm_M41","650002123","0"
"240","bgm_M41","0","bgm_M41","54","-10","650002162","10","0","31020","100471","0","20002201","-450","0","100472","100110","1","bgm_M41","2","0","20002","0","650002161","5","bgm_M41","650002163","0","マシーナ地方 1-1","100473","16","20002201","650002116","2","16","1","90","100471","bgm_M41","0","16","bgm_M41","650002121","0"
"240","bgm_M41","0","bgm_M41","54","-100","650002172","10","0","31004","100811","0","20002202","-250","0","100812","100070","1","bgm_M41","2","0","20002","0","650002171","5","bgm_M41","650002173","0","マシーナ地方 1-2","100813","16","20002201","650002117","2","17","1","90","100811","bgm_M41","0","16","bgm_M41","650002121","0"
"270","bgm_M41","0","bgm_M41","54","20","650002182","10","0","31020","100791","0","20002203","-50","0","100792","100120","1","bgm_M41","2","0","20002","0","650002181","5","bgm_M41","650002183","0","マシーナ地方 1-3","100793","18","20002201","650002118","2","18","1","90","100791","bgm_M41","0","18","bgm_M41","650002121","0"
"270","bgm_M41","0","bgm_M41","54","-110","650002192","10","0","31004","101151","0","20002204","110","0","101152","100080","1","bgm_M41","2","0","20002","0","650002191","5","bgm_M41","650002193","0","マシーナ地方 1-4","101153","18","20002201","650002119","2","19","1","90","101151","bgm_M41","0","18","bgm_M41","650002121","0"
"300","bgm_M41","0","bgm_M41","54","-10","650002202","10","0","31020","101151","0","20002205","290","0","101152","100080","1","bgm_M41","2","0","20002","0","650002201","5","bgm_M41","650002203","0","マシーナ地方 1-5","101153","20","20002201","650002120","2","20","1","90","101151","bgm_M41","0","20","bgm_M41","650002121","0"
"120","bgm_M41","0","bgm_M41","0","-90","650003012","8","0","0","100064","0","20003101","-820","0","100065","100010","1","bgm_M41","1","0","20003","0","650003011","0","bgm_M41","650003013","0","ランドソル郊外 1-1","100066","8","20003101","650003101","0","1","0","90","100064","bgm_M41","0","8","bgm_M41","650003124","0"
"120","bgm_M41","0","bgm_M41","0","20","650003022","8","0","0","100021","0","20003102","-700","0","100022","100020","1","bgm_M41","1","0","20003","0","650003021","0","bgm_M41","650003023","0","ランドソル郊外 1-2","100023","8","20003101","650003102","0","2","0","90","100021","bgm_M41","0","8","bgm_M41","650003125","0"
"120","bgm_M41","0","bgm_M41","0","-120","650003032","8","0","0","100067","0","20003103","-600","0","100068","100010","1","bgm_M41","1","0","20003","0","650003031","0","bgm_M41","650003033","0","ランドソル郊外 1-3","100069","8","20003101","650003103","0","3","0","90","100067","bgm_M41","0","8","bgm_M41","650003126","0"
"120","bgm_M41","0","bgm_M41","0","40","650003042","8","0","0","100125","0","20003104","-500","0","100126","100040","1","bgm_M41","1","0","20003","0","650003041","0","bgm_M41","650003043","0","ランドソル郊外 1-4","100127","8","20003101","650003104","0","4","0","90","100125","bgm_M41","0","8","bgm_M41","650003127","0"
"120","bgm_M41","0","bgm_M41","0","-70","650003052","8","0","0","100081","0","20003105","-400","0","100082","100050","1","bgm_M41","1","0","20003","0","650003051","0","bgm_M41","650003053","0","ランドソル郊外 1-5","100083","8","20003101","650003105","0","5","0","90","100081","bgm_M41","0","8","bgm_M41","650003123","0"
"135","bgm_M41","0","bgm_M41","0","-110","650003062","9","0","0","100074","0","20003106","-260","0","100075","100010","1","bgm_M41","1","0","20003","0","650003061","0","bgm_M41","650003063","0","ランドソル郊外 1-6","100076","9","20003101","650003106","0","6","0","90","100074","bgm_M41","0","9","bgm_M41","650003124","0"
"135","bgm_M41","0","bgm_M41","0","25","650003072","9","0","0","100111","0","20003107","-180","0","100112","100040","1","bgm_M41","1","0","20003","0","650003071","0","bgm_M41","650003073","0","ランドソル郊外 1-7","100113","9","20003101","650003107","0","7","0","90","100111","bgm_M41","0","9","bgm_M41","650003125","0"
"135","bgm_M41","0","bgm_M41","0","-110","650003082","9","0","0","100077","0","20003108","-75","0","100078","100010","1","bgm_M41","1","0","20003","0","650003081","0","bgm_M41","650003083","0","ランドソル郊外 1-8","100079","9","20003101","650003108","0","8","0","90","100077","bgm_M41","0","9","bgm_M41","650003126","0"
"135","bgm_M41","0","bgm_M41","0","-50","650003092","9","0","0","100051","0","20003109","50","0","100052","100080","1","bgm_M41","1","0","20003","0","650003091","0","bgm_M41","650003093","0","ランドソル郊外 1-9","100053","9","20003101","650003109","0","9","0","90","100051","bgm_M41","0","9","bgm_M41","650003127","0"
"135","bgm_M41","0","bgm_M41","0","20","650003102","9","0","0","100051","0","20003110","180","0","100052","100080","1","bgm_M41","1","0","20003","0","650003101","0","bgm_M41","650003103","0","ランドソル郊外 1-10","100053","9","20003101","650003110","0","10","0","90","100051","bgm_M41","0","9","bgm_M41","650003122","0"
"150","bgm_M41","0","bgm_M41","0","-100","650003112","10","0","0","100031","0","20003111","270","0","100032","100050","1","bgm_M41","1","0","20003","0","650003111","0","bgm_M41","650003113","0","ランドソル郊外 1-11","100033","10","20003101","650003111","0","11","0","90","100031","bgm_M41","0","10","bgm_M41","650003124","0"
"150","bgm_M41","0","bgm_M41","0","40","650003122","10","0","0","100151","0","20003112","390","0","100152","100120","1","bgm_M41","1","0","20003","0","650003121","0","bgm_M41","650003123","0","ランドソル郊外 1-12","100153","10","20003101","650003112","0","12","0","90","100151","bgm_M41","0","10","bgm_M41","650003125","0"
"150","bgm_M41","0","bgm_M41","0","-110","650003132","10","0","0","100011","0","20003113","490","0","100012","100020","1","bgm_M41","1","0","20003","0","650003131","0","bgm_M41","650003133","0","ランドソル郊外 1-13","100013","10","20003101","650003113","0","13","0","90","100011","bgm_M41","0","10","bgm_M41","650003126","0"
"150","bgm_M41","0","bgm_M41","0","40","650003142","10","0","0","100014","0","20003114","570","0","100015","100020","1","bgm_M41","1","0","20003","0","650003141","0","bgm_M41","650003143","0","ランドソル郊外 1-14","100016","10","20003101","650003114","0","14","0","90","100014","bgm_M41","0","10","bgm_M41","650003127","0"
"150","bgm_M41","0","bgm_M41","0","-80","650003152","10","0","0","100017","0","20003115","670","0","100018","100020","1","bgm_M41","1","0","20003","0","650003151","0","bgm_M41","650003153","0","ランドソル郊外 1-15","100019","10","20003101","650003115","0","15","0","90","100017","bgm_M41","0","10","bgm_M41","650003123","0"
"240","bgm_M41","0","bgm_M41","54","-10","650003162","10","0","31010","100791","0","20003201","-450","0","100792","100120","1","bgm_M41","2","0","20003","0","650003161","5","bgm_M41","650003163","0","ランドソル郊外 1-1","100793","16","20003201","650003116","2","16","1","90","100791","bgm_M41","0","16","bgm_M41","650003121","0"
"240","bgm_M41","0","bgm_M41","54","-100","650003172","10","0","31017","100771","0","20003202","-250","0","100772","100040","1","bgm_M41","2","0","20003","0","650003171","5","bgm_M41","650003173","0","ランドソル郊外 1-2","100773","16","20003201","650003117","2","17","1","90","100771","bgm_M41","0","16","bgm_M41","650003121","0"
"270","bgm_M41","0","bgm_M41","54","20","650003182","10","0","31010","100757","0","20003203","-40","0","100758","100050","1","bgm_M41","2","0","20003","0","650003181","5","bgm_M41","650003183","0","ランドソル郊外 1-3","100759","18","20003201","650003118","2","18","1","90","100757","bgm_M41","0","18","bgm_M41","650003121","0"
"270","bgm_M41","0","bgm_M41","54","-130","650003192","10","0","31017","100361","0","20003204","100","0","100362","100020","1","bgm_M41","2","0","20003","0","650003191","5","bgm_M41","650003193","0","ランドソル郊外 1-4","100363","18","20003201","650003119","2","19","1","90","100361","bgm_M41","0","18","bgm_M41","650003121","0"
"300","bgm_M41","0","bgm_M41","54","-70","650003202","10","0","31010","100364","0","20003205","290","0","100365","100020","1","bgm_M41","2","0","20003","0","650003201","5","bgm_M41","650003203","0","ランドソル郊外 1-5","100366","20","20003201","650003120","2","20","1","90","100364","bgm_M41","0","20","bgm_M41","650003121","0"
"120","bgm_M41","0","bgm_M41","0","-70","650004012","8","0","0","100201","0","20004101","-820","0","100202","100110","1","bgm_M41","1","0","20004","0","650004011","0","bgm_M41","650004013","0","タパスビーチ周辺 1-1","100203","8","20004101","650004101","0","1","0","90","100201","bgm_M41","0","8","bgm_M41","650004124","0"
"120","bgm_M41","0","bgm_M41","0","50","650004022","8","0","0","100201","0","20004102","-700","0","100202","100110","1","bgm_M41","1","0","20004","0","650004021","0","bgm_M41","650004023","0","タパスビーチ周辺 1-2","100203","8","20004101","650004102","0","2","0","90","100201","bgm_M41","0","8","bgm_M41","650004125","0"
"120","bgm_M41","0","bgm_M41","0","-120","650004032","8","0","0","100201","0","20004103","-600","0","100202","100180","1","bgm_M41","1","0","20004","0","650004031","0","bgm_M41","650004033","0","タパスビーチ周辺 1-3","100203","8","20004101","650004103","0","3","0","90","100201","bgm_M41","0","8","bgm_M41","650004126","0"
"120","bgm_M41","0","bgm_M41","0","40","650004042","8","0","0","100201","0","20004104","-500","0","100202","100110","1","bgm_M41","1","0","20004","0","650004041","0","bgm_M41","650004043","0","タパスビーチ周辺 1-4","100203","8","20004101","650004104","0","4","0","90","100201","bgm_M41","0","8","bgm_M41","650004127","0"
"120","bgm_M41","0","bgm_M41","0","-70","650004052","8","0","0","100201","0","20004105","-400","0","100202","100180","1","bgm_M41","1","0","20004","0","650004051","0","bgm_M41","650004053","0","タパスビーチ周辺 1-5","100203","8","20004101","650004105","0","5","0","90","100201","bgm_M41","0","8","bgm_M41","650004123","0"
"135","bgm_M41","0","bgm_M41","0","-110","650004062","9","0","0","100051","0","20004106","-260","0","100052","100080","1","bgm_M41","1","0","20004","0","650004061","0","bgm_M41","650004063","0","タパスビーチ周辺 1-6","100053","9","20004101","650004106","0","6","0","90","100051","bgm_M41","0","9","bgm_M41","650004124","0"
"135","bgm_M41","0","bgm_M41","0","25","650004072","9","0","0","100051","0","20004107","-170","0","100052","100080","1","bgm_M41","1","0","20004","0","650004071","0","bgm_M41","650004073","0","タパスビーチ周辺 1-7","100053","9","20004101","650004107","0","7","0","90","100051","bgm_M41","0","9","bgm_M41","650004125","0"
