303e5031f9f7d4e29fd3b54dc7e22be813cdcebb414baba31da8fc5c8fc9bc87,22bf618794113b6d6c9d3539c365627b1e294c4ae836ee8f5b11ce3b0bb87163,e0a2ca5c4f443474b74f141869dab55dcaccaa1ba10b013d4ff7c910d23339bc,050381ec2ffa0e7f7fd89361d3caa7c3006fb03b9bd98299cf5f10d08a396fb7,5232677ff340137cfda13fb0ef3b865c36b07df9220cabeadb7ac583ed1f74d2,bcabc8f905d3dd52b360ed3a1525ed255a0c6bfcc32fae14d7c9919c91c3c7cd,41e9445f08730ec2123b744db287b47ddd193b1816e658ad3efcad7021f0bd66,2b66822ba6809487dd234e52967502877b27f365bb6a75587352981e8e1d76aa,39004823bd12fb485a7847fe527a434b7337d4facebf1ab289fc9df7a950a907,048f5b9d29ef33790ca7c106d4a6788d5c1cdb41ceea2aec9ab355a5192d3307,84710eaa848c080ccdb214f5bea3c40806d402af3be933687ac2d527230a9b04,772f66a74ea15ab9b432f4ac2c4e9faa3d07faf02db7da2b662cb87acc955758,a4f3f1e74e56ffde4c8976013da4345fb173ee83f7a9bc88432e7cba1470a2bf,e06e684b6cffc05fde343fe545cf18e8030c71314d8b6c344a5771aa34e6787f,d74ba445e0d065d16435cc19a11810217128d16afe506989857932e2ad9a26bc,2010fad5abaf64353273a35c88cd9a5feea14c389ccf44b65c5bcf3d84bb6d7c,f8b2ff90cb7d4ab4913e1e967b620559b0a6d8b0f69587a7de544f3b51abcf6f,8220ac9966c6cbabaf94e3cf74ebdb84c6f36604ed33540f71917b6a6f00b116,c757de4c8bf4abcfaa4282cf632cb8a882dde17cb43025339f6347992fe66c70,bf4ce71b8ed8daf85b6b615ce2909967e213603f368057a0e32878299ea26baa,c3200ed18d01357eb56c46bf2195e23e611aa5da339927679977a3a987f6b001,40184f8a56fc62f3dcc2e551cdf743ec172bc6f3629ed66ab2b1ea91548b3b16,34d8443e5545285b3b48b6cfd31bf56391aeee4aa6dc7b52cf407dea272a9ace,70a1ab59641728a06bc88fb4f81b23814d1ac6e987d52584f1d6d940eb610b64,78ff860e31ef05e4ac00fd69fa010fdd05d6fd95b5a89a12cf32cad8f4b832ae,c2aa33d9f2e41f1df75b747187a9126051f3aab3c99359cf8dbbf1db3b316e60,5a919c29fc0b072bdd7b7b12ba8625145400e07d98c25fe81761809462f6367e,fd6b6ec56c0999c989415553f637097adfdc621ffacf28fe0876bf8411f36c84,e04aa2521d252bcd0ab1c02b1ee486493db76cd95e22966c198c7dc334fb5670
"31002008","0","94002","99002","1.2","bgm_M06","bgm_M06","0.8","0","0","100258","0","8","1","0","3100205","0","0","0","0","100258","31002","0","0","0","0","90","0","40001"
"31002009","0","94002","90002","1.2","bgm_M06","bgm_M06","0.8","0","90005","100259","0","9","1","0","3100206","0","0","0","0","100259","31002","0","0","0","99002","90","200","40004"
"31002010","0","94002","90002","1.2","bgm_M63","bgm_M63","1","0","0","100261","0","10","3","0","3100207","501010021","0","0","0","100261","31002","0","0","0","99002","90","200","40004"
"31003001","-50","94002","99002","1.2","bgm_M06","bgm_M06","0.4","0","0","100291","0","1","1","0","3100301","0","0","0","0","100291","31003","0","0","0","0","90","0","40001"
"31003002","-50","94002","99002","1.2","bgm_M06","bgm_M06","0.4","0","0","100292","0","2","1","0","3100302","0","0","0","0","100292","31003","0","0","0","0","90","0","40001"
"31003003","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.6","0","0","100293","0","3","1","0","3100302","0","0","0","0","100293","31003","0","0","0","99002","90","300","40004"
"31003004","-50","94002","99002","1.2","bgm_M06","bgm_M06","0.65","0","0","100291","0","4","1","0","3100303","0","0","0","0","100291","31003","0","0","0","0","90","0","40001"
"31003005","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.75","0","0","100292","0","5","1","0","3100303","0","0","0","0","100292","31003","0","0","0","99002","90","300","40004"
"31003006","-50","94002","99002","1.2","bgm_M06","bgm_M06","0.75","0","0","100294","0","6","1","0","3100304","0","0","0","0","100294","31003","0","0","0","0","90","0","40001"
"31003007","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.8","0","0","100295","0","7","1","0","3100304","0","0","0","0","100295","31003","0","0","0","99002","90","300","40004"
"31003008","-50","94002","99002","1.2","bgm_M06","bgm_M06","0.85","0","0","100296","0","8","1","0","3100305","0","0","0","0","100296","31003","0","0","0","0","90","0","40001"
"31003009","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.85","0","90005","100297","0","9","1","0","3100307","0","0","0","0","100297","31003","0","0","0","99002","90","300","40004"
"31003010","-50","94002","90002","1.2","bgm_M63","bgm_M63","1","0","0","100313","0","10","3","0","3100306","501010031","0","0","0","100313","31003","0","0","0","99002","90","300","40004"
"31004001","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.7","0","0","100271","0","1","1","0","3100401","0","0","0","0","100271","31004","0","0","0","99002","90","400","40004"
"31004002","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.85","0","0","100273","0","2","1","0","3100401","0","0","0","0","100273","31004","0","0","0","99002","90","400","40004"
"31004003","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.9","0","0","100274","0","3","1","0","3100401","0","0","0","0","100274","31004","0","0","0","99002","90","400","40004"
"31004004","-50","94002","90002","1.2","bgm_M06","bgm_M06","1","0","90005","100277","0","4","1","0","3100403","0","0","0","0","100277","31004","0","0","0","99002","90","400","40004"
"31004005","-50","94002","90002","1.2","bgm_M63","bgm_M63","1","0","0","100283","0","5","3","0","3100402","501010041","0","0","0","100283","31004","0","0","0","99002","90","400","40004"
"31005001","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.7","0","140001","101601","0","1","1","0","3100501","0","0","0","0","101601","31005","0","0","0","99002","90","500","40004"
"31005002","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.85","0","140001","101601","0","2","1","0","3100501","0","0","0","0","101601","31005","0","0","0","99002","90","500","40004"
"31005003","-50","94002","90002","1.2","bgm_M06","bgm_M06","0.9","0","140001","101602","0","3","1","0","3100501","0","0","0","0","101602","31005","0","0","0","99002","90","600","40004"
"31005004","-50","94002","90002","1.2","bgm_M06","bgm_M06","1","0","140001","101602","0","4","1","0","3100502","0","0","90005","0","101602","31005","0","0","0","99002","90","600","40004"
"31005005","-50","94002","90002","1.6","bgm_M63","bgm_M63","1","0","140001","101611","0","5","3","0","3100503","501010051","0","0","0","101611","31005","0","0","0","99002","90","300","40004"
"31006001","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.7","94002","140001","102171","0","1","1","0","3100601","0","0","25001","0","102171","31006","0","0","0","20000","90","600","40004"
"31006002","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.85","94002","140001","102172","0","2","1","0","3100601","0","0","25001","0","102172","31006","0","0","0","20000","90","600","40004"
"31006003","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.9","94002","140001","102173","0","3","1","0","3100601","0","0","25001","0","102173","31006","0","0","0","20000","90","800","40004"
"31006004","-50","90002","99002","1.2","bgm_M06","bgm_M06","1","90005","140001","102172","0","4","1","0","3100602","0","0","25001","0","102172","31006","0","0","0","20000","90","800","40004"
"31006005","-50","90002","99002","1.3","bgm_M63","bgm_M63","1","94002","140001","102174","0","5","3","0","3100603","501010061","0","25001","0","102174","31006","0","0","0","20000","90","400","40004"
"31007001","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.7","94002","140001","102741","0","1","1","0","3100701","0","0","25001","0","102741","31007","0","0","0","20000","90","700","40004"
"31007002","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.85","94002","140001","102742","0","2","1","0","3100701","0","0","25001","0","102742","31007","0","0","0","20000","90","700","40004"
"31007003","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.9","94002","140001","102743","0","3","1","0","3100701","0","0","25001","0","102743","31007","0","0","0","20000","90","1000","40004"
"31007004","-50","90002","99002","1.2","bgm_M06","bgm_M06","1","90005","140001","102742","0","4","1","0","3100702","0","0","25001","0","102742","31007","0","0","0","20000","90","1000","40004"
"31007005","-50","90002","99002","0.5","bgm_M63","bgm_M63","1","94002","140001","102751","0","5","3","0","3100703","501010071","5.1","25001","0","102751","31007","0","1","1","20000","90","500","40004"
"31008001","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.7","94002","140001","103002","0","1","1","0","3100801","0","0","25001","0","103002","31008","0","0","0","20000","90","800","40004"
"31008002","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.85","94002","140001","103002","0","2","1","0","3100801","0","0","25001","0","103002","31008","0","0","0","20000","90","800","40004"
"31008003","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.9","94002","140001","103002","0","3","1","0","3100801","0","0","25001","0","103002","31008","0","0","0","20000","90","1200","40004"
"31008004","-50","90002","99002","1.2","bgm_M06","bgm_M06","1","90005","140001","103002","0","4","1","0","3100802","0","0","25001","0","103002","31008","0","0","0","20000","90","1200","40004"
"31008005","-50","90002","99002","1.3","bgm_M63","bgm_M63","1","94002","140001","103001","0","5","4","0","3100803","0","2.9","25001","0","103001","31008","0","1","1","20000","90","600","40004"
"31009001","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.7","94002","140001","103222","0","1","1","0","3100901","0","0","25001","0","103222","31009","0","0","0","20000","90","900","40004"
"31009002","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.85","94002","140001","103221","0","2","1","0","3100901","0","0","25001","0","103221","31009","0","0","0","20000","90","900","40004"
"31009003","-50","90002","99002","1.2","bgm_M06","bgm_M06","0.9","94002","140001","103213","0","3","1","0","3100901","0","0","25001","0","103213","31009","0","0","0","20000","90","1400","40004"
"31009004","-50","90002","99002","1.2","bgm_M06","bgm_M06","1","90005","140001","103211","0","4","1","0","3100902","0","0","25001","0","103211","31009","0","0","0","20000","90","1400","40004"
"31009005","-50","90002","99002","1.3","bgm_M63","bgm_M63","1","94002","140001","103232","0","5","6","0","3100903","0","2.9","25001","0","103232","31009","1","1","0","20000","90","700","40004"
"31010001","-50","90002","99002","1.1","bgm_M06","bgm_M06","1","94002","140001","103371","0","1","3","0","3101001","501010105","0","25001","0","103371","31010","1","1","0","20000","90","1400","40004"
"31010002","-50","90002","99002","1.2","bgm_M06","bgm_M06","1","94002","140001","103372","0","2","3","0","3101001","501010106","0","25001","0","103372","31010","1","1","0","20000","90","1400","40004"
"31010003","-50","90002","99002","1.6","bgm_M06","bgm_M06","1","94002","140001","103373","0","3","3","0","3101001","501010107","0","25001","0","103373","31010","1","1","0","20000","90","1400","40004"
"31010004","-50","90002","99002","1.1","bgm_M06","bgm_M06","1","90005","140001","103374","0","4","3","0","3101002","501010108","0","25001","0","103374","31010","1","1","0","20000","90","1400","40004"
"31010005","-50","90002","99002","1.3","bgm_M63","bgm_M63","1","94002","140001","103371","0","5","6","0","3101003","0","0","25001","0","103371","31010","1","1","0","20000","90","800","40004"
