2f8f70575475a1a07c52377fb3d63ae59277a3da683d87e755c805918877ff03,b8bd2fbfc7aa2a75ea7e270ba747a088ec1d65c3838f90775270a1dfa2bc8ebd,d175b412b30a33bd169713456781c39d471d84121ede5abbb1dae3d1aacd6371,1c98227bdb569d94f59ea3a33d16d337a05263ac1ae3d255d6a6ec1535381ed3,f2540c17b9cdd59aa055061ce43e8f28353f0fa613e829eb3f5cee36d82c82a1,053428a2a9f0ecc687cd96d0a1871f6103ee50b33157fd8ad99461962dca3862,c171f1ac41cb6858989c569f4628403288397b579b38c3357b0557bf663466c4,dfcbb074f49fda3f564244bd9f8c63fdc796701fd67e882adcd8639b4a257955
"61","3","58","0","2019/12/11 11:59:59","1005","111501","2019/11/30 12:00:00"
"62","3","59","0","2019/12/20 14:59:59","0","108401","2019/12/11 12:00:00"
"63","3","59","0","2019/12/20 14:59:59","0","108601","2019/12/11 12:00:00"
"64","3","60","0","2019/12/31 11:59:59","1006","111701","2019/12/20 15:00:00"
"65","3","61","0","2020/01/03 18:59:59","1007","112001","2019/12/31 12:00:00"
"66","3","61","0","2020/01/03 18:59:59","0","106101","2019/12/31 12:00:00"
"67","3","61","0","2020/01/03 18:59:59","0","107101","2019/12/31 12:00:00"
"68","3","61","0","2020/01/03 18:59:59","0","107001","2019/12/31 12:00:00"
"69","3","62","0","2020/01/10 11:59:59","1007","112001","2020/01/03 19:00:00"
"70","3","63","0","2020/01/16 14:59:59","0","108801","2020/01/10 12:00:00"
"71","3","63","0","2020/01/16 14:59:59","0","108701","2020/01/10 12:00:00"
"72","3","64","0","2020/01/31 11:59:59","1008","111901","2020/01/16 15:00:00"
"73","3","65","0","2020/02/10 11:59:59","1009","112201","2020/01/31 12:00:00"
"74","3","66","0","2020/02/15 14:59:59","0","109101","2020/02/10 12:00:00"
"75","3","67","0","2020/02/25 11:59:59","1010","180401","2020/02/15 15:00:00"
"76","3","67","0","2020/02/25 11:59:59","0","107001","2020/02/15 15:00:00"
"77","3","67","0","2020/02/25 11:59:59","0","106101","2020/02/15 15:00:00"
"78","3","67","0","2020/02/25 11:59:59","0","107101","2020/02/15 15:00:00"
"79","3","68","0","2020/02/29 11:59:59","0","110001","2020/02/25 12:00:00"
"80","3","68","0","2020/02/29 11:59:59","0","110301","2020/02/25 12:00:00"
"81","3","69","0","2020/03/13 14:59:59","1011","112401","2020/02/29 12:00:00"
"82","3","70","0","2020/03/26 11:59:59","1012","112501","2020/03/13 15:00:00"
"83","3","71","0","2020/03/31 11:59:59","0","110401","2020/03/26 12:00:00"
"84","3","71","0","2020/03/31 11:59:59","0","110601","2020/03/26 12:00:00"
"85","3","72","0","2020/04/10 11:59:59","1013","111001","2020/03/31 12:00:00"
"86","3","73","0","2020/04/15 14:59:59","0","109201","2020/04/10 12:00:00"
"87","3","73","0","2020/04/15 14:59:59","0","109401","2020/04/10 12:00:00"
"88","3","74","0","2020/04/24 11:59:59","1014","110901","2020/04/15 15:00:00"
"89","3","75","0","2020/04/30 11:59:59","0","111101","2020/04/24 12:00:00"
"90","3","76","0","2020/05/10 11:59:59","1015","112701","2020/04/30 12:00:00"
"91","3","77","0","2020/05/15 14:59:59","0","109501","2020/05/10 12:00:00"
"92","3","77","0","2020/05/15 14:59:59","0","109601","2020/05/10 12:00:00"
"93","3","78","0","2020/05/31 11:59:59","1016","112801","2020/05/15 15:00:00"
"94","3","79","0","2020/06/03 18:59:59","1017","180501","2020/05/31 12:00:00"
"95","3","79","0","2020/06/03 18:59:59","0","180401","2020/05/31 12:00:00"
"96","3","79","0","2020/06/03 18:59:59","0","107001","2020/05/31 12:00:00"
"97","3","79","0","2020/06/03 18:59:59","0","106101","2020/05/31 12:00:00"
"98","3","79","0","2020/06/03 18:59:59","0","107101","2020/05/31 12:00:00"
"99","3","80","0","2020/06/10 11:59:59","1018","112901","2020/06/03 19:00:00"
"100","3","81","0","2020/06/17 14:59:59","0","110001","2020/06/10 12:00:00"
"101","3","81","0","2020/06/17 14:59:59","0","110301","2020/06/10 12:00:00"
"102","3","82","0","2020/06/24 11:59:59","1019","106601","2020/06/17 15:00:00"
"103","3","83","0","2020/06/30 11:59:59","0","111501","2020/06/24 12:00:00"
"104","3","84","0","2020/07/03 18:59:59","1020","180201","2020/06/30 12:00:00"
"105","3","84","0","2020/07/03 18:59:59","0","180501","2020/06/30 12:00:00"
"106","3","84","0","2020/07/03 18:59:59","0","180401","2020/06/30 12:00:00"
"107","3","84","0","2020/07/03 18:59:59","0","107001","2020/06/30 12:00:00"
"108","3","84","0","2020/07/03 18:59:59","0","106101","2020/06/30 12:00:00"
"109","3","84","0","2020/07/03 18:59:59","0","107101","2020/06/30 12:00:00"
"110","3","85","0","2020/07/10 11:59:59","1021","113101","2020/07/03 19:00:00"
"111","3","86","0","2020/07/15 14:59:59","0","110401","2020/07/10 12:00:00"
"112","3","86","0","2020/07/15 14:59:59","0","110601","2020/07/10 12:00:00"
"113","3","87","0","2020/07/22 11:59:59","1022","113301","2020/07/15 15:00:00"
"114","3","88","0","2020/07/27 11:59:59","0","112001","2020/07/22 12:00:00"
"115","3","88","0","2020/07/27 11:59:59","0","111901","2020/07/22 12:00:00"
"116","3","89","0","2020/07/31 11:59:59","0","107501","2020/07/27 12:00:00"
"117","3","89","0","2020/07/31 11:59:59","0","107801","2020/07/27 12:00:00"
"118","3","90","0","2020/08/10 11:59:59","1023","113401","2020/07/31 12:00:00"
"119","3","91","0","2020/08/15 14:59:59","0","110701","2020/08/10 12:00:00"
"120","3","91","0","2020/08/15 14:59:59","0","110801","2020/08/10 12:00:00"
"121","3","92","0","2020/08/26 11:59:59","1024","113601","2020/08/15 15:00:00"
"122","3","93","0","2020/08/31 11:59:59","0","107701","2020/08/26 12:00:00"
"123","3","93","0","2020/08/31 11:59:59","0","107901","2020/08/26 12:00:00"
"124","3","94","0","2020/09/03 18:59:59","1025","106801","2020/08/31 12:00:00"
"125","3","94","0","2020/09/03 18:59:59","0","180201","2020/08/31 12:00:00"
"126","3","94","0","2020/09/03 18:59:59","0","180501","2020/08/31 12:00:00"
"127","3","94","0","2020/09/03 18:59:59","0","180401","2020/08/31 12:00:00"
"128","3","94","0","2020/09/03 18:59:59","0","107001","2020/08/31 12:00:00"
"129","3","94","0","2020/09/03 18:59:59","0","106101","2020/08/31 12:00:00"
"130","3","94","0","2020/09/03 18:59:59","0","107101","2020/08/31 12:00:00"
"131","3","95","0","2020/09/14 11:59:59","1026","113701","2020/09/03 19:00:00"
"132","3","96","0","2020/09/19 14:59:59","0","111101","2020/09/14 12:00:00"
"133","3","96","0","2020/09/19 14:59:59","0","111301","2020/09/14 12:00:00"
"134","3","97","0","2020/09/30 11:59:59","1027","113801","2020/09/19 15:00:00"
"135","3","98","0","2020/10/10 11:59:59","1028","113901","2020/09/30 12:00:00"
"136","3","99","0","2020/10/15 14:59:59","0","111401","2020/10/10 12:00:00"
"137","3","99","0","2020/10/15 14:59:59","0","106501","2020/10/10 12:00:00"
"138","3","100","0","2020/10/26 14:59:59","1029","114001","2020/10/15 15:00:00"
"139","3","101","0","2020/10/31 11:59:59","0","108101","2020/10/26 15:00:00"
"140","3","101","0","2020/10/31 11:59:59","0","108301","2020/10/26 15:00:00"
"141","3","102","0","2020/11/10 11:59:59","1030","114201","2020/10/31 12:00:00"
"142","3","103","0","2020/11/21 14:59:59","0","109701","2020/11/10 12:00:00"
"143","3","103","0","2020/11/21 14:59:59","0","109901","2020/11/10 12:00:00"
"144","3","104","0","2020/11/30 11:59:59","1031","114301","2020/11/16 15:00:00"
"145","3","105","0","2020/12/10 11:59:59","1032","114401","2020/11/30 12:00:00"
"146","3","106","0","2020/12/21 14:59:59","0","111501","2020/12/10 12:00:00"
"147","3","106","0","2020/12/21 14:59:59","0","111701","2020/12/10 12:00:00"
"148","3","106","0","2020/12/21 14:59:59","0","108401","2020/12/10 12:00:00"
"149","3","106","0","2020/12/21 14:59:59","0","108601","2020/12/10 12:00:00"
"150","3","107","0","2020/12/31 11:59:59","1033","114501","2020/12/21 15:00:00"
"151","3","108","0","2021/01/03 18:59:59","1034","180101","2020/12/31 12:00:00"
"152","3","108","0","2021/01/03 18:59:59","0","106801","2020/12/31 12:00:00"
"153","3","108","0","2021/01/03 18:59:59","0","180201","2020/12/31 12:00:00"
"154","3","108","0","2021/01/03 18:59:59","0","180501","2020/12/31 12:00:00"
"155","3","108","0","2021/01/03 18:59:59","0","180401","2020/12/31 12:00:00"
"156","3","108","0","2021/01/03 18:59:59","0","107001","2020/12/31 12:00:00"
"157","3","108","0","2021/01/03 18:59:59","0","106101","2020/12/31 12:00:00"
"158","3","108","0","2021/01/03 18:59:59","0","107101","2020/12/31 12:00:00"
"159","3","109","0","2021/01/12 11:59:59","1035","111801","2021/01/03 19:00:00"
"160","3","110","0","2021/01/17 11:59:59","0","112001","2021/01/12 12:00:00"
"161","3","110","0","2021/01/17 11:59:59","0","111901","2021/01/12 12:00:00"
"162","3","111","0","2021/01/22 14:59:59","0","108801","2021/01/17 12:00:00"
"163","3","111","0","2021/01/22 14:59:59","0","108701","2021/01/17 12:00:00"
"164","3","112","0","2021/01/31 11:59:59","1036","115001","2021/01/22 15:00:00"
"165","3","113","0","2021/02/10 11:59:59","1037","115501","2021/01/31 12:00:00"
"166","3","114","0","2021/02/15 22:59:59","0","112201","2021/02/10 12:00:00"
"167","3","114","0","2021/02/15 22:59:59","0","109101","2021/02/10 12:00:00"
"168","3","115","0","2021/02/23 14:59:59","1038","106401","2021/02/15 23:00:00"
"169","3","117","0","2021/02/28 11:59:59","0","113101","2021/02/23 15:00:00"
"170","3","118","0","2021/02/28 11:59:59","1039","115701","2021/02/23 15:00:00"
"171","3","119","0","2021/03/03 18:59:59","1040","180601","2021/02/28 12:00:00"
"172","3","119","0","2021/03/03 18:59:59","0","180101","2021/02/28 12:00:00"
"173","3","119","0","2021/03/03 18:59:59","0","106801","2021/02/28 12:00:00"
"174","3","119","0","2021/03/03 18:59:59","0","180201","2021/02/28 12:00:00"
"175","3","119","0","2021/03/03 18:59:59","0","180501","2021/02/28 12:00:00"
"176","3","119","0","2021/03/03 18:59:59","0","180401","2021/02/28 12:00:00"
"177","3","119","0","2021/03/03 18:59:59","0","107001","2021/02/28 12:00:00"
"178","3","119","0","2021/03/03 18:59:59","0","106101","2021/02/28 12:00:00"
"179","3","119","0","2021/03/03 18:59:59","0","107101","2021/02/28 12:00:00"
"180","3","120","0","2021/03/12 11:59:59","1041","115901","2021/03/03 19:00:00"
"181","3","121","0","2021/03/24 11:59:59","0","112401","2021/03/08 12:00:00"
"182","3","121","0","2021/03/24 11:59:59","0","112501","2021/03/08 12:00:00"
"183","3","122","0","2021/03/22 14:59:59","0","113401","2021/03/12 12:00:00"
"184","3","123","0","2021/03/31 11:59:59","1042","116001","2021/03/22 15:00:00"
"185","3","125","0","2021/04/08 11:59:59","1043","116301","2021/03/31 12:00:00"
"186","3","126","0","2021/04/15 14:59:59","0","111001","2021/04/08 12:00:00"
"187","3","126","0","2021/04/15 14:59:59","0","110901","2021/04/08 12:00:00"
"188","3","127","0","2021/04/22 11:59:59","1044","116201","2021/04/15 15:00:00"
"189","3","128","0","2021/04/28 11:59:59","0","113901","2021/04/22 12:00:00"
"190","3","129","0","2021/04/30 11:59:59","1045","107101","2021/04/28 12:00:00"
"191","3","129","0","2021/04/30 11:59:59","0","180601","2021/04/28 12:00:00"
"192","3","129","0","2021/04/30 11:59:59","0","180101","2021/04/28 12:00:00"
"193","3","129","0","2021/04/30 11:59:59","0","106801","2021/04/28 12:00:00"
"194","3","129","0","2021/04/30 11:59:59","0","180201","2021/04/28 12:00:00"
"195","3","129","0","2021/04/30 11:59:59","0","180501","2021/04/28 12:00:00"
"196","3","129","0","2021/04/30 11:59:59","0","180401","2021/04/28 12:00:00"
"197","3","129","0","2021/04/30 11:59:59","0","107001","2021/04/28 12:00:00"
"198","3","129","0","2021/04/30 11:59:59","0","106101","2021/04/28 12:00:00"
"199","3","130","0","2021/05/11 11:59:59","1046","116501","2021/04/30 12:00:00"
"200","3","131","0","2021/05/21 14:59:59","0","112701","2021/05/11 12:00:00"
"201","3","131","0","2021/05/21 14:59:59","0","112801","2021/05/11 12:00:00"
"202","3","133","0","2021/05/31 11:59:59","1047","116601","2021/05/21 15:00:00"
"203","3","134","0","2021/06/09 11:59:59","1048","116701","2021/05/31 12:00:00"
"204","3","135","0","2021/06/16 14:59:59","0","112901","2021/06/09 12:00:00"
"205","3","135","0","2021/06/16 14:59:59","0","106601","2021/06/09 12:00:00"
"206","3","136","0","2021/06/20 14:59:59","0","110301","2021/06/16 15:00:00"
"207","3","136","0","2021/06/20 14:59:59","0","110001","2021/06/16 15:00:00"
"208","3","137","0","2021/06/24 14:59:59","1049","116901","2021/06/16 15:00:00"
"209","3","138","0","2021/06/24 14:59:59","0","107801","2021/06/20 15:00:00"
"210","3","138","0","2021/06/24 14:59:59","0","107501","2021/06/20 15:00:00"
"211","3","139","0","2021/06/30 11:59:59","0","114401","2021/06/24 15:00:00"
"212","3","140","0","2021/07/03 18:59:59","1050","180301","2021/06/30 12:00:00"
"213","3","140","0","2021/07/03 18:59:59","0","180601","2021/06/30 12:00:00"
"214","3","140","0","2021/07/03 18:59:59","0","180101","2021/06/30 12:00:00"
"215","3","140","0","2021/07/03 18:59:59","0","106801","2021/06/30 12:00:00"
"216","3","140","0","2021/07/03 18:59:59","0","180201","2021/06/30 12:00:00"
"217","3","140","0","2021/07/03 18:59:59","0","180501","2021/06/30 12:00:00"
"218","3","140","0","2021/07/03 18:59:59","0","180401","2021/06/30 12:00:00"
"219","3","140","0","2021/07/03 18:59:59","0","107001","2021/06/30 12:00:00"
"220","3","140","0","2021/07/03 18:59:59","0","106101","2021/06/30 12:00:00"
"221","3","140","0","2021/07/03 18:59:59","0","107101","2021/06/30 12:00:00"
"222","3","141","0","2021/07/12 11:59:59","1051","117001","2021/07/03 19:00:00"
"223","3","142","0","2021/07/15 14:59:59","0","113101","2021/07/08 12:00:00"
"224","3","143","0","2021/07/19 14:59:59","0","107701","2021/07/15 12:00:00"
"225","3","143","0","2021/07/19 14:59:59","0","107901","2021/07/15 12:00:00"
"226","3","144","0","2021/07/24 14:59:59","1052","117101","2021/07/15 15:00:00"
"227","3","145","0","2021/07/24 14:59:59","0","110401","2021/07/19 15:00:00"
"228","3","146","0","2021/07/31 11:59:59","0","111801","2021/07/24 15:00:00"
"229","3","146","0","2021/07/31 11:59:59","0","115001","2021/07/24 15:00:00"
"230","3","147","0","2021/08/09 11:59:59","1053","117201","2021/07/31 12:00:00"
"231","3","148","0","2021/08/15 14:59:59","0","113401","2021/08/09 12:00:00"
"232","3","149","0","2021/08/23 11:59:59","1054","117301","2021/08/15 15:00:00"
"233","3","150","0","2021/08/31 11:59:59","0","115501","2021/08/23 12:00:00"
"234","3","151","0","2021/09/03 18:59:59","1055","180701","2021/08/31 12:00:00"
"235","3","151","0","2021/09/03 18:59:59","0","180301","2021/08/31 12:00:00"
"236","3","151","0","2021/09/03 18:59:59","0","180601","2021/08/31 12:00:00"
"237","3","151","0","2021/09/03 18:59:59","0","180101","2021/08/31 12:00:00"
"238","3","151","0","2021/09/03 18:59:59","0","106801","2021/08/31 12:00:00"
"239","3","151","0","2021/09/03 18:59:59","0","180201","2021/08/31 12:00:00"
"240","3","151","0","2021/09/03 18:59:59","0","180501","2021/08/31 12:00:00"
"241","3","151","0","2021/09/03 18:59:59","0","180401","2021/08/31 12:00:00"
"242","3","151","0","2021/09/03 18:59:59","0","107001","2021/08/31 12:00:00"
"243","3","151","0","2021/09/03 18:59:59","0","106101","2021/08/31 12:00:00"
"244","3","151","0","2021/09/03 18:59:59","0","107101","2021/08/31 12:00:00"
"245","3","152","0","2021/09/08 11:59:59","1056","117501","2021/09/03 19:00:00"
"246","3","153","0","2021/09/13 11:59:59","0","113701","2021/09/08 12:00:00"
"247","3","153","0","2021/09/13 11:59:59","0","113801","2021/09/08 12:00:00"
"248","3","154","0","2021/09/18 11:59:59","1057","117601","2021/09/13 12:00:00"
"249","3","155","0","2021/09/24 11:59:59","1058","118001","2021/09/18 12:00:00"
"250","3","156","0","2021/09/30 11:59:59","0","108101","2021/09/24 12:00:00"
"251","3","156","0","2021/09/30 11:59:59","0","108301","2021/09/24 12:00:00"
"252","3","157","0","2021/09/30 11:59:59","0","110601","2021/09/24 12:00:00"
"253","3","158","0","2021/10/08 11:59:59","1059","117701","2021/09/30 12:00:00"
"254","3","159","0","2021/10/15 14:59:59","0","113901","2021/10/08 12:00:00"
"255","3","160","0","2021/10/22 11:59:59","1060","117901","2021/10/15 15:00:00"
"256","3","161","0","2021/10/31 11:59:59","0","111101","2021/10/22 12:00:00"
"257","3","162","0","2021/11/03 18:59:59","1061","106701","2021/10/31 12:00:00"
"258","3","162","0","2021/11/03 18:59:59","0","180701","2021/10/31 12:00:00"
"259","3","162","0","2021/11/03 18:59:59","0","180301","2021/10/31 12:00:00"
"260","3","162","0","2021/11/03 18:59:59","0","180601","2021/10/31 12:00:00"
"261","3","162","0","2021/11/03 18:59:59","0","180101","2021/10/31 12:00:00"
"262","3","162","0","2021/11/03 18:59:59","0","106801","2021/10/31 12:00:00"
"263","3","162","0","2021/11/03 18:59:59","0","180201","2021/10/31 12:00:00"
"264","3","162","0","2021/11/03 18:59:59","0","180501","2021/10/31 12:00:00"
"265","3","162","0","2021/11/03 18:59:59","0","180401","2021/10/31 12:00:00"
"266","3","162","0","2021/11/03 18:59:59","0","107001","2021/10/31 12:00:00"
"267","3","162","0","2021/11/03 18:59:59","0","106101","2021/10/31 12:00:00"
"268","3","162","0","2021/11/03 18:59:59","0","107101","2021/10/31 12:00:00"
"269","3","163","0","2021/11/11 11:59:59","1062","119001","2021/11/03 19:00:00"
"270","3","164","0","2021/11/16 11:59:59","0","114201","2021/11/11 12:00:00"
"271","3","164","0","2021/11/16 11:59:59","0","114301","2021/11/11 12:00:00"
"272","3","166","0","2021/11/24 11:59:59","1063","119101","2021/11/16 12:00:00"
"273","3","167","0","2021/11/30 11:59:59","0","108401","2021/11/24 12:00:00"
"274","3","167","0","2021/11/30 11:59:59","0","108601","2021/11/24 12:00:00"
"275","3","168","0","2021/12/08 11:59:59","1064","119901","2021/11/30 12:00:00"
"276","3","169","0","2021/12/15 14:59:59","0","114401","2021/12/08 12:00:00"
"277","3","170","0","2021/12/22 11:59:59","0","111501","2021/12/15 15:00:00"
"278","3","171","0","2021/12/31 11:59:59","1065","119301","2021/12/22 12:00:00"
"279","3","172","0","2022/01/03 18:59:59","1066","180801","2021/12/31 12:00:00"
"280","3","172","0","2022/01/03 18:59:59","0","106701","2021/12/31 12:00:00"
"281","3","172","0","2022/01/03 18:59:59","0","180701","2021/12/31 12:00:00"
"282","3","172","0","2022/01/03 18:59:59","0","180301","2021/12/31 12:00:00"
"283","3","172","0","2022/01/03 18:59:59","0","180601","2021/12/31 12:00:00"
"284","3","172","0","2022/01/03 18:59:59","0","180101","2021/12/31 12:00:00"
"285","3","172","0","2022/01/03 18:59:59","0","106801","2021/12/31 12:00:00"
"286","3","172","0","2022/01/03 18:59:59","0","180201","2021/12/31 12:00:00"
"287","3","172","0","2022/01/03 18:59:59","0","180501","2021/12/31 12:00:00"
"288","3","172","0","2022/01/03 18:59:59","0","180401","2021/12/31 12:00:00"
"289","3","172","0","2022/01/03 18:59:59","0","107001","2021/12/31 12:00:00"
"290","3","172","0","2022/01/03 18:59:59","0","106101","2021/12/31 12:00:00"
"291","3","172","0","2022/01/03 18:59:59","0","107101","2021/12/31 12:00:00"
"292","3","173","0","2022/01/11 11:59:59","1067","120701","2022/01/03 19:00:00"
"293","3","174","0","2022/01/15 14:59:59","0","111801","2022/01/11 12:00:00"
"294","3","174","0","2022/01/15 14:59:59","0","115001","2022/01/11 12:00:00"
"295","3","175","0","2022/01/24 11:59:59","1068","120901","2022/01/15 15:00:00"
"296","3","176","0","2022/01/27 11:59:59","0","108801","2022/01/24 12:00:00"
"297","3","176","0","2022/01/27 11:59:59","0","108701","2022/01/24 12:00:00"
"298","3","177","0","2022/01/31 11:59:59","0","112001","2022/01/27 12:00:00"
"299","3","177","0","2022/01/31 11:59:59","0","111901","2022/01/27 12:00:00"
"300","3","178","0","2022/02/08 11:59:59","1069","121001","2022/01/31 12:00:00"
"301","3","179","0","2022/02/15 14:59:59","1070","116401","2022/02/08 12:00:00"
"302","3","180","0","2022/02/24 11:59:59","0","115501","2022/02/15 15:00:00"
"303","3","181","0","2022/02/24 11:59:59","1071","121101","2022/02/15 15:00:00"
"304","3","182","0","2022/02/28 11:59:59","0","117001","2022/02/24 12:00:00"
"305","3","183","0","2022/03/03 18:59:59","1072","118101","2022/02/28 12:00:00"
"306","3","183","0","2022/03/03 18:59:59","0","180801","2022/02/28 12:00:00"
"307","3","183","0","2022/03/03 18:59:59","0","106701","2022/02/28 12:00:00"
"308","3","183","0","2022/03/03 18:59:59","0","180701","2022/02/28 12:00:00"
"309","3","183","0","2022/03/03 18:59:59","0","180301","2022/02/28 12:00:00"
"310","3","183","0","2022/03/03 18:59:59","0","180601","2022/02/28 12:00:00"
"311","3","183","0","2022/03/03 18:59:59","0","180101","2022/02/28 12:00:00"
"312","3","183","0","2022/03/03 18:59:59","0","106801","2022/02/28 12:00:00"
"313","3","183","0","2022/03/03 18:59:59","0","180201","2022/02/28 12:00:00"
"314","3","183","0","2022/03/03 18:59:59","0","180501","2022/02/28 12:00:00"
"315","3","183","0","2022/03/03 18:59:59","0","180401","2022/02/28 12:00:00"
"316","3","183","0","2022/03/03 18:59:59","0","107001","2022/02/28 12:00:00"
"317","3","183","0","2022/03/03 18:59:59","0","106101","2022/02/28 12:00:00"
"318","3","183","0","2022/03/03 18:59:59","0","107101","2022/02/28 12:00:00"
"319","3","184","0","2022/03/11 11:59:59","1073","121301","2022/03/03 19:00:00"
"320","3","185","0","2022/03/11 11:59:59","0","107801","2022/03/08 12:00:00"
"321","3","185","0","2022/03/11 11:59:59","0","107501","2022/03/08 12:00:00"
"322","3","186","0","2022/03/15 14:59:59","0","115901","2022/03/11 12:00:00"
"323","3","186","0","2022/03/15 14:59:59","0","116001","2022/03/11 12:00:00"
