af84a1dfba259074f1aedbe4992fb03a014140e06aed43e24d288efaa5e138ee,7afde602585a24a674a174e2c56fb230da9702806f724add4b27909b6427319a,e0466781ce3acc85298a5f24972e0b59c764cba923ae68fd1745757095d92784,1998f91d898d7c33d28de026a1be4ec46728e8fc5fc1f38f10df304474fd8f76,87bf428d2a9771c5d7a877b575cba0421f76de75e3cae0d165695d0ca6360297,7baa3d889517e9a37ccbb1685717ce0bc452c23b7b4dbb4fbb1812752fdde5f2,a97432a9b688535fc5dd417babe0d16fb69856dde16af1f3ad320cdcbf96c89d,968f2dfeca33aab55fe1e58cd5efc5a616b2ee0281d3872e275b5280f9ce963f,037c81da8a2cd6dd89a75a9452c23bc63883a19917c4c3bad608d57e3fb84eb8,b9c4a616929dd4d68bf2697b2ab8992073d431b17760282d74edb037aa3bcf95,cc5195cac7ce5ceae65ef6dc98959508d52d50495db11bd2dbea95615776cc58,782e66355f5a59abd5431a1079eb1121800186c6203a8c0c060ef5ab5e199743,7c7e1b294333ebce1f4edb4e45a3654ea650fbe9a45bf70e55c6db78f0d5cdb4,cafc875688c9694d9326f2c98e088a9aa846aff99d41b491f635bf886a04f0a5,5b2601a9ed762c1e94ebb76520a54d5fac925ce73f7fd16de4eb6f122d57e665,f9882f9329ed1859f05a73a5105b922d36c329266009ca75fc9428b319543dc2,e33784a2fc21c4321b737efa8f9a877a12c5e207720ec3229f0e9cbaa2f0e1fa,623bdbf232fa1dfd41e589e55a7ed8ff9bae1c4ced4470e5f284d8fd4b3c4fa4,9f7ce7545671b35f8f660b9921aba876bb8985f369560420b2d06fa6d09e7003,0a376a0743e5693bc7d8297fb1933c93edc01e0f40895c578dcd4555481cfdee,b2ce02704bb342c78ab35095969907e351f99307cf6685a99e21531dc1f34a8c,a7a40056913b12e4a1d2e45cf4001e65d0afcf54e842f8697610b712c74a6433,30c3a0114521ea98d722c6ae65e614484be723dc442349132252b50159e9f148,24debdf20e4de2e1eaf02c5acb3b7656ffaf48708b700a93d11d15c6295b6866,e7f915978d5eeca00adecc93a46fb8382592128ef1147dbbf5a11a5ffe8aa3ba,0cfbfd6d8f463aed19533256f8c497a1581909500e314fe687978e4d00e62ac3,4a2757d89a422c8f1387cf441e42b467bd77f89a96a237093c3cbe6391992798,887456176f41abc8da6175aea65f40b2360d92b8aaa912485c3ca86a96b830e1,f55b9ab8cca5b5828d5c1bb1beb9435fd2f45a41f9a8d8648c524ed253f0e5c2
"140001","31006","3","25001","0","90","102174","1.3","94002","1","400","0","99002","5","0","31006005","bgm_M63","0","20000","bgm_M63","-50","0","40004","90002","3100603","0","501010061","0","102174"
"140001","31007","1","25001","0","90","102741","1.2","94002","0.7","700","0","99002","1","0","31007001","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100701","0","0","0","102741"
"140001","31007","1","25001","0","90","102742","1.2","94002","0.85","700","0","99002","2","0","31007002","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100701","0","0","0","102742"
"140001","31007","1","25001","0","90","102743","1.2","94002","0.9","1000","0","99002","3","0","31007003","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100701","0","0","0","102743"
"140001","31007","1","25001","0","90","102742","1.2","90005","1","1000","0","99002","4","0","31007004","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100702","0","0","0","102742"
"140001","31007","3","25001","1","90","102751","0.5","94002","1","500","0","99002","5","0","31007005","bgm_M63","0","20000","bgm_M63","-50","1","40004","90002","3100703","5.1","501010071","0","102751"
"140001","31008","1","25001","0","90","103002","1.2","94002","0.7","800","0","99002","1","0","31008001","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100801","0","0","0","103002"
"140001","31008","1","25001","0","90","103002","1.2","94002","0.85","800","0","99002","2","0","31008002","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100801","0","0","0","103002"
"140001","31008","1","25001","0","90","103002","1.2","94002","0.9","1200","0","99002","3","0","31008003","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100801","0","0","0","103002"
"140001","31008","1","25001","0","90","103002","1.2","90005","1","1200","0","99002","4","0","31008004","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100802","0","0","0","103002"
"140001","31008","4","25001","1","90","103001","1.3","94002","1","600","0","99002","5","0","31008005","bgm_M63","0","20000","bgm_M63","-50","1","40004","90002","3100803","2.9","0","0","103001"
"140001","31009","1","25001","0","90","103222","1.2","94002","0.7","900","0","99002","1","0","31009001","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100901","0","0","0","103222"
"140001","31009","1","25001","0","90","103221","1.2","94002","0.85","900","0","99002","2","0","31009002","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100901","0","0","0","103221"
"140001","31009","1","25001","0","90","103213","1.2","94002","0.9","1400","0","99002","3","0","31009003","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100901","0","0","0","103213"
"140001","31009","1","25001","0","90","103211","1.2","90005","1","1400","0","99002","4","0","31009004","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100902","0","0","0","103211"
"140001","31009","6","25001","1","90","103232","1.3","94002","1","700","0","99002","5","1","31009005","bgm_M63","0","20000","bgm_M63","-50","0","40004","90002","3100903","2.9","0","0","103232"
"140001","31010","3","25001","1","90","103371","1.1","94002","1","1400","0","99002","1","1","31010001","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3101001","0","501010105","0","103371"
"140001","31010","3","25001","1","90","103372","1.2","94002","1","1400","0","99002","2","1","31010002","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3101001","0","501010106","0","103372"
"140001","31010","3","25001","1","90","103373","1.6","94002","1","1400","0","99002","3","1","31010003","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3101001","0","501010107","0","103373"
"140001","31010","3","25001","1","90","103374","1.1","90005","1","1400","0","99002","4","1","31010004","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3101002","0","501010108","0","103374"
"140001","31010","6","25001","1","90","103371","1.3","94002","1","800","0","99002","5","1","31010005","bgm_M63","0","20000","bgm_M63","-50","0","40004","90002","3101003","0","0","0","103371"
