0786ce1cf87c6de0e016278c45d6e3d343dc2b792f9a3b8e398b62d7445f7051,3ad48675d300e99549375f232a962eee2929f7a38dea5c29e69e18fda718c6ed,0b43e5e1df229b062902a5d3b2460f942e64b8d1bb5a13ba5f14024c2112661a,d43015c06e996e97e926eb64bf5d65bff10767b42344cdf0ba6e9a88fd85f083,582d5dafe2e064c896250f1b84aeaac2fa2da40fb86c1da263bfc70bc069ab42,cdd4d0ea7f3c5597360db2cb300c9d5138889401e9c9d256d838b5876473f6d1,4afde145d8f73002e7632ae4cffde61ccb10524ccde03be1411661b09151bad0,704b1c75f7d5beadbe8edc4a9670c4fa0be8595ccd1121dc72c0c079d1f215a1,c87c9c0cf0ac7817dd4a778ad3c035fb81af8d5afe4b0916c69d0f19a027b998,d88a1b1702f47728fbec842d326897a07621bfb130390e48ab5505b5f8a74c0a,914841e0ede5d7d1559465a1fbbf4577c6cf5fd88a0b9b1e205dd4351d0c8870,9994d3e9409f9e109d170260229fed705b3042ca8b8bffd9a271126c510793d4,0ab70d72cf4c8554c731480ae1d02349754ba7eda00ce86ea8cd993cc3db6fa7,cba9848120d49cb333e230d294d24ee1ffd20e37eaff7dc08f765b47bd3ee4a0
"10021","4.8","-470","ネア","2024/09/22 14:59:59","0","2","ところで、騎士きゅんは\nおいくら万ルピ？\nジョーダンぬ・き・で♡","2024/06/15 15:00:00","1","5","2","2002","123301"
"10022","4.922","-470","カリザ","2024/12/22 14:59:59","0","1","ケッ、なんでオレ様が店番\nなんざ…って来んなキイロ\nオレは売りモンじゃねー！","2024/09/15 15:00:00","3","6","1","2002","133301"
"10023","9.638","-470","カリザ","2024/12/22 14:59:59","0","5","い、言わなきゃダメか？\n「…いらっしゃいませ…」\nクソッ、笑うんじゃねー！","2024/09/15 15:00:00","3","6","2","2002","133301"
"10024","2.88","-470","ミーア","2024/12/22 14:59:59","0","2","ショップへようこそ～\nネラさまの腹心…的な私が\n店番させていただきま～す","2024/09/15 15:00:00","1","6","1","2002","133401"
"10025","4.818","-470","ミーア","2024/12/22 14:59:59","0","1","私の抜け殻とか、\n需要ありますかね～…\nって冗談ですよ、冗談！","2024/09/15 15:00:00","5","6","2","2002","133401"
"10026","1.78","-470","グレイス","2025/03/22 14:59:59","0","1","へい、らっしゃい\nさ、騎士氏。冥土の土産は\nなにがいいですか？","2024/12/15 15:00:00","2","7","1","2002","133002"
"10027","6.15","-470","グレイス","2025/03/22 14:59:59","0","7","商品をお買い上げ毎に\nグレイスちゃんポイントを\n差し上げます。嘘ですが","2024/12/15 15:00:00","1","7","2","2002","133002"
"10028","4.28","-470","ヴァイオレット","2025/03/22 14:59:59","0","2","ようこそいらっしゃいませ\n…接客とは、このような\n振舞で宜しいでしょうか？","2024/12/15 15:00:00","6","7","1","2002","133102"
"10029","0","-470","ヴァイオレット","2025/03/22 14:59:59","0","1","じめじめした商品は\nございませんので\n安心してお買い求め下さい","2024/12/15 15:00:00","1","7","2","2002","133102"
"10030","5.53","-470","ルルィ","2025/06/23 14:59:59","0","1","いらっしゃいましぇでしゅ\n何をお求めでしゅか？\nたこ焼きもありましゅよ！","2025/03/15 15:00:00","2","8","1","2002","136902"
"10031","6.05","-470","ルルィ","2025/06/23 14:59:59","0","7","そのコイン…ピカピカで、\n集めたくなっちゃいましゅ\nタコ釣られされちゃう～…","2025/03/15 15:00:00","9","8","2","2002","136902"
"10032","0","-470","デュラン","2025/06/23 14:59:59","0","1","姫のご友人ならば\n礼儀を尽くすのが爺の務め\nさ、望みの物を言いたまえ","2025/03/15 15:00:00","2","8","1","2002","137001"
"10033","0","-470","デュラン","2025/06/23 14:59:59","0","1","キャラバンコインではなく\n首で支払って貰えんかのぅ\n…冗談であるぞ？","2025/03/15 15:00:00","2","8","2","2002","137001"
"10034","0","-470","サツキ","2025/09/23 14:59:59","0","2","おう\n好きなもん持ってきな","2025/06/16 15:00:00","2","9","1","2002","135902"
"10035","4.935","-470","サツキ","2025/09/23 14:59:59","0","6","宵越しの銭を持つような\n野暮いマネぁしくさんな\nツキが落ちてもしらねぇぜ","2025/06/16 15:00:00","1","9","2","2002","135902"
"10036","7.441","-470","ユキノ","2025/09/23 14:59:59","0","5","ら、ら、らっしゃっせ…\nなんかほしいもん、ある？\nか、かき氷とか、ど…？","2025/06/16 15:00:00","2","9","1","2002","135802"
"10037","0","-470","ユキノ","2025/09/23 14:59:59","0","7","そ、そんな見ねぇで…\nあては、売りもんじゃ\nねぇよ…？","2025/06/16 15:00:00","7","9","2","2002","135802"
"10038","2.295","-470","クルル","2025/12/22 14:59:59","0","2","クルルをお求めですかっ？\nそれならお礼に、こちらの\n宝石もどうぞですよ～♪","2025/09/16 15:00:00","2","10","1","2002","130901"
"10039","6.281","-470","クルル","2025/12/22 14:59:59","0","6","はっ！　ヒーローさんから\nお代なんて頂けないです！\nどうぞどうぞ…え、ダメ？","2025/09/16 15:00:00","1","10","2","2002","130901"
"10040","5.549","-470","ヴォルガーノ","2025/12/22 14:59:59","0","1","よぅ！　今日の俺さまは\n門番じゃなく、店番だぜ\nメモピ～スフィア～てな！","2025/09/16 15:00:00","2","10","1","2002","137701"
"10041","2.64","-470","ヴォルガーノ","2025/12/22 14:59:59","0","6","…リマさんのブロマイド？\n買い取るに決まってらぁ！\nなんでも持ってけ泥棒っ！","2025/09/16 15:00:00","3","10","2","2002","137701"
"10042","7.642","-470","ライラエル","2026/03/23 11:59:59","0","4","こ、この格好は…ヴルムが\n集客効果があると言って…\n…本当でしょうか？","2025/12/15 15:00:00","7","11","1","2002","132801"
"10043","0","-470","ライラエル","2026/03/23 11:59:59","0","1","この我に店番させるとは…\n全て買わねば許さぬぞ\n我が国庫に貢献するが良い","2025/12/15 15:00:00","1","11","2","2002","132802"
"10044","0","-470","クローチェ","2026/03/23 11:59:59","0","1","アナライズっ！\n本日のオススメ商品は～…\nこちらですっ♪","2025/12/15 15:00:00","1","11","1","2002","134502"
"10045","3.72","-470","クローチェ","2026/03/23 11:59:59","0","1","ギガンティックローチェ、\nおひとついかがですかっ？\n格納庫用意して下さいねっ","2025/12/15 15:00:00","2","11","2","2002","134501"
"10046","4.991","-470","ネフィ＝ネラ","2026/06/22 11:59:59","0","1","番頭も、飯事の如き営み\nなれば。愛らしき稚児らで\n千客万来といきませぬか喃","2026/03/16 12:00:00","2","12","1","2002","138201"
"10047","3.877","-470","ネフィ＝ネラ","2026/06/22 11:59:59","0","4","国を営むに金子は必須也…\nどうか御恵みくだしゃんせ\n誠心を以て報恩致しまする","2026/03/16 12:00:00","1","12","2","2002","138201"
"10048","1.71","-470","アラクネ","2026/06/22 11:59:59","0","6","あぅっ…！　天井が低くて\n頭をぶつけてしまって…\nわたしが、大きいだけ…？","2026/03/16 12:00:00","4","12","1","2002","136001"
"10049","5.32","-470","アラクネ","2026/06/22 11:59:59","0","2","いらっしゃいませ騎士さま\nくつろいでいって下さいね\nもし叶うなら…永遠に…","2026/03/16 12:00:00","5","12","2","2002","136001"
