746cec29f7d18e95ba9776e2099ed15e19096ca4319be7b8a4514c9450e1b19b,81babccd2fca57c5006ad3d8e48e2f5ca53692dbc65cfcdd7942a804c8449ae5,9ffe109a2f669ac15a8e1fca4c29002b99fa633515e85e8099e98b91568cbb63,9c6ee84e8956419388709be717cc43667aa14d29d4da11ba1cb0bedb4653842c,abe393fe3befe5f5e9a8edb68d9f160a73d4cbe978726bd04305e335257d789b,4755c2eb760a6b3009ee5920fe8e056fc0af9c68893edf707d139530141fac4d,02abfe11145a276dfa48ecbed72135f64257c4d2e029fcd9527e8c837a83f9f5,0dc7a9ac6a0df27bb9f9df5769148f97aaafd92db6e11fd376987dbe124ba552,afdb69b868c809b40ed0afe8f9de71499f18b203e689b6edd721f8d890ec6a29,62175d11ab7ea805ea666e0c59370afd3d03e244f4c8807707475086c65ec4db,72903ac771eb92931a62ad9d4606f3f62201cb2343b4a6e696934acc7ee15a54,c695fae9e81eea0100a08e2a653da9e3d3daf6b0015352409e42bc1c43a19f5a,364262af1c2fd42646aab678c6b6d65a4187d4224d30acda829c4ac52657ccbf
"1","4.34","1","6","1","0","9","4","3001","1","vo_minigame_1012_result_1019","11300120","んーはっきり言っちゃうと\n中途半端な点数ね…\nまあいいわ！こっからガンガン\n点数上げていくわよ！"
"1","3.15","1","6","1","0","3","4","3001","1","vo_minigame_1012_result_1020","11300121","う～ん、正直物足りない点数ね！\nあんたには期待してんだから、\nもっと頑張んなさい！"
"1","5.3","1","6","1","0","9","4","3001","2","vo_minigame_1012_result_1021","11300122","半分くらいの正解率か\n難しい問題だから仕方ないわね…\nでもあんたはもっとできる！\nだってあたしがついてんのよ！"
"1","2.55","1","6","1","0","8","4","3001","2","vo_minigame_1012_result_1022","11300123","うん、そこそこできんじゃない！\n頑張って勉強して\nさらに上を目指しましょ！"
"7","4.19","1","6","1","0","1","4","3001","2","vo_minigame_1012_result_1023","11300124","難問なのにこの正解率は\nよくやってる方よね！\nでもこんなところで\n満足してんじゃないわよ！？"
"1","3.43","1","6","1","0","7","4","3001","3","vo_minigame_1012_result_1024","11300125","難問なのに半分くらい正解\nできてんじゃない♪\nこの調子でもっと学力\n上げていきましょ！"
"1","0","1","6","1","0","1","4","3001","3","vo_minigame_1012_result_1025","11300126","よし、平均点ってとこね！\nちゃんと勉強してるみたいで\n安心したわ～♪"
"7","3.72","1","6","1","0","8","4","3001","3","vo_minigame_1012_result_1026","11300127","難問揃いでこの正解率は\n大したもんよ！\nま、もっといい点取りたいんなら\n勉強、付き合ったげるわ！"
"2","3.5","1","3","1","1","3","1","3001","1","vo_minigame_1012_result_1027","11300128","なるほど…\nこれは教えがいがあるわね\nビシバシ鍛えてやるから\n覚悟しなさい！"
"2","3.25","1","3","1","1","4","1","3001","1","vo_minigame_1012_result_1028","11300129","ちょっとあんた、\n全然できてないじゃない！\n…まさかこれが本気だなんて\n言わないわよね～？"
"2","4.62","1","3","1","0","3","1","3001","1","vo_minigame_1012_result_1029","11300130","うーん……適当に答えても\nこれくらい正解できるわよ？\nちょっと本腰入れて\n教えないとね……！"
"1","4.5","1","3","1","0","9","1","3001","2","vo_minigame_1012_result_1030","11300131","…ま、まあこの問題は\nあんたには難しすぎたのかもね\nちょっとずつでいいから、\nレベルアップしていきましょ！"
"3","0.01","1","3","1","9","3","1","3001","2","vo_minigame_1012_result_1031","11300132","んー結構ミスっちゃってるわね…\nこのまま続けるのもいいけど、\n簡単な問題からやり直すのも\nありかもよ～？"
"9","0.01","1","3","1","9","9","1","3001","2","vo_minigame_1012_result_1032","11300133","あらら、あんたにはちょっと\n難しすぎたかしら…？\nもう一回やり直しましょうか！"
"3","0.01","1","3","1","6","3","1","3001","3","vo_minigame_1012_result_1033","11300134","うーん、残念な結果ね…\n超難問だから仕方ないけど\n無理せず簡単な問題から挑戦\nしてもいいかもよ？"
"9","2.97","1","3","1","0","3","1","3001","3","vo_minigame_1012_result_1034","11300135","正解率はかなり悪いわね…\nまあ難しい問題だもんね…！\nそのチャレンジ精神は買うわ！"
"1","3.1","1","3","1","0","3","1","3001","3","vo_minigame_1012_result_1035","11300136","なんとか０点は免れたわね…\n難問揃いだけど、\nもっと頑張っていきましょ！"
"2","4.31","1","0","1","1","6","0","3001","1","vo_minigame_1012_result_1036","11300137","…あんたさ、０点なんて\n逆に取るの難しいわよ！？\nまさか狙ったわけじゃ\nないでしょーね～！？"
"2","0.1","1","0","1","1","2","0","3001","1","vo_minigame_1012_result_1037","11300138","０点って…\nあんたふざけてんの！？\nちゃんとやらないなら\n電撃魔法くらわせるわよ！？"
"3","4.23","1","0","1","9","9","0","3001","1","vo_minigame_1012_result_1038","11300139","もしかしたらあんたは\n勉強向いてないのかもね…\n…勉強だけがすべてじゃないわ\n違うとこで頑張りましょ！"
"2","4.38","1","0","1","0","3","0","3001","2","vo_minigame_1012_result_1039","11300140","怒んないから正直に言って？\n…ふざけて答えたでしょ？\nほら、正直に\n言・い・な・さ・い？"
"2","3.58","1","0","1","0","8","0","3001","2","vo_minigame_1012_result_1040","11300141","あんたの点数は～～…\n…はい！　０てーん！！\n…って、ふざけんなーー！！！"
"2","2.02","1","0","1","1","4","0","3001","2","vo_minigame_1012_result_1041","11300142","０点ってどういうこと！？\nいやあんた、逆にすごいわよ！？\n目つぶってやったとしても\n１点は取れるから！"
"1","5.53","1","0","1","9","9","0","3001","3","vo_minigame_1012_result_1042","11300143","あちゃー……残念だけど０点よ\nちょっと難しすぎたかもねー…\n…ま、こんなこともあるわ！\n気を落とさなくていいわよ！"
"1","4.4","1","0","1","9","3","0","3001","3","vo_minigame_1012_result_1043","11300144","かなりの難問とはいえ、\n０点はちょっと寂しいわね…\nでもま、逆に考えるのよ！\nあんたには伸びしろしかないわ！"
"1","5.35","1","0","1","0","3","0","3001","3","vo_minigame_1012_result_1044","11300145","０点かー…うん、ごめん…\n慰めの言葉が浮かばないわ！\n……ま、次があるから\n切り替えてくのよ！"
"8","0","1","0","2","0","8","0","1201","0","vo_minigame_1012_correct_132","12120101","OK！"
"7","0","1","0","2","0","7","0","1201","0","vo_minigame_1012_correct_133","12120102","合ってる！"
"7","0","1","0","2","0","7","0","1201","0","vo_minigame_1012_correct_134","12120103","グッド！"
"5","0","1","3000","2","0","5","0","1202","0","vo_minigame_1012_correct_135","12120201","まじっ！？"
"10","0","1","3000","2","0","10","0","1202","0","vo_minigame_1012_correct_136","12120202","へえ～！"
"7","0","1","6000","2","0","7","3001","1202","0","vo_minigame_1012_correct_137","12120203","その調子！"
"1","0","1","-1","2","0","1","13333","1202","0","vo_minigame_1012_correct_138","12120204","ちょっと急ぐわよ！"
"5","0","1","0","2","0","5","0","1203","0","vo_minigame_1012_correct_139","12120301","すごすぎ！"
"7","0","1","0","2","0","7","0","1204","0","vo_minigame_1012_correct_141","12120401","楽勝！"
"7","0","1","0","2","0","7","0","1205","0","vo_minigame_1012_correct_140","12120501","リベンジね！"
"1","0","1","-1","2","0","1","3","1206","0","vo_minigame_1012_correct_142","12120601","いいわよ！"
"2","0","1","-1","2","0","2","3","1207","0","vo_minigame_1012_correct_143","12120701","まだまだ！"
"2","0","1","0","2","0","2","0","1301","0","vo_minigame_1012_incorrect_127","12130101","ブー！"
"2","0","1","0","2","0","2","0","1301","0","vo_minigame_1012_incorrect_128","12130102","ダメー！"
"9","0","1","0","2","0","9","0","1301","0","vo_minigame_1012_incorrect_129","12130103","あらら…！"
"3","0","1","3000","2","0","3","0","1302","0","vo_minigame_1012_incorrect_130","12130201","焦らない！"
"5","0","1","3000","2","0","5","0","1302","0","vo_minigame_1012_incorrect_131","12130202","ゆっくり！"
"2","0","1","6000","2","0","2","3001","1302","0","vo_minigame_1012_incorrect_132","12130203","深呼吸！"
"3","0","1","-1","2","0","3","20000","1302","0","vo_minigame_1012_incorrect_133","12130204","遅いわね…！"
"5","0","1","0","2","0","5","0","1303","0","vo_minigame_1012_incorrect_134","12130301","ムズッ！"
"6","0","1","0","2","0","6","0","1304","0","vo_minigame_1012_incorrect_135","12130401","忘れたの？"
"2","0","1","0","2","0","2","0","1305","0","vo_minigame_1012_incorrect_136","12130501","次はいける！"
"2","0.01","1","30000","2","3","2","20000","1701","0","vo_minigame_1012_time_100","12170101","ラストスパート！"
"1","0.01","1","30000","2","3","1","20000","1701","0","vo_minigame_1012_time_101","12170102","もうすぐ終わりよ！"
"1","3.74","1","-1","2","10","7","20","3001","1","vo_minigame_1012_result_1045","12300101","はい、よくできました！\n基礎はもう完璧ね！\n次はもっと難しい問題にも\nチャレンジしちゃいなさいよ！"
"9","3.85","1","-1","2","0","1","20","3001","1","vo_minigame_1012_result_1046","12300102","なによあんた、走り出したペンが\n止まらないって感じ？\nったくシンプルにすごいじゃない\n花丸あげるわ！"
"5","0.01","1","-1","2","8","5","20","3001","1","vo_minigame_1012_result_1047","12300103","すごい点数ね…！\nあんた勉強してないとか言って\nホントはめちゃくちゃやってる\nパターンのやつね！？"
"7","2.86","1","-1","2","4","8","20","3001","2","vo_minigame_1012_result_1048","12300104","勉強の成果、\nちゃんとでてんじゃない！\nあたしもあんたの先生として、\n鼻が高いわ～♪"
"3","2.02","1","-1","2","9","5","20","3001","2","vo_minigame_1012_result_1049","12300105","オッケー！　もう十分よ！\nこれ以上でき過ぎちゃったら、\nあたしが教える必要なくなるわ！"
"1","4.46","1","-1","2","0","5","20","3001","2","vo_minigame_1012_result_1050","12300106","難しい問題を選んだつもりなのに\nすごい正解数ね…！\nでもまだ上がある…\n次は最難関に挑戦よ！"
"4","6.85","1","-1","2","7","5","20","3001","3","vo_minigame_1012_result_1051","12300107","すごいすごいとは思ってたけど、\nあんた勉強も完璧なの…？\nそりゃみんなあんたに惚れ…\nや、な、なんでもない！！"
"9","3.79","1","-1","2","0","5","20","3001","3","vo_minigame_1012_result_1052","12300108","この問題、あたしでも悩む\n超難問なのに…\nふふっ、もう褒めるしかないわ！\n大変よくできました！"
"4","0.01","1","-1","2","7","4","20","3001","3","vo_minigame_1012_result_1053","12300109","別に顔赤くなんてなってない！\n頭がいい人が好きとか…\nかっこいいとか…\n…思ってないからね！"
"5","0","1","-1","2","0","5","20","3001","1","vo_minigame_1012_result_1054","12300110","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"5","0","1","-1","2","0","5","20","3001","2","vo_minigame_1012_result_1054","12300112","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"5","0","1","-1","2","0","5","20","3001","3","vo_minigame_1012_result_1054","12300114","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"7","3","1","19","2","10","5","15","3001","1","vo_minigame_1012_result_1056","12300116","おお～かなり正解できてるわね！\nこの調子でもっとすごい点\n目指しちゃうわよ！"
"8","0.01","1","19","2","10","8","15","3001","1","vo_minigame_1012_result_1057","12300117","うん、バッチリいい感じよ！\nちゃんと勉強してるみたいで\n関心関心♪"
"8","4.01","1","19","2","0","5","15","3001","1","vo_minigame_1012_result_1058","12300118","え、こんなにいい点取れたのに\nまだ満足してないの？\nなによその向上心…\nいいじゃない！"
"7","2.83","1","19","2","10","8","15","3001","2","vo_minigame_1012_result_1059","12300119","スピードも正解数もいい感じよ！\nねえねえ、この調子で\nてっぺん目指しちゃう？"
"10","0","1","19","2","0","10","15","3001","2","vo_minigame_1012_result_1060","12300120","この難易度でも\nスラスラ答えちゃうなんて…\nあんたって\nほんとすごいやつよね…！"
"7","3.66","1","19","2","4","8","15","3001","2","vo_minigame_1012_result_1061","12300121","これだけ正解できたら\n勉強も楽しいわよね♪\nさ、まだまだ続けるわよ～！"
"8","3.28","1","19","2","0","5","15","3001","3","vo_minigame_1012_result_1062","12300122","あんた、この成績\nまぐれじゃないわよね…！\nこれだけできたら\n大したもんだわ！"
"1","2.7","1","19","2","0","8","15","3001","3","vo_minigame_1012_result_1063","12300123","すごい！　とってもいい成績よ！\nこの難問も、あんたにかかりゃ\nイチコロってやつ？"
"9","3.98","1","19","2","9","5","15","3001","3","vo_minigame_1012_result_1064","12300124","あんた…もしかして\nあたしより点数いいかも？\nあ、あたしもあんたを見習って\n勉強しないとね…！"
"1","2.51","1","14","2","0","7","10","3001","1","vo_minigame_1012_result_1067","12300131","うん、なかなかいい点数よ！\nでもまだまだ頑張れるわよね？\nはい、次いきましょ！"
"7","4.16","1","14","2","0","1","10","3001","1","vo_minigame_1012_result_1068","12300132","十分優秀な成績だけど\nあんたならもっとできる！\nさ、頑張って勉強するわよ！"
"7","2.07","1","14","2","0","8","10","3001","1","vo_minigame_1012_result_1069","12300133","うん、いい感じね！\nこの調子で少しずつ、\n正解数を増やしてくわよ！"
"1","3.51","1","14","2","0","8","10","3001","2","vo_minigame_1012_result_1070","12300134","難問揃いなのに、\nけっこーいい感じじゃない！\nちゃんとできてるから\n自信もっていいわよ！"
"1","0","1","14","2","0","1","10","3001","2","vo_minigame_1012_result_1071","12300135","難しい問題でも基礎は大事よ！\nこの調子でどんどん\n点数上げていきましょう！"
"7","4.3","1","14","2","0","1","10","3001","2","vo_minigame_1012_result_1072","12300136","10問以上取れてるわね！\nえ、まだ物足りない？\nフフ、じゃあもっと上\n目指しちゃう？"
"7","4.47","1","14","2","0","8","10","3001","3","vo_minigame_1012_result_1073","12300137","うん、この難問でこの点数は\n十分すぎる出来よね！\nま、あんたならもっといい点\n目指しちゃうんだろうけど♪"
"9","3.68","1","14","2","0","8","10","3001","3","vo_minigame_1012_result_1074","12300138","はいお疲れ～\nなかなか良い点数じゃない\n…あたしも勉強しないとね！"
"1","3.34","1","14","2","0","5","10","3001","3","vo_minigame_1012_result_1075","12300139","おお～10問以上\n正解してんじゃない！\nあんたやっぱり\nただ者じゃないわね～"
"8","6.58","1","14","2","0","1","10","3001","1","vo_minigame_1012_result_1077","12300141","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"8","6.58","1","14","2","0","1","10","3001","2","vo_minigame_1012_result_1077","12300143","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"8","6.58","1","14","2","0","1","10","3001","3","vo_minigame_1012_result_1077","12300145","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"7","4.24","1","9","2","0","1","5","3001","1","vo_minigame_1012_result_1078","12300146","ふ～ん、まあまあの出来だわ\n悪くはないんだけど…あんたには\nもっともっと期待してるわ～"
"1","4.74","1","9","2","0","7","5","3001","1","vo_minigame_1012_result_1079","12300147","うん、頑張ったけど…\n正直もっと正解できるかもね～？\nこんなのあんたには通過点！\nさらに良い点目指してみない？"
"1","0","1","9","2","0","1","5","3001","1","vo_minigame_1012_result_1080","12300148","まあまあな点数だけど、\n自分的に手ごたえはどう？\nダメだって思ってんなら、\nまだまだ伸びる余地ありね！"
"1","2.21","1","9","2","0","8","5","3001","2","vo_minigame_1012_result_1081","12300149","うん、中々の出来ね！\nでもあんたはもっといい点\n取れるはずよ！\nもっと頑張りましょうか！"
"1","2.46","1","9","2","0","3","5","3001","2","vo_minigame_1012_result_1082","12300150","ん～はっきり言って微妙ね！\nま、難しい問題だし、\n勉強すれば\n点数は上がっていくと思うわ！"
"1","2.94","1","9","2","0","3","5","3001","2","vo_minigame_1012_result_1083","12300151","ん～…\n10点には届かなかったか～\n次は10点越え目指して\n頑張ってみない？"
"1","4.19","1","9","2","0","7","5","3001","3","vo_minigame_1012_result_1084","12300152","はいお疲れ～\n点数的にはまあまあってとこね！\nま、超難問だし頑張ったわよ"
"1","0","1","9","2","0","1","5","3001","3","vo_minigame_1012_result_1085","12300153","うん、かなり難しい問題なのに\n最後までやり遂げたわね\n次はもっといい点目指してみる？"
"1","2.63","1","9","2","0","3","5","3001","3","vo_minigame_1012_result_1086","12300154","ちょっとミスが多かったかもね～\nでも間違えた所は復習して\n次は正解するわよー！"
"1","5.53","1","4","2","0","3","1","3001","1","vo_minigame_1012_result_1087","12300155","あら…あんまり良くない点数ね～\nどうしたの、調子でも悪かった？\n次はもっと頑張りましょうか"
"3","0.01","1","4","2","9","3","1","3001","1","vo_minigame_1012_result_1088","12300156","ん～…正解数は\n物足りないわね～\nもうちょっと勉強の時間\n増やしちゃおっか？"
"1","4.15","1","4","2","3","3","1","3001","1","vo_minigame_1012_result_1089","12300157","ん～…あんたならもうちょと\nいい点取れんでしょ～？\nもっと頑張んなさいよ\n期待してやってんだからさ！"
"9","0.01","1","4","2","9","9","1","3001","2","vo_minigame_1012_result_1090","12300158","ん～今のあんたには、\nこの問題は難しかったかしら…\n難易度下げてチャレンジするのも\nありかもね～？"
"1","5.37","1","4","2","0","3","1","3001","2","vo_minigame_1012_result_1091","12300159","あんまり出来は良くないわね～\n難しい問題だししょうがないけど\n次はもっと頑張ってほしいわ！"
"1","1.44","1","4","2","0","3","1","3001","2","vo_minigame_1012_result_1092","12300160","なるほど…\nちょっと苦手な問題が多かった？\nもう一度チャレンジ\nしてみましょうか～"
"3","0","1","4","2","0","3","1","3001","3","vo_minigame_1012_result_1093","12300161","んん～…問題が難しすぎた？\n無理に難しい問題続けるより、\n難易度下げた方が\n勉強の効率良いかもよ～？"
"9","2.91","1","4","2","3","3","1","3001","3","vo_minigame_1012_result_1094","12300162","…あんまり点数取れなかったわね\nこれはあたしにも難しい問題だし\nそう落ち込まなくても大丈夫！\n次頑張りましょ！"
"1","2.61","1","4","2","0","5","1","3001","3","vo_minigame_1012_result_1095","12300163","ごめん、ちょっと難しすぎた？\nもう一度チャレンジするも良し、\n難易度を下げるも良し、\nあんたがやる気なら付き合うわ！"
"2","3.63","1","0","2","1","4","0","3001","1","vo_minigame_1012_result_1096","12300164","ちょっとあんた…\nやる気ないわよね～！？\n次こんな点数取ったら\n怒るわよ！"
"2","4.16","1","0","2","1","6","0","3001","1","vo_minigame_1012_result_1097","12300165","はあ…自分で何点取ったか\n分かってるわよね～…？\n０点よ０点！　舐めてんの！？"
"3","0.01","1","0","2","6","3","0","3001","1","vo_minigame_1012_result_1098","12300166","うう～頭痛い…\nあんたのせいよ！\nなに０点って！\nはあ、このままじゃ赤点よ～…"
"2","5.75","1","0","2","0","6","0","3001","2","vo_minigame_1012_result_1099","12300167","ねえ、あんた本気でやったの？\nまさか適当にやるわけないわよね\n…分かった、\nもう一回チャレンジするのよ！"
"2","5.64","1","0","2","1","4","0","3001","2","vo_minigame_1012_result_1100","12300168","あ…あんた、０点よ０点…！\nあたしの教え方が悪かった…？\n…燃えてきたわ！\n絶対あんたの学力上げてやる！"
"4","5.73","1","0","2","8","8","0","3001","2","vo_minigame_1012_result_1101","12300169","ちょっと待って採点ミスかも…\n…いや合ってるわね。はい０点\n…って０点！？\nふざけんなーー！"
"3","5.32","1","0","2","1","5","0","3001","3","vo_minigame_1012_result_1102","12300170","あらら…０点よ\nま、難しい問題だしね…\n…つっても０点は無いわ！\n一問くらい正解しなさいよ！"
"9","2.37","1","0","2","9","3","0","3001","3","vo_minigame_1012_result_1103","12300171","残念だけど０点よ\nま、まあ前向きにとらえるなら、\n今が底よ！　どん底！\nあとは上がってくだけね！"
"1","4.25","1","0","2","3","9","0","3001","3","vo_minigame_1012_result_1104","12300172","…かなり出来が悪いわね\n一旦休憩しましょうか？\nリフレッシュして頭切り替えて\nもう一度頑張りましょう！"
"7","0","1","0","3","0","7","0","1001","0","vo_minigame_1012_gamestart_100","13100101","さ、勉強を始めるわよ"
"1","0","1","0","3","0","1","0","1001","0","vo_minigame_1012_gamestart_101","13100102","よし、勉強の成果を見てやるわ！"
"7","1.82","1","0","3","0","1","0","1001","0","vo_minigame_1012_gamestart_102","13100103","じゃあ試験するわよ。はい教科書閉じて！"
"8","0.01","1","-1","3","4","8","3","1002","0","vo_minigame_1012_gamestart_103","13100201","やる気マンマンじゃない！"
"1","0","1","-1","3","0","1","3","1002","0","vo_minigame_1012_gamestart_104","13100202","よし、じゃあもう一回やるわよ！"
"0","0","1","1","3","0","0","1","1003","0","vo_minigame_1012_gamestart_105","13100301","普通の難易度よ！"
"7","0","1","1","3","0","7","1","1003","0","vo_minigame_1012_gamestart_106","13100302","まずは基本からね！"
"10","0","1","2","3","0","10","2","1003","0","vo_minigame_1012_gamestart_107","13100303","難しい問題に挑戦するのね！"
"8","0.67","1","2","3","0","1","2","1003","0","vo_minigame_1012_gamestart_108","13100304","よし、あんたならできるわ！"
"5","0","1","3","3","0","5","3","1003","0","vo_minigame_1012_gamestart_109","13100305","あたしでも手こずる難問揃いよ…！"
"2","0","1","3","3","0","2","3","1003","0","vo_minigame_1012_gamestart_110","13100306","激ムズだけど頑張んなさい！"
