fb973933de75903cb0f35e3ffdec5bee8487a81993ea6775c85e1d5202eb9f91,46b15c4af114f5dd50c4a668ad4b4b3a43812c4a8c264d6862aac97c4cfdf46a,422ca936e8492785dd7b2c6566e3732f0793689ec1a3a0b07ccd2e1df3fa7887,5e80e499691081e778de2ead22b66c3f4b8528fac7675ea07d82011f697e10eb,e95d70346084323b51f2ddc9fff2742c295f5f5e968f407d557ffee5e59a6944
"320030409","0","se_btl_tower_timeup","104","502"
"320030410","0","se_btl_tower_timeup","104","501"
"320030506","0","se_btl_tower_timeup","104","502"
"320030507","0","se_btl_tower_timeup","104","502"
"320030508","0","se_btl_tower_timeup","104","502"
"320030509","0","se_btl_tower_timeup","104","502"
"320030510","0","se_btl_tower_timeup","104","501"
"320040106","0","se_btl_tower_timeup","104","502"
"320040107","0","se_btl_tower_timeup","104","502"
"320040108","0","se_btl_tower_timeup","104","502"
"320040109","0","se_btl_tower_timeup","104","502"
"320040110","0","","104","501"
"320040206","0","se_btl_tower_timeup","104","502"
"320040207","0","se_btl_tower_timeup","104","502"
"320040208","0","se_btl_tower_timeup","104","502"
"320040209","0","se_btl_tower_timeup","104","502"
"320040210","0","","104","501"
"320040306","0","se_btl_tower_timeup","104","502"
"320040307","0","se_btl_tower_timeup","104","502"
"320040308","0","se_btl_tower_timeup","104","502"
"320040309","0","se_btl_tower_timeup","104","502"
"320040310","0","","104","501"
"320040406","0","se_btl_tower_timeup","104","502"
"320040407","0","se_btl_tower_timeup","104","502"
"320040408","0","se_btl_tower_timeup","104","502"
"320040409","0","se_btl_tower_timeup","104","502"
"320040410","0","","104","501"
"320040506","0","se_btl_tower_timeup","104","502"
"320040507","0","se_btl_tower_timeup","104","502"
"320040508","0","se_btl_tower_timeup","104","502"
"320040509","0","se_btl_tower_timeup","104","502"
"320040510","0","","104","501"
"320050106","0","se_btl_tower_timeup","104","502"
"320050107","0","se_btl_tower_timeup","104","502"
"320050108","0","se_btl_tower_timeup","104","502"
"320050109","0","se_btl_tower_timeup","104","502"
"320050110","0","","104","501"
"320050206","0","se_btl_tower_timeup","104","502"
"320050207","0","se_btl_tower_timeup","104","502"
"320050208","0","se_btl_tower_timeup","104","502"
"320050209","0","se_btl_tower_timeup","104","502"
"320050210","0","","104","501"
"320050306","0","se_btl_tower_timeup","104","502"
"320050307","0","se_btl_tower_timeup","104","502"
"320050308","0","se_btl_tower_timeup","104","502"
"320050309","0","se_btl_tower_timeup","104","502"
"320050310","0","","104","501"
"320050406","0","se_btl_tower_timeup","104","502"
"320050407","0","se_btl_tower_timeup","104","502"
"320050408","0","se_btl_tower_timeup","104","502"
"320050409","0","se_btl_tower_timeup","104","502"
"320050410","0","","104","501"
"320050506","0","se_btl_tower_timeup","104","502"
"320050507","0","se_btl_tower_timeup","104","502"
"320050508","0","se_btl_tower_timeup","104","502"
"320050509","0","se_btl_tower_timeup","104","502"
"320050510","0","","104","501"
"320060106","0","se_btl_tower_timeup","104","502"
"320060107","0","se_btl_tower_timeup","104","502"
"320060108","0","se_btl_tower_timeup","104","502"
"320060109","0","se_btl_tower_timeup","104","502"
"320060110","0","","104","501"
"320060206","0","se_btl_tower_timeup","104","502"
"320060207","0","se_btl_tower_timeup","104","502"
"320060208","0","se_btl_tower_timeup","104","502"
"320060209","0","se_btl_tower_timeup","104","502"
"320060210","0","","104","501"
"320060306","0","se_btl_tower_timeup","104","502"
"320060307","0","se_btl_tower_timeup","104","502"
"320060308","0","se_btl_tower_timeup","104","502"
"320060309","0","se_btl_tower_timeup","104","502"
"320060310","0","","104","501"
"320060406","0","se_btl_tower_timeup","104","502"
"320060407","0","se_btl_tower_timeup","104","502"
"320060408","0","se_btl_tower_timeup","104","502"
"320060409","0","se_btl_tower_timeup","104","502"
"320060410","0","","104","501"
"320060506","0","se_btl_tower_timeup","104","502"
"320060507","0","se_btl_tower_timeup","104","502"
"320060508","0","se_btl_tower_timeup","104","502"
"320060509","0","se_btl_tower_timeup","104","502"
"320060510","0","","104","501"
"320070106","0","se_btl_tower_timeup","104","502"
"320070107","0","se_btl_tower_timeup","104","502"
"320070108","0","se_btl_tower_timeup","104","502"
"320070109","0","se_btl_tower_timeup","104","502"
"320070110","0","se_btl_tower_timeup","104","502"
"320070206","0","se_btl_tower_timeup","104","502"
"320070207","0","se_btl_tower_timeup","104","502"
"320070208","0","se_btl_tower_timeup","104","502"
"320070209","0","se_btl_tower_timeup","104","502"
"320070210","0","se_btl_tower_timeup","104","502"
"320070306","0","se_btl_tower_timeup","104","502"
"320070307","0","se_btl_tower_timeup","104","502"
"320070308","0","se_btl_tower_timeup","104","502"
"320070309","0","se_btl_tower_timeup","104","502"
"320070310","0","se_btl_tower_timeup","104","502"
"320070406","0","se_btl_tower_timeup","104","502"
"320070407","0","se_btl_tower_timeup","104","502"
"320070408","0","se_btl_tower_timeup","104","502"
"320070409","0","se_btl_tower_timeup","104","502"
"320070410","0","se_btl_tower_timeup","104","502"
"320070506","0","se_btl_tower_timeup","104","502"
"320070507","0","se_btl_tower_timeup","104","502"
"320070508","0","se_btl_tower_timeup","104","502"
"320070509","0","se_btl_tower_timeup","104","502"
"320070510","0","se_btl_tower_timeup","104","502"
"320080106","0","se_btl_tower_timeup","104","502"
"320080107","0","se_btl_tower_timeup","104","502"
"320080108","0","se_btl_tower_timeup","104","502"
"320080109","0","se_btl_tower_timeup","104","502"
"320080110","0","se_btl_tower_timeup","104","502"
"320080206","0","se_btl_tower_timeup","104","502"
"320080207","0","se_btl_tower_timeup","104","502"
"320080208","0","se_btl_tower_timeup","104","502"
"320080209","0","se_btl_tower_timeup","104","502"
"320080210","0","se_btl_tower_timeup","104","502"
"320080306","0","se_btl_tower_timeup","104","502"
"320080307","0","se_btl_tower_timeup","104","502"
"320080308","0","se_btl_tower_timeup","104","502"
"320080309","0","se_btl_tower_timeup","104","502"
"320080310","0","se_btl_tower_timeup","104","502"
"320080406","0","se_btl_tower_timeup","104","502"
"320080407","0","se_btl_tower_timeup","104","502"
"320080408","0","se_btl_tower_timeup","104","502"
"320080409","0","se_btl_tower_timeup","104","502"
"320080410","0","se_btl_tower_timeup","104","502"
"320080506","0","se_btl_tower_timeup","104","502"
"320080507","0","se_btl_tower_timeup","104","502"
"320080508","0","se_btl_tower_timeup","104","502"
"320080509","0","se_btl_tower_timeup","104","502"
"320080510","0","se_btl_tower_timeup","104","502"
"320090106","0","se_btl_tower_timeup","104","502"
"320090107","0","se_btl_tower_timeup","104","502"
"320090108","0","se_btl_tower_timeup","104","502"
"320090109","0","se_btl_tower_timeup","104","502"
"320090110","0","se_btl_tower_timeup","104","502"
"320090206","0","se_btl_tower_timeup","104","502"
"320090207","0","se_btl_tower_timeup","104","502"
"320090208","0","se_btl_tower_timeup","104","502"
"320090209","0","se_btl_tower_timeup","104","502"
"320090210","0","se_btl_tower_timeup","104","502"
"320090306","0","se_btl_tower_timeup","104","502"
"320090307","0","se_btl_tower_timeup","104","502"
"320090308","0","se_btl_tower_timeup","104","502"
"320090309","0","se_btl_tower_timeup","104","502"
"320090310","0","se_btl_tower_timeup","104","502"
"320090406","0","se_btl_tower_timeup","104","502"
"320090407","0","se_btl_tower_timeup","104","502"
"320090408","0","se_btl_tower_timeup","104","502"
"320090409","0","se_btl_tower_timeup","104","502"
"320090410","0","se_btl_tower_timeup","104","502"
"320090506","0","se_btl_tower_timeup","104","502"
"320090507","0","se_btl_tower_timeup","104","502"
"320090508","0","se_btl_tower_timeup","104","502"
"320090509","0","se_btl_tower_timeup","104","502"
"320090510","0","se_btl_tower_timeup","104","502"
"320100106","0","se_btl_tower_timeup","104","502"
"320100107","0","se_btl_tower_timeup","104","502"
"320100108","0","se_btl_tower_timeup","104","502"
"320100109","0","se_btl_tower_timeup","104","502"
"320100110","0","se_btl_tower_timeup","104","502"
"320100206","0","se_btl_tower_timeup","104","502"
"320100207","0","se_btl_tower_timeup","104","502"
"320100208","0","se_btl_tower_timeup","104","502"
"320100209","0","se_btl_tower_timeup","104","502"
"320100210","0","se_btl_tower_timeup","104","502"
"320100306","0","se_btl_tower_timeup","104","502"
"320100307","0","se_btl_tower_timeup","104","502"
"320100308","0","se_btl_tower_timeup","104","502"
"320100309","0","se_btl_tower_timeup","104","502"
"320100310","0","se_btl_tower_timeup","104","502"
"320100406","0","se_btl_tower_timeup","104","502"
"320100407","0","se_btl_tower_timeup","104","502"
"320100408","0","se_btl_tower_timeup","104","502"
"320100409","0","se_btl_tower_timeup","104","502"
"320100410","0","se_btl_tower_timeup","104","502"
"320100506","0","se_btl_tower_timeup","104","502"
"320100507","0","se_btl_tower_timeup","104","502"
"320100508","0","se_btl_tower_timeup","104","502"
"320100509","0","se_btl_tower_timeup","104","502"
"320100510","0","se_btl_tower_timeup","104","502"
"1005","0","se_btl_tower_timeup","133","504"
"320110106","0","se_btl_tower_timeup","104","502"
"320110107","0","se_btl_tower_timeup","104","502"
"320110108","0","se_btl_tower_timeup","104","502"
"320110109","0","se_btl_tower_timeup","104","502"
"320110110","0","se_btl_tower_timeup","104","502"
"320110206","0","se_btl_tower_timeup","104","502"
"320110207","0","se_btl_tower_timeup","104","502"
"320110208","0","se_btl_tower_timeup","104","502"
"320110209","0","se_btl_tower_timeup","104","502"
"320110210","0","se_btl_tower_timeup","104","502"
"320110306","0","se_btl_tower_timeup","104","502"
"320110307","0","se_btl_tower_timeup","104","502"
"320110308","0","se_btl_tower_timeup","104","502"
"320110309","0","se_btl_tower_timeup","104","502"
"320110310","0","se_btl_tower_timeup","104","502"
"320110406","0","se_btl_tower_timeup","104","502"
"320110407","0","se_btl_tower_timeup","104","502"
"320110408","0","se_btl_tower_timeup","104","502"
"320110409","0","se_btl_tower_timeup","104","502"
"320110410","0","se_btl_tower_timeup","104","502"
"320110506","0","se_btl_tower_timeup","104","502"
"320110507","0","se_btl_tower_timeup","104","502"
"320110508","0","se_btl_tower_timeup","104","502"
"320110509","0","se_btl_tower_timeup","104","502"
"320110510","0","se_btl_tower_timeup","104","502"
