25ea985587e4620a8409d9afc6251458060fa72094f01186fdd555efa6b8c47c,5a2c59706d76f6d8b67def6d29816d9d4d90e20539a346257296069ca48cb8b0,9b0a59a8b858af5241e385f27759ea02fa6b588591de6bef7ca4b24984f7d912,55bf196cf8532bb9987ca7a826ac3116e7b53d09034b7bf32716a2dc4a8c09d7,9e4e6289bd3a556d36635ebfe74c6574c97a7bc88e9f7109b599a34c15f8370c,68b9a391ea540cb87f811d603c9bb6b7cc913a289cbb1642e28e22f1947566bc,969918ef0132b10ca7e84ee5248a9ec9961e981b0fb3e1b9bcd03cd02e9ab88c
"1050","4","0","5","0","10102","0"
"1080","4","0","5","1","10102","0"
"1110","4","0","5","2","10102","0"
"1140","4","0","5","3","10102","0"
"1170","4","0","5","4","10102","0"
"1200","4","0","5","5","10102","0"
"1350","5","0","5","0","10102","0"
"1380","5","0","5","1","10102","0"
"1410","5","0","5","2","10102","0"
"1440","5","0","5","3","10102","0"
"1470","5","0","5","4","10102","0"
"1500","5","0","5","5","10102","0"
"1575","6","0","5","0","10102","0"
"1590","6","0","5","1","10102","0"
"1605","6","0","5","2","10102","0"
"1620","6","0","5","3","10102","0"
"1635","6","0","5","4","10102","0"
"1650","6","0","5","5","10102","0"
"1725","7","0","5","0","10102","0"
"1740","7","0","5","1","10102","0"
"1755","7","0","5","2","10102","0"
"1770","7","0","5","3","10102","0"
"1785","7","0","5","4","10102","0"
"1800","7","0","5","5","10102","0"
"1875","8","0","5","0","10102","0"
"1890","8","0","5","1","10102","0"
"1905","8","0","5","2","10102","0"
"1920","8","0","5","3","10102","0"
"1935","8","0","5","4","10102","0"
"1950","8","0","5","5","10102","0"
"2025","9","0","5","0","10102","0"
"2040","9","0","5","1","10102","0"
"2055","9","0","5","2","10102","0"
"2070","9","0","5","3","10102","0"
"2085","9","0","5","4","10102","0"
"2100","9","0","5","5","10102","0"
"2175","10","0","5","0","10102","0"
"2190","10","0","5","1","10102","0"
"2205","10","0","5","2","10102","0"
"2220","10","0","5","3","10102","0"
"2235","10","0","5","4","10102","0"
"2250","10","0","5","5","10102","0"
"150","1","0","7","0","10103","0"
"180","1","0","7","1","10103","0"
"210","1","0","7","2","10103","0"
"240","1","0","7","3","10103","0"
"270","1","0","7","4","10103","0"
"300","1","0","7","5","10103","0"
"450","2","0","7","0","10103","0"
"480","2","0","7","1","10103","0"
"510","2","0","7","2","10103","0"
"540","2","0","7","3","10103","0"
"570","2","0","7","4","10103","0"
"600","2","0","7","5","10103","0"
"750","3","0","7","0","10103","0"
"780","3","0","7","1","10103","0"
"810","3","0","7","2","10103","0"
"840","3","0","7","3","10103","0"
"870","3","0","7","4","10103","0"
"900","3","0","7","5","10103","0"
"1050","4","0","7","0","10103","0"
"1080","4","0","7","1","10103","0"
"1110","4","0","7","2","10103","0"
"1140","4","0","7","3","10103","0"
"1170","4","0","7","4","10103","0"
"1200","4","0","7","5","10103","0"
"1350","5","0","7","0","10103","0"
"1380","5","0","7","1","10103","0"
"1410","5","0","7","2","10103","0"
"1440","5","0","7","3","10103","0"
"1470","5","0","7","4","10103","0"
"1500","5","0","7","5","10103","0"
"1575","6","0","7","0","10103","0"
"1590","6","0","7","1","10103","0"
"1605","6","0","7","2","10103","0"
"1620","6","0","7","3","10103","0"
"1635","6","0","7","4","10103","0"
"1650","6","0","7","5","10103","0"
"1725","7","0","7","0","10103","0"
"1740","7","0","7","1","10103","0"
"1755","7","0","7","2","10103","0"
"1770","7","0","7","3","10103","0"
"1785","7","0","7","4","10103","0"
"1800","7","0","7","5","10103","0"
"1875","8","0","7","0","10103","0"
"1890","8","0","7","1","10103","0"
"1905","8","0","7","2","10103","0"
"1920","8","0","7","3","10103","0"
"1935","8","0","7","4","10103","0"
"1950","8","0","7","5","10103","0"
"2025","9","0","7","0","10103","0"
"2040","9","0","7","1","10103","0"
"2055","9","0","7","2","10103","0"
"2070","9","0","7","3","10103","0"
"2085","9","0","7","4","10103","0"
"2100","9","0","7","5","10103","0"
"2175","10","0","7","0","10103","0"
"2190","10","0","7","1","10103","0"
"2205","10","0","7","2","10103","0"
"2220","10","0","7","3","10103","0"
"2235","10","0","7","4","10103","0"
"2250","10","0","7","5","10103","0"
"300","1","0","10","0","10104","0"
"360","1","0","10","1","10104","0"
"420","1","0","10","2","10104","0"
"480","1","0","10","3","10104","0"
"540","1","0","10","4","10104","0"
"600","1","0","10","5","10104","0"
"900","2","0","10","0","10104","0"
"960","2","0","10","1","10104","0"
"1020","2","0","10","2","10104","0"
"1080","2","0","10","3","10104","0"
"1140","2","0","10","4","10104","0"
"1200","2","0","10","5","10104","0"
"1500","3","0","10","0","10104","0"
"1560","3","0","10","1","10104","0"
"1620","3","0","10","2","10104","0"
"1680","3","0","10","3","10104","0"
"1740","3","0","10","4","10104","0"
"1800","3","0","10","5","10104","0"
"2100","4","0","10","0","10104","0"
"2160","4","0","10","1","10104","0"
"2220","4","0","10","2","10104","0"
"2280","4","0","10","3","10104","0"
"2340","4","0","10","4","10104","0"
"2400","4","0","10","5","10104","0"
"2700","5","0","10","0","10104","0"
"2760","5","0","10","1","10104","0"
"2820","5","0","10","2","10104","0"
"2880","5","0","10","3","10104","0"
"2940","5","0","10","4","10104","0"
"3000","5","0","10","5","10104","0"
"3150","6","0","10","0","10104","0"
"3180","6","0","10","1","10104","0"
"3210","6","0","10","2","10104","0"
"3240","6","0","10","3","10104","0"
"3270","6","0","10","4","10104","0"
"3300","6","0","10","5","10104","0"
"3450","7","0","10","0","10104","0"
"3480","7","0","10","1","10104","0"
"3510","7","0","10","2","10104","0"
"3540","7","0","10","3","10104","0"
"3570","7","0","10","4","10104","0"
"3600","7","0","10","5","10104","0"
"3750","8","0","10","0","10104","0"
"3780","8","0","10","1","10104","0"
"3810","8","0","10","2","10104","0"
"3840","8","0","10","3","10104","0"
"3870","8","0","10","4","10104","0"
"3900","8","0","10","5","10104","0"
"4050","9","0","10","0","10104","0"
"4080","9","0","10","1","10104","0"
"4110","9","0","10","2","10104","0"
"4140","9","0","10","3","10104","0"
"4170","9","0","10","4","10104","0"
"4200","9","0","10","5","10104","0"
"4350","10","0","10","0","10104","0"
"4380","10","0","10","1","10104","0"
"4410","10","0","10","2","10104","0"
"4440","10","0","10","3","10104","0"
"4470","10","0","10","4","10104","0"
"4500","10","0","10","5","10104","0"
"300","1","0","2","0","10201","0"
"360","1","0","2","1","10201","0"
"420","1","0","2","2","10201","0"
"480","1","0","2","3","10201","0"
"540","1","0","2","4","10201","0"
"600","1","0","2","5","10201","0"
"900","2","0","2","0","10201","0"
"960","2","0","2","1","10201","0"
"1020","2","0","2","2","10201","0"
"1080","2","0","2","3","10201","0"
"1140","2","0","2","4","10201","0"
"1200","2","0","2","5","10201","0"
"1500","3","0","2","0","10201","0"
"1560","3","0","2","1","10201","0"
"1620","3","0","2","2","10201","0"
"1680","3","0","2","3","10201","0"
"1740","3","0","2","4","10201","0"
"1800","3","0","2","5","10201","0"
"2100","4","0","2","0","10201","0"
"2160","4","0","2","1","10201","0"
"2220","4","0","2","2","10201","0"
"2280","4","0","2","3","10201","0"
"2340","4","0","2","4","10201","0"
"2400","4","0","2","5","10201","0"
"2700","5","0","2","0","10201","0"
"2760","5","0","2","1","10201","0"
"2820","5","0","2","2","10201","0"
"2880","5","0","2","3","10201","0"
"2940","5","0","2","4","10201","0"
"3000","5","0","2","5","10201","0"
"3150","6","0","2","0","10201","0"
"3180","6","0","2","1","10201","0"
"3210","6","0","2","2","10201","0"
"3240","6","0","2","3","10201","0"
"3270","6","0","2","4","10201","0"
"3300","6","0","2","5","10201","0"
"3450","7","0","2","0","10201","0"
"3480","7","0","2","1","10201","0"
"3510","7","0","2","2","10201","0"
"3540","7","0","2","3","10201","0"
"3570","7","0","2","4","10201","0"
"3600","7","0","2","5","10201","0"
"3750","8","0","2","0","10201","0"
"3780","8","0","2","1","10201","0"
"3810","8","0","2","2","10201","0"
"3840","8","0","2","3","10201","0"
"3870","8","0","2","4","10201","0"
"3900","8","0","2","5","10201","0"
"4050","9","0","2","0","10201","0"
"4080","9","0","2","1","10201","0"
"4110","9","0","2","2","10201","0"
"4140","9","0","2","3","10201","0"
"4170","9","0","2","4","10201","0"
"4200","9","0","2","5","10201","0"
"4350","10","0","2","0","10201","0"
"4380","10","0","2","1","10201","0"
"4410","10","0","2","2","10201","0"
"4440","10","0","2","3","10201","0"
"4470","10","0","2","4","10201","0"
"4500","10","0","2","5","10201","0"
"150","1","0","5","0","10202","0"
"180","1","0","5","1","10202","0"
"210","1","0","5","2","10202","0"
"240","1","0","5","3","10202","0"
"270","1","0","5","4","10202","0"
"300","1","0","5","5","10202","0"
"450","2","0","5","0","10202","0"
"480","2","0","5","1","10202","0"
"510","2","0","5","2","10202","0"
"540","2","0","5","3","10202","0"
"570","2","0","5","4","10202","0"
"600","2","0","5","5","10202","0"
"750","3","0","5","0","10202","0"
"780","3","0","5","1","10202","0"
"810","3","0","5","2","10202","0"
"840","3","0","5","3","10202","0"
"870","3","0","5","4","10202","0"
"900","3","0","5","5","10202","0"
"1050","4","0","5","0","10202","0"
"1080","4","0","5","1","10202","0"
"1110","4","0","5","2","10202","0"
"1140","4","0","5","3","10202","0"
"1170","4","0","5","4","10202","0"
"1200","4","0","5","5","10202","0"
"1350","5","0","5","0","10202","0"
"1380","5","0","5","1","10202","0"
"1410","5","0","5","2","10202","0"
"1440","5","0","5","3","10202","0"
"1470","5","0","5","4","10202","0"
"1500","5","0","5","5","10202","0"
"1575","6","0","5","0","10202","0"
"1590","6","0","5","1","10202","0"
"1605","6","0","5","2","10202","0"
"1620","6","0","5","3","10202","0"
"1635","6","0","5","4","10202","0"
"1650","6","0","5","5","10202","0"
"1725","7","0","5","0","10202","0"
"1740","7","0","5","1","10202","0"
"1755","7","0","5","2","10202","0"
"1770","7","0","5","3","10202","0"
"1785","7","0","5","4","10202","0"
"1800","7","0","5","5","10202","0"
"1875","8","0","5","0","10202","0"
"1890","8","0","5","1","10202","0"
"1905","8","0","5","2","10202","0"
"1920","8","0","5","3","10202","0"
"1935","8","0","5","4","10202","0"
"1950","8","0","5","5","10202","0"
"2025","9","0","5","0","10202","0"
"2040","9","0","5","1","10202","0"
"2055","9","0","5","2","10202","0"
"2070","9","0","5","3","10202","0"
"2085","9","0","5","4","10202","0"
"2100","9","0","5","5","10202","0"
"2175","10","0","5","0","10202","0"
"2190","10","0","5","1","10202","0"
"2205","10","0","5","2","10202","0"
"2220","10","0","5","3","10202","0"
"2235","10","0","5","4","10202","0"
"2250","10","0","5","5","10202","0"
"150","1","0","6","0","10203","0"
"180","1","0","6","1","10203","0"
"210","1","0","6","2","10203","0"
"240","1","0","6","3","10203","0"
"270","1","0","6","4","10203","0"
"300","1","0","6","5","10203","0"
"450","2","0","6","0","10203","0"
"480","2","0","6","1","10203","0"
"510","2","0","6","2","10203","0"
"540","2","0","6","3","10203","0"
"570","2","0","6","4","10203","0"
"600","2","0","6","5","10203","0"
"750","3","0","6","0","10203","0"
"780","3","0","6","1","10203","0"
"810","3","0","6","2","10203","0"
"840","3","0","6","3","10203","0"
"870","3","0","6","4","10203","0"
"900","3","0","6","5","10203","0"
"1050","4","0","6","0","10203","0"
"1080","4","0","6","1","10203","0"
"1110","4","0","6","2","10203","0"
"1140","4","0","6","3","10203","0"
"1170","4","0","6","4","10203","0"
"1200","4","0","6","5","10203","0"
"1350","5","0","6","0","10203","0"
"1380","5","0","6","1","10203","0"
"1410","5","0","6","2","10203","0"
"1440","5","0","6","3","10203","0"
"1470","5","0","6","4","10203","0"
"1500","5","0","6","5","10203","0"
"1575","6","0","6","0","10203","0"
"1590","6","0","6","1","10203","0"
"1605","6","0","6","2","10203","0"
"1620","6","0","6","3","10203","0"
"1635","6","0","6","4","10203","0"
"1650","6","0","6","5","10203","0"
"1725","7","0","6","0","10203","0"
"1740","7","0","6","1","10203","0"
"1755","7","0","6","2","10203","0"
"1770","7","0","6","3","10203","0"
"1785","7","0","6","4","10203","0"
"1800","7","0","6","5","10203","0"
"1875","8","0","6","0","10203","0"
"1890","8","0","6","1","10203","0"
"1905","8","0","6","2","10203","0"
"1920","8","0","6","3","10203","0"
"1935","8","0","6","4","10203","0"
"1950","8","0","6","5","10203","0"
"2025","9","0","6","0","10203","0"
"2040","9","0","6","1","10203","0"
"2055","9","0","6","2","10203","0"
"2070","9","0","6","3","10203","0"
"2085","9","0","6","4","10203","0"
"2100","9","0","6","5","10203","0"
"2175","10","0","6","0","10203","0"
"2190","10","0","6","1","10203","0"
"2205","10","0","6","2","10203","0"
"2220","10","0","6","3","10203","0"
"2235","10","0","6","4","10203","0"
"2250","10","0","6","5","10203","0"
"300","1","0","10","0","10204","0"
"360","1","0","10","1","10204","0"
"420","1","0","10","2","10204","0"
"480","1","0","10","3","10204","0"
"540","1","0","10","4","10204","0"
"600","1","0","10","5","10204","0"
"900","2","0","10","0","10204","0"
"960","2","0","10","1","10204","0"
"1020","2","0","10","2","10204","0"
"1080","2","0","10","3","10204","0"
"1140","2","0","10","4","10204","0"
"1200","2","0","10","5","10204","0"
"1500","3","0","10","0","10204","0"
"1560","3","0","10","1","10204","0"
"1620","3","0","10","2","10204","0"
"1680","3","0","10","3","10204","0"
"1740","3","0","10","4","10204","0"
"1800","3","0","10","5","10204","0"
"2100","4","0","10","0","10204","0"
"2160","4","0","10","1","10204","0"
"2220","4","0","10","2","10204","0"
"2280","4","0","10","3","10204","0"
"2340","4","0","10","4","10204","0"
"2400","4","0","10","5","10204","0"
"2700","5","0","10","0","10204","0"
"2760","5","0","10","1","10204","0"
"2820","5","0","10","2","10204","0"
"2880","5","0","10","3","10204","0"
"2940","5","0","10","4","10204","0"
"3000","5","0","10","5","10204","0"
"3150","6","0","10","0","10204","0"
"3180","6","0","10","1","10204","0"
"3210","6","0","10","2","10204","0"
"3240","6","0","10","3","10204","0"
"3270","6","0","10","4","10204","0"
"3300","6","0","10","5","10204","0"
"3450","7","0","10","0","10204","0"
"3480","7","0","10","1","10204","0"
"3510","7","0","10","2","10204","0"
"3540","7","0","10","3","10204","0"
"3570","7","0","10","4","10204","0"
"3600","7","0","10","5","10204","0"
"3750","8","0","10","0","10204","0"
"3780","8","0","10","1","10204","0"
"3810","8","0","10","2","10204","0"
"3840","8","0","10","3","10204","0"
"3870","8","0","10","4","10204","0"
"3900","8","0","10","5","10204","0"
"4050","9","0","10","0","10204","0"
"4080","9","0","10","1","10204","0"
"4110","9","0","10","2","10204","0"
"4140","9","0","10","3","10204","0"
"4170","9","0","10","4","10204","0"
"4200","9","0","10","5","10204","0"
"4350","10","0","10","0","10204","0"
"4380","10","0","10","1","10204","0"
"4410","10","0","10","2","10204","0"
"4440","10","0","10","3","10204","0"
"4470","10","0","10","4","10204","0"
"4500","10","0","10","5","10204","0"
"150","1","0","1","0","10301","0"
"180","1","0","1","1","10301","0"
"210","1","0","1","2","10301","0"
"240","1","0","1","3","10301","0"
"270","1","0","1","4","10301","0"
"300","1","0","1","5","10301","0"
"450","2","0","1","0","10301","0"
"480","2","0","1","1","10301","0"
"510","2","0","1","2","10301","0"
"540","2","0","1","3","10301","0"
"570","2","0","1","4","10301","0"
"600","2","0","1","5","10301","0"
"750","3","0","1","0","10301","0"
"780","3","0","1","1","10301","0"
"810","3","0","1","2","10301","0"
"840","3","0","1","3","10301","0"
"870","3","0","1","4","10301","0"
"900","3","0","1","5","10301","0"
"1050","4","0","1","0","10301","0"
"1080","4","0","1","1","10301","0"
"1110","4","0","1","2","10301","0"
"1140","4","0","1","3","10301","0"
"1170","4","0","1","4","10301","0"
"1200","4","0","1","5","10301","0"
"1350","5","0","1","0","10301","0"
"1380","5","0","1","1","10301","0"
"1410","5","0","1","2","10301","0"
"1440","5","0","1","3","10301","0"
"1470","5","0","1","4","10301","0"
"1500","5","0","1","5","10301","0"
"1575","6","0","1","0","10301","0"
"1590","6","0","1","1","10301","0"
"1605","6","0","1","2","10301","0"
"1620","6","0","1","3","10301","0"
"1635","6","0","1","4","10301","0"
"1650","6","0","1","5","10301","0"
"1725","7","0","1","0","10301","0"
"1740","7","0","1","1","10301","0"
"1755","7","0","1","2","10301","0"
"1770","7","0","1","3","10301","0"
"1785","7","0","1","4","10301","0"
"1800","7","0","1","5","10301","0"
"1875","8","0","1","0","10301","0"
"1890","8","0","1","1","10301","0"
"1905","8","0","1","2","10301","0"
"1920","8","0","1","3","10301","0"
"1935","8","0","1","4","10301","0"
"1950","8","0","1","5","10301","0"
"2025","9","0","1","0","10301","0"
"2040","9","0","1","1","10301","0"
"2055","9","0","1","2","10301","0"
"2070","9","0","1","3","10301","0"
"2085","9","0","1","4","10301","0"
"2100","9","0","1","5","10301","0"
"2175","10","0","1","0","10301","0"
"2190","10","0","1","1","10301","0"
"2205","10","0","1","2","10301","0"
"2220","10","0","1","3","10301","0"
"2235","10","0","1","4","10301","0"
"2250","10","0","1","5","10301","0"
"150","1","0","3","0","10302","0"
"180","1","0","3","1","10302","0"
"210","1","0","3","2","10302","0"
"240","1","0","3","3","10302","0"
"270","1","0","3","4","10302","0"
"300","1","0","3","5","10302","0"
"450","2","0","3","0","10302","0"
"480","2","0","3","1","10302","0"
"510","2","0","3","2","10302","0"
"540","2","0","3","3","10302","0"
"570","2","0","3","4","10302","0"
"600","2","0","3","5","10302","0"
"750","3","0","3","0","10302","0"
"780","3","0","3","1","10302","0"
"810","3","0","3","2","10302","0"
"840","3","0","3","3","10302","0"
"870","3","0","3","4","10302","0"
"900","3","0","3","5","10302","0"
"1050","4","0","3","0","10302","0"
"1080","4","0","3","1","10302","0"
"1110","4","0","3","2","10302","0"
"1140","4","0","3","3","10302","0"
"1170","4","0","3","4","10302","0"
"1200","4","0","3","5","10302","0"
"1350","5","0","3","0","10302","0"
"1380","5","0","3","1","10302","0"
"1410","5","0","3","2","10302","0"
"1440","5","0","3","3","10302","0"
"1470","5","0","3","4","10302","0"
"1500","5","0","3","5","10302","0"
"1575","6","0","3","0","10302","0"
"1590","6","0","3","1","10302","0"
"1605","6","0","3","2","10302","0"
"1620","6","0","3","3","10302","0"
"1635","6","0","3","4","10302","0"
"1650","6","0","3","5","10302","0"
"1725","7","0","3","0","10302","0"
"1740","7","0","3","1","10302","0"
"1755","7","0","3","2","10302","0"
"1770","7","0","3","3","10302","0"
"1785","7","0","3","4","10302","0"
"1800","7","0","3","5","10302","0"
"1875","8","0","3","0","10302","0"
"1890","8","0","3","1","10302","0"
"1905","8","0","3","2","10302","0"
"1920","8","0","3","3","10302","0"
"1935","8","0","3","4","10302","0"
"1950","8","0","3","5","10302","0"
"2025","9","0","3","0","10302","0"
"2040","9","0","3","1","10302","0"
"2055","9","0","3","2","10302","0"
"2070","9","0","3","3","10302","0"
"2085","9","0","3","4","10302","0"
"2100","9","0","3","5","10302","0"
"2175","10","0","3","0","10302","0"
"2190","10","0","3","1","10302","0"
"2205","10","0","3","2","10302","0"
"2220","10","0","3","3","10302","0"
"2235","10","0","3","4","10302","0"
"2250","10","0","3","5","10302","0"
"150","1","0","4","0","10303","0"
"180","1","0","4","1","10303","0"
"210","1","0","4","2","10303","0"
"240","1","0","4","3","10303","0"
"270","1","0","4","4","10303","0"
"300","1","0","4","5","10303","0"
"450","2","0","4","0","10303","0"
"480","2","0","4","1","10303","0"
"510","2","0","4","2","10303","0"
"540","2","0","4","3","10303","0"
"570","2","0","4","4","10303","0"
"600","2","0","4","5","10303","0"
"750","3","0","4","0","10303","0"
"780","3","0","4","1","10303","0"
"810","3","0","4","2","10303","0"
"840","3","0","4","3","10303","0"
"870","3","0","4","4","10303","0"
"900","3","0","4","5","10303","0"
"1050","4","0","4","0","10303","0"
"1080","4","0","4","1","10303","0"
"1110","4","0","4","2","10303","0"
"1140","4","0","4","3","10303","0"
"1170","4","0","4","4","10303","0"
"1200","4","0","4","5","10303","0"
"1350","5","0","4","0","10303","0"
"1380","5","0","4","1","10303","0"
"1410","5","0","4","2","10303","0"
"1440","5","0","4","3","10303","0"
"1470","5","0","4","4","10303","0"
"1500","5","0","4","5","10303","0"
"1575","6","0","4","0","10303","0"
"1590","6","0","4","1","10303","0"
"1605","6","0","4","2","10303","0"
"1620","6","0","4","3","10303","0"
"1635","6","0","4","4","10303","0"
"1650","6","0","4","5","10303","0"
"1725","7","0","4","0","10303","0"
"1740","7","0","4","1","10303","0"
"1755","7","0","4","2","10303","0"
"1770","7","0","4","3","10303","0"
"1785","7","0","4","4","10303","0"
"1800","7","0","4","5","10303","0"
"1875","8","0","4","0","10303","0"
"1890","8","0","4","1","10303","0"
"1905","8","0","4","2","10303","0"
"1920","8","0","4","3","10303","0"
"1935","8","0","4","4","10303","0"
"1950","8","0","4","5","10303","0"
"2025","9","0","4","0","10303","0"
"2040","9","0","4","1","10303","0"
"2055","9","0","4","2","10303","0"
"2070","9","0","4","3","10303","0"
"2085","9","0","4","4","10303","0"
"2100","9","0","4","5","10303","0"
"2175","10","0","4","0","10303","0"
"2190","10","0","4","1","10303","0"
"2205","10","0","4","2","10303","0"
"2220","10","0","4","3","10303","0"
"2235","10","0","4","4","10303","0"
"2250","10","0","4","5","10303","0"
"200","1","0","11","0","10304","0"
"240","1","0","11","1","10304","0"
"280","1","0","11","2","10304","0"
"320","1","0","11","3","10304","0"
"360","1","0","11","4","10304","0"
"400","1","0","11","5","10304","0"
"600","2","0","11","0","10304","0"
"640","2","0","11","1","10304","0"
"680","2","0","11","2","10304","0"
"720","2","0","11","3","10304","0"
"760","2","0","11","4","10304","0"
"800","2","0","11","5","10304","0"
"1000","3","0","11","0","10304","0"
"1040","3","0","11","1","10304","0"
"1080","3","0","11","2","10304","0"
"1120","3","0","11","3","10304","0"
"1160","3","0","11","4","10304","0"
"1200","3","0","11","5","10304","0"
"1400","4","0","11","0","10304","0"
"1440","4","0","11","1","10304","0"
"1480","4","0","11","2","10304","0"
"1520","4","0","11","3","10304","0"
"1560","4","0","11","4","10304","0"
"1600","4","0","11","5","10304","0"
"1800","5","0","11","0","10304","0"
"1840","5","0","11","1","10304","0"
"1880","5","0","11","2","10304","0"
"1920","5","0","11","3","10304","0"
"1960","5","0","11","4","10304","0"
"2000","5","0","11","5","10304","0"
"2100","6","0","11","0","10304","0"
"2120","6","0","11","1","10304","0"
"2140","6","0","11","2","10304","0"
"2160","6","0","11","3","10304","0"
"2180","6","0","11","4","10304","0"
"2200","6","0","11","5","10304","0"
"2300","7","0","11","0","10304","0"
"2320","7","0","11","1","10304","0"
"2340","7","0","11","2","10304","0"
"2360","7","0","11","3","10304","0"
"2380","7","0","11","4","10304","0"
"2400","7","0","11","5","10304","0"
"2500","8","0","11","0","10304","0"
"2520","8","0","11","1","10304","0"
"2540","8","0","11","2","10304","0"
"2560","8","0","11","3","10304","0"
"2580","8","0","11","4","10304","0"
"2600","8","0","11","5","10304","0"
"2700","9","0","11","0","10304","0"
"2720","9","0","11","1","10304","0"
"2740","9","0","11","2","10304","0"
"2760","9","0","11","3","10304","0"
"2780","9","0","11","4","10304","0"
"2800","9","0","11","5","10304","0"
"2900","10","0","11","0","10304","0"
"2920","10","0","11","1","10304","0"
"2940","10","0","11","2","10304","0"
"2960","10","0","11","3","10304","0"
"2980","10","0","11","4","10304","0"
"3000","10","0","11","5","10304","0"
"150","1","0","1","0","10401","0"
"180","1","0","1","1","10401","0"
"210","1","0","1","2","10401","0"
"240","1","0","1","3","10401","0"
"270","1","0","1","4","10401","0"
"300","1","0","1","5","10401","0"
"450","2","0","1","0","10401","0"
"480","2","0","1","1","10401","0"
"510","2","0","1","2","10401","0"
"540","2","0","1","3","10401","0"
"570","2","0","1","4","10401","0"
"600","2","0","1","5","10401","0"
"750","3","0","1","0","10401","0"
"780","3","0","1","1","10401","0"
"810","3","0","1","2","10401","0"
"840","3","0","1","3","10401","0"
"870","3","0","1","4","10401","0"
"900","3","0","1","5","10401","0"
"1050","4","0","1","0","10401","0"
"1080","4","0","1","1","10401","0"
"1110","4","0","1","2","10401","0"
"1140","4","0","1","3","10401","0"
"1170","4","0","1","4","10401","0"
"1200","4","0","1","5","10401","0"
"1350","5","0","1","0","10401","0"
"1380","5","0","1","1","10401","0"
"1410","5","0","1","2","10401","0"
"1440","5","0","1","3","10401","0"
"1470","5","0","1","4","10401","0"
"1500","5","0","1","5","10401","0"
"1575","6","0","1","0","10401","0"
"1590","6","0","1","1","10401","0"
"1605","6","0","1","2","10401","0"
"1620","6","0","1","3","10401","0"
