e9dfcd24a59bea3abdf9e4fb4ec3ae7dfe6b3130cab4e8aa6393a4c00930d506,cde33f3ba6e6afa3877f8f6d834fd4a937772b8db75a129eac11ce63149f3b04,2615b50b3379716ecebf2a922927ed9cf9a7ea59862a878aefaad9e3a5de948b,102b3872a18ea85a7fb54c5e68e00c8adbf7a874f13f74c085f37bac607057b3,e3f2152e06ef61fc152471388da369e16a33f88cffe6801930fd1559a65ec30d,a05b281520621d39a653843e0ecaca4fc43d48a0be0c72870c220ba12c5f0942,fec1c2dd45e58a61c04b35f310e077bc144e495ef4c8b3d34e6ec7c36a773b8b,325a46ff94226ddf21be442c6b1072b2a45992b0ef35bd3fad73ce1a0b42436a,2b52c66cee7bf78a5153b52388b2cbe23105df75d680ac1c26d29041971a74e3,461ed8dc375f75f0af637377e20ef5d281f34a8e3305bfef52f649ec080a3280,e8487b4a1c752d292ec39c1445e573175ca8e4e3bba371bb5099dafff310132e
"2","91002","10","8","34","25021","2","25015","58","163","285001058"
"2","91002","10","8","34","25021","2","25015","59","166","285001059"
"2","91002","30","8","35","25021","2","25015","60","169","285001060"
"2","91002","10","8","35","25021","2","25015","61","171","285001061"
"2","91002","10","8","35","25021","2","25015","62","174","285001062"
"2","91002","10","8","36","25021","2","25015","63","177","285001063"
"2","91002","10","8","36","25021","2","25015","64","180","285001064"
"2","91002","10","8","36","25021","2","25015","65","182","285001065"
"2","91002","10","8","37","25021","2","25015","66","185","285001066"
"2","91002","10","8","37","25021","2","25015","67","187","285001067"
"2","91002","10","8","37","25021","2","25015","68","190","285001068"
"2","91002","10","8","38","25021","2","25015","69","193","285001069"
"2","91002","30","8","38","25021","2","25015","70","196","285001070"
"2","91002","10","8","39","25021","2","25015","71","200","285001071"
"2","91002","10","8","39","25021","2","25015","72","204","285001072"
"2","91002","10","8","40","25021","2","25015","73","208","285001073"
"2","91002","10","8","40","25021","2","25015","74","212","285001074"
"2","91002","10","8","41","25021","2","25015","75","216","285001075"
"2","91002","10","8","41","25021","2","25015","76","220","285001076"
"2","91002","10","8","42","25021","2","25015","77","224","285001077"
"2","91002","10","8","42","25021","2","25015","78","228","285001078"
"2","91002","10","8","43","25021","2","25015","79","232","285001079"
"2","91002","30","8","43","25021","2","25015","80","236","285001080"
"2","91002","10","8","44","25021","2","25015","81","240","285001081"
"2","91002","10","8","44","25021","2","25015","82","244","285001082"
"2","91002","10","8","45","25021","2","25015","83","248","285001083"
"2","91002","10","8","45","25021","2","25015","84","252","285001084"
"2","91002","10","8","46","25021","2","25015","85","256","285001085"
"2","91002","10","8","46","25021","2","25015","86","260","285001086"
"2","91002","10","8","47","25021","2","25015","87","264","285001087"
"2","91002","10","8","47","25021","2","25015","88","268","285001088"
"2","91002","10","8","48","25021","2","25015","89","272","285001089"
"2","91002","30","8","48","25021","2","25015","90","276","285001090"
"2","91002","10","8","49","25021","2","25015","91","280","285001091"
"2","91002","10","8","49","25021","2","25015","92","284","285001092"
"2","91002","10","8","50","25021","2","25015","93","288","285001093"
"2","91002","10","8","50","25021","2","25015","94","292","285001094"
"2","91002","10","8","51","25021","2","25015","95","296","285001095"
"2","91002","10","8","51","25021","2","25015","96","300","285001096"
"2","91002","10","8","52","25021","2","25015","97","304","285001097"
"2","91002","10","8","52","25021","2","25015","98","308","285001098"
"2","91002","10","8","53","25021","2","25015","99","312","285001099"
"2","91002","30","8","53","25021","2","25015","100","316","285001100"
