baa4a8c851c742be96b8c8ac39e0d95fb0e39a0285f6ceb9f7e93758c7ceb156,bc288163bc9a8aaba321bf6ad11f9578437b9349048c56ac3e89f024e12c740a,20513d7dc069718131835c13d401cbedd748e3deee392fe80a02af647d856628,89502e503b37bc8f266694cfc8bcfe50ca9de4e58098f92065492d60caacdb42,8ebf0a922d1d670d238a040d300f1a0d54f430413d014a854a907a007017a481,cf0bf33e1555b307162442e0e5a5c4e8280a52984f7f5037d0e07789ed4e0362
"10017","10017001","0","10017102","1","1"
"10017","10017002","0","10017108","1","2"
"10017","10017003","0","10017115","1","3"
"10017","10017301","0","0","101","105801"
"10017","10017302","0","10017102","101","109901"
"10017","10017303","0","0","102","109901"
"10017","10017531","0","1001704","3","211"
"10021","10021001","101931","10021112","501","101921"
"10021","10021002","101932","10021112","501","101922"
"10021","10021003","101933","10021112","501","101923"
"10021","10021004","100351","10021112","501","100011"
"10021","10021005","100352","10021112","501","100012"
"10021","10021006","100353","10021112","501","100013"
"10021","10021007","100354","10021112","501","100014"
"10021","10021008","100355","10021112","501","100015"
"10021","10021009","100356","10021112","501","100016"
"10021","10021010","100357","10021112","501","100017"
"10021","10021011","100358","10021112","501","100018"
"10021","10021012","100359","10021112","501","100019"
"10039","10039531","0","1003904","3","211"
"10053","10053001","0","10053102","1","1"
"10053","10053002","0","10053108","1","2"
"10053","10053003","0","10053115","1","3"
"10053","10053301","0","0","101","105801"
"10053","10053302","0","10053102","101","109901"
"10053","10053303","0","0","102","109901"
"10053","10053531","0","1005304","3","211"
"10084","10084001","0","10084102","1","1"
"10084","10084002","0","10084112","1","2"
"10084","10084003","0","10084115","1","3"
"10085","10085001","0","10085102","1","1"
"10085","10085002","0","10085108","1","2"
"10085","10085003","0","10085115","1","3"
"10112","10112001","0","10112102","1","1"
"10112","10112002","0","10112112","1","2"
"10112","10112003","0","10112115","1","3"
"10113","10113001","0","10113102","1","1"
"10113","10113002","0","10113108","1","2"
"10113","10113003","0","10113115","1","3"
"10153","10153001","0","10153102","1","1"
"10153","10153002","0","10153108","1","2"
"10153","10153003","0","10153115","1","3"
"10153","10153301","0","0","101","105801"
"10153","10153302","0","10153102","101","109901"
"10153","10153303","0","0","102","109901"
"10153","10153531","0","1015304","3","211"
"20008","20008001","0","20008103","1","1"
"20008","20008002","0","20008104","1","2"
"20008","20008003","0","20008105","1","3"
"20008","20008004","0","20008107","1","4"
"20008","20008005","0","20008111","1","5"
"20008","20008006","0","0","2","201"
"20008","20008201","0","20008105","201","101"
"20008","20008202","0","20008107","201","102"
"20008","20008203","0","20008111","201","103"
"20008","20008204","0","20008115","202","111"
"20008","20008301","0","0","101","105601"
"20008","20008302","0","20008103","101","100901"
"20008","20008303","0","20008104","101","101301"
"20008","20008304","0","20008105","101","105601"
"20008","20008305","0","20008107","101","101301"
"20008","20008306","0","20008111","101","100901"
"20008","20008307","0","0","102","105601"
"20010","20010001","0","0","2","201"
"20010","20010002","0","20010110","1","1"
"20010","20010003","0","20010112","1","2"
"20010","20010004","0","20010115","1","3"
"20010","20010005","0","20010103","1","4"
"20010","20010006","0","20010105","1","5"
"20010","20010007","0","20010107","1","6"
"20010","20010008","0","20010109","1","7"
"20010","20010201","0","20010112","211","101"
"20010","20010202","0","20010115","211","0"
"20010","20010501","101471","20010110","501","101461"
"20010","20010502","101472","20010110","501","101462"
"20010","20010503","101473","20010110","501","101463"
"20010","20010531","0","2001004","3","211"
"20012","20012001","0","2001201","4","1"
"20012","20012002","0","2001202","4","2"
"20012","20012003","0","2001203","4","3"
"20012","20012004","0","2001204","4","4"
"20012","20012301","0","2001201","5","101"
"20012","20012302","0","2001202","5","101"
"20012","20012303","0","2001203","5","101"
"20012","20012401","0","0","6","501"
"20012","20012531","0","2001204","3","211"
"20014","20014531","0","2001404","3","211"
"20016","20016001","101931","20016112","501","101921"
"20016","20016002","101932","20016112","501","101922"
"20016","20016003","101933","20016112","501","101923"
"20016","20016004","100351","20016112","501","100011"
"20016","20016005","100352","20016112","501","100012"
"20016","20016006","100353","20016112","501","100013"
"20016","20016007","100354","20016112","501","100014"
"20016","20016008","100355","20016112","501","100015"
"20016","20016009","100356","20016112","501","100016"
"20016","20016010","100357","20016112","501","100017"
"20016","20016011","100358","20016112","501","100018"
"20016","20016012","100359","20016112","501","100019"
"20046","20046001","0","20046102","1","1"
"20046","20046002","0","20046112","1","2"
"20046","20046003","0","20046115","1","3"
"20047","20047001","0","20047102","1","1"
"20047","20047002","0","20047108","1","2"
"20047","20047003","0","20047115","1","3"
