28ba877242e8f0309e3374044832e151bc767b2412683c8a4a32772cbbd7e06f,7f88395a662bfabef8f31f60f0b440d4029d52998eca1ec38db62cbf2e9c152f,d6f81762d07c4d9311a4b7b1d282cbee80c1f2e9d59d2bffa0dcd50a1453a16a,77060dab16d72f07bd59f4d82070b8d997b1be6d0fea3204a3c6db00699066bd,b07fb774f652eb89a5a1506ab5fe2a9d8670817aae2b28a68b32cdca82af285f
"128","44250","11001003","18","4202302"
"129","44250","11001003","18","4202303"
"130","2000","11001003","18","4202401"
"131","333332","11001003","18","4302101"
"132","80000","11001003","18","4302201"
"133","80000","11001003","18","4302202"
"134","44250","11001003","18","4302301"
"135","44250","11001003","18","4302302"
"136","2000","11001003","18","4302401"
"137","0","11001003","2","99006"
"138","0","11001003","12","94002"
"139","0","11001003","2","90008"
"140","0","11001003","2","26201"
"141","0","11001003","2","23002"
"142","750000","11001004","18","4108101"
"143","120000","11001004","18","4108201"
"144","120000","11001004","18","4108202"
"145","120000","11001004","18","4108203"
"146","120000","11001004","18","4108251"
"147","66374","11001004","18","4108301"
"148","66374","11001004","18","4108302"
"149","66374","11001004","18","4108303"
"150","66374","11001004","18","4108351"
"151","4500","11001004","18","4108401"
"152","750000","11001004","18","4109101"
"153","120000","11001004","18","4109201"
"154","120000","11001004","18","4109202"
"155","120000","11001004","18","4109203"
"156","120000","11001004","18","4109251"
"157","66374","11001004","18","4109301"
"158","66374","11001004","18","4109302"
"159","66374","11001004","18","4109303"
"160","66374","11001004","18","4109351"
"161","4500","11001004","18","4109401"
"162","333334","11001004","18","4203101"
"163","80000","11001004","18","4203201"
"164","80000","11001004","18","4203202"
"165","80000","11001004","18","4203203"
"166","44250","11001004","18","4203301"
"167","44250","11001004","18","4203302"
"168","44250","11001004","18","4203303"
"169","2000","11001004","18","4203401"
"170","333334","11001004","18","4204101"
"171","80000","11001004","18","4204201"
"172","80000","11001004","18","4204202"
"173","80000","11001004","18","4204203"
"174","44250","11001004","18","4204301"
"175","44250","11001004","18","4204302"
"176","44250","11001004","18","4204303"
"177","2000","11001004","18","4204401"
"178","333332","11001004","18","4304101"
"179","80000","11001004","18","4304201"
"180","80000","11001004","18","4304202"
"181","44250","11001004","18","4304301"
"182","44250","11001004","18","4304302"
"183","2000","11001004","18","4304401"
"184","0","11001004","2","99006"
"185","0","11001004","12","94002"
"186","0","11001004","2","90008"
"187","0","11001004","2","26201"
"188","0","11001004","2","23002"
"189","750000","11001005","18","4103101"
"190","120000","11001005","18","4103201"
"191","120000","11001005","18","4103202"
"192","120000","11001005","18","4103203"
"193","120000","11001005","18","4103251"
"194","66374","11001005","18","4103301"
"195","66374","11001005","18","4103302"
"196","66374","11001005","18","4103303"
"197","66374","11001005","18","4103351"
"198","4500","11001005","18","4103401"
"199","750000","11001005","18","4107101"
"200","120000","11001005","18","4107201"
"201","120000","11001005","18","4107202"
"202","120000","11001005","18","4107203"
"203","120000","11001005","18","4107251"
"204","66374","11001005","18","4107301"
"205","66374","11001005","18","4107302"
"206","66374","11001005","18","4107303"
"207","66374","11001005","18","4107351"
"208","4500","11001005","18","4107401"
"209","333334","11001005","18","4201101"
"210","80000","11001005","18","4201201"
"211","80000","11001005","18","4201202"
"212","80000","11001005","18","4201203"
"213","44250","11001005","18","4201301"
"214","44250","11001005","18","4201302"
"215","44250","11001005","18","4201303"
"216","2000","11001005","18","4201401"
"217","333334","11001005","18","4202101"
"218","80000","11001005","18","4202201"
"219","80000","11001005","18","4202202"
"220","80000","11001005","18","4202203"
"221","44250","11001005","18","4202301"
"222","44250","11001005","18","4202302"
"223","44250","11001005","18","4202303"
"224","2000","11001005","18","4202401"
"225","333332","11001005","18","4303101"
"226","80000","11001005","18","4303201"
"227","80000","11001005","18","4303202"
"228","44250","11001005","18","4303301"
"229","44250","11001005","18","4303302"
"230","2000","11001005","18","4303401"
"231","0","11001005","2","99006"
"232","0","11001005","12","94002"
"233","0","11001005","2","90008"
"234","0","11001005","2","26201"
"235","0","11001005","2","23002"
"236","500000","11002001","18","4101101"
"237","80000","11002001","18","4101201"
"238","80000","11002001","18","4101202"
"239","80000","11002001","18","4101203"
"240","80000","11002001","18","4101251"
"241","44250","11002001","18","4101301"
"242","44250","11002001","18","4101302"
"243","44250","11002001","18","4101303"
"244","44250","11002001","18","4101351"
"245","3000","11002001","18","4101401"
"246","500000","11002001","18","4104101"
"247","80000","11002001","18","4104201"
"248","80000","11002001","18","4104202"
"249","80000","11002001","18","4104203"
"250","80000","11002001","18","4104251"
"251","44250","11002001","18","4104301"
"252","44250","11002001","18","4104302"
"253","44250","11002001","18","4104303"
"254","44250","11002001","18","4104351"
"255","3000","11002001","18","4104401"
"256","300000","11002001","18","4201101"
"257","63945","11002001","18","4201201"
"258","63945","11002001","18","4201202"
"259","63945","11002001","18","4201203"
"260","35376","11002001","18","4201301"
"261","35379","11002001","18","4201302"
"262","35379","11002001","18","4201303"
"263","1800","11002001","18","4201401"
"264","300000","11002001","18","4202101"
"265","63948","11002001","18","4202201"
"266","63948","11002001","18","4202202"
"267","63948","11002001","18","4202203"
"268","35379","11002001","18","4202301"
"269","35379","11002001","18","4202302"
"270","35379","11002001","18","4202303"
"271","1800","11002001","18","4202401"
"272","899999","11002001","18","4301101"
"273","215999","11002001","18","4301201"
"274","215999","11002001","18","4301202"
"275","144000","11002001","18","4301251"
"276","119700","11002001","18","4301301"
"277","119700","11002001","18","4301302"
"278","79650","11002001","18","4301351"
"279","5400","11002001","18","4301401"
"280","0","11002001","2","99006"
"281","0","11002001","12","94002"
"282","0","11002001","2","90008"
"283","0","11002001","2","26201"
"284","0","11002001","2","23002"
"285","500000","11002002","18","4106101"
"286","80000","11002002","18","4106201"
"287","80000","11002002","18","4106202"
"288","80000","11002002","18","4106203"
"289","80000","11002002","18","4106251"
"290","44250","11002002","18","4106301"
"291","44250","11002002","18","4106302"
"292","44250","11002002","18","4106303"
"293","44250","11002002","18","4106351"
"294","3000","11002002","18","4106401"
"295","500000","11002002","18","4110101"
"296","80000","11002002","18","4110201"
"297","80000","11002002","18","4110202"
"298","80000","11002002","18","4110203"
"299","80000","11002002","18","4110251"
"300","44250","11002002","18","4110301"
"301","44250","11002002","18","4110302"
"302","44250","11002002","18","4110303"
"303","44250","11002002","18","4110351"
"304","3000","11002002","18","4110401"
"305","300000","11002002","18","4203101"
"306","63945","11002002","18","4203201"
"307","63945","11002002","18","4203202"
"308","63945","11002002","18","4203203"
"309","35376","11002002","18","4203301"
"310","35379","11002002","18","4203302"
"311","35379","11002002","18","4203303"
"312","1800","11002002","18","4203401"
"313","300000","11002002","18","4204101"
"314","63948","11002002","18","4204201"
"315","63948","11002002","18","4204202"
"316","63948","11002002","18","4204203"
"317","35379","11002002","18","4204301"
"318","35379","11002002","18","4204302"
"319","35379","11002002","18","4204303"
"320","1800","11002002","18","4204401"
"321","899999","11002002","18","4305101"
"322","215999","11002002","18","4305201"
"323","215999","11002002","18","4305202"
"324","144000","11002002","18","4305251"
"325","119700","11002002","18","4305301"
"326","119700","11002002","18","4305302"
"327","79650","11002002","18","4305351"
"328","5400","11002002","18","4305401"
"329","0","11002002","2","99006"
"330","0","11002002","12","94002"
"331","0","11002002","2","90008"
"332","0","11002002","2","26201"
"333","0","11002002","2","23002"
"334","500000","11002003","18","4102101"
"335","80000","11002003","18","4102201"
"336","80000","11002003","18","4102202"
"337","80000","11002003","18","4102203"
"338","80000","11002003","18","4102251"
"339","44250","11002003","18","4102301"
"340","44250","11002003","18","4102302"
"341","44250","11002003","18","4102303"
"342","44250","11002003","18","4102351"
"343","3000","11002003","18","4102401"
"344","500000","11002003","18","4105101"
"345","80000","11002003","18","4105201"
"346","80000","11002003","18","4105202"
"347","80000","11002003","18","4105203"
"348","80000","11002003","18","4105251"
"349","44250","11002003","18","4105301"
"350","44250","11002003","18","4105302"
"351","44250","11002003","18","4105303"
"352","44250","11002003","18","4105351"
"353","3000","11002003","18","4105401"
"354","300000","11002003","18","4201101"
"355","63945","11002003","18","4201201"
"356","63945","11002003","18","4201202"
"357","63945","11002003","18","4201203"
"358","35376","11002003","18","4201301"
"359","35379","11002003","18","4201302"
"360","35379","11002003","18","4201303"
"361","1800","11002003","18","4201401"
"362","300000","11002003","18","4202101"
"363","63948","11002003","18","4202201"
"364","63948","11002003","18","4202202"
"365","63948","11002003","18","4202203"
"366","35379","11002003","18","4202301"
"367","35379","11002003","18","4202302"
"368","35379","11002003","18","4202303"
"369","1800","11002003","18","4202401"
"370","899999","11002003","18","4302101"
"371","215999","11002003","18","4302201"
"372","215999","11002003","18","4302202"
"373","144000","11002003","18","4302251"
"374","119700","11002003","18","4302301"
"375","119700","11002003","18","4302302"
"376","79650","11002003","18","4302351"
"377","5400","11002003","18","4302401"
"378","0","11002003","2","99006"
"379","0","11002003","12","94002"
"380","0","11002003","2","90008"
"381","0","11002003","2","26201"
"382","0","11002003","2","23002"
"383","500000","11002004","18","4108101"
"384","80000","11002004","18","4108201"
"385","80000","11002004","18","4108202"
"386","80000","11002004","18","4108203"
"387","80000","11002004","18","4108251"
"388","44250","11002004","18","4108301"
"389","44250","11002004","18","4108302"
"390","44250","11002004","18","4108303"
"391","44250","11002004","18","4108351"
"392","3000","11002004","18","4108401"
"393","500000","11002004","18","4109101"
"394","80000","11002004","18","4109201"
"395","80000","11002004","18","4109202"
"396","80000","11002004","18","4109203"
"397","80000","11002004","18","4109251"
"398","44250","11002004","18","4109301"
"399","44250","11002004","18","4109302"
"400","44250","11002004","18","4109303"
"401","44250","11002004","18","4109351"
"402","3000","11002004","18","4109401"
"403","300000","11002004","18","4203101"
"404","63945","11002004","18","4203201"
"405","63945","11002004","18","4203202"
"406","63945","11002004","18","4203203"
"407","35376","11002004","18","4203301"
"408","35379","11002004","18","4203302"
"409","35379","11002004","18","4203303"
"410","1800","11002004","18","4203401"
"411","300000","11002004","18","4204101"
"412","63948","11002004","18","4204201"
"413","63948","11002004","18","4204202"
"414","63948","11002004","18","4204203"
"415","35379","11002004","18","4204301"
"416","35379","11002004","18","4204302"
"417","35379","11002004","18","4204303"
"418","1800","11002004","18","4204401"
"419","899999","11002004","18","4304101"
"420","215999","11002004","18","4304201"
"421","215999","11002004","18","4304202"
"422","144000","11002004","18","4304251"
"423","119700","11002004","18","4304301"
"424","119700","11002004","18","4304302"
"425","79650","11002004","18","4304351"
"426","5400","11002004","18","4304401"
"427","0","11002004","2","99006"
"428","0","11002004","12","94002"
"429","0","11002004","2","90008"
"430","0","11002004","2","26201"
"431","0","11002004","2","23002"
"432","500000","11002005","18","4103101"
"433","80000","11002005","18","4103201"
"434","80000","11002005","18","4103202"
"435","80000","11002005","18","4103203"
"436","80000","11002005","18","4103251"
"437","44250","11002005","18","4103301"
"438","44250","11002005","18","4103302"
"439","44250","11002005","18","4103303"
"440","44250","11002005","18","4103351"
"441","3000","11002005","18","4103401"
"442","500000","11002005","18","4107101"
"443","80000","11002005","18","4107201"
"444","80000","11002005","18","4107202"
"445","80000","11002005","18","4107203"
"446","80000","11002005","18","4107251"
"447","44250","11002005","18","4107301"
"448","44250","11002005","18","4107302"
"449","44250","11002005","18","4107303"
"450","44250","11002005","18","4107351"
"451","3000","11002005","18","4107401"
"452","300000","11002005","18","4201101"
"453","63945","11002005","18","4201201"
"454","63945","11002005","18","4201202"
"455","63945","11002005","18","4201203"
"456","35376","11002005","18","4201301"
"457","35379","11002005","18","4201302"
"458","35379","11002005","18","4201303"
"459","1800","11002005","18","4201401"
"460","300000","11002005","18","4202101"
"461","63948","11002005","18","4202201"
"462","63948","11002005","18","4202202"
"463","63948","11002005","18","4202203"
"464","35379","11002005","18","4202301"
"465","35379","11002005","18","4202302"
"466","35379","11002005","18","4202303"
"467","1800","11002005","18","4202401"
"468","899999","11002005","18","4303101"
"469","215999","11002005","18","4303201"
"470","215999","11002005","18","4303202"
"471","144000","11002005","18","4303251"
"472","119700","11002005","18","4303301"
"473","119700","11002005","18","4303302"
"474","79650","11002005","18","4303351"
"475","5400","11002005","18","4303401"
"476","0","11002005","2","99006"
"477","0","11002005","12","94002"
"478","0","11002005","2","90008"
"479","0","11002005","2","26201"
"480","0","11002005","2","23002"
"481","167000","11003001","18","4101101"
"482","26500","11003001","18","4101201"
"483","26500","11003001","18","4101202"
"484","26500","11003001","18","4101203"
"485","27000","11003001","18","4101251"
"486","14700","11003001","18","4101301"
"487","14700","11003001","18","4101302"
"488","14700","11003001","18","4101303"
"489","14700","11003001","18","4101351"
"490","1000","11003001","18","4101401"
"491","167000","11003001","18","4104101"
"492","26500","11003001","18","4104201"
"493","26500","11003001","18","4104202"
"494","26500","11003001","18","4104203"
"495","27000","11003001","18","4104251"
"496","14700","11003001","18","4104301"
"497","14700","11003001","18","4104302"
"498","14700","11003001","18","4104303"
"499","14700","11003001","18","4104351"
"500","1000","11003001","18","4104401"
"501","167000","11003001","18","4109101"
"502","26500","11003001","18","4109201"
"503","26500","11003001","18","4109202"
"504","26500","11003001","18","4109203"
"505","27000","11003001","18","4109251"
"506","14700","11003001","18","4109301"
"507","14700","11003001","18","4109302"
"508","14700","11003001","18","4109303"
"509","14800","11003001","18","4109351"
"510","1000","11003001","18","4109401"
"511","800000","11003001","18","4201101"
"512","128000","11003001","18","4201201"
"513","128000","11003001","18","4201202"
"514","128000","11003001","18","4201203"
"515","128000","11003001","18","4201251"
"516","70800","11003001","18","4201301"
"517","70800","11003001","18","4201302"
"518","70800","11003001","18","4201303"
"519","70800","11003001","18","4201351"
"520","4800","11003001","18","4201401"
"521","600000","11003001","18","4301101"
"522","144000","11003001","18","4301201"
"523","144000","11003001","18","4301202"
"524","96000","11003001","18","4301251"
"525","79800","11003001","18","4301301"
"526","79800","11003001","18","4301302"
"527","52800","11003001","18","4301351"
"528","3600","11003001","18","4301401"
"529","600000","11003001","18","4303101"
"530","144000","11003001","18","4303201"
"531","144000","11003001","18","4303202"
"532","96000","11003001","18","4303251"
"533","79800","11003001","18","4303301"
"534","79800","11003001","18","4303302"
"535","52800","11003001","18","4303351"
"536","3600","11003001","18","4303401"
"537","0","11003001","2","99006"
"538","0","11003001","12","94002"
"539","0","11003001","2","90008"
"540","0","11003001","2","26201"
"541","0","11003001","2","23002"
"542","167000","11003002","18","4102101"
"543","26500","11003002","18","4102201"
"544","26500","11003002","18","4102202"
"545","26500","11003002","18","4102203"
"546","27000","11003002","18","4102251"
"547","14700","11003002","18","4102301"
"548","14700","11003002","18","4102302"
"549","14700","11003002","18","4102303"
"550","14700","11003002","18","4102351"
"551","1000","11003002","18","4102401"
"552","167000","11003002","18","4108101"
"553","26500","11003002","18","4108201"
"554","26500","11003002","18","4108202"
"555","26500","11003002","18","4108203"
"556","27000","11003002","18","4108251"
"557","14700","11003002","18","4108301"
"558","14700","11003002","18","4108302"
"559","14700","11003002","18","4108303"
"560","14700","11003002","18","4108351"
"561","1000","11003002","18","4108401"
"562","167000","11003002","18","4110101"
"563","26500","11003002","18","4110201"
"564","26500","11003002","18","4110202"
"565","26500","11003002","18","4110203"
"566","27000","11003002","18","4110251"
"567","14700","11003002","18","4110301"
"568","14700","11003002","18","4110302"
"569","14700","11003002","18","4110303"
"570","14800","11003002","18","4110351"
"571","1000","11003002","18","4110401"
"572","800000","11003002","18","4202101"
"573","128000","11003002","18","4202201"
"574","128000","11003002","18","4202202"
"575","128000","11003002","18","4202203"
"576","128000","11003002","18","4202251"
"577","70800","11003002","18","4202301"
"578","70800","11003002","18","4202302"
"579","70800","11003002","18","4202303"
"580","70800","11003002","18","4202351"
"581","4800","11003002","18","4202401"
"582","600000","11003002","18","4301101"
"583","144000","11003002","18","4301201"
"584","144000","11003002","18","4301202"
"585","96000","11003002","18","4301251"
"586","79800","11003002","18","4301301"
"587","79800","11003002","18","4301302"
"588","52800","11003002","18","4301351"
"589","3600","11003002","18","4301401"
"590","600000","11003002","18","4302101"
"591","144000","11003002","18","4302201"
"592","144000","11003002","18","4302202"
"593","96000","11003002","18","4302251"
"594","79800","11003002","18","4302301"
"595","79800","11003002","18","4302302"
"596","52800","11003002","18","4302351"
"597","3600","11003002","18","4302401"
"598","0","11003002","2","99006"
"599","0","11003002","12","94002"
"600","0","11003002","2","90008"
"601","0","11003002","2","26201"
"602","0","11003002","2","23002"
"603","167000","11003003","18","4103101"
"604","26500","11003003","18","4103201"
"605","26500","11003003","18","4103202"
"606","26500","11003003","18","4103203"
"607","27000","11003003","18","4103251"
"608","14700","11003003","18","4103301"
"609","14700","11003003","18","4103302"
"610","14700","11003003","18","4103303"
"611","14700","11003003","18","4103351"
"612","1000","11003003","18","4103401"
"613","167000","11003003","18","4105101"
"614","26500","11003003","18","4105201"
"615","26500","11003003","18","4105202"
"616","26500","11003003","18","4105203"
"617","27000","11003003","18","4105251"
"618","14700","11003003","18","4105301"
"619","14700","11003003","18","4105302"
"620","14700","11003003","18","4105303"
"621","14700","11003003","18","4105351"
"622","1000","11003003","18","4105401"
"623","167000","11003003","18","4109101"
"624","26500","11003003","18","4109201"
"625","26500","11003003","18","4109202"
"626","26500","11003003","18","4109203"
"627","27000","11003003","18","4109251"
"628","14700","11003003","18","4109301"
"629","14700","11003003","18","4109302"
"630","14700","11003003","18","4109303"
"631","14800","11003003","18","4109351"
"632","1000","11003003","18","4109401"
"633","800000","11003003","18","4203101"
"634","128000","11003003","18","4203201"
"635","128000","11003003","18","4203202"
"636","128000","11003003","18","4203203"
"637","128000","11003003","18","4203251"
"638","70800","11003003","18","4203301"
"639","70800","11003003","18","4203302"
"640","70800","11003003","18","4203303"
"641","70800","11003003","18","4203351"
"642","4800","11003003","18","4203401"
"643","600000","11003003","18","4304101"
"644","144000","11003003","18","4304201"
"645","144000","11003003","18","4304202"
"646","96000","11003003","18","4304251"
"647","79800","11003003","18","4304301"
"648","79800","11003003","18","4304302"
"649","52800","11003003","18","4304351"
"650","3600","11003003","18","4304401"
"651","600000","11003003","18","4305101"
"652","144000","11003003","18","4305201"
"653","144000","11003003","18","4305202"
"654","96000","11003003","18","4305251"
"655","79800","11003003","18","4305301"
"656","79800","11003003","18","4305302"
"657","52800","11003003","18","4305351"
"658","3600","11003003","18","4305401"
"659","0","11003003","2","99006"
"660","0","11003003","12","94002"
"661","0","11003003","2","90008"
"662","0","11003003","2","26201"
"663","0","11003003","2","23002"
"664","167000","11003004","18","4106101"
"665","26500","11003004","18","4106201"
"666","26500","11003004","18","4106202"
"667","26500","11003004","18","4106203"
"668","27000","11003004","18","4106251"
"669","14700","11003004","18","4106301"
"670","14700","11003004","18","4106302"
"671","14700","11003004","18","4106303"
"672","14700","11003004","18","4106351"
"673","1000","11003004","18","4106401"
"674","167000","11003004","18","4107101"
"675","26500","11003004","18","4107201"
"676","26500","11003004","18","4107202"
"677","26500","11003004","18","4107203"
"678","27000","11003004","18","4107251"
"679","14700","11003004","18","4107301"
"680","14700","11003004","18","4107302"
"681","14700","11003004","18","4107303"
"682","14700","11003004","18","4107351"
"683","1000","11003004","18","4107401"
"684","167000","11003004","18","4110101"
"685","26500","11003004","18","4110201"
"686","26500","11003004","18","4110202"
"687","26500","11003004","18","4110203"
"688","27000","11003004","18","4110251"
"689","14700","11003004","18","4110301"
"690","14700","11003004","18","4110302"
"691","14700","11003004","18","4110303"
"692","14800","11003004","18","4110351"
"693","1000","11003004","18","4110401"
"694","800000","11003004","18","4204101"
"695","128000","11003004","18","4204201"
"696","128000","11003004","18","4204202"
"697","128000","11003004","18","4204203"
"698","128000","11003004","18","4204251"
"699","70800","11003004","18","4204301"
"700","70800","11003004","18","4204302"
"701","70800","11003004","18","4204303"
"702","70800","11003004","18","4204351"
"703","4800","11003004","18","4204401"
"704","600000","11003004","18","4304101"
"705","144000","11003004","18","4304201"
"706","144000","11003004","18","4304202"
"707","96000","11003004","18","4304251"
"708","79800","11003004","18","4304301"
"709","79800","11003004","18","4304302"
"710","52800","11003004","18","4304351"
"711","3600","11003004","18","4304401"
"712","600000","11003004","18","4305101"
"713","144000","11003004","18","4305201"
"714","144000","11003004","18","4305202"
"715","96000","11003004","18","4305251"
"716","79800","11003004","18","4305301"
"717","79800","11003004","18","4305302"
"718","52800","11003004","18","4305351"
"719","3600","11003004","18","4305401"
"720","0","11003004","2","99006"
"721","0","11003004","12","94002"
"722","0","11003004","2","90008"
"723","0","11003004","2","26201"
"724","0","11003004","2","23002"
