899ed7fd4d3eb82ca610cfb8abac36da1046afcd6165494117791ce59312ad16,3a0d6c61a8f55d3b17abcaaa300dd2ea96963447ee70dbb15f1c187ce36cdecf,ca08975f55e4dda0f9e1bf6f7e6a80ac706f7cc10b5b3971ee907ce8a0b40478,0de81cbcc44a4e70da4bddf7e588e3dd2050d546429cc3cedbd2eb1887c0ea00,3504823a7090fccd32debe235799a379b6f0dae8aea9c58eedbb862e4030401d,7e9371e52420212926d86b5db34c1964ab61bf3064c16f9118d87802efbdb0c2,12b7e96884d1b95f71f0a3c656fd1b3cbc2c2adf45bfcef0718adab617d50cba
"1","10","1","0","7","8","7"
"1","11","2","0","7","4","9"
"2","1","1","0","8","1","10"
"1","2","2","0","8","12","10"
"1","3","1","0","8","12","5"
"1","4","1","0","8","5","12"
"1","5","2","0","8","1","10"
"1","6","1","0","8","5","12"
"1","7","1","0","8","5","12"
"1","8","2","0","8","1","10"
"1","9","2","0","8","8","9"
"2","10","1","0","8","4","9"
"1","1","1","0","9","4","8"
"1","2","1","0","9","5","10"
"1","3","2","0","9","4","7"
"1","4","2","0","9","6","8"
"1","5","1","0","9","1","10"
"1","6","1","0","9","11","11"
"1","7","1","0","9","1","6"
"1","8","2","0","9","5","8"
"1","9","2","0","9","8","7"
"1","10","1","0","9","4","6"
"1","1","2","0","10","11","10"
"1","2","1","0","10","1","7"
"2","3","1","0","10","8","8"
"1","4","2","0","10","5","9"
"1","5","1","0","10","10","8"
"2","6","1","0","10","1","7"
"2","7","1","0","10","2","6"
"1","8","1","0","10","11","10"
"1","9","2","0","10","8","10"
"1","1","1","0","11","9","8"
"1","2","2","0","11","5","0"
"1","3","2","0","11","6","12"
"1","4","1","0","11","1","5"
"1","5","2","0","11","5","10"
"1","6","2","0","11","6","12"
"1","7","1","0","11","1","4"
"1","8","1","0","11","11","0"
"1","9","1","0","11","6","0"
"1","10","2","0","11","1","10"
"1","11","1","0","11","6","11"
"1","12","2","0","11","1","12"
"1","13","2","0","11","5","6"
"1","14","1","0","11","10","7"
"1","15","2","0","11","4","7"
"1","1","2","0","12","11","4"
"1","2","1","0","12","1","5"
"1","3","2","0","12","6","10"
"1","4","2","0","12","5","10"
"1","5","1","0","12","11","0"
"1","6","2","0","12","6","0"
"1","7","2","0","12","12","17"
"1","8","1","0","12","5","1"
"1","9","1","0","12","1","2"
"1","10","2","0","12","6","10"
"1","11","2","0","12","4","10"
"1","12","1","0","12","1","0"
"1","13","1","0","12","5","13"
"1","14","2","0","12","11","8"
"1","15","1","0","12","8","10"
"1","1","1","0","13","11","10"
"1","2","3","0","13","11","8"
"1","3","2","0","13","6","0"
"1","4","1","0","13","11","10"
"1","5","2","0","13","11","7"
"1","6","3","0","13","2","6"
"1","7","3","1500","13","1","0"
"3","8","1","0","13","11","5"
"1","9","3","0","13","5","10"
"1","10","2","0","13","1","4"
"1","11","1","0","13","1","4"
"1","12","3","0","13","6","6"
"1","13","1","0","13","4","6"
"3","14","1","0","13","9","10"
"1","15","3","0","13","8","10"
"1","16","1","0","13","4","6"
"1","17","3","0","13","1","0"
"1","18","2","0","13","8","8"
"1","1","1","0","14","11","0"
"2","2","1","0","14","2","13"
"1","3","3","0","14","11","10"
"1","4","1","0","14","1","10"
"2","5","1","0","14","4","10"
"1","6","2","0","14","11","0"
"1","7","2","0","14","1","0"
"1","8","1","0","14","1","10"
"1","9","3","0","14","12","12"
"1","10","3","0","14","12","12"
"1","11","3","0","14","5","0"
"1","12","1","0","14","5","12"
"2","13","1","0","14","10","6"
"1","14","1","0","14","11","10"
"3","15","1","0","14","10","6"
"1","16","1","0","14","11","10"
"3","17","1","0","14","2","6"
"2","18","1","0","14","10","6"
"1","19","1","0","14","11","4"
"1","20","2","0","14","8","10"
"3","21","1","0","14","8","4"
"1","1","2","0","15","12","10"
"1","2","1","0","15","12","12"
"1","3","3","0","15","11","12"
"1","4","1","0","15","11","6"
"1","5","2","0","15","12","12"
"1","6","2","0","15","5","0"
"1","7","1","0","15","11","12"
"1","8","1","0","15","1","0"
"1","9","1","0","15","5","0"
"2","10","1","0","15","12","12"
"1","11","3","0","15","11","0"
"1","12","3","0","15","12","11"
"1","13","2","0","15","1","9"
"1","14","1","0","15","1","12"
"1","15","1","0","15","12","0"
"1","16","1","0","15","12","9"
"1","17","2","0","15","11","4"
"3","18","1","0","15","11","4"
"1","19","2","0","15","5","12"
"1","20","2","0","15","12","0"
"1","21","2","0","15","12","7"
"3","22","1","0","15","12","12"
"3","23","1","0","15","1","7"
"1","24","3","0","15","4","0"
"3","25","1","0","15","4","10"
"1","26","2","0","15","8","0"
"1","27","1","0","15","11","0"
"1","28","2","0","15","11","0"
"1","1","1","0","16","6","0"
"1","2","2","0","16","11","10"
"1","3","3","0","16","12","0"
"1","4","2","0","16","4","0"
"1","5","1","0","16","6","12"
"1","6","1","0","16","6","0"
"1","7","2","0","16","4","4"
"1","8","3","0","16","5","4"
"1","9","3","0","16","1","0"
"1","10","1","0","16","12","17"
"1","11","2","0","16","11","0"
"1","12","3","0","16","1","10"
"1","13","2","0","16","11","11"
"1","14","3","0","16","11","0"
"1","15","1","0","16","12","12"
"1","16","1","0","16","11","10"
"1","17","1","0","16","11","10"
"1","18","1","0","16","6","6"
"1","19","2","0","16","11","6"
"1","20","3","0","16","1","8"
"1","21","3","0","16","5","8"
"1","22","1","0","16","4","9"
"1","23","1","0","16","11","10"
"1","1","1","0","17","11","4"
"3","2","1","0","17","4","10"
"1","3","1","0","17","11","4"
"1","4","1","0","17","1","0"
"2","5","1","0","17","1","10"
"1","6","2","0","17","11","4"
"2","7","1","0","17","1","10"
"1","8","2","0","17","11","4"
"1","9","3","0","17","1","0"
"2","10","1","0","17","8","10"
"1","11","1","0","17","12","12"
"1","12","3","0","17","11","4"
"3","13","1","0","17","1","4"
"1","14","1","0","17","11","10"
"2","15","1","0","17","1","0"
"2","16","1","0","17","11","4"
"2","17","1","0","17","8","7"
"1","18","1","0","17","11","0"
"3","19","1","0","17","2","6"
"1","20","1","0","17","10","10"
"1","21","2","0","17","11","10"
"1","22","3","0","17","8","7"
"1","1","1","0","18","11","4"
"2","2","1","0","18","5","13"
"1","3","1","0","18","4","10"
"1","4","2","0","18","4","10"
"1","5","3","0","18","11","10"
"3","6","1","0","18","5","7"
"1","7","1","0","18","11","10"
"1","8","3","0","18","4","10"
"1","9","2","0","18","11","10"
"3","10","1","0","18","5","6"
"1","11","1","0","18","11","10"
"1","12","2","0","18","11","10"
"1","13","3","0","18","4","10"
"2","14","1","0","18","5","8"
"2","15","1","0","18","6","6"
"1","16","3","0","18","10","0"
"1","17","2","0","18","10","0"
"1","18","1","0","18","10","0"
"2","19","1","0","18","10","7"
"1","20","1","0","18","8","10"
"1","21","1","0","18","11","10"
"2","22","1","0","18","2","9"
"2","1","1","0","19","13","0"
"2","2","1","0","19","4","8"
"2","3","1","0","19","8","0"
"2","1","1","0","20","14","10"
"2","2","1","0","20","8","0"
"2","1","1","0","21","15","13"
"2","1","1","0","22","15","0"
"2","2","1","0","22","13","0"
"2","1","1","0","23","42","0"
"2","2","1","0","23","72","0"
"2","1","1","0","24","43","0"
"2","1","1","0","25","44","0"
"2","1","1","0","26","45","0"
"2","1","1","0","27","46","0"
"2","1","1","0","28","47","0"
"2","1","1","0","29","14","0"
"1","1","1","0","30","15","0"
"1","2","2","0","30","8","0"
"1","3","1","0","30","10","13"
"1","4","2","0","30","10","13"
"1","5","2","0","30","12","9"
"1","6","1","0","30","72","6"
"2","7","1","0","30","2","8"
"2","8","1","0","30","13","0"
"1","1","1","0","31","4","8"
"1","2","2","0","31","1","0"
"1","3","1","0","31","10","6"
"1","4","2","0","31","4","0"
"1","5","1","0","31","9","7"
"1","6","2","0","31","1","0"
"1","1","1","0","32","10","6"
"1","2","2","0","32","10","13"
"1","3","3","0","32","1","0"
"1","4","2","0","32","2","11"
"1","5","1","0","32","2","8"
"1","6","3","0","32","1","0"
"1","7","3","0","32","72","7"
"1","1","3","0","33","6","0"
"3","2","1","0","33","10","13"
"1","3","3","0","33","3","3"
"3","4","1","0","33","72","0"
"1","5","3","0","33","12","2"
"2","1","1","0","34","4","6"
"1","2","1","0","34","5","7"
"1","3","2","0","34","1","0"
"1","4","2","0","34","12","8"
"1","5","1","0","34","1","0"
"2","6","1","0","34","15","0"
"2","1","1","0","35","8","0"
"2","2","1","0","35","72","10"
"2","3","1","0","35","13","0"
"2","1","1","0","36","4","0"
"1","2","1","0","36","6","6"
"1","3","1","0","36","1","0"
"1","4","2","0","36","72","10"
"1","5","2","0","36","9","0"
"2","6","2","0","36","2","7"
"2","1","1","0","37","8","7"
"1","2","1","0","37","4","0"
"1","3","2","0","37","5","0"
"2","4","1","0","37","13","6"
"2","1","1","0","38","13","10"
"1","2","1","0","38","5","8"
"1","3","2","0","38","6","7"
"1","4","1","0","38","1","0"
"1","5","2","0","38","9","7"
"1","6","2","0","38","15","13"
"2","7","1","0","38","8","0"
"2","1","1","0","39","4","6"
"1","2","1","0","39","6","13"
"1","3","2","0","39","72","10"
"2","4","1","0","39","13","6"
