6917b9beeb9e3edd901ca06f4607bbc427893e9a0a46daf0b3fcb26a173833c9,e5c7385b47fa97089f7c0a6062ecf66776174fd5ed919106ade294284879b46d,0cbc05d554283fd95b718a8de6ea5a68c33c12aace4b9800cab748bd6a5b8005,c413ecd383e6feabeb2fa8eb9d45bc4959a172bcde54782cc47a3c153baa1c71,9b1a338655beead2ca1a85c13b32489d98efa694fb0dc53f7d2ec2a10c2db361,ffb9c8de1c9f2eff8fc1d965a2b3de5bb738c2a0022e6142cd584ead4db64e48
"113101","4","60000058","10011003","2","1"
"113131","4","60000059","10011003","2","1"
"113162","4","60000060","10011003","2","1"
"113191","4","60000061","10011003","2","1"
"113221","4","60000062","10011003","2","1"
"113222","4","60000063","10011003","2","1"
"113252","4","60000064","10011003","2","1"
"113283","4","60000065","10011003","3","1"
"113342","4","60000066","10011003","3","1"
"113372","4","60000067","10011003","3","1"
"113401","4","60000068","10011003","3","1"
"113431","4","60000069","10011003","3","1"
"113521","4","60000070","10011003","3","1"
"113522","4","60000071","10011003","3","1"
"113551","4","60000072","10011003","3","1"
"113552","4","60000073","10011003","3","1"
"113553","4","60000074","10011003","3","1"
"113581","4","60000075","10011003","3","1"
"113611","4","60000076","10011003","3","1"
"113614","4","60000077","10011003","3","1"
"123041","4","60000078","10011003","2","1"
"123042","4","60000079","10011003","2","1"
"123072","4","60000080","10011003","2","1"
"123132","4","60000081","10011003","2","1"
"123161","4","60000082","10011003","2","1"
"123192","4","60000083","10011003","2","1"
"123193","4","60000084","10011003","2","1"
"123251","4","60000085","10011003","2","1"
"123281","4","60000086","10011003","3","1"
"123282","4","60000087","10011003","3","1"
"123311","4","60000088","10011003","3","1"
"123341","4","60000089","10011003","3","1"
"123343","4","60000090","10011003","3","1"
"123371","4","60000091","10011003","3","1"
"123432","4","60000092","10011003","3","1"
"123461","4","60000093","10011003","3","1"
"123491","4","60000094","10011003","3","1"
"123582","4","60000095","10011003","3","1"
"123583","4","60000096","10011003","3","1"
"123612","4","60000097","10011003","3","1"
"114011","4","60000098","10011004","2","1"
"114012","4","60000099","10011004","2","1"
"114041","4","60000100","10011004","2","1"
"114072","4","60000101","10011004","2","1"
"114102","4","60000102","10011004","2","1"
"114132","4","60000103","10011004","2","1"
"114162","4","60000104","10011004","2","1"
"114191","4","60000105","10011004","2","1"
"114221","4","60000106","10011004","2","1"
"114222","4","60000107","10011004","2","1"
"114252","4","60000108","10011004","2","1"
"114281","4","60000109","10011004","3","1"
"114282","4","60000110","10011004","3","1"
"114312","4","60000111","10011004","3","1"
"114341","4","60000112","10011004","3","1"
"114371","4","60000113","10011004","3","1"
"114372","4","60000114","10011004","3","1"
"114432","4","60000115","10011004","3","1"
"114461","4","60000116","10011004","3","1"
"114522","4","60000117","10011004","3","1"
"114551","4","60000118","10011004","3","1"
"114581","4","60000119","10011004","3","1"
"114611","4","60000120","10011004","2","1"
"124042","4","60000121","10011004","2","1"
"124071","4","60000122","10011004","2","1"
"124101","4","60000123","10011004","2","1"
"124131","4","60000124","10011004","2","1"
"124161","4","60000125","10011004","2","1"
"124192","4","60000126","10011004","2","1"
"124251","4","60000127","10011004","2","1"
"124311","4","60000128","10011004","3","1"
"124342","4","60000129","10011004","3","1"
"124401","4","60000130","10011004","3","1"
"124431","4","60000131","10011004","3","1"
"124491","4","60000132","10011004","3","1"
"124521","4","60000133","10011004","3","1"
"31012","2","60000134","10012098","100","1"
"31038","2","60000135","10012099","100","1"
"60001","2","62001045","62001045","100","1"
"60002","2","62001046","62001046","100","3"
