bfb9a4576c0cbc8ff9f947860270ea6699ab375b4c6a9a77a6bae5a4c24b8f40,61aac73d3c70cd1f08e57d76e0c05dfd2ed78072f534ccb89afa065fe36b6b22,1ff701125ca0762a8293c76106049520e446d652a973139c49a50f5c13d00d2d,4e788f80540a8af94dedcd5f8b0d371f6d39237ee748cb349cdbb6ca2cefd9d2,fbdbb8cd8fb78762c5a6810adf7bdc2dd9784c0cf789c0f74979de6212e0836b,1875f3ef2866c72c914351d42a87c257939f2c694aff2209562767f9ee6e431f,3fcc6e1f942442aa5af4430a04e493e432e5d8eee833a97a919d40d57f7bb459
"10","0","1","11","16","1","16"
"10","0","1","11","16","1","17"
"6","0","1","6","16","1","18"
"6","0","1","11","16","2","19"
"8","0","1","1","16","3","20"
"8","0","1","5","16","3","21"
"9","0","1","4","16","1","22"
"10","0","1","11","16","1","23"
"4","0","1","11","17","1","1"
"10","0","3","4","17","1","2"
"4","0","1","11","17","1","3"
"0","0","1","1","17","1","4"
"10","0","2","1","17","1","5"
"4","0","1","11","17","2","6"
"10","0","2","1","17","1","7"
"4","0","1","11","17","2","8"
"0","0","1","1","17","3","9"
"10","0","2","8","17","1","10"
"12","0","1","12","17","1","11"
"4","0","1","11","17","3","12"
"4","0","3","1","17","1","13"
"10","0","1","11","17","1","14"
"0","0","2","1","17","1","15"
"4","0","2","11","17","1","16"
"7","0","2","8","17","1","17"
"0","0","1","11","17","1","18"
"6","0","3","2","17","1","19"
"10","0","1","10","17","1","20"
"10","0","1","11","17","2","21"
"7","0","1","8","17","3","22"
"4","0","1","11","18","1","1"
"13","0","2","5","18","1","2"
"10","0","1","4","18","1","3"
"10","0","1","4","18","2","4"
"10","0","1","11","18","3","5"
"7","0","3","5","18","1","6"
"10","0","1","11","18","1","7"
"10","0","1","4","18","3","8"
"10","0","1","11","18","2","9"
"6","0","3","5","18","1","10"
"10","0","1","11","18","1","11"
"10","0","1","11","18","2","12"
"10","0","1","4","18","3","13"
"8","0","2","5","18","1","14"
"6","0","2","6","18","1","15"
"0","0","1","10","18","3","16"
"0","0","1","10","18","2","17"
"0","0","1","10","18","1","18"
"7","0","2","10","18","1","19"
"10","0","1","8","18","1","20"
"10","0","1","11","18","1","21"
"9","0","2","2","18","1","22"
"0","0","2","13","19","1","1"
"8","0","2","4","19","1","2"
"0","0","2","8","19","1","3"
"10","0","2","14","20","1","1"
"0","0","2","8","20","1","2"
"13","0","2","15","21","1","1"
"0","0","2","15","22","1","1"
"0","0","2","13","22","1","2"
"0","0","2","42","23","1","1"
"0","0","2","72","23","1","2"
"0","0","2","43","24","1","1"
"0","0","2","44","25","1","1"
"0","0","2","45","26","1","1"
"0","0","2","46","27","1","1"
"0","0","2","47","28","1","1"
"0","0","2","14","29","1","1"
"0","0","1","15","30","1","1"
"0","0","1","8","30","2","2"
"13","0","1","10","30","1","3"
"13","0","1","10","30","2","4"
"9","0","1","12","30","2","5"
"6","0","1","72","30","1","6"
"8","0","2","2","30","1","7"
"0","0","2","13","30","1","8"
"8","0","1","4","31","1","1"
"0","0","1","1","31","2","2"
"6","0","1","10","31","1","3"
"0","0","1","4","31","2","4"
"7","0","1","9","31","1","5"
"0","0","1","1","31","2","6"
"6","0","1","10","32","1","1"
"13","0","1","10","32","2","2"
"0","0","1","1","32","3","3"
"11","0","1","2","32","2","4"
"8","0","1","2","32","1","5"
"0","0","1","1","32","3","6"
"7","0","1","72","32","3","7"
"0","0","1","6","33","3","1"
"13","0","3","10","33","1","2"
"3","0","1","3","33","3","3"
"0","0","3","72","33","1","4"
"2","0","1","12","33","3","5"
"6","0","2","4","34","1","1"
"7","0","1","5","34","1","2"
"0","0","1","1","34","2","3"
"8","0","1","12","34","2","4"
"0","0","1","1","34","1","5"
"0","0","2","15","34","1","6"
"0","0","2","8","35","1","1"
"10","0","2","72","35","1","2"
"0","0","2","13","35","1","3"
"0","0","2","4","36","1","1"
"6","0","1","6","36","1","2"
"0","0","1","1","36","1","3"
"10","0","1","72","36","2","4"
"0","0","1","9","36","2","5"
"7","0","2","2","36","2","6"
"7","0","2","8","37","1","1"
"0","0","1","4","37","1","2"
"0","0","1","5","37","2","3"
"6","0","2","13","37","1","4"
"10","0","2","13","38","1","1"
"8","0","1","5","38","1","2"
"7","0","1","6","38","2","3"
"0","0","1","1","38","1","4"
"7","0","1","9","38","2","5"
"13","0","1","15","38","2","6"
"0","0","2","8","38","1","7"
"6","0","2","4","39","1","1"
"13","0","1","6","39","1","2"
"10","0","1","72","39","2","3"
"6","0","2","13","39","1","4"
