ddb6b523f8c57c1a3d2b2099687b2bee69f09d190919a62529dcce84f457c936,d09e49638c3daede05f388e500340379d76b3eacd18a77970fde3ad6369a5e40,d3115a57d8fd5b3e514b80c798861763fe61d61ecbdcbd757ac0570cf8121214,9b29f37aa57e7d3ad8c50e780f4462af00f2d5d9317edb197b860c35240b0822,46d6c440355c0e9af66bed156cdc2477abcdb2087e14e5eb6dd4badd30f171c1,bf5e972fa9b72dc3a2de8d1fb62e94cdc209c5c427b73234986f91bb3b6deddd,c91e76e1f72c578f09b84ab9a37f062542b25204846e7d96c836304f0ae137b5,335d24f25098eb7836f0384acefd1a63e11d06061b0464002600f76e7043582f,f4fac4540cc26cdf900095fde81d2ff2759b377227982c34cdeda45de45f910e,f24a601afea1d98005dddde1b9a8e99ecb1a300d8cc9269a9e2e87e5199fbea4,48069f189ff9202309b3cf5ef3937c99262bc9bc77d521acd10a5b7dea60a32e,31c1d53a7129479cff795be2ff8bcb2ae44f3e320b886f7d1425ecf5061bec4e,2519cc88de6a931cc093cc027a982ca86c9e95599e024ce41d3d0a7e3cb90a93,25b8f0ddce16b0cfa00509e331b7ef0b2ee8057c672ae0e80ec8dbd5fe83f44b,1f15bd8087c18e26263b906cb310182a3720a17812a0fa663dbd152925ba1927,186d66d03a0e21950999df253953add3709f914d68bd00da9c3d85ed4197a89d
"110020081","0","0","101131","1","0","0","0","0","101581","4","0","0","1","0","4"
"110020091","0","0","102163","1","0","0","0","0","122371","4","0","0","1","0","4"
"110020101","0","0","102013","1","0","0","0","0","102581","4","0","0","1","0","4"
"110020111","0","0","102252","1","0","0","0","0","102551","4","0","0","1","0","4"
"110020121","0","0","102222","1","0","0","0","0","102612","4","0","0","1","0","4"
"110030011","0","0","122493","1","0","0","0","0","102551","4","0","0","1","0","4"
"110030021","0","0","122491","1","0","0","0","0","102612","4","0","0","1","0","4"
"110030031","0","0","102163","1","0","0","0","0","102252","4","0","0","1","0","4"
"110030041","0","0","102222","1","0","0","0","0","102192","4","0","0","1","0","4"
"110030051","0","0","102013","1","0","0","0","0","102131","4","0","0","1","0","4"
"110030061","0","0","102014","1","0","0","0","0","102101","4","0","0","1","0","4"
"110030071","0","0","102041","1","0","0","0","0","122282","4","0","0","1","0","4"
"110030081","0","0","122312","1","0","0","0","0","122342","4","0","0","1","0","4"
"110030091","0","0","122372","1","0","0","0","0","122401","4","0","0","1","0","4"
"110030101","0","0","122432","1","0","0","0","0","122521","4","0","0","1","0","4"
"110030111","0","0","102552","1","0","0","0","0","102582","4","0","0","1","0","4"
"110030121","0","0","122614","1","0","0","0","0","122613","4","0","0","1","0","4"
"110040011","0","0","102101","1","0","0","0","0","102252","4","0","0","1","0","4"
"110040021","0","0","102014","1","0","0","0","0","102192","4","0","0","1","0","4"
"110040031","0","0","113071","1","0","0","0","0","102013","4","0","0","1","0","4"
"110040041","0","0","113011","1","0","0","0","0","102163","4","0","0","1","0","4"
"110040051","0","0","123161","1","0","0","0","0","123251","4","0","0","1","0","4"
"110040061","0","0","113221","1","0","0","0","0","113191","4","0","0","1","0","4"
"110040071","0","0","123281","1","0","0","0","0","102552","4","0","0","1","0","4"
"110040081","0","0","123311","1","0","0","0","0","102582","4","0","0","1","0","4"
"110040091","0","0","123341","1","0","0","0","0","122614","4","0","0","1","0","4"
"110040101","0","0","113431","1","0","0","0","0","113521","4","0","0","1","0","4"
"110040111","0","0","113551","1","0","0","0","0","113581","4","0","0","1","0","4"
"110040121","0","0","113611","1","0","0","0","0","123612","4","0","0","1","0","4"
"110040131","0","0","123192","1","0","0","0","0","113252","4","0","0","1","0","4"
"110050011","0","0","123161","1","0","0","0","0","113191","4","0","0","1","0","4"
"110050021","0","0","113221","1","0","0","0","0","113071","4","0","0","1","0","4"
"110050031","0","0","123192","1","0","0","0","0","123251","4","0","0","1","0","4"
"110050041","0","0","113012","1","0","0","0","0","113101","4","0","0","1","0","4"
"110050051","0","0","113162","1","0","0","0","0","113252","4","0","0","1","0","4"
"110050061","0","0","123041","1","0","0","0","0","113131","4","0","0","1","0","4"
"110050071","0","0","113342","1","0","0","0","0","113522","4","0","0","1","0","4"
"110050081","0","0","123371","1","0","0","0","0","123432","4","0","0","1","0","4"
"110050091","0","0","123282","1","0","0","0","0","123461","4","0","0","1","0","4"
"110050101","0","0","113401","1","0","0","0","0","123491","4","0","0","1","0","4"
"110050111","0","0","113552","1","0","0","0","0","113162","4","0","0","1","0","4"
"110050121","0","0","123582","1","0","0","0","0","113012","4","0","0","1","0","4"
"110050131","0","0","123072","1","0","0","0","0","113222","4","0","0","1","0","4"
"110060011","0","0","113101","1","0","0","0","0","113131","4","0","0","1","0","4"
"110060021","0","0","113162","1","0","0","0","0","123192","4","0","0","1","0","4"
"110060031","0","0","123193","1","0","0","0","0","113252","4","0","0","1","0","4"
"110060041","0","0","123132","1","0","0","0","0","113012","4","0","0","1","0","4"
"110060051","0","0","113013","1","0","0","0","0","123072","4","0","0","1","0","4"
"110060061","0","0","123042","1","0","0","0","0","113222","4","0","0","1","0","4"
"110060071","0","0","113283","1","0","0","0","0","123041","4","0","0","1","0","4"
"110060081","0","0","123343","1","0","0","0","0","113522","4","0","0","1","0","4"
"110060091","0","0","113372","1","0","0","0","0","113552","4","0","0","1","0","4"
"110060101","0","0","113553","1","0","0","0","0","123582","4","0","0","1","0","4"
"110060111","0","0","113614","1","0","0","0","0","113013","4","0","0","1","0","4"
"110060121","0","0","123583","1","0","0","0","0","123193","4","0","0","1","0","4"
"110060131","0","0","124131","1","0","0","0","0","123042","4","0","0","1","0","4"
"110060141","0","0","124101","1","0","0","0","0","124251","4","0","0","1","0","4"
"110070011","0","0","113222","1","0","0","0","0","123432","4","0","0","1","0","4"
"110070021","0","0","113013","1","0","0","0","0","123072","4","0","0","1","0","4"
"110070031","0","0","124251","1","0","0","0","0","123132","4","0","0","1","0","4"
"110070041","0","0","114011","1","0","0","0","0","124131","4","0","0","1","0","4"
"110070051","0","0","124101","1","0","0","0","0","114191","4","0","0","1","0","4"
"110070061","0","0","124161","1","0","0","0","0","124071","4","0","0","1","0","4"
"110070071","0","0","114041","1","0","0","0","0","114221","4","0","0","1","0","4"
"110070081","0","0","114011","1","0","0","0","0","124251","4","0","0","1","0","4"
"110070091","0","0","114281","1","0","0","0","0","124101","4","0","0","1","0","4"
"110070101","0","0","114221","1","0","0","0","0","124161","4","0","0","1","0","4"
"110070111","0","0","124311","1","0","0","0","0","114041","4","0","0","1","0","4"
"110070121","0","0","114341","1","0","0","0","0","124071","4","0","0","1","0","4"
"110070131","0","0","114371","1","0","0","0","0","114191","4","0","0","1","0","4"
"110070141","0","0","124401","1","0","0","0","0","124131","4","0","0","1","0","4"
"110080011","0","0","114041","1","0","0","0","0","114011","4","0","0","1","0","4"
"110080021","0","0","124131","1","0","0","0","0","124161","4","0","0","1","0","4"
"110080031","0","0","124101","1","0","0","0","0","124071","4","0","0","1","0","4"
"110080041","0","0","114191","1","0","0","0","0","114221","4","0","0","1","0","4"
"110080051","0","0","114281","1","0","0","0","0","114011","4","0","0","1","0","4"
"110080061","0","0","124311","1","0","0","0","0","114041","4","0","0","1","0","4"
"110080071","0","0","114341","1","0","0","0","0","114221","4","0","0","1","0","4"
"110080081","0","0","124431","1","0","0","0","0","114191","4","0","0","1","0","4"
"110080091","0","0","124521","1","0","0","0","0","124131","4","0","0","1","0","4"
"110080101","0","0","124401","1","0","0","0","0","114011","4","0","0","1","0","4"
"110080111","0","0","114371","1","0","0","0","0","124101","4","0","0","1","0","4"
"110080121","0","0","114341","1","0","0","0","0","124251","4","0","0","1","0","4"
"110080131","0","0","124491","1","0","0","0","0","124071","4","0","0","1","0","4"
"110080141","0","0","114461","1","0","0","0","0","114221","4","0","0","1","0","4"
"110080151","0","0","114371","1","0","0","0","0","124161","4","0","0","1","0","4"
"110090011","0","0","124251","1","0","0","0","0","124071","4","0","0","1","0","4"
"110090021","0","0","114011","1","0","0","0","0","114221","4","0","0","1","0","4"
"110090031","0","0","114191","1","0","0","0","0","124161","4","0","0","1","0","4"
"110090041","0","0","114162","1","0","0","0","0","124311","4","0","0","1","0","4"
"110090051","0","0","114012","1","0","0","0","0","114072","4","0","0","1","0","4"
"110090061","0","0","124192","1","0","0","0","0","114102","4","0","0","1","0","4"
"110090071","0","0","114132","1","0","0","0","0","114252","4","0","0","1","0","4"
"110090081","0","0","114222","1","0","0","0","0","124042","4","0","0","1","0","4"
"110090091","0","0","114072","1","0","0","0","0","114461","4","0","0","1","0","4"
"110090101","0","0","114162","1","0","0","0","0","114132","4","0","0","1","0","4"
"110090111","0","0","114012","1","0","0","0","0","124431","4","0","0","1","0","4"
"110090121","0","0","114102","1","0","0","0","0","124192","4","0","0","1","0","4"
"110090131","0","0","114252","1","0","0","0","0","124491","4","0","0","1","0","4"
"110090141","0","0","124042","1","0","0","0","0","114222","4","0","0","1","0","4"
"110090151","0","0","114012","1","0","0","0","0","114252","4","0","0","1","0","4"
"110100011","0","0","124192","1","0","0","0","0","114012","4","0","0","1","0","4"
"110100021","0","0","114222","1","0","0","0","0","114162","4","0","0","1","0","4"
"110100031","0","0","114252","1","0","0","0","0","114132","4","0","0","1","0","4"
"110100041","0","0","124282","1","0","0","0","0","114072","4","0","0","1","0","4"
"110100051","0","0","124372","1","0","0","0","0","124342","4","0","0","1","0","4"
"110100061","0","0","124312","1","0","0","0","0","114611","4","0","0","1","0","4"
"110100071","0","0","124522","1","0","0","0","0","114581","4","0","0","1","0","4"
"110100081","0","0","124432","1","0","0","0","0","114551","4","0","0","1","0","4"
"110100091","0","0","124342","1","0","0","0","0","114581","4","0","0","1","0","4"
"110100101","0","0","124372","1","0","0","0","0","114611","4","0","0","1","0","4"
"110100111","0","0","124312","1","0","0","0","0","114551","4","0","0","1","0","4"
"110100121","0","0","124342","1","0","0","0","0","114581","4","0","0","1","0","4"
"110100131","0","0","124522","1","0","0","0","0","114551","4","0","0","1","0","4"
"110100141","0","0","124432","1","0","0","0","0","114611","4","0","0","1","0","4"
"110100151","0","0","124282","1","0","0","0","0","114551","4","0","0","1","0","4"
"110100161","0","0","124342","1","0","0","0","0","124432","4","0","0","1","0","4"
"110100171","0","0","124312","1","0","0","0","0","124282","4","0","0","1","0","4"
"110110011","0","0","124282","1","0","0","0","0","124312","4","0","0","1","0","4"
"110110021","0","0","124372","1","0","0","0","0","124522","4","0","0","1","0","4"
"110110031","0","0","124342","1","0","0","0","0","124432","4","0","0","1","0","4"
"110110041","0","0","114073","1","0","0","0","0","124312","4","0","0","1","0","4"
"110110051","0","0","124163","1","0","0","0","0","124253","4","0","0","1","0","4"
"110110061","0","0","114013","1","0","0","0","0","114193","4","0","0","1","0","4"
"110110071","0","0","114223","1","0","0","0","0","124103","4","0","0","1","0","4"
"110110081","0","0","114133","1","0","0","0","0","114043","4","0","0","1","0","4"
"110110091","0","0","114073","1","0","0","0","0","124282","4","0","0","1","0","4"
"110110101","0","0","124163","1","0","0","0","0","124522","4","0","0","1","0","4"
"110110111","0","0","124253","1","0","0","0","0","124372","4","0","0","1","0","4"
"110110121","0","0","114013","1","0","0","0","0","114551","4","0","0","1","0","4"
"110110131","0","0","114193","1","0","0","0","0","124432","4","0","0","1","0","4"
"110110141","0","0","114223","1","0","0","0","0","114611","4","0","0","1","0","4"
"110110151","0","0","124103","1","0","0","0","0","124342","4","0","0","1","0","4"
"110110161","0","0","114133","1","0","0","0","0","114581","4","0","0","1","0","4"
"110110171","0","0","114043","1","0","0","0","0","114611","4","0","0","1","0","4"
"110120011","0","0","114193","1","0","0","0","0","114013","4","0","0","1","0","4"
"110120021","0","0","114223","1","0","0","0","0","124163","4","0","0","1","0","4"
"110120031","0","0","124253","1","0","0","0","0","114133","4","0","0","1","0","4"
"110120041","0","0","124313","1","0","0","0","0","114073","4","0","0","1","0","4"
"110120051","0","0","124462","1","0","0","0","0","124343","4","0","0","1","0","4"
"110120061","0","0","124283","1","0","0","0","0","124402","4","0","0","1","0","4"
"110120071","0","0","124523","1","0","0","0","0","124313","4","0","0","1","0","4"
"110120081","0","0","124402","1","0","0","0","0","124462","4","0","0","1","0","4"
"110120091","0","0","124343","1","0","0","0","0","124523","4","0","0","1","0","4"
"110120101","0","0","124462","1","0","0","0","0","114612","4","0","0","1","0","4"
"110120111","0","0","124283","1","0","0","0","0","114552","4","0","0","1","0","4"
"110120121","0","0","124343","1","0","0","0","0","114582","4","0","0","1","0","4"
"110120131","0","0","124523","1","0","0","0","0","114552","4","0","0","1","0","4"
"110120141","0","0","124402","1","0","0","0","0","114612","4","0","0","1","0","4"
"110120151","0","0","124313","1","0","0","0","0","114552","4","0","0","1","0","4"
"110120161","0","0","124343","1","0","0","0","0","114582","4","0","0","1","0","4"
"110120171","0","0","124283","1","0","0","0","0","114612","4","0","0","1","0","4"
"110130011","0","0","124283","1","0","0","0","0","124462","4","0","0","1","0","4"
"110130021","0","0","124523","1","0","0","0","0","124343","4","0","0","1","0","4"
"110130031","0","0","124402","1","0","0","0","0","124313","4","0","0","1","0","4"
"110130041","0","0","124074","1","0","0","0","0","124462","4","0","0","1","0","4"
"110130051","0","0","114164","1","0","0","0","0","114254","4","0","0","1","0","4"
"110130061","0","0","114014","1","0","0","0","0","114194","4","0","0","1","0","4"
"110130071","0","0","124224","1","0","0","0","0","114104","4","0","0","1","0","4"
"110130081","0","0","114134","1","0","0","0","0","124044","4","0","0","1","0","4"
"110130091","0","0","124074","1","0","0","0","0","124283","4","0","0","1","0","4"
"110130101","0","0","114164","1","0","0","0","0","124343","4","0","0","1","0","4"
"110130111","0","0","114254","1","0","0","0","0","124523","4","0","0","1","0","4"
"110130121","0","0","114014","1","0","0","0","0","114552","4","0","0","1","0","4"
"110130131","0","0","114194","1","0","0","0","0","124313","4","0","0","1","0","4"
"110130141","0","0","124224","1","0","0","0","0","114612","4","0","0","1","0","4"
"110130151","0","0","114104","1","0","0","0","0","124402","4","0","0","1","0","4"
"110130161","0","0","114134","1","0","0","0","0","114582","4","0","0","1","0","4"
"110130171","0","0","124044","1","0","0","0","0","114612","4","0","0","1","0","4"
"110140011","0","0","114014","1","0","0","0","0","114254","4","0","0","1","0","4"
"110140021","0","0","114134","1","0","0","0","0","114104","4","0","0","1","0","4"
"110140031","0","0","124224","1","0","0","0","0","124074","4","0","0","1","0","4"
"110140041","0","0","114553","1","0","0","0","0","124044","4","0","0","1","0","4"
"110140051","0","0","114613","1","0","0","0","0","124224","4","0","0","1","0","4"
"110140061","0","0","114583","1","0","0","0","0","114164","4","0","0","1","0","4"
"110140071","0","0","114554","1","0","0","0","0","114134","4","0","0","1","0","4"
"110140081","0","0","114553","1","0","0","0","0","114104","4","0","0","1","0","4"
"110140091","0","0","114613","1","0","0","0","0","114254","4","0","0","1","0","4"
"110140101","0","0","114583","1","0","0","0","0","114194","4","0","0","1","0","4"
"110140111","0","0","114554","1","0","0","0","0","124074","4","0","0","1","0","4"
"110140121","0","0","114583","1","0","0","0","0","114613","4","0","0","1","0","4"
"110140131","0","0","114554","1","0","0","0","0","114583","4","0","0","1","0","4"
"110140141","0","0","114553","1","0","0","0","0","114554","4","0","0","1","0","4"
"110150011","0","0","114583","1","0","0","0","0","124044","4","0","0","1","0","4"
"110150021","0","0","114613","1","0","0","0","0","114104","4","0","0","1","0","4"
"110150031","0","0","114553","1","0","0","0","0","114194","4","0","0","1","0","4"
"110150041","0","0","124284","1","0","0","0","0","114554","4","0","0","1","0","4"
"110150051","0","0","124433","1","0","0","0","0","114583","4","0","0","1","0","4"
"110150061","0","0","124373","1","0","0","0","0","114613","4","0","0","1","0","4"
"110150071","0","0","124314","1","0","0","0","0","114553","4","0","0","1","0","4"
"110150081","0","0","124344","1","0","0","0","0","114554","4","0","0","1","0","4"
"110150091","0","0","124463","1","0","0","0","0","114613","4","0","0","1","0","4"
"110150101","0","0","124344","1","0","0","0","0","124373","4","0","0","1","0","4"
"110150111","0","0","124284","1","0","0","0","0","124433","4","0","0","1","0","4"
"110150121","0","0","124373","1","0","0","0","0","124463","4","0","0","1","0","4"
"110150131","0","0","124314","1","0","0","0","0","124284","4","0","0","1","0","4"
"110150141","0","0","124433","1","0","0","0","0","124344","4","0","0","1","0","4"
"110160011","0","0","124314","1","0","0","0","0","124463","4","0","0","1","0","4"
"110160021","0","0","124373","1","0","0","0","0","124344","4","0","0","1","0","4"
"110160031","0","0","124433","1","0","0","0","0","124314","4","0","0","1","0","4"
"110160041","0","0","115071","1","0","0","0","0","124463","4","0","0","1","0","4"
"110160051","0","0","115161","1","0","0","0","0","115251","4","0","0","1","0","4"
"110160061","0","0","115011","1","0","0","0","0","125191","4","0","0","1","0","4"
"110160071","0","0","115221","1","0","0","0","0","125101","4","0","0","1","0","4"
"110160081","0","0","115041","1","0","0","0","0","125131","4","0","0","1","0","4"
"110160091","0","0","115071","1","0","0","0","0","124284","4","0","0","1","0","4"
"110160101","0","0","125101","1","0","0","0","0","124344","4","0","0","1","0","4"
"110160111","0","0","115251","1","0","0","0","0","124373","4","0","0","1","0","4"
"110160121","0","0","115011","1","0","0","0","0","114553","4","0","0","1","0","4"
"110160131","0","0","125131","1","0","0","0","0","124314","4","0","0","1","0","4"
"110160141","0","0","115221","1","0","0","0","0","114613","4","0","0","1","0","4"
"110170011","0","0","115161","1","0","0","0","0","115071","4","0","0","1","0","4"
"110170021","0","0","125191","1","0","0","0","0","115251","4","0","0","1","0","4"
"110170031","0","0","115041","1","0","0","0","0","115221","4","0","0","1","0","4"
"110170041","0","0","115581","1","0","0","0","0","115011","4","0","0","1","0","4"
"110170051","0","0","115611","1","0","0","0","0","125101","4","0","0","1","0","4"
"110170061","0","0","115551","1","0","0","0","0","125131","4","0","0","1","0","4"
"110170071","0","0","115581","1","0","0","0","0","115161","4","0","0","1","0","4"
"110170081","0","0","115611","1","0","0","0","0","115041","4","0","0","1","0","4"
"110170091","0","0","115551","1","0","0","0","0","125191","4","0","0","1","0","4"
"110170101","0","0","115581","1","0","0","0","0","125101","4","0","0","1","0","4"
"110170111","0","0","115611","1","0","0","0","0","115071","4","0","0","1","0","4"
"110170121","0","0","115551","1","0","0","0","0","115581","4","0","0","1","0","4"
"110170131","0","0","115581","1","0","0","0","0","115611","4","0","0","1","0","4"
"110170141","0","0","115611","1","0","0","0","0","115551","4","0","0","1","0","4"
"110180011","0","0","115551","1","0","0","0","0","115581","4","0","0","1","0","4"
"110180021","0","0","115581","1","0","0","0","0","115611","4","0","0","1","0","4"
"110180031","0","0","115611","1","0","0","0","0","115551","4","0","0","1","0","4"
"110180041","0","0","125401","1","0","0","0","0","115551","4","0","0","1","0","4"
"110180051","0","0","125341","1","0","0","0","0","115581","4","0","0","1","0","4"
"110180061","0","0","125521","1","0","0","0","0","115611","4","0","0","1","0","4"
"110180071","0","0","125281","1","0","0","0","0","115551","4","0","0","1","0","4"
"110180081","0","0","125311","1","0","0","0","0","115581","4","0","0","1","0","4"
"110180091","0","0","125371","1","0","0","0","0","115611","4","0","0","1","0","4"
"110180101","0","0","125341","1","0","0","0","0","115551","4","0","0","1","0","4"
"110180111","0","0","125521","1","0","0","0","0","115581","4","0","0","1","0","4"
"110180121","0","0","125311","1","0","0","0","0","125401","4","0","0","1","0","4"
"110180131","0","0","125371","1","0","0","0","0","125521","4","0","0","1","0","4"
"110180141","0","0","125281","1","0","0","0","0","125341","4","0","0","1","0","4"
"110190011","0","0","125371","1","0","0","0","0","125401","4","0","0","1","0","4"
"110190021","0","0","125311","1","0","0","0","0","125281","4","0","0","1","0","4"
"110190031","0","0","125521","1","0","0","0","0","125341","4","0","0","1","0","4"
"110190041","0","0","125072","1","0","0","0","0","125371","4","0","0","1","0","4"
"110190051","0","0","125012","1","0","0","0","0","115192","4","0","0","1","0","4"
"110190061","0","0","115222","1","0","0","0","0","115102","4","0","0","1","0","4"
"110190071","0","0","115042","1","0","0","0","0","115132","4","0","0","1","0","4"
"110190081","0","0","125252","1","0","0","0","0","125162","4","0","0","1","0","4"
"110190091","0","0","125072","1","0","0","0","0","125281","4","0","0","1","0","4"
"110190101","0","0","115042","1","0","0","0","0","125401","4","0","0","1","0","4"
"110190111","0","0","125252","1","0","0","0","0","125371","4","0","0","1","0","4"
"110190121","0","0","125012","1","0","0","0","0","125311","4","0","0","1","0","4"
"110190131","0","0","115132","1","0","0","0","0","125341","4","0","0","1","0","4"
"110190141","0","0","115222","1","0","0","0","0","125521","4","0","0","1","0","4"
"110200011","0","0","115102","1","0","0","0","0","125162","4","0","0","1","0","4"
"110200021","0","0","115192","1","0","0","0","0","125252","4","0","0","1","0","4"
"110200031","0","0","115042","1","0","0","0","0","115222","4","0","0","1","0","4"
"110200041","0","0","115582","1","0","0","0","0","115132","4","0","0","1","0","4"
"110200051","0","0","115612","1","0","0","0","0","125012","4","0","0","1","0","4"
"110200061","0","0","115552","1","0","0","0","0","115102","4","0","0","1","0","4"
"110200071","0","0","115582","1","0","0","0","0","125072","4","0","0","1","0","4"
"110200081","0","0","115612","1","0","0","0","0","115042","4","0","0","1","0","4"
"110200091","0","0","115552","1","0","0","0","0","115192","4","0","0","1","0","4"
"110200101","0","0","115582","1","0","0","0","0","125012","4","0","0","1","0","4"
"110200111","0","0","115612","1","0","0","0","0","115222","4","0","0","1","0","4"
"110200121","0","0","115552","1","0","0","0","0","115582","4","0","0","1","0","4"
"110200131","0","0","115582","1","0","0","0","0","115612","4","0","0","1","0","4"
"110200141","0","0","115612","1","0","0","0","0","115552","4","0","0","1","0","4"
"110210011","0","0","115552","1","0","0","0","0","115582","4","0","0","1","0","4"
"110210021","0","0","115582","1","0","0","0","0","115612","4","0","0","1","0","4"
"110210031","0","0","115612","1","0","0","0","0","115552","4","0","0","1","0","4"
"110210041","0","0","125431","1","0","0","0","0","115552","4","0","0","1","0","4"
"110210051","0","0","125342","1","0","0","0","0","115582","4","0","0","1","0","4"
"110210061","0","0","125522","1","0","0","0","0","115612","4","0","0","1","0","4"
"110210071","0","0","125282","1","0","0","0","0","115552","4","0","0","1","0","4"
"110210081","0","0","125312","1","0","0","0","0","115582","4","0","0","1","0","4"
"110210091","0","0","125372","1","0","0","0","0","115612","4","0","0","1","0","4"
"110210101","0","0","125342","1","0","0","0","0","115552","4","0","0","1","0","4"
"110210111","0","0","125522","1","0","0","0","0","115582","4","0","0","1","0","4"
"110210121","0","0","125312","1","0","0","0","0","125431","4","0","0","1","0","4"
"110210131","0","0","125372","1","0","0","0","0","125522","4","0","0","1","0","4"
"110210141","0","0","125282","1","0","0","0","0","125342","4","0","0","1","0","4"
"110220011","0","0","125431","1","0","0","0","0","125282","4","0","0","1","0","4"
"110220021","0","0","125342","1","0","0","0","0","125312","4","0","0","1","0","4"
"110220031","0","0","125522","1","0","0","0","0","125431","4","0","0","1","0","4"
"110220041","0","0","115073","1","0","0","0","0","125372","4","0","0","1","0","4"
"110220051","0","0","125013","1","0","0","0","0","125193","4","0","0","1","0","4"
"110220061","0","0","125223","1","0","0","0","0","125103","4","0","0","1","0","4"
"110220071","0","0","125043","1","0","0","0","0","115133","4","0","0","1","0","4"
"110220081","0","0","125253","1","0","0","0","0","115163","4","0","0","1","0","4"
"110220091","0","0","115073","1","0","0","0","0","125312","4","0","0","1","0","4"
"110220101","0","0","125043","1","0","0","0","0","125282","4","0","0","1","0","4"
"110220111","0","0","125253","1","0","0","0","0","125522","4","0","0","1","0","4"
"110220121","0","0","125013","1","0","0","0","0","125342","4","0","0","1","0","4"
"110220131","0","0","115133","1","0","0","0","0","125431","4","0","0","1","0","4"
"110220141","0","0","125223","1","0","0","0","0","125372","4","0","0","1","0","4"
"110230011","0","0","125103","1","0","0","0","0","125043","4","0","0","1","0","4"
"110230021","0","0","125223","1","0","0","0","0","115073","4","0","0","1","0","4"
"110230031","0","0","125253","1","0","0","0","0","125013","4","0","0","1","0","4"
"110230041","0","0","115583","1","0","0","0","0","115133","4","0","0","1","0","4"
"110230051","0","0","115613","1","0","0","0","0","115163","4","0","0","1","0","4"
"110230061","0","0","115553","1","0","0","0","0","125193","4","0","0","1","0","4"
"110230071","0","0","115583","1","0","0","0","0","125103","4","0","0","1","0","4"
"110230081","0","0","115613","1","0","0","0","0","115073","4","0","0","1","0","4"
"110230091","0","0","115553","1","0","0","0","0","125223","4","0","0","1","0","4"
"110230101","0","0","115583","1","0","0","0","0","125043","4","0","0","1","0","4"
"110230111","0","0","115613","1","0","0","0","0","125013","4","0","0","1","0","4"
"110230121","0","0","115583","1","0","0","0","0","115553","4","0","0","1","0","4"
"110230131","0","0","115613","1","0","0","0","0","115583","4","0","0","1","0","4"
"110230141","0","0","115553","1","0","0","0","0","115613","4","0","0","1","0","4"
"110240011","0","0","115553","1","0","0","0","0","125223","4","0","0","1","0","4"
"110240021","0","0","115613","1","0","0","0","0","115163","4","0","0","1","0","4"
"110240031","0","0","115583","1","0","0","0","0","125253","4","0","0","1","0","4"
"110240041","0","0","125491","1","0","0","0","0","115553","4","0","0","1","0","4"
"110240051","0","0","125343","1","0","0","0","0","115613","4","0","0","1","0","4"
"110240061","0","0","125373","1","0","0","0","0","115583","4","0","0","1","0","4"
