7841f5fde411c24151dcbea7f3347970f164f8ad213892d933ee5bf37febfd04,2ccf6024ce5c603ed364be53186221c259a481bdb512007da5d12d98b34efb2a,156bfffc2f3113a76a03172b8a44ccb41048a65ca378cb7177c2c55bb642425d,e51937cefe698ec4311aee10eed3b6664d8d03bac965ee21c1398288b3ebd30d,ef4913135702f39d2255541047440a682221b21dc63a2df147d5563119a6240a
"75454","30","79","999","137"
"78994","30","80","999","138"
"82534","30","81","999","139"
"86074","30","82","999","140"
"89614","30","83","999","141"
"93154","30","84","999","142"
"96694","30","85","999","143"
"100234","30","86","999","144"
"103774","30","87","999","145"
"107314","30","88","999","146"
"110854","30","89","999","147"
"114394","30","90","999","148"
"117934","30","91","999","149"
"121474","30","92","999","150"
"125014","30","93","999","151"
"128554","30","94","999","152"
"132094","30","95","999","153"
"135634","30","96","999","154"
"139174","30","97","999","155"
"142714","30","98","999","156"
"146254","30","99","999","157"
"149794","30","100","999","158"
"153334","30","101","999","159"
"157759","30","102","999","160"
"162184","30","103","999","161"
"166609","30","104","999","162"
"171034","30","105","999","163"
"175459","30","106","999","164"
"179884","30","107","999","165"
"184309","30","108","999","166"
"188734","30","109","999","167"
"193159","30","110","999","168"
"197584","30","111","999","169"
"202009","30","112","999","170"
"206434","30","113","999","171"
"210859","30","114","999","172"
"215284","30","115","999","173"
"219709","30","116","999","174"
"224134","30","117","999","175"
"228559","30","118","999","176"
"232984","30","119","999","177"
"237409","30","120","999","178"
"241834","30","121","999","179"
"246259","30","122","999","180"
"250684","30","123","999","181"
"255109","30","124","999","182"
"259534","30","125","999","183"
"263959","30","126","999","184"
"268384","30","127","999","185"
"272809","30","128","999","186"
"277234","30","129","999","187"
"281659","30","130","999","188"
"286084","30","131","999","189"
"290509","30","132","999","190"
"294934","30","133","999","191"
"299359","30","134","999","192"
"303784","30","135","999","193"
"308209","30","136","999","194"
"312634","30","137","999","195"
"317059","30","138","999","196"
"321484","30","139","999","197"
"325909","30","140","999","198"
"330334","30","141","999","199"
"334759","30","142","999","200"
"339184","30","143","999","201"
"343609","30","144","999","202"
"348034","30","145","999","203"
"352459","30","146","999","204"
"356884","30","147","999","205"
"361309","30","148","999","206"
"365734","30","149","999","207"
"370159","30","150","999","208"
"374584","30","151","999","209"
"379009","30","152","999","210"
"383434","30","153","999","211"
"387859","30","154","999","212"
"392284","30","155","999","213"
"396709","30","156","999","214"
"401134","30","157","999","215"
"405559","30","158","999","216"
"409984","30","159","999","217"
"414409","30","160","999","218"
"418834","30","161","999","219"
"423259","30","162","999","220"
"427684","30","163","999","221"
"432109","30","164","999","222"
"436534","30","165","999","223"
"440959","30","166","999","224"
"445384","30","167","999","225"
"449809","30","168","999","226"
"454234","30","169","999","227"
"458659","30","170","999","228"
"463084","30","171","999","229"
"467509","30","172","999","230"
"471934","30","173","999","231"
"476359","30","174","999","232"
"480784","30","175","999","233"
"485209","30","176","999","234"
"489634","30","177","999","235"
"494059","30","178","999","236"
"498484","30","179","999","237"
"502909","30","180","999","238"
"507334","30","181","999","239"
"511759","30","182","999","240"
"516184","30","183","999","241"
"520609","30","184","999","242"
"525034","30","185","999","243"
"529459","30","186","999","244"
"533884","30","187","999","245"
"538309","30","188","999","246"
"542734","30","189","999","247"
"547159","30","190","999","248"
"551584","30","191","999","249"
"556009","30","192","999","250"
"560434","30","193","999","251"
"564859","30","194","999","252"
"569284","30","195","999","253"
"573709","30","196","999","254"
"578134","30","197","999","255"
"582559","30","198","999","256"
"586984","30","199","999","257"
"591409","30","200","999","258"
"595834","30","201","999","259"
"600259","30","202","999","260"
"604684","30","203","999","261"
"609109","30","204","999","262"
"613534","30","205","999","263"
"617959","30","206","999","264"
"622384","30","207","999","265"
"626809","30","208","999","266"
"631234","30","209","999","267"
"635659","30","210","999","268"
"640084","30","211","999","269"
"644509","30","212","999","270"
"648934","30","213","999","271"
"653359","30","214","999","272"
"657784","30","215","999","273"
"662209","30","216","999","274"
"666634","30","217","999","275"
"671059","30","218","999","276"
"675484","30","219","999","277"
"679909","30","220","999","278"
"684334","30","221","999","279"
"688759","30","222","999","280"
"693184","30","223","999","281"
"697609","30","224","999","282"
"702034","30","225","999","283"
"706459","30","226","999","284"
"710884","30","227","999","285"
"715309","30","228","999","286"
"719734","30","229","999","287"
"724159","30","230","999","288"
"728584","30","231","999","289"
"733009","30","232","999","290"
"737434","30","233","999","291"
"741859","30","234","999","292"
"746284","30","235","999","293"
"750709","30","236","999","294"
"755134","30","237","999","295"
"759559","30","238","999","296"
"763984","30","239","999","297"
"768409","30","240","999","298"
"772834","30","241","999","299"
"777259","30","242","999","300"
"781684","30","243","999","301"
"786109","30","244","999","302"
"790534","30","245","999","303"
"794959","30","246","999","304"
"799384","30","247","999","305"
"803809","30","248","999","306"
"808234","30","249","999","307"
"812659","30","250","999","308"
"817084","30","251","999","309"
"821509","30","252","999","310"
"825934","30","253","999","311"
"830359","30","254","999","312"
"834784","30","255","999","313"
"839209","30","256","999","314"
"843634","30","257","999","315"
"848059","30","258","999","316"
"852484","30","259","999","317"
"856909","30","260","999","318"
"861334","30","261","999","319"
"865759","30","262","999","320"
"870184","30","263","999","321"
"874609","30","264","999","322"
"879034","30","265","999","323"
"883459","30","266","999","324"
"887884","30","267","999","325"
"892309","30","268","999","326"
"896734","30","269","999","327"
"901159","30","270","999","328"
"905584","30","271","999","329"
"910009","30","272","999","330"
"914434","30","273","999","331"
"918859","30","274","999","332"
"923284","30","275","999","333"
"927709","30","276","999","334"
"932134","30","277","999","335"
"936559","30","278","999","336"
"940984","30","279","999","337"
"945409","30","280","999","338"
"949834","30","281","999","339"
"954259","30","282","999","340"
"958684","30","283","999","341"
"963109","30","284","999","342"
"967534","30","285","999","343"
"971959","30","286","999","344"
"976384","30","287","999","345"
"980809","30","288","999","346"
"985234","30","289","999","347"
"989659","30","290","999","348"
"994084","30","291","999","349"
"998509","30","292","999","350"
"1002934","30","293","999","351"
"1007359","30","294","999","352"
"1011784","30","295","999","353"
"1016209","30","296","999","354"
"1020634","30","297","999","355"
"1025059","30","298","999","356"
"1029484","30","299","999","357"
"1033909","30","300","999","358"
"1038334","30","301","999","359"
"1042759","30","302","999","360"
"1047184","30","303","999","361"
"1051609","30","304","999","362"
"1056034","30","305","999","363"
"1060459","30","306","999","364"
"1064884","30","307","999","365"
"1069309","30","308","999","366"
"1073734","30","309","999","367"
"1078159","30","310","999","368"
"1082584","30","311","999","369"
"1087009","30","312","999","370"
"1091434","30","313","999","371"
"1095859","30","314","999","372"
"1100284","30","315","999","373"
"1104709","30","316","999","374"
"1109134","30","317","999","375"
"1113559","30","318","999","376"
"1117984","30","319","999","377"
"1122409","30","320","999","378"
"1126834","30","321","999","379"
"1131259","30","322","999","380"
"1135684","30","323","999","381"
"1140109","30","324","999","382"
"1144534","30","325","999","383"
"1148959","30","326","999","384"
"1153384","30","327","999","385"
"1157809","30","328","999","386"
"1162234","30","329","999","387"
"1166659","30","330","999","388"
"1171084","30","331","999","389"
"1175509","30","332","999","390"
"1179934","30","333","999","391"
"1184359","30","334","999","392"
"1188784","30","335","999","393"
"1193209","30","336","999","394"
"1197634","30","337","999","395"
"1202059","30","338","999","396"
"1206484","30","339","999","397"
"1210909","30","340","999","398"
"1215334","30","341","999","399"
"1219759","30","342","999","400"
"1224184","30","343","999","401"
"1228609","30","344","999","402"
"1233034","30","345","999","403"
"1237459","30","346","999","404"
"1241884","30","347","999","405"
"1246309","30","348","999","406"
"1250734","30","349","999","407"
"1255159","30","350","999","408"
"1259584","30","351","999","409"
"1264009","30","352","999","410"
"1268434","30","353","999","411"
"1272859","30","354","999","412"
"1277284","30","355","999","413"
"1281709","30","356","999","414"
"1286134","30","357","999","415"
"1290559","30","358","999","416"
"1294984","30","359","999","417"
"1299409","30","360","999","418"
"1303834","30","361","999","419"
"1308259","30","362","999","420"
"1312684","30","363","999","421"
"1317109","30","364","999","422"
"1321534","30","365","999","423"
"1325959","30","366","999","424"
"1330384","30","367","999","425"
"1334809","30","368","999","426"
"1339234","30","369","999","427"
"1343659","30","370","999","428"
"1348084","30","371","999","429"
"1352509","30","372","999","430"
"1356934","30","373","999","431"
"1361359","30","374","999","432"
"1365784","30","375","999","433"
"1370209","30","376","999","434"
"1374634","30","377","999","435"
"1379059","30","378","999","436"
"1383484","30","379","999","437"
"1387909","30","380","999","438"
