aaef73d90408262846355a1e4f189cd5373952f04fbd2b55b306728ef7b19083,6292f2e9b9088b00bed9d9c3ebffb21529e1288c43742c54a512f3f187a5affe,ca7c693ad78c540f1dd5f24fd7f9cdd687cc64f2258d346f893b26c26c059822,a59bf5fd2cbdae2f0b2b902bddc8b4b7476d169e25be41cea4f945895f76b156,e8181493b2cca02c76d8a1927fa90cdf6f055cf053124a0e3fa1e3063458e4ba,189ce6677b7340c9f30c7f831020ce6fe4d5d5c5ea6a2cae70cc6d83fcc3604a,81c6d619150fcc7299287f9e89716883d4ad0fbb4b8e498a1eaf4360e487962e,5b1f6a9085727fd8563c282977197d53ccbf04b55d6b28e0548cb1c322c44914,138bbe3f9016227f6cdd673004a989e611ff6dc6af3ab8794da7f37ab3f979e2,91cff7c4e7f0fffe958f16dbca41f85f49045d57883e06db20de42b0f14f63f8,6e074b40295cd5039931343504f003367cd76c888f0db44e747e4cda1de824ee,7a119ca0de4ecf1a9a637d1c819e651dfa920701aa34c8e9114af6598c95aa03,260a355421f2eddff68ed09c1ea4382227c045d28ee1c01b5309b022d61dcc22,b155342590c9cd800cadd03fbf5ca3f12b1e65bbbcc5c04ac2b7547e8ec8a3ff
"19","41","1","0","2018/05/22 05:00:00","0","2018/05/28 04:59:59","0","1","0","-1","40","2000","101"
"20","32","1","0","2018/05/28 05:00:00","0","2018/05/31 04:59:59","0","1","0","-1","30","2000","102"
"21","42","1","0","2018/05/28 05:00:00","0","2018/05/31 04:59:59","0","1","0","-1","40","2000","102"
"22","34","1","0","2018/05/31 05:00:00","0","2018/06/10 04:59:59","0","1","0","-1","30","2000","103"
"23","44","1","0","2018/05/31 05:00:00","0","2018/06/10 04:59:59","0","1","0","-1","40","2000","103"
"24","45","1","0","2018/06/10 05:00:00","0","2018/06/20 04:59:59","0","1","0","-1","40","2000","104"
"25","31","1","0","2018/06/20 05:00:00","0","2018/06/25 04:59:59","0","1","0","-1","30","2000","101"
"26","41","1","0","2018/06/20 05:00:00","0","2018/06/25 04:59:59","0","1","0","-1","40","2000","101"
"27","32","1","0","2018/06/25 05:00:00","0","2018/06/30 04:59:59","0","1","0","-1","30","2000","102"
"28","42","1","0","2018/06/25 05:00:00","0","2018/06/30 04:59:59","0","1","0","-1","40","2000","102"
"29","34","1","0","2018/06/30 05:00:00","0","2018/07/10 04:59:59","0","1","0","-1","30","2000","103"
"30","44","1","0","2018/06/30 05:00:00","0","2018/07/10 04:59:59","0","1","0","-1","40","2000","103"
"31","45","1","0","2018/07/10 05:00:00","0","2018/07/20 04:59:59","0","1","0","-1","40","2000","104"
"32","31","1","0","2018/07/20 05:00:00","0","2018/07/25 04:59:59","0","1","0","-1","30","2000","101"
"33","41","1","0","2018/07/20 05:00:00","0","2018/07/25 04:59:59","0","1","0","-1","40","2000","101"
"34","32","1","0","2018/07/25 05:00:00","0","2018/07/31 04:59:59","0","1","0","-1","30","2000","102"
"35","42","1","0","2018/07/25 05:00:00","0","2018/07/31 04:59:59","0","1","0","-1","40","2000","102"
"36","34","1","0","2018/07/31 05:00:00","0","2018/08/10 04:59:59","0","1","0","-1","30","2000","103"
"37","44","1","0","2018/07/31 05:00:00","0","2018/08/10 04:59:59","0","1","0","-1","40","2000","103"
"38","45","1","0","2018/08/10 05:00:00","0","2018/08/21 04:59:59","0","1","0","-1","40","2000","104"
"39","34","1","0","2018/08/15 05:00:00","0","2018/08/21 04:59:59","0","1","0","-1","30","3000","103"
"40","44","1","0","2018/08/15 05:00:00","0","2018/08/21 04:59:59","0","1","0","-1","40","3000","103"
"41","31","1","0","2018/08/21 05:00:00","0","2018/08/25 04:59:59","0","1","0","-1","30","3000","101"
"42","41","1","0","2018/08/21 05:00:00","0","2018/08/25 04:59:59","0","1","0","-1","40","3000","101"
"43","32","1","0","2018/08/25 05:00:00","0","2018/08/31 04:59:59","0","1","0","-1","30","3000","102"
"44","42","1","0","2018/08/25 05:00:00","0","2018/08/31 04:59:59","0","1","0","-1","40","3000","102"
"45","34","1","0","2018/08/31 05:00:00","0","2018/09/10 04:59:59","0","1","0","-1","30","2000","103"
"46","44","1","0","2018/08/31 05:00:00","0","2018/09/10 04:59:59","0","1","0","-1","40","2000","103"
"47","45","1","0","2018/09/10 05:00:00","0","2018/09/20 04:59:59","0","1","0","-1","40","2000","104"
"48","31","1","0","2018/09/20 05:00:00","0","2018/09/25 04:59:59","0","1","0","-1","30","2000","101"
"49","41","1","0","2018/09/20 05:00:00","0","2018/09/25 04:59:59","0","1","0","-1","40","2000","101"
"50","32","1","0","2018/09/25 05:00:00","0","2018/09/30 04:59:59","0","1","0","-1","30","2000","102"
"51","42","1","0","2018/09/25 05:00:00","0","2018/09/30 04:59:59","0","1","0","-1","40","2000","102"
"52","34","1","0","2018/09/30 05:00:00","0","2018/10/10 04:59:59","0","1","0","-1","30","2000","103"
"53","44","1","0","2018/09/30 05:00:00","0","2018/10/10 04:59:59","0","1","0","-1","40","2000","103"
"54","45","1","0","2018/10/10 05:00:00","0","2018/10/21 04:59:59","0","1","0","-1","40","2000","104"
"57","31","1","0","2018/10/21 05:00:00","0","2018/10/26 04:59:59","0","1","0","-1","30","2000","101"
"58","41","1","0","2018/10/21 05:00:00","0","2018/10/26 04:59:59","0","1","0","-1","40","2000","101"
"59","32","1","0","2018/10/26 05:00:00","0","2018/10/31 04:59:59","0","1","0","-1","30","2000","102"
"60","42","1","0","2018/10/26 05:00:00","0","2018/10/31 04:59:59","0","1","0","-1","40","2000","102"
"61","34","1","0","2018/10/31 05:00:00","0","2018/11/10 04:59:59","0","1","0","-1","30","2000","103"
"62","44","1","0","2018/10/31 05:00:00","0","2018/11/10 04:59:59","0","1","0","-1","40","2000","103"
"63","151","1","0","2018/10/31 12:00:00","0","2018/11/14 14:59:59","0","1","0","-1","80","1500","6004"
"64","152","1","0","2018/10/31 12:00:00","0","2018/11/14 14:59:59","0","1","0","-1","80","1500","6005"
"65","45","1","0","2018/11/10 05:00:00","0","2018/11/19 04:59:59","0","1","0","-1","40","2000","104"
"66","31","1","0","2018/11/19 05:00:00","0","2018/11/24 04:59:59","0","1","0","-1","30","2000","101"
"67","41","1","0","2018/11/19 05:00:00","0","2018/11/24 04:59:59","0","1","0","-1","40","2000","101"
"68","32","1","0","2018/11/24 05:00:00","0","2018/11/29 04:59:59","0","1","0","-1","30","2000","102"
"69","42","1","0","2018/11/24 05:00:00","0","2018/11/29 04:59:59","0","1","0","-1","40","2000","102"
"70","34","1","0","2018/11/29 05:00:00","0","2018/12/10 04:59:59","0","1","0","-1","30","2000","103"
"71","44","1","0","2018/11/29 05:00:00","0","2018/12/10 04:59:59","0","1","0","-1","40","2000","103"
"72","151","1","0","2018/11/30 12:00:00","0","2018/12/14 14:59:59","0","1","0","-1","80","1500","6004"
"73","152","1","0","2018/11/30 12:00:00","0","2018/12/14 14:59:59","0","1","0","-1","80","1500","6005"
"74","45","1","0","2018/12/10 05:00:00","0","2018/12/19 04:59:59","0","1","0","-1","40","2000","104"
"75","31","1","0","2018/12/19 05:00:00","0","2018/12/24 04:59:59","0","1","0","-1","30","2000","101"
"76","41","1","0","2018/12/19 05:00:00","0","2018/12/24 04:59:59","0","1","0","-1","40","2000","101"
"77","32","1","0","2018/12/24 05:00:00","0","2018/12/30 04:59:59","0","1","0","-1","30","2000","102"
"78","42","1","0","2018/12/24 05:00:00","0","2018/12/30 04:59:59","0","1","0","-1","40","2000","102"
"79","34","1","0","2018/12/30 05:00:00","0","2019/1/11 04:59:59","0","1","0","-1","30","2000","103"
"80","44","1","0","2018/12/30 05:00:00","0","2019/1/11 04:59:59","0","1","0","-1","40","2000","103"
"81","151","1","0","2018/12/31 12:00:00","0","2019/1/14 14:59:59","0","1","0","-1","80","1500","6004"
"82","152","1","0","2018/12/31 12:00:00","0","2019/1/14 14:59:59","0","1","0","-1","80","1500","6005"
"83","45","1","0","2019/1/11 05:00:00","0","2019/1/21 04:59:59","0","1","0","-1","40","2000","104"
"84","31","1","0","2019/1/15 05:00:00","0","2019/1/22 04:59:59","0","1","0","-1","30","2000","101"
"85","41","1","0","2019/1/15 05:00:00","0","2019/1/22 04:59:59","0","1","0","-1","40","2000","101"
"86","32","1","0","2019/1/22 05:00:00","0","2019/1/27 04:59:59","0","1","0","-1","30","2000","102"
"87","42","1","0","2019/1/22 05:00:00","0","2019/1/27 04:59:59","0","1","0","-1","40","2000","102"
"88","31","1","0","2019/1/27 05:00:00","0","2019/1/31 04:59:59","0","1","0","-1","30","2000","101"
"89","41","1","0","2019/1/27 05:00:00","0","2019/1/31 04:59:59","0","1","0","-1","40","2000","101"
"90","34","1","0","2019/1/31 05:00:00","0","2019/2/11 04:59:59","0","1","0","-1","30","2000","103"
"91","44","1","0","2019/1/31 05:00:00","0","2019/2/11 04:59:59","0","1","0","-1","40","2000","103"
"92","151","1","0","2019/1/31 12:00:00","0","2019/2/14 14:59:59","0","1","0","-1","80","1500","6004"
"93","152","1","0","2019/1/31 12:00:00","0","2019/2/14 14:59:59","0","1","0","-1","80","1500","6005"
"94","45","1","0","2019/2/11 05:00:00","0","2019/2/18 04:59:59","0","1","0","-1","40","2000","104"
"95","31","1","0","2019/02/11 05:00:00","0","2019/02/22 04:59:59","0","1","0","-1","30","3000","101"
"96","41","1","0","2019/02/11 05:00:00","0","2019/02/22 04:59:59","0","1","0","-1","40","3000","101"
"97","32","1","0","2019/02/22 05:00:00","0","2019/02/28 04:59:59","0","1","0","-1","30","3000","102"
"98","42","1","0","2019/02/22 05:00:00","0","2019/02/28 04:59:59","0","1","0","-1","40","3000","102"
"99","34","1","0","2019/2/28 05:00:00","0","2019/3/11 04:59:59","0","1","0","-1","30","2000","103"
"100","44","1","0","2019/2/28 05:00:00","0","2019/3/11 04:59:59","0","1","0","-1","40","2000","103"
"101","151","1","0","2019/2/28 12:00:00","0","2019/3/14 14:59:59","0","1","0","-1","80","1500","6004"
"102","152","1","0","2019/2/28 12:00:00","0","2019/3/14 14:59:59","0","1","0","-1","80","1500","6005"
"103","45","1","0","2019/3/11 05:00:00","0","2019/3/21 04:59:59","0","1","0","-1","40","2000","104"
"104","31","1","0","2019/3/15 05:00:00","0","2019/3/22 04:59:59","0","1","0","-1","30","2000","101"
"105","41","1","0","2019/3/15 05:00:00","0","2019/3/22 04:59:59","0","1","0","-1","40","2000","101"
"106","34","1","0","2019/3/19 05:00:00","0","2019/3/23 04:59:59","0","1","0","-1","30","2000","103"
"107","44","1","0","2019/3/19 05:00:00","0","2019/3/23 04:59:59","0","1","0","-1","40","2000","103"
"108","32","1","0","2019/3/22 05:00:00","0","2019/3/27 04:59:59","0","1","0","-1","30","2000","102"
"109","42","1","0","2019/3/22 05:00:00","0","2019/3/27 04:59:59","0","1","0","-1","40","2000","102"
"110","37","1","0","2019/3/22 05:00:00","0","2019/3/27 04:59:59","0","1","0","-1","30","2000","109"
"111","31","1","0","2019/3/27 05:00:00","0","2019/3/31 04:59:59","0","1","0","-1","30","2000","101"
"112","41","1","0","2019/3/27 05:00:00","0","2019/3/31 04:59:59","0","1","0","-1","40","2000","101"
"113","34","1","0","2019/3/31 05:00:00","0","2019/4/10 04:59:59","0","1","0","-1","30","2000","103"
"114","44","1","0","2019/3/31 05:00:00","0","2019/4/10 04:59:59","0","1","0","-1","40","2000","103"
"115","151","1","0","2019/3/31 12:00:00","0","2019/4/12 20:59:59","0","1","0","-1","80","1500","6004"
"116","152","1","0","2019/3/31 12:00:00","0","2019/4/12 20:59:59","0","1","0","-1","80","1500","6005"
"117","31","1","0","2019/4/10 05:00:00","0","2019/4/13 04:59:59","0","1","0","-1","30","2000","101"
"118","41","1","0","2019/4/10 05:00:00","0","2019/4/13 04:59:59","0","1","0","-1","40","2000","101"
"119","45","1","0","2019/4/10 05:00:00","0","2019/4/20 04:59:59","0","1","0","-1","40","2000","104"
"120","37","1","0","2019/4/13 05:00:00","0","2019/4/17 04:59:59","0","1","0","-1","30","2000","109"
"121","251","1","0","2019/4/15 12:00:00","0","2019/4/22 20:59:59","0","1","0","-1","80","1500","7004"
"122","252","1","0","2019/4/15 12:00:00","0","2019/4/22 20:59:59","0","1","0","-1","80","1500","7005"
"123","31","1","0","2019/4/17 05:00:00","0","2019/4/20 04:59:59","0","1","0","-1","30","2000","101"
"124","41","1","0","2019/4/17 05:00:00","0","2019/4/20 04:59:59","0","1","0","-1","40","2000","101"
"125","34","1","0","2019/4/19 05:00:00","0","2019/4/23 04:59:59","0","1","0","-1","30","2000","103"
"126","44","1","0","2019/4/19 05:00:00","0","2019/4/23 04:59:59","0","1","0","-1","40","2000","103"
"127","32","1","0","2019/4/20 05:00:00","0","2019/4/27 04:59:59","0","1","0","-1","30","2000","102"
"128","42","1","0","2019/4/20 05:00:00","0","2019/4/27 04:59:59","0","1","0","-1","40","2000","102"
"129","31","1","0","2019/04/27 05:00:00","0","2019/05/02 04:59:59","0","1","0","-1","30","3000","101"
"130","41","1","0","2019/04/27 05:00:00","0","2019/05/02 04:59:59","0","1","0","-1","40","3000","101"
"131","34","1","0","2019/04/27 05:00:00","0","2019/05/02 04:59:59","0","1","0","-1","30","2000","103"
"132","44","1","0","2019/04/27 05:00:00","0","2019/05/02 04:59:59","0","1","0","-1","40","2000","103"
"133","32","1","0","2019/05/02 05:00:00","0","2019/05/07 04:59:59","0","1","0","-1","30","3000","102"
"134","42","1","0","2019/05/02 05:00:00","0","2019/05/07 04:59:59","0","1","0","-1","40","3000","102"
"135","45","1","0","2019/05/02 05:00:00","0","2019/05/07 04:59:59","0","1","0","-1","40","2000","104"
"136","34","1","0","2019/05/07 05:00:00","0","2019/05/11 04:59:59","0","1","0","-1","30","2000","103"
"137","44","1","0","2019/05/07 05:00:00","0","2019/05/11 04:59:59","0","1","0","-1","40","2000","103"
"138","151","1","0","2019/04/30 12:00:00","0","2019/05/12 20:59:59","0","1","0","-1","80","1500","6004"
"139","152","1","0","2019/04/30 12:00:00","0","2019/05/12 20:59:59","0","1","0","-1","80","1500","6005"
"140","45","1","0","2019/05/11 05:00:00","0","2019/05/21 04:59:59","0","1","0","-1","40","2000","104"
"141","31","1","0","2019/05/11 05:00:00","0","2019/05/14 04:59:59","0","1","0","-1","30","2000","101"
"142","41","1","0","2019/05/11 05:00:00","0","2019/05/14 04:59:59","0","1","0","-1","40","2000","101"
"143","37","1","0","2019/05/14 05:00:00","0","2019/05/18 04:59:59","0","1","0","-1","30","2000","109"
"144","251","1","0","2019/05/15 12:00:00","0","2019/05/22 20:59:59","0","1","0","-1","80","1500","7004"
"145","252","1","0","2019/05/15 12:00:00","0","2019/05/22 20:59:59","0","1","0","-1","80","1500","7005"
"146","34","1","0","2019/05/17 05:00:00","0","2019/05/22 04:59:59","0","1","0","-1","30","2000","103"
"147","44","1","0","2019/05/17 05:00:00","0","2019/05/22 04:59:59","0","1","0","-1","40","2000","103"
"148","31","1","0","2019/05/18 05:00:00","0","2019/05/25 04:59:59","0","1","0","-1","30","2000","101"
"149","41","1","0","2019/05/18 05:00:00","0","2019/05/25 04:59:59","0","1","0","-1","40","2000","101"
"150","32","1","0","2019/05/25 05:00:00","0","2019/05/31 04:59:59","0","1","0","-1","30","2000","102"
"151","42","1","0","2019/05/25 05:00:00","0","2019/05/31 04:59:59","0","1","0","-1","40","2000","102"
"152","34","1","0","2019/05/31 05:00:00","0","2019/06/11 04:59:59","0","1","0","-1","30","2000","103"
"153","44","1","0","2019/05/31 05:00:00","0","2019/06/11 04:59:59","0","1","0","-1","40","2000","103"
"154","151","1","0","2019/05/31 12:00:00","0","2019/06/14 20:59:59","0","1","0","-1","80","1500","6004"
"155","152","1","0","2019/05/31 12:00:00","0","2019/06/14 20:59:59","0","1","0","-1","80","1500","6005"
"156","31","1","0","2019/06/07 05:00:00","0","2019/06/11 04:59:59","0","1","0","-1","30","2000","101"
"157","41","1","0","2019/06/07 05:00:00","0","2019/06/11 04:59:59","0","1","0","-1","40","2000","101"
"158","45","1","0","2019/06/11 05:00:00","0","2019/06/20 04:59:59","0","1","0","-1","40","2000","104"
"159","31","1","0","2019/06/14 05:00:00","0","2019/06/22 04:59:59","0","1","0","-1","30","2000","101"
"160","41","1","0","2019/06/14 05:00:00","0","2019/06/22 04:59:59","0","1","0","-1","40","2000","101"
"161","251","1","0","2019/06/15 12:00:00","0","2019/06/22 20:59:59","0","1","0","-1","80","1500","7004"
"162","252","1","0","2019/06/15 12:00:00","0","2019/06/22 20:59:59","0","1","0","-1","80","1500","7005"
"163","34","1","0","2019/06/14 05:00:00","0","2019/06/18 04:59:59","0","1","0","-1","30","2000","103"
"164","44","1","0","2019/06/14 05:00:00","0","2019/06/18 04:59:59","0","1","0","-1","40","2000","103"
"165","32","1","0","2019/06/21 05:00:00","0","2019/06/27 04:59:59","0","1","0","-1","30","2000","102"
"166","42","1","0","2019/06/21 05:00:00","0","2019/06/27 04:59:59","0","1","0","-1","40","2000","102"
"167","37","1","0","2019/06/21 05:00:00","0","2019/06/27 04:59:59","0","1","0","-1","30","2000","109"
"168","31","1","0","2019/06/27 05:00:00","0","2019/06/30 04:59:59","0","1","0","-1","30","2000","101"
"169","41","1","0","2019/06/27 05:00:00","0","2019/06/30 04:59:59","0","1","0","-1","40","2000","101"
"170","34","1","0","2019/06/30 05:00:00","0","2019/07/06 04:59:59","0","1","0","-1","30","2000","103"
"171","44","1","0","2019/06/30 05:00:00","0","2019/07/06 04:59:59","0","1","0","-1","40","2000","103"
"172","151","1","0","2019/06/30 12:00:00","0","2019/07/14 20:59:59","0","1","0","-1","80","1500","6004"
"173","152","1","0","2019/06/30 12:00:00","0","2019/07/14 20:59:59","0","1","0","-1","80","1500","6005"
"174","31","1","0","2019/07/6 05:00:00","0","2019/07/11 04:59:59","0","1","0","-1","30","2000","101"
"175","41","1","0","2019/07/6 05:00:00","0","2019/07/11 04:59:59","0","1","0","-1","40","2000","101"
"176","37","1","0","2019/07/11 05:00:00","0","2019/07/15 04:59:59","0","1","0","-1","30","2000","109"
"177","45","1","0","2019/07/11 05:00:00","0","2019/07/21 04:59:59","0","1","0","-1","40","2000","104"
"178","34","1","0","2019/07/14 05:00:00","0","2019/07/23 04:59:59","0","1","0","-1","30","2000","103"
"179","44","1","0","2019/07/14 05:00:00","0","2019/07/23 04:59:59","0","1","0","-1","40","2000","103"
"180","31","1","0","2019/07/15 05:00:00","0","2019/07/22 04:59:59","0","1","0","-1","30","2000","101"
"181","41","1","0","2019/07/15 05:00:00","0","2019/07/22 04:59:59","0","1","0","-1","40","2000","101"
"182","32","1","0","2019/07/22 05:00:00","0","2019/07/28 04:59:59","0","1","0","-1","30","2000","102"
"183","42","1","0","2019/07/22 05:00:00","0","2019/07/28 04:59:59","0","1","0","-1","40","2000","102"
"184","37","1","0","2019/07/25 05:00:00","0","2019/07/28 04:59:59","0","1","0","-1","30","2000","109"
"185","31","1","0","2019/07/28 05:00:00","0","2019/07/31 04:59:59","0","1","0","-1","30","2000","101"
"186","41","1","0","2019/07/28 05:00:00","0","2019/07/31 04:59:59","0","1","0","-1","40","2000","101"
"187","34","1","0","2019/07/31 05:00:00","0","2019/08/6 04:59:59","0","1","0","-1","30","2000","103"
"188","44","1","0","2019/07/31 05:00:00","0","2019/08/6 04:59:59","0","1","0","-1","40","2000","103"
"189","251","1","0","2019/07/15 12:00:00","0","2019/07/22 20:59:59","0","1","0","-1","80","1500","7004"
"190","252","1","0","2019/07/15 12:00:00","0","2019/07/22 20:59:59","0","1","0","-1","80","1500","7005"
"191","151","1","0","2019/07/31 12:00:00","0","2019/08/13 20:59:59","0","1","0","-1","80","1500","6004"
"192","152","1","0","2019/07/31 12:00:00","0","2019/08/13 20:59:59","0","1","0","-1","80","1500","6005"
"193","31","1","0","2019/08/06 05:00:00","0","2019/08/11 04:59:59","0","1","0","-1","30","2000","101"
"194","41","1","0","2019/08/06 05:00:00","0","2019/08/11 04:59:59","0","1","0","-1","40","2000","101"
"195","45","1","0","2019/08/11 05:00:00","0","2019/08/21 04:59:59","0","1","0","-1","40","2000","104"
"196","37","1","0","2019/08/22 05:00:00","0","2019/08/28 04:59:59","0","1","0","-1","30","2000","109"
"197","31","1","0","2019/08/28 05:00:00","0","2019/08/31 04:59:59","0","1","0","-1","30","2000","101"
"198","41","1","0","2019/08/28 05:00:00","0","2019/08/31 04:59:59","0","1","0","-1","40","2000","101"
"199","34","1","0","2019/08/31 05:00:00","0","2019/09/06 04:59:59","0","1","0","-1","30","2000","103"
"200","44","1","0","2019/08/31 05:00:00","0","2019/09/06 04:59:59","0","1","0","-1","40","2000","103"
"201","31","1","0","2019/08/15 05:00:00","0","2019/08/22 04:59:59","0","1","0","-1","30","3000","101"
"202","41","1","0","2019/08/15 05:00:00","0","2019/08/22 04:59:59","0","1","0","-1","40","3000","101"
"203","34","1","0","2019/08/15 05:00:00","0","2019/08/19 04:59:59","0","1","0","-1","30","2000","103"
"204","44","1","0","2019/08/15 05:00:00","0","2019/08/19 04:59:59","0","1","0","-1","40","2000","103"
"205","32","1","0","2019/08/22 05:00:00","0","2019/08/28 04:59:59","0","1","0","-1","30","3000","102"
"206","42","1","0","2019/08/22 05:00:00","0","2019/08/28 04:59:59","0","1","0","-1","40","3000","102"
"207","151","1","0","2019/08/31 12:00:00","0","2019/09/14 20:59:59","0","1","0","-1","80","1500","6004"
"208","152","1","0","2019/08/31 12:00:00","0","2019/09/14 20:59:59","0","1","0","-1","80","1500","6005"
"209","251","1","0","2019/08/15 12:00:00","0","2019/08/22 20:59:59","0","1","0","-1","80","1500","7004"
"210","252","1","0","2019/08/15 12:00:00","0","2019/08/22 20:59:59","0","1","0","-1","80","1500","7005"
"211","91","1","0","2019/08/31 05:00:00","0","2019/09/04 04:59:59","0","1","0","-1","100","1500","101"
"212","92","1","0","2019/08/31 05:00:00","0","2019/09/04 04:59:59","0","1","0","-1","100","1500","102"
"213","93","1","0","2019/08/31 12:00:00","0","2019/09/04 04:59:59","0","1","0","-1","100","1500","111"
"214","94","1","0","2019/08/31 05:00:00","0","2019/09/04 04:59:59","0","1","0","-1","100","1500","109"
"215","95","1","0","2019/08/31 12:00:00","0","2019/09/04 04:59:59","0","1","0","-1","100","1500","112"
"216","96","1","0","2019/08/31 12:00:00","0","2019/09/04 04:59:59","0","1","0","-1","100","1500","6004"
"217","97","1","0","2019/08/31 12:00:00","0","2019/09/04 04:59:59","0","1","0","-1","100","1500","6005"
"220","31","1","0","2019/09/04 05:00:00","0","2019/09/09 04:59:59","0","1","0","-1","30","2000","101"
"221","41","1","0","2019/09/04 05:00:00","0","2019/09/09 04:59:59","0","1","0","-1","40","2000","101"
"222","37","1","0","2019/09/09 05:00:00","0","2019/09/14 04:59:59","0","1","0","-1","30","2000","109"
"223","45","1","0","2019/09/11 05:00:00","0","2019/09/20 04:59:59","0","1","0","-1","40","2000","104"
"224","31","1","0","2019/09/14 05:00:00","0","2019/09/20 04:59:59","0","1","0","-1","30","2000","101"
"225","41","1","0","2019/09/14 05:00:00","0","2019/09/20 04:59:59","0","1","0","-1","40","2000","101"
"226","34","1","0","2019/09/14 05:00:00","0","2019/09/21 04:59:59","0","1","0","-1","30","2000","103"
"227","44","1","0","2019/09/14 05:00:00","0","2019/09/21 04:59:59","0","1","0","-1","40","2000","103"
"228","32","1","0","2019/09/20 05:00:00","0","2019/09/26 04:59:59","0","1","0","-1","30","2000","102"
"229","42","1","0","2019/09/20 05:00:00","0","2019/09/26 04:59:59","0","1","0","-1","40","2000","102"
"230","37","1","0","2019/09/26 05:00:00","0","2019/09/29 04:59:59","0","1","0","-1","30","2000","109"
"231","31","1","0","2019/09/27 05:00:00","0","2019/09/30 04:59:59","0","1","0","-1","30","2000","101"
"232","41","1","0","2019/09/27 05:00:00","0","2019/09/30 04:59:59","0","1","0","-1","40","2000","101"
"233","34","1","0","2019/09/30 05:00:00","0","2019/10/06 04:59:59","0","1","0","-1","30","2000","103"
"234","44","1","0","2019/09/30 05:00:00","0","2019/10/06 04:59:59","0","1","0","-1","40","2000","103"
"235","251","1","0","2019/09/16 12:00:00","0","2019/09/23 20:59:59","0","1","0","-1","80","1500","7004"
"236","252","1","0","2019/09/16 12:00:00","0","2019/09/23 20:59:59","0","1","0","-1","80","1500","7005"
"237","38","1","0","2019/09/09 05:00:00","0","2019/09/14 04:59:59","0","1","0","-1","30","2000","112"
"238","151","1","0","2019/09/30 12:00:00","0","2019/10/14 20:59:59","0","1","0","-1","80","1500","6004"
"239","152","1","0","2019/09/30 12:00:00","0","2019/10/14 20:59:59","0","1","0","-1","80","1500","6005"
"240","38","1","0","2019/09/26 05:00:00","0","2019/09/29 04:59:59","0","1","0","-1","30","2000","112"
