5860dbd57908b01736b565866a7e439092345a61ed029dbd4a04456bd1ac8f3c,81427aea6a8110e8b0081d7a8daf1b9ef86aa135e5a91f41e66c8ba0289b8483,2d50d4c74e466e7ce6b9d1c2ab4d1f06831a89c6929eeea38c488fc262b36a4b,7b6b36ee2b702879e36281aa24142d2bd0435c8cdb6eecf036db514a64005607,0aa6e00bfe2dfa6ad7c95bc903661d5e8354c22d5c063a654519a52f5c5f9ab5,428efeed124b7035cafd92d52c6050b34c337619f539c6016157075b8051183e,ddf64184b2e23b4d90d2e52cc64df3f1d18a93865f8cbf4f0c2ec5dc0059ad9d,f9a0daf44c1eec4575ab73ef0abb2fe336532e295accfcc66cfd650142029019,405186c31ea88c5bcd3f6e81636dfb8f1421052bd045ee7e3b7aaee0a5a35678
"1001","100123","難易度EXTRA3で1回戦おう","1","6","0","100123","1004","3"
"1001","100124","難易度EXTRAで20000pt獲得しよう","1","7","20000","100124","1001","3"
"1001","100125","難易度EXTRAで40000pt獲得しよう","1","7","40000","100125","1001","3"
"1001","100126","難易度EXTRAで60000pt獲得しよう","1","7","60000","100126","1001","3"
"1002","100201","全難易度合計で10000pt獲得しよう","1","0","10000","100201","1001","0"
"1002","100202","全難易度合計で30000pt獲得しよう","1","0","30000","100202","1001","0"
"1002","100203","全難易度合計で50000pt獲得しよう","1","0","50000","100203","1001","0"
"1002","100204","全難易度合計で70000pt獲得しよう","1","0","70000","100204","1001","0"
"1002","100205","全難易度合計で90000pt獲得しよう","1","1","90000","100205","1001","0"
"1002","100206","全難易度合計で105000pt獲得しよう","1","1","105000","100206","1001","0"
"1002","100207","全難易度合計で120000pt獲得しよう","1","1","120000","100207","1001","0"
"1002","100208","全難易度合計で135000pt獲得しよう","1","1","135000","100208","1001","0"
"1002","100209","難易度NORMAL1で1回戦おう","1","2","0","100209","1002","1"
"1002","100210","難易度NORMAL2で1回戦おう","1","2","0","100210","1003","1"
"1002","100211","難易度NORMAL3で1回戦おう","1","2","0","100211","1004","1"
"1002","100212","難易度NORMALで10000pt獲得しよう","1","3","10000","100212","1001","1"
"1002","100213","難易度NORMALで20000pt獲得しよう","1","3","20000","100213","1001","1"
"1002","100214","難易度NORMALで30000pt獲得しよう","1","3","30000","100214","1001","1"
"1002","100215","難易度HARD1で1回戦おう","1","4","0","100215","1002","2"
"1002","100216","難易度HARD2で1回戦おう","1","4","0","100216","1003","2"
"1002","100217","難易度HARD3で1回戦おう","1","4","0","100217","1004","2"
"1002","100218","難易度HARDで15000pt獲得しよう","1","5","15000","100218","1001","2"
"1002","100219","難易度HARDで30000pt獲得しよう","1","5","30000","100219","1001","2"
"1002","100220","難易度HARDで45000pt獲得しよう","1","5","45000","100220","1001","2"
"1002","100221","難易度EXTRA1で1回戦おう","1","6","0","100221","1002","3"
"1002","100222","難易度EXTRA2で1回戦おう","1","6","0","100222","1003","3"
"1002","100223","難易度EXTRA3で1回戦おう","1","6","0","100223","1004","3"
"1002","100224","難易度EXTRAで20000pt獲得しよう","1","7","20000","100224","1001","3"
"1002","100225","難易度EXTRAで40000pt獲得しよう","1","7","40000","100225","1001","3"
"1002","100226","難易度EXTRAで60000pt獲得しよう","1","7","60000","100226","1001","3"
"1003","100301","全難易度合計で10000pt獲得しよう","1","0","10000","100301","1001","0"
"1003","100302","全難易度合計で30000pt獲得しよう","1","0","30000","100302","1001","0"
"1003","100303","全難易度合計で50000pt獲得しよう","1","0","50000","100303","1001","0"
"1003","100304","全難易度合計で70000pt獲得しよう","1","0","70000","100304","1001","0"
"1003","100305","全難易度合計で90000pt獲得しよう","1","1","90000","100305","1001","0"
"1003","100306","全難易度合計で105000pt獲得しよう","1","1","105000","100306","1001","0"
"1003","100307","全難易度合計で120000pt獲得しよう","1","1","120000","100307","1001","0"
"1003","100308","全難易度合計で135000pt獲得しよう","1","1","135000","100308","1001","0"
"1003","100309","難易度NORMAL1で1回戦おう","1","2","0","100309","1002","1"
"1003","100310","難易度NORMAL2で1回戦おう","1","2","0","100310","1003","1"
"1003","100311","難易度NORMAL3で1回戦おう","1","2","0","100311","1004","1"
"1003","100312","難易度NORMALで10000pt獲得しよう","1","3","10000","100312","1001","1"
"1003","100313","難易度NORMALで20000pt獲得しよう","1","3","20000","100313","1001","1"
"1003","100314","難易度NORMALで30000pt獲得しよう","1","3","30000","100314","1001","1"
"1003","100315","難易度HARD1で1回戦おう","1","4","0","100315","1002","2"
"1003","100316","難易度HARD2で1回戦おう","1","4","0","100316","1003","2"
"1003","100317","難易度HARD3で1回戦おう","1","4","0","100317","1004","2"
"1003","100318","難易度HARDで15000pt獲得しよう","1","5","15000","100318","1001","2"
"1003","100319","難易度HARDで30000pt獲得しよう","1","5","30000","100319","1001","2"
"1003","100320","難易度HARDで45000pt獲得しよう","1","5","45000","100320","1001","2"
"1003","100321","難易度EXTRA1で1回戦おう","1","6","0","100321","1002","3"
"1003","100322","難易度EXTRA2で1回戦おう","1","6","0","100322","1003","3"
"1003","100323","難易度EXTRA3で1回戦おう","1","6","0","100323","1004","3"
"1003","100324","難易度EXTRAで20000pt獲得しよう","1","7","20000","100324","1001","3"
"1003","100325","難易度EXTRAで40000pt獲得しよう","1","7","40000","100325","1001","3"
"1003","100326","難易度EXTRAで60000pt獲得しよう","1","7","60000","100326","1001","3"
"1004","100401","全難易度合計で10000pt獲得しよう","1","0","10000","100401","1001","0"
"1004","100402","全難易度合計で30000pt獲得しよう","1","0","30000","100402","1001","0"
"1004","100403","全難易度合計で50000pt獲得しよう","1","0","50000","100403","1001","0"
"1004","100404","全難易度合計で70000pt獲得しよう","1","0","70000","100404","1001","0"
"1004","100405","全難易度合計で90000pt獲得しよう","1","1","90000","100405","1001","0"
"1004","100406","全難易度合計で105000pt獲得しよう","1","1","105000","100406","1001","0"
"1004","100407","全難易度合計で120000pt獲得しよう","1","1","120000","100407","1001","0"
"1004","100408","全難易度合計で135000pt獲得しよう","1","1","135000","100408","1001","0"
"1004","100409","難易度NORMAL1で1回戦おう","1","2","0","100409","1002","1"
"1004","100410","難易度NORMAL2で1回戦おう","1","2","0","100410","1003","1"
"1004","100411","難易度NORMAL3で1回戦おう","1","2","0","100411","1004","1"
"1004","100412","難易度NORMALで10000pt獲得しよう","1","3","10000","100412","1001","1"
"1004","100413","難易度NORMALで20000pt獲得しよう","1","3","20000","100413","1001","1"
"1004","100414","難易度NORMALで30000pt獲得しよう","1","3","30000","100414","1001","1"
"1004","100415","難易度HARD1で1回戦おう","1","4","0","100415","1002","2"
"1004","100416","難易度HARD2で1回戦おう","1","4","0","100416","1003","2"
"1004","100417","難易度HARD3で1回戦おう","1","4","0","100417","1004","2"
"1004","100418","難易度HARDで15000pt獲得しよう","1","5","15000","100418","1001","2"
"1004","100419","難易度HARDで30000pt獲得しよう","1","5","30000","100419","1001","2"
"1004","100420","難易度HARDで45000pt獲得しよう","1","5","45000","100420","1001","2"
"1004","100421","難易度EXTRA1で1回戦おう","1","6","0","100421","1002","3"
"1004","100422","難易度EXTRA2で1回戦おう","1","6","0","100422","1003","3"
"1004","100423","難易度EXTRA3で1回戦おう","1","6","0","100423","1004","3"
"1004","100424","難易度EXTRAで20000pt獲得しよう","1","7","20000","100424","1001","3"
"1004","100425","難易度EXTRAで40000pt獲得しよう","1","7","40000","100425","1001","3"
"1004","100426","難易度EXTRAで60000pt獲得しよう","1","7","60000","100426","1001","3"
"1005","100501","全難易度合計で10000pt獲得しよう","1","0","10000","100501","1001","0"
"1005","100502","全難易度合計で30000pt獲得しよう","1","0","30000","100502","1001","0"
"1005","100503","全難易度合計で50000pt獲得しよう","1","0","50000","100503","1001","0"
"1005","100504","全難易度合計で70000pt獲得しよう","1","0","70000","100504","1001","0"
"1005","100505","全難易度合計で90000pt獲得しよう","1","1","90000","100505","1001","0"
"1005","100506","全難易度合計で105000pt獲得しよう","1","1","105000","100506","1001","0"
"1005","100507","全難易度合計で120000pt獲得しよう","1","1","120000","100507","1001","0"
"1005","100508","全難易度合計で135000pt獲得しよう","1","1","135000","100508","1001","0"
"1005","100509","難易度NORMAL1で1回戦おう","1","2","0","100509","1002","1"
"1005","100510","難易度NORMAL2で1回戦おう","1","2","0","100510","1003","1"
"1005","100511","難易度NORMAL3で1回戦おう","1","2","0","100511","1004","1"
"1005","100512","難易度NORMALで10000pt獲得しよう","1","3","10000","100512","1001","1"
"1005","100513","難易度NORMALで20000pt獲得しよう","1","3","20000","100513","1001","1"
"1005","100514","難易度NORMALで30000pt獲得しよう","1","3","30000","100514","1001","1"
"1005","100515","難易度HARD1で1回戦おう","1","4","0","100515","1002","2"
"1005","100516","難易度HARD2で1回戦おう","1","4","0","100516","1003","2"
"1005","100517","難易度HARD3で1回戦おう","1","4","0","100517","1004","2"
"1005","100518","難易度HARDで15000pt獲得しよう","1","5","15000","100518","1001","2"
"1005","100519","難易度HARDで30000pt獲得しよう","1","5","30000","100519","1001","2"
"1005","100520","難易度HARDで45000pt獲得しよう","1","5","45000","100520","1001","2"
"1005","100521","難易度EXTRA1で1回戦おう","1","6","0","100521","1002","3"
"1005","100522","難易度EXTRA2で1回戦おう","1","6","0","100522","1003","3"
"1005","100523","難易度EXTRA3で1回戦おう","1","6","0","100523","1004","3"
"1005","100524","難易度EXTRAで20000pt獲得しよう","1","7","20000","100524","1001","3"
"1005","100525","難易度EXTRAで40000pt獲得しよう","1","7","40000","100525","1001","3"
"1005","100526","難易度EXTRAで60000pt獲得しよう","1","7","60000","100526","1001","3"
"1006","100601","全難易度合計で10000pt獲得しよう","1","0","10000","100601","1001","0"
"1006","100602","全難易度合計で30000pt獲得しよう","1","0","30000","100602","1001","0"
"1006","100603","全難易度合計で50000pt獲得しよう","1","0","50000","100603","1001","0"
"1006","100604","全難易度合計で70000pt獲得しよう","1","0","70000","100604","1001","0"
"1006","100605","全難易度合計で90000pt獲得しよう","1","1","90000","100605","1001","0"
"1006","100606","全難易度合計で105000pt獲得しよう","1","1","105000","100606","1001","0"
"1006","100607","全難易度合計で120000pt獲得しよう","1","1","120000","100607","1001","0"
"1006","100608","全難易度合計で135000pt獲得しよう","1","1","135000","100608","1001","0"
"1006","100609","難易度NORMAL1で1回戦おう","1","2","0","100609","1002","1"
"1006","100610","難易度NORMAL2で1回戦おう","1","2","0","100610","1003","1"
"1006","100611","難易度NORMAL3で1回戦おう","1","2","0","100611","1004","1"
"1006","100612","難易度NORMALで10000pt獲得しよう","1","3","10000","100612","1001","1"
"1006","100613","難易度NORMALで20000pt獲得しよう","1","3","20000","100613","1001","1"
"1006","100614","難易度NORMALで30000pt獲得しよう","1","3","30000","100614","1001","1"
"1006","100615","難易度HARD1で1回戦おう","1","4","0","100615","1002","2"
"1006","100616","難易度HARD2で1回戦おう","1","4","0","100616","1003","2"
"1006","100617","難易度HARD3で1回戦おう","1","4","0","100617","1004","2"
"1006","100618","難易度HARDで15000pt獲得しよう","1","5","15000","100618","1001","2"
"1006","100619","難易度HARDで30000pt獲得しよう","1","5","30000","100619","1001","2"
"1006","100620","難易度HARDで45000pt獲得しよう","1","5","45000","100620","1001","2"
"1006","100621","難易度EXTRA1で1回戦おう","1","6","0","100621","1002","3"
"1006","100622","難易度EXTRA2で1回戦おう","1","6","0","100622","1003","3"
"1006","100623","難易度EXTRA3で1回戦おう","1","6","0","100623","1004","3"
"1006","100624","難易度EXTRAで20000pt獲得しよう","1","7","20000","100624","1001","3"
"1006","100625","難易度EXTRAで40000pt獲得しよう","1","7","40000","100625","1001","3"
"1006","100626","難易度EXTRAで60000pt獲得しよう","1","7","60000","100626","1001","3"
"1007","100701","全難易度合計で10000pt獲得しよう","1","0","10000","100701","1001","0"
"1007","100702","全難易度合計で30000pt獲得しよう","1","0","30000","100702","1001","0"
"1007","100703","全難易度合計で50000pt獲得しよう","1","0","50000","100703","1001","0"
"1007","100704","全難易度合計で70000pt獲得しよう","1","0","70000","100704","1001","0"
"1007","100705","全難易度合計で90000pt獲得しよう","1","1","90000","100705","1001","0"
"1007","100706","全難易度合計で105000pt獲得しよう","1","1","105000","100706","1001","0"
"1007","100707","全難易度合計で120000pt獲得しよう","1","1","120000","100707","1001","0"
"1007","100708","全難易度合計で135000pt獲得しよう","1","1","135000","100708","1001","0"
"1007","100709","難易度NORMAL1で1回戦おう","1","2","0","100709","1002","1"
"1007","100710","難易度NORMAL2で1回戦おう","1","2","0","100710","1003","1"
"1007","100711","難易度NORMAL3で1回戦おう","1","2","0","100711","1004","1"
"1007","100712","難易度NORMALで10000pt獲得しよう","1","3","10000","100712","1001","1"
"1007","100713","難易度NORMALで20000pt獲得しよう","1","3","20000","100713","1001","1"
"1007","100714","難易度NORMALで30000pt獲得しよう","1","3","30000","100714","1001","1"
"1007","100715","難易度HARD1で1回戦おう","1","4","0","100715","1002","2"
"1007","100716","難易度HARD2で1回戦おう","1","4","0","100716","1003","2"
"1007","100717","難易度HARD3で1回戦おう","1","4","0","100717","1004","2"
"1007","100718","難易度HARDで15000pt獲得しよう","1","5","15000","100718","1001","2"
"1007","100719","難易度HARDで30000pt獲得しよう","1","5","30000","100719","1001","2"
"1007","100720","難易度HARDで45000pt獲得しよう","1","5","45000","100720","1001","2"
"1007","100721","難易度EXTRA1で1回戦おう","1","6","0","100721","1002","3"
"1007","100722","難易度EXTRA2で1回戦おう","1","6","0","100722","1003","3"
"1007","100723","難易度EXTRA3で1回戦おう","1","6","0","100723","1004","3"
"1007","100724","難易度EXTRAで20000pt獲得しよう","1","7","20000","100724","1001","3"
"1007","100725","難易度EXTRAで40000pt獲得しよう","1","7","40000","100725","1001","3"
"1007","100726","難易度EXTRAで60000pt獲得しよう","1","7","60000","100726","1001","3"
"1008","100801","全難易度合計で10000pt獲得しよう","1","0","10000","100801","1001","0"
"1008","100802","全難易度合計で30000pt獲得しよう","1","0","30000","100802","1001","0"
"1008","100803","全難易度合計で50000pt獲得しよう","1","0","50000","100803","1001","0"
"1008","100804","全難易度合計で70000pt獲得しよう","1","0","70000","100804","1001","0"
"1008","100805","全難易度合計で90000pt獲得しよう","1","1","90000","100805","1001","0"
"1008","100806","全難易度合計で105000pt獲得しよう","1","1","105000","100806","1001","0"
"1008","100807","全難易度合計で120000pt獲得しよう","1","1","120000","100807","1001","0"
"1008","100808","全難易度合計で135000pt獲得しよう","1","1","135000","100808","1001","0"
"1008","100809","難易度NORMAL1で1回戦おう","1","2","0","100809","1002","1"
"1008","100810","難易度NORMAL2で1回戦おう","1","2","0","100810","1003","1"
"1008","100811","難易度NORMAL3で1回戦おう","1","2","0","100811","1004","1"
"1008","100812","難易度NORMALで10000pt獲得しよう","1","3","10000","100812","1001","1"
"1008","100813","難易度NORMALで20000pt獲得しよう","1","3","20000","100813","1001","1"
"1008","100814","難易度NORMALで30000pt獲得しよう","1","3","30000","100814","1001","1"
"1008","100815","難易度HARD1で1回戦おう","1","4","0","100815","1002","2"
"1008","100816","難易度HARD2で1回戦おう","1","4","0","100816","1003","2"
"1008","100817","難易度HARD3で1回戦おう","1","4","0","100817","1004","2"
"1008","100818","難易度HARDで15000pt獲得しよう","1","5","15000","100818","1001","2"
"1008","100819","難易度HARDで30000pt獲得しよう","1","5","30000","100819","1001","2"
"1008","100820","難易度HARDで45000pt獲得しよう","1","5","45000","100820","1001","2"
"1008","100821","難易度EXTRA1で1回戦おう","1","6","0","100821","1002","3"
"1008","100822","難易度EXTRA2で1回戦おう","1","6","0","100822","1003","3"
"1008","100823","難易度EXTRA3で1回戦おう","1","6","0","100823","1004","3"
"1008","100824","難易度EXTRAで20000pt獲得しよう","1","7","20000","100824","1001","3"
"1008","100825","難易度EXTRAで40000pt獲得しよう","1","7","40000","100825","1001","3"
"1008","100826","難易度EXTRAで60000pt獲得しよう","1","7","60000","100826","1001","3"
"1009","100901","全難易度合計で10000pt獲得しよう","1","0","10000","100901","1001","0"
"1009","100902","全難易度合計で30000pt獲得しよう","1","0","30000","100902","1001","0"
"1009","100903","全難易度合計で50000pt獲得しよう","1","0","50000","100903","1001","0"
"1009","100904","全難易度合計で70000pt獲得しよう","1","0","70000","100904","1001","0"
"1009","100905","全難易度合計で90000pt獲得しよう","1","1","90000","100905","1001","0"
"1009","100906","全難易度合計で105000pt獲得しよう","1","1","105000","100906","1001","0"
"1009","100907","全難易度合計で120000pt獲得しよう","1","1","120000","100907","1001","0"
"1009","100908","全難易度合計で135000pt獲得しよう","1","1","135000","100908","1001","0"
"1009","100909","難易度NORMAL1で1回戦おう","1","2","0","100909","1002","1"
"1009","100910","難易度NORMAL2で1回戦おう","1","2","0","100910","1003","1"
"1009","100911","難易度NORMAL3で1回戦おう","1","2","0","100911","1004","1"
"1009","100912","難易度NORMALで10000pt獲得しよう","1","3","10000","100912","1001","1"
"1009","100913","難易度NORMALで20000pt獲得しよう","1","3","20000","100913","1001","1"
"1009","100914","難易度NORMALで30000pt獲得しよう","1","3","30000","100914","1001","1"
"1009","100915","難易度HARD1で1回戦おう","1","4","0","100915","1002","2"
"1009","100916","難易度HARD2で1回戦おう","1","4","0","100916","1003","2"
"1009","100917","難易度HARD3で1回戦おう","1","4","0","100917","1004","2"
"1009","100918","難易度HARDで15000pt獲得しよう","1","5","15000","100918","1001","2"
"1009","100919","難易度HARDで30000pt獲得しよう","1","5","30000","100919","1001","2"
"1009","100920","難易度HARDで45000pt獲得しよう","1","5","45000","100920","1001","2"
"1009","100921","難易度EXTRA1で1回戦おう","1","6","0","100921","1002","3"
"1009","100922","難易度EXTRA2で1回戦おう","1","6","0","100922","1003","3"
"1009","100923","難易度EXTRA3で1回戦おう","1","6","0","100923","1004","3"
"1009","100924","難易度EXTRAで20000pt獲得しよう","1","7","20000","100924","1001","3"
"1009","100925","難易度EXTRAで40000pt獲得しよう","1","7","40000","100925","1001","3"
"1009","100926","難易度EXTRAで60000pt獲得しよう","1","7","60000","100926","1001","3"
