667c0d468bbabceef1bed71708874b56aa35c1bff3476b5d2e3f33a32e4c6af0,253be96dc4f575adb89b531c776d952dd33dd8f0feb5f46f7f21c7df3f1509c3,a3864b245346c0bfed238076fc7546b474d5e1f9e422a3e9928a469538c750ce,376ef8337d3f0c7a6e823094d163d1b7ce5da2cc422a91dce50fb776647264b9,d469885d6ef09e10bc1bcab86affe71fa75e3edcaf2f3c7cdf0c6c55d88f9116,c0b106532d6ad810967b54cce8734ad216e076f009e46bff02bc76c11a54423e,fef184a141ac7acff3d14f7168be6a6cc0492668bf8cf61f321738dee57ca62b,3c9f967932027ec89b38b627b493908b85f6d78f6be11081346cbfd0a3853ac7,5253fd40dc8065b90c2e1f28a353fb400bb32a1af5ddaaeaec64b395ced98869,9ecbb29a2ab163c65153335b3ec034b4d8096e4b30adec0f6dd97235945b435e
"5704","25021","520000","2","5741","380","0","0","0","0"
"5705","25021","520000","2","5751","380","0","0","0","0"
"5801","25021","520000","2","5811","380","0","0","0","0"
"5802","25021","520000","2","5821","380","0","0","0","0"
"5803","25021","520000","2","5831","380","0","0","0","0"
"5804","25021","520000","2","5841","380","0","0","0","0"
"5805","25021","520000","2","5851","380","0","0","0","0"
"5901","25021","520000","2","5911","380","0","0","0","0"
"5902","25021","520000","2","5921","380","0","0","0","0"
"5903","25021","520000","2","5931","380","0","0","0","0"
"5904","25021","520000","2","5941","380","0","0","0","0"
"5905","25021","520000","2","5951","380","0","0","0","0"
"6001","25021","520000","2","6011","950","0","0","0","0"
"6002","25021","520000","2","6021","950","0","0","0","0"
"6101","25021","520000","2","6111","380","0","0","0","0"
"6102","25021","520000","2","6121","380","0","0","0","0"
"6103","25021","520000","2","6131","380","0","0","0","0"
"6104","25021","520000","2","6141","380","0","0","0","0"
"6105","25021","520000","2","6151","380","0","0","0","0"
"6201","25021","520000","2","6211","380","0","0","0","0"
"6202","25021","520000","2","6221","380","0","0","0","0"
"6203","25021","520000","2","6231","380","0","0","0","0"
"6204","25021","520000","2","6241","380","0","0","0","0"
"6205","25021","520000","2","6251","380","0","0","0","0"
"6301","25021","520000","2","6311","380","0","0","0","0"
"6302","25021","520000","2","6321","380","0","0","0","0"
"6303","25021","520000","2","6331","380","0","0","0","0"
"6304","25021","520000","2","6341","380","0","0","0","0"
"6305","25021","520000","2","6351","380","0","0","0","0"
"6401","25021","520000","2","6411","380","0","0","0","0"
"6402","25021","520000","2","6421","380","0","0","0","0"
"6403","25021","520000","2","6431","380","0","0","0","0"
"6404","25021","520000","2","6441","380","0","0","0","0"
"6405","25021","520000","2","6451","380","0","0","0","0"
"6501","25021","520000","2","6511","380","0","0","0","0"
"6502","25021","520000","2","6521","380","0","0","0","0"
"6503","25021","520000","2","6531","380","0","0","0","0"
"6504","25021","520000","2","6541","380","0","0","0","0"
"6505","25021","520000","2","6551","380","0","0","0","0"
"6601","25021","520000","2","6611","1900","0","0","0","0"
"6701","25021","520000","2","6711","380","0","0","0","0"
"6702","25021","520000","2","6721","380","0","0","0","0"
"6703","25021","520000","2","6731","380","0","0","0","0"
"6704","25021","520000","2","6741","380","0","0","0","0"
"6705","25021","520000","2","6751","380","0","0","0","0"
"6801","25021","520000","2","6811","380","0","0","0","0"
"6802","25021","520000","2","6821","380","0","0","0","0"
"6803","25021","520000","2","6831","380","0","0","0","0"
"6804","25021","520000","2","6841","380","0","0","0","0"
"6805","25021","520000","2","6851","380","0","0","0","0"
"6901","25021","520000","2","6911","380","0","0","0","0"
"6902","25021","520000","2","6921","380","0","0","0","0"
"6903","25021","520000","2","6931","380","0","0","0","0"
"6904","25021","520000","2","6941","380","0","0","0","0"
"6905","25021","520000","2","6951","380","0","0","0","0"
"7001","25021","520000","2","7011","380","0","0","0","0"
"7002","25021","520000","2","7021","380","0","0","0","0"
"7003","25021","520000","2","7031","380","0","0","0","0"
"7004","25021","520000","2","7041","380","0","0","0","0"
"7005","25021","520000","2","7051","380","0","0","0","0"
"7101","25021","520000","2","7111","380","0","0","0","0"
"7102","25021","520000","2","7121","380","0","0","0","0"
"7103","25021","520000","2","7131","380","0","0","0","0"
"7104","25021","520000","2","7141","380","0","0","0","0"
"7105","25021","520000","2","7151","380","0","0","0","0"
"7201","25021","520000","2","7211","1900","0","0","0","0"
"7301","25021","520000","2","7311","380","0","0","0","0"
"7302","25021","520000","2","7321","380","0","0","0","0"
"7303","25021","520000","2","7331","380","0","0","0","0"
"7304","25021","520000","2","7341","380","0","0","0","0"
"7305","25021","520000","2","7351","380","0","0","0","0"
"7401","25021","520000","2","7411","380","0","0","0","0"
"7402","25021","520000","2","7421","380","0","0","0","0"
"7403","25021","520000","2","7431","380","0","0","0","0"
"7404","25021","520000","2","7441","380","0","0","0","0"
"7405","25021","520000","2","7451","380","0","0","0","0"
"7501","25021","520000","2","7511","380","0","0","0","0"
"7502","25021","520000","2","7521","380","0","0","0","0"
"7503","25021","520000","2","7531","380","0","0","0","0"
"7504","25021","520000","2","7541","380","0","0","0","0"
"7505","25021","520000","2","7551","380","0","0","0","0"
"7601","25021","520000","2","7611","380","0","0","0","0"
"7602","25021","520000","2","7621","380","0","0","0","0"
"7603","25021","520000","2","7631","380","0","0","0","0"
"7604","25021","520000","2","7641","380","0","0","0","0"
"7605","25021","520000","2","7651","380","0","0","0","0"
"7701","25021","520000","2","7711","1900","0","0","0","0"
"7801","25021","520000","2","7811","950","0","0","0","0"
"7802","25021","520000","2","7821","950","0","0","0","0"
"7901","25021","520000","2","7911","380","0","0","0","0"
"7902","25021","520000","2","7921","380","0","0","0","0"
"7903","25021","520000","2","7931","380","0","0","0","0"
"7904","25021","520000","2","7941","380","0","0","0","0"
"7905","25021","520000","2","7951","380","0","0","0","0"
"8001","25021","520000","2","8011","380","0","0","0","0"
"8002","25021","520000","2","8021","380","0","0","0","0"
"8003","25021","520000","2","8031","380","0","0","0","0"
"8004","25021","520000","2","8041","380","0","0","0","0"
"8005","25021","520000","2","8051","380","0","0","0","0"
"8101","25021","520000","2","8111","380","0","0","0","0"
"8102","25021","520000","2","8121","380","0","0","0","0"
"8103","25021","520000","2","8131","380","0","0","0","0"
"8104","25021","520000","2","8141","380","0","0","0","0"
"8105","25021","520000","2","8151","380","0","0","0","0"
"8201","25021","530000","2","8211","460","0","0","0","0"
"8202","25021","530000","2","8221","460","0","0","0","0"
"8203","25021","530000","2","8231","460","0","0","0","0"
"8204","25021","530000","2","8241","460","0","0","0","0"
"8205","25021","530000","2","8251","460","0","0","0","0"
"8301","25021","530000","2","8311","460","0","0","0","0"
"8302","25021","530000","2","8321","460","0","0","0","0"
"8303","25021","530000","2","8331","460","0","0","0","0"
"8304","25021","530000","2","8341","460","0","0","0","0"
"8305","25021","530000","2","8351","460","0","0","0","0"
"8401","25021","530000","2","8411","460","0","0","0","0"
"8402","25021","530000","2","8421","460","0","0","0","0"
"8403","25021","530000","2","8431","460","0","0","0","0"
"8404","25021","530000","2","8441","460","0","0","0","0"
"8405","25021","530000","2","8451","460","0","0","0","0"
"8501","25021","530000","2","8511","460","0","0","0","0"
"8502","25021","530000","2","8521","460","0","0","0","0"
"8503","25021","530000","2","8531","460","0","0","0","0"
"8504","25021","530000","2","8541","460","0","0","0","0"
"8505","25021","530000","2","8551","460","0","0","0","0"
"8601","25021","530000","2","8611","460","0","0","0","0"
"8602","25021","530000","2","8621","460","0","0","0","0"
"8603","25021","530000","2","8631","460","0","0","0","0"
"8604","25021","530000","2","8641","460","0","0","0","0"
"8605","25021","530000","2","8651","460","0","0","0","0"
"8701","25021","530000","2","8711","460","0","0","0","0"
"8702","25021","530000","2","8721","460","0","0","0","0"
"8703","25021","530000","2","8731","460","0","0","0","0"
"8704","25021","530000","2","8741","460","0","0","0","0"
"8705","25021","530000","2","8751","460","0","0","0","0"
"8801","25021","530000","2","8811","460","0","0","0","0"
"8802","25021","530000","2","8821","460","0","0","0","0"
"8803","25021","530000","2","8831","460","0","0","0","0"
"8804","25021","530000","2","8841","460","0","0","0","0"
"8805","25021","530000","2","8851","460","0","0","0","0"
"8901","25021","530000","2","8911","460","0","0","0","0"
"8902","25021","530000","2","8921","460","0","0","0","0"
"8903","25021","530000","2","8931","460","0","0","0","0"
"8904","25021","530000","2","8941","460","0","0","0","0"
"8905","25021","530000","2","8951","460","0","0","0","0"
"9001","25021","530000","2","9011","460","0","0","0","0"
"9002","25021","530000","2","9021","460","0","0","0","0"
"9003","25021","530000","2","9031","460","0","0","0","0"
"9004","25021","530000","2","9041","460","0","0","0","0"
"9005","25021","530000","2","9051","460","0","0","0","0"
"9101","25021","530000","2","9111","460","0","0","0","0"
"9102","25021","530000","2","9121","460","0","0","0","0"
"9103","25021","530000","2","9131","460","0","0","0","0"
"9104","25021","530000","2","9141","460","0","0","0","0"
"9105","25021","530000","2","9151","460","0","0","0","0"
"9201","25021","530000","2","9211","460","0","0","0","0"
"9202","25021","530000","2","9221","460","0","0","0","0"
"9203","25021","530000","2","9231","460","0","0","0","0"
"9204","25021","530000","2","9241","460","0","0","0","0"
"9205","25021","530000","2","9251","460","0","0","0","0"
"9301","25021","530000","2","9311","460","0","0","0","0"
"9302","25021","530000","2","9321","460","0","0","0","0"
"9303","25021","530000","2","9331","460","0","0","0","0"
"9304","25021","530000","2","9341","460","0","0","0","0"
"9305","25021","530000","2","9351","460","0","0","0","0"
"9401","25021","530000","2","9411","460","0","0","0","0"
"9402","25021","530000","2","9421","460","0","0","0","0"
"9403","25021","530000","2","9431","460","0","0","0","0"
"9404","25021","530000","2","9441","460","0","0","0","0"
"9405","25021","530000","2","9451","460","0","0","0","0"
"9501","25021","530000","2","9511","460","0","0","0","0"
"9502","25021","530000","2","9521","460","0","0","0","0"
"9503","25021","530000","2","9531","460","0","0","0","0"
"9504","25021","530000","2","9541","460","0","0","0","0"
"9505","25021","530000","2","9551","460","0","0","0","0"
"9601","25021","530000","2","9611","460","0","0","0","0"
"9602","25021","530000","2","9621","460","0","0","0","0"
"9603","25021","530000","2","9631","460","0","0","0","0"
"9604","25021","530000","2","9641","460","0","0","0","0"
"9605","25021","530000","2","9651","460","0","0","0","0"
"9701","25021","530000","2","9711","460","0","0","0","0"
"9702","25021","530000","2","9721","460","0","0","0","0"
"9703","25021","530000","2","9731","460","0","0","0","0"
"9704","25021","530000","2","9741","460","0","0","0","0"
"9705","25021","530000","2","9751","460","0","0","0","0"
"9801","25021","530000","2","9811","460","0","0","0","0"
"9802","25021","530000","2","9821","460","0","0","0","0"
"9803","25021","530000","2","9831","460","0","0","0","0"
"9804","25021","530000","2","9841","460","0","0","0","0"
"9805","25021","530000","2","9851","460","0","0","0","0"
"9901","25021","530000","2","9911","460","0","0","0","0"
"9902","25021","530000","2","9921","460","0","0","0","0"
"9903","25021","530000","2","9931","460","0","0","0","0"
"9904","25021","530000","2","9941","460","0","0","0","0"
"9905","25021","530000","2","9951","460","0","0","0","0"
"10001","25021","530000","2","10011","460","0","0","0","0"
"10002","25021","530000","2","10021","460","0","0","0","0"
"10003","25021","530000","2","10031","460","0","0","0","0"
"10004","25021","530000","2","10041","460","0","0","0","0"
"10005","25021","530000","2","10051","460","0","0","0","0"
"10101","25021","530000","2","10111","460","0","0","0","0"
"10102","25021","530000","2","10121","460","0","0","0","0"
"10103","25021","530000","2","10131","460","0","0","0","0"
"10104","25021","530000","2","10141","460","0","0","0","0"
"10105","25021","530000","2","10151","460","0","0","0","0"
"10201","25021","530000","2","10211","460","0","0","0","0"
"10202","25021","530000","2","10221","460","0","0","0","0"
"10203","25021","530000","2","10231","460","0","0","0","0"
"10204","25021","530000","2","10241","460","0","0","0","0"
"10205","25021","530000","2","10251","460","0","0","0","0"
"10301","25021","530000","2","10311","460","0","0","0","0"
"10302","25021","530000","2","10321","460","0","0","0","0"
"10303","25021","530000","2","10331","460","0","0","0","0"
"10304","25021","530000","2","10341","460","0","0","0","0"
"10305","25021","530000","2","10351","460","0","0","0","0"
"10401","25021","530000","2","10411","460","0","0","0","0"
"10402","25021","530000","2","10421","460","0","0","0","0"
"10403","25021","530000","2","10431","460","0","0","0","0"
"10404","25021","530000","2","10441","460","0","0","0","0"
"10405","25021","530000","2","10451","460","0","0","0","0"
"10501","25021","530000","2","10511","460","0","0","0","0"
"10502","25021","530000","2","10521","460","0","0","0","0"
"10503","25021","530000","2","10531","460","0","0","0","0"
"10504","25021","530000","2","10541","460","0","0","0","0"
"10505","25021","530000","2","10551","460","0","0","0","0"
"10601","25021","530000","2","10611","460","0","0","0","0"
"10602","25021","530000","2","10621","460","0","0","0","0"
"10603","25021","530000","2","10631","460","0","0","0","0"
"10604","25021","530000","2","10641","460","0","0","0","0"
"10605","25021","530000","2","10651","460","0","0","0","0"
"10701","25021","530000","2","10711","460","0","0","0","0"
"10702","25021","530000","2","10721","460","0","0","0","0"
"10703","25021","530000","2","10731","460","0","0","0","0"
"10704","25021","530000","2","10741","460","0","0","0","0"
"10705","25021","530000","2","10751","460","0","0","0","0"
"10801","25021","530000","2","10811","460","0","0","0","0"
"10802","25021","530000","2","10821","460","0","0","0","0"
"10803","25021","530000","2","10831","460","0","0","0","0"
"10804","25021","530000","2","10841","460","0","0","0","0"
"10805","25021","530000","2","10851","460","0","0","0","0"
"10901","25021","530000","2","10911","460","0","0","0","0"
"10902","25021","530000","2","10921","460","0","0","0","0"
"10903","25021","530000","2","10931","460","0","0","0","0"
"10904","25021","530000","2","10941","460","0","0","0","0"
"10905","25021","530000","2","10951","460","0","0","0","0"
"11001","25021","540000","2","11011","580","0","0","0","0"
"11002","25021","540000","2","11021","580","0","0","0","0"
"11003","25021","540000","2","11031","580","0","0","0","0"
"11004","25021","540000","2","11041","580","0","0","0","0"
"11005","25021","540000","2","11051","580","0","0","0","0"
"11101","25021","540000","2","11111","580","0","0","0","0"
"11102","25021","540000","2","11121","580","0","0","0","0"
"11103","25021","540000","2","11131","580","0","0","0","0"
