80217f8dd7f0790a0e737b631f06817b553c00cf93ddb261b406631c378e7c22,f2df6e411b205621ada61781ccd5b4f1b4793e2f97ef58b59c0fd9311ea63678,fc9bad8b12f1457c2e2aeb7785149acb73c37cad3e5c32f24465dfba27195572,ffeb60de9453ac41206c30ea90bcfb5ab5a8cf5b71dacea80326236e0a5ee4a4,bb52a01f1f10fc350efbdb0b19542932b02de0a606a300a3f70f4587bf57464d,f59e4e11e5c45496a57f58d23bee5a69060381b845cce3a325a1989a1fd27a0f,7babb46d42bc1f2b89b978ca60c3d2d3f320269907a0b0b128acb1fc30d60ba2,7cb42a0e48504e009a2cc6eccb99303c805247fddcb8a63fa0ce029876e36bd3,330fd01773fddd395a6b999705d660b9a4ad0684d87a4ef5b49d990a03e50ecf,0718ba1b2d7d81b8c8c08e844fca0b916c85888503ae8302279aeb08feafff17
"十","1","千","百","0","0","2110058","0","0","万 "
"九","1","八","十","0","0","2110060","0","0","七"
"ジャッジメント","1","アジテーション","ハッピーエンド","0","0","2111001","0","0","ハイテンション"
"ちぇる～ん☆","1","やばいですね★","どるるるる～ん★","0","0","2111002","0","0","夢はスーパースター☆☆★"
"獣の耳と尻尾がある","1","最も人口が多い","尖った長い耳","0","0","2111003","0","0","二つの角を頭部に持つ"
"クォン","1","パォン","カォン","0","0","2111004","0","0","キャォン"
"輝く","1","高価","成長","0","0","2111005","0","0","教育"
"銅","1","鉄","銀","0","0","2120002","0","0","金"
"ラバー","1","ハツ","レバー","0","0","2120004","0","0","モツ"
"タケウマ","1","バシャウマ","トラウマ","0","0","2120005","0","0","ストレス"
"秒雨","1","分雨","時雨","0","0","2120006","0","0","雷雨"
"銀","1","銅","鉄","0","0","2120009","0","0","金"
"大赤柱","1","大青柱","大黒柱","0","0","2120011","0","0","大白柱"
"電車","1","電源","電報","0","0","2120012","0","0","電灯"
"しょうゆ","1","お酢","みりん","0","0","2120013","0","0","みそ"
"ですぎ","1","しぶみ","でがらし","0","0","2120014","0","0","こいめ"
"うわて","1","じょうしゅ","かみて","0","0","2120016","0","0","じょうず"
"よりせき","1","よせき","よせ","0","0","2120017","0","0","よるせき"
"ロングウェイ","1","フライアウェイ","フリーウェイ","0","0","2120018","0","0","レールウェイ"
"釘","1","腕押し","かすがい","0","0","2120021","0","0","念仏"
"眉","1","鼻","爪","0","0","2120022","0","0","尻"
"小判","1","念仏","論語","0","0","2120023","0","0","かすがい"
"とっくり","1","花瓶","ひょうたん","0","0","2120025","0","0","巾着"
"馬","1","牛","雀","0","0","2120026","0","0","虎"
"一鳥一石","1","一長一短","一朝一夕","0","0","2120027","0","0","一兆一億"
"2つ","1","6つ","4つ","0","0","2120028","0","0","8つ"
"hallo","1","herro","hello","0","0","2120029","0","0","harro"
"不言実行","1","一進一退","優柔不断","0","0","2120031","0","0","日進月歩"
"木曜日","1","日曜日","金曜日","0","0","2120033","0","0","月曜日"
"金曜日","1","木曜日","水曜日","0","0","2120034","0","0","火曜日"
"ダビングメッセージ","1","ダンシングメッセージ","ダイイングメッセージ","0","0","2120035","0","0","ダイビングメッセージ"
"牛","1","犬","馬","0","0","2120036","0","0","獅子"
"川","1","クローゼット","トイレ","0","0","2120037","0","0","キッチン"
"かんがえる","1","かいまみる","かんがみる","0","0","2120038","0","0","こころみる"
"三百万","1","五百万","八百万","0","0","2120039","0","0","二百万"
"熊","1","猿","蛇","0","0","2120042","0","0","猪"
"瀕死","1","状態","一死","0","0","2120045","0","0","すべて正しい"
"人物","1","追跡","不信","0","0","2120046","0","0","すべて正しい"
"紙幣","1","両替","硬化","0","0","2120047","0","0","すべて正しい"
"はちめんろっぴ","1","しぶんごれつ","きゅうしいっしょう","0","0","2120048","0","0","さんしゃさんよう"
"ひゃっぱちひゃくちゅう","1","しめんそか","せんざいいちぐう","0","0","2120049","0","0","いちもうだじん"
"謀る","1","計る","図る","0","0","2120050","0","0","測る"
"着く","1","突く","就く","0","0","2120051","0","0","付く"
"赤","1","黒","青","0","0","2120053","0","0","白"
"三分","1","七分","五分","0","0","2120054","0","0","二分"
"家族","1","カップル","敵同士","0","0","2120055","0","0","師弟"
"マツタケ","1","シイタケ","タケノコ","0","0","2120056","0","0","アスパラ"
"女","1","仕事","金","0","0","2120057","0","0","命"
"麻","1","髪の毛","真綿","0","0","2120058","0","0","糸"
"耳","1","あご","眉","0","0","2120059","0","0","うなじ"
"鶴","1","犬","亀","0","0","2120060","0","0","猫"
"狸","1","猫","狐","0","0","2120061","0","0","兎"
"ばたんきゅー冒険団","1","ぼくらの防衛団","バイバイぼっち団","0","0","2121001","0","0","バイトばっかり団"
"ザ・バタリオン・オブ・ハデス・イモータル","1","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ジ・オーダー・オブ・ゲヘナ・イモータルズ","0","0","2121002","0","0","ジ・オーダー・オブ・ハデス・イモータル"
"誓約女君","1","聖夜女君","絶対妻君","0","0","2121003","0","0","獰猛女君"
"しっぷうのめいひめ","1","しっぷうのめいひ","しっぷうのヘカーテ","0","0","2121004","0","0","しっぷうのダークプリンセス"
"10000000","1","1000","1000000","0","0","2121005","0","0","100000000"
"親指","1","小指","薬指","0","0","2130004","0","0","中指"
"薬指","1","親指","中指","0","0","2130005","0","0","人差し指"
"中指","1","薬指","人差し指","0","0","2130006","0","0","親指"
"肉","1","野菜","酒","0","0","2130007","0","0","米"
"貧乏人","1","頑固者","世間知らず","0","0","2130008","0","0","料理人"
"病","1","原","床","0","0","2130009","0","0","尾"
"東","1","西","南","0","0","2130011","0","0","北"
"トイレ","1","居間","台所","0","0","2130014","0","0","納戸"
"七","1","六","九","0","0","2130015","0","0","八"
"琴","1","ギター","三味線","0","0","2130016","0","0","ピアノ"
"再三再四","1","千変万化","天衣無法","0","0","2130018","0","0","馬耳東風"
"貢献","1","貴重","格下","0","0","2130019","0","0","穀物"
"貝殻","1","金券","掛軸","0","0","2130020","0","0","木刀"
"器用貧乏","1","無芸大食","羊頭苦肉","0","0","2130021","0","0","汚名返上"
"春","1","夏","秋","0","0","2130022","0","0","冬"
"ホン","1","チュウ","ハン","0","0","2130023","0","0","タン"
"イツ","1","サン","タン","0","0","2130024","0","0","コン"
"イン","1","キン","シン","0","0","2130025","0","0","テン"
"伊乃木","1","木伊乃","木乃伊","0","0","2130026","0","0","乃伊木"
"さらゆ","1","ちょうおんとう","ぬるまゆ","0","0","2130027","0","0","ねっとう"
"手風琴","1","口風琴","自鳴琴","0","0","2130028","0","0","鉄琴"
"点描","1","線描","素描","0","0","2130029","0","0","寸描"
"大胆","1","不注意","用心しすぎ","0","0","2130030","0","0","平凡"
"将棋","1","麻雀","囲碁","0","0","2130031","0","0","双六"
"賭け事","1","食事","釣り","0","0","2130033","0","0","女性"
"鮪","1","鯵","鰯","0","0","2130034","0","0","鰹"
"悪いときの助け船","1","突然のチャンス","良いときの邪魔者","0","0","2130035","0","0","災難続き"
"菊","1","薔薇","蓮","0","0","2130036","0","0","百合"
"桜","1","梅","菊","0","0","2130037","0","0","松"
"いちまつ","1","いっき","いちる","0","0","2130039","0","0","いっぺん"
"タコ漁","1","生け花","サイコロ博打","0","0","2130041","0","0","指圧"
"カマキリ","1","カエル","クモ","0","0","2130044","0","0","ヤモリ"
"カエル","1","ネコ","カラス","0","0","2130045","0","0","スズムシ"
"盗人","1","居候","江戸っ子","0","0","2130046","0","0","武士"
"カラス","1","カモ","キジ","0","0","2130047","0","0","サギ"
"カビ","1","草","苔","0","0","2130048","0","0","芽"
"ついかく","1","ずいし","すいこう","0","0","2130049","0","0","すいさつ"
"刀","1","車","翼","0","0","2130050","0","0","獅子"
"塩をつける","1","酢をつける","味噌をつける","0","0","2130052","0","0","辛子をつける"
"筆むぎ","1","筆いね","筆まめ","0","0","2130053","0","0","筆あわ"
"しばらく","1","あまねく","ようやく","0","0","2130054","0","0","ことごとく"
"詩集","1","詩","詩人","0","0","2130055","0","0","詩を書く"
"びわ","1","あけび","いちじく","0","0","2130058","0","0","ざくろ"
"わらび","1","ぜんまい","うど","0","0","2130059","0","0","つくし"
"しょうぶ","1","おみなえし","かきつばた","0","0","2130061","0","0","さるすべり"
"ディープエターナル＝エアスラッシャー","1","ディープエターナル＝ディヴァイダー","エターナルアビス＝ディヴァイダー","0","0","2131001","0","0","エターナルアビス＝エアスラッシャー"
"アポカリプスコード・スリーシックス","1","アビステクノロジー・ヘルコード","ギアスアポクリフォ・タイラントコード","0","0","2131002","0","0","ギアスグリモワール・ナンバーオブサタン"
"百貨店","1","百点満点","百面相","0","0","2131003","0","0","百人一首"
"胸の内","1","お仕事","推し事","0","0","2131004","0","0","愛言葉"
"クルーズ","1","ファイト","キャンプ","0","0","2131005","0","0","マラソン"
"アオダイショウ","1","ヤゴ","オタマジャクシ","0","0","2210001","0","0","ゲンゴロウ"
"翼","1","しっぽ","角","0","0","2210003","0","0","耳"
"ダンゴ","1","サンゴ","イナゴ","0","0","2210004","0","0","ロンゴ"
"ペリカン","1","コウノトリ","カラス","0","0","2210005","0","0","オウム"
"ガーリック","1","オニオン","ジンジャー","0","0","2210006","0","0","ターメリック"
"マンゴー","1","ドリアン","アボカド","0","0","2210007","0","0","ランブータン"
"パンジー","1","パール","パクチー","0","0","2210008","0","0","パーシー"
"ピーマン","1","ハクサイ","ニンジン","0","0","2210009","0","0","キュウリ"
"哺乳類","1","鳥類","魚類","0","0","2210011","0","0","は虫類"
"罷免","1","慣れ","免疫","0","0","2210012","0","0","自己防衛"
"鼻","1","口","耳","0","0","2210013","0","0","目"
"リス科","1","イヌ科","イタチ科","0","0","2210015","0","0","ネコ科"
"お父さん","1","おじいさん","お母さん","0","0","2210016","0","0","おばあさん"
"口","1","耳","鼻","0","0","2210018","0","0","目"
"サバ","1","アユ","サケ","0","0","2210019","0","0","コイ"
"パンダ","1","ヒツジ","ラクダ","0","0","2210020","0","0","ゴリラ"
"ダチョウ","1","ライオン","チーター","0","0","2210021","0","0","トラ"
"カッコウ","1","キツツキ","オウム","0","0","2210022","0","0","フクロウ"
"情知らず","1","物知らず","親知らず","0","0","2210024","0","0","八重歯"
"フラミンゴ","1","コウノトリ","クジャク","0","0","2210025","0","0","ライチョウ"
"ズワイガニ","1","タカアシガニ","タラバガニ","0","0","2210026","0","0","モクズガニ"
"ミカン糖","1","レモン糖","ブドウ糖","0","0","2210027","0","0","イチゴ糖"
"マツタケ","1","シイタケ","ソデタケ","0","0","2210029","0","0","マイタケ"
"フォアグラ","1","キャビア","トリュフ","0","0","2210030","0","0","ナツメグ"
"剛体動物","1","解体動物","軟体動物","0","0","2210032","0","0","変体動物"
"モヤシ","1","レタス","ピーマン","0","0","2210034","0","0","キャベツ"
"えんどうまめ","1","なたまめ","そらまめ","0","0","2210035","0","0","くろまめ"
"上腕一頭筋","1","ヒラメ筋","上腕二頭筋","0","0","2210037","0","0","上腕五頭筋"
"青","1","黄","赤","0","0","2210040","0","0","緑"
"20匹","1","5匹","1匹","0","0","2210041","0","0","10匹"
"鼻","1","前脚","耳","0","0","2210042","0","0","尻尾"
"川","1","湖","海","0","0","2210045","0","0","池"
"地上を高速で走る","1","首が360度回る","くちばしが膨らむ","0","0","2210046","0","0","木をつついて穴をあける"
"サンゴ","1","ペンション","貝","0","0","2210047","0","0","小石"
"アサガオ","1","サザンカ","サクラ","0","0","2210048","0","0","キク"
"しゃっくり","1","くしゃみ","いびき","0","0","2210049","0","0","あくび"
"頭とう骨","1","頭あい骨","頭がい骨","0","0","2210050","0","0","頭こう骨"
"26℃前後","1","46℃前後","36℃前後","0","0","2210051","0","0","56℃前後"
"キリギリス","1","カマドウマ","カメレオン","0","0","2210052","0","0","ハンミョウ"
"コショウウオ","1","タバスコウオ","サンショウウオ","0","0","2210054","0","0","シチミトウガラシウオ"
"ホッキョクグマ","1","ツキノワグマ","クマゲラ","0","0","2210056","0","0","ヒグマ"
"にがい","1","すっぱい","あつい","0","0","2210057","0","0","あまい"
"セミ","1","トンボ","ホタル","0","0","2210058","0","0","ハチ"
"ソルティドッグ","1","ホットドッグ","ブルドッグ","0","0","2210059","0","0","アメリカンドッグ"
"モミジ","1","ツツジ","イチョウ","0","0","2210060","0","0","ハゼノキ"
"ミソギ","1","キョウカ","ユニ","0","0","2211001","0","0","ミミ"
"～ガオッ","1","～であーる","～ッス","0","0","2211002","0","0","～だぴょん♪"
"ぺコリーヌ","1","コッコロ","キャル","0","0","2211003","0","0","シェフィ"
"イオっち","1","イオせんせー","ちゃんイオ","0","0","2211004","0","0","イオ殿"
"リリ","1","クリア","ミソラ","0","0","2211005","0","0","プレシア"
"やしのみ","1","このみ","くまのみ","0","0","2220001","0","0","ゆのみ"
"タンポポ","1","アジサイ","サザンカ","0","0","2220002","0","0","アサガオ"
"10本","1","6本","8本","0","0","2220005","0","0","12本"
"バラ科","1","ミカン科","ナス科","0","0","2220006","0","0","ウリ科"
"ジジガメ","1","トノガメ","オサガメ","0","0","2220007","0","0","ババガメ"
"パパイヤ","1","パイナップル","キーウィ","0","0","2220008","0","0","マンゴー"
"ミミ","1","カミ","アシ","0","0","2220009","0","0","カカト"
"食べ物を消化する","1","血液を作る","役に立っていない","0","0","2220010","0","0","解毒の機能がある"
"ゴリラ","1","チンパンジー","ニホンザル","0","0","2220012","0","0","オランウータン"
"マツムシ","1","クツワムシ","スズムシ","0","0","2220015","0","0","クワガタムシ"
"アキレスオオカブト","1","アマゾネスオオカブト","ヘラクレスオオカブト","0","0","2220016","0","0","ペルセウスオオカブト"
"2つ","1","3つ","4つ","0","0","2220017","0","0","分かれていない"
"ツキノワグマ","1","ヒグマ","ホッキョクグマ","0","0","2220018","0","0","アメリカクロクマ"
"クワガタ","1","テントウムシ","カマキリ","0","0","2220019","0","0","セミ"
"肌頬","1","貯頬","頬袋","0","0","2220020","0","0","頬冠"
"ベニバナクサギ","1","カノコユリ","コチョウラン","0","0","2220021","0","0","ボタンキンバイ"
"脂肪","1","心房","細胞","0","0","2220022","0","0","棍棒"
"キリギリス","1","バッタ","コオロギ","0","0","2220023","0","0","アリ"
"アンコウ","1","サメ","フグ","0","0","2220024","0","0","シャチ"
"い","1","め","く","0","0","2220025","0","0","て"
"ウニ","1","イカ","クラゲ","0","0","2220026","0","0","タコ"
"クラゲ","1","イカ","ウニ","0","0","2220027","0","0","タコ"
"犬","1","羊","牛","0","0","2220028","0","0","ラクダ"
"なぎさ","1","うさぎ","さなぎ","0","0","2220030","0","0","さかき"
"ヘビ","1","カメレオン","ワニ","0","0","2220031","0","0","カバ"
"ゴリラ","1","チンパンジー","マントヒヒ","0","0","2220033","0","0","オランウータン"
"カブトムシ","1","カナブン","クワガタ","0","0","2220034","0","0","カマキリ"
"7ヵ月後","1","7週間後","7年後","0","0","2220038","0","0","7日後"
"ヒマワリ","1","アジサイ","ウメ","0","0","2220040","0","0","コスモス"
"手","1","頭","足","0","0","2220042","0","0","腰"
"本名","1","和名","学名","0","0","2220043","0","0","実名"
"ホモ・アジエンス","1","モモ・サピエンス","ホモ・サピエンス","0","0","2220044","0","0","イモ・アジエンス"
"セミ","1","カブトムシ","トンボ","0","0","2220046","0","0","スズムシ"
"硝子植物","1","束子植物","種子植物","0","0","2220047","0","0","芥子植物"
"毛様血管","1","毛頭血管","毛細血管","0","0","2220048","0","0","毛深血管"
"鳥類","1","両生類","貝類","0","0","2220049","0","0","魚類"
"エビ","1","カニ","クラゲ","0","0","2220050","0","0","フジツボ"
"ハリネズミ","1","ヤマアラシ","アルマジロ","0","0","2220051","0","0","オオアリクイ"
"たんぱく質","1","脂質","水","0","0","2220052","0","0","炭水化物"
"カッコウ","1","スズメ","ライチョウ","0","0","2220054","0","0","カワセミ"
"毛","1","骨","皮膚","0","0","2220056","0","0","脂肪"
"循環器","1","泌尿器","呼吸器","0","0","2220057","0","0","消化器"
"タコ","1","イカ","ウニ","0","0","2220058","0","0","エビ"
"法師","1","法子","胞子","0","0","2220059","0","0","奉仕"
"マイタケ","1","マツタケ","シメジ","0","0","2220060","0","0","ナメコ"
"キョウカ","1","リリ","ミミ","0","0","2221001","0","0","イノリ"
"タラトイガー","1","トライロッカー","トラタイガー","0","0","2221002","0","0","トラライオン"
"ぽんこりん","1","ぺんぺこりん","ぺんぽこりん","0","0","2221003","0","0","ぷんぽこりん"
"トモ","1","ミサキ","ミヤコ","0","0","2221004","0","0","クルミ"
"ワニゴン","1","ワニドロロ","ドロゲーター","0","0","2221005","0","0","タテマツリワニ"
"アルヘナ","1","アルガン","アルベド","0","0","2230001","0","0","アルキン"
"アイドリング","1","トラベリング","シバリング","0","0","2230003","0","0","シャーリング"
"肝臓","1","腎臓","膵臓","0","0","2230005","0","0","心臓"
"ピーラー","1","ピーナッツ","ピーヘン","0","0","2230007","0","0","ピーチ"
"グルーミング","1","マウンティング","クラッタリング","0","0","2230008","0","0","ギャザリング"
"ネコザメ科","1","イヌザメ科","ネズミザメ科","0","0","2230010","0","0","イタチザメ科"
"デイジーマリー","1","ポピーマリー","ローズマリー","0","0","2230012","0","0","サンフラワーマリー"
"レバー","1","スリット","フランジ","0","0","2230013","0","0","ラチェット"
"スミレ","1","フジ","アジサイ","0","0","2230014","0","0","シダレザクラ"
"葉","1","根","実","0","0","2230015","0","0","茎"
"ジャックフルーツ","1","ミラクルフルーツ","ドラゴンフルーツ","0","0","2230016","0","0","パッションフルーツ"
"キャベツ","1","ホウレンソウ","ブロッコリー","0","0","2230017","0","0","チンゲンサイ"
"でいご","1","こんご","ぜいご","0","0","2230018","0","0","けいご"
"キリンのほうが多い","1","人間のほうが多い","同じ","0","0","2230019","0","0","個体によって違う"
"ジャコウイヌ科","1","ジャコウクマ科","ジャコウネコ科","0","0","2230021","0","0","ジャコウウマ科"
"キク科","1","セリ科","シソ科","0","0","2230022","0","0","イネ科"
"黒","1","縞模様","白","0","0","2230023","0","0","赤"
"ビーバー","1","ヌートリア","カピバラ","0","0","2230024","0","0","チンチラ"
"ウナギ","1","ドジョウ","ナマズ","0","0","2230026","0","0","マグロ"
"バナナトンボ","1","ヒマワリトンボ","ムギワラトンボ","0","0","2230027","0","0","タンポポトンボ"
"トンボ","1","カブトムシ","カイコ","0","0","2230028","0","0","クワガタ"
"山女魚","1","鰆","鰻","0","0","2230029","0","0","鮪"
"2つ","1","1つ","3つ","0","0","2230030","0","0","5つ"
"マンタ","1","ホホジロザメ","シーラカンス","0","0","2230031","0","0","ミミックオクトパス"
"兵帽筋","1","侍帽筋","僧帽筋","0","0","2230032","0","0","王帽筋"
"目","1","尾ひれ","うろこ","0","0","2230033","0","0","口"
"XX","1","YY","XY","0","0","2230034","0","0","XZ"
"15本","1","7本","0本","0","0","2230036","0","0","23本"
"サトウ","1","スズキ","イトウ","0","0","2230037","0","0","タカハシ"
"リス科","1","イヌ科","イタチ科","0","0","2230038","0","0","ネコ科"
"ネコ科","1","ブタ科","イヌ科","0","0","2230040","0","0","ジャコウネコ科"
"イモムシ","1","ヤゴ","ボウフラ","0","0","2230043","0","0","アリジゴク"
"クモ","1","カブトムシ","カマキリ","0","0","2230044","0","0","クワガタ"
"おうむ返し","1","ふり返り","こむら返り","0","0","2230045","0","0","生き返り"
"ツツジ科","1","スミレ科","イネ科","0","0","2230046","0","0","ユリ科"
"針葉樹","1","広葉樹","落葉樹","0","0","2230048","0","0","常緑樹"
"ケロロフィル","1","カロロフィル","クロロフィル","0","0","2230049","0","0","キロロフィル"
"カッコウ","1","ニワトリ","フクロウ","0","0","2230050","0","0","ハト"
"月夜草","1","星見草","月見草","0","0","2230051","0","0","星夜草"
"カラス貝","1","ウグイス貝","オウム貝","0","0","2230052","0","0","スズメ貝"
"マイマイ","1","カイカイ","アイアイ","0","0","2230053","0","0","ハイハイ"
"アナゴ筋","1","カツオ筋","ヒラメ筋","0","0","2230055","0","0","マグロ筋"
"水","1","石油","脂肪","0","0","2230058","0","0","夢"
"イヌ","1","タヌキ","ネコ","0","0","2230059","0","0","キツネ"
"ペッパー","1","ラッパー","ケッパー","0","0","2230061","0","0","アッパー"
"マスク・ド・ジュン","1","ノエルの淑女","聖女仮面","0","0","2231001","0","0","白銀マスク"
"アヤネ","1","コッコロ","アオイ","0","0","2231002","0","0","イリヤ"
"太鼓","1","カスタネット","タンバリン","0","0","2231003","0","0","マラカス"
"チエル","1","クロエ","ユニ","0","0","2231004","0","0","アオイ"
"エリコ","1","ニノン","スズナ","0","0","2231005","0","0","キャル"
"0","1","2","1","0","0","2310002","0","0","0.5"
"太陽","1","火星","月","0","0","2310003","0","0","水星"
"水星","1","火星","土星","0","0","2310005","0","0","金星"
"エメラルド","1","トルコ石","ルビー","0","0","2310006","0","0","真珠"
"温帯低気圧","1","寒帯低気圧","熱帯低気圧","0","0","2310009","0","0","乾燥帯低気圧"
"ヘクトパスカル","1","ミリバール","デシベル","0","0","2310010","0","0","キログラム"
"メートル","1","キログラム","カロリー","0","0","2310011","0","0","リットル"
"12","1","24","6","0","0","2310012","0","0","9"
"12時間","1","36時間","24時間","0","0","2310014","0","0","48時間"
"1kgの鉄","1","1kgの砂","すべて同じ","0","0","2310015","0","0","1kgの綿"
"1360分","1","1520分","1440分","0","0","2310016","0","0","1600分"
"N","1","E","M","0","0","2310017","0","0","W"
"黒夜","1","黄夜","白夜","0","0","2310018","0","0","赤夜"
"赤","1","白","黒","0","0","2310019","0","0","ピンク"
"30度","1","60度","45度","0","0","2310020","0","0","90度"
"レッドホール","1","ブルーホール","ブラックホール","0","0","2310021","0","0","ホワイトホール"
"180度","1","360度","720度","0","0","2310023","0","0","540度"
"20","1","22","21","0","0","2310024","0","0","23"
"湯の川","1","泥の川","天の川","0","0","2310025","0","0","紀の川"
"窒素","1","水素","質素","0","0","2310026","0","0","炭素"
"0.1メートル","1","10メートル","0.01メートル","0","0","2310027","0","0","100メートル"
"ワルツ","1","スパッツ","ヘルツ","0","0","2310028","0","0","ワッツ"
"クロール","1","ショール","スコール","0","0","2310030","0","0","イコール"
"ロケットとの衝突","1","人工衛星との衝突","隕石との衝突","0","0","2310031","0","0","地面からの爆発"
"265.24日","1","165.24日","365.24日","0","0","2310032","0","0","465.24日"
"約39.5日","1","約49.5日","約29.5日","0","0","2310034","0","0","約59.5日"
"切層","1","割層","断層","0","0","2310035","0","0","高層"
"爆発","1","酸化","沸騰","0","0","2310036","0","0","液化"
"固点","1","寒点","氷点","0","0","2310037","0","0","冷点"
"4キロ","1","6キロ","2キロ","0","0","2310038","0","0","8キロ"
"50","1","5050","0","0","0","2310039","0","0","-500"
"部分日食","1","金環日食","皆既日食","0","0","2310041","0","0","全体日食"
"反抗","1","反発","抵抗","0","0","2310042","0","0","対立"
"ホイル","1","マイル","コイル","0","0","2310043","0","0","ネイル"
"ミリリットル","1","デシリットル","ミリメートル","0","0","2310044","0","0","キロリットル"
"160","1","150","200","0","0","2310045","0","0","155"
"3＋2","1","3－2","3×2","0","0","2310047","0","0","2＋3"
"半月","1","三日月","満月","0","0","2310049","0","0","新月"
"銀","1","銅","銭","0","0","2310051","0","0","鉄"
"不導体","1","未絶体","半導体","0","0","2310052","0","0","中縁体"
"Q波","1","R波","P波","0","0","2310053","0","0","S波"
"1円玉100枚","1","米1合","水1リットル","0","0","2310054","0","0","1万円札で100万円"
"赤潮","1","黒潮","干潮","0","0","2310056","0","0","満潮"
"底辺","1","高さ","円周率","0","0","2310059","0","0","2"
"雷","1","霰","霜","0","0","2310060","0","0","雹"
"1480","1","1100","1200","0","0","2311001","0","0","1000"
"460","1","700","630","0","0","2311002","0","0","540"
"1600","1","5400","6400","0","0","2311003","0","0","7980"
"オーマ","1","トーゴク","ランドソル","0","0","2311004","0","0","セントールス"
"1000ルピ","1","1150ルピ","1100ルピ","0","0","2311005","0","0","950ルピ"
"0度","1","180度","90度","0","0","2320001","0","0","360度"
"2本","1","7本","5本","0","0","2320004","0","0","9本"
"ボクレス","1","キミレス","アンタレス","0","0","2320005","0","0","オイラレス"
"ノネナール","1","ゼミナール","ルミノール","0","0","2320006","0","0","ファール"
"60℃","1","600℃","6000℃","0","0","2320008","0","0","60000℃"
