52db5985211f1d7590aa3d9617b2f96bd02eee7b0eca2115c7a92ad696f7c9fa,6c60d037867ec9129f553af19e03c8d6e3e1f3bbd050b999c795390af109df40,d2c017285083489ac1eeccfb10c16b8a9e7b2d0998f6a6f556b64088ddb0212b,d2bc9f4dd40d2be54a6e40212d35280938a93a8acfa96606ab4a1b2e802c2da2,acd2fd4d6ab3830f7042aca298468780c477d5dd44a384efd00e18977833620c,02537fbeeda4a70a3d242b6673f9cb6aa0f32dc7e0d2a83aa50451be1082b739,aea3d6a03a9bf9c22b61f1a442f7469524ad3b9c04e0ad7063812a996f9876d1,13a4353800758d1db8fb5724edda146fabf1480e150f3c6f937856b672a99aa4,628607e8f264883fd8ed20ef9cae054b0a6a0cf06c431177fbe04de194f7700a,966f6f23d0957a17cc13c2d38748b606609715da794027a0519a80f7cfc565de,4600de5507c7e87125ccb2febb717c559338a33e78505899c13cb72c053bff6e,413bd473e63ffd62b99b5112b4192b96bfc8467a0c5ca7436710548e8c0517e4
"1","300","1","1","5","32","1","1","1","300","-1","101005"
"1","300","1","1","5","32","1","1","1","-1","-1","101006"
"1","310","1","1","6","32","1","1","1","300","1","101101"
"1","310","1","1","6","32","1","1","1","300","-1","101102"
"1","310","1","1","6","32","1","1","1","-1","-1","101103"
"1","310","1","1","5","32","1","1","1","300","1","101104"
"1","310","1","1","5","32","1","1","1","300","-1","101105"
"1","310","1","1","5","32","1","1","1","-1","-1","101106"
"1","320","1","1","6","32","1","1","1","300","1","101201"
"1","320","1","1","6","32","1","1","1","300","-1","101202"
"1","320","1","1","6","32","1","1","1","-1","-1","101203"
"1","320","1","1","5","32","1","1","1","300","1","101204"
"1","320","1","1","5","32","1","1","1","300","-1","101205"
"1","320","1","1","5","32","1","1","1","-1","-1","101206"
"1","330","1","1","6","32","1","1","1","300","3","101301"
"1","330","1","1","6","32","1","1","1","300","-1","101302"
"1","330","1","1","6","32","1","1","1","-1","-1","101303"
"1","330","1","1","5","32","1","1","1","300","3","101304"
"1","330","1","1","5","32","1","1","1","300","-1","101305"
"1","330","1","1","5","32","1","1","1","-1","-1","101306"
"1","340","1","1","6","32","1","1","1","300","3","101401"
"1","340","1","1","6","32","1","1","1","300","-1","101402"
"1","340","1","1","6","32","1","1","1","-1","-1","101403"
"1","340","1","1","5","32","1","1","1","300","3","101404"
"1","340","1","1","5","32","1","1","1","300","-1","101405"
"1","340","1","1","5","32","1","1","1","-1","-1","101406"
"1","350","1","1","6","32","1","1","1","300","3","101501"
"1","350","1","1","6","32","1","1","1","300","-1","101502"
"1","350","1","1","6","32","1","1","1","-1","-1","101503"
"1","350","1","1","5","32","1","1","1","300","3","101504"
"1","350","1","1","5","32","1","1","1","300","-1","101505"
"1","350","1","1","5","32","1","1","1","-1","-1","101506"
"1","360","1","1","6","32","1","1","1","310","5","101601"
"1","360","1","1","6","32","1","1","1","310","-1","101602"
"1","360","1","1","6","32","1","1","1","-1","-1","101603"
"1","360","1","1","5","32","1","1","1","310","5","101604"
"1","360","1","1","5","32","1","1","1","310","-1","101605"
"1","360","1","1","5","32","1","1","1","-1","-1","101606"
"1","380","1","1","6","32","1","1","1","310","5","101701"
"1","380","1","1","6","32","1","1","1","310","-1","101702"
"1","380","1","1","6","32","1","1","1","-1","-1","101703"
"1","380","1","1","5","32","1","1","1","310","5","101704"
"1","380","1","1","5","32","1","1","1","310","-1","101705"
"1","380","1","1","5","32","1","1","1","-1","-1","101706"
"1","400","1","1","6","32","1","1","1","310","5","101801"
"1","400","1","1","6","32","1","1","1","310","-1","101802"
"1","400","1","1","6","32","1","1","1","-1","-1","101803"
"1","400","1","1","5","32","1","1","1","310","5","101804"
"1","400","1","1","5","32","1","1","1","310","-1","101805"
"1","400","1","1","5","32","1","1","1","-1","-1","101806"
"1","400","1","1","6","33","1","1","1","310","5","111601"
"1","400","1","1","6","33","1","1","1","310","-1","111602"
"1","400","1","1","6","33","1","1","1","-1","-1","111603"
"1","400","1","1","5","33","1","1","1","310","5","111604"
"1","400","1","1","5","33","1","1","1","310","-1","111605"
"1","400","1","1","5","33","1","1","1","-1","-1","111606"
"1","450","1","1","6","33","1","1","1","310","5","111701"
"1","450","1","1","6","33","1","1","1","310","-1","111702"
"1","450","1","1","6","33","1","1","1","-1","-1","111703"
"1","450","1","1","5","33","1","1","1","310","5","111704"
"1","450","1","1","5","33","1","1","1","310","-1","111705"
"1","450","1","1","5","33","1","1","1","-1","-1","111706"
"1","500","1","1","6","33","1","1","1","310","5","111801"
"1","500","1","1","6","33","1","1","1","310","-1","111802"
"1","500","1","1","6","33","1","1","1","-1","-1","111803"
"1","500","1","1","5","33","1","1","1","310","5","111804"
"1","500","1","1","5","33","1","1","1","310","-1","111805"
"1","500","1","1","5","33","1","1","1","-1","-1","111806"
