acde23cea0c517f044b3e890c767d3c857434ba9eaa8bde650144453b9338c96,6b127410f07c269747b6fc6ef204aae08a5924b1747681e2054150224ed3ae88,6fd66e4002f49ee4d33b51fb388135255f96411d14b12901f8973badb7b5f3f2,449d10b8e596430ad9e97e4ad837d3e8acd9459c984549e1afaa2c2e1c4e7de8,4fb5d8a699687d7d588dc95a5b8cd72bc6af4aecc04ebe84ef648ac64e9b0826,1fdee62d6fe38a189053e6844f96d55faa67e522014f8308634a11b7f0ca56cb,05e10bb0eb03ba21d85523f3b9f4d7e55d5c7c05d497aa846b086df46d98c7e8,3f0528ceb295b84fbf72d415a427d3eaa7319483fd72c96f1e0f67b69cf40721,e274ce938b75494ed4bf180085576780d13386b687e310029eb013b56c1dd2c0,6c1131ddd4161b4b9662ba7f8d5726866571dc86e6fc109d81ac85e1ce943629,be17ef11682e9911477d99fc7e130f994d36aee259f13b86d28769105d4e79d7,f364d7d6d6200430e256dd01d7c7be62b43335e8e0b5b3c7e69a04444db4f172
"0","114","2","11041","114","0","4","0","104","11401","113","0"
"0","115","4","11031","115","0","2","0","103","11501","114","0"
"0","116","3","11041","116","0","4","0","104","11601","115","0"
"0","117","2","11021","117","0","2","0","102","11701","116","0"
"0","118","2","11041","118","0","4","0","104","11801","117","0"
"0","119","1","10521","119","0","3","0","52","11901","118","0"
"0","120","3","11041","120","0","4","0","104","12001","119","0"
"0","121","3","11021","121","0","1","0","102","12101","120","0"
"0","122","4","11031","122","0","3","0","103","12201","121","0"
"0","123","2","11001","123","0","2","0","100","12301","122","0"
"0","124","1","11021","124","0","1","0","102","12401","123","0"
"0","125","3","11041","125","0","4","0","104","12501","124","0"
"0","126","2","11011","126","0","2","0","101","12601","125","0"
