064d68055625e13c78dae0259bd831f13de472702a389452c4271d2304108c9f,8aad02cf9311010a4b4e0ad2daf28c4ffec8d687bd38928eea602508544e8df0,27ad023f8026cdac5a803f4164f82206e877e22c5f54850b35ddc6d283c32361,6a36961a8c183fb031a0d6128f32ee8e21e41358406990f348559d3ff85b5f6c,0191def799e911b6247697fa3151eae0f977142ae029b11d1325720598234f1a,b8e095f02e74c14754d67b4df5a12b34acabaa623940ac947897b342e47cd570
"502224","10140","2","3","5140002","180"
"501031","20050","2","3","5092001","181"
"501551","20050","2","3","5092004","182"
"501683","10142","2","3","5142001","183"
"500837","10143","2","3","5116004","184"
"500133","10145","2","3","5118002","185"
"500810","10145","2","3","5118003","186"
"500133","10145","2","3","5118007","187"
"501593","20051","2","3","5094001","188"
"501613","20052","2","3","5096002","189"
"502283","10146","2","3","5146001","1014601"
"502003","10149","2","3","5122000","1014901"
"502015","10149","2","3","5122002","1014902"
"501614","10151","2","3","5124003","1015101"
"502373","10154","2","3","5154007","1015401"
"502074","10156","2","3","5156001","1015601"
"502394","10156","2","3","5156002","1015602"
"502063","10157","2","3","5128001","1015701"
"500880","10158","2","3","5158003","1015801"
"501031","20053","2","3","5098000","2005301"
"500837","20054","2","3","5100003","2005401"
"501873","20055","2","3","5102002","2005501"
"500133","20056","2","3","5104003","2005601"
