10585c94052bb19b1352811d7caae7b241276b2d2b6e56df60d919d3f87d20cf,4034410204f03deb30d1cd9ffe2b5fba9aaad82b778a4ad193856e1a6f8dd300,e82e5821c633fd8cdd8948a3584a062eb5589347a95e748228a708a17881f254,942ae888b27627e66f77cff98e1a53cc65a5b1ac0655f2b05e87e088ef1e96d4,3998597bfc9cf254352ae8b575f6ff2c758b18cbbbaad469b65df4242a021f1a,84f1831416d9a3079ceaa4280ad1bc6c7db6cbca3fd2affb9e33e28598d1b94b,0280d4c6d149fc85e3bbf864925e67d256e4c1c08cd5cd0ed4c0f559d979b977,471bff115acf8a84071ad0d8165fcd8e7eeaf06baa8429936e30f992a9bf3077,79da03c92b296791cb0c3760b02fa9085d0341876a6cbdd1f87ca73f3de0f9dc,545e553ee5326cdf7affa14623f0abb30803eef7ed9e033b83cf83d021233340,dd3b5124200bad1dc37f6a80661a3b7704bf2420ebe32fe6f88d87600bf7beef,af149cf6b537951fd4b639659ac5d1d1d854a7fc75c4ce3271f61e6784da6abd,a438c645ecfa3d75ac546e63ed8832e0fdf0323d4d6653dca78aeacd9b8ec226,8e88964e238e885b3815eaf3649c0d4828a5fe1dbc0717177302a410f6acbb27,98b9171c843661c14ef2dd23d072eb7a355f8b93a9ba3a614365685bf08da3b0,a7fd9af1fcff93343355a4ed425c8eb7f61fe934d6fff3462b4c26c3c3dfbbc1,1c93986c456cfd5b9a1e1e597f55890f4ee907b5ed04cc1e4f4b481b127152bf,3495fe2a1b8c4e1900489fba59a8122ce261fa7620edfc1f4727ae5e651d979c,8227b092d3796d7bc08f1575deefac397a87fd87f5f219d423fa7f8781b16ad1,4c92e4d15b9974fac45dc90762adda9ca7ca2a98ab7807002805ab783e8541d0
"10","20003","0","0","2","0","0","0","1003203","10","0","0","2","3","0","0","90006","3100102","4","91"
"30","20003","0","0","2","0","0","0","1003203","5","0","0","2","1","0","0","90006","3100101","11","92"
"1","20003","0","0","2","0","0","0","1003204","20","0","0","2","5","0","0","90006","3100104","1","93"
"3","20003","0","0","2","0","0","0","1003204","15","0","0","2","4","0","0","90006","3100103","2","94"
"10","20003","0","0","2","0","0","0","1003204","10","0","0","2","3","0","0","90006","3100102","4","95"
"30","20003","0","0","2","0","0","0","1003204","5","0","0","2","1","0","0","90006","3100101","11","96"
"1","20003","0","0","2","0","0","0","1003205","40","0","0","2","10","0","0","90006","3100104","1","97"
"3","20003","0","0","2","0","0","0","1003205","30","0","0","2","8","0","0","90006","3100103","2","98"
"10","20003","0","0","2","0","0","0","1003205","20","0","0","2","6","0","0","90006","3100102","4","99"
"30","20003","0","0","2","0","0","0","1003205","10","0","0","2","2","0","0","90006","3100101","11","100"
"1","20003","0","0","2","0","0","0","1003206","10","0","0","2","4","0","0","90006","3100104","1","101"
"3","20003","0","0","2","0","0","0","1003206","8","0","0","2","3","0","0","90006","3100103","2","102"
"10","20003","0","0","2","0","0","0","1003206","6","0","0","2","2","0","0","90006","3100102","4","103"
"30","20003","0","0","2","0","0","0","1003206","4","0","0","2","1","0","0","90006","3100101","11","104"
"1","20003","0","0","2","0","0","0","1003207","10","0","0","2","4","0","0","90006","3100104","1","105"
"3","20003","0","0","2","0","0","0","1003207","8","0","0","2","3","0","0","90006","3100103","2","106"
"10","20003","0","0","2","0","0","0","1003207","6","0","0","2","2","0","0","90006","3100102","4","107"
"30","20003","0","0","2","0","0","0","1003207","4","0","0","2","1","0","0","90006","3100101","11","108"
"1","20003","0","0","2","0","0","0","1003208","10","0","0","2","4","0","0","90006","3100104","1","109"
"3","20003","0","0","2","0","0","0","1003208","8","0","0","2","3","0","0","90006","3100103","2","110"
"10","20003","0","0","2","0","0","0","1003208","6","0","0","2","2","0","0","90006","3100102","4","111"
"30","20003","0","0","2","0","0","0","1003208","4","0","0","2","1","0","0","90006","3100101","11","112"
"1","20003","0","0","2","0","0","0","1003209","10","0","0","2","4","0","0","90006","3100104","1","113"
"3","20003","0","0","2","0","0","0","1003209","8","0","0","2","3","0","0","90006","3100103","2","114"
"10","20003","0","0","2","0","0","0","1003209","6","0","0","2","2","0","0","90006","3100102","4","115"
"30","20003","0","0","2","0","0","0","1003209","4","0","0","2","1","0","0","90006","3100101","11","116"
"1","20003","0","0","2","0","0","0","1003210","10","0","0","2","4","0","0","90006","3100104","1","117"
"3","20003","0","0","2","0","0","0","1003210","8","0","0","2","3","0","0","90006","3100103","2","118"
"10","20003","0","0","2","0","0","0","1003210","6","0","0","2","2","0","0","90006","3100102","4","119"
"30","20003","0","0","2","0","0","0","1003210","4","0","0","2","1","0","0","90006","3100101","11","120"
"1","20003","0","0","2","0","0","0","1004201","20","0","0","2","5","0","0","90006","3100104","1","121"
"3","20003","0","0","2","0","0","0","1004201","15","0","0","2","4","0","0","90006","3100103","2","122"
"10","20003","0","0","2","0","0","0","1004201","10","0","0","2","3","0","0","90006","3100102","4","123"
"30","20003","0","0","2","0","0","0","1004201","5","0","0","2","1","0","0","90006","3100101","11","124"
"1","20003","0","0","2","0","0","0","1004202","20","0","0","2","5","0","0","90006","3100104","1","125"
"3","20003","0","0","2","0","0","0","1004202","15","0","0","2","4","0","0","90006","3100103","2","126"
"10","20003","0","0","2","0","0","0","1004202","10","0","0","2","3","0","0","90006","3100102","4","127"
"30","20003","0","0","2","0","0","0","1004202","5","0","0","2","1","0","0","90006","3100101","11","128"
"1","20003","0","0","2","0","0","0","1004203","20","0","0","2","5","0","0","90006","3100104","1","129"
"3","20003","0","0","2","0","0","0","1004203","15","0","0","2","4","0","0","90006","3100103","2","130"
"10","20003","0","0","2","0","0","0","1004203","10","0","0","2","3","0","0","90006","3100102","4","131"
"30","20003","0","0","2","0","0","0","1004203","5","0","0","2","1","0","0","90006","3100101","11","132"
"1","20003","0","0","2","0","0","0","1004204","20","0","0","2","5","0","0","90006","3100104","1","133"
"3","20003","0","0","2","0","0","0","1004204","15","0","0","2","4","0","0","90006","3100103","2","134"
"10","20003","0","0","2","0","0","0","1004204","10","0","0","2","3","0","0","90006","3100102","4","135"
"30","20003","0","0","2","0","0","0","1004204","5","0","0","2","1","0","0","90006","3100101","11","136"
"1","20003","0","0","2","0","0","0","1004205","40","0","0","2","10","0","0","90006","3100104","1","137"
"3","20003","0","0","2","0","0","0","1004205","30","0","0","2","8","0","0","90006","3100103","2","138"
"10","20003","0","0","2","0","0","0","1004205","20","0","0","2","6","0","0","90006","3100102","4","139"
"30","20003","0","0","2","0","0","0","1004205","10","0","0","2","2","0","0","90006","3100101","11","140"
"1","20003","0","0","2","0","0","0","1004206","10","0","0","2","4","0","0","90006","3100104","1","141"
"3","20003","0","0","2","0","0","0","1004206","8","0","0","2","3","0","0","90006","3100103","2","142"
"10","20003","0","0","2","0","0","0","1004206","6","0","0","2","2","0","0","90006","3100102","4","143"
"30","20003","0","0","2","0","0","0","1004206","4","0","0","2","1","0","0","90006","3100101","11","144"
"1","20003","0","0","2","0","0","0","1004207","10","0","0","2","4","0","0","90006","3100104","1","145"
"3","20003","0","0","2","0","0","0","1004207","8","0","0","2","3","0","0","90006","3100103","2","146"
"10","20003","0","0","2","0","0","0","1004207","6","0","0","2","2","0","0","90006","3100102","4","147"
"30","20003","0","0","2","0","0","0","1004207","4","0","0","2","1","0","0","90006","3100101","11","148"
"1","20003","0","0","2","0","0","0","1004208","10","0","0","2","4","0","0","90006","3100104","1","149"
"3","20003","0","0","2","0","0","0","1004208","8","0","0","2","3","0","0","90006","3100103","2","150"
"10","20003","0","0","2","0","0","0","1004208","6","0","0","2","2","0","0","90006","3100102","4","151"
"30","20003","0","0","2","0","0","0","1004208","4","0","0","2","1","0","0","90006","3100101","11","152"
"1","20003","0","0","2","0","0","0","1004209","10","0","0","2","4","0","0","90006","3100104","1","153"
"3","20003","0","0","2","0","0","0","1004209","8","0","0","2","3","0","0","90006","3100103","2","154"
"10","20003","0","0","2","0","0","0","1004209","6","0","0","2","2","0","0","90006","3100102","4","155"
"30","20003","0","0","2","0","0","0","1004209","4","0","0","2","1","0","0","90006","3100101","11","156"
"1","20003","0","0","2","0","0","0","1004210","10","0","0","2","4","0","0","90006","3100104","1","157"
"3","20003","0","0","2","0","0","0","1004210","8","0","0","2","3","0","0","90006","3100103","2","158"
"10","20003","0","0","2","0","0","0","1004210","6","0","0","2","2","0","0","90006","3100102","4","159"
"30","20003","0","0","2","0","0","0","1004210","4","0","0","2","1","0","0","90006","3100101","11","160"
