df79016ac0156889334b95786beb48480c7f94134cdf60526ec296c60ef975b6,d0289d3e964669fa47a1b4e5ffacd060cbcc49850e2aea0e47da186071cc1794,bf5446883d3b2769b7f621dfff287c7b88f4983603a2a8d0e8e646836965ea0c,90634719c6042546873f0b11615ee07a2965345b85f43400a585c04a17d066f8,6aa1dda2610af16901722ff706fab29efc488c5e21ded7545014641aa5e0b96b,2b06e29438751be2be6c56b5495a403dc9f5715e14786b0e987521f35f52d491,1512dbb1d5ec08d79c68a88153e1ce46ce72f0a475832ef5fb0637735f6ec481,6b5c7e2ef6288b894ec26660ab74b0b3d168d53aa3296af17a750d329c31ee77,d421a6f5cafdae3c3a8a538520fbc81584c87d58cee97e280573f68f265b5cbb,6a4bddc1fea718b1b7365786b88703bd73b525c8bf1ca4a1d527fe684836afb3,aa7da8d2e14c2d2b93a2e713e6074ab4d99cbe29dac02b5be781e95879393957,53760d30cb80deb4e545b23f24b4ed44281e8cf3e7525761674179e80fb1f4a5
"1","0","23","0","4","10116115","0","0","0","2.4","0","1011611523"
"0","0","24","7","1","10116115","2.853","430","0","0","0","1011611524"
"1","0","25","0","4","10116115","0","0","0","4.428","0","1011611525"
"0","0","26","0","2","10116115","0","0","vo_won_10116115_03","0","vo_won","1011611526"
"0","0","27","8","1","10116115","1.261","195","0","0","0","1011611527"
"1","0","28","0","4","10116115","0","0","0","1.715","0","1011611528"
"0","195","29","8","1","10116115","2.245","450","0","0","0","1011611529"
"1","0","30","0","4","10116115","0","0","0","2.759","0","1011611530"
"0","0","31","9","1","10116115","3.212","450","0","0","0","1011611531"
"1","0","32","0","4","10116115","0","0","0","3.212","0","1011611532"
"0","0","33","10","1","10116115","0.499","90","0","0","0","1011611533"
"1","0","34","0","4","10116115","0","0","0","2.042","0","1011611534"
"0","0","35","0","2","10116115","0","0","vo_won_10116115_04","0","vo_won","1011611535"
"0","0","36","11","1","10116115","0.717","75","0","0","0","1011611536"
"1","0","37","0","4","10116115","0","0","0","1.491","0","1011611537"
"0","75","38","11","1","10116115","2.868","450","0","0","0","1011611538"
"1","0","39","0","4","10116115","0","0","0","3.897","0","1011611539"
"0","0","40","0","2","10116115","0","0","vo_won_10116115_05","0","vo_won","1011611540"
"0","0","41","12","1","10116115","1.079","133","0","0","0","1011611541"
"1","0","42","0","4","10116115","0","0","0","1.453","0","1011611542"
"0","133","43","12","1","10116115","2.432","450","0","0","0","1011611543"
"1","0","44","0","4","10116115","0","0","0","2.432","0","1011611544"
"0","0","45","13","1","10116115","1.321","141","0","0","0","1011611545"
"1","0","46","0","4","10116115","0","0","0","2.245","0","1011611546"
"0","0","47","0","2","10116115","0","0","vo_won_10116115_06","0","vo_won","1011611547"
"0","141","48","13","1","10116115","2.161","450","0","0","0","1011611548"
"1","0","49","0","4","10116115","0","0","0","3.392","0","1011611549"
"0","0","50","0","2","10116115","0","0","vo_won_10116115_07","0","vo_won","1011611550"
"0","0","51","14","1","10116115","0.982","142","0","0","0","1011611551"
"1","0","52","0","4","10116115","0","0","0","1.563","0","1011611552"
"0","142","53","14","1","10116115","1.916","450","0","0","0","1011611553"
"1","0","1","0","4","10116125","0","0","0","0.8","0","1011612501"
"0","0","2","0","2","10116125","0","0","vo_won_10116125_01","0","vo_won","1011612502"
"0","0","3","1","1","10116125","2.458","285","0","0","0","1011612503"
"1","0","4","0","4","10116125","0","0","0","3.21","0","1011612504"
"0","285","5","1","1","10116125","1.255","450","0","0","0","1011612505"
"1","0","6","0","4","10116125","0","0","0","1.255","0","1011612506"
"0","0","7","2","1","10116125","1.63","213","0","0","0","1011612507"
"1","0","8","0","4","10116125","0","0","0","2.759","0","1011612508"
"0","0","9","0","2","10116125","0","0","vo_won_10116125_02","0","vo_won","1011612509"
"0","213","10","2","1","10116125","0.753","255","0","0","0","1011612510"
"1","0","11","0","4","10116125","0","0","0","1.229","0","1011612511"
"0","255","12","2","1","10116125","1.255","450","0","0","0","1011612512"
"1","0","13","0","4","10116125","0","0","0","1.255","0","1011612513"
"0","0","14","3","1","10116125","2.138","331","0","0","0","1011612514"
"1","0","15","0","4","10116125","0","0","0","2.985","0","1011612515"
"0","331","16","3","1","10116125","0.501","430","0","0","0","1011612516"
"1","0","17","0","4","10116125","0","0","0","0.501","0","1011612517"
"0","0","18","4","1","10116125","1.807","292","0","0","0","1011612518"
"1","0","19","0","4","10116125","0","0","0","2.584","0","1011612519"
"0","292","20","4","1","10116125","0.703","361","0","0","0","1011612520"
"1","0","21","0","4","10116125","0","0","0","1.405","0","1011612521"
"0","361","22","4","1","10116125","0.553","440","0","0","0","1011612522"
"1","0","23","0","4","10116125","0","0","0","0.553","0","1011612523"
"0","0","24","5","1","10116125","0.878","88","0","0","0","1011612524"
"1","0","25","0","4","10116125","0","0","0","1.279","0","1011612525"
"0","88","26","5","1","10116125","2.233","450","0","0","0","1011612526"
"1","0","27","0","4","10116125","0","0","0","3.38","0","1011612527"
"0","0","28","0","2","10116125","0","0","vo_won_10116125_03","0","vo_won","1011612528"
"0","0","29","6","1","10116125","2.307","280","0","0","0","1011612529"
"1","0","30","0","4","10116125","0","0","0","2.859","0","1011612530"
"0","280","31","6","1","10116125","1.405","450","0","0","0","1011612531"
"1","0","32","0","4","10116125","0","0","0","1.832","0","1011612532"
"0","0","33","7","1","10116125","3.426","400","0","0","0","1011612533"
"1","0","34","0","4","10116125","0","0","0","3.912","0","1011612534"
"0","0","35","0","2","10116125","0","0","vo_won_10116125_04","0","vo_won","1011612535"
"0","0","36","8","1","10116125","2.534","325","0","0","0","1011612536"
"1","0","37","0","4","10116125","0","0","0","3.311","0","1011612537"
"0","325","38","8","1","10116125","0.979","450","0","0","0","1011612538"
"1","0","39","0","4","10116125","0","0","0","1.394","0","1011612539"
"0","0","40","9","1","10116125","3.346","450","0","0","0","1011612540"
"1","0","41","0","4","10116125","0","0","0","3.346","0","1011612541"
"0","0","42","10","1","10116125","0.828","130","0","0","0","1011612542"
"1","0","43","0","4","10116125","0","0","0","2.361","0","1011612543"
"0","0","44","0","2","10116125","0","0","vo_won_10116125_05","0","vo_won","1011612544"
"0","0","45","11","1","10116125","3.221","410","0","0","0","1011612545"
"1","0","46","0","4","10116125","0","0","0","3.999","0","1011612546"
"0","0","47","12","1","10116125","0.727","95","0","0","0","1011612547"
"1","0","48","0","4","10116125","0","0","0","1.405","0","1011612548"
"0","95","49","12","1","10116125","2.085","430","0","0","0","1011612549"
"1","0","50","0","4","10116125","0","0","0","3.523","0","1011612550"
"0","0","51","0","2","10116125","0","0","vo_won_10116125_06","0","vo_won","1011612551"
"0","0","52","13","1","10116125","0.62","67","0","0","0","1011612552"
"1","0","53","0","4","10116125","0","0","0","1.355","0","1011612553"
"0","67","54","13","1","10116125","2.483","440","0","0","0","1011612554"
"1","0","55","0","4","10116125","0","0","0","3.03","0","1011612555"
"0","0","56","14","1","10116125","1.284","220","0","0","0","1011612556"
"1","0","1","0","4","10116135","0","0","0","0.8","0","1011613501"
"0","0","2","0","2","10116135","0","0","vo_won_10116135_01","0","vo_won","1011613502"
"0","0","3","1","1","10116135","2.046","248","0","0","0","1011613503"
"1","0","4","0","4","10116135","0","0","0","2.601","0","1011613504"
"0","248","5","1","1","10116135","1.646","450","0","0","0","1011613505"
"1","0","6","0","4","10116135","0","0","0","2.101","0","1011613506"
"0","0","7","2","1","10116135","2.992","410","0","0","0","1011613507"
"1","0","8","0","4","10116135","0","0","0","4.249","0","1011613508"
"0","0","9","0","2","10116135","0","0","vo_won_10116135_02","0","vo_won","1011613509"
"0","0","10","3","1","10116135","0.865","110","0","0","0","1011613510"
"1","0","11","0","4","10116135","0","0","0","1.349","0","1011613511"
"0","110","12","3","1","10116135","2.925","450","0","0","0","1011613512"
"1","0","13","0","4","10116135","0","0","0","2.925","0","1011613513"
"0","0","14","4","1","10116135","0.64","56","0","0","0","1011613514"
"1","0","15","0","4","10116135","0","0","0","1.089","0","1011613515"
"0","56","16","4","1","10116135","1.967","289","0","0","0","1011613516"
"1","0","17","0","4","10116135","0","0","0","3.198","0","1011613517"
"0","0","18","0","2","10116135","0","0","vo_won_10116135_03","0","vo_won","1011613518"
"0","289","19","4","1","10116135","1.26","450","0","0","0","1011613519"
"1","0","20","0","4","10116135","0","0","0","1.26","0","1011613520"
"0","0","21","5","1","10116135","1.394","202","0","0","0","1011613521"
"1","0","22","0","4","10116135","0","0","0","2.162","0","1011613522"
"0","202","23","5","1","10116135","2.355","450","0","0","0","1011613523"
"1","0","24","0","4","10116135","0","0","0","2.355","0","1011613524"
"0","0","25","6","1","10116135","2.646","273","0","0","0","1011613525"
"1","0","26","0","4","10116135","0","0","0","4.005","0","1011613526"
"0","0","27","0","2","10116135","0","0","vo_won_10116135_04","0","vo_won","1011613527"
"0","273","28","6","1","10116135","1.54","450","0","0","0","1011613528"
"1","0","29","0","4","10116135","0","0","0","2.182","0","1011613529"
"0","0","30","7","1","10116135","2.931","334","0","0","0","1011613530"
"1","0","31","0","4","10116135","0","0","0","4.229","0","1011613531"
"0","0","32","0","2","10116135","0","0","vo_won_10116135_05","0","vo_won","1011613532"
"0","334","33","7","1","10116135","0.876","450","0","0","0","1011613533"
"1","0","34","0","4","10116135","0","0","0","1.994","0","1011613534"
"0","0","35","0","2","10116135","0","0","vo_won_10116135_06","0","vo_won","1011613535"
"0","0","36","8","1","10116135","3.336","450","0","0","0","1011613536"
"1","0","37","0","4","10116135","0","0","0","3.882","0","1011613537"
"0","0","38","9","1","10116135","4.02399999999999","450","0","0","0","1011613538"
"1","0","39","0","4","10116135","0","0","0","5.214","0","1011613539"
"0","0","40","0","2","10116135","0","0","vo_won_10116135_07","0","vo_won","1011613540"
"0","0","41","10","1","10116135","0.536","69","0","0","0","1011613541"
"1","0","42","0","4","10116135","0","0","0","0.952","0","1011613542"
"0","69","43","10","1","10116135","1.989","305","0","0","0","1011613543"
"1","0","44","0","4","10116135","0","0","0","3.059","0","1011613544"
"0","0","45","0","2","10116135","0","0","vo_won_10116135_08","0","vo_won","1011613545"
"0","305","46","10","1","10116135","1.83600000000001","450","0","0","0","1011613546"
"1","0","47","0","4","10116135","0","0","0","1.83600000000001","0","1011613547"
"0","0","48","11","1","10116135","2.392","386","0","0","0","1011613548"
"1","0","49","0","4","10116135","0","0","0","3.659","0","1011613549"
"0","0","50","0","2","10116135","0","0","vo_won_10116135_09","0","vo_won","1011613550"
"0","386","51","11","1","10116135","0.558","450","0","0","0","1011613551"
"1","0","52","0","4","10116135","0","0","0","0.558","0","1011613552"
"0","0","53","12","1","10116135","2.208","257","0","0","0","1011613553"
"1","0","54","0","4","10116135","0","0","0","3.355","0","1011613554"
"0","0","55","0","2","10116135","0","0","vo_won_10116135_10","0","vo_won","1011613555"
"0","257","56","12","1","10116135","1.939","450","0","0","0","1011613556"
"1","0","57","0","4","10116135","0","0","0","1.939","0","1011613557"
"0","0","58","13","1","10116135","1.895","228","0","0","0","1011613558"
"1","0","59","0","4","10116135","0","0","0","3.56","0","1011613559"
"0","0","60","0","2","10116135","0","0","vo_won_10116135_11","0","vo_won","1011613560"
"0","228","61","13","1","10116135","1.826","450","0","0","0","1011613561"
"1","0","62","0","4","10116135","0","0","0","2.452","0","1011613562"
"0","0","63","0","2","10116135","0","0","vo_won_10116135_12","0","vo_won","1011613563"
"0","0","64","14","1","10116135","1.196","153","0","0","0","1011613564"
"1","0","65","0","4","10116135","0","0","0","1.679","0","1011613565"
"0","153","66","14","1","10116135","2.542","450","0","0","0","1011613566"
"1","0","1","0","4","10116215","0","0","0","0.8","0","1011621501"
"0","0","2","1","1","10116215","0.388","58","0","0","0","1011621502"
"1","0","3","0","4","10116215","0","0","0","0.388","0","1011621503"
"0","0","4","0","2","10116215","0","0","vo_won_10116215_01","0","vo_won","1011621504"
"0","58","5","1","1","10116215","2.36","320","0","0","0","1011621505"
"1","0","6","0","4","10116215","0","0","0","3.141","0","1011621506"
"0","0","7","0","2","10116215","0","0","vo_won_10116215_02","0","vo_won","1011621507"
"0","0","8","2","1","10116215","1.385","164","0","0","0","1011621508"
"1","0","9","0","4","10116215","0","0","0","1.9","0","1011621509"
"0","164","10","2","1","10116215","1.933","450","0","0","0","1011621510"
"1","0","11","0","4","10116215","0","0","0","1.933","0","1011621511"
"0","0","12","3","1","10116215","1.385","132","0","0","0","1011621512"
"1","0","13","0","4","10116215","0","0","0","1.9","0","1011621513"
"0","0","14","0","2","10116215","0","0","vo_won_10116215_03","0","vo_won","1011621514"
"0","132","15","3","1","10116215","2.347","440","0","0","0","1011621515"
"1","0","16","0","4","10116215","0","0","0","2.347","0","1011621516"
"0","0","17","4","1","10116215","1.01","168","0","0","0","1011621517"
"1","0","18","0","4","10116215","0","0","0","1.545","0","1011621518"
"0","168","19","4","1","10116215","1.84","440","0","0","0","1011621519"
"1","0","20","0","4","10116215","0","0","0","2.212","0","1011621520"
"0","0","21","5","1","10116215","2.916","440","0","0","0","1011621521"
"1","0","22","0","4","10116215","0","0","0","4.146","0","1011621522"
"0","0","23","0","2","10116215","0","0","vo_won_10116215_04","0","vo_won","1011621523"
"0","0","24","6","1","10116215","1.386","216","0","0","0","1011621524"
"1","0","25","0","4","10116215","0","0","0","1.878","0","1011621525"
"0","216","26","6","1","10116215","1.523","440","0","0","0","1011621526"
"1","0","27","0","4","10116215","0","0","0","1.523","0","1011621527"
"0","0","28","7","1","10116215","1.493","190","0","0","0","1011621528"
"1","0","29","0","4","10116215","0","0","0","2.416","0","1011621529"
"0","0","30","0","2","10116215","0","0","vo_won_10116215_05","0","vo_won","1011621530"
"0","0","31","8","1","10116215","0.341","41","0","0","0","1011621531"
"1","0","32","0","4","10116215","0","0","0","0.921","0","1011621532"
"0","41","33","8","1","10116215","3.701","450","0","0","0","1011621533"
"1","0","34","0","4","10116215","0","0","0","4.45","0","1011621534"
"0","0","35","0","2","10116215","0","0","vo_won_10116215_06","0","vo_won","1011621535"
"0","0","36","9","1","10116215","0.447","56","0","0","0","1011621536"
"1","0","37","0","4","10116215","0","0","0","1.219","0","1011621537"
"0","56","38","9","1","10116215","3.295","410","0","0","0","1011621538"
"1","0","39","0","4","10116215","0","0","0","3.769","0","1011621539"
"0","0","40","10","1","10116215","3.474","430","0","0","0","1011621540"
"1","0","41","0","4","10116215","0","0","0","4.818","0","1011621541"
"0","0","42","0","2","10116215","0","0","vo_won_10116215_07","0","vo_won","1011621542"
"0","0","43","11","1","10116215","2.628","450","0","0","0","1011621543"
"1","0","44","0","4","10116215","0","0","0","3.159","0","1011621544"
"0","0","45","12","1","10116215","2.454","390","0","0","0","1011621545"
"1","0","46","0","4","10116215","0","0","0","3.582","0","1011621546"
"0","0","47","0","2","10116215","0","0","vo_won_10116215_08","0","vo_won","1011621547"
"0","0","48","13","1","10116215","2.514","360","0","0","0","1011621548"
"1","0","49","0","4","10116215","0","0","0","3.089","0","1011621549"
"0","0","50","14","1","10116215","2.104","300","0","0","0","1011621550"
"1","0","51","0","4","10116215","0","0","0","2.494","0","1011621551"
"0","0","52","0","2","10116215","0","0","vo_won_10116215_09","0","vo_won","1011621552"
"0","300","53","14","1","10116215","0.799","430","0","0","0","1011621553"
"1","0","1","0","4","10116225","0","0","0","0.8","0","1011622501"
"0","0","2","0","2","10116225","0","0","vo_won_10116225_01","0","vo_won","1011622502"
"0","0","3","1","1","10116225","3.617","430","0","0","0","1011622503"
"1","0","4","0","4","10116225","0","0","0","3.913","0","1011622504"
"0","0","5","2","1","10116225","2.134","311","0","0","0","1011622505"
"1","0","6","0","4","10116225","0","0","0","2.83","0","1011622506"
"0","311","7","2","1","10116225","1.272","450","0","0","0","1011622507"
"1","0","8","0","4","10116225","0","0","0","1.697","0","1011622508"
"0","0","9","3","1","10116225","2.973","400","0","0","0","1011622509"
"1","0","10","0","4","10116225","0","0","0","4.106","0","1011622510"
"0","0","11","0","2","10116225","0","0","vo_won_10116225_02","0","vo_won","1011622511"
"0","0","12","4","1","10116225","3.799","430","0","0","0","1011622512"
"1","0","13","0","4","10116225","0","0","0","4.289","0","1011622513"
"0","0","14","5","1","10116225","3.027","370","0","0","0","1011622514"
"1","0","15","0","4","10116225","0","0","0","3.596","0","1011622515"
"0","0","16","6","1","10116225","2.979","420","0","0","0","1011622516"
"1","0","17","0","4","10116225","0","0","0","3.713","0","1011622517"
"0","0","18","7","1","10116225","3.625","450","0","0","0","1011622518"
"1","0","19","0","4","10116225","0","0","0","4.113","0","1011622519"
"0","0","20","8","1","10116225","4.389","450","0","0","0","1011622520"
"1","0","21","0","4","10116225","0","0","0","5.693","0","1011622521"
"0","0","22","0","2","10116225","0","0","vo_won_10116225_03","0","vo_won","1011622522"
"0","0","23","9","1","10116225","4.285","450","0","0","0","1011622523"
"1","0","24","0","4","10116225","0","0","0","4.285","0","1011622524"
"0","0","25","10","1","10116225","1.638","230","0","0","0","1011622525"
"1","0","26","0","4","10116225","0","0","0","2.675","0","1011622526"
"0","0","27","0","2","10116225","0","0","vo_won_10116225_04","0","vo_won","1011622527"
"0","0","28","11","1","10116225","2.181","287","0","0","0","1011622528"
"1","0","29","0","4","10116225","0","0","0","2.757","0","1011622529"
"0","287","30","11","1","10116225","0.688","410","0","0","0","1011622530"
"1","0","31","0","4","10116225","0","0","0","1.004","0","1011622531"
"0","0","32","12","1","10116225","4.031","450","0","0","0","1011622532"
"1","0","33","0","4","10116225","0","0","0","4.031","0","1011622533"
"0","0","34","13","1","10116225","1.989","280","0","0","0","1011622534"
"1","0","35","0","4","10116225","0","0","0","2.935","0","1011622535"
"0","0","36","0","2","10116225","0","0","vo_won_10116225_05","0","vo_won","1011622536"
"0","0","37","14","1","10116225","1.9","272","0","0","0","1011622537"
"1","0","38","0","4","10116225","0","0","0","2.389","0","1011622538"
"0","272","39","14","1","10116225","1.731","430","0","0","0","1011622539"
"1","0","1","0","4","10116235","0","0","0","0.8","0","1011623501"
"0","0","2","0","2","10116235","0","0","vo_won_10116235_01","0","vo_won","1011623502"
"0","0","3","1","1","10116235","3.959","450","0","0","0","1011623503"
"1","0","4","0","4","10116235","0","0","0","4.004","0","1011623504"
"0","0","5","2","1","10116235","3.661","450","0","0","0","1011623505"
"1","0","6","0","4","10116235","0","0","0","4.388","0","1011623506"
"0","0","7","3","1","10116235","4.078","450","0","0","0","1011623507"
"1","0","8","0","4","10116235","0","0","0","4.692","0","1011623508"
"0","0","9","4","1","10116235","3.755","450","0","0","0","1011623509"
"1","0","10","0","4","10116235","0","0","0","3.755","0","1011623510"
"0","0","11","5","1","10116235","0.508","120","0","0","0","1011623511"
"1","0","12","0","4","10116235","0","0","0","1.54","0","1011623512"
"0","0","13","0","2","10116235","0","0","vo_won_10116235_02","0","vo_won","1011623513"
"0","0","14","6","1","10116235","2.822","430","0","0","0","1011623514"
"1","0","15","0","4","10116235","0","0","0","2.822","0","1011623515"
"0","0","16","7","1","10116235","3.483","450","0","0","0","1011623516"
"1","0","17","0","4","10116235","0","0","0","3.483","0","1011623517"
"0","0","18","8","1","10116235","0.916","125","0","0","0","1011623518"
"1","0","19","0","4","10116235","0","0","0","1.779","0","1011623519"
"0","125","20","8","1","10116235","3.202","450","0","0","0","1011623520"
"1","0","21","0","4","10116235","0","0","0","3.202","0","1011623521"
"0","0","22","9","1","10116235","3.61","440","0","0","0","1011623522"
"1","0","23","0","4","10116235","0","0","0","4.249","0","1011623523"
"0","0","24","10","1","10116235","3.269","380","0","0","0","1011623524"
"1","0","25","0","4","10116235","0","0","0","3.269","0","1011623525"
"0","0","26","11","1","10116235","2.274","260","0","0","0","1011623526"
"1","0","27","0","4","10116235","0","0","0","2.643","0","1011623527"
"0","0","28","0","2","10116235","0","0","vo_won_10116235_03","0","vo_won","1011623528"
"0","0","29","12","1","10116235","3.522","380","0","0","0","1011623529"
"1","0","30","0","4","10116235","0","0","0","4.483","0","1011623530"
"0","0","31","13","1","10116235","2.691","440","0","0","0","1011623531"
"1","0","32","0","4","10116235","0","0","0","2.828","0","1011623532"
"0","0","33","14","1","10116235","1.702","300","0","0","0","1011623533"
