39db24fad965323e8e6e3670eb9f965f9122e733016ae5d8269b4879d578f8e2,045d7c4de3943896d26e37982845eda49d36e6faa5bf7c0bed0e636af1f308b9,8efafb6263a52a4961347a3f02ae51f1d2e5af0782fac1af89d47fab97156b39,8e90f89855debf3d5a071b878e9b69ce56b9eb3813b5db1d0fd85e9c2b41b664,fe488522d854d8671b7e7ae49324f136472320a86d52eb962693f5b2ec8a6253,c3b7b3044d744b1f978381abfbe312c2a163ff2646ee0b9c15b22177e340e337,f7d759d3a8615b3a7424c8dc7ff75d80df72dc7112ba0f736ff5823395f4beb6,a4f29a172b8eadff71b69d48bc1b69ad5a5316e13ca124db14af98c6686b0f3e,89d2ce50c5594c386fe783a636bb437a92dc8472689f4cdd273c0c3815094b7d,0a6c4166d5cdb34be60993d73d96aaf768d82926bd5699600ce92dbb5f6b120b,2ae2f7759ddef102e065f0990f2b792309d70619fb8f38534b0b680f66bbde6f,dfba6aa3c46a411551695b96250360b53157ed53e2ccf9ec0ee0aabece0da880,f1083413a92ef7ee6fc7b0044515790f71946605816137d9f321a49566f75240,fcfd18e85ba69a027e2f8cabc747b313b2ffe9c22a750df55fe32e66c9e38d64,ce9fd719dd40567ef152f2ac9dcdeabdaec94fb99a6634fb457aa19cf0d2212e,4b37830fc7e97f27fb08050f439eaa7f992fe72672f16b882c276c578a1b773a,a70e20ba2ba07bf2abecf3d099b6054b618ed4b0e47187d88a44c4aa20d35477,1ef7229956f2e6cf09df752df6ef88e0dfdc3abbd753017d65d6c672f12595e5,2c9442aed321a54ccbb6c499c754140ab6d585162275eec6ebfbbfa572b81b4f,51b699de4ccfe40991e0c82d4cb5b439132c46ef837a53a622f5e8243a32e389,f24de60ecbaa059ad0d051204326ab60ccd7ae15d559005423ce1069174a87b6,beeb0512197d860dc8155feb346a8fcd6997fa8189f9d8b634f1ec7f838b67a0,0c0a4236a8eb4400c3d3d817e7b51303d9f56facb93cf6e506a90e6bb91a2239,bfd80d55f770f171b87123f3fb85fe0a463709c8c9dadfe4e29c04e9df49deed,340f6b1e1d0944ce808511122a2d9693563c81cfc2440725fd4aabe3700a0938,f861779a6084bfac23b0c712cb8d5086c29b4215730c3d40dd515d73ebe24629,9c23862c77848286d03781f8684375b13aba35993f7df9f6e2263bfab1fd52e6,fe6ab3f26de3093adf89624e197778a3b9ebbcc3d1b8bd03d75bd448d56262c9,aa13bc42ec2f02d2cf8f98227fbb3c00a7bc6d01def0ffe78c84afa077155358
"100258","0","0.8","0","8","94002","31002","0","1","3100205","bgm_M06","0","0","0","90","99002","0","0","0","1.2","0","0","40001","100258","31002008","0","0","bgm_M06","0"
"100259","0","0.8","0","9","94002","31002","0","1","3100206","bgm_M06","0","0","0","90","90002","200","0","0","1.2","90005","99002","40004","100259","31002009","0","0","bgm_M06","0"
"100261","0","1","0","10","94002","31002","0","3","3100207","bgm_M63","0","0","0","90","90002","200","0","0","1.2","0","99002","40004","100261","31002010","0","0","bgm_M63","501010021"
"100291","0","0.4","0","1","94002","31003","-50","1","3100301","bgm_M06","0","0","0","90","99002","0","0","0","1.2","0","0","40001","100291","31003001","0","0","bgm_M06","0"
"100292","0","0.4","0","2","94002","31003","-50","1","3100302","bgm_M06","0","0","0","90","99002","0","0","0","1.2","0","0","40001","100292","31003002","0","0","bgm_M06","0"
"100293","0","0.6","0","3","94002","31003","-50","1","3100302","bgm_M06","0","0","0","90","90002","300","0","0","1.2","0","99002","40004","100293","31003003","0","0","bgm_M06","0"
"100291","0","0.65","0","4","94002","31003","-50","1","3100303","bgm_M06","0","0","0","90","99002","0","0","0","1.2","0","0","40001","100291","31003004","0","0","bgm_M06","0"
"100292","0","0.75","0","5","94002","31003","-50","1","3100303","bgm_M06","0","0","0","90","90002","300","0","0","1.2","0","99002","40004","100292","31003005","0","0","bgm_M06","0"
"100294","0","0.75","0","6","94002","31003","-50","1","3100304","bgm_M06","0","0","0","90","99002","0","0","0","1.2","0","0","40001","100294","31003006","0","0","bgm_M06","0"
"100295","0","0.8","0","7","94002","31003","-50","1","3100304","bgm_M06","0","0","0","90","90002","300","0","0","1.2","0","99002","40004","100295","31003007","0","0","bgm_M06","0"
"100296","0","0.85","0","8","94002","31003","-50","1","3100305","bgm_M06","0","0","0","90","99002","0","0","0","1.2","0","0","40001","100296","31003008","0","0","bgm_M06","0"
"100297","0","0.85","0","9","94002","31003","-50","1","3100307","bgm_M06","0","0","0","90","90002","300","0","0","1.2","90005","99002","40004","100297","31003009","0","0","bgm_M06","0"
"100313","0","1","0","10","94002","31003","-50","3","3100306","bgm_M63","0","0","0","90","90002","300","0","0","1.2","0","99002","40004","100313","31003010","0","0","bgm_M63","501010031"
"100271","0","0.7","0","1","94002","31004","-50","1","3100401","bgm_M06","0","0","0","90","90002","400","0","0","1.2","0","99002","40004","100271","31004001","0","0","bgm_M06","0"
"100273","0","0.85","0","2","94002","31004","-50","1","3100401","bgm_M06","0","0","0","90","90002","400","0","0","1.2","0","99002","40004","100273","31004002","0","0","bgm_M06","0"
"100274","0","0.9","0","3","94002","31004","-50","1","3100401","bgm_M06","0","0","0","90","90002","400","0","0","1.2","0","99002","40004","100274","31004003","0","0","bgm_M06","0"
"100277","0","1","0","4","94002","31004","-50","1","3100403","bgm_M06","0","0","0","90","90002","400","0","0","1.2","90005","99002","40004","100277","31004004","0","0","bgm_M06","0"
"100283","0","1","0","5","94002","31004","-50","3","3100402","bgm_M63","0","0","0","90","90002","400","0","0","1.2","0","99002","40004","100283","31004005","0","0","bgm_M63","501010041"
"101601","0","0.7","0","1","94002","31005","-50","1","3100501","bgm_M06","0","0","0","90","90002","500","0","0","1.2","140001","99002","40004","101601","31005001","0","0","bgm_M06","0"
"101601","0","0.85","0","2","94002","31005","-50","1","3100501","bgm_M06","0","0","0","90","90002","500","0","0","1.2","140001","99002","40004","101601","31005002","0","0","bgm_M06","0"
"101602","0","0.9","0","3","94002","31005","-50","1","3100501","bgm_M06","0","0","0","90","90002","600","0","0","1.2","140001","99002","40004","101602","31005003","0","0","bgm_M06","0"
"101602","0","1","0","4","94002","31005","-50","1","3100502","bgm_M06","0","0","0","90","90002","600","0","0","1.2","140001","99002","40004","101602","31005004","90005","0","bgm_M06","0"
"101611","0","1","0","5","94002","31005","-50","3","3100503","bgm_M63","0","0","0","90","90002","300","0","0","1.6","140001","99002","40004","101611","31005005","0","0","bgm_M63","501010051"
"102171","0","0.7","0","1","90002","31006","-50","1","3100601","bgm_M06","94002","0","0","90","99002","600","0","0","1.2","140001","20000","40004","102171","31006001","25001","0","bgm_M06","0"
"102172","0","0.85","0","2","90002","31006","-50","1","3100601","bgm_M06","94002","0","0","90","99002","600","0","0","1.2","140001","20000","40004","102172","31006002","25001","0","bgm_M06","0"
"102173","0","0.9","0","3","90002","31006","-50","1","3100601","bgm_M06","94002","0","0","90","99002","800","0","0","1.2","140001","20000","40004","102173","31006003","25001","0","bgm_M06","0"
"102172","0","1","0","4","90002","31006","-50","1","3100602","bgm_M06","90005","0","0","90","99002","800","0","0","1.2","140001","20000","40004","102172","31006004","25001","0","bgm_M06","0"
"102174","0","1","0","5","90002","31006","-50","3","3100603","bgm_M63","94002","0","0","90","99002","400","0","0","1.3","140001","20000","40004","102174","31006005","25001","0","bgm_M63","501010061"
"102741","0","0.7","0","1","90002","31007","-50","1","3100701","bgm_M06","94002","0","0","90","99002","700","0","0","1.2","140001","20000","40004","102741","31007001","25001","0","bgm_M06","0"
"102742","0","0.85","0","2","90002","31007","-50","1","3100701","bgm_M06","94002","0","0","90","99002","700","0","0","1.2","140001","20000","40004","102742","31007002","25001","0","bgm_M06","0"
"102743","0","0.9","0","3","90002","31007","-50","1","3100701","bgm_M06","94002","0","0","90","99002","1000","0","0","1.2","140001","20000","40004","102743","31007003","25001","0","bgm_M06","0"
"102742","0","1","0","4","90002","31007","-50","1","3100702","bgm_M06","90005","0","0","90","99002","1000","0","0","1.2","140001","20000","40004","102742","31007004","25001","0","bgm_M06","0"
"102751","1","1","0","5","90002","31007","-50","3","3100703","bgm_M63","94002","0","1","90","99002","500","0","5.1","0.5","140001","20000","40004","102751","31007005","25001","0","bgm_M63","501010071"
"103002","0","0.7","0","1","90002","31008","-50","1","3100801","bgm_M06","94002","0","0","90","99002","800","0","0","1.2","140001","20000","40004","103002","31008001","25001","0","bgm_M06","0"
"103002","0","0.85","0","2","90002","31008","-50","1","3100801","bgm_M06","94002","0","0","90","99002","800","0","0","1.2","140001","20000","40004","103002","31008002","25001","0","bgm_M06","0"
"103002","0","0.9","0","3","90002","31008","-50","1","3100801","bgm_M06","94002","0","0","90","99002","1200","0","0","1.2","140001","20000","40004","103002","31008003","25001","0","bgm_M06","0"
"103002","0","1","0","4","90002","31008","-50","1","3100802","bgm_M06","90005","0","0","90","99002","1200","0","0","1.2","140001","20000","40004","103002","31008004","25001","0","bgm_M06","0"
"103001","1","1","0","5","90002","31008","-50","4","3100803","bgm_M63","94002","0","1","90","99002","600","0","2.9","1.3","140001","20000","40004","103001","31008005","25001","0","bgm_M63","0"
"103222","0","0.7","0","1","90002","31009","-50","1","3100901","bgm_M06","94002","0","0","90","99002","900","0","0","1.2","140001","20000","40004","103222","31009001","25001","0","bgm_M06","0"
"103221","0","0.85","0","2","90002","31009","-50","1","3100901","bgm_M06","94002","0","0","90","99002","900","0","0","1.2","140001","20000","40004","103221","31009002","25001","0","bgm_M06","0"
"103213","0","0.9","0","3","90002","31009","-50","1","3100901","bgm_M06","94002","0","0","90","99002","1400","0","0","1.2","140001","20000","40004","103213","31009003","25001","0","bgm_M06","0"
"103211","0","1","0","4","90002","31009","-50","1","3100902","bgm_M06","90005","0","0","90","99002","1400","0","0","1.2","140001","20000","40004","103211","31009004","25001","0","bgm_M06","0"
"103232","1","1","0","5","90002","31009","-50","6","3100903","bgm_M63","94002","0","0","90","99002","700","1","2.9","1.3","140001","20000","40004","103232","31009005","25001","0","bgm_M63","0"
"103371","1","1","0","1","90002","31010","-50","3","3101001","bgm_M06","94002","0","0","90","99002","1400","1","0","1.1","140001","20000","40004","103371","31010001","25001","0","bgm_M06","501010105"
"103372","1","1","0","2","90002","31010","-50","3","3101001","bgm_M06","94002","0","0","90","99002","1400","1","0","1.2","140001","20000","40004","103372","31010002","25001","0","bgm_M06","501010106"
"103373","1","1","0","3","90002","31010","-50","3","3101001","bgm_M06","94002","0","0","90","99002","1400","1","0","1.6","140001","20000","40004","103373","31010003","25001","0","bgm_M06","501010107"
"103374","1","1","0","4","90002","31010","-50","3","3101002","bgm_M06","90005","0","0","90","99002","1400","1","0","1.1","140001","20000","40004","103374","31010004","25001","0","bgm_M06","501010108"
"103371","1","1","0","5","90002","31010","-50","6","3101003","bgm_M63","94002","0","0","90","99002","800","1","0","1.3","140001","20000","40004","103371","31010005","25001","0","bgm_M63","0"
