6c4e15e33799146e6246870319dc2c331e1a732e27e5c6217874f953d23dd673,fbe5d82f6be7d86ea9c843fda8f16fb2bbcff1c69110726efeb0cf81e58b537b,2b67bf7fa3a55b4d85b4cc97e0fd7f1b1fd6b84f41a8065d2fbb8e63aa143afd,2beb0f0a5236f3be650335620b070f7dc41a119699a8686ed34d43a858dd9dc4,f7cb8a8ab6f542be38ff6fdd5b7b1feb6f276d7dda3fca0d4286d510b9f96b06,e9a3e7fe6fb0a392f236c8bdd60f4d3ffd16c3c84ec438b11c29865fe4e7ae22,2c3b3f32500744a661501dab4b20a476d47baeaefcabf20f60a1ad3b695b28d2,74655d98eaa34cadf14778436d940d91c4ecdceccb084bf5a41f4438903bfab1,302eccc2327609db129a577086b34a143f5063708d5d49179cbc60031383ec6d,35776e1134a91de2d770c28cddb17a3358acb96564f5e01a45412fd5b96f3ba6
"4","0","1040019","0","4","1","0","19","3.375",""
"4","vo_10011600_0404","1040020","0","2","0","vo_10011600","20","0",""
"4","0","1040021","8","1","0","0","21","0","　ぼっちはぼっちを呼ぶ、"
"4","0","1040022","0","4","1","0","22","2.5",""
"4","0","1040023","8","1","0","0","23","0","と"
"4","0","1040024","0","4","1","0","24","1.125",""
"4","0","1040025","8","1","0","0","25","0","誰が言ったのか知らないけど、"
"4","0","1040026","0","4","1","0","26","2.75",""
"4","0","1040027","8","1","0","0","27","0","もしかしたら……\n"
"4","0","1040028","0","4","1","0","28","2",""
"4","vo_10011600_0405","1040029","0","2","0","vo_10011600","29","0",""
"4","0","1040030","8","1","0","0","30","0","同じ宿命を持つ者同士、"
"4","0","1040031","0","4","1","0","31","2.375",""
"4","0","1040032","8","1","0","0","32","0","仲良くなれるかも？"
"4","0","1040033","0","4","1","0","33","2.125",""
"5","vo_10011600_0501","1050001","0","2","0","vo_10011600","1","0",""
"5","0","1050002","8","1","0","0","2","0","　クロエさんは私と同じ"
"5","0","1050003","0","4","1","0","3","1.875",""
"5","0","1050004","8","1","0","0","4","0","エルフ、"
"5","0","1050005","0","4","1","0","5","1.5",""
"5","0","1050006","8","1","0","0","6","0","なんだけど……"
"5","0","1050007","0","4","1","0","7","1.625",""
"5","0","1050008","8","1","0","0","8","0","雰囲気が少し、"
"5","0","1050009","0","4","1","0","9","1.375",""
"5","0","1050010","8","1","0","0","10","0","独特な人。\n"
"5","0","1050011","0","4","1","0","11","2.625",""
"5","vo_10011600_0502","1050012","0","2","0","vo_10011600","12","0",""
"5","0","1050013","8","1","0","0","13","0","もしかしたら同じエルフ同士で仲良くなれるかも、"
"5","0","1050014","0","4","1","0","14","3.625",""
"5","0","1050015","8","1","0","0","15","0","と思ったりもしたんだけど、"
"5","0","1050016","0","4","1","0","16","2.125",""
"5","0","1050017","8","1","0","0","17","0","そもそも話しかけられない！\n"
"5","0","1050018","0","4","1","0","18","3.125",""
"5","vo_10011600_0503","1050019","0","2","0","vo_10011600","19","0",""
"5","0","1050020","8","1","0","0","20","0","あの人が言うには"
"5","0","1050021","0","4","1","0","21","1.65",""
"5","0","1050022","8","1","0","0","22","0","世話焼きで優しい、"
"5","0","1050023","0","4","1","0","23","1.625",""
"5","0","1050024","8","1","0","0","24","0","らしいんだけど……\n"
"5","0","1050025","0","4","1","0","25","3.125",""
"5","vo_10011600_0504","1050026","0","2","0","vo_10011600","26","0",""
"5","0","1050027","8","1","0","0","27","0","そういえばあの、"
"5","0","1050028","0","4","1","0","28","2",""
"5","0","1050029","8","1","0","0","29","0","ぷー……"
"5","0","1050030","0","4","1","0","30","1.5",""
"5","0","1050031","8","1","0","0","31","0","っていうため息（？）、"
"5","0","1050032","0","4","1","0","32","2.375",""
"5","vo_10011600_0505","1050033","0","2","0","vo_10011600","33","0",""
"5","0","1050034","8","1","0","0","34","0","とても言えないけど……\n"
"5","0","1050035","0","4","1","0","35","2.375",""
"5","0","1050036","8","1","0","0","36","0","なんかかわいいな、"
"5","0","1050037","0","4","1","0","37","1.375",""
"5","0","1050038","8","1","0","0","38","0","と思っちゃった。"
"5","0","1050039","0","4","1","0","39","1",""
"6","vo_10011600_0601","1060001","0","2","0","vo_10011600","1","0",""
"6","0","1060002","8","1","0","0","2","0","　チエルさんはリア充。"
"6","0","1060003","0","4","1","0","3","2.375",""
"6","0","1060004","8","1","0","0","4","0","間違いない。\n"
"6","0","1060005","0","4","1","0","5","2.5",""
"6","vo_10011600_0602","1060006","0","2","0","vo_10011600","6","0",""
"6","0","1060007","8","1","0","0","7","0","かわいらしくて友達いっぱい、"
"6","0","1060008","0","4","1","0","8","2.5",""
"6","0","1060009","8","1","0","0","9","0","私のようなぼっちとは対極の人。"
"6","0","1060010","0","4","1","0","10","2.875",""
"6","vo_10011600_0603","1060011","0","2","0","vo_10011600","11","0",""
"6","0","1060012","8","1","0","0","12","0","見つめるだけで目が焼かれちゃいそう。\n"
"6","0","1060013","0","4","1","0","13","3.25",""
"6","vo_10011600_0604","1060014","0","2","0","vo_10011600","14","0",""
"6","0","1060015","8","1","0","0","15","0","面と向かい合ってお話しなんてしようものなら、"
"6","0","1060016","0","4","1","0","16","3.5",""
"6","0","1060017","8","1","0","0","17","0","私のぼっちハートはひび割れ、"
"6","0","1060018","0","4","1","0","18","2.5",""
"6","0","1060019","8","1","0","0","19","0","粉々に砕け散ること間違いなし。\n"
"6","0","1060020","0","4","1","0","20","3.875",""
"6","vo_10011600_0605","1060021","0","2","0","vo_10011600","21","0",""
"6","0","1060022","8","1","0","0","22","0","あのちぇるーん、"
"6","0","1060023","0","4","1","0","23","1.75",""
"6","0","1060024","8","1","0","0","24","0","っていう挨拶、"
"6","0","1060025","0","4","1","0","25","1.625",""
"6","0","1060026","8","1","0","0","26","0","私が口にするとその場で気絶して、"
"6","0","1060027","0","4","1","0","27","2.75",""
"6","0","1060028","8","1","0","0","28","0","天に召されちゃうんじゃないかな……"
"6","0","1060029","0","4","1","0","29","3.125",""
"7","vo_10011600_0701","1070001","0","2","0","vo_10011600","1","0",""
"7","0","1070002","8","1","0","0","2","0","　今日は何から何まで、"
"7","0","1070003","0","4","1","0","3","2.375",""
"7","0","1070004","7","1","0","0","4","0","ユニさんのお世話になっちゃった。\n"
"7","0","1070005","0","4","1","0","5","3.28571428571429",""
"7","vo_10011600_0702","1070006","0","2","0","vo_10011600","6","0",""
"7","0","1070007","8","1","0","0","7","0","クロエさんやチエルさんにからかわれているときとは全然違う、"
"7","0","1070008","0","4","1","0","8","4.625",""
"7","0","1070009","8","1","0","0","9","0","知的で、"
"7","0","1070010","0","4","1","0","10","1.5",""
"7","0","1070011","10","1","0","0","11","0","頼りになる姿をたくさん見た。"
"7","0","1070012","0","4","1","0","12","2.4",""
"7","vo_10011600_0703","1070013","0","2","0","vo_10011600","13","0",""
"7","0","1070014","8","1","0","0","14","0","てきぱきと指示する姿は"
"7","0","1070015","0","4","1","0","15","2.375",""
"7","0","1070016","8","1","0","0","16","0","ギルドマスターであるという貫禄たっぷり。"
"7","0","1070017","0","4","1","0","17","3.5",""
"7","vo_10011600_0704","1070018","0","2","0","vo_10011600","18","0",""
"7","0","1070019","8","1","0","0","19","0","ユニさんだったらきっと、"
"7","0","1070020","0","4","1","0","20","2.25",""
"7","0","1070021","8","1","0","0","21","0","ユニちゃんズの名前を世界中に広めることができると思う。\n\n"
"7","0","1070022","0","4","1","0","22","6.625",""
"7","vo_10011600_0705","1070023","0","2","0","vo_10011600","23","0",""
"7","0","1070024","8","1","0","0","24","0","あれ？"
"7","0","1070025","0","4","1","0","25","1.125",""
"7","0","1070026","8","1","0","0","26","0","　こんなギルド名だったっけ？"
"7","0","1070027","0","4","1","0","27","2.75",""
"8","vo_10011600_0801","1080001","0","2","0","vo_10011600","1","0",""
"8","0","1080002","8","1","0","0","2","0","　初めて会ったときは"
"8","0","1080003","0","4","1","0","3","1.75",""
"8","0","1080004","8","1","0","0","4","0","怖くて話しかけることさえも出来なかったクロエさん。"
"8","0","1080005","0","4","1","0","5","4.125",""
"8","vo_10011600_0802","1080006","0","2","0","vo_10011600","6","0",""
"8","0","1080007","8","1","0","0","7","0","だけど本当はとても優しくて、"
"8","0","1080008","0","4","1","0","8","2.75",""
"8","0","1080009","8","1","0","0","9","0","こんな私のことを気にかけてくれてることが伝わってきた。\n"
"8","0","1080010","0","4","1","0","10","5.875",""
"8","vo_10011600_0803","1080011","0","2","0","vo_10011600","11","0",""
"8","0","1080012","8","1","0","0","12","0","クロエさんのおかげで少しだけだけど、"
"8","0","1080013","0","4","1","0","13","3.25",""
"8","0","1080014","8","1","0","0","14","0","ク\nラスに受け入れてもらえた。\n"
"8","0","1080015","0","4","1","0","15","4.25",""
"8","vo_10011600_0804","1080016","0","2","0","vo_10011600","16","0",""
"8","0","1080017","8","1","0","0","17","0","クロエさんにはご家族がたくさんいるみたい。"
"8","0","1080018","0","4","1","0","18","4.125",""
"8","vo_10011600_0805","1080019","0","2","0","vo_10011600","19","0",""
"8","0","1080020","8","1","0","0","20","0","　確かに、"
"8","0","1080021","0","4","1","0","21","1.625",""
"8","0","1080022","8","1","0","0","22","0","今日のクロエさんは思わずお姉ちゃんと呼んじゃいそうだった！"
"8","0","1080023","0","4","1","0","23","4.625",""
"9","vo_10011600_0901","1090001","0","2","0","vo_10011600","1","0",""
"9","0","1090002","8","1","0","0","2","0","　ちぇるーん。"
"9","0","1090003","0","4","1","0","3","3.875",""
"9","vo_10011600_0902","1090004","0","2","0","vo_10011600","4","0",""
"9","0","1090005","8","1","0","0","5","0","この挨拶を言えるようになれば"
"9","0","1090006","0","4","1","0","6","2.75",""
"9","0","1090007","8","1","0","0","7","0","私もチエルさんみたいな"
"9","0","1090008","0","4","1","0","8","2.375",""
"9","0","1090009","8","1","0","0","9","0","明るくて友達もたくさんいる、"
"9","0","1090010","0","4","1","0","10","2.75",""
"9","0","1090011","8","1","0","0","11","0","私の理想の女性になれるのかな。\n"
"9","0","1090012","0","4","1","0","12","4.375",""
"9","vo_10011600_0903","1090013","0","2","0","vo_10011600","13","0",""
"9","0","1090014","8","1","0","0","14","0","でも"
"9","0","1090015","0","4","1","0","15","1.25",""
"9","0","1090016","8","1","0","0","16","0","この挨拶はまだ私には早いので、"
"9","0","1090017","0","4","1","0","17","2.875",""
"9","0","1090018","8","1","0","0","18","0","今日は書き取りだけしておこう。\n"
"9","0","1090019","0","4","1","0","19","4.125",""
"9","vo_10011600_0904","1090020","0","2","0","vo_10011600","20","0",""
"9","0","1090021","8","1","0","0","21","0","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん"
"9","0","1090022","0","4","1","0","22","4.125",""
"9","vo_10011600_0905","1090023","0","2","0","vo_10011600","23","0",""
"9","0","1090024","8","1","0","0","24","0","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん"
"9","0","1090025","0","4","1","0","25","4.125",""
"9","vo_10011600_0906","1090026","0","2","0","vo_10011600","26","0",""
"9","0","1090027","8","1","0","0","27","0","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん\n"
"9","0","1090028","0","4","1","0","28","4.125",""
"9","vo_10011600_0907","1090029","0","2","0","vo_10011600","29","0",""
"9","0","1090030","8","1","0","0","30","0","ちぇるーんちぇるーんちぇるーん"
"9","0","1090031","0","4","1","0","31","2.875",""
"10","vo_10011600_1001","1100001","0","2","0","vo_10011600","1","0",""
"10","0","1100002","8","1","0","0","2","0","　忘れてた忘れてた忘れてた！\n"
"10","0","1100003","0","4","1","0","3","2.75",""
"10","0","1100004","8","1","0","0","4","0","どうしよう特別講座！"
"10","0","1100005","0","4","1","0","5","2.25",""
"10","vo_10011600_1002","1100006","0","2","0","vo_10011600","6","0",""
"10","0","1100007","8","1","0","0","7","0","エルフの森から持ってきたマンドラゴラも逃げちゃったし、"
"10","0","1100008","0","4","1","0","8","3.625",""
"10","0","1100009","8","1","0","0","9","0","何の準備もしてないよ！\n"
"10","0","1100010","0","4","1","0","10","2.375",""
"10","vo_10011600_1003","1100011","0","2","0","vo_10011600","11","0",""
"10","0","1100012","8","1","0","0","12","0","……エルフの森が"
"10","0","1100013","0","4","1","0","13","2",""
"10","0","1100014","8","1","0","0","14","0","私を呼んでる気が……"
"10","0","1100015","0","4","1","0","15","2.25",""
"10","vo_10011600_1004","1100016","0","2","0","vo_10011600","16","0",""
"10","0","1100017","8","1","0","0","17","0","いやダメダメ、"
"10","0","1100018","0","4","1","0","18","1.875",""
"10","0","1100019","8","1","0","0","19","0","ミサト先生の期待を裏切るわけには！\n"
"10","0","1100020","0","4","1","0","20","4.125",""
"10","vo_10011600_1005","1100021","0","2","0","vo_10011600","21","0",""
"10","0","1100022","8","1","0","0","22","0","でも本当にどうしよう、"
"10","0","1100023","0","4","1","0","23","3.125",""
"10","vo_10011600_1006","1100024","0","2","0","vo_10011600","24","0",""
"10","0","1100025","8","1","0","0","25","0","こうなったら"
"10","0","1100026","0","4","1","0","26","1.75",""
"10","0","1100027","8","1","0","0","27","0","ぼっちライフをどう生き抜くかをまとめて"
"10","0","1100028","0","4","1","0","28","3.375",""
"10","0","1100029","8","1","0","0","29","0","発表してみようかな……？"
"10","0","1100030","0","4","1","0","30","2.5",""
"11","vo_10011600_1101","1110001","0","2","0","vo_10011600","1","0",""
"11","0","1110002","8","1","0","0","2","0","　特別講座、"
"11","0","1110003","0","4","1","0","3","1.75",""
"11","0","1110004","8","1","0","0","4","0","終了！\n"
"11","0","1110005","0","4","1","0","5","2.625",""
"11","vo_10011600_1102","1110006","0","2","0","vo_10011600","6","0",""
"11","0","1110007","8","1","0","0","7","0","結果は……"
"11","0","1110008","0","4","1","0","8","1.625",""
"11","0","1110009","8","1","0","0","9","0","成功、"
"11","0","1110010","0","4","1","0","10","1.375",""
"11","0","1110011","8","1","0","0","11","0","だと思う。"
"11","0","1110012","0","4","1","0","12","3.125",""
"11","vo_10011600_1103","1110013","0","2","0","vo_10011600","13","0",""
"11","0","1110014","8","1","0","0","14","0","　それもこれもすべては、"
"11","0","1110015","0","4","1","0","15","2.5",""
"11","0","1110016","8","1","0","0","16","0","手伝ってくれたあの人、"
"11","0","1110017","0","4","1","0","17","1.875",""
"11","0","1110018","8","1","0","0","18","0","そして"
"11","0","1110019","0","4","1","0","19","0.875",""
"11","0","1110020","8","1","0","0","20","0","なかよし部のみなさんのおかげだ。\n"
"11","0","1110021","0","4","1","0","21","3",""
"11","vo_10011600_1104","1110022","0","2","0","vo_10011600","22","0",""
"11","0","1110023","8","1","0","0","23","0","講座が終わった後、"
"11","0","1110024","0","4","1","0","24","2.125",""
"11","0","1110025","8","1","0","0","25","0","たくさんの人に囲まれて怖かったけど、"
"11","0","1110026","0","4","1","0","26","3",""
"11","vo_10011600_1105","1110027","0","2","0","vo_10011600","27","0",""
"11","0","1110028","8","1","0","0","28","0","でも私、"
"11","0","1110029","0","4","1","0","29","1.5",""
"11","0","1110030","8","1","0","0","30","0","いつもみたいに逃げたりしなかった！\n"
"11","0","1110031","0","4","1","0","31","3.125",""
"11","vo_10011600_1106","1110032","0","2","0","vo_10011600","32","0",""
"11","0","1110033","8","1","0","0","33","0","私も少しだけ……"
"11","0","1110034","0","4","1","0","34","2",""
"11","0","1110035","8","1","0","0","35","0","ほんのちょっとだけだけど、"
"11","0","1110036","0","4","1","0","36","2.625",""
"11","0","1110037","8","1","0","0","37","0","成長……"
"11","0","1110038","0","4","1","0","38","1.5",""
"11","0","1110039","8","1","0","0","39","0","できたのかな。"
"11","0","1110040","0","4","1","0","40","1.875",""
"12","vo_10011600_1201","1120001","0","2","0","vo_10011600","1","0",""
"12","0","1120002","8","1","0","0","2","0","　聖テレサ女学院に何の違和感もなく溶け込めるなんて、"
"12","0","1120003","0","4","1","0","3","4.25",""
"12","0","1120004","8","1","0","0","4","0","あの人はやっぱりすごい！\n"
"12","0","1120005","0","4","1","0","5","3.5",""
"12","vo_10011600_1202","1120006","0","2","0","vo_10011600","6","0",""
"12","0","1120007","8","1","0","0","7","0","　廊下を歩いてるとき、"
"12","0","1120008","0","4","1","0","8","2.125",""
"12","0","1120009","8","1","0","0","9","0","他の生徒はあの人を見て驚いた顔をするんだけど、"
"12","0","1120010","0","4","1","0","10","3.375",""
"12","0","1120011","8","1","0","0","11","0","あの人はにこやかに挨拶するんです！\n"
"12","0","1120012","0","4","1","0","12","3.125",""
"12","vo_10011600_1203","1120013","0","2","0","vo_10011600","13","0",""
"12","0","1120014","8","1","0","0","14","0","そこできゃあ、"
"12","0","1120015","0","4","1","0","15","1.375",""
"12","0","1120016","8","1","0","0","16","0","と言われても"
"12","0","1120017","0","4","1","0","17","1.25",""
"12","0","1120018","8","1","0","0","18","0","涼しい顔で手を振り返す！"
"12","0","1120019","0","4","1","0","19","2.5",""
"12","vo_10011600_1204","1120020","0","2","0","vo_10011600","20","0",""
"12","0","1120021","8","1","0","0","21","0","　挨拶さえもできない私とは大違い！\n\n"
"12","0","1120022","0","4","1","0","22","4.625",""
"12","vo_10011600_1205","1120023","0","2","0","vo_10011600","23","0",""
"12","0","1120024","8","1","0","0","24","0","早く私も"
"12","0","1120025","0","4","1","0","25","1.25",""
"12","0","1120026","8","1","0","0","26","0","あんなふうになりたいなぁ……"
"12","0","1120027","0","4","1","0","27","2.5",""
"13","vo_10011600_1301","1130001","0","2","0","vo_10011600","1","0",""
"13","0","1130002","8","1","0","0","2","0","　私が持ってきたマンドラゴラが大変なことに……\n"
"13","0","1130003","0","4","1","0","3","4.875",""
"13","vo_10011600_1302","1130004","0","2","0","vo_10011600","4","0",""
"13","0","1130005","8","1","0","0","5","0","だけど、"
"13","0","1130006","0","4","1","0","6","1.25",""
"13","0","1130007","8","1","0","0","7","0","あの人となかよし部のみなさんが力を貸してくれたおかげで、"
"13","0","1130008","0","4","1","0","8","4",""
"13","0","1130009","8","1","0","0","9","0","大きな\n被害が出る前に食い止めることができた。"
"13","0","1130010","0","4","1","0","10","5",""
"13","vo_10011600_1303","1130011","0","2","0","vo_10011600","11","0",""
"13","0","1130012","8","1","0","0","12","0","　みなさんは"
"13","0","1130013","0","4","1","0","13","1.45",""
"13","0","1130014","8","1","0","0","14","0","下心があったなんて言ってたけど、"
"13","0","1130015","0","4","1","0","15","2.75",""
"13","0","1130016","8","1","0","0","16","0","そんなことは関係ないと思う。\n"
"13","0","1130017","0","4","1","0","17","3.25",""
"13","vo_10011600_1304","1130018","0","2","0","vo_10011600","18","0",""
"13","0","1130019","8","1","0","0","19","0","こうして一緒に戦うことができて、"
"13","0","1130020","0","4","1","0","20","2.75",""
"13","0","1130021","8","1","0","0","21","0","私は嬉しかった。\n"
"13","0","1130022","0","4","1","0","22","2.5",""
"13","vo_10011600_1305","1130023","0","2","0","vo_10011600","23","0",""
"13","0","1130024","8","1","0","0","24","0","なんだか……"
"13","0","1130025","0","4","1","0","25","1.75",""
"13","0","1130026","8","1","0","0","26","0","仲間、"
"13","0","1130027","0","4","1","0","27","1.375",""
"13","0","1130028","8","1","0","0","28","0","になれたみたいで。"
"13","0","1130029","0","4","1","0","29","2.125",""
"14","vo_10011600_1401","1140001","0","2","0","vo_10011600","1","0",""
"14","0","1140002","8","1","0","0","2","0","　今日は"
"14","0","1140003","0","4","1","0","3","1.5",""
"14","0","1140004","7","1","0","0","4","0","聖テレサ女学院に通う最終日"
"14","0","1140005","0","4","1","0","5","3.60714285714286",""
"14","0","1140006","8","1","0","0","6","0","……だった。\n"
"14","0","1140007","0","4","1","0","7","3.25",""
"14","vo_10011600_1402","1140008","0","2","0","vo_10011600","8","0",""
"14","0","1140009","8","1","0","0","9","0","最初にミサト先生からお願いされたときは"
"14","0","1140010","0","4","1","0","10","3.375",""
"14","0","1140011","8","1","0","0","11","0","絶対ムリだと思ってた。"
"14","0","1140012","0","4","1","0","12","3.125",""
"14","vo_10011600_1403","1140013","0","2","0","vo_10011600","13","0",""
"14","0","1140014","8","1","0","0","14","0","　だけど今は名残惜しくて、"
"14","0","1140015","0","4","1","0","15","2.625",""
"14","0","1140016","8","1","0","0","16","0","こうして日記を書いている。\n"
"14","0","1140017","0","4","1","0","17","3.375",""
"14","vo_10011600_1404","1140018","0","2","0","vo_10011600","18","0",""
"14","0","1140019","8","1","0","0","19","0","　目を閉じると、"
"14","0","1140020","0","4","1","0","20","2",""
"14","0","1140021","8","1","0","0","21","0","あの人や"
"14","0","1140022","0","4","1","0","22","1.5",""
