ded148c683a1b8ffc9c4d749ac420349da8f81e651d13fc1b8c4c2b5336cd646,279ae35b87c962ee85221c5a2c12c372ebad0d82a01eb18ceb7c162df31d1642,2ca58603b41615da2f21337e0a306a281a53bae44afbbd67e0f3d0ef07a403ac,4a54900e9b4f1e499d5b416d5a4cafeb8ecaeb78cca577c58ca63e126518e906,268dd0b9e3ce138413bd68fb9202204f61f0651d9f6a7ef2b40c6164a9a1223c,da5da3e2ffa0ea06e0b31a06beda74dafcb55c6afbd3424f065d7aa89e74d392,e832c0c5a61dc75df15b67205eea84995a50c781f287176e4d955210d91306a6,0b64d7bbf484b6656fb542ac6e86eba8abe16486d9a6c2dffce5bebadc307dd7,92a77eeb9e3fdac6a87ba9b266c1ae995026dbb5cb9285aad79d2e4abbd863a7
"21001003","2030/12/31 23:59:59","2018/01/01 5:00:00","22002","-1","1","2","1","37"
"21001004","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","30","39"
"21001004","2030/12/31 23:59:59","2018/01/01 5:00:00","22003","-1","1","2","1","40"
"21001005","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","90","42"
"21001005","2030/12/31 23:59:59","2018/01/01 5:00:00","22003","-1","1","2","2","43"
"21002001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","60","45"
"21002001","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","4000","46"
"21002002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","60","48"
"21002002","2030/12/31 23:59:59","2018/01/01 5:00:00","22001","-1","1","2","4","49"
"21002003","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","60","51"
"21002003","2030/12/31 23:59:59","2018/01/01 5:00:00","22002","-1","1","2","2","52"
"21002004","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","60","54"
"21002004","2030/12/31 23:59:59","2018/01/01 5:00:00","22003","-1","1","2","2","55"
"21003001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","57"
"28002001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","58"
"28002001","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1000","59"
"28002002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","60"
"28002002","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","61"
"28002003","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","62"
"28002003","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","63"
"28002004","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","64"
"28002004","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","65"
"28002005","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","66"
"28002005","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","67"
"28002006","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","68"
"28002006","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","69"
"28002007","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","70"
"28002007","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","71"
"28002008","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","72"
"28002008","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","73"
"28002009","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","74"
"28002009","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","75"
"28002010","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","76"
"28002010","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","77"
"28002011","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","78"
"28002011","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","79"
"28002012","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","80"
"28002012","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","81"
"28002013","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","82"
"28002013","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","83"
"28002014","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","84"
"28002014","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","85"
"26001001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","30","86"
"26003001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","87"
"26008001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","88"
"24002001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","89"
"24004001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","90"
"21005001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","91"
"21005002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","92"
"21005003","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","93"
"21005004","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","94"
"21005005","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","95"
"21005006","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","96"
"21005007","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","97"
"21005018","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","30","98"
"21005028","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","30","99"
"21005038","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","40","100"
"26002001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","101"
"26002002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","102"
"26002003","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","103"
"26002004","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","104"
"26002005","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","105"
"26002006","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","106"
"26002007","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","107"
"26002008","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","108"
"26002009","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","109"
"26002010","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","110"
"26005001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","111"
"26005002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","112"
"21007001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","113"
"28006001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","115"
"28005001","2030/12/31 23:59:59","2018/01/01 5:00:00","0","-1","1","5","20","116"
"28005001","2030/12/31 23:59:59","2018/01/01 5:00:00","20001","-1","1","2","10","117"
"15005001","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","1500","118"
"18001003","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","-1","1","6","200","119"
"18001004","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","-1","1","6","200","120"
"11101001","2020/11/16 4:59:59","2018/01/01 5:00:00","0","-1","1","5","20","121"
"11101001","2020/11/16 4:59:59","2018/01/01 5:00:00","20003","-1","1","2","2","122"
"21102001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","123"
"21103001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","124"
"11001002","2020/11/16 4:59:59","2018/01/01 5:00:00","0","-1","1","5","30","128"
"11001002","2020/11/16 4:59:59","2018/01/01 5:00:00","94002","-1","1","12","30000","129"
"11001002","2020/11/16 4:59:59","2018/01/01 5:00:00","23001","-1","1","2","6","130"
"28007001","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","-1","1","6","100","131"
"28007002","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","-1","1","6","100","132"
"28007003","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","-1","1","6","100","133"
"26013001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","30","134"
"26014001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","135"
"21011001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","80","136"
"21011001","2030/12/31 23:59:59","2018/01/01 5:00:00","22003","-1","1","2","2","137"
"26015001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","138"
"26015002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","10","139"
"21102002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","140"
"28002015","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","400","141"
"28002015","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","142"
"28002015","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","143"
"28002016","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","400","144"
"28002016","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","145"
"28002016","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","146"
"28002017","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","400","147"
"28002017","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","3000000","148"
"28002017","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","149"
"28002018","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","600","150"
"28002018","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","3000000","151"
"28002018","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","152"
"28002019","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","600","153"
"28002019","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","3000000","154"
"28002019","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","155"
"28002020","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","600","156"
"28002020","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","5000000","157"
"28002020","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","158"
"28002021","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","600","159"
"28002021","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","5000000","160"
"28002021","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","161"
"28002022","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","600","162"
"28002022","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","5000000","163"
"28002022","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","164"
"28002023","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","600","165"
"28002023","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","5000000","166"
"28002023","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","167"
"28002024","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","600","168"
"28002024","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","5000000","169"
"28002024","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","170"
"28002025","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","171"
"28002025","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","7500000","172"
"28002025","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","173"
"28002026","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","174"
"28002026","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","7500000","175"
"28002026","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","176"
"28002027","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","177"
"28002027","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","7500000","178"
"28002027","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","179"
"28002028","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","180"
"28002028","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000000","181"
"28002028","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","182"
"28002029","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","183"
"28002029","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000000","184"
"28002029","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","185"
"28002030","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","186"
"28002030","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000000","187"
"28002030","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","188"
"28002031","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","189"
"28002031","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000000","190"
"28002031","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","191"
"28002032","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","192"
"28002032","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000000","193"
"28002032","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","194"
"28002033","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","195"
"28002033","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","196"
"28002033","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","197"
"28002034","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","198"
"28002034","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","199"
"28002034","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","200"
"28002035","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","201"
"28002035","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","202"
"28002035","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","203"
"28002036","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","204"
"28002036","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","205"
"28002036","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","206"
"28002037","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","207"
"28002037","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","208"
"28002037","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","209"
"28002038","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","210"
"28002038","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","211"
"28002038","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","212"
"26003002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","213"
"26003002","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000","214"
"26003003","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","215"
"26003003","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000","216"
"26003004","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","217"
"26003004","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","10000","218"
"26003005","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","219"
"26003005","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","50000","220"
"26003006","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","221"
"26003006","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","50000","222"
"26003007","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","223"
"26003007","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","100000","224"
"26003008","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","225"
"26003008","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","100000","226"
"26003009","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","227"
"26003009","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","100000","228"
"26003010","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","229"
"26003010","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","100000","230"
"26003011","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","231"
"26003011","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","200000","232"
"26003012","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","233"
"26003012","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","200000","234"
"26003013","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","235"
"26003013","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","200000","236"
"26003014","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","237"
"26003014","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","238"
"26003015","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","239"
"26003015","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","240"
"26003016","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","241"
"26003016","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","242"
"26003017","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","243"
"26003017","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","244"
"26003018","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","245"
"26003018","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","246"
"26003019","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","247"
"26003019","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","248"
"26003020","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","249"
"26003020","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","500000","250"
"26003021","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","251"
"26003021","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","252"
"26003022","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","253"
"26003022","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","254"
"26003023","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","255"
"26003023","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","256"
"26003024","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","257"
"26003024","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","258"
"26003025","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","259"
"26003025","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","260"
"26003026","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","261"
"26003026","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","262"
"26003027","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","263"
"26003027","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","264"
"26002011","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","350","265"
"26002012","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","350","266"
"26002013","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","350","267"
"26002014","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","350","268"
"26002015","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","550","269"
"26002016","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","550","270"
"26002017","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","550","271"
"26002018","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","550","272"
"26002019","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","550","273"
"26002020","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","274"
"26002021","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","275"
"26002022","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","276"
"26002023","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","277"
"26002024","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","278"
"26002025","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","279"
"26002026","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","280"
"26002027","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","281"
"26002028","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","282"
"26002029","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","800","283"
"26002030","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","284"
"26002031","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","285"
"28012001","2030/12/31 23:59:59","2018/01/01 5:00:00","0","-1","1","5","100","286"
"28012001","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","100000","287"
"27004001","2030/12/31 23:59:59","2018/01/01 5:00:00","0","-1","1","5","100","288"
"27004001","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","100000","289"
"27004002","2030/12/31 23:59:59","2018/01/01 5:00:00","0","-1","1","5","100","290"
"27004002","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","100000","291"
"11402001","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","10","292"
"15004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","199","1","5","60","293"
"15004001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","199","1","2","100","294"
"15004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","-1","200","5","30","295"
"15004001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","-1","200","2","100","296"
"21005039","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","297"
