4f21da56f0a21d38e6e22b0561772bf7a86cb82e219d20153298394817ca0294,c4ad96e717763e7fbd46561d8e5823c6a117fa735cb6e1b3beaab752a93adec7,8a0c2aa07e59a11ac364dd3526cda8396bd1a0268dd4dc742dc56390ce3307b0,4d5a6bca9a62e9547ccfbdd65737f7fcdc81c9b76c3714c291322978572299a8,e8ae8562f74b73a751a5667bf639592a81dd8d2762950695e31dcf22d63cb317,041286f25de4e963f7639817bfc1524691e7bcdabb56ced18e77d4c3253ad387,14179c0029cac9cb1f8b96e6a7e0068afb595b69f77809e45590449401f2eee3,9fc0499b533cecea03b199f5f8655c91b432eff08ea769d7c7b5c806ecf98b01,81278973822b6113a05f12fdea699a1af165481416607804f7d45595fd7c4393,b62602f84a0f9a1bf31e1a45ebed9966a637807e62127f29cad77697039b1ee7,f3fd3b691c12b2fbe4cc6a1bdca6e3be38ba84afc9cbbfe5f6417d794d531fc1,abffcdb2d6e3818a884fb2d03be3d1ec7fbb0b6736f83fe34b628d082a15997c,6e27f1d1bbca9b879bd524727198343ba36e815ab745dc456b293deeffb57956
"10040","60392","31033","0","0","0","0","0","31028","0","0","60391","0"
"10041","60402","31045","0","0","0","0","0","31053","0","0","60401","0"
"10042","60412","31065","0","0","0","0","0","31130","0","0","60411","0"
"10043","60422","31050","0","0","0","0","0","31101","0","0","60421","0"
"10044","60432","31027","0","0","0","0","0","31132","0","0","60431","0"
"10045","60442","31014","0","0","0","0","0","31105","0","0","60441","0"
"10046","60452","31023","0","0","0","0","0","31135","0","0","60451","0"
"10047","60462","31040","0","0","0","0","0","31056","0","0","60461","0"
"10048","60472","31013","0","0","0","0","0","31016","0","0","60471","0"
"10049","60482","31036","0","0","0","0","0","31112","0","0","60481","0"
"10050","60492","31054","0","0","0","0","0","31141","0","0","60491","0"
"10051","60502","31005","0","0","0","0","0","31037","0","0","60501","0"
"10052","60512","31037","0","0","0","0","0","31014","0","0","60511","0"
"10053","60522","31025","0","0","0","0","0","31098","0","0","60521","0"
"10054","60532","31048","0","0","0","0","0","31146","0","0","60531","0"
"10055","60542","31044","0","0","0","0","0","31116","0","0","60541","0"
"10056","60552","31060","0","0","0","0","0","31147","0","0","60551","0"
"10057","60562","31021","0","0","0","0","0","31121","0","0","60561","0"
"10058","60572","31003","0","0","0","0","0","31156","0","0","60571","0"
"10059","60572","31003","0","0","0","0","0","31156","0","0","60571","0"
"10060","60592","31049","0","0","0","0","0","31123","0","0","60591","0"
"10061","60602","31010","0","0","0","0","0","31158","0","0","60601","0"
"10062","60612","31042","0","0","0","0","0","31126","0","0","60611","0"
"10063","60612","31042","0","0","0","0","0","31126","0","0","60611","0"
"10064","60632","31031","0","0","0","0","0","31032","0","0","60631","0"
"10065","60642","31046","0","0","0","0","0","31107","0","0","60641","0"
"10066","60652","31015","0","0","0","0","0","31065","0","0","60651","0"
"10067","60662","31033","0","0","0","0","0","31028","0","0","60661","0"
"10068","60672","31040","0","0","0","0","0","31168","0","0","60671","0"
"10069","60682","31065","0","0","0","0","0","31130","0","0","60681","0"
"10070","60692","31050","0","0","0","0","0","31018","0","0","60691","0"
"10071","60702","31027","0","0","0","0","0","31132","0","0","60701","0"
"10072","60712","31109","0","0","0","0","0","31174","0","0","60711","0"
"10073","60722","31023","0","0","0","0","0","31135","0","0","60721","0"
"10074","60732","31051","0","0","0","0","0","31096","0","0","60731","0"
"10075","60742","31013","0","0","0","0","0","31016","0","0","60741","0"
"10076","60752","31047","0","0","0","0","0","31178","0","0","60751","0"
"10077","60762","31054","0","0","0","0","0","31141","0","0","60761","0"
"10078","60772","31055","0","0","0","0","0","31053","0","0","60771","0"
"10079","60782","31037","0","0","0","0","0","31014","0","0","60781","0"
"10080","60792","31006","0","0","0","0","0","31192","0","0","60791","0"
"10081","60802","31048","0","0","0","0","0","31146","0","0","60801","0"
"10082","60812","31044","0","0","0","0","0","31208","0","0","60811","0"
"10083","60822","31060","0","0","0","0","0","31147","0","0","60821","0"
"10084","60832","31060","0","0","0","0","0","31059","0","0","60831","0"
"10085","60842","31058","0","0","0","0","0","31212","0","0","60841","0"
"10086","60852","31003","0","0","0","0","0","31156","0","0","60851","0"
"10087","60852","31003","0","0","0","0","0","31156","0","0","60851","0"
"10088","60872","31026","0","0","0","0","0","31128","0","0","60871","0"
"10089","60882","31010","0","0","0","0","0","31158","0","0","60881","0"
"10090","60892","31046","0","0","0","0","0","31065","0","0","60891","0"
"10091","60902","31031","0","0","0","0","0","31032","0","0","60901","0"
"10092","60912","31031","0","0","0","0","0","31014","0","0","60911","0"
"10093","60922","31015","0","0","0","0","0","31065","0","0","60921","0"
"10094","60932","31034","0","0","0","0","0","31221","0","0","60931","0"
"10095","60942","31040","0","0","0","0","0","31168","0","0","60941","0"
"10096","60952","31002","0","0","0","0","0","31224","0","0","60951","0"
"10097","60962","31050","0","0","0","0","0","31018","0","0","60961","0"
"10098","60972","31036","0","0","0","0","0","31228","0","0","60971","0"
"10099","60982","31109","0","0","0","0","0","31174","0","0","60981","0"
"10100","60992","31023","0","0","0","0","0","31010","0","0","60991","0"
"10101","61002","31051","0","0","0","0","0","31096","0","0","61001","0"
"10102","61012","31013","0","0","0","0","0","31235","0","0","61011","0"
"10103","61022","31047","0","0","0","0","0","31178","0","0","61021","0"
"10104","61032","31005","0","0","0","0","0","31037","0","0","61031","0"
"10105","61042","31055","0","0","0","0","0","31053","0","0","61041","0"
"10106","61052","31047","0","0","0","0","0","31241","0","0","61051","0"
"10107","61062","31006","0","0","0","0","0","31192","0","0","61061","0"
"10108","61072","31066","0","0","0","0","0","31247","0","0","61071","0"
"10109","61082","31044","0","0","0","0","0","31208","0","0","61081","0"
"10110","61092","31029","0","0","0","0","0","31249","0","0","61091","0"
"10111","61102","31042","0","0","0","0","0","31249","0","0","61101","0"
"10112","61112","31060","0","0","0","0","0","31059","0","0","61111","0"
"10113","61122","31058","0","0","0","0","0","31212","0","0","61121","0"
"10114","61132","31046","0","0","0","0","0","31053","0","0","61131","0"
"10115","61142","31026","0","0","0","0","0","31128","0","0","61141","0"
"10116","61152","31038","0","0","0","0","0","31012","0","0","61151","0"
"10117","61162","31046","0","0","0","0","0","31065","0","0","61161","0"
"10118","61172","31057","0","0","0","0","0","31257","0","0","61171","0"
"10119","61182","31031","0","0","0","0","0","31014","0","0","61181","0"
"10120","61192","31008","0","0","0","0","0","31044","0","0","61191","0"
"10121","61202","31034","0","0","0","0","0","31221","0","0","61201","0"
"10122","61212","31048","0","0","0","0","0","31267","0","0","61211","0"
"10123","61222","31002","0","0","0","0","0","31224","0","0","61221","0"
"10124","61232","31031","0","0","0","0","0","31270","0","0","61231","0"
"10125","61242","31036","0","0","0","0","0","31228","0","0","61241","0"
"10126","61252","31060","0","0","0","0","0","31011","0","0","61251","0"
"10127","61262","31023","0","0","0","0","0","31010","0","0","61261","0"
"10128","61272","31042","0","0","0","0","0","31056","0","0","61271","0"
"10129","61282","31013","0","0","0","0","0","31235","0","0","61281","0"
"10130","61292","31054","0","0","0","0","0","31018","0","0","61291","0"
"10131","61302","31005","0","0","0","0","0","31037","0","0","61301","0"
"10132","61312","31058","0","0","0","0","0","31028","0","0","61311","0"
"10133","61322","31047","0","0","0","0","0","31241","0","0","61321","0"
"10134","61332","31014","0","0","0","0","0","31283","0","0","61331","0"
"10135","61342","31066","0","0","0","0","0","31247","0","0","61341","0"
"10136","61352","31002","0","0","0","0","0","31288","0","0","61351","0"
"10137","61362","31001","0","0","0","0","0","31288","0","0","61361","0"
"10138","61372","31029","0","0","0","0","0","31249","0","0","61371","0"
"10139","61382","31042","0","0","0","0","0","31249","0","0","61381","0"
"10140","61392","31034","0","0","0","0","0","31110","0","0","61391","0"
"10141","61402","31046","0","0","0","0","0","31053","0","0","61401","0"
"10142","61412","31027","0","0","0","0","0","31043","0","0","61411","0"
"10143","61422","31038","0","0","0","0","0","31012","0","0","61421","0"
"10144","61432","31025","0","0","0","0","0","31036","0","0","61431","0"
"10145","61442","31057","0","0","0","0","0","31257","0","0","61441","0"
"10146","61452","31021","0","0","0","0","0","31010","0","0","61451","0"
"10147","61462","31008","0","0","0","0","0","31044","0","0","61461","0"
"10148","61472","31042","0","0","0","0","0","31029","0","0","61471","0"
"10149","61482","31048","0","0","0","0","0","31267","0","0","61481","0"
"10150","61492","31058","0","0","0","0","0","31047","0","0","61491","0"
"10151","61502","31031","0","0","0","0","0","31270","0","0","61501","0"
"10152","61512","31059","0","0","0","0","0","31319","0","0","61511","0"
"10153","61522","31025","0","0","0","0","0","31098","0","0","61521","0"
"10154","61532","31007","0","0","0","0","0","31012","0","0","61531","0"
"10155","61542","31060","0","0","0","0","0","31011","0","0","61541","0"
"10156","61552","31038","0","0","0","0","0","31049","0","0","61551","0"
"10157","61562","31042","0","0","0","0","0","31056","0","0","61561","0"
"10158","61572","31050","0","0","0","0","0","31016","0","0","61571","0"
"10159","61582","31054","0","0","0","0","0","31018","0","0","61581","0"
"10160","61592","31028","0","0","0","0","0","31332","0","0","61591","0"
"10161","61602","31058","0","0","0","0","0","31028","0","0","61601","0"
"10163","61622","31014","0","0","0","0","0","31283","0","0","61621","0"
"10164","61632","31002","0","0","0","0","0","31288","0","0","61631","0"
"10165","61642","31001","0","0","0","0","0","31288","0","0","61641","0"
"10166","61652","31034","0","0","0","0","0","31110","0","0","61651","0"
"10167","61662","31027","0","0","0","0","0","31043","0","0","61661","0"
"10168","61672","31025","0","0","0","0","0","31036","0","0","61671","0"
"10169","61682","31021","0","0","0","0","0","31010","0","0","61681","0"
"10170","61692","31042","0","0","0","0","0","31029","0","0","61691","0"
"10171","61702","31058","0","0","0","0","0","31047","0","0","61701","0"
"10172","61712","31059","0","0","0","0","0","31319","0","0","61711","0"
"10173","61722","31007","0","0","0","0","0","31012","0","0","61721","0"
