7d19fcc99ff8f156ca107b75daab2b3621903dc057228d0ee004cc96caaa59f2,524dfee5066afe98e8b736801915ad7f840d741c849894134653c970c9e0fb6d,753452e75aeb2fde45c2bbfeb66d2ccc1e80e4c7b50256028a55f17994c8fe5c,97b69210ed68a41a456f31d0bac4cf851fd7ed9deadf99ca6deaf9d6c57d44e9,9ab22fd114ac1794f9076f78d1917d17ce5bf84527e0fb6365630da7f521e11d,87af64c9190070e4a1ee6dcb3ae254078f67a71a9e42347fce70de7693c546c0,80604e6c76814a143997f4a634f0831dc301b342e5fb21b82ee2b956974ae8b0,1ac906914651aaf5324c459c9d84b5208aa5cd98e7663b22520eedb24389c01c,2bbb4e50e49c66b32d74f527271908be37b861eef0b8269f914e98379d494e31,727392c47f578511330be6e8fe6ad0beac85212659f0ed614eb8124c88ed3e9d,fa139e36bc74b28184f099de802db35fc898faba1130a0a7fbf59becaa6a8458
"91002","25021","8","46","10","2","2","86","282001086","25012","260"
"91002","25021","8","47","10","2","2","87","282001087","25012","264"
"91002","25021","8","47","10","2","2","88","282001088","25012","268"
"91002","25021","8","48","10","2","2","89","282001089","25012","272"
"91002","25021","8","48","30","2","2","90","282001090","25012","276"
"91002","25021","8","49","10","2","2","91","282001091","25012","280"
"91002","25021","8","49","10","2","2","92","282001092","25012","284"
"91002","25021","8","50","10","2","2","93","282001093","25012","288"
"91002","25021","8","50","10","2","2","94","282001094","25012","292"
"91002","25021","8","51","10","2","2","95","282001095","25012","296"
"91002","25021","8","51","10","2","2","96","282001096","25012","300"
"91002","25021","8","52","10","2","2","97","282001097","25012","304"
"91002","25021","8","52","10","2","2","98","282001098","25012","308"
"91002","25021","8","53","10","2","2","99","282001099","25012","312"
"91002","25021","8","53","30","2","2","100","282001100","25012","316"
