a076f279f732ad466ebe15d8f7ed16c70345f451d6d726dea36d9037b5baa9b5,925dc90a8dc8fca2f1b51d3995c1772ad3539e8513f3af4ef31be718833741f9,b2b1639a829aa6085e6ab1a4a2f808a8ca1b34888b256e8c0e54a9c557badc14,8c4f48197b0ec63d95b1f424026f5a9a5e6873ba22ef0a9f030b8937328a361e,8efb5753bd9326863432bab3709e73345e54f2a3a9223598f8deb74ad818cd05,55046323d8a443f6f53f2f023c1cc038fc4b251785c4bd66a4e0f04a2fa612f7,0fabade1945d221d85fda45ac124f0eb8491b92d76b988adad1f2b8c3facb5e8,759b6dbe0017c39a85087fba70491ecd758a02b04a850619bf962537375541d7,3731fdb36d5d3068a42f85510713655a6adf85d04a68fb9ff51f60c6d40c3f15,144fea374b9f04f41f32ced3a903998982b387c994f157b136066760a21dc24f,2793fd85b243ad457da36202a6676e5046a2cc9b707bdf3c4adc8c4cac586561,9e6621877bd97bec829f10c9c492bbd89c604ba2b8613710250411beaecd410c,9bec1e1e3a9fa42997bb055fde10a5c584ce5d9c8e0ca2f3394c5c3a565ed0e8,49900c35d70193f0ae7f5d637ec246fc74d6e02c99fe357c53c71f595b42237d,54611f817467cfa77669ceb491e477522b5e2507a6776c8e5bc52596ed10a97f,19b0b4d3838afbd35877b683b018865fc0a8decceaf724b310bbb224fc9e91d4,af125769e55718674644bd8839c229c4add2220af29548c56e378aa0882290fa,7008aaa52cbc59f2d1ae0adfca010a00fc33c9fb557fb64106f0ffeb64db26a5,2a75b7503f81a0ad2220e494d6a80b3877d93e24feb5822e358879c3230ac138
"1","","0","90","3","1","-50","0","0","1.25","10019","0","0","0","5","0","1.5","0","610019006"
"1","","5021322","90","1","1","0","0","5021321","1","10021","0","0","0","5","60","1.5","0","610021004"
"1","","5021323","90","2","3","0","0","0","1","10021","0","0","0","5","0","1.5","30","610021005"
"1","","0","90","3","1","0","0","0","1","10021","0","0","0","5","0","1.5","0","610021006"
"1","","5023322","135","1","1","-50","0","5023321","1.25","10023","0","0","0","5","75","1.5","0","610023004"
"1","","5023323","135","2","1","-50","0","0","1.25","10023","0","0","0","5","25","1.5","0","610023005"
"1","","0","135","3","1","-50","0","0","1.25","10023","0","0","0","5","0","1.5","0","610023006"
"1","","5025322","140","1","2","-50","610025401","5025321","1.25","10025","3","600","0","5","0","5.5","0","610025004"
"1","","5025323","140","2","1","-50","0","0","1.25","10025","0","0","0","5","50","1.5","0","610025005"
"1","","0","140","3","1","-50","0","0","1.25","10025","0","0","0","5","0","1.5","0","610025006"
"1","","5027322","145","1","1","-50","0","5027321","1.25","10027","3","600","0","5","60","5.5","0","610027004"
"1","","5027323","145","2","2","-50","610027501","0","1.25","10027","0","600","0","5","0","1.5","0","610027005"
"1","","0","145","3","1","-50","0","0","1.25","10027","0","0","0","5","0","1.5","0","610027006"
"1","","5029322","145","1","2","0","610029401","5029321","1.5","10029","3","600","0","5","0","5.5","0","610029004"
"1","","5029323","145","2","1","0","0","0","1.5","10029","0","0","0","5","60","1.5","0","610029005"
"1","","0","145","3","1","0","0","0","1.5","10029","0","0","0","5","0","1.5","0","610029006"
"1","","5031322","150","1","2","-50","610031401","5031321","1.25","10031","3","600","0","5","0","5.5","0","610031004"
"1","","5031323","150","2","1","-50","0","0","1.25","10031","0","0","0","5","50","1.5","0","610031005"
"1","","0","150","3","1","-50","0","0","1.25","10031","0","0","0","5","0","1.5","0","610031006"
"1","","5033322","150","1","1","-50","0","5033321","1.25","10033","3","600","0","5","50","5.5","0","610033004"
"1","","5033323","150","2","2","-50","610033402","0","1.25","10033","0","600","0","5","0","1.5","0","610033005"
"1","","0","150","3","1","-50","0","0","1.25","10033","0","0","0","5","0","1.5","0","610033006"
"1","","5011322","90","1","1","0","0","5011321","1.4","10034","0","0","0","5","70","1.5","0","610034004"
"1","","5011323","90","2","1","0","0","0","1.4","10034","0","0","0","5","40","1.5","0","610034005"
"1","","0","90","3","1","0","0","0","1.4","10034","0","0","0","5","0","1.5","0","610034006"
"1","","5035322","155","1","2","5","610035401","5035321","2.5","10035","3","600","0","5","0","5.5","0","610035004"
"1","","5035323","155","2","2","5","610035402","0","2.5","10035","0","600","0","5","0","1.5","0","610035005"
"1","","0","155","3","1","5","0","0","2.5","10035","0","0","0","5","0","1.5","0","610035006"
"1","","5036322","155","1","1","-50","0","5036321","0.4","10036","3","600","0","5","75","5.5","0","610036004"
"1","","5036323","155","2","1","-50","0","0","0.4","10036","0","600","0","5","20","1.5","0","610036005"
"1","","0","155","3","1","-50","0","0","0.4","10036","0","0","0","5","0","1.5","0","610036006"
"1","","5012321","90","1","2","-50","610037401","0","1.5","10037","3","600","0","5","0","1.5","0","610037004"
"1","","5012322","90","2","1","-50","0","0","1.5","10037","0","0","0","5","53","1.5","0","610037005"
"1","","0","90","3","1","-50","0","0","1.5","10037","0","0","0","5","0","1.5","0","610037006"
"1","","5038322","155","1","2","-20","610038401","5038321","1.8","10038","3","600","0","5","0","5.5","0","610038004"
"1","310700_detail_idle","5038323","155","2","1","-20","0","0","2","10038","0","0","0","5","55","1.5","0","610038005"
"1","","0","155","3","1","-20","0","0","1.8","10038","0","0","0","5","0","1.5","0","610038006"
"1","","5013321","90","1","2","50","610039401","0","0.9","10039","3","600","0","5","0","1.5","0","610039004"
"1","","5013322","90","2","1","84","0","0","1","10039","0","0","0","5","50","1.5","0","610039005"
"1","","0","90","3","1","84","0","0","1","10039","0","0","0","5","0","1.5","0","610039006"
"1","","5040322","160","1","2","-20","610040401","5040321","1.5","10040","3","600","0","5","0","5.5","0","610040004"
"1","","5040323","160","2","1","-35","0","0","1.7","10040","0","0","0","5","60","1.5","0","610040005"
"1","","0","160","3","1","-35","0","0","1.7","10040","0","0","0","5","0","1.5","0","610040006"
"1","","5015321","90","1","2","1","610041401","0","0.9","10041","3","600","0","5","0","1.5","0","610041004"
"1","","5015322","90","2","1","-50","0","0","1.3","10041","0","0","0","5","42","1.5","0","610041005"
"1","","0","90","3","1","-50","0","0","1.3","10041","0","0","0","5","0","1.5","0","610041006"
"1","","5042322","160","1","5","-20","0","5042321","1.7","10042","0","0","0","5","60","5.5","6500000","610042004"
"1","311100_detail_idle","5042323","160","2","2","-20","610042402","0","1.61","10042","3","600","0","5","0","1.5","0","610042005"
"1","","0","160","3","1","-20","0","0","1.7","10042","0","0","0","5","0","1.5","0","610042006"
"1","","5019322","90","1","4","-50","610043401","5019321","1.25","10043","0","0","0","5","0","1.5","200","610043004"
"1","","5019323","90","2","1","-50","0","0","1.25","10043","0","0","0","5","67","1.5","0","610043005"
"1","","0","90","3","1","-50","0","0","1.25","10043","0","0","0","5","0","1.5","0","610043006"
"1","","5044322","166","1","1","-54","0","5044321","1.8","10044","3","600","0","5","70","1.5","0","610044004"
"1","","5044323","166","2","1","-54","0","0","1.8","10044","0","0","0","5","30","1.5","0","610044005"
"1","","0","166","3","1","-54","0","0","1.8","10044","0","0","0","5","0","1.5","0","610044006"
"1","","5021322","90","1","1","0","0","5021321","1","10045","0","0","0","5","65","1.5","0","610045004"
"1","","5021323","90","2","3","0","0","0","1","10045","0","0","0","5","0","1.5","30","610045005"
"1","","0","90","3","1","0","0","0","1","10045","0","0","0","5","0","1.5","0","610045006"
"1","","5046322","169","1","1","-35","0","5046321","1.7","10046","0","0","0","5","30","5.5","0","610046004"
"1","","5046323","169","2","2","-15","610046402","0","1.7","10046","3","600","0","5","0","1.5","0","610046005"
"1","","0","169","3","1","-35","0","0","1.7","10046","0","0","0","5","0","1.5","0","610046006"
"1","","5023322","90","1","1","-50","0","5023321","1.25","10047","0","0","0","5","75","1.5","0","610047004"
"1","","5023323","90","2","1","-50","0","0","1.25","10047","0","0","0","5","40","1.5","0","610047005"
"1","","0","90","3","1","-50","0","0","1.25","10047","0","0","0","5","0","1.5","0","610047006"
"1","","5048322","172","1","1","-35","0","5048321","1.25","10048","0","0","0","5","35","5.5","0","610048004"
"1","","5048323","172","2","2","-35","610048402","0","1.25","10048","3","600","0","5","0","1.5","0","610048005"
"1","","0","172","3","1","-35","0","0","1.25","10048","0","0","0","5","0","1.5","0","610048006"
"1","","5025322","90","1","2","-50","610049401","5025321","1.25","10049","3","600","0","5","0","5.5","0","610049004"
"1","","5025323","90","2","1","-50","0","0","1.25","10049","0","0","0","5","63","1.5","0","610049005"
"1","","0","90","3","1","-50","0","0","1.25","10049","0","0","0","5","0","1.5","0","610049006"
"1","","5050322","175","1","3","-35","610050401","5050321","1.25","10050","0","0","0","5","0","5.5","35","610050004"
"1","","5050323","175","2","1","-35","0","0","1.25","10050","0","0","0","5","75","1.5","0","610050005"
"1","","0","175","3","1","-35","0","0","1.25","10050","0","0","0","5","0","1.5","0","610050006"
"1","","5027322","130","1","1","-50","0","5027321","1.25","10051","3","600","0","5","80","5.5","0","610051004"
"1","","5027323","130","2","2","-50","610051501","0","1.25","10051","0","600","0","5","0","1.5","0","610051005"
"1","","0","130","3","1","-50","0","0","1.25","10051","0","0","0","5","0","1.5","0","610051006"
"1","","5052322","178","1","1","-75","0","5052321","1.7","10052","0","0","0","5","79","5.5","0","610052004"
"1","","5052323","178","2","1","-75","0","0","1.7","10052","0","0","0","5","36","1.5","0","610052005"
"1","","0","178","3","1","-75","0","0","1.7","10052","0","0","0","5","0","1.5","0","610052006"
"1","","5017321","133","1","2","50","610053401","0","0.9","10053","3","600","0","5","0","1.5","0","610053004"
"1","","5017322","133","2","1","84","0","0","1","10053","0","0","0","5","69","1.5","0","610053005"
"1","","0","133","3","1","84","0","0","1","10053","0","0","0","5","0","1.5","0","610053006"
"1","","5054322","181","1","1","-75","0","5054321","1.7","10054","0","0","0","5","28","5.5","0","610054004"
"1","","5054323","181","2","2","-40","610054402","0","1.3","10054","0","600","0","5","0","1.5","0","610054005"
"1","","0","181","3","1","-75","0","0","1.7","10054","0","0","0","5","0","1.5","0","610054006"
"1","","5029322","136","1","2","0","610055401","5029321","1.5","10055","3","600","0","5","0","5.5","0","610055004"
"1","","5029323","136","2","1","0","0","0","1.5","10055","0","0","0","5","73","1.5","0","610055005"
"1","","0","136","3","1","0","0","0","1.5","10055","0","0","0","5","0","1.5","0","610055006"
"1","","5056322","175","1","1","-20","0","5056321","2","10056","3","600","0","5","80","5.5","0","610056004"
"1","","5056323","175","2","1","-20","0","0","2","10056","0","0","0","5","55","1.5","0","610056005"
"1","","0","175","3","1","-20","0","0","2","10056","0","0","0","5","0","1.5","0","610056006"
"1","","5031322","139","1","2","-50","610057401","5031321","1.25","10057","3","600","0","5","0","5.5","0","610057004"
"1","","5031323","139","2","1","-50","0","0","1.25","10057","0","0","0","5","60","1.5","0","610057005"
"1","","0","139","3","1","-50","0","0","1.25","10057","0","0","0","5","0","1.5","0","610057006"
"1","","5058322","178","1","3","5","610058401","5058321","1.75","10058","3","600","0","5","0","5.5","35","610058004"
"1","","5058323","178","2","1","5","0","0","1.75","10058","0","600","0","5","68","1.5","0","610058005"
"1","","0","178","3","1","5","0","0","1.75","10058","0","0","0","5","0","1.5","0","610058006"
"1","","5059322","178","1","1","-20","0","5059321","1.55","10059","3","600","0","5","75","5.5","0","610059004"
"1","","5059323","178","2","2","0","610059402","0","1.15","10059","0","600","0","5","0","1.5","0","610059005"
"1","","0","178","3","1","-20","0","0","1.55","10059","0","0","0","5","0","1.5","0","610059006"
"1","","5033322","142","1","1","-50","0","5033321","1.25","10060","3","600","0","5","56","5.5","0","610060004"
"1","","5033323","142","2","2","-50","610060402","0","1.25","10060","0","600","0","5","0","1.5","0","610060005"
"1","","0","142","3","1","-50","0","0","1.25","10060","0","0","0","5","0","1.5","0","610060006"
"1","","5061322","181","1","2","-47","610061401","5061321","0.83","10061","3","600","0","5","0","5.5","0","610061004"
"1","","5061323","181","2","1","-47","0","0","0.83","10061","0","600","0","5","80","1.5","0","610061005"
"1","","0","181","3","1","-47","0","0","0.83","10061","0","0","0","5","0","1.5","0","610061006"
"1","","5035322","145","1","2","5","610062401","5035321","2.5","10062","3","600","0","5","0","5.5","0","610062004"
"1","","5035323","145","2","2","5","610062402","0","2.5","10062","0","600","0","5","0","1.5","0","610062005"
"1","","0","145","3","1","5","0","0","2.5","10062","0","0","0","5","0","1.5","0","610062006"
"1","","5036322","145","1","1","-50","0","5036321","0.4","10063","3","600","0","5","73","5.5","0","610063004"
"1","","5036323","145","2","1","-50","0","0","0.4","10063","0","600","0","5","37","1.5","0","610063005"
"1","","0","145","3","1","-50","0","0","0.4","10063","0","0","0","5","0","1.5","0","610063006"
"1","","5064322","184","1","1","-50","0","5064321","1.25","10064","3","600","0","5","67","5.5","0","610064004"
"1","","5064323","184","2","1","-50","0","0","1.25","10064","0","600","0","5","40","1.5","0","610064005"
"1","","0","184","3","1","-50","0","0","1.25","10064","0","0","0","5","0","1.5","0","610064006"
"1","","5038322","148","1","2","-20","610065401","5038321","1.5","10065","3","600","0","5","0","5.5","0","610065004"
"1","310700_detail_idle","5038323","148","2","1","-20","0","0","2","10065","0","0","0","5","67","1.5","0","610065005"
"1","","0","148","3","1","-20","0","0","1.8","10065","0","0","0","5","0","1.5","0","610065006"
"1","","5066322","186","1","5","-50","610066401","5066321","1","10066","3","600","0","5","94","5.5","9000000","610066004"
"1","","5066323","186","2","2","-50","610066402","0","1","10066","0","600","0","5","0","1.5","0","610066005"
"1","","0","186","3","1","-50","0","0","1","10066","0","0","0","5","0","1.5","0","610066006"
"1","","5040322","151","1","2","-20","610067401","5040321","1.5","10067","3","600","0","5","0","5.5","0","610067004"
"1","","5040323","151","2","1","-35","0","0","1.7","10067","0","0","0","5","68","1.5","0","610067005"
"1","","0","151","3","1","-35","0","0","1.7","10067","0","0","0","5","0","1.5","0","610067006"
"1","","5068322","189","1","1","-47","0","5068321","1.7","10068","3","600","0","5","56","5.5","0","610068004"
"1","","5068323","189","2","2","-47","610068402","0","1.5","10068","0","600","0","5","0","1.5","0","610068005"
"1","","0","189","3","1","-47","0","0","1.7","10068","0","0","0","5","0","1.5","0","610068006"
"1","","5042322","154","1","5","-20","0","5042321","1.7","10069","0","0","0","5","72","5.5","2400000","610069004"
"1","311100_detail_idle","5042323","154","2","2","-20","610069402","0","1.7","10069","3","600","0","5","0","1.5","0","610069005"
"1","","0","154","3","1","-20","0","0","1.7","10069","0","0","0","5","0","1.5","0","610069006"
"1","","5070322","192","1","2","-50","610070401","5070321","2","10070","3","600","1","5","0","5.5","0","610070004"
"1","","5070323","192","2","2","-50","610070402","0","2","10070","0","600","1","5","0","1.5","0","610070005"
"1","","0","192","3","1","-50","0","0","2","10070","0","0","0","0","0","1.5","0","610070006"
"1","","5044322","157","1","1","-54","0","5044321","1.8","10071","3","600","0","5","72","1.5","0","610071004"
"1","","5044323","157","2","1","-54","0","0","1.8","10071","0","0","0","5","44","1.5","0","610071005"
"1","","0","157","3","1","-54","0","0","1.8","10071","0","0","0","5","0","1.5","0","610071006"
"1","","5072322","195","1","3","-120","610072401","5072321","1.3","10072","3","600","0","5","0","5.5","30","610072004"
"1","","5072323","195","2","2","-80","610072402","0","1","10072","0","600","0","5","0","1.5","0","610072005"
"1","","0","195","3","1","-120","0","0","1.3","10072","0","0","0","5","0","1.5","0","610072006"
"1","","5046322","160","1","1","-35","0","5046321","1.7","10073","0","0","0","5","60","5.5","0","610073004"
"1","","5046323","160","2","2","-15","610073402","0","1.7","10073","3","600","0","5","0","1.5","0","610073005"
"1","","0","160","3","1","-35","0","0","1.7","10073","0","0","0","5","0","1.5","0","610073006"
"1","","5074322","198","1","2","-30","610074401","5074321","1.18","10074","3","600","0","5","0","5.5","0","610074004"
"1","","5074323","198","2","3","-30","610074402","0","1.55","10074","0","600","0","5","0","1.5","40","610074005"
"1","","0","198","3","1","-45","0","0","1.55","10074","0","0","0","5","0","1.5","0","610074006"
"1","","5048322","163","1","1","-35","0","5048321","1.25","10075","0","0","0","5","71","5.5","0","610075004"
"1","","5048323","163","2","2","-35","610075402","0","1.25","10075","3","600","0","5","0","1.5","0","610075005"
"1","","0","163","3","1","-35","0","0","1.25","10075","0","0","0","5","0","1.5","0","610075006"
"1","","5076322","200","1","2","-40","610076401","5076321","2.2","10076","3","600","0","5","0","5.5","0","610076004"
"1","","5076323","200","2","1","-40","610076402","0","2.4","10076","0","0","0","5","97","1.5","0","610076005"
"1","","0","200","3","1","-55","0","0","2.4","10076","0","0","0","5","0","1.5","0","610076006"
"1","","5050322","166","1","3","-35","610077401","5050321","1.25","10077","0","0","0","5","0","5.5","35","610077004"
"1","","5050323","166","2","1","-35","0","0","1.25","10077","0","0","0","5","49","1.5","0","610077005"
"1","","0","166","3","1","-35","0","0","1.25","10077","0","0","0","5","0","1.5","0","610077006"
"1","","5078322","203","1","1","-45","0","5078321","1.55","10078","0","0","0","5","79","1.5","0","610078004"
"1","","5078323","203","2","4","-45","0","0","1.55","10078","0","0","0","5","0","1.5","490","610078005"
"1","","0","203","3","1","-45","0","0","1.55","10078","0","0","0","5","0","1.5","0","610078006"
"1","","5052322","169","1","1","-75","0","5052321","1.7","10079","0","0","0","5","77","5.5","0","610079004"
"1","","5052323","169","2","1","-75","0","0","1.7","10079","0","0","0","5","47","1.5","0","610079005"
"1","","0","169","3","1","-75","0","0","1.7","10079","0","0","0","5","0","1.5","0","610079006"
"1","","5080322","206","1","2","-70","610080401","5080321","1.4","10080","3","600","0","5","0","5.5","0","610080004"
"1","","5080323","206","2","1","-70","610080402","0","1.5","10080","0","0","0","5","67","1.5","0","610080005"
"1","","0","206","3","1","-70","0","0","1.5","10080","0","0","0","5","0","1.5","0","610080006"
"1","","5054322","172","1","1","-75","0","5054321","1.7","10081","0","0","0","5","48","5.5","0","610081004"
"1","","5054323","172","2","2","-40","610081402","0","1.3","10081","0","600","0","5","0","1.5","0","610081005"
"1","","0","172","3","1","-75","0","0","1.7","10081","0","0","0","5","0","1.5","0","610081006"
"1","","5082322","209","1","3","-20","610082401","5082321","2","10082","3","600","0","5","0","5.5","20","610082004"
"1","","5082323","209","2","1","-20","0","0","2","10082","0","0","0","5","49","1.5","0","610082005"
"1","","0","209","3","1","-20","0","0","2","10082","0","0","0","5","0","1.5","0","610082006"
"1","","5056322","172","1","1","-20","0","5056321","2","10083","3","600","0","5","77","5.5","0","610083004"
"1","","5056323","172","2","1","-20","0","0","2","10083","0","0","0","5","45","1.5","0","610083005"
"1","","0","172","3","1","-20","0","0","2","10083","0","0","0","5","0","1.5","0","610083006"
"1","","5084322","212","1","2","5","610084401","5084321","1.35","10084","3","600","0","5","0","5.5","0","610084004"
"1","","5084323","212","2","3","5","0","0","1.35","10084","0","600","0","5","0","1.5","10","610084005"
"1","","0","212","3","1","5","0","0","1.35","10084","0","0","0","5","0","1.5","0","610084006"
"1","","5085322","212","1","2","-20","610085401","5085321","0.95","10085","3","600","0","5","0","5.5","0","610085004"
"1","","5085323","212","2","1","-20","0","0","1.2","10085","0","600","0","5","75","1.5","0","610085005"
"1","","0","212","3","1","-20","0","0","1.2","10085","0","0","0","5","0","1.5","0","610085006"
"1","","5058322","172","1","3","5","610086401","5058321","1.75","10086","3","600","0","5","0","5.5","20","610086004"
"1","","5058323","172","2","1","5","0","0","1.75","10086","0","600","0","5","70","1.5","0","610086005"
"1","","0","172","3","1","5","0","0","1.75","10086","0","0","0","5","0","1.5","0","610086006"
"1","","5059322","172","1","1","-20","0","5059321","1.55","10087","3","600","0","5","71","5.5","0","610087004"
"1","","5059323","172","2","2","0","610087402","0","1.15","10087","0","600","0","5","0","1.5","0","610087005"
"1","","0","172","3","1","-20","0","0","1.55","10087","0","0","0","5","0","1.5","0","610087006"
"1","","5088322","215","1","3","-70","610088401","5088321","1.4","10088","3","600","0","5","0","5.5","15","610088004"
"1","","5088323","215","2","1","-70","610088402","0","1.5","10088","0","0","0","5","75","1.5","0","610088005"
"1","","0","215","3","1","-70","0","0","1.5","10088","0","0","0","5","0","1.5","0","610088006"
"1","","5061322","172","1","2","-47","610089401","5061321","0.83","10089","3","600","0","5","0","5.5","0","610089004"
"1","","5061323","172","2","1","-47","0","0","0.83","10089","0","600","0","5","60","1.5","0","610089005"
"1","","0","172","3","1","-47","0","0","0.83","10089","0","0","0","5","0","1.5","0","610089006"
"1","","5090322","218","1","1","-45","0","5090321","1.18","10090","3","600","0","5","78","5.5","0","610090004"
"1","","5090323","218","2","4","-45","0","0","1.18","10090","0","0","0","5","0","1.5","550","610090005"
"1","","0","218","3","1","-45","0","0","1.18","10090","0","0","0","5","0","1.5","0","610090006"
"1","","5064322","172","1","1","-50","0","5064321","1.25","10091","3","600","0","5","76","5.5","0","610091004"
"1","","5064323","172","2","1","-50","0","0","1.25","10091","0","600","0","5","50","1.5","0","610091005"
"1","","0","172","3","1","-50","0","0","1.25","10091","0","0","0","5","0","1.5","0","610091006"
"1","","5092322","220","1","1","-50","0","5092321","1.4","10092","3","600","0","5","60","5.5","0","610092004"
"1","","5092323","220","2","2","-20","610092402","0","1.15","10092","0","600","0","5","0","1.5","0","610092005"
"1","","0","220","3","1","-50","0","0","1.4","10092","0","0","0","5","0","1.5","0","610092006"
"1","","5066322","172","1","5","-50","610093401","5066321","1","10093","3","600","0","5","75","5.5","2500000","610093004"
"1","","5066323","172","2","2","-50","610093402","0","1","10093","0","600","0","5","0","1.5","0","610093005"
"1","","0","172","3","1","-50","0","0","1","10093","0","0","0","5","0","1.5","0","610093006"
"1","","5094322","223","1","3","-50","610094401","5094321","2.2","10094","3","600","0","5","0","5.5","10","610094004"
"1","","5094323","223","2","1","-50","0","0","2.2","10094","0","0","0","5","84","1.5","0","610094005"
"1","","0","223","3","1","-50","0","0","2.2","10094","0","0","0","5","0","1.5","0","610094006"
"1","","5068322","172","1","1","-47","0","5068321","1.7","10095","3","600","0","5","66","5.5","0","610095004"
"1","","5068323","172","2","2","-47","610095402","0","1.5","10095","0","600","0","5","0","1.5","0","610095005"
"1","","0","172","3","1","-47","0","0","1.7","10095","0","0","0","5","0","1.5","0","610095006"
"1","","5096322","226","1","1","-120","0","5096321","1.3","10096","3","600","0","5","76","5.5","0","610096004"
"1","","5096323","226","2","2","-80","610096402","0","1","10096","0","600","0","5","0","1.5","0","610096005"
"1","","0","226","3","1","-120","0","0","1.3","10096","0","0","0","5","0","1.5","0","610096006"
"1","","5070322","172","1","2","-50","610097401","5070321","2","10097","3","600","1","5","0","5.5","0","610097004"
"1","","5070323","172","2","2","-50","610097402","0","2","10097","0","600","1","5","0","1.5","0","610097005"
"1","","0","172","3","1","-50","0","0","2","10097","0","0","0","0","0","1.5","0","610097006"
"1","","5098322","229","1","2","-120","610098401","5098321","1.3","10098","3","600","0","5","0","5.5","0","610098004"
"1","","5098323","229","2","2","-80","610098402","0","1.1","10098","0","600","0","5","0","1.5","0","610098005"
"1","","0","229","3","1","-85","0","0","1.3","10098","0","0","0","5","0","1.5","0","610098006"
"1","","5072322","172","1","3","-100","610099401","5072321","1.3","10099","3","600","0","5","0","5.5","25","610099004"
"1","","5072323","172","2","2","-80","610099402","0","1","10099","0","600","0","5","0","1.5","0","610099005"
"1","","0","172","3","1","-120","0","0","1.3","10099","0","0","0","5","0","1.5","0","610099006"
"1","","5100322","232","1","2","-50","610100401","5100321","1.1","10100","3","600","0","5","0","5.5","0","610100004"
"1","","5100323","232","2","1","-70","0","0","1.5","10100","0","600","0","5","70","1.5","0","610100005"
"1","","0","232","3","1","-70","610100110","0","1.5","10100","0","0","0","5","0","1.5","0","610100006"
"1","","5074322","175","1","2","-30","610101401","5074321","1.18","10101","3","600","0","5","0","5.5","0","610101004"
"1","","5074323","175","2","3","-30","610101402","0","1.55","10101","0","600","0","5","0","1.5","25","610101005"
"1","","0","175","3","1","-45","0","0","1.55","10101","0","0","0","5","0","1.5","0","610101006"
"1","","5102322","235","1","1","-85","0","5102321","1.25","10102","3","600","0","5","32","5.5","0","610102004"
"1","","5102323","235","2","2","-80","610102402","0","1.1","10102","0","600","0","5","0","1.5","0","610102005"
"1","","0","235","3","1","-85","0","0","1.25","10102","0","0","0","5","0","1.5","0","610102006"
"1","","5076322","178","1","2","-40","610103401","5076321","2.2","10103","3","600","0","5","0","5.5","0","610103004"
"1","","5076323","178","2","1","-40","610103402","0","2.4","10103","0","0","0","5","97","1.5","0","610103005"
"1","","0","178","3","1","-55","0","0","2.4","10103","0","0","0","5","0","1.5","0","610103006"
