752c030f5dcc325cb0352fa4d9149965f1a62f37e2449efb68b07266ae2ddf67,d8f26e78cc6cdc5d60fc7960cc0b6053a346fb92a1c8be8e4afd3d60f03819eb,635474ba067f2ac6593d4c77f410d3b7e65f99c4dbb27cc100e4589d621f8bc2,d023ab972acb9a00a942b28ec0e5520fbb450184266498f92125b5fd590ce331,4c1cd87b5bd56e33d74c13782fe72182e4e3f2c270fc674baa383e46edcbd43d,666952eb7f1338bde0e10d62300045ee3fcc768caa9263fa152dd3be28c4c42a,37abbaf8a333be525b9ed9e99320949df595b8ed4f348d0f337b9728947eac4b,7ed2ed963f5792fc25af1210e94c1e39ee00c35e29aea04acf3e4baa5c84f742,459d16c012c0e297035cb575e754efae0439e98ab73b4e2e9498379ae5926644,2621ccc0bfa4ad03275fbc1a6b9db06e8203e40aafdf0842f30c7fc575c2ab26,1411018816a8e52141137705d96c676d0523593bc6f80efa3ada8c950275377f
"0","","80003","1","","500367","8","100","91002","7","163"
"0","","80003","1","","500367","8","100","91002","8","164"
"0","","80003","1","","500367","8","100","91002","9","165"
"0","","80003","1","","500033","8","100","91002","10","166"
"0","","80003","1","","500033","8","100","91002","11","167"
"0","","80003","1","","500033","8","100","91002","12","168"
"0","","80003","1","","509020","8","100","91002","13","169"
"0","","80003","1","","500371","8","100","91002","14","170"
"0","","80003","1","","500033","8","100","91002","15","171"
"0","","70004","0","","0","8","500","91002","1","183"
"0","","70004","0","","0","8","500","91002","2","184"
"0","","70005","0","","0","8","300","91002","1","185"
"0","","70005","0","","0","8","300","91002","2","186"
"0","","70005","0","","0","8","300","91002","3","187"
"0","","80004","0","","530101","8","100","91002","1","188"
"0","","80004","0","","530102","8","100","91002","2","189"
"0","","80004","0","","530103","8","100","91002","3","190"
"0","","80004","0","","530104","8","100","91002","4","191"
"0","","80004","0","","530105","8","100","91002","5","192"
"0","","80004","0","","530106","8","100","91002","6","193"
"0","","80004","0","","530107","8","100","91002","7","194"
"0","","80004","0","","530108","8","100","91002","8","195"
"0","","80004","0","","530109","8","100","91002","9","196"
"0","","80004","0","","530110","8","100","91002","10","197"
"0","","80004","0","","530111","8","100","91002","11","198"
"0","","80004","0","","530112","8","100","91002","12","199"
"0","","80004","0","","530113","8","100","91002","13","200"
"0","","80004","0","","530114","8","100","91002","14","201"
"0","","80004","0","","530115","8","100","91002","15","202"
"0","","80004","0","","530116","8","100","91002","16","203"
"0","","80004","0","","530117","8","100","91002","17","204"
"0","","80004","0","","530117","7","1","2805","17","205"
"0","","40009","0","","0","8","150","91002","1","206"
"0","","40009","0","","0","8","150","91002","2","207"
"0","","40009","0","","0","8","150","91002","3","208"
"0","","40009","0","","0","8","150","91002","4","209"
"0","","40009","0","","0","8","150","91002","5","210"
"0","","40009","0","","0","8","150","91002","6","211"
"0","","40009","0","","0","8","150","91002","7","212"
"0","","40009","0","","0","8","150","91002","8","213"
"0","","40009","0","","0","8","150","91002","9","214"
"0","","40009","0","","0","8","150","91002","10","215"
"0","","80005","0","","500367","8","100","91002","1","216"
"0","","80005","0","","500367","8","100","91002","2","217"
"0","","80005","0","","500367","8","100","91002","3","218"
"0","","80005","0","","500367","8","100","91002","4","219"
"0","","80005","0","","500367","8","100","91002","5","220"
"0","","80005","0","","500367","8","100","91002","6","221"
"0","","80005","0","","500367","8","100","91002","7","222"
"0","","80005","0","","500367","8","100","91002","8","223"
"0","","80005","0","","500367","8","100","91002","9","224"
"0","","80005","0","","500367","8","100","91002","10","225"
"0","","80005","0","","500367","8","100","91002","11","226"
"0","","80005","0","","500367","8","100","91002","12","227"
"0","","80005","0","","500367","8","100","91002","13","228"
"0","","80005","0","","500367","8","100","91002","14","229"
"0","","80005","0","","500367","8","100","91002","15","230"
"0","","70006","0","","0","8","500","91002","1","231"
"0","","70006","0","","0","8","500","91002","2","232"
"0","","70007","0","","0","8","300","91002","1","233"
"0","","70007","0","","0","8","300","91002","2","234"
"0","","70007","0","","0","8","300","91002","3","235"
"0","","40010","0","","0","8","150","91002","1","236"
"0","","40010","0","","0","8","150","91002","2","237"
"0","","40010","0","","0","8","150","91002","3","238"
"0","","40010","0","","0","8","150","91002","4","239"
"0","","40010","0","","0","8","150","91002","5","240"
"0","","40010","0","","0","8","150","91002","6","241"
"0","","40010","0","","0","8","150","91002","7","242"
"0","","40010","0","","0","8","150","91002","8","243"
"0","","40010","0","","0","8","150","91002","9","244"
"0","","40010","0","","0","8","150","91002","10","245"
"0","","80006","0","","530121","8","100","91002","1","246"
"0","","80006","0","","530122","8","100","91002","2","247"
"0","","80006","0","","530123","8","100","91002","3","248"
"0","","80006","0","","530124","8","100","91002","4","249"
"0","","80006","0","","530125","8","100","91002","5","250"
"0","","80006","0","","530126","8","100","91002","6","251"
"0","","80006","0","","530127","8","100","91002","7","252"
"0","","80006","0","","530128","8","100","91002","8","253"
"0","","80006","0","","530129","8","100","91002","9","254"
"0","","80006","0","","530130","8","100","91002","10","255"
"0","","80006","0","","530131","8","100","91002","11","256"
"0","","80006","0","","530132","8","100","91002","12","257"
"0","","80006","0","","530133","8","100","91002","13","258"
"0","","80006","0","","530134","8","100","91002","14","259"
"0","","80006","0","","530135","8","100","91002","15","260"
"0","","80006","0","","530136","8","100","91002","16","261"
"0","","80006","0","","530137","8","100","91002","17","262"
"0","","80006","0","","530137","7","1","2816","17","263"
"0","","80007","0","","530123","8","100","91002","1","264"
"0","","80007","0","","530124","8","100","91002","2","265"
"0","","80007","0","","530125","8","100","91002","3","266"
"0","","80007","0","","530126","8","100","91002","4","267"
"0","","80007","0","","530127","8","100","91002","5","268"
"0","","80007","0","","530128","8","100","91002","6","269"
"0","","80007","0","","530129","8","100","91002","7","270"
"0","","80007","0","","530130","8","100","91002","8","271"
"0","","80007","0","","530131","8","100","91002","9","272"
"0","","80007","0","","530132","8","100","91002","10","273"
"0","","80007","0","","530133","8","100","91002","11","274"
"0","","80007","0","","530134","8","100","91002","12","275"
"0","","80007","0","","530135","8","100","91002","13","276"
"0","","80007","0","","530136","8","100","91002","14","277"
"0","","80007","0","","530137","8","100","91002","15","278"
"0","","80007","0","","530137","16","1","9000215","15","279"
"0","","80007","0","","530137","16","1","9000216","15","280"
"0","","70008","0","","0","8","500","91002","1","281"
"0","","70008","0","","0","8","500","91002","2","282"
"0","","70009","0","","0","8","1000","91002","1","283"
"0","","80008","0","","530141","8","100","91002","1","284"
"0","","80008","0","","530142","8","100","91002","2","285"
"0","","80008","0","","530143","8","100","91002","3","286"
"0","","80008","0","","530144","8","100","91002","4","287"
"0","","80008","0","","530145","8","100","91002","5","288"
"0","","80008","0","","530146","8","100","91002","6","289"
"0","","80008","0","","530147","8","100","91002","7","290"
"0","","80008","0","","530148","8","100","91002","8","291"
"0","","80008","0","","530149","8","100","91002","9","292"
"0","","80008","0","","530150","8","100","91002","10","293"
"0","","80008","0","","530151","8","100","91002","11","294"
"0","","80008","0","","530152","8","100","91002","12","295"
"0","","80008","0","","530153","8","100","91002","13","296"
"0","","80008","0","","530154","8","100","91002","14","297"
"0","","80008","0","","530155","8","100","91002","15","298"
"0","","80008","0","","530156","8","100","91002","16","299"
"0","","80008","0","","530156","7","1","2830","16","300"
"0","","20001","0","","0","8","100","91002","1","301"
"0","","20001","0","","0","2","20","23001","1","302"
"0","","20001","0","","0","8","100","91002","2","303"
"0","","20001","0","","0","2","20","23001","2","304"
"0","","20001","0","","0","2","1","24016","3","305"
"0","","20001","0","","0","2","20","23001","3","306"
"0","","20001","0","","0","8","100","91002","4","307"
"0","","20001","0","","0","2","20","23001","4","308"
"0","","20001","0","","0","8","300","91002","5","309"
"0","","20001","0","","0","2","20","23001","5","310"
"0","","20001","0","","0","8","100","91002","6","311"
"0","","20001","0","","0","2","20","23001","6","312"
"0","","20001","0","","0","8","100","91002","7","313"
"0","","20001","0","","0","2","20","23001","7","314"
"0","","20001","0","","0","8","200","91002","8","315"
"0","","20001","0","","0","2","20","23001","8","316"
"0","","20001","0","","0","8","300","91002","9","317"
"0","","20001","0","","0","2","20","23001","9","318"
"0","","20001","0","","0","2","1","24016","10","319"
"0","","20001","0","","0","2","20","23001","10","320"
"125801","リリ","40011","1","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","0","2","1","24001","1","321"
"126001","クリア","40011","1","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","0","2","1","24001","2","322"
"126101","プレシア","40011","1","んーと。\nこれ、あげる。\nはい","0","2","1","24001","3","323"
"125801","リリ","40011","2","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","0","2","1","24001","4","324"
"126001","クリア","40011","2","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","0","2","1","24001","5","325"
"126101","プレシア","40011","2","お兄。\nきてくれて、うれしい","0","2","1","24001","6","326"
"0","","80009","0","","532001","8","100","91002","1","327"
"0","","80009","0","","532002","8","100","91002","2","328"
"0","","80009","0","","532003","8","100","91002","3","329"
"0","","80009","0","","532004","8","100","91002","4","330"
"0","","80009","0","","532005","8","100","91002","5","331"
"0","","80009","0","","532006","8","100","91002","6","332"
"0","","80009","0","","532007","8","100","91002","7","333"
"0","","80009","0","","532008","8","100","91002","8","334"
"0","","80009","0","","532009","8","100","91002","9","335"
"0","","80009","0","","532010","8","100","91002","10","336"
"0","","80009","0","","532011","8","100","91002","11","337"
"0","","80009","0","","532012","8","100","91002","12","338"
"0","","80009","0","","532013","8","100","91002","13","339"
"0","","80009","0","","532014","8","100","91002","14","340"
"0","","80009","0","","532015","8","100","91002","15","341"
"0","","40012","0","","0","2","1","24001","1","342"
"0","","40012","0","","0","2","1","24001","2","343"
"0","","40012","0","","0","18","1","4201402","3","344"
"0","","40012","0","","0","2","1","24001","4","345"
"0","","40012","0","","0","2","1","24001","5","346"
"0","","40012","0","","0","18","1","4203402","6","347"
"0","","40012","0","","0","2","1","24001","7","348"
"0","","40012","0","","0","16","1","9000229","8","349"
"0","","70010","0","","0","8","500","91002","1","350"
"0","","70012","0","","0","2","1","41000","1","351"
"0","","70011","0","","0","8","1000","91002","1","352"
"0","","80010","0","","530157","8","100","91002","1","353"
"0","","80010","0","","530158","8","100","91002","2","354"
"0","","80010","0","","530159","8","100","91002","3","355"
"0","","80010","0","","530160","8","100","91002","4","356"
"0","","80010","0","","530161","8","100","91002","5","357"
"0","","80010","0","","530162","8","100","91002","6","358"
"0","","80010","0","","530163","8","100","91002","7","359"
"0","","80010","0","","530164","8","100","91002","8","360"
"0","","80010","0","","530165","8","100","91002","9","361"
"0","","80010","0","","530166","8","100","91002","10","362"
"0","","80010","0","","530167","8","100","91002","11","363"
"0","","80010","0","","530168","8","100","91002","12","364"
"0","","80010","0","","530173","7","1","2844","12","365"
"0","","80010","0","","530169","8","100","91002","13","366"
"0","","80010","0","","530173","7","1","2846","13","367"
"0","","80010","0","","530170","8","100","91002","14","368"
"0","","80010","0","","530173","7","1","2845","14","369"
"0","","80010","0","","530171","8","100","91002","15","370"
"0","","80010","0","","530173","7","5","2843","15","371"
"0","","80010","0","","530172","8","100","91002","16","372"
"0","","80010","0","","530173","7","1","2842","16","373"
"0","","40013","0","","0","16","1","9000236","1","374"
"0","","40013","0","","0","16","1","9000237","1","375"
"0","","40013","0","","0","16","1","9000238","1","376"
"0","","40013","0","","0","16","1","9000239","1","377"
"0","","80011","0","","532001","8","100","91002","1","378"
"0","","80011","0","","532002","8","100","91002","2","379"
"0","","80011","0","","532003","8","100","91002","3","380"
"0","","80011","0","","532004","8","100","91002","4","381"
"0","","80011","0","","532005","8","100","91002","5","382"
"0","","80011","0","","532006","8","100","91002","6","383"
"0","","80011","0","","532007","8","100","91002","7","384"
"0","","80011","0","","532008","8","100","91002","8","385"
"0","","80011","0","","532009","8","100","91002","9","386"
"0","","80011","0","","532010","8","100","91002","10","387"
"0","","80011","0","","532011","8","100","91002","11","388"
"0","","80011","0","","532012","8","100","91002","12","389"
"0","","80011","0","","532013","8","100","91002","13","390"
"0","","80011","0","","532014","8","100","91002","14","391"
"0","","80011","0","","532015","8","100","91002","15","392"
"0","","40014","0","","0","18","1","4305403","1","393"
"0","","40014","0","","0","16","1","9000242","2","394"
"0","","40015","0","","0","8","500","91002","1","395"
"0","","40015","0","","0","2","3000","90008","2","396"
"0","","40015","0","","0","8","500","91002","3","397"
"0","","40015","0","","0","2","3000","90008","4","398"
"0","","40015","0","","0","8","1000","91002","5","399"
"0","","70013","0","","0","8","1000","91002","1","400"
"0","","70014","0","","0","8","500","91002","1","401"
"0","","70015","0","","0","2","1","41000","1","402"
"0","","80012","0","","530208","8","100","91002","1","403"
"0","","80012","0","","530209","8","100","91002","2","404"
"0","","80012","0","","530210","8","100","91002","3","405"
"0","","80012","0","","530211","8","100","91002","4","406"
"0","","80012","0","","530212","8","100","91002","5","407"
"0","","80012","0","","530213","8","100","91002","6","408"
"0","","80012","0","","530214","8","100","91002","7","409"
"0","","80012","0","","530215","8","100","91002","8","410"
"0","","40015","0","","0","2","10000","25011","1","411"
"0","","40015","0","","0","2","3000","25021","1","412"
"0","","40015","0","","0","2","10000","25012","2","413"
"0","","40015","0","","0","2","3000","25021","2","414"
"0","","40015","0","","0","2","10000","25013","3","415"
"0","","40015","0","","0","2","3000","25021","3","416"
"0","","40015","0","","0","2","10000","25014","4","417"
"0","","40015","0","","0","2","3000","25021","4","418"
"0","","40015","0","","0","2","10000","25015","5","419"
"0","","40015","0","","0","2","3000","25021","5","420"
"0","","70016","0","","0","8","50","91002","1","421"
"0","","80013","0","","530216","8","100","91002","1","422"
"0","","80013","0","","530217","8","100","91002","2","423"
"0","","80013","0","","530218","8","100","91002","3","424"
"0","","80013","0","","530219","8","100","91002","4","425"
"0","","80013","0","","530220","8","100","91002","5","426"
"0","","80014","0","","530221","8","100","91002","1","427"
"0","","80014","0","","530222","8","100","91002","2","428"
"0","","80014","0","","530223","8","100","91002","3","429"
"0","","40016","0","","0","16","1","9000252","1","430"
"0","","40016","0","","0","8","500","91002","1","431"
"0","","40017","0","","0","8","100","91002","1","432"
"0","","40017","0","","0","8","100","91002","2","433"
"0","","40017","0","","0","8","100","91002","3","434"
"0","","40017","0","","0","8","100","91002","4","435"
"0","","40017","0","","0","8","100","91002","5","436"
"0","","70017","0","","0","8","500","91002","1","437"
"0","","70018","0","","0","2","1","41000","1","438"
"0","","70019","0","","0","8","1000","91002","1","439"
"0","","80015","0","","530224","8","100","91002","1","440"
"0","","80015","0","","530225","8","100","91002","2","441"
"0","","80015","0","","530226","8","100","91002","3","442"
"0","","80015","0","","530227","8","100","91002","4","443"
"0","","80016","0","","530228","8","100","91002","1","444"
"0","","80016","0","","530229","8","100","91002","2","445"
"0","","80016","0","","530230","8","100","91002","3","446"
"0","","80016","0","","530231","8","100","91002","4","447"
"0","","40018","0","","0","8","150","91002","1","448"
"0","","40018","0","","0","2","5000","25011","1","449"
"0","","40018","0","","0","2","5000","25012","1","450"
"0","","40018","0","","0","8","150","91002","2","451"
"0","","40018","0","","0","2","5000","25013","2","452"
"0","","40018","0","","0","2","5000","25014","2","453"
"0","","40018","0","","0","2","2500","25021","3","454"
"0","","40018","0","","0","2","5000","25015","3","455"
"0","","40018","0","","0","16","1","9000301","4","457"
"0","","40018","0","","0","16","1","9000302","5","458"
"0","","40018","0","","0","16","1","9000303","5","459"
"0","","40019","0","","0","2","90","25203","1","460"
"0","","40019","0","","0","2","36","25201","1","461"
"0","","40019","0","","0","2","12","25205","1","462"
"0","","40019","0","","0","2","90","25202","1","463"
"0","","40019","0","","0","2","25","25204","1","464"
"0","","40019","0","","0","2","90","25203","2","465"
"0","","40019","0","","0","2","36","25201","2","466"
"0","","40019","0","","0","2","12","25205","2","467"
"0","","40019","0","","0","2","90","25202","2","468"
"0","","40019","0","","0","2","25","25204","2","469"
"0","","40019","0","","0","2","90","25201","3","470"
"0","","40019","0","","0","2","9","25203","3","471"
"0","","40019","0","","0","2","48","25205","3","472"
"0","","40019","0","","0","2","90","25202","3","473"
"0","","40019","0","","0","2","25","25204","3","474"
"0","","40019","0","","0","2","90","25201","4","475"
"0","","40019","0","","0","2","9","25203","4","476"
"0","","40019","0","","0","2","48","25205","4","477"
"0","","40019","0","","0","2","90","25202","4","478"
"0","","40019","0","","0","2","25","25204","4","479"
"0","","40019","0","","0","2","54","25205","5","480"
"0","","40019","0","","0","2","45","25201","5","481"
"0","","40019","0","","0","2","45","25203","5","482"
"0","","40019","0","","0","2","90","25202","5","483"
"0","","40019","0","","0","2","25","25204","5","484"
"0","","40019","0","","0","2","54","25205","6","485"
"0","","40019","0","","0","2","45","25201","6","486"
"0","","40019","0","","0","2","45","25203","6","487"
"0","","40019","0","","0","2","90","25202","6","488"
"0","","40019","0","","0","2","25","25204","6","489"
"0","","40019","0","","0","2","90","25205","7","490"
"0","","40019","0","","0","2","9","25201","7","491"
"0","","40019","0","","0","2","36","25203","7","492"
"0","","40019","0","","0","2","90","25202","7","493"
"0","","40019","0","","0","2","25","25204","7","494"
"0","","40019","0","","0","2","90","25205","8","495"
"0","","40019","0","","0","2","9","25201","8","496"
"0","","40019","0","","0","2","36","25203","8","497"
"0","","40019","0","","0","2","90","25202","8","498"
"0","","40019","0","","0","2","25","25204","8","499"
"0","","40020","0","","0","2","1","29001","1","500"
"0","","40020","0","","0","8","100","91002","2","501"
"0","","40020","0","","0","8","100","91002","3","502"
"0","","40020","0","","0","8","100","91002","4","503"
"0","","40020","0","","0","8","100","91002","5","504"
"0","","40021","0","","0","2","1","29002","1","505"
"0","","40021","0","","0","8","100","91002","2","506"
"0","","40021","0","","0","8","100","91002","3","507"
"0","","40021","0","","0","8","100","91002","4","508"
"0","","40021","0","","0","8","100","91002","5","509"
