f0f4147d4f699ab1627afc46b839261b982af58ec32ed98749cef17c1b5ca730,6ac7ab8a607c63fe5f9d2d158c68af124f3716db74160df52b4e3499f1eb293d,be96198b83966120aa2683fc7c5105cbce615ca3120d3c1e3fdba1b897ac63d3,c7afde2d6cbe120a8b2a4ce039d583a3b9e56b34e47b0b4a707c246ea8422f97,b2f1850fa5933e412771c42e3c2b703869870892c342a02a5eb9ee1f0f9daa0c,19042606c54b9c54cc093132dbd69a41a4b591e9632efc491e2fc06a42ec3099,6d21bad235b604af2aa693e0408da6fdb07e9541db1c053516369cab6a12a6cd,d882940dd326dbf4ed5a488c3562453a5e5d5c9d858a87f2f54c92ee6fa02f90,a5132a56085a86bae043c057686ab07b32acb876506ed4f063233f52bbbad59c,b658ead2d5eecf24115faaa06a9ec0ea6237dfa4af42335e311ed4412a2630f1,b8a03f776b751a4db47a7453a3581e7d78e03422052e4566e341e1aeca99dae4
"","1007002","vo_svd_0222","21","0","","0","vo_svd","","1007002028",""
"0","1007002","弟くんが一生懸命動かす手足…\nかわいかったなぁ…","11","6","0","0","113411","1","1007002029","0"
"","1007002","","91","","","","0","","1007002030",""
"0.2","1007002","svd_idle_memory","3","1","","","113411","","1007002031",""
"0.2","1007002","svd_talk_memory","3","1","","","113511","","1007002032",""
"","1007002","vo_svd_0223","21","0","","0","vo_svd","","1007002033",""
"0","1007002","あなた様が上げる水しぶきは\nどんな秘薬よりも優れた霊薬\nになりそうですわ…","11","6","0","0","113511","1","1007002034","0"
"","1007002","","91","","","","0","","1007002035",""
"0.2","1007002","svd_idle_memory","3","1","","","113511","","1007002036",""
"0.2","1007002","svd_talk_worry","3","1","","","113411","","1007002037",""
"","1007002","vo_svd_0224","21","0","","0","vo_svd","","1007002038",""
"0","1007002","エリコちゃん…\nそれはさすがにちょっと…","11","6","0","0","113411","1","1007002039","0"
"","1007002","","91","","","","0","","1007002040",""
"0.2","1007002","svd_idle_worry","3","1","","","113411","","1007002041",""
"0.2","1007002","svd_talk_thinking","3","1","","","113511","","1007002042",""
"","1007002","vo_svd_0225","21","0","","0","vo_svd","","1007002043",""
"0","1007002","シズルさんには\n必要ないのですね。\nそれならば私がすべて…","11","6","0","0","113511","1","1007002044","0"
"","1007002","","91","","","","0","","1007002045",""
"0.2","1007002","svd_idle_thinking","3","1","","","113511","","1007002046",""
"0","1007002","4","12","0","","","113411","","1007002047","0"
"0.2","1007002","svd_surprise","3","0","","","113411","","1007002048",""
"","1007002","","93","","","","1","","1007002049",""
"0.2","1007002","svd_talk_joy2","3","1","","","113411","","1007002050",""
"","1007002","vo_svd_0226","21","0","","0","vo_svd","","1007002051",""
"0","1007002","ほしい！\n奇麗な小瓶に集めちゃう！","11","8","0","0","113411","1","1007002052","0"
"","1007002","","91","","","","0","","1007002053",""
"0.2","1007002","svd_idle_joy1","3","1","","","113411","","1007002054",""
"","1007002","","102","","","","","","1007002055",""
"","1007002","","93","","","","1","","1007002056",""
"0","1007002","8","12","1","","","113511","","1007002057","0"
"0.2","1007002","svd_talk_memory","3","1","","","113511","","1007002058",""
"","1007002","","93","","","","3","","1007002059",""
"0.2","1007002","svd_idle_memory","3","1","","","113511","","1007002060",""
"0","1007002","1","12","1","","","113411","","1007002061","0"
"0.2","1007002","svd_talk_worry","3","1","1","","113411","","1007002062",""
"","1007002","","93","","","","3","","1007002063",""
"0.2","1007002","svd_idle_worry","3","1","1","","113411","","1007002064",""
"0","1007002","11","12","1","","","113511","","1007002065","0"
"0.2","1007002","svd_talk_guts2","3","0","1","svd_idle_guts2","113511","","1007002066","0.2"
"","1007002","","93","","","","3","","1007002067",""
"0.2","1007002","svd_idle_guts2","3","1","","","113511","","1007002068",""
"0","1007002","7","12","1","","","113411","","1007002069","0"
"0.2","1007002","svd_talk_joy1","3","1","1","","113411","","1007002070",""
"","1007002","","93","","","","3","","1007002071",""
"0.2","1007002","svd_idle_joy1","3","1","1","","113411","","1007002072",""
"","1007002","","101","","","","1007002057","","1007002073",""
"1","1007002","1","6","1","0","1","333","","1007002074","0"
"","1007002","1","4","","","","113511","","1007002075",""
"0.2","1007002","svd_run","3","1","","","113511","","1007002076",""
"","1007002","-750","2","-300","0","0.8","113511","","1007002077",""
"","1007002","0","4","","","","113411","","1007002078",""
"0.2","1007002","svd_run","3","1","","","113411","","1007002079",""
"","1007002","750","2","-300","0","0.8","113411","","1007002080",""
"","1007002","","93","","","","0.6","","1007002081",""
"0.2","1007002","1","6","1","0","1","113511","","1007002082","0"
"0.2","1007002","1","6","1","0","1","113411","","1007002083","0"
"","1007002","","91","","","","0","","1007002084",""
"2.08","1007003","113511","5","100","-300","-750","1","svd_idle_normal","1007003001","0"
"2.08","1007003","113411","5","100","-300","650","2","svd_idle_normal","1007003002","1"
"1","1007003","333","5","0","0","0","3","svd_white_loop","1007003003","0"
"0","1007003","1","6","1","0","1","333","","1007003004","0"
"","1007003","2","7","0","","0","113511","","1007003005",""
"","1007003","-750","2","-300","0","0.5","113511","","1007003006",""
"0","1007003","1","6","1","0","1","113411","","1007003007","0"
"0","1007003","16","31","-140","0.8","-40","6","","1007003008",""
"","1007003","2","34","0","","0","16","","1007003009",""
"","1007003","","93","","","","1","","1007003010",""
"0.8","1007003","1","6","1","0.4","1","333","","1007003011","0"
"0.2","1007003","svd_idle_see_sad_pre","3","0","1","svd_idle_see_sad","113511","","1007003012","0"
"","1007003","-600","2","-300","0","1.1","113511","","1007003013",""
"","1007003","","93","","","","1","","1007003014",""
"","1007003","1","32","","","","16","","1007003015",""
"","1007003","","91","","","","0","","1007003016",""
"","1007003","240","94","260","80","0","113511","","1007003017",""
"","1007003","0","32","","","","16","","1007003018",""
"0","1007003","17","12","1","","","113511","","1007003019","0"
"0.2","1007003","svd_walk_sad","3","1","","","113511","","1007003020",""
"","1007003","0","7","2","","0","113511","","1007003021",""
"","1007003","-250","2","-300","0","2.4","113511","","1007003022",""
"","1007003","","93","","","","2.4","","1007003023",""
"0.2","1007003","svd_idle_sad","3","1","","","113511","","1007003024",""
"","1007003","","93","","","","0.5","","1007003025",""
"","1007003","","91","","","","0","","1007003026",""
"0.2","1007003","svd_talk_sad","3","1","","","113511","","1007003027",""
"","1007003","vo_svd_0321","21","0","","0","vo_svd","","1007003028",""
"0","1007003","弟くんに大きなカブトムシを\nプレゼントして\nあげたかったな…","11","7","0","0","113511","1","1007003029","0"
"","1007003","","91","","","","0","","1007003030",""
"0.2","1007003","svd_idle_sad","3","1","","","113511","","1007003031",""
"0.2","1007003","svd_walk","3","1","","","113411","","1007003032",""
"","1007003","250","2","-300","0","2","113411","","1007003033",""
"0.4","1007003","1","6","1","1","1","113411","","1007003034","0"
"","1007003","","93","","","","2","","1007003035",""
"0.2","1007003","svd_idle_normal","3","1","","","113411","","1007003036",""
"","1007003","","93","","","","0.4","","1007003037",""
"0.2","1007003","svd_talk_thinking","3","1","","","113411","","1007003038",""
"","1007003","vo_svd_0322","21","0","","0","vo_svd","","1007003039",""
"0","1007003","確かに心残りではありますが\nそれ以上によいものを\n見られましたわ。","11","6","0","0","113411","1","1007003040","0"
"","1007003","","91","","","","0","","1007003041",""
"0.2","1007003","svd_idle_thinking","3","1","","","113411","","1007003042",""
"0.2","1007003","svd_talk_joy1","3","1","","","113511","","1007003043",""
"","1007003","vo_svd_0323","21","0","","0","vo_svd","","1007003044",""
"0","1007003","優しい弟くんも素敵だったね！\nでもカブトムシ捕りは\nまた挑戦しよう！","11","6","0","0","113511","1","1007003045","0"
"","1007003","","91","","","","0","","1007003046",""
"0.2","1007003","svd_talk_sad","3","1","","","113511","","1007003047",""
"","1007003","vo_svd_0324","21","0","","0","vo_svd","","1007003048",""
"0","1007003","それでもまたダメだったら\nそのときは…","11","6","0","0","113511","1","1007003049","0"
"","1007003","","91","","","","0","","1007003050",""
"0.2","1007003","svd_idle_sad","3","1","","","113511","","1007003051",""
"0.2","1007003","svd_talk_sad","3","1","","","113411","","1007003052",""
"","1007003","vo_svd_0325","21","0","","0","vo_svd","","1007003053",""
"0","1007003","もし次があるのなら…私たちが\nカブトムシになりましょう。\nなりきってみせましょう。","11","6","0","0","113411","1","1007003054","0"
"","1007003","","93","","","","5","","1007003055",""
"0.2","1007003","svd_talk_wish2","3","1","","","113411","","1007003056",""
"","1007003","","91","","","","1007003054","","1007003057",""
"0.2","1007003","svd_idle_wish2","3","1","","","113411","","1007003058",""
"","1007003","","102","","","","","","1007003059",""
"","1007003","","93","","","","1","","1007003060",""
"0","1007003","12","12","1","","","113511","","1007003061","0"
"0.2","1007003","svd_cmn_think","3","0","1","svd_idle_normal","113511","","1007003062","0.2"
"","1007003","","93","","","","3","","1007003063",""
"0.2","1007003","svd_idle_normal","3","1","","","113511","","1007003064",""
"0","1007003","10","12","1","","","113411","","1007003065","0"
"0.2","1007003","svd_talk_normal","3","1","1","","113411","","1007003066",""
"","1007003","","93","","","","3","","1007003067",""
"0.2","1007003","svd_idle_normal","3","1","1","","113411","","1007003068",""
"0","1007003","1","12","1","","","113511","","1007003069","0"
"0.2","1007003","svd_talk_sad","3","1","","","113511","","1007003070",""
"","1007003","","93","","","","3","","1007003071",""
"0.2","1007003","svd_idle_sad","3","1","","","113511","","1007003072",""
"0","1007003","7","12","1","","","113411","","1007003073","0"
"0.2","1007003","svd_talk_wish","3","1","1","","113411","","1007003074",""
"","1007003","","93","","","","3","","1007003075",""
"0.2","1007003","svd_idle_wish","3","1","1","","113411","","1007003076",""
"","1007003","","101","","","","1007003061","","1007003077",""
"1","1007003","1","6","1","0","1","333","","1007003078","0"
"","1007003","1","4","","","","113511","","1007003079",""
"0.2","1007003","svd_run","3","1","","","113511","","1007003080",""
"","1007003","-750","2","-300","0","0.8","113511","","1007003081",""
"","1007003","0","4","","","","113411","","1007003082",""
"0.2","1007003","svd_run","3","1","","","113411","","1007003083",""
"","1007003","750","2","-300","0","0.8","113411","","1007003084",""
"","1007003","","93","","","","0.6","","1007003085",""
"0.2","1007003","1","6","1","0","1","113511","","1007003086","0"
"0.2","1007003","1","6","1","0","1","113411","","1007003087","0"
"","1007003","","91","","","","0","","1007003088",""
"2.08","1007004","113511","5","100","-560","-250","1","svd_idle_normal","1007004001","0"
"2.08","1007004","113411","5","100","-560","250","2","svd_idle_normal","1007004002","1"
"1","1007004","333","5","0","0","0","3","svd_white_loop","1007004003","0"
"0","1007004","1","6","1","0","1","333","","1007004004","0"
"0","1007004","1","6","1","0","1","113511","","1007004005","0"
"0","1007004","1","6","1","0","1","113411","","1007004006","0"
"","1007004","","93","","","","1","","1007004007",""
"0.8","1007004","1","6","1","0.4","1","333","","1007004008","0"
"0.2","1007004","svd_jump1","3","0","1","svd_idle_normal","113511","","1007004009","0.2"
"0.2","1007004","svd_jump1","3","0","1","svd_idle_normal","113411","","1007004010","0.2"
"","1007004","","93","","","","0.3","","1007004011",""
"","1007004","-250","2","-300","0","0.75","113511","","1007004012",""
"","1007004","250","2","-300","0","0.75","113411","","1007004013",""
"0.4","1007004","1","6","1","1","1","113511","","1007004014","0"
"0.4","1007004","1","6","1","1","1","113411","","1007004015","0"
"","1007004","","93","","","","1.2","","1007004016",""
"","1007004","","91","","","","0","","1007004017",""
"0.2","1007004","svd_idle_normal","3","1","","","113411","","1007004018",""
"0.2","1007004","svd_talk_joy1","3","1","","","113511","","1007004019",""
"","1007004","vo_svd_0421","21","0","","0","vo_svd","","1007004020",""
"0","1007004","ルーセント学院のみんな\nいい子だったね！\n学校生活も楽しそうだなー","11","6","0","0","113511","1","1007004021","0"
"","1007004","","91","","","","0","","1007004022",""
"0.2","1007004","svd_idle_joy1","3","1","","","113511","","1007004023",""
"0.2","1007004","svd_talk_thinking","3","1","","","113411","","1007004024",""
"","1007004","vo_svd_0422","21","0","","0","vo_svd","","1007004025",""
"0","1007004","イオちゃんという\nすばらしい先生にも恵まれて\n少しうらやましいですわ…","11","6","0","0","113411","1","1007004026","0"
"","1007004","","91","","","","0","","1007004027",""
"0.2","1007004","svd_idle_thinking","3","1","","","113411","","1007004028",""
"0.2","1007004","svd_talk_normal","3","1","","","113511","","1007004029",""
"","1007004","vo_svd_0423","21","0","","0","vo_svd","","1007004030",""
"0","1007004","ねぇねぇ、二人で入学する…\nっていうのはどうかな？","11","7","0","0","113511","1","1007004031","0"
"","1007004","","91","","","","0","","1007004032",""
"0.2","1007004","svd_idle_joy1","3","1","","","113511","","1007004033",""
"0.2","1007004","svd_surprise","3","0","1","svd_talk_joy1","113411","","1007004034","0.2"
"","1007004","vo_svd_0424","21","0","","0","vo_svd","","1007004035",""
"0","1007004","…！　よいアイデアですわ！\nさっそく入学願書を\n取り寄せましょう！","11","6","0","0","113411","1","1007004036","0"
"","1007004","","91","","","","0","","1007004037",""
"0.2","1007004","svd_idle_joy1","3","1","","","113411","","1007004038",""
"","1007004","","102","","","","","","1007004039",""
"","1007004","","93","","","","1","","1007004040",""
"0","1007004","7","12","1","","","113511","","1007004041","0"
"0.2","1007004","svd_talk_normal","3","1","","","113511","","1007004042",""
"","1007004","","93","","","","3","","1007004043",""
"0.2","1007004","svd_idle_normal","3","1","","","113511","","1007004044",""
"0","1007004","6","12","1","","","113411","","1007004045","0"
"0.2","1007004","svd_talk_joy1","3","1","1","","113411","","1007004046",""
"","1007004","","93","","","","3","","1007004047",""
"0.2","1007004","svd_idle_joy1","3","1","1","","113411","","1007004048",""
"0","1007004","10","12","1","","","113511","","1007004049","0"
"0.2","1007004","svd_talk_joy2","3","1","","","113511","","1007004050",""
"","1007004","","93","","","","3","","1007004051",""
"0.2","1007004","svd_idle_joy2","3","1","","","113511","","1007004052",""
"0","1007004","10","12","1","","","113411","","1007004053","0"
"0.2","1007004","svd_cmn_smile3","3","0","1","svd_idle_joy1","113411","","1007004054","0.2"
"","1007004","","93","","","","3","","1007004055",""
"0.2","1007004","svd_idle_joy1","3","1","1","","113411","","1007004056",""
"","1007004","","101","","","","1007004041","","1007004057",""
"1","1007004","1","6","1","0","1","333","","1007004058","0"
"","1007004","1","4","","","","113511","","1007004059",""
"0.2","1007004","svd_run","3","1","","","113511","","1007004060",""
"","1007004","-750","2","-300","0","0.8","113511","","1007004061",""
"","1007004","0","4","","","","113411","","1007004062",""
"0.2","1007004","svd_run","3","1","","","113411","","1007004063",""
"","1007004","750","2","-300","0","0.8","113411","","1007004064",""
"","1007004","","93","","","","0.6","","1007004065",""
"0.2","1007004","1","6","1","0","1","113511","","1007004066","0"
"0.2","1007004","1","6","1","0","1","113411","","1007004067","0"
"","1007004","","91","","","","0","","1007004068",""
"2.08","1007005","113511","5","110","-300","-700","1","svd_idle_normal","1007005001","0"
"2.08","1007005","113411","5","100","-300","-550","2","svd_idle_normal","1007005002","0"
"1","1007005","333","5","0","0","0","3","svd_white_loop","1007005003","0"
"0","1007005","1","6","1","0","1","333","","1007005004","0"
"0","1007005","13","31","-630","1.3","60","3","","1007005005",""
"0","1007005","1","6","1","0","1","113511","","1007005006","0"
"0","1007005","1","6","1","0","1","113411","","1007005007","0"
"","1007005","","93","","","","1","","1007005008",""
"0.8","1007005","1","6","1","0.4","1","333","","1007005009","0"
"0.2","1007005","svd_walk_glad","3","1","","","113511","","1007005010",""
"","1007005","-250","2","-300","0","2","113511","","1007005011",""
"0.2","1007005","svd_walk_glad2","3","1","","","113411","","1007005012",""
"","1007005","-50","2","-300","0","2.2","113411","","1007005013",""
"0.4","1007005","1","6","1","1","1","113511","","1007005014","0"
"0.4","1007005","1","6","1","1","1","113411","","1007005015","0"
"","1007005","1","32","","","","13","","1007005016",""
"","1007005","-180","33","60","0","2","13","","1007005017",""
"","1007005","","93","","","","2","","1007005018",""
"","1007005","0","32","","","","13","","1007005019",""
"0.2","1007005","svd_idle_normal","3","1","","","113511","","1007005020",""
"","1007005","","93","","","","0.2","","1007005021",""
"","1007005","1","4","","","","113411","","1007005022",""
"0.2","1007005","svd_idle_normal","3","1","","","113411","","1007005023",""
"","1007005","","93","","","","0.5","","1007005024",""
"0","1007005","10","12","0.5","","","113511","","1007005025","0"
"0","1007005","10","12","0.5","","","113411","","1007005026","0"
"0.2","1007005","svd_wink","3","0","1","svd_idle_normal","113511","","1007005027","0.2"
"0.2","1007005","svd_wink","3","0","1","svd_idle_normal","113411","","1007005028","0.2"
"","1007005","","93","","","","1.5","","1007005029",""
"","1007005","0","4","","","","113411","","1007005030",""
"0.2","1007005","svd_walk","3","1","","","113411","","1007005031",""
"","1007005","250","2","-300","0","1","113411","","1007005032",""
"","1007005","","93","","","","1","","1007005033",""
"0.4","1007005","svd_idle_normal","3","0","1","svd_idle_normal","113411","","1007005034","0"
"","1007005","","93","","","","0","","1007005035",""
"","1007005","1","4","","","","113411","","1007005036",""
"","1007005","","93","","","","0.6","","1007005037",""
"0.2","1007005","svd_talk_joy1","3","1","","","113511","","1007005038",""
"","1007005","vo_svd_0521","21","0","","0","vo_svd","","1007005039",""
"0","1007005","静かな島で弟くんと暮らす…\nここは本当に天国だね。","11","5","0","0","113511","1","1007005040","0"
"","1007005","","91","","","","0","","1007005041",""
"0.2","1007005","svd_idle_memory","3","1","","","113511","","1007005042",""
"0.2","1007005","svd_talk_memory","3","1","","","113411","","1007005043",""
"","1007005","vo_svd_0522","21","0","","0","vo_svd","","1007005044",""
"0","1007005","これを幸せと呼ばずして\n何を幸せと呼べば\nよいのでしょう…","11","6","0","0","113411","1","1007005045","0"
"","1007005","","91","","","","0","","1007005046",""
"0.2","1007005","svd_idle_memory","3","1","","","113411","","1007005047",""
"0.2","1007005","svd_talk_memory","3","1","","","113511","","1007005048",""
"","1007005","vo_svd_0523","21","0","","0","vo_svd","","1007005049",""
"0","1007005","おはようからおやすみまで\nずっと弟くんと一緒に\nいられる…","11","6","0","0","113511","1","1007005050","0"
"","1007005","","91","","","","0","","1007005051",""
"0.2","1007005","svd_idle_memory","3","1","","","113511","","1007005052",""
"0.2","1007005","svd_talk_memory","3","1","","","113411","","1007005053",""
"","1007005","vo_svd_0524","21","0","","0","vo_svd","","1007005054",""
"0","1007005","寝起きのかわいらしい顔も\n穏やかな寝顔も\nすべて見放題…","11","4","0","0","113411","1","1007005055","0"
"","1007005","","91","","","","0","","1007005056",""
"0.2","1007005","svd_idle_memory","3","1","","","113411","","1007005057",""
"0.2","1007005","svd_talk_joy2","3","1","","","113511","","1007005058",""
"","1007005","vo_svd_0525","21","0","","0","vo_svd","","1007005059",""
"0","1007005","この幸せをお返しできるように\n最高のおうちを作ろうね！\nエリコちゃん！","11","8","0","0","113511","1","1007005060","0"
"","1007005","","93","","","","4","","1007005061",""
"0.2","1007005","svd_talk_guts","3","0","1","svd_idle_guts","113511","","1007005062","0.2"
"","1007005","","91","","","","1007005060","","1007005063",""
"0.2","1007005","svd_idle_guts","3","1","","","113511","","1007005064",""
"0.2","1007005","svd_talk_guts2","3","0","1","svd_idle_guts2","113411","","1007005065","0.2"
"","1007005","vo_svd_0526","21","0","","0","vo_svd","","1007005066",""
"0","1007005","もちろんですわ！","11","6","0","0","113411","1","1007005067","0"
"","1007005","","91","","","","0","","1007005068",""
"","1007005","","102","","","","","","1007005069",""
"","1007005","","93","","","","1","","1007005070",""
"0","1007005","9","12","1","","","113511","","1007005071","0"
"0.2","1007005","svd_talk_memory","3","1","","","113511","","1007005072",""
"","1007005","","93","","","","3","","1007005073",""
