2d61b1e86a775e46871e817b70885694be48e03cf0da07adaeb0a25cc91683ac,143e7d1a516d7f27428eb4764723d5200d5d4ec8bc6a4f221ebd41a18a36a866,1107bdf99802019721eb88b4d524b4335fa3b2bd790b418254f0ff4ef1a6840d,21f75c2a4836dbfc0013c18d40c5cd659d9209c9c5177c5cb40d405faaf43b54,e1f9554d8f3646198f936ad722a3453c1dbd317504bfd7a71fac1e6bf60659de
"825","100","10","487","10195"
"831","101","10","590","10196"
"835","100","10","637","10197"
"840","101","10","572","10198"
"842","100","10","652","10199"
"850","100","10","746","10200"
"30","100","11","255","11001"
"34","100","11","634","11002"
"37","100","11","539","11003"
"41","101","11","413","11004"
"46","100","11","748","11005"
"51","100","11","608","11006"
"54","100","11","1002","11007"
"58","101","11","802","11008"
"62","100","11","509","11009"
"67","100","11","648","11010"
"71","100","11","305","11011"
"75","100","11","15","11012"
"78","101","11","440","11013"
"82","100","11","476","11014"
"87","100","11","735","11015"
"92","100","11","955","11016"
"96","100","11","1027","11017"
"101","100","11","590","11018"
"105","100","11","249","11019"
"108","100","11","694","11020"
"112","100","11","491","11021"
"117","100","11","174","11022"
"120","100","11","218","11023"
"125","100","11","498","11024"
"129","101","11","928","11025"
"133","100","11","819","11026"
"137","100","11","1136","11027"
"140","100","11","875","11028"
"143","100","11","1010","11029"
"147","100","11","1178","11030"
"152","101","11","785","11031"
"155","100","11","357","11032"
"159","101","11","593","11033"
"162","101","11","382","11034"
"165","100","11","662","11035"
"170","100","11","543","11036"
"173","101","11","916","11037"
"178","100","11","1181","11038"
"183","400","11","771","11039"
"188","100","11","1083","11040"
"192","100","11","1192","11041"
"197","101","11","887","11042"
"202","100","11","628","11043"
"205","100","11","674","11044"
"210","100","11","545","11045"
"215","101","11","411","11046"
"219","100","11","546","11047"
"224","100","11","105","11048"
"227","100","11","178","11049"
"232","100","11","261","11050"
"237","100","11","224","11051"
"240","100","11","354","11052"
"244","100","11","638","11053"
"247","101","11","445","11054"
"252","100","11","697","11055"
"255","200","11","1108","11056"
"259","100","11","695","11057"
"262","100","11","1000","11058"
"265","101","11","768","11059"
"270","100","11","608","11060"
"273","101","11","486","11061"
"277","100","11","595","11062"
"281","100","11","430","11063"
"284","100","11","359","11064"
"289","100","11","474","11065"
"292","100","11","230","11066"
"296","101","11","652","11067"
"300","100","11","424","11068"
"304","300","11","472","11069"
"307","100","11","678","11070"
"310","100","11","946","11071"
"314","101","11","912","11072"
"317","100","11","762","11073"
"321","100","11","1057","11074"
"326","101","11","684","11075"
"330","100","11","770","11076"
"335","100","11","565","11077"
"340","100","11","632","11078"
"345","100","11","1049","11079"
"349","101","11","1089","11080"
"352","100","11","908","11081"
"357","100","11","686","11082"
"361","100","11","537","11083"
"364","101","11","271","11084"
"369","100","11","71","11085"
"374","100","11","463","11086"
"379","101","11","585","11087"
"383","100","11","469","11088"
"386","100","11","113","11089"
"391","100","11","7","11090"
"395","101","11","99","11091"
"398","100","11","363","11092"
"402","100","11","118","11093"
"407","100","11","533","11094"
"410","100","11","376","11095"
"414","100","11","160","11096"
"417","101","11","406","11097"
"422","100","11","163","11098"
"425","100","11","544","11099"
"429","100","11","846","11100"
"434","101","11","397","11101"
"439","100","11","174","11102"
"444","100","11","364","11103"
"447","400","11","730","11104"
"452","100","11","922","11105"
"456","100","11","1024","11106"
"461","101","11","625","11107"
"464","100","11","488","11108"
"467","300","11","555","11109"
"471","100","11","655","11110"
"476","101","11","818","11111"
"481","100","11","602","11112"
"484","100","11","909","11113"
"488","100","11","1185","11114"
"492","100","11","828","11115"
"495","100","11","619","11116"
"500","100","11","567","11117"
"503","200","11","806","11118"
"506","100","11","708","11119"
"510","100","11","1043","11120"
"514","100","11","707","11121"
"519","101","11","992","11122"
"522","100","11","811","11123"
"526","101","11","497","11124"
"529","100","11","166","11125"
"532","100","11","5","11126"
"537","101","11","436","11127"
"541","100","11","658","11128"
"546","100","11","559","11129"
"551","101","11","380","11130"
"554","100","11","153","11131"
"558","101","11","385","11132"
"563","100","11","635","11133"
"566","100","11","339","11134"
"570","101","11","27","11135"
"575","100","11","367","11136"
"580","100","11","143","11137"
"583","100","11","42","11138"
"586","101","11","275","11139"
"590","100","11","712","11140"
"595","100","11","1015","11141"
"599","400","11","620","11142"
"604","100","11","675","11143"
"608","100","11","1033","11144"
"612","101","11","852","11145"
"615","100","11","776","11146"
"619","300","11","546","11147"
"624","100","11","498","11148"
"628","101","11","787","11149"
"633","100","11","562","11150"
"636","100","11","158","11151"
"640","100","11","303","11152"
"644","100","11","204","11153"
"649","101","11","310","11154"
"653","100","11","35","11155"
"656","100","11","210","11156"
"659","100","11","473","11157"
"662","100","11","240","11158"
"665","100","11","123","11159"
"670","101","11","457","11160"
"674","100","11","582","11161"
"677","101","11","764","11162"
"682","100","11","430","11163"
"686","100","11","394","11164"
"690","101","11","546","11165"
"694","100","11","686","11166"
"698","101","11","754","11167"
"702","100","11","323","11168"
"706","100","11","765","11169"
"710","200","11","1034","11170"
"714","100","11","775","11171"
"719","100","11","387","11172"
"722","100","11","584","11173"
"727","101","11","473","11174"
"730","100","11","651","11175"
"735","100","11","772","11176"
"739","101","11","677","11177"
"743","100","11","274","11178"
"748","100","11","567","11179"
"752","100","11","671","11180"
"755","400","11","290","11181"
"760","100","11","511","11182"
"764","100","11","135","11183"
"768","100","11","47","11184"
"773","100","11","139","11185"
"778","101","11","268","11186"
"783","100","11","669","11187"
"787","100","11","589","11188"
"793","101","11","419","11189"
"799","100","11","859","11190"
"804","100","11","1120","11191"
"809","101","11","1054","11192"
"815","100","11","904","11193"
"820","100","11","1153","11194"
"825","100","11","899","11195"
"831","101","11","805","11196"
"835","100","11","546","11197"
"840","101","11","308","11198"
"842","100","11","50","11199"
"850","100","11","483","11200"
"30","100","12","512","12001"
"35","100","12","411","12002"
"40","101","12","536","12003"
"43","100","12","762","12004"
"47","100","12","361","12005"
"51","100","12","725","12006"
"56","100","12","1121","12007"
"59","101","12","805","12008"
"63","100","12","341","12009"
"67","100","12","658","12010"
"71","100","12","351","12011"
"75","100","12","150","12012"
"78","101","12","504","12013"
"82","100","12","978","12014"
"87","101","12","517","12015"
"92","100","12","877","12016"
"97","100","12","650","12017"
"102","100","12","818","12018"
"110","100","12","510","12019"
"115","100","12","549","12020"
"120","100","12","450","12021"
"125","100","12","735","12022"
"128","100","12","929","12023"
"131","101","12","868","12024"
"138","100","12","1060","12025"
"142","100","12","929","12026"
"146","101","12","726","12027"
"151","100","12","674","12028"
"155","100","12","1052","12029"
"160","100","12","1013","12030"
"164","100","12","1095","12031"
"168","101","12","1039","12032"
"171","100","12","579","12033"
"174","100","12","255","12034"
"178","100","12","593","12035"
"183","100","12","947","12036"
"186","100","12","638","12037"
"189","100","12","1037","12038"
"192","101","12","987","12039"
"195","100","12","812","12040"
"198","100","12","685","12041"
"202","100","12","1105","12042"
"207","100","12","750","12043"
"212","101","12","476","12044"
"216","100","12","697","12045"
"219","400","12","366","12046"
"223","100","12","705","12047"
"226","100","12","382","12048"
"230","101","12","269","12049"
"235","100","12","694","12050"
"238","100","12","470","12051"
"243","100","12","764","12052"
"248","101","12","391","12053"
"252","100","12","236","12054"
"255","100","12","142","12055"
"258","100","12","298","12056"
"263","300","12","594","12057"
"266","100","12","916","12058"
"271","100","12","793","12059"
"275","100","12","854","12060"
"279","101","12","681","12061"
"282","100","12","1030","12062"
"286","200","12","550","12063"
"289","100","12","278","12064"
"294","100","12","145","12065"
"297","101","12","65","12066"
"300","100","12","319","12067"
"303","101","12","398","12068"
"308","101","12","438","12069"
"312","100","12","66","12070"
"317","100","12","104","12071"
"322","100","12","520","12072"
"326","100","12","851","12073"
"329","101","12","736","12074"
"334","100","12","1175","12075"
"337","100","12","742","12076"
"340","100","12","978","12077"
"344","100","12","1194","12078"
"349","101","12","1143","12079"
"354","100","12","712","12080"
"357","100","12","1129","12081"
"361","101","12","1088","12082"
"364","100","12","749","12083"
"368","100","12","605","12084"
"371","100","12","773","12085"
"376","100","12","457","12086"
"381","101","12","231","12087"
"385","100","12","595","12088"
"389","100","12","322","12089"
"393","100","12","445","12090"
"396","101","12","130","12091"
"399","100","12","588","12092"
"402","100","12","726","12093"
"405","101","12","314","12094"
"410","100","12","595","12095"
"413","200","12","652","12096"
"418","100","12","757","12097"
"423","100","12","604","12098"
"426","101","12","853","12099"
"429","100","12","1121","12100"
"434","100","12","919","12101"
"439","400","12","840","12102"
"443","100","12","723","12103"
"448","100","12","811","12104"
"452","300","12","769","12105"
"457","101","12","427","12106"
"462","100","12","599","12107"
"465","100","12","228","12108"
"469","101","12","44","12109"
"472","100","12","224","12110"
"476","100","12","25","12111"
"481","100","12","128","12112"
"484","101","12","589","12113"
"489","100","12","961","12114"
"493","100","12","632","12115"
"497","100","12","662","12116"
"501","100","12","316","12117"
"509","101","12","487","12118"
"514","100","12","545","12119"
"522","100","12","929","12120"
"525","101","12","667","12121"
"528","100","12","468","12122"
"531","100","12","341","12123"
"534","400","12","711","12124"
"538","100","12","1007","12125"
"543","100","12","1054","12126"
"546","101","12","703","12127"
"551","100","12","421","12128"
"554","100","12","634","12129"
"557","100","12","1101","12130"
"562","101","12","842","12131"
"567","100","12","1021","12132"
"572","100","12","1103","12133"
"575","100","12","931","12134"
"579","100","12","1062","12135"
"583","100","12","1020","12136"
"586","100","12","1108","12137"
"591","100","12","1052","12138"
"596","100","12","681","12139"
"599","101","12","438","12140"
"604","100","12","471","12141"
"607","101","12","311","12142"
"612","100","12","373","12143"
"616","101","12","771","12144"
"619","100","12","983","12145"
"622","100","12","1098","12146"
"625","101","12","890","12147"
"629","100","12","1032","12148"
"632","300","12","642","12149"
"636","100","12","378","12150"
"641","100","12","90","12151"
"646","200","12","525","12152"
"651","100","12","980","12153"
"654","100","12","1012","12154"
"658","101","12","1177","12155"
"663","100","12","761","12156"
"666","101","12","804","12157"
"670","100","12","1015","12158"
"673","100","12","1095","12159"
"675","100","12","1052","12160"
"680","400","12","868","12161"
"683","100","12","705","12162"
"686","100","12","1023","12163"
"690","101","12","798","12164"
"694","100","12","684","12165"
"698","100","12","870","12166"
"702","100","12","1074","12167"
"707","100","12","999","12168"
"711","101","12","610","12169"
"715","100","12","644","12170"
"719","101","12","783","12171"
"724","100","12","981","12172"
"728","100","12","1188","12173"
"734","101","12","1079","12174"
"739","100","12","658","12175"
"742","100","12","750","12176"
"745","100","12","526","12177"
"751","100","12","636","12178"
"757","101","12","457","12179"
"763","100","12","178","12180"
"768","100","12","369","12181"
"772","101","12","677","12182"
"777","100","12","793","12183"
"781","100","12","424","12184"
"786","101","12","510","12185"
"792","100","12","791","12186"
"797","101","12","1074","12187"
"802","100","12","905","12188"
"805","100","12","590","12189"
"808","100","12","759","12190"
"812","100","12","419","12191"
"817","100","12","513","12192"
"823","100","12","912","12193"
"828","100","12","792","12194"
"833","101","12","1154","12195"
"837","100","12","678","12196"
"841","100","12","833","12197"
"845","100","12","571","12198"
"850","100","12","608","12199"
"855","101","12","446","12200"
"30","100","13","314","13001"
"35","100","13","355","13002"
"39","100","13","159","13003"
"42","100","13","535","13004"
"46","100","13","72","13005"
"49","101","13","150","13006"
"53","100","13","298","13007"
"56","100","13","665","13008"
"60","100","13","1046","13009"
"65","100","13","973","13010"
"68","101","13","800","13011"
"73","100","13","723","13012"
"76","100","13","763","13013"
"81","100","13","858","13014"
"85","101","13","682","13015"
"89","100","13","426","13016"
"94","100","13","268","13017"
"97","100","13","122","13018"
"102","101","13","43","13019"
"107","100","13","376","13020"
"112","100","13","765","13021"
"117","100","13","1006","13022"
"121","101","13","855","13023"
"124","100","13","789","13024"
"129","100","13","1021","13025"
"133","101","13","707","13026"
"138","100","13","1093","13027"
"143","100","13","1172","13028"
"148","101","13","700","13029"
"153","100","13","1003","13030"
"158","100","13","746","13031"
"163","101","13","429","13032"
"167","100","13","84","13033"
"171","100","13","230","13034"
"174","100","13","409","13035"
"179","100","13","234","13036"
"183","100","13","627","13037"
"188","100","13","504","13038"
"191","101","13","620","13039"
"196","100","13","831","13040"
"200","100","13","621","13041"
"205","100","13","754","13042"
"208","100","13","403","13043"
"212","101","13","325","13044"
"215","100","13","128","13045"
"220","400","13","510","13046"
"223","100","13","119","13047"
"228","100","13","159","13048"
"232","101","13","220","13049"
"236","100","13","61","13050"
"239","100","13","176","13051"
"243","100","13","289","13052"
"246","101","13","150","13053"
"251","100","13","398","13054"
"254","100","13","672","13055"
"257","100","13","985","13056"
"262","300","13","650","13057"
"267","100","13","740","13058"
"271","100","13","1016","13059"
"274","100","13","1058","13060"
"277","101","13","989","13061"
"282","100","13","703","13062"
"285","200","13","410","13063"
"288","100","13","800","13064"
"291","100","13","750","13065"
"294","101","13","821","13066"
"298","100","13","768","13067"
"303","101","13","1078","13068"
"308","101","13","1120","13069"
"313","100","13","831","13070"
"318","100","13","783","13071"
"322","100","13","459","13072"
"325","100","13","229","13073"
"328","101","13","271","13074"
"332","100","13","75","13075"
"337","100","13","355","13076"
"342","100","13","202","13077"
"347","100","13","288","13078"
"350","101","13","546","13079"
"355","400","13","497","13080"
"359","100","13","430","13081"
"362","101","13","258","13082"
"366","100","13","594","13083"
"371","100","13","894","13084"
"376","100","13","1131","13085"
"380","100","13","1176","13086"
"385","101","13","930","13087"
"390","100","13","572","13088"
"394","100","13","300","13089"
"398","100","13","540","13090"
"401","101","13","759","13091"
"405","100","13","1048","13092"
"410","100","13","712","13093"
"413","101","13","445","13094"
"416","100","13","391","13095"
"421","200","13","313","13096"
"424","100","13","223","13097"
"429","100","13","347","13098"
"432","101","13","677","13099"
"435","100","13","473","13100"
"438","100","13","370","13101"
"443","100","13","315","13102"
"447","100","13","388","13103"
"452","300","13","720","13104"
"456","100","13","991","13105"
"460","101","13","1131","13106"
"464","100","13","814","13107"
"467","100","13","626","13108"
"472","101","13","413","13109"
"477","100","13","210","13110"
"480","100","13","327","13111"
"483","100","13","658","13112"
"488","101","13","911","13113"
"493","100","13","564","13114"
"496","100","13","704","13115"
"501","100","13","553","13116"
"504","100","13","456","13117"
"508","100","13","834","13118"
"512","101","13","1009","13119"
"517","100","13","1059","13120"
"522","100","13","716","13121"
"525","100","13","361","13122"
"530","101","13","300","13123"
"533","100","13","171","13124"
"536","100","13","399","13125"
"541","400","13","302","13126"
"545","100","13","559","13127"
"550","100","13","872","13128"
"554","101","13","1059","13129"
"559","100","13","1125","13130"
"564","100","13","891","13131"
"569","100","13","685","13132"
"574","101","13","772","13133"
"577","100","13","406","13134"
"580","100","13","180","13135"
"584","100","13","315","13136"
"590","100","13","459","13137"
"596","100","13","245","13138"
"599","100","13","149","13139"
"602","100","13","377","13140"
"607","100","13","587","13141"
"611","101","13","879","13142"
"614","100","13","1189","13143"
"617","101","13","983","13144"
"623","100","13","648","13145"
"629","101","13","745","13146"
"634","100","13","662","13147"
"637","100","13","381","13148"
"642","101","13","607","13149"
"646","100","13","390","13150"
"651","100","13","743","13151"
"657","100","13","704","13152"
"660","100","13","531","13153"
"663","100","13","316","13154"
"668","300","13","477","13155"
"673","100","13","316","13156"
"676","101","13","347","13157"
"682","100","13","697","13158"
"686","101","13","376","13159"
"692","100","13","524","13160"
"695","100","13","585","13161"
"701","400","13","436","13162"
"705","100","13","332","13163"
"710","101","13","391","13164"
"714","100","13","344","13165"
"719","100","13","696","13166"
"723","100","13","406","13167"
"726","100","13","556","13168"
"730","101","13","963","13169"
"733","100","13","1149","13170"
"737","101","13","713","13171"
"742","100","13","238","13172"
"746","100","13","500","13173"
"750","101","13","265","13174"
"754","100","13","576","13175"
"758","100","13","444","13176"
"762","100","13","858","13177"
"767","100","13","1152","13178"
"770","100","13","696","13179"
"773","100","13","1043","13180"
"776","101","13","1164","13181"
"781","100","13","825","13182"
"784","100","13","537","13183"
"788","101","13","588","13184"
"792","100","13","445","13185"
"795","101","13","297","13186"
"798","100","13","447","13187"
"801","100","13","307","13188"
"804","100","13","388","13189"
"809","200","13","182","13190"
"813","100","13","275","13191"
"816","100","13","234","13192"
"821","100","13","378","13193"
"825","100","13","693","13194"
"828","101","13","478","13195"
"832","100","13","758","13196"
"837","100","13","299","13197"
"840","100","13","637","13198"
"844","100","13","380","13199"
"850","101","13","203","13200"
"30","100","14","314","14001"
"34","100","14","602","14002"
"37","100","14","446","14003"
"47","100","14","762","14004"
"53","100","14","620","14005"
"58","101","14","571","14006"
"62","100","14","685","14007"
"65","100","14","887","14008"
"70","100","14","1184","14009"
"72","100","14","934","14010"
"74","101","14","972","14011"
"79","100","14","681","14012"
"85","100","14","747","14013"
"90","100","14","483","14014"
"93","101","14","194","14015"
"99","100","14","102","14016"
"103","100","14","358","14017"
"105","100","14","547","14018"
"111","101","14","462","14019"
"116","100","14","735","14020"
"119","100","14","651","14021"
"123","100","14","555","14022"
"125","101","14","226","14023"
"131","100","14","293","14024"
"133","100","14","637","14025"
"139","101","14","601","14026"
"141","100","14","873","14027"
"147","100","14","688","14028"
"153","101","14","1023","14029"
"155","100","14","978","14030"
"157","100","14","906","14031"
"162","101","14","773","14032"
"168","100","14","623","14033"
"174","100","14","491","14034"
"177","100","14","525","14035"
"183","100","14","864","14036"
"189","100","14","1036","14037"
"195","100","14","1162","14038"
"197","101","14","848","14039"
"202","100","14","731","14040"
"205","100","14","844","14041"
"210","100","14","772","14042"
"214","100","14","998","14043"
"217","101","14","925","14044"
"223","100","14","1005","14045"
"229","400","14","540","14046"
"231","100","14","719","14047"
"236","100","14","476","14048"
"238","101","14","563","14049"
"243","100","14","504","14050"
"249","100","14","598","14051"
"252","100","14","923","14052"
"257","101","14","696","14053"
"261","100","14","983","14054"
"264","100","14","802","14055"
"267","100","14","929","14056"
"272","300","14","641","14057"
"274","100","14","872","14058"
"280","100","14","776","14059"
"285","100","14","607","14060"
"288","101","14","487","14061"
"291","100","14","681","14062"
"294","200","14","815","14063"
"300","100","14","990","14064"
"304","100","14","911","14065"
"309","101","14","558","14066"
"312","100","14","411","14067"
"317","101","14","558","14068"
"322","101","14","634","14069"
"326","100","14","988","14070"
"330","100","14","1155","14071"
"334","100","14","880","14072"
"336","100","14","670","14073"
"340","101","14","629","14074"
"342","100","14","383","14075"
"347","100","14","309","14076"
"353","100","14","447","14077"
"358","100","14","176","14078"
"362","101","14","65","14079"
"366","400","14","250","14080"
"369","100","14","507","14081"
"373","101","14","201","14082"
"375","100","14","418","14083"
"378","100","14","136","14084"
"380","100","14","335","14085"
"383","100","14","17","14086"
"388","101","14","93","14087"
"390","100","14","152","14088"
"392","100","14","408","14089"
"394","100","14","618","14090"
"397","101","14","398","14091"
"403","100","14","170","14092"
"407","100","14","336","14093"
"409","101","14","446","14094"
"412","100","14","298","14095"
"418","200","14","658","14096"
"424","100","14","934","14097"
"426","100","14","1137","14098"
"431","101","14","786","14099"
"434","100","14","1145","14100"
"438","100","14","818","14101"
"443","100","14","526","14102"
"449","100","14","239","14103"
"454","100","14","29","14104"
"456","100","14","238","14105"
"458","101","14","603","14106"
"460","100","14","737","14107"
"463","100","14","952","14108"
"466","101","14","1184","14109"
"468","100","14","1120","14110"
"474","100","14","860","14111"
"479","100","14","1113","14112"
"484","101","14","912","14113"
"488","100","14","684","14114"
"491","100","14","725","14115"
"494","100","14","1021","14116"
"500","300","14","869","14117"
"506","100","14","535","14118"
"510","101","14","759","14119"
"516","100","14","583","14120"
"518","100","14","251","14121"
"522","100","14","152","14122"
"525","101","14","378","14123"
"527","100","14","604","14124"
"529","100","14","446","14125"
"532","400","14","312","14126"
"534","100","14","429","14127"
"537","100","14","12","14128"
"543","101","14","301","14129"
"548","100","14","714","14130"
"553","100","14","481","14131"
"558","100","14","305","14132"
"560","101","14","212","14133"
"562","100","14","511","14134"
"566","100","14","314","14135"
"572","100","14","512","14136"
"578","100","14","771","14137"
"583","100","14","719","14138"
"586","100","14","572","14139"
"589","100","14","521","14140"
"595","100","14","823","14141"
"598","101","14","608","14142"
"604","100","14","561","14143"
"608","101","14","869","14144"
"614","100","14","1199","14145"
"618","101","14","991","14146"
"621","100","14","816","14147"
"627","100","14","757","14148"
"633","101","14","1187","14149"
"636","100","14","1073","14150"
"642","100","14","925","14151"
"648","400","14","670","14152"
"654","100","14","730","14153"
"656","100","14","1018","14154"
"659","300","14","938","14155"
"662","100","14","612","14156"
"664","101","14","259","14157"
"670","100","14","293","14158"
"675","101","14","342","14159"
"677","100","14","458","14160"
"683","100","14","585","14161"
"685","100","14","501","14162"
"691","100","14","82","14163"
"695","101","14","433","14164"
"700","100","14","281","14165"
"706","100","14","247","14166"
"708","100","14","71","14167"
"711","100","14","499","14168"
"717","101","14","843","14169"
"722","100","14","887","14170"
"725","101","14","441","14171"
"729","100","14","115","14172"
"735","100","14","241","14173"
"738","101","14","477","14174"
"743","100","14","534","14175"
"746","200","14","859","14176"
"750","100","14","742","14177"
"754","100","14","599","14178"
"760","100","14","433","14179"
"766","100","14","239","14180"
"771","101","14","670","14181"
"777","100","14","267","14182"
"781","100","14","617","14183"
"784","101","14","959","14184"
"790","100","14","649","14185"
"795","101","14","776","14186"
"800","100","14","602","14187"
"803","100","14","375","14188"
"805","100","14","720","14189"
"810","100","14","451","14190"
"813","100","14","196","14191"
"815","100","14","70","14192"
"818","100","14","340","14193"
"823","100","14","548","14194"
"829","101","14","758","14195"
"833","100","14","1005","14196"
"836","100","14","830","14197"
"841","100","14","727","14198"
"847","100","14","814","14199"
"855","101","14","1111","14200"
"30","100","15","120","15001"
"33","100","15","40","15002"
"40","101","15","239","15003"
"44","100","15","64","15004"
"48","100","15","10","15005"
"53","100","15","262","15006"
"57","100","15","228","15007"
"61","101","15","190","15008"
"66","100","15","339","15009"
"69","100","15","205","15010"
"72","100","15","369","15011"
"75","100","15","151","15012"
"78","100","15","187","15013"
"81","101","15","458","15014"
"85","100","15","427","15015"
"88","100","15","665","15016"
"93","400","15","433","15017"
"96","100","15","602","15018"
"99","100","15","301","15019"
"102","100","15","168","15020"
"106","101","15","335","15021"
"110","100","15","648","15022"
"115","100","15","915","15023"
"119","101","15","1085","15024"
"122","100","15","785","15025"
"127","100","15","467","15026"
"132","101","15","568","15027"
"136","100","15","231","15028"
"141","100","15","155","15029"
"145","100","15","259","15030"
"150","500","15","531","15031"
"155","100","15","263","15032"
"160","100","15","633","15033"
"163","101","15","212","15034"
