c3894965a3e63cf5360c91837554d070c14b49ae3749c9a8fd19bd84929cd661,06a26598e00fe802d54b374e8d6f9ee334e1ebe1ea2a2eab3150535bd3741882,6151fb81bfe7ca73596d736a89b5f4f52840502455c7b2657f82e043d05fbb2f,6cd21e6ea9108917badd9a528bb8dd4ad62426d73cbfba88fdaab42a0aeef081,30c5886ef363ab0445552a93bd6ad77b37ee1cfac156132805be93b0e163ec0c,dc69afafc35779eba840f259d6009c81e5f4dc8738f9c0a4ae8dc37257787ed3,5cc2a52e3adcdfed962c986eee4c0fcc74ed50c9debe78049a011a6978a58fdd,db415971888c0508664a68da76bb33e45f36cdcf6ffdc642349120c491f201d4,3060630b87688663c5eaca4ac121d704de06812c91f7c22586e155bebc02d4d9,74a8d8778a1af992dd194e3cd24370d62a6cbf33c2200a40f8bc2a6348943463,85f420ce474124251fec326dd2bddd5e1b30f059a32552a16e24ff69bd8f300d,fa246f4192b52d7d10de19e5bc16d9ed889979a1db5711642ef7b25ac0724dd6,181676460ea3ced13748f7c8954b2befcb9ae1b59da4bf7c173a2851d03b8870,d6f43b31c5e0a034178295c64e62ca55b9c463c23bf07e08052966b784ddb49e,4d2fadd25b1474a9d1403379fd4c2a746e8d1f68dda02368fcec5b5fb4b63e22,d99bf7d087883d6e79e0dc0c9ad0c82c998658581edd6b1c1b584df79026d745,1aa10e044aee4be333f69dfc23908741b2bb9d0ebf32c2d465b85307f5a7d246,e3c17931163d8328bc7f83624cac19f8e4cf229b87981caf6c40d953543248d2,ea2a8d86e673696862f288229cd2f8b6c967d303c181346ab4c8edecb8331707,67a8b969faffb70be99c0d5b968af4054e6c4225341593eea927bcd4f56318c9
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1003204","20003","3100102","10","0","4","95"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003204","20003","3100101","5","0","11","96"
"10","0","90006","0","0","2","1","0","0","0","0","2","0","1003205","20003","3100104","40","0","1","97"
"8","0","90006","0","0","2","3","0","0","0","0","2","0","1003205","20003","3100103","30","0","2","98"
"6","0","90006","0","0","2","10","0","0","0","0","2","0","1003205","20003","3100102","20","0","4","99"
"2","0","90006","0","0","2","30","0","0","0","0","2","0","1003205","20003","3100101","10","0","11","100"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1003206","20003","3100104","10","0","1","101"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1003206","20003","3100103","8","0","2","102"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1003206","20003","3100102","6","0","4","103"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003206","20003","3100101","4","0","11","104"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1003207","20003","3100104","10","0","1","105"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1003207","20003","3100103","8","0","2","106"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1003207","20003","3100102","6","0","4","107"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003207","20003","3100101","4","0","11","108"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1003208","20003","3100104","10","0","1","109"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1003208","20003","3100103","8","0","2","110"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1003208","20003","3100102","6","0","4","111"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003208","20003","3100101","4","0","11","112"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1003209","20003","3100104","10","0","1","113"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1003209","20003","3100103","8","0","2","114"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1003209","20003","3100102","6","0","4","115"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003209","20003","3100101","4","0","11","116"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1003210","20003","3100104","10","0","1","117"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1003210","20003","3100103","8","0","2","118"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1003210","20003","3100102","6","0","4","119"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003210","20003","3100101","4","0","11","120"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1004201","20003","3100104","20","0","1","121"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1004201","20003","3100103","15","0","2","122"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1004201","20003","3100102","10","0","4","123"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004201","20003","3100101","5","0","11","124"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1004202","20003","3100104","20","0","1","125"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1004202","20003","3100103","15","0","2","126"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1004202","20003","3100102","10","0","4","127"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004202","20003","3100101","5","0","11","128"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1004203","20003","3100104","20","0","1","129"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1004203","20003","3100103","15","0","2","130"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1004203","20003","3100102","10","0","4","131"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004203","20003","3100101","5","0","11","132"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1004204","20003","3100104","20","0","1","133"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1004204","20003","3100103","15","0","2","134"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1004204","20003","3100102","10","0","4","135"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004204","20003","3100101","5","0","11","136"
"10","0","90006","0","0","2","1","0","0","0","0","2","0","1004205","20003","3100104","40","0","1","137"
"8","0","90006","0","0","2","3","0","0","0","0","2","0","1004205","20003","3100103","30","0","2","138"
"6","0","90006","0","0","2","10","0","0","0","0","2","0","1004205","20003","3100102","20","0","4","139"
"2","0","90006","0","0","2","30","0","0","0","0","2","0","1004205","20003","3100101","10","0","11","140"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1004206","20003","3100104","10","0","1","141"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1004206","20003","3100103","8","0","2","142"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1004206","20003","3100102","6","0","4","143"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004206","20003","3100101","4","0","11","144"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1004207","20003","3100104","10","0","1","145"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1004207","20003","3100103","8","0","2","146"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1004207","20003","3100102","6","0","4","147"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004207","20003","3100101","4","0","11","148"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1004208","20003","3100104","10","0","1","149"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1004208","20003","3100103","8","0","2","150"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1004208","20003","3100102","6","0","4","151"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004208","20003","3100101","4","0","11","152"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1004209","20003","3100104","10","0","1","153"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1004209","20003","3100103","8","0","2","154"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1004209","20003","3100102","6","0","4","155"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004209","20003","3100101","4","0","11","156"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1004210","20003","3100104","10","0","1","157"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1004210","20003","3100103","8","0","2","158"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1004210","20003","3100102","6","0","4","159"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1004210","20003","3100101","4","0","11","160"
