95c391bff6f36d4228931b772660b8d9deb82fd9d58d6aad97c792b7d507d4c2,f4b3508d5c26093c863139c8e3fbfc826632abd6763e39430d30bdacc5a96bcb,ecb97c2e68276b65612ba83239d8b1cfba7d91685d68ae25e9e7a1875851efd2,187818de44f9cfba53dd93a19a2941389e4de5fd019b5810cdb59ff716a51b97,505c57657f69d5972ffff514902dba09bc61abd6816349a645585568d9a8eafa,ee1e6eaf10585e104b76d5b11ae6e869507ffe2b18ed2b81025841ecd78e2813,657786b570ea2f6899628f3d7a2895664d3340d918d0865fba0f185015f6835d
"34","810103403","810010341","810103401","810103404","810103405","810103402"
"35","810103503","810010351","810103501","810103504","810103505","810103502"
"36","810103603","810010361","810103601","810103604","810103605","810103602"
"37","810103703","810010371","810103701","810103704","810103705","810103702"
"38","810103803","810010381","810103801","810103804","810103805","810103802"
"39","810103903","810010391","810103901","810103904","810103905","810103902"
"40","0","810010401","810104001","0","0","0"
"41","810104103","810010411","810104101","810104104","810104105","810104102"
"42","810104203","810010421","810104201","810104204","810104205","810104202"
"43","810104303","810010431","810104301","810104304","810104305","810104302"
"44","810104403","810010441","810104401","810104404","810104405","810104402"
"45","810104503","810010451","810104501","810104504","810104505","810104502"
"46","810104603","810010461","810104601","810104604","810104605","810104602"
"47","810104703","810010471","810104701","810104704","810104705","810104702"
"48","810104803","810010481","810104801","810104804","810104805","810104802"
"49","810104903","810010491","810104901","810104904","810104905","810104902"
"50","0","810010501","810105001","0","0","0"
"51","820100103","820010011","820100101","820100104","820100105","820100102"
"52","820100203","820010021","820100201","820100204","820100205","820100202"
"53","820100303","820010031","820100301","820100304","820100305","820100302"
"54","820100403","820010041","820100401","820100404","820100405","820100402"
"55","820100503","820010051","820100501","820100504","820100505","820100502"
"56","820100603","820010061","820100601","820100604","820100605","820100602"
"57","820100703","820010071","820100701","820100704","820100705","820100702"
"58","820100803","820010081","820100801","820100804","820100805","820100802"
"59","820100903","820010091","820100901","820100904","820100905","820100902"
"60","0","820010101","820101001","0","0","0"
"61","820101103","820010111","820101101","820101104","820101105","820101102"
"62","820101203","820010121","820101201","820101204","820101205","820101202"
"63","820101303","820010131","820101301","820101304","820101305","820101302"
"64","820101403","820010141","820101401","820101404","820101405","820101402"
"65","820101503","820010151","820101501","820101504","820101505","820101502"
"66","820101603","820010161","820101601","820101604","820101605","820101602"
"67","820101703","820010171","820101701","820101704","820101705","820101702"
"68","820101803","820010181","820101801","820101804","820101805","820101802"
"69","820101903","820010191","820101901","820101904","820101905","820101902"
"70","0","820010201","820102001","0","0","0"
"71","820102103","820010211","820102101","820102104","820102105","820102102"
"72","820102203","820010221","820102201","820102204","820102205","820102202"
"73","820102303","820010231","820102301","820102304","820102305","820102302"
"74","820102403","820010241","820102401","820102404","820102405","820102402"
"75","820102503","820010251","820102501","820102504","820102505","820102502"
"76","820102603","820010261","820102601","820102604","820102605","820102602"
"77","820102703","820010271","820102701","820102704","820102705","820102702"
"78","820102803","820010281","820102801","820102804","820102805","820102802"
"79","820102903","820010291","820102901","820102904","820102905","820102902"
"80","0","820010301","820103001","0","0","0"
"81","820103103","820010311","820103101","820103104","820103105","820103102"
"82","820103203","820010321","820103201","820103204","820103205","820103202"
"83","820103303","820010331","820103301","820103304","820103305","820103302"
"84","820103403","820010341","820103401","820103404","820103405","820103402"
"85","820103503","820010351","820103501","820103504","820103505","820103502"
"86","820103603","820010361","820103601","820103604","820103605","820103602"
"87","820103703","820010371","820103701","820103704","820103705","820103702"
"88","820103803","820010381","820103801","820103804","820103805","820103802"
"89","820103903","820010391","820103901","820103904","820103905","820103902"
"90","0","820010401","820104001","0","0","0"
"91","820104103","820010411","820104101","820104104","820104105","820104102"
"92","820104203","820010421","820104201","820104204","820104205","820104202"
"93","820104303","820010431","820104301","820104304","820104305","820104302"
"94","820104403","820010441","820104401","820104404","820104405","820104402"
"95","820104503","820010451","820104501","820104504","820104505","820104502"
"96","820104603","820010461","820104601","820104604","820104605","820104602"
"97","820104703","820010471","820104701","820104704","820104705","820104702"
"98","820104803","820010481","820104801","820104804","820104805","820104802"
"99","820104903","820010491","820104901","820104904","820104905","820104902"
"100","0","820010501","820105001","0","0","0"
"101","830100103","830010011","830100101","830100104","830100105","830100102"
"102","830100203","830010021","830100201","830100204","830100205","830100202"
"103","830100303","830010031","830100301","830100304","830100305","830100302"
"104","830100403","830010041","830100401","830100404","830100405","830100402"
"105","830100503","830010051","830100501","830100504","830100505","830100502"
"106","830100603","830010061","830100601","830100604","830100605","830100602"
"107","830100703","830010071","830100701","830100704","830100705","830100702"
"108","830100803","830010081","830100801","830100804","830100805","830100802"
"109","830100903","830010091","830100901","830100904","830100905","830100902"
"110","0","830010101","830101001","0","0","0"
"111","830101103","830010111","830101101","830101104","830101105","830101102"
"112","830101203","830010121","830101201","830101204","830101205","830101202"
"113","830101303","830010131","830101301","830101304","830101305","830101302"
"114","830101403","830010141","830101401","830101404","830101405","830101402"
"115","830101503","830010151","830101501","830101504","830101505","830101502"
"116","830101603","830010161","830101601","830101604","830101605","830101602"
"117","830101703","830010171","830101701","830101704","830101705","830101702"
"118","830101803","830010181","830101801","830101804","830101805","830101802"
"119","830101903","830010191","830101901","830101904","830101905","830101902"
"120","0","830010201","830102001","0","0","0"
"121","830102103","830010211","830102101","830102104","830102105","830102102"
"122","830102203","830010221","830102201","830102204","830102205","830102202"
"123","830102303","830010231","830102301","830102304","830102305","830102302"
"124","830102403","830010241","830102401","830102404","830102405","830102402"
"125","830102503","830010251","830102501","830102504","830102505","830102502"
"126","830102603","830010261","830102601","830102604","830102605","830102602"
"127","830102703","830010271","830102701","830102704","830102705","830102702"
"128","830102803","830010281","830102801","830102804","830102805","830102802"
"129","830102903","830010291","830102901","830102904","830102905","830102902"
"130","0","830010301","830103001","0","0","0"
"131","830103103","830010311","830103101","830103104","830103105","830103102"
"132","830103203","830010321","830103201","830103204","830103205","830103202"
"133","830103303","830010331","830103301","830103304","830103305","830103302"
"134","830103403","830010341","830103401","830103404","830103405","830103402"
"135","830103503","830010351","830103501","830103504","830103505","830103502"
"136","830103603","830010361","830103601","830103604","830103605","830103602"
"137","830103703","830010371","830103701","830103704","830103705","830103702"
"138","830103803","830010381","830103801","830103804","830103805","830103802"
"139","830103903","830010391","830103901","830103904","830103905","830103902"
"140","0","830010401","830104001","0","0","0"
"141","830104103","830010411","830104101","830104104","830104105","830104102"
"142","830104203","830010421","830104201","830104204","830104205","830104202"
"143","830104303","830010431","830104301","830104304","830104305","830104302"
"144","830104403","830010441","830104401","830104404","830104405","830104402"
"145","830104503","830010451","830104501","830104504","830104505","830104502"
"146","830104603","830010461","830104601","830104604","830104605","830104602"
"147","830104703","830010471","830104701","830104704","830104705","830104702"
"148","830104803","830010481","830104801","830104804","830104805","830104802"
"149","830104903","830010491","830104901","830104904","830104905","830104902"
"150","0","830010501","830105001","0","0","0"
"151","840100103","840010011","840100101","840100104","840100105","840100102"
"152","840100203","840010021","840100201","840100204","840100205","840100202"
"153","840100303","840010031","840100301","840100304","840100305","840100302"
"154","840100403","840010041","840100401","840100404","840100405","840100402"
"155","840100503","840010051","840100501","840100504","840100505","840100502"
"156","840100603","840010061","840100601","840100604","840100605","840100602"
"157","840100703","840010071","840100701","840100704","840100705","840100702"
"158","840100803","840010081","840100801","840100804","840100805","840100802"
"159","840100903","840010091","840100901","840100904","840100905","840100902"
"160","0","840010101","840101001","0","0","0"
"161","840101103","840010111","840101101","840101104","840101105","840101102"
"162","840101203","840010121","840101201","840101204","840101205","840101202"
"163","840101303","840010131","840101301","840101304","840101305","840101302"
"164","840101403","840010141","840101401","840101404","840101405","840101402"
"165","840101503","840010151","840101501","840101504","840101505","840101502"
"166","840101603","840010161","840101601","840101604","840101605","840101602"
"167","840101703","840010171","840101701","840101704","840101705","840101702"
"168","840101803","840010181","840101801","840101804","840101805","840101802"
"169","840101903","840010191","840101901","840101904","840101905","840101902"
"170","0","840010201","840102001","0","0","0"
"171","840102103","840010211","840102101","840102104","840102105","840102102"
"172","840102203","840010221","840102201","840102204","840102205","840102202"
"173","840102303","840010231","840102301","840102304","840102305","840102302"
"174","840102403","840010241","840102401","840102404","840102405","840102402"
"175","840102503","840010251","840102501","840102504","840102505","840102502"
"176","840102603","840010261","840102601","840102604","840102605","840102602"
"177","840102703","840010271","840102701","840102704","840102705","840102702"
"178","840102803","840010281","840102801","840102804","840102805","840102802"
"179","840102903","840010291","840102901","840102904","840102905","840102902"
"180","0","840010301","840103001","0","0","0"
"181","840103103","840010311","840103101","840103104","840103105","840103102"
"182","840103203","840010321","840103201","840103204","840103205","840103202"
"183","840103303","840010331","840103301","840103304","840103305","840103302"
"184","840103403","840010341","840103401","840103404","840103405","840103402"
"185","840103503","840010351","840103501","840103504","840103505","840103502"
"186","840103603","840010361","840103601","840103604","840103605","840103602"
"187","840103703","840010371","840103701","840103704","840103705","840103702"
"188","840103803","840010381","840103801","840103804","840103805","840103802"
"189","840103903","840010391","840103901","840103904","840103905","840103902"
"190","0","840010401","840104001","0","0","0"
"191","840104103","840010411","840104101","840104104","840104105","840104102"
"192","840104203","840010421","840104201","840104204","840104205","840104202"
"193","840104303","840010431","840104301","840104304","840104305","840104302"
"194","840104403","840010441","840104401","840104404","840104405","840104402"
"195","840104503","840010451","840104501","840104504","840104505","840104502"
"196","840104603","840010461","840104601","840104604","840104605","840104602"
"197","840104703","840010471","840104701","840104704","840104705","840104702"
"198","840104803","840010481","840104801","840104804","840104805","840104802"
"199","840104903","840010491","840104901","840104904","840104905","840104902"
"200","0","840010501","840105001","0","0","0"
"201","850100103","850010011","850100101","850100104","850100105","850100102"
"202","850100203","850010021","850100201","850100204","850100205","850100202"
"203","850100303","850010031","850100301","850100304","850100305","850100302"
"204","850100403","850010041","850100401","850100404","850100405","850100402"
"205","850100503","850010051","850100501","850100504","850100505","850100502"
"206","850100603","850010061","850100601","850100604","850100605","850100602"
"207","850100703","850010071","850100701","850100704","850100705","850100702"
"208","850100803","850010081","850100801","850100804","850100805","850100802"
"209","850100903","850010091","850100901","850100904","850100905","850100902"
"210","0","850010101","850101001","0","0","0"
"211","850101103","850010111","850101101","850101104","850101105","850101102"
"212","850101203","850010121","850101201","850101204","850101205","850101202"
"213","850101303","850010131","850101301","850101304","850101305","850101302"
"214","850101403","850010141","850101401","850101404","850101405","850101402"
"215","850101503","850010151","850101501","850101504","850101505","850101502"
"216","850101603","850010161","850101601","850101604","850101605","850101602"
"217","850101703","850010171","850101701","850101704","850101705","850101702"
"218","850101803","850010181","850101801","850101804","850101805","850101802"
"219","850101903","850010191","850101901","850101904","850101905","850101902"
"220","0","850010201","850102001","0","0","0"
"221","850102103","850010211","850102101","850102104","850102105","850102102"
"222","850102203","850010221","850102201","850102204","850102205","850102202"
"223","850102303","850010231","850102301","850102304","850102305","850102302"
"224","850102403","850010241","850102401","850102404","850102405","850102402"
"225","850102503","850010251","850102501","850102504","850102505","850102502"
"226","850102603","850010261","850102601","850102604","850102605","850102602"
"227","850102703","850010271","850102701","850102704","850102705","850102702"
"228","850102803","850010281","850102801","850102804","850102805","850102802"
"229","850102903","850010291","850102901","850102904","850102905","850102902"
"230","0","850010301","850103001","0","0","0"
"231","850103103","850010311","850103101","850103104","850103105","850103102"
"232","850103203","850010321","850103201","850103204","850103205","850103202"
"233","850103303","850010331","850103301","850103304","850103305","850103302"
"234","850103403","850010341","850103401","850103404","850103405","850103402"
"235","850103503","850010351","850103501","850103504","850103505","850103502"
"236","850103603","850010361","850103601","850103604","850103605","850103602"
"237","850103703","850010371","850103701","850103704","850103705","850103702"
"238","850103803","850010381","850103801","850103804","850103805","850103802"
"239","850103903","850010391","850103901","850103904","850103905","850103902"
"240","0","850010401","850104001","0","0","0"
"241","850104103","850010411","850104101","850104104","850104105","850104102"
"242","850104203","850010421","850104201","850104204","850104205","850104202"
"243","850104303","850010431","850104301","850104304","850104305","850104302"
"244","850104403","850010441","850104401","850104404","850104405","850104402"
"245","850104503","850010451","850104501","850104504","850104505","850104502"
"246","850104603","850010461","850104601","850104604","850104605","850104602"
"247","850104703","850010471","850104701","850104704","850104705","850104702"
"248","850104803","850010481","850104801","850104804","850104805","850104802"
"249","850104903","850010491","850104901","850104904","850104905","850104902"
"250","0","850010501","850105001","0","0","0"
