b5000161c31b936467601b809ebc3b2dc6e5335010f83da3c90d19858b3c19b2,387b62cd36b4fd65530cdb7a561718f29579366b3e3868517d4eefb945656c03,9882ecde85f2e2ff9700c000bfd2b4a8a8ed14a2b5e5afd0eeeacbb2801720ce,d59a35d873aee7d9fc45ab48a17f720789090a105cce4e5818fb5dbc095b0ce0,35773588d72d7e2cce50cbc06d433dd93fc7ca356c0c09349175eaf6f4ae9131
"770330901","333","3","90","770330901"
"770331001","333","3","90","770331001"
"770331101","333","3","90","770331101"
"770331201","333","3","90","770331201"
"770331301","333","3","90","770331301"
"770331401","333","3","90","770331401"
"770331501","333","3","90","770331501"
"770331601","333","3","90","770331601"
"770331701","333","3","90","770331701"
"770331801","333","3","90","770331801"
"770331901","333","3","90","770331901"
"770332001","333","3","90","770332001"
"770410101","241","1","90","770410101"
"770410201","241","1","90","770410201"
"770410301","241","1","90","770410301"
"770410401","241","1","90","770410401"
"770410501","241","1","90","770410501"
"770410601","241","1","90","770410601"
"770410701","241","1","90","770410701"
"770410801","241","1","90","770410801"
"770410901","241","1","90","770410901"
"770411001","241","1","90","770411001"
"770411101","241","1","90","770411101"
"770411201","241","1","90","770411201"
"770411301","241","1","90","770411301"
"770411401","241","1","90","770411401"
"770411501","241","1","90","770411501"
"770411601","241","1","90","770411601"
"770411701","241","1","90","770411701"
"770411801","241","1","90","770411801"
"770411901","241","1","90","770411901"
"770412001","241","1","90","770412001"
"770412101","241","1","90","770412101"
"770412201","241","1","90","770412201"
"770412301","241","1","90","770412301"
"770412401","241","1","90","770412401"
"770412501","241","1","90","770412501"
"770412601","241","1","90","770412601"
"770412701","241","1","90","770412701"
"770412801","241","1","90","770412801"
"770412901","241","1","90","770412901"
"770413001","241","1","90","770413001"
"770413101","241","1","90","770413101"
"770413201","241","1","90","770413201"
"770413301","241","1","90","770413301"
"770413401","241","1","90","770413401"
"770413501","241","1","90","770413501"
"770413601","241","1","90","770413601"
"770420101","242","2","90","770420101"
"770420201","242","2","90","770420201"
"770420301","242","2","90","770420301"
"770420401","242","2","90","770420401"
"770420501","242","2","90","770420501"
"770420601","242","2","90","770420601"
"770420701","242","2","90","770420701"
"770420801","242","2","90","770420801"
"770420901","242","2","90","770420901"
"770421001","242","2","90","770421001"
"770421101","242","2","90","770421101"
"770421201","242","2","90","770421201"
"770421301","342","2","90","770421301"
"770421401","342","2","90","770421401"
"770510101","251","1","90","770510101"
"770510201","251","1","90","770510201"
"770510301","251","1","90","770510301"
"770510401","251","1","90","770510401"
"770510501","251","1","90","770510501"
"770510601","251","1","90","770510601"
"770510701","251","1","90","770510701"
"770510801","251","1","90","770510801"
"770510901","251","1","90","770510901"
"770511001","251","1","90","770511001"
"770511101","251","1","90","770511101"
"770511201","251","1","90","770511201"
"770511301","251","1","90","770511301"
"770511401","251","1","90","770511401"
"770511501","251","1","90","770511501"
"770511601","251","1","90","770511601"
"770511701","251","1","90","770511701"
"770511801","251","1","90","770511801"
"770511901","251","1","90","770511901"
"770512001","251","1","90","770512001"
"770512101","251","1","90","770512101"
"770512201","251","1","90","770512201"
"770512301","251","1","90","770512301"
"770512401","251","1","90","770512401"
"770512501","251","1","90","770512501"
"770512601","251","1","90","770512601"
"770512701","251","1","90","770512701"
"770512801","251","1","90","770512801"
"770512901","251","1","90","770512901"
"770513001","251","1","90","770513001"
"770513101","251","1","90","770513101"
"770513201","251","1","90","770513201"
"770513301","251","1","90","770513301"
"770513401","251","1","90","770513401"
"770513501","251","1","90","770513501"
"770513601","251","1","90","770513601"
"770520101","252","2","90","770520101"
"770520201","252","2","90","770520201"
"770520301","252","2","90","770520301"
"770520401","252","2","90","770520401"
"770520501","252","2","90","770520501"
"770520601","252","2","90","770520601"
"770520701","252","2","90","770520701"
"770520801","252","2","90","770520801"
"770520901","252","2","90","770520901"
"770521001","252","2","90","770521001"
"770521101","252","2","90","770521101"
"770521201","252","2","90","770521201"
"770521301","352","2","90","770521301"
"770521401","352","2","90","770521401"
"770530101","253","3","90","770530101"
"770530201","253","3","90","770530201"
"770530301","253","3","90","770530301"
"770530401","253","3","90","770530401"
"770530501","253","3","90","770530501"
"770530601","353","3","90","770530601"
"770530701","353","3","90","770530701"
"770530801","353","3","90","770530801"
"770530901","353","3","90","770530901"
"770531001","353","3","90","770531001"
"770531101","353","3","90","770531101"
"770531201","353","3","90","770531201"
"770531301","353","3","90","770531301"
"770531401","353","3","90","770531401"
"770531501","353","3","90","770531501"
"770531601","553","3","90","770531601"
"770531701","553","3","90","770531701"
"770531801","553","3","90","770531801"
"770531901","553","3","90","770531901"
"770532001","553","3","90","770532001"
