779567f8744f669c690d5a0010596e1ba09f6aff86fc7a3b9fbaada88029359c,ebcff21dd9e48c211e51a596ade0007011a452c46656c04d7176a877a51f48a6,056ee739663e398fb34f0599b769028d626b14a9bfca6da417897f098e3855b1,065d84962d05de4ac5aa087f129cd92ab072a552bef9776f99851e29801b52f3,adbe434803475e4971fbfa31c4a3cc6c2529d9df06ac861f1269cb2f6d91f83b,1f60147fe037fa9b394108cf19163e23438d1d6bdb625ba317aa83feb36fe49f,737c6fe7263295cd684dfe2bfecbfaf425eccb843bc20ab52a37affd7c51508b,41181c1d0c2a016de2be3278aff5f8b5ef171d1f9094ac0c3d6822c3faf6fd72,12ffd362f7d47eca257191aa5ab5b1b718a8077801c4f80d37a86767afaeb165,db04964f5fb901810f0740e79cf7c64c132addacfc5416ecb4b9cc4e0cd9d7bf,cb4fd11dfccaaaf484c0d7c12c3d061c145493682de3b2773906af565e3efe8e
"0","マホ","116001","0","0","2","1000","1","5061002","0","20035"
"0","マコト","115901","0","0","3","1000","1","5061003","0","20035"
"0","イノリ","116501","0","0","1","1000","1","0","0","20037"
"0","カヤ","116601","0","0","2","1000","1","0","0","20037"
"0","アオイ","116701","0","0","1","1000","1","0","0","20038"
"0","カオリ","117701","0","0","1","1000","1","0","0","20042"
"0","ニノン","117801","0","0","2","1000","1","0","0","20042"
"0","スズナ","117901","0","0","3","1000","1","0","0","20042"
"0","イオ","119001","0","0","1","1000","1","0","0","20043"
"0","クウカ","119101","0","0","2","1000","1","0","0","20043"
"0","クルミ","121301","0","0","1","1000","1","0","0","20048"
"0","ミサキ","121401","0","0","2","1000","1","0","0","20048"
"0","アユミ","121501","0","0","1","1000","1","0","0","20049"
"0","イノリ","121601","0","0","2","1000","1","0","0","20049"
"0","ユカリ","122201","0","0","1","1000","1","0","0","20051"
"0","アオイ","122101","0","0","2","1000","1","0","0","20051"
"0","ジュン","123401","0","0","3","1000","1","0","0","20051"
"0","マホ","123101","0","0","1","1000","1","0","0","20054"
"0","アヤネ","123201","0","0","2","1000","1","0","0","20054"
"0","トモ","123601","0","0","1","1000","1","0","0","20055"
"0","リン","123501","0","0","2","1000","1","0","0","20055"
"0","ナナカ","123701","0","0","3","1000","1","0","0","20055"
"0","マツリ","123901","0","0","1","1000","1","0","0","20056"
"0","クリスティーナ","123801","0","0","2","1000","1","0","0","20056"
"0","モニカ","125201","0","0","1","1000","1","0","0","20061"
"0","タマキ","125101","0","0","2","1000","1","0","0","20061"
"0","シノブ","127101","0","0","1","1000","1","0","0","20066"
"0","クウカ","127001","0","0","2","1000","1","0","0","20066"
"0","ランファ","126901","0","0","3","1000","1","0","0","20066"
"0","ドクロ親父","427101","0","0","4","1000","1","0","0","20066"
"0","スズメ","130801","0","0","1","1000","1","0","0","20076"
"0","キョウカ","130701","0","0","2","1000","1","0","0","20076"
