96ee345bf5845f40d6eb0af9b3b8e1d6ae100f3bc893d141978d39d1643dc191,3ba25b5f53b4ee5e414fd1ecfec5f131cb0b8ea99ab813db5a8e014bee1633e4,e59df2ba9f38642af6d2f3bc1d0262ad2c503b5582dfa16b62b52f5d8263ef90,cbfea8bc4b0ec11f5c7c11d114ff71bcbdb2d2f94d533f68e719b0ef6eddc917,82b0fabe15442eb411d9a9bc5aec7507a2612f328f0647893145454869698ff9,2f9487c2aa377791e1acf70675d041bfe296a4d0d981656321115db4ada80f22,7a51972f5c18b29d668558e1b6e83b6a8918cf48d8dff317aefdca3d701fc811,4cab55a6bc4edc99c99579b51bf566edbdfbb2278a4048b1096da32cd57907fa,20433812c2905477355522c62619df87d8df9899225f40fc251aadf567c85af1,aa7134663edc1b2ac93c472b8ce8d807bb2f0dc979517efc6d07c337a02f0537,bfb0cafb495560f1e367d8ca8a1c0c3e9162cbc355ef0a194884fb97e71053f0,2aea1b5d5a9b8d7b0b66ca266536cbde826b6196fd3333c6013817cf01c4af6a,93e7c9527ec086e22a60157023fddd84b497ee18c935d9411b24619135bea814,0c0830f6dbd9a326c2bd09d2ea67ce6cbb1b4301126909c2e299d62a623b2355,0e97fda07344c3a4cf01acafcea20048d7b662c404a37c0edb85255948b03cb2,6a7973451897e2b992200503a60d8b49ea8892ea4ba6cdf6ea55092dcb04571a,4a7ed5e4433b0e2eecfd27a465372a50c6e91418193aadc20b4360018ebb3e89,21963056378c7af6b5259a6506dde57269987278ede018db26c7bf35205906f5,f2d0630ace0ba3afb6dc3c3ec05a33c055e974619fc3cedba224b8da4cd6eba6,51b16e7268bea78faa3695bd709acd8a2e97a30916ecf9741d727045b1590bf9
"45","2","5","1002202","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"46","2","4","1002202","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"47","2","3","1002202","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"48","2","1","1002202","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"49","2","5","1002203","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"50","2","4","1002203","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"51","2","3","1002203","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"52","2","1","1002203","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"53","2","5","1002204","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"54","2","4","1002204","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"55","2","3","1002204","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"56","2","1","1002204","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"57","2","10","1002205","90006","1","0","0","20003","0","0","0","0","2","0","0","0","40","1","3100104"
"58","2","8","1002205","90006","2","0","0","20003","0","0","0","0","2","0","0","0","30","3","3100103"
"59","2","6","1002205","90006","4","0","0","20003","0","0","0","0","2","0","0","0","20","10","3100102"
"60","2","2","1002205","90006","11","0","0","20003","0","0","0","0","2","0","0","0","10","30","3100101"
"61","2","4","1002206","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"62","2","3","1002206","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"63","2","2","1002206","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"64","2","1","1002206","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"65","2","4","1002207","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"66","2","3","1002207","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"67","2","2","1002207","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"68","2","1","1002207","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"69","2","4","1002208","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"70","2","3","1002208","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"71","2","2","1002208","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"72","2","1","1002208","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"73","2","4","1002209","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"74","2","3","1002209","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"75","2","2","1002209","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"76","2","1","1002209","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"77","2","4","1002210","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"78","2","3","1002210","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"79","2","2","1002210","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"80","2","1","1002210","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"81","2","5","1003201","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"82","2","4","1003201","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"83","2","3","1003201","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"84","2","1","1003201","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"85","2","5","1003202","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"86","2","4","1003202","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"87","2","3","1003202","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"88","2","1","1003202","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"89","2","5","1003203","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"90","2","4","1003203","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"91","2","3","1003203","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"92","2","1","1003203","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"93","2","5","1003204","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"94","2","4","1003204","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"95","2","3","1003204","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"96","2","1","1003204","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"97","2","10","1003205","90006","1","0","0","20003","0","0","0","0","2","0","0","0","40","1","3100104"
"98","2","8","1003205","90006","2","0","0","20003","0","0","0","0","2","0","0","0","30","3","3100103"
"99","2","6","1003205","90006","4","0","0","20003","0","0","0","0","2","0","0","0","20","10","3100102"
"100","2","2","1003205","90006","11","0","0","20003","0","0","0","0","2","0","0","0","10","30","3100101"
"101","2","4","1003206","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"102","2","3","1003206","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"103","2","2","1003206","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"104","2","1","1003206","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"105","2","4","1003207","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"106","2","3","1003207","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"107","2","2","1003207","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"108","2","1","1003207","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"109","2","4","1003208","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"110","2","3","1003208","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"111","2","2","1003208","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"112","2","1","1003208","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"113","2","4","1003209","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"114","2","3","1003209","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"115","2","2","1003209","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"116","2","1","1003209","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"117","2","4","1003210","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"118","2","3","1003210","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"119","2","2","1003210","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"120","2","1","1003210","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"121","2","5","1004201","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"122","2","4","1004201","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"123","2","3","1004201","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"124","2","1","1004201","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"125","2","5","1004202","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"126","2","4","1004202","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"127","2","3","1004202","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"128","2","1","1004202","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"129","2","5","1004203","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"130","2","4","1004203","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"131","2","3","1004203","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"132","2","1","1004203","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"133","2","5","1004204","90006","1","0","0","20003","0","0","0","0","2","0","0","0","20","1","3100104"
"134","2","4","1004204","90006","2","0","0","20003","0","0","0","0","2","0","0","0","15","3","3100103"
"135","2","3","1004204","90006","4","0","0","20003","0","0","0","0","2","0","0","0","10","10","3100102"
"136","2","1","1004204","90006","11","0","0","20003","0","0","0","0","2","0","0","0","5","30","3100101"
"137","2","10","1004205","90006","1","0","0","20003","0","0","0","0","2","0","0","0","40","1","3100104"
"138","2","8","1004205","90006","2","0","0","20003","0","0","0","0","2","0","0","0","30","3","3100103"
"139","2","6","1004205","90006","4","0","0","20003","0","0","0","0","2","0","0","0","20","10","3100102"
"140","2","2","1004205","90006","11","0","0","20003","0","0","0","0","2","0","0","0","10","30","3100101"
"141","2","4","1004206","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"142","2","3","1004206","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"143","2","2","1004206","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"144","2","1","1004206","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"145","2","4","1004207","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"146","2","3","1004207","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"147","2","2","1004207","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"148","2","1","1004207","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"149","2","4","1004208","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"150","2","3","1004208","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"151","2","2","1004208","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"152","2","1","1004208","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"153","2","4","1004209","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"154","2","3","1004209","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"155","2","2","1004209","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"156","2","1","1004209","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
"157","2","4","1004210","90006","1","0","0","20003","0","0","0","0","2","0","0","0","10","1","3100104"
"158","2","3","1004210","90006","2","0","0","20003","0","0","0","0","2","0","0","0","8","3","3100103"
"159","2","2","1004210","90006","4","0","0","20003","0","0","0","0","2","0","0","0","6","10","3100102"
"160","2","1","1004210","90006","11","0","0","20003","0","0","0","0","2","0","0","0","4","30","3100101"
