4c8bfb675fdd135309256a16de982d63084517a0c797c71faf6a1f9dcd919d54,7a6620110a17224dab9d1c1d72bc164b33f09b1f674e0465832aeb3e34197498,2b3a654bc220902041dd69533baba9b6a3e7929dcbb9905a6b84c1de46bb21ef,5863402fb9059ac18b6430fe19b13ef086a293756f22b004f2bddb12d783fe4d,57516083cf74f47722ea121152148881e1430d6c5eff9e5d87a2aaa73c2ccd43
"90","770121401","812","2","770121403"
"90","770121401","912","2","770121404"
"85","770121401","1012","2","770121405"
"90","770121501","612","2","770121501"
"90","770121501","712","2","770121502"
"90","770121501","812","2","770121503"
"90","770121501","912","2","770121504"
"85","770121501","1012","2","770121505"
"90","770121601","612","2","770121601"
"90","770121601","712","2","770121602"
"90","770121601","812","2","770121603"
"90","770121601","912","2","770121604"
"85","770121601","1012","2","770121605"
"90","770121701","612","2","770121701"
"90","770121701","712","2","770121702"
"90","770121701","812","2","770121703"
"90","770121701","912","2","770121704"
"85","770121701","1012","2","770121705"
"90","770121801","612","2","770121801"
"90","770121801","712","2","770121802"
"90","770121801","812","2","770121803"
"90","770121801","912","2","770121804"
"85","770121801","1012","2","770121805"
"90","770121901","612","2","770121901"
"90","770121901","712","2","770121902"
"90","770121901","812","2","770121903"
"90","770121901","912","2","770121904"
"85","770121901","1012","2","770121905"
"90","770122001","612","2","770122001"
"90","770122001","712","2","770122002"
"90","770122001","812","2","770122003"
"90","770122001","912","2","770122004"
"85","770122001","1012","2","770122005"
"90","770122101","612","2","770122101"
"90","770122101","712","2","770122102"
"90","770122101","812","2","770122103"
"90","770122101","912","2","770122104"
"85","770122101","1012","2","770122105"
"90","770122201","612","2","770122201"
"90","770122201","712","2","770122202"
"90","770122201","812","2","770122203"
"90","770122201","912","2","770122204"
"85","770122201","1012","2","770122205"
"90","770122301","612","2","770122301"
"90","770122301","712","2","770122302"
"90","770122301","812","2","770122303"
"90","770122301","912","2","770122304"
"85","770122301","1012","2","770122305"
"90","770122401","612","2","770122401"
"90","770122401","712","2","770122402"
"90","770122401","812","2","770122403"
"90","770122401","912","2","770122404"
"85","770122401","1012","2","770122405"
"90","770210101","121","1","770210101"
"90","770210201","121","1","770210201"
"90","770210301","121","1","770210301"
"90","770210401","121","1","770210401"
"90","770210501","121","1","770210501"
"90","770210601","121","1","770210601"
"90","770210701","121","1","770210701"
"90","770210801","121","1","770210801"
"90","770210901","121","1","770210901"
"90","770211001","121","1","770211001"
"90","770211101","121","1","770211101"
"90","770211201","121","1","770211201"
"90","770211301","121","1","770211301"
"90","770211401","121","1","770211401"
"90","770211501","121","1","770211501"
"90","770211601","121","1","770211601"
"90","770211701","121","1","770211701"
"90","770211801","121","1","770211801"
"90","770211901","121","1","770211901"
"90","770212001","121","1","770212001"
"90","770212101","121","1","770212101"
"90","770212201","121","1","770212201"
"90","770212301","121","1","770212301"
"90","770212401","121","1","770212401"
"90","770212501","121","1","770212501"
"90","770212601","121","1","770212601"
"90","770212701","121","1","770212701"
"90","770212801","121","1","770212801"
"90","770212901","121","1","770212901"
"90","770213001","121","1","770213001"
"90","770213101","121","1","770213101"
"90","770213201","121","1","770213201"
"90","770213301","121","1","770213301"
"90","770213401","121","1","770213401"
"90","770213501","121","1","770213501"
"90","770213601","121","1","770213601"
"90","770213701","621","1","770213701"
"90","770213701","721","1","770213702"
"90","770213701","821","1","770213703"
"90","770213701","921","1","770213704"
"85","770213701","1021","1","770213705"
"90","770213801","621","1","770213801"
"90","770213801","721","1","770213802"
"90","770213801","821","1","770213803"
"90","770213801","921","1","770213804"
"85","770213801","1021","1","770213805"
"90","770213901","621","1","770213901"
"90","770213901","721","1","770213902"
"90","770213901","821","1","770213903"
"90","770213901","921","1","770213904"
"85","770213901","1021","1","770213905"
"90","770214001","621","1","770214001"
"90","770214001","721","1","770214002"
"90","770214001","821","1","770214003"
"90","770214001","921","1","770214004"
"85","770214001","1021","1","770214005"
"90","770214101","621","1","770214101"
"90","770214101","721","1","770214102"
"90","770214101","821","1","770214103"
"90","770214101","921","1","770214104"
"85","770214101","1021","1","770214105"
"90","770214201","621","1","770214201"
"90","770214201","721","1","770214202"
"90","770214201","821","1","770214203"
"90","770214201","921","1","770214204"
"85","770214201","1021","1","770214205"
"90","770214301","621","1","770214301"
"90","770214301","721","1","770214302"
"90","770214301","821","1","770214303"
"90","770214301","921","1","770214304"
"85","770214301","1021","1","770214305"
"90","770214401","621","1","770214401"
"90","770214401","721","1","770214402"
"90","770214401","821","1","770214403"
"90","770214401","921","1","770214404"
"85","770214401","1021","1","770214405"
"90","770214501","621","1","770214501"
"90","770214501","721","1","770214502"
"90","770214501","821","1","770214503"
"90","770214501","921","1","770214504"
"85","770214501","1021","1","770214505"
"90","770214601","621","1","770214601"
"90","770214601","721","1","770214602"
"90","770214601","821","1","770214603"
"90","770214601","921","1","770214604"
"85","770214601","1021","1","770214605"
"90","770214701","621","1","770214701"
"90","770214701","721","1","770214702"
"90","770214701","821","1","770214703"
"90","770214701","921","1","770214704"
"85","770214701","1021","1","770214705"
"90","770214801","621","1","770214801"
"90","770214801","721","1","770214802"
"90","770214801","821","1","770214803"
"90","770214801","921","1","770214804"
"85","770214801","1021","1","770214805"
"90","770214901","621","1","770214901"
"90","770214901","721","1","770214902"
"90","770214901","821","1","770214903"
"90","770214901","921","1","770214904"
"85","770214901","1021","1","770214905"
"90","770215001","621","1","770215001"
"90","770215001","721","1","770215002"
"90","770215001","821","1","770215003"
"90","770215001","921","1","770215004"
"85","770215001","1021","1","770215005"
"90","770215101","621","1","770215101"
"90","770215101","721","1","770215102"
"90","770215101","821","1","770215103"
"90","770215101","921","1","770215104"
"85","770215101","1021","1","770215105"
"90","770215201","621","1","770215201"
"90","770215201","721","1","770215202"
"90","770215201","821","1","770215203"
"90","770215201","921","1","770215204"
"85","770215201","1021","1","770215205"
"90","770215301","621","1","770215301"
"90","770215301","721","1","770215302"
"90","770215301","821","1","770215303"
"90","770215301","921","1","770215304"
"85","770215301","1021","1","770215305"
"90","770215401","621","1","770215401"
"90","770215401","721","1","770215402"
"90","770215401","821","1","770215403"
"90","770215401","921","1","770215404"
"85","770215401","1021","1","770215405"
"90","770215501","621","1","770215501"
"90","770215501","721","1","770215502"
"90","770215501","821","1","770215503"
"90","770215501","921","1","770215504"
"85","770215501","1021","1","770215505"
"90","770215601","621","1","770215601"
"90","770215601","721","1","770215602"
"90","770215601","821","1","770215603"
"90","770215601","921","1","770215604"
"85","770215601","1021","1","770215605"
"90","770215701","621","1","770215701"
"90","770215701","721","1","770215702"
"90","770215701","821","1","770215703"
"90","770215701","921","1","770215704"
"85","770215701","1021","1","770215705"
"90","770215801","621","1","770215801"
"90","770215801","721","1","770215802"
"90","770215801","821","1","770215803"
"90","770215801","921","1","770215804"
"85","770215801","1021","1","770215805"
"90","770215901","621","1","770215901"
"90","770215901","721","1","770215902"
"90","770215901","821","1","770215903"
"90","770215901","921","1","770215904"
"85","770215901","1021","1","770215905"
"90","770216001","621","1","770216001"
"90","770216001","721","1","770216002"
"90","770216001","821","1","770216003"
"90","770216001","921","1","770216004"
"85","770216001","1021","1","770216005"
"90","770216101","621","1","770216101"
"90","770216101","721","1","770216102"
"90","770216101","821","1","770216103"
"90","770216101","921","1","770216104"
"85","770216101","1021","1","770216105"
"90","770216201","621","1","770216201"
"90","770216201","721","1","770216202"
"90","770216201","821","1","770216203"
"90","770216201","921","1","770216204"
"85","770216201","1021","1","770216205"
"90","770216301","621","1","770216301"
"90","770216301","721","1","770216302"
"90","770216301","821","1","770216303"
"90","770216301","921","1","770216304"
"85","770216301","1021","1","770216305"
"90","770216401","621","1","770216401"
"90","770216401","721","1","770216402"
"90","770216401","821","1","770216403"
"90","770216401","921","1","770216404"
"85","770216401","1021","1","770216405"
"90","770216501","621","1","770216501"
"90","770216501","721","1","770216502"
"90","770216501","821","1","770216503"
"90","770216501","921","1","770216504"
"85","770216501","1021","1","770216505"
"90","770216601","621","1","770216601"
"90","770216601","721","1","770216602"
"90","770216601","821","1","770216603"
"90","770216601","921","1","770216604"
"85","770216601","1021","1","770216605"
"90","770216701","621","1","770216701"
"90","770216701","721","1","770216702"
"90","770216701","821","1","770216703"
"90","770216701","921","1","770216704"
"85","770216701","1021","1","770216705"
"90","770216801","621","1","770216801"
"90","770216801","721","1","770216802"
"90","770216801","821","1","770216803"
"90","770216801","921","1","770216804"
"85","770216801","1021","1","770216805"
"90","770216901","621","1","770216901"
"90","770216901","721","1","770216902"
"90","770216901","821","1","770216903"
"90","770216901","921","1","770216904"
"85","770216901","1021","1","770216905"
"90","770217001","621","1","770217001"
"90","770217001","721","1","770217002"
"90","770217001","821","1","770217003"
"90","770217001","921","1","770217004"
"85","770217001","1021","1","770217005"
"90","770217101","621","1","770217101"
"90","770217101","721","1","770217102"
"90","770217101","821","1","770217103"
"90","770217101","921","1","770217104"
"85","770217101","1021","1","770217105"
"90","770217201","621","1","770217201"
"90","770217201","721","1","770217202"
"90","770217201","821","1","770217203"
"90","770217201","921","1","770217204"
"85","770217201","1021","1","770217205"
"90","770220101","122","2","770220101"
"90","770220201","122","2","770220201"
"90","770220301","122","2","770220301"
"90","770220401","122","2","770220401"
"90","770220501","122","2","770220501"
"90","770220601","122","2","770220601"
"90","770220701","122","2","770220701"
"90","770220801","122","2","770220801"
"90","770220901","122","2","770220901"
"90","770221001","122","2","770221001"
"90","770221101","122","2","770221101"
"90","770221201","122","2","770221201"
"90","770221301","622","2","770221301"
"90","770221301","722","2","770221302"
"90","770221301","822","2","770221303"
"90","770221301","922","2","770221304"
"85","770221301","1022","2","770221305"
"90","770221401","622","2","770221401"
"90","770221401","722","2","770221402"
"90","770221401","822","2","770221403"
"90","770221401","922","2","770221404"
"85","770221401","1022","2","770221405"
"90","770221501","622","2","770221501"
"90","770221501","722","2","770221502"
"90","770221501","822","2","770221503"
"90","770221501","922","2","770221504"
"85","770221501","1022","2","770221505"
"90","770221601","622","2","770221601"
"90","770221601","722","2","770221602"
"90","770221601","822","2","770221603"
"90","770221601","922","2","770221604"
"85","770221601","1022","2","770221605"
"90","770221701","622","2","770221701"
"90","770221701","722","2","770221702"
"90","770221701","822","2","770221703"
"90","770221701","922","2","770221704"
"85","770221701","1022","2","770221705"
"90","770221801","622","2","770221801"
"90","770221801","722","2","770221802"
"90","770221801","822","2","770221803"
"90","770221801","922","2","770221804"
"85","770221801","1022","2","770221805"
"90","770221901","622","2","770221901"
"90","770221901","722","2","770221902"
"90","770221901","822","2","770221903"
"90","770221901","922","2","770221904"
"85","770221901","1022","2","770221905"
"90","770222001","622","2","770222001"
"90","770222001","722","2","770222002"
"90","770222001","822","2","770222003"
"90","770222001","922","2","770222004"
"85","770222001","1022","2","770222005"
"90","770222101","622","2","770222101"
"90","770222101","722","2","770222102"
"90","770222101","822","2","770222103"
"90","770222101","922","2","770222104"
"85","770222101","1022","2","770222105"
"90","770222201","622","2","770222201"
"90","770222201","722","2","770222202"
"90","770222201","822","2","770222203"
"90","770222201","922","2","770222204"
"85","770222201","1022","2","770222205"
"90","770222301","622","2","770222301"
"90","770222301","722","2","770222302"
"90","770222301","822","2","770222303"
"90","770222301","922","2","770222304"
"85","770222301","1022","2","770222305"
"90","770222401","622","2","770222401"
"90","770222401","722","2","770222402"
"90","770222401","822","2","770222403"
"90","770222401","922","2","770222404"
"85","770222401","1022","2","770222405"
"90","770310101","131","1","770310101"
"90","770310201","131","1","770310201"
"90","770310301","131","1","770310301"
"90","770310401","131","1","770310401"
"90","770310501","131","1","770310501"
"90","770310601","131","1","770310601"
"90","770310701","131","1","770310701"
"90","770310801","131","1","770310801"
"90","770310901","131","1","770310901"
"90","770311001","131","1","770311001"
"90","770311101","131","1","770311101"
"90","770311201","131","1","770311201"
"90","770311301","131","1","770311301"
"90","770311401","131","1","770311401"
"90","770311501","131","1","770311501"
"90","770311601","131","1","770311601"
"90","770311701","131","1","770311701"
"90","770311801","131","1","770311801"
"90","770311901","131","1","770311901"
"90","770312001","131","1","770312001"
"90","770312101","131","1","770312101"
"90","770312201","131","1","770312201"
"90","770312301","131","1","770312301"
"90","770312401","131","1","770312401"
"90","770312501","131","1","770312501"
"90","770312601","131","1","770312601"
"90","770312701","131","1","770312701"
"90","770312801","131","1","770312801"
"90","770312901","131","1","770312901"
"90","770313001","131","1","770313001"
"90","770313101","131","1","770313101"
"90","770313201","131","1","770313201"
"90","770313301","131","1","770313301"
"90","770313401","131","1","770313401"
"90","770313501","131","1","770313501"
"90","770313601","131","1","770313601"
"90","770313701","631","1","770313701"
"90","770313701","731","1","770313702"
"90","770313701","831","1","770313703"
"90","770313701","931","1","770313704"
"85","770313701","1031","1","770313705"
"90","770313801","631","1","770313801"
"90","770313801","731","1","770313802"
"90","770313801","831","1","770313803"
"90","770313801","931","1","770313804"
"85","770313801","1031","1","770313805"
"90","770313901","631","1","770313901"
"90","770313901","731","1","770313902"
"90","770313901","831","1","770313903"
"90","770313901","931","1","770313904"
"85","770313901","1031","1","770313905"
"90","770314001","631","1","770314001"
"90","770314001","731","1","770314002"
"90","770314001","831","1","770314003"
"90","770314001","931","1","770314004"
"85","770314001","1031","1","770314005"
"90","770314101","631","1","770314101"
"90","770314101","731","1","770314102"
"90","770314101","831","1","770314103"
"90","770314101","931","1","770314104"
"85","770314101","1031","1","770314105"
"90","770314201","631","1","770314201"
"90","770314201","731","1","770314202"
"90","770314201","831","1","770314203"
"90","770314201","931","1","770314204"
"85","770314201","1031","1","770314205"
"90","770314301","631","1","770314301"
"90","770314301","731","1","770314302"
"90","770314301","831","1","770314303"
"90","770314301","931","1","770314304"
"85","770314301","1031","1","770314305"
"90","770314401","631","1","770314401"
"90","770314401","731","1","770314402"
"90","770314401","831","1","770314403"
"90","770314401","931","1","770314404"
"85","770314401","1031","1","770314405"
"90","770314501","631","1","770314501"
"90","770314501","731","1","770314502"
"90","770314501","831","1","770314503"
"90","770314501","931","1","770314504"
"85","770314501","1031","1","770314505"
"90","770314601","631","1","770314601"
"90","770314601","731","1","770314602"
"90","770314601","831","1","770314603"
"90","770314601","931","1","770314604"
"85","770314601","1031","1","770314605"
"90","770314701","631","1","770314701"
"90","770314701","731","1","770314702"
"90","770314701","831","1","770314703"
"90","770314701","931","1","770314704"
"85","770314701","1031","1","770314705"
"90","770314801","631","1","770314801"
"90","770314801","731","1","770314802"
"90","770314801","831","1","770314803"
"90","770314801","931","1","770314804"
"85","770314801","1031","1","770314805"
"90","770314901","631","1","770314901"
"90","770314901","731","1","770314902"
"90","770314901","831","1","770314903"
"90","770314901","931","1","770314904"
"85","770314901","1031","1","770314905"
"90","770315001","631","1","770315001"
"90","770315001","731","1","770315002"
"90","770315001","831","1","770315003"
"90","770315001","931","1","770315004"
"85","770315001","1031","1","770315005"
"90","770315101","631","1","770315101"
"90","770315101","731","1","770315102"
"90","770315101","831","1","770315103"
"90","770315101","931","1","770315104"
"85","770315101","1031","1","770315105"
"90","770315201","631","1","770315201"
"90","770315201","731","1","770315202"
"90","770315201","831","1","770315203"
"90","770315201","931","1","770315204"
"85","770315201","1031","1","770315205"
"90","770315301","631","1","770315301"
"90","770315301","731","1","770315302"
"90","770315301","831","1","770315303"
"90","770315301","931","1","770315304"
"85","770315301","1031","1","770315305"
"90","770315401","631","1","770315401"
"90","770315401","731","1","770315402"
"90","770315401","831","1","770315403"
"90","770315401","931","1","770315404"
"85","770315401","1031","1","770315405"
"90","770315501","631","1","770315501"
"90","770315501","731","1","770315502"
"90","770315501","831","1","770315503"
"90","770315501","931","1","770315504"
"85","770315501","1031","1","770315505"
"90","770315601","631","1","770315601"
"90","770315601","731","1","770315602"
"90","770315601","831","1","770315603"
"90","770315601","931","1","770315604"
"85","770315601","1031","1","770315605"
"90","770315701","631","1","770315701"
"90","770315701","731","1","770315702"
"90","770315701","831","1","770315703"
"90","770315701","931","1","770315704"
"85","770315701","1031","1","770315705"
"90","770315801","631","1","770315801"
"90","770315801","731","1","770315802"
"90","770315801","831","1","770315803"
"90","770315801","931","1","770315804"
"85","770315801","1031","1","770315805"
"90","770315901","631","1","770315901"
"90","770315901","731","1","770315902"
"90","770315901","831","1","770315903"
"90","770315901","931","1","770315904"
"85","770315901","1031","1","770315905"
"90","770316001","631","1","770316001"
"90","770316001","731","1","770316002"
"90","770316001","831","1","770316003"
"90","770316001","931","1","770316004"
"85","770316001","1031","1","770316005"
"90","770316101","631","1","770316101"
"90","770316101","731","1","770316102"
"90","770316101","831","1","770316103"
"90","770316101","931","1","770316104"
"85","770316101","1031","1","770316105"
"90","770316201","631","1","770316201"
"90","770316201","731","1","770316202"
"90","770316201","831","1","770316203"
"90","770316201","931","1","770316204"
"85","770316201","1031","1","770316205"
"90","770316301","631","1","770316301"
"90","770316301","731","1","770316302"
"90","770316301","831","1","770316303"
"90","770316301","931","1","770316304"
"85","770316301","1031","1","770316305"
"90","770316401","631","1","770316401"
"90","770316401","731","1","770316402"
"90","770316401","831","1","770316403"
"90","770316401","931","1","770316404"
"85","770316401","1031","1","770316405"
"90","770316501","631","1","770316501"
"90","770316501","731","1","770316502"
"90","770316501","831","1","770316503"
"90","770316501","931","1","770316504"
"85","770316501","1031","1","770316505"
"90","770316601","631","1","770316601"
"90","770316601","731","1","770316602"
"90","770316601","831","1","770316603"
"90","770316601","931","1","770316604"
"85","770316601","1031","1","770316605"
"90","770316701","631","1","770316701"
"90","770316701","731","1","770316702"
"90","770316701","831","1","770316703"
"90","770316701","931","1","770316704"
"85","770316701","1031","1","770316705"
"90","770316801","631","1","770316801"
"90","770316801","731","1","770316802"
"90","770316801","831","1","770316803"
"90","770316801","931","1","770316804"
"85","770316801","1031","1","770316805"
"90","770316901","631","1","770316901"
"90","770316901","731","1","770316902"
"90","770316901","831","1","770316903"
"90","770316901","931","1","770316904"
"85","770316901","1031","1","770316905"
"90","770317001","631","1","770317001"
"90","770317001","731","1","770317002"
"90","770317001","831","1","770317003"
"90","770317001","931","1","770317004"
"85","770317001","1031","1","770317005"
"90","770317101","631","1","770317101"
"90","770317101","731","1","770317102"
"90","770317101","831","1","770317103"
"90","770317101","931","1","770317104"
"85","770317101","1031","1","770317105"
"90","770317201","631","1","770317201"
"90","770317201","731","1","770317202"
"90","770317201","831","1","770317203"
"90","770317201","931","1","770317204"
"85","770317201","1031","1","770317205"
"90","770320101","132","2","770320101"
"90","770320201","132","2","770320201"
"90","770320301","132","2","770320301"
"90","770320401","132","2","770320401"
"90","770320501","132","2","770320501"
"90","770320601","132","2","770320601"
"90","770320701","132","2","770320701"
"90","770320801","132","2","770320801"
"90","770320901","132","2","770320901"
"90","770321001","132","2","770321001"
"90","770321101","132","2","770321101"
"90","770321201","132","2","770321201"
"90","770321301","632","2","770321301"
"90","770321301","732","2","770321302"
"90","770321301","832","2","770321303"
"90","770321301","932","2","770321304"
"85","770321301","1032","2","770321305"
"90","770321401","632","2","770321401"
"90","770321401","732","2","770321402"
"90","770321401","832","2","770321403"
"90","770321401","932","2","770321404"
"85","770321401","1032","2","770321405"
"90","770321501","632","2","770321501"
"90","770321501","732","2","770321502"
"90","770321501","832","2","770321503"
"90","770321501","932","2","770321504"
"85","770321501","1032","2","770321505"
"90","770321601","632","2","770321601"
"90","770321601","732","2","770321602"
"90","770321601","832","2","770321603"
"90","770321601","932","2","770321604"
"85","770321601","1032","2","770321605"
"90","770321701","632","2","770321701"
"90","770321701","732","2","770321702"
"90","770321701","832","2","770321703"
"90","770321701","932","2","770321704"
"85","770321701","1032","2","770321705"
"90","770321801","632","2","770321801"
"90","770321801","732","2","770321802"
"90","770321801","832","2","770321803"
"90","770321801","932","2","770321804"
"85","770321801","1032","2","770321805"
"90","770321901","632","2","770321901"
"90","770321901","732","2","770321902"
"90","770321901","832","2","770321903"
"90","770321901","932","2","770321904"
"85","770321901","1032","2","770321905"
"90","770322001","632","2","770322001"
