e8ff1393a2460b8b415b4583a354cd0fd236cad71e3a258c3945c57e85941dbc,e5db5992bdd2c301a565f3de8c23626d4d9bf9ae43be0d0deea31b5ad57dffec,348ff758b8c56e023ffa9f9cc9bc58ab4578db346989bdb03e1c417679677be1,619ad34e576354ad498cd18179cf482644696dd18ce63614772b45a534664cae,a1e706e7c5a236a0c06f43a86b8fea82df48b74bd5194de328b5c6e36bd86179,664e83de9ec9e4df50d8fbe58fb3850ac7ac7c65d311a4856c57c477fba805dd,c915803897e3f8d7ff1b98806cca57f3ea080338d23b88e97fcdb28491b843d9,9979e7f950f22cb96d3fd78f50fc025b8f634ee968d9b2a61c9d7a43a14046b0,f2029559bff2fa16799df7672e2792a05aee353f27e9821e97810fccc774c6a6,588b2b3a293aa63ccb5a26186df8035c7bac6e4212c976651f13e965f08d1e11,ef67f482e7c7b136e82da0183005590a33623c22e31e499ee712973b405bb49a,176b469fe6479a33add6a942a913c4432ffb1739db19a3291b9084f805edb204,147530ba47eddc434591fe0f3e86e0961986ebcdc40a45cc04b84298576f81ef,05dfc06668c7ca0ff50e259bd27ac3571c24aed6e85c7e206491e0cf8f2ecdbc
"0","0","0","20033201","0","bgm_M442A","20033","0","0","bgm_M442A","0","1","201","ランドソル近郊"
"25","0","0","20034101","0","bgm_M442B","20034","0","0","bgm_M442B","0","1","201","エルフの里　清らかな森"
"0","0","0","20034201","0","bgm_M442B","20034","0","0","bgm_M442B","0","1","201","エルフの里　清らかな森"
"0","0","0","20035101","0","bgm_M451","20035","0","0","bgm_M451","1","1","201","ランドソル近郊"
"0","0","0","20035102","0","bgm_M451","20035","0","0","bgm_M451","2","1","201","辺境の地"
"0","0","0","20035201","0","bgm_M451","20035","0","0","bgm_M451","0","1","201","辺境の地"
"91","0","0","20036101","0","bgm_M457","20036","0","0","bgm_M457","1","1","201","聖テレサ女学院 聖学祭会場"
"0","0","0","20036201","0","bgm_M457","20036","0","0","bgm_M457","0","1","201","聖テレサ女学院 聖学祭会場"
"90","0","0","20037101","0","bgm_M467","20037","0","0","bgm_M467","1","1","201","異時間軸のランドソル"
"0","0","0","20037102","0","bgm_M467","20037","0","0","bgm_M467","2","1","201","タイムトンネル"
"0","0","0","20037201","0","bgm_M467","20037","0","0","bgm_M467","0","1","201","タイムトンネル"
"0","0","0","20038101","40","bgm_M478","20038","0","0","bgm_M478_Lofi","1","1","201","おもちゃ工場"
"0","0","0","20038102","0","bgm_M478","20038","0","0","bgm_M478_Lofi","2","1","201","王都ランドソル"
"0","0","0","20038201","0","bgm_M478","20038","0","0","bgm_M478_Lofi","0","1","201","王都ランドソル"
"0","0","0","20039101","0","bgm_M486","20039","0","0","bgm_M486","1","1","201","王都ランドソル"
"58","0","0","20039102","0","bgm_M486","20039","0","0","bgm_M486","2","1","201","とある無人島"
"0","0","0","20039103","0","bgm_M486","20039","0","0","bgm_M486","3","1","201","王都ランドソル"
"0","0","0","20039201","0","bgm_M486","20039","0","0","bgm_M486","0","1","201","王都ランドソル"
"100","0","0","20040101","0","bgm_M496","20040","0","0","bgm_M496","1","1","201","カルミナサマーライブ会場"
"0","0","0","20040201","0","bgm_M496","20040","0","0","bgm_M496","0","1","201","カルミナサマーライブ会場"
"0","0","0","20041101","0","bgm_M508","20041","0","0","bgm_M508","1","1","201","王都ランドソル"
"45","0","0","20041102","0","bgm_M508","20041","0","0","bgm_M508","2","1","201","オーエド町"
"0","0","0","20041201","0","bgm_M508","20041","0","0","bgm_M508","0","1","201","オーエド町"
"128","0","0","20042101","0","bgm_M520","20042","0","0","bgm_M520","1","1","201","王都ランドソル"
"0","0","0","20042102","0","bgm_M520","20042","0","0","bgm_M520","2","1","201","王都ランドソル"
"0","0","31","20042201","0","bgm_M520","20042","0","0","bgm_M520","1","1","201","王都ランドソル"
"40","0","0","20043101","0","bgm_M527","20043","0","0","bgm_M527","1","1","201","王都ランドソル"
"0","0","0","20043102","0","bgm_M527","20043","0","0","bgm_M527","2","1","201","ランドソル近郊"
"0","0","0","20043201","0","bgm_M527","20043","0","0","bgm_M527","0","1","201","ランドソル近郊"
"70","0","0","20044101","0","bgm_M536","20044","0","0","bgm_M536","1","1","201","スイーツコンテスト会場"
"0","0","0","20044201","0","bgm_M536","20044","0","0","bgm_M536","0","1","201","スイーツコンテスト会場"
"0","0","0","20045101","0","bgm_M543","20045","0","0","bgm_M543","1","1","201","ランドソル近郊"
"0","0","0","20045102","0","bgm_M543","20045","0","0","bgm_M543","2","1","201","港町・オーマ"
"0","0","0","20045103","0","bgm_M543","20045","0","0","bgm_M543","3","1","201","タパスビーチ周辺"
"0","0","0","20045104","0","bgm_M543","20045","0","0","bgm_M543","4","1","201","ガストロス山"
"0","0","0","20045201","0","bgm_M543","20045","0","0","bgm_M543","0","1","201","ガストロス山"
"0","0","0","20046101","0","bgm_M552","20046","0","0","bgm_M552_03","1","1","201","王都ランドソル"
"0","0","0","20046102","0","bgm_M552","20046","0","0","bgm_M552_03","2","1","201","ランドソル近郊"
"0","0","0","20046103","0","bgm_M552","20046","0","0","bgm_M552_03","3","1","201","イリス樹海"
"0","0","0","20046104","0","bgm_M552","20046","0","0","bgm_M552_03","4","1","201","フローラ湖畔"
"0","0","0","20046201","0","bgm_M552","20046","0","0","bgm_M552_03","0","1","201","フローラ湖畔"
"40","0","0","20047101","0","bgm_M553","20047","0","0","bgm_M553","1","1","201","王都ランドソル"
"0","0","0","20047102","0","bgm_M553","20047","0","0","bgm_M553","2","1","201","世界と世界の狭間"
"0","0","0","20047201","0","bgm_M553","20047","0","0","bgm_M553","0","1","201","世界と世界の狭間"
"0","0","0","20048101","0","bgm_M565","20048","0","0","bgm_M565","1","1","201","サレンディア救護院内"
"0","0","0","20048102","0","bgm_M565","20048","0","0","bgm_M565","2","1","201","エリザベスパーク　牧場温泉"
"0","0","0","20048201","0","bgm_M565","20048","0","0","bgm_M565","0","1","201","エリザベスパーク　牧場温泉"
"0","0","0","20049101","0","bgm_M574","20049","0","0","bgm_M574","1","1","201","ランドソル郊外"
"0","0","0","20049102","0","bgm_M574","20049","0","0","bgm_M574","2","1","201","カジノホール"
"0","0","0","20049201","0","bgm_M574","20049","0","0","bgm_M574","0","1","201","カジノホール"
"0","0","0","20050101","0","bgm_M582","20050","0","0","bgm_M582","1","1","201","呪われた海賊島"
"0","0","0","20050201","0","bgm_M582","20050","0","0","bgm_M582","0","1","201","呪われた海賊島"
"128","0","0","20051101","0","bgm_M595","20051","0","0","bgm_M595","1","1","201","キャンピングフィールド"
"0","0","0","20051201","0","bgm_M595","20051","0","0","bgm_M595","0","1","201","キャンピングフィールド"
"0","0","0","20052101","0","bgm_M601","20052","0","0","bgm_M601","1","1","201","王都ランドソル"
"80","0","0","20052102","0","bgm_M601","20052","0","0","bgm_M601","2","1","201","サマーゲームリゾート"
"0","0","0","20052201","0","bgm_M601","20052","0","0","bgm_M601","0","1","201","サマーゲームリゾート"
"0","0","0","20053101","0","bgm_M608","20053","0","0","bgm_M608","1","1","201","ちいさな出会いの海岸"
"0","0","0","20053102","0","bgm_M608","20053","0","0","bgm_M608","2","1","201","リトルリリカル秘密基地近辺"
"0","0","0","20053103","0","bgm_M608","20053","0","0","bgm_M608","3","1","201","ちいさな出会いの海岸"
"0","0","0","20053201","0","bgm_M608","20053","0","0","bgm_M608","0","1","201","ちいさな出会いの海岸"
"0","0","0","20054101","0","bgm_M618","20054","0","0","bgm_M618","1","1","201","最果てを目指す旅路"
"30","0","0","20054102","0","bgm_M618","20054","0","0","bgm_M618","2","1","201","世界の果ての森"
"0","0","0","20054201","0","bgm_M618","20054","0","0","bgm_M618","0","1","201","世界の果ての森"
"115","0","0","20055101","0","bgm_M623","20055","0","0","bgm_M623","1","1","201","ランフェス会場"
"0","0","0","20055201","0","bgm_M623","20055","0","0","bgm_M623","1","1","201","ランフェス会場"
"0","0","0","20056101","0","bgm_M630","20056","0","0","bgm_M630","1","1","201","王都ランドソル"
"30","0","0","20056102","0","bgm_M630","20056","0","0","bgm_M630","2","1","201","和平活動の道のり"
"0","0","0","20056201","0","bgm_M630","20056","0","0","bgm_M630","0","1","201","和平活動の道のり"
"110","0","11","20057101","0","bgm_M638","20057","0","0","bgm_M638","1","1","201","ランドソル 繁華街"
"0","0","0","20057201","0","bgm_M638","20057","0","0","bgm_M638","0","1","201","ランドソル 繁華街"
"45","0","0","20058101","0","bgm_M647","20058","0","0","bgm_M647","1","1","201","オーエド町"
"0","0","0","20058201","0","bgm_M647","20058","0","0","bgm_M647","0","1","201","オーエド町"
